landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
6	2	#	-352.800;352.800	#	1	0	0	#	#	#	0	1	#	0	0	0	#	0	1000100	1.000	1.000	3	11.38	969	66	0.63		8	8
#	#	-827.250;4773.250	#	#	0	#	#	4	#	#	#	#	0	#	0	0	1	0	1100101	1.000	1.000	2	11.12	970	67	0.42		8	8
#	#	-5389.490;5587.490	-273.480;351.480	10	#	#	0	4	1	0	0	#	#	#	0	1	#	0	1010110	0.000	0.200	2	28.00	972	69	0.58		8	15
#	4	-3027.280;3245.280	#	2	0	3	#	#	0	#	0	0	#	0	0	#	0	0	0010100	1.000	1.000	3	23.88	973	70	0.63		8	8
2	#	5711.750;11312.250	#	#	0	#	#	#	1	#	#	#	#	0	0	0	#	1	0111100	1.000	1.000	2	5.12	974	71	0.42		8	8
4	1	-3863.350;3977.350	-320.560;324.560	#	#	0	5	4	#	0	#	1	#	#	#	#	#	#	1101100	1.000	1.000	2	8.75	975	72	0.47		8	8
#	1	#	#	#	2	#	3	4	0	0	#	#	1	#	1	#	0	#	1100110	0.045	0.733	1	38.91	847	73	0.47		8	15
1	#	-7504.680;7728.680	#	2	#	0	3	2	#	#	0	0	5	#	0	0	0	#	0010100	1.000	1.000	3	24.25	978	75	0.63		8	8
#	3	-7165.640;7171.640	-171.360;171.360	#	1	#	#	#	0	0	0	#	5	0	0	0	0	#	1010100	1.000	1.000	2	8.38	979	76	0.63		8	8
5	#	-4228.390;4508.390	-170.480;202.480	10	4	0	0	#	0	0	0	0	#	1	#	0	0	#	0010101	1.000	1.000	5	20.00	980	77	0.74		8	8
#	4	#	-146.160;146.160	1	#	#	#	#	#	#	#	1	4	#	#	1	#	#	1111101	1.000	1.000	2	13.57	982	79	0.32		7	7
#	#	-3808.340;3808.340	-246.960;246.960	#	#	0	#	#	0	1	1	#	#	0	0	1	0	0	1111101	1.000	1.000	2	10.12	983	80	0.58		8	8
3	#	#	-201.600;201.600	#	1	0	0	3	0	#	0	0	0	0	0	#	0	#	1010100	1.000	1.000	1	33.87	984	81	0.68		14	14
3	#	#	-201.600;201.600	#	1	#	0	3	0	#	0	#	#	0	0	#	0	#	1010100	1.000	1.000	1	33.87	984	81	0.53		14	14
5	#	-6811.610;6853.610	#	10	#	#	2	2	#	#	0	#	1	#	#	0	0	0	0010100	1.000	1.000	2	26.38	985	82	0.53		8	8
4	4	#	-199.640;213.640	#	5	#	#	3	#	0	#	0	0	#	#	#	#	#	1100100	0.045	0.733	3	39.27	986	83	0.42		8	15
3	#	#	#	1	#	0	0	3	0	#	1	#	#	0	0	#	0	0	1010100	1.000	1.000	3	30.12	989	86	0.58		8	8
4	#	#	-185.480;187.480	10	5	0	#	#	#	0	0	0	0	#	0	0	0	0	0111000	1.000	1.000	2	41.38	990	87	0.68		8	8
#	1	-3452.320;3716.320	-206.720;226.720	#	1	#	9	2	0	1	0	#	0	0	#	#	0	#	0010100	1.000	1.000	2	7.38	991	88	0.63		8	8
1	#	-5376.480;5376.480	-206.640;206.640	1	1	0	#	#	0	#	0	0	#	0	0	#	#	#	0010101	0.000	0.467	2	14.60	992	89	0.58		8	15
#	#	#	-139.160;153.160	8	2	0	#	#	#	#	#	0	#	#	#	#	0	0	1000100	0.001	0.478	2	58.73	948	90	0.37		64	86
4	#	-6826.620;7062.620	-235.920;247.920	#	#	0	#	3	#	#	#	#	#	#	0	#	0	0	1100010	0.000	0.280	2	55.41	994	91	0.42		8	50
#	1	#	#	8	2	0	#	#	#	0	#	0	#	#	#	0	#	0	0100000	0.000	0.183	1	55.85	988	93	0.42		50	71
#	1	#	-205.720;227.720	#	6	0	3	#	#	#	0	0	0	0	0	#	0	0	1100100	0.000	0.429	1	35.11	223	94	0.63		8	23
#	#	#	#	#	#	1	0	#	0	0	0	0	1	1	0	0	#	0	0100100	1.000	1.000	4	8.88	998	95	0.58		8	8
#	#	-4305.390;4431.390	#	#	1	0	#	#	#	#	0	#	1	#	0	0	#	#	1101100	0.006	0.600	1	23.44	741	96	0.37		8	15
#	1	#	-164.440;198.440	4	#	#	3	3	0	0	#	0	#	0	0	#	0	#	1001010	0.011	0.636	1	37.90	958	97	0.58		15	22
#	1	-3808.340;3808.340	#	#	0	#	2	#	#	#	#	0	#	#	#	0	#	0	1000100	1.000	1.000	1	15.29	227	98	0.37		7	7
5	#	#	-181.520;201.520	8	2	0	#	4	0	0	#	#	2	#	0	0	#	#	1100110	1.000	1.000	1	30.71	100	100	0.58		7	7
3	#	#	#	5	6	#	#	3	#	#	0	#	0	#	1	#	0	0	1010100	1.000	1.000	1	15.71	876	102	0.47		7	7
2	#	-7716.690;7740.690	-176.400;176.400	#	1	0	#	#	#	1	#	1	0	#	#	1	#	#	1111100	1.000	1.000	3	7.71	878	104	0.47		7	7
#	#	#	-378.000;378.000	#	1	#	#	7	0	0	#	0	0	0	0	1	1	1	1111101	1.000	1.000	1	17.43	879	105	0.63		7	7
5	#	#	-207.360;387.360	#	#	#	#	#	#	#	#	0	0	#	0	#	0	0	1100000	0.000	0.397	1	57.12	954	106	0.37		28	63
4	#	#	#	#	2	0	#	2	#	#	0	#	1	#	0	#	0	#	0101000	0.000	0.286	3	36.12	881	107	0.42		7	28
1	4	#	#	#	1	0	3	#	#	#	#	#	#	#	1	0	#	#	0011010	1.000	1.000	1	18.14	883	109	0.37		7	7
#	#	#	-287.320;297.320	10	#	0	0	2	#	0	0	0	#	#	#	#	0	0	0010100	0.000	0.238	4	45.48	884	110	0.53		7	21
#	2	-3781.390;4955.390	-222.840;240.840	10	1	#	2	3	0	#	#	0	#	#	0	0	0	0	1100100	1.000	1.000	2	16.43	885	111	0.68		7	7
4	#	-7225.680;8007.680	#	10	#	0	#	5	0	0	0	#	#	#	#	1	#	0	1101110	1.000	1.000	1	16.86	886	112	0.53		7	7
4	2	#	-158.400;194.400	10	5	#	#	#	0	#	0	#	#	0	1	#	#	#	0111010	0.007	0.604	2	26.97	888	114	0.47		7	13
#	4	#	#	#	#	0	#	#	1	0	#	#	7	#	1	0	1	0	1101000	1.000	1.000	2	6.00	890	116	0.47		7	7
#	1	-5446.710;10458.710	-282.400;322.400	#	2	#	3	4	#	0	#	0	#	#	1	0	0	0	1100110	0.121	0.810	1	41.93	847	119	0.63		14	21
#	2	-2912.430;6720.430	-180.680;494.680	#	2	0	2	#	#	#	#	#	#	#	#	#	0	#	1000100	1.000	1.000	1	20.86	250	121	0.37		7	7
1	4	#	-287.280;287.280	#	1	#	#	2	#	#	#	0	0	0	0	0	#	#	1000100	1.000	1.000	2	9.71	896	122	0.53		7	7
3	#	#	#	#	6	0	0	#	0	0	0	#	1	#	0	#	1	#	1001010	1.000	1.000	3	16.43	897	123	0.53		7	7
4	#	-3466.340;4150.340	#	10	5	0	#	#	#	0	#	#	1	#	#	#	#	0	1101000	0.000	0.429	1	28.67	886	124	0.42		13	27
4	#	-2750.270;3298.270	-345.800;359.800	#	5	#	2	3	#	0	0	0	1	0	#	#	#	0	1101000	1.000	1.000	2	33.14	899	125	0.63		7	7
4	1	-2886.300;3834.300	-254.080;270.080	3	1	#	#	#	#	#	#	0	1	0	0	#	#	0	1101000	1.000	1.000	1	19.00	772	127	0.58		7	7
#	#	#	#	9	#	0	0	2	#	#	0	0	#	#	0	0	#	#	1000100	1.000	1.000	2	11.43	902	128	0.42		7	7
#	#	#	#	10	#	#	#	#	#	0	#	#	0	0	0	#	#	0	0000100	0.000	0.111	2	52.57	972	130	0.32		54	89
#	#	#	-80.080;192.080	10	2	3	0	2	#	#	#	0	#	#	0	#	#	#	0100100	1.000	1.000	1	32.83	904	130	0.42		6	6
4	#	#	-80.080;192.080	10	2	3	0	2	#	#	#	0	#	0	0	#	0	#	0100100	1.000	1.000	1	32.83	904	130	0.58		6	6
5	1	-5198.510;6226.510	#	10	3	0	5	#	0	0	0	0	#	0	#	0	0	0	1010100	1.000	1.000	1	40.33	906	132	0.79		6	6
#	#	-6497.620;7391.620	-287.440;327.440	8	2	#	0	2	#	#	0	#	#	#	0	0	0	0	1100000	0.003	0.560	1	38.90	908	134	0.58		6	26
#	4	-6497.620;7391.620	-287.440;327.440	8	2	#	0	2	#	0	0	#	#	#	0	0	0	0	1100000	0.035	0.714	1	30.02	908	134	0.68		6	12
3	#	-7994.720;8134.720	#	1	#	#	0	#	#	0	0	0	#	#	0	#	0	0	0100101	1.000	1.000	1	18.33	909	135	0.53		6	6
#	#	-5031.450;5049.450	-240.920;242.920	#	#	#	0	#	#	0	#	#	#	0	0	#	1	#	0101000	0.000	0.135	1	25.52	950	136	0.37		39	73
#	#	-5031.450;5049.450	-240.920;242.920	#	#	#	0	#	#	0	#	#	#	0	0	#	1	#	0000100	0.000	-0.033	1	25.52	970	136	0.37		47	73
4	2	-3127.360;4937.360	-264.320;320.320	#	5	0	#	#	#	#	0	0	0	0	#	#	#	0	1101001	0.000	0.323	1	42.97	910	136	0.58		6	19
4	2	-3127.360;4937.360	-264.320;320.320	10	#	0	#	#	#	#	#	0	#	0	#	#	#	0	1101001	0.000	0.251	1	42.45	910	136	0.47		6	45
#	4	#	-146.160;146.160	1	#	#	#	#	#	#	#	1	#	#	#	1	#	#	0000100	0.000	-0.429	1	16.36	982	137	0.26		26	26
#	4	#	-146.160;146.160	1	#	#	#	#	#	#	#	1	#	#	#	1	#	#	1111001	0.004	0.582	1	16.36	982	137	0.26		20	26
5	#	-3900.640;10436.640	#	6	#	0	#	4	1	#	0	#	0	0	0	1	#	#	0110101	1.000	1.000	2	14.83	913	139	0.58		6	6
#	1	-4080.390;4656.390	#	8	2	0	#	#	#	#	0	0	1	#	1	0	#	0	1010110	0.025	0.692	1	41.84	656	140	0.58		6	13
#	3	-6324.590;6892.590	#	#	#	#	3	3	0	0	0	#	0	0	0	#	#	#	0011000	0.000	0.451	2	33.83	916	142	0.53		7	13
#	3	-6324.590;6892.590	#	#	#	#	3	3	0	0	0	#	0	0	0	#	#	#	1000000	0.000	0.429	2	33.83	916	142	0.53		13	13
6	2	#	-234.880;238.880	1	1	#	#	3	#	1	#	1	#	#	#	0	#	#	1000000	0.000	0.429	1	10.63	887	145	0.47		13	13
6	2	#	-234.880;238.880	1	1	#	#	3	#	1	#	1	#	#	#	0	#	#	0010100	0.035	0.714	1	10.63	887	145	0.47		13	13
#	#	-3943.600;9497.600	#	2	0	#	#	#	0	#	#	#	#	#	#	0	0	0	0000100	0.000	0.443	2	45.98	978	146	0.37		63	82
#	#	-3943.600;9497.600	#	2	0	#	#	#	0	#	#	#	#	#	#	0	0	0	0011000	0.000	0.331	2	45.98	916	146	0.37		13	82
#	3	-2485.320;4683.320	#	2	#	#	#	#	0	0	#	0	#	#	0	#	0	0	0001000	0.000	0.307	1	42.04	916	148	0.47		19	33
#	3	-2485.320;4683.320	#	2	#	#	#	#	0	0	#	0	#	#	0	#	0	0	1100000	0.000	0.126	1	42.04	889	148	0.47		6	33
2	#	-3307.410;5877.410	-358.960;386.960	#	0	3	0	2	#	0	#	0	0	#	#	#	#	0	1000100	1.000	1.000	1	21.67	922	148	0.58		6	6
1	#	#	#	#	#	#	0	3	#	#	0	#	#	0	0	#	#	0	1000100	0.035	0.714	1	25.14	794	149	0.37		7	7
1	#	#	#	#	#	#	0	3	#	#	0	#	#	0	0	#	#	0	0010000	0.000	0.429	1	25.14	794	149	0.37		7	7
#	4	-4457.400;4503.400	-151.200;151.200	#	1	#	2	#	1	0	#	0	0	#	#	#	1	#	1111111	1.000	1.000	2	15.00	924	150	0.53		6	6
#	#	#	127.840;420.160	5	#	#	#	#	0	0	0	0	1	0	#	#	0	#	1001000	1.000	1.000	1	17.50	925	151	0.47		6	6
#	#	#	-492.569;319.520	1	#	0	#	3	0	#	1	#	0	0	#	0	0	#	0101010	0.000	0.077	1	28.30	927	153	0.53		6	13
#	#	-7053.640;7283.640	-191.600;211.600	2	6	0	5	3	0	0	#	0	#	#	#	#	#	#	1010100	1.000	1.000	2	16.33	929	155	0.53		6	6
1	#	#	-191.600;211.600	2	6	0	5	3	0	0	#	#	#	#	#	#	#	#	1010100	1.000	1.000	1	16.33	929	155	0.47		6	6
#	3	#	#	#	0	0	3	2	0	#	#	0	#	0	#	0	#	0	0010100	1.000	1.000	2	33.50	931	157	0.53		6	6
#	#	-4591.410;4593.410	-201.600;201.600	#	1	#	0	3	0	1	0	0	#	0	0	#	0	#	1010100	1.000	1.000	1	35.28	984	158	0.63		13	13
#	#	-2477.270;3571.270	#	3	#	3	#	#	0	0	#	0	#	#	0	0	#	#	1000000	0.000	0.429	2	42.48	986	160	0.42		47	47
#	#	-2477.270;3571.270	#	3	#	3	#	#	0	0	#	0	#	#	0	0	#	#	0010100	0.000	0.058	1	42.48	746	160	0.42		13	47
#	#	-2890.280;3382.280	-200.640;212.640	3	#	3	#	3	0	#	0	#	0	0	0	0	#	#	1101000	0.000	0.307	1	41.89	934	160	0.58		6	33
#	#	-2890.280;3382.280	-200.640;212.640	3	#	3	#	3	0	#	#	#	0	0	0	0	0	#	1101000	0.000	0.307	1	41.89	934	160	0.58		6	33
4	4	#	#	#	#	0	3	#	0	#	#	0	#	0	#	0	0	0	0110100	1.000	1.000	1	42.17	935	161	0.53		6	6
4	4	#	#	1	5	0	3	#	0	#	#	0	#	#	#	0	0	0	0110100	1.000	1.000	1	42.17	935	161	0.58		6	6
#	2	-6832.610;6832.610	#	#	1	#	3	3	#	#	#	0	#	0	#	#	#	0	0011100	1.000	1.000	1	26.67	936	162	0.42		6	6
#	4	-7046.630;7066.630	#	#	#	0	#	4	0	0	#	#	0	0	0	0	0	0	1100000	0.000	0.429	1	25.57	808	163	0.63		7	7
#	4	-7046.630;7066.630	#	#	#	0	#	4	0	0	#	#	0	0	0	0	0	0	0010100	0.000	0.429	1	25.57	808	163	0.63		7	7
5	#	#	-128.040;134.040	10	6	#	#	#	#	#	0	#	#	0	0	0	#	0	1000000	0.004	0.582	1	33.66	940	166	0.47		13	13
5	#	#	-128.040;134.040	10	6	#	#	#	#	#	0	#	#	0	0	0	#	0	0010100	0.000	0.253	1	33.66	907	166	0.47		6	13
#	#	#	#	10	#	#	#	#	#	#	#	#	#	#	0	0	0	0	1001000	0.000	0.179	1	53.10	940	166	0.26		13	96
#	1	-7659.700;8021.700	-281.280;293.280	10	3	0	0	#	0	#	#	0	0	#	#	1	#	#	1001000	1.000	1.000	1	45.17	813	168	0.58		6	6
5	1	-7659.700;8021.700	-281.280;293.280	10	3	0	0	#	0	#	0	0	0	#	0	1	#	#	1001000	1.000	1.000	2	45.17	813	168	0.74		6	6
3	1	#	#	#	#	0	#	4	#	0	#	#	#	0	0	#	0	0	0010100	0.000	0.429	1	27.00	944	170	0.47		7	7
3	1	#	#	#	#	0	#	4	#	0	#	#	#	0	0	#	0	0	1001000	0.000	0.429	2	27.00	944	170	0.47		7	7
4	#	-6332.680;8900.680	-333.680;341.680	3	5	#	#	#	0	0	#	0	#	0	0	#	#	0	1001000	0.001	0.514	1	42.63	946	172	0.58		13	20
4	#	-6332.680;8900.680	-333.680;341.680	3	5	#	#	#	0	0	#	0	#	0	0	#	#	0	0010000	0.000	0.057	1	42.63	946	172	0.58		7	20
#	1	-4960.590;8256.590	#	#	#	#	3	3	0	0	0	0	0	#	0	1	0	#	0100100	0.000	0.143	1	31.77	947	173	0.63		7	14
#	1	-4960.590;8256.590	#	#	#	#	3	3	0	0	0	0	0	#	0	1	0	#	1000000	0.000	0.429	1	31.77	947	173	0.63		14	14
5	#	-4143.370;4145.370	-272.160;272.160	#	2	0	0	2	0	0	#	0	#	#	#	0	0	0	1000100	1.000	1.000	1	50.17	948	174	0.68		6	6
5	#	-7516.690;7940.690	-377.000;379.000	#	#	#	2	3	0	#	0	0	#	#	#	#	0	#	1100100	1.000	1.000	1	39.50	820	175	0.47		6	6
#	4	#	-351.840;363.840	3	#	#	#	#	0	#	#	#	0	0	#	0	#	0	1000010	0.000	0.349	1	35.86	951	177	0.42		6	25
5	#	#	#	8	2	#	#	#	#	0	#	0	0	#	#	#	#	#	1100000	0.001	0.481	1	49.33	988	180	0.32		27	33
5	#	#	#	8	2	#	#	#	#	0	#	0	0	#	#	#	#	#	0000110	0.000	0.255	1	49.33	954	180	0.32		14	33
4	#	-3580.320;3588.320	#	6	#	#	2	5	#	#	#	#	#	#	#	#	1	#	0000001	0.000	-0.143	1	12.71	955	181	0.32		7	7
4	#	-3580.320;3588.320	#	6	#	#	2	5	#	#	#	#	#	#	#	#	1	#	1101010	0.035	0.714	2	12.71	955	181	0.32		7	7
#	4	-4535.450;5545.450	-244.240;320.240	2	#	#	#	2	0	#	0	0	#	#	0	#	#	#	1001000	0.000	0.121	1	36.52	957	183	0.47		6	26
#	4	-4535.450;5545.450	-545.736;320.240	2	#	#	#	2	#	#	0	0	#	#	0	#	#	#	1001000	0.000	0.121	1	36.52	957	183	0.42		6	26
#	1	#	#	#	1	#	#	3	0	#	0	#	#	0	0	#	0	#	0000010	0.000	0.011	1	43.53	958	184	0.42		7	26
#	1	#	#	#	1	#	#	3	0	#	0	#	#	0	0	#	0	#	1001000	0.004	0.582	2	43.53	958	184	0.42		20	26
5	#	#	796.320;1219.680	7	#	#	#	#	0	#	#	0	#	0	#	0	#	#	1001000	1.000	1.000	1	23.50	959	185	0.37		6	6
5	#	-3914.410;5270.410	-272.440;342.440	10	3	#	#	3	#	0	#	#	14	0	#	1	#	0	1010100	1.000	1.000	1	12.17	960	186	0.58		6	6
5	#	-3914.410;5270.410	-272.440;342.440	10	3	#	0	3	#	0	0	#	14	0	#	1	#	0	1010100	1.000	1.000	1	12.17	960	186	0.68		6	6
5	#	#	-321.680;353.680	10	2	0	#	#	0	#	#	#	#	0	0	#	#	0	1101110	1.000	1.000	2	26.83	832	187	0.47		6	6
#	#	#	-330.000;426.000	10	#	0	#	#	#	0	#	#	#	#	1	#	#	#	1001000	0.000	0.063	1	31.29	886	188	0.26		12	25
#	#	#	-330.000;426.000	10	#	0	#	#	#	0	#	#	#	#	1	#	#	#	0010100	0.000	0.086	1	31.29	744	188	0.26		13	25
#	#	-6580.590;6636.590	#	#	5	0	#	4	0	#	0	#	#	#	#	#	#	0	1110100	0.008	0.619	1	33.95	808	188	0.37		12	18
#	#	#	-315.520;319.520	1	1	0	#	3	0	#	#	#	0	0	#	0	0	0	0001010	0.000	0.099	1	34.28	927	189	0.58		12	26
#	#	#	-315.520;319.520	1	1	0	#	3	0	#	#	#	0	0	#	0	0	0	0100000	0.000	0.143	1	34.28	927	189	0.58		13	26
#	#	#	#	#	#	0	#	#	0	0	0	0	0	#	#	1	0	#	1001001	0.000	0.245	1	43.97	837	192	0.42		7	39
#	#	#	#	#	#	0	#	#	0	0	0	0	0	#	#	1	0	#	0010110	0.000	-0.136	1	43.97	837	192	0.42		7	39
#	1	-7277.650;7283.650	#	#	0	0	3	#	0	0	0	0	0	0	#	#	0	0	1000000	0.000	0.429	1	31.57	709	193	0.68		7	7
#	1	-7277.650;7283.650	#	#	0	0	3	#	0	0	0	0	0	0	#	#	0	0	0010100	0.035	0.714	1	31.57	709	193	0.68		7	7
5	#	-6722.740;9854.740	-159.280;163.280	10	6	3	0	#	2	#	#	0	1	1	1	#	0	0	1011000	1.000	1.000	1	9.00	968	194	0.74		6	6
6	2	#	-352.800;352.800	10	1	0	0	#	#	#	0	1	#	0	0	0	#	0	1000100	1.000	1.000	2	14.17	969	195	0.68		6	6
6	2	#	-791.805;352.800	#	1	0	0	#	0	#	0	1	0	0	0	0	#	0	1000100	1.000	1.000	1	14.17	969	195	0.74		6	6
3	4	-4704.420;4704.420	-252.000;252.000	1	#	0	#	#	#	#	#	0	0	#	0	#	#	0	1001000	0.000	0.429	1	27.89	971	197	0.53		7	14
3	4	-4704.420;4704.420	-252.000;252.000	1	#	0	#	#	#	#	#	0	0	#	0	#	#	0	0000100	0.000	0.429	1	27.89	989	197	0.53		14	14
#	#	#	#	10	#	#	#	#	#	0	#	#	0	0	0	#	#	0	0000010	0.000	-0.054	1	52.57	972	198	0.32		25	80
#	#	#	#	10	#	#	#	#	#	0	#	#	0	0	0	#	#	0	1001000	0.000	0.225	2	52.57	910	198	0.32		30	80
#	#	-5389.490;5587.490	-273.480;351.480	10	#	0	0	4	1	0	0	#	#	#	0	1	#	0	1010110	0.000	0.143	1	31.55	972	198	0.63		6	12
#	4	-3027.280;3245.280	-314.560;330.560	2	0	3	#	#	0	#	0	0	#	0	0	#	0	0	0010100	1.000	1.000	2	30.33	973	199	0.68		6	6
2	#	5711.750;11312.250	#	#	0	0	#	#	1	#	#	0	#	0	0	0	#	1	0111100	1.000	1.000	1	6.50	974	200	0.53		6	6
4	1	-3863.350;3977.350	-320.560;324.560	#	#	0	5	4	#	0	#	1	1	#	#	#	#	#	1101100	1.000	1.000	1	11.33	975	201	0.53		6	6
