landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
3	4	#	#	2	#	#	#	2	0	0	0	0	#	0	0	#	#	#	1001000	1.000	1.000	2	32.00	957	54	0.53		8	8
3	1	#	#	4	#	#	3	#	0	0	#	#	0	#	#	0	0	0	1001010	0.000	0.429	1	45.44	829	55	0.53		8	16
#	#	#	781.200;1234.800	7	6	0	#	2	0	#	#	0	#	#	0	0	0	0	1001000	1.000	1.000	4	7.88	959	56	0.58		8	8
#	#	-2570.290;3926.290	-121.240;191.240	10	3	#	0	3	#	0	#	#	14	0	0	#	#	0	1010100	1.000	1.000	1	20.88	960	57	0.58		8	8
#	1	-6468.580;6524.580	-166.320;166.320	10	5	0	#	#	#	#	#	#	0	0	#	0	#	0	1110100	0.000	0.467	1	23.84	833	59	0.53		8	15
#	2	#	#	1	#	0	#	3	0	0	#	0	#	#	#	0	#	#	1100100	1.000	1.000	1	55.12	963	60	0.42		8	8
#	1	#	#	6	#	#	0	#	0	#	0	0	0	#	0	1	1	0	0101100	1.000	1.000	1	38.25	964	61	0.58		8	8
#	#	-5807.520;5841.520	-235.880;237.880	10	#	0	#	#	#	0	#	#	0	#	0	1	#	#	1011111	0.000	0.314	1	48.94	837	63	0.42		8	30
3	#	-4029.360;4035.360	-196.560;196.560	4	0	#	#	#	0	0	0	#	#	0	0	#	#	#	1010100	1.000	1.000	2	42.38	967	64	0.53		8	8
#	1	-1906.310;5038.310	#	#	#	3	0	#	#	#	0	#	1	1	1	#	#	#	1011000	1.000	1.000	2	9.75	968	65	0.42		8	8
6	#	#	#	10	1	0	0	#	0	#	#	1	0	0	0	0	0	#	1000100	1.000	1.000	2	16.12	969	66	0.63		8	8
1	#	#	#	2	0	3	#	4	0	0	#	0	#	#	0	#	1	#	1100101	1.000	1.000	1	28.62	970	67	0.53		8	8
3	4	#	#	#	#	#	#	#	#	#	#	0	0	#	0	1	0	#	1001100	1.000	1.000	1	31.88	68	68	0.37		8	8
5	1	#	-167.640;245.640	10	7	0	0	4	1	0	#	#	0	0	#	#	#	0	1010110	1.000	1.000	1	32.00	327	69	0.68		8	8
2	#	111.250;16912.750	#	6	0	0	0	#	#	#	#	#	22	0	#	0	#	1	0111100	1.000	1.000	3	7.00	974	71	0.53		8	8
#	4	-3808.350;4032.350	#	#	#	#	#	#	0	0	0	#	5	#	0	0	0	#	0010100	1.000	1.000	1	22.25	591	75	0.47		8	8
#	#	#	-342.720;342.720	#	#	#	0	3	#	#	0	1	5	#	#	#	#	0	1010100	1.000	1.000	1	22.38	592	76	0.37		8	8
1	#	#	-221.760;221.760	#	1	0	#	#	1	#	#	#	4	#	#	#	1	#	1111101	1.000	1.000	3	13.50	982	79	0.37		8	8
4	#	-5376.480;5376.480	#	1	1	0	#	7	#	1	#	#	#	#	0	1	#	#	1111101	1.000	1.000	1	16.62	983	80	0.47		8	8
3	4	-8287.740;8289.740	#	6	1	#	#	#	0	#	0	0	0	#	#	0	#	#	1010100	1.000	1.000	1	32.57	932	81	0.53		14	14
#	1	#	-172.400;180.400	#	7	#	#	#	0	#	0	0	1	#	0	0	0	0	0010100	1.000	1.000	2	39.88	985	82	0.58		8	8
3	1	-6845.660;7939.660	-263.520;371.520	3	#	3	#	3	0	0	0	0	#	#	#	0	#	0	1010100	1.000	1.000	1	40.12	84	84	0.68		8	8
5	1	#	#	#	#	#	#	#	0	#	#	#	0	0	#	#	#	#	1100101	0.001	0.474	1	64.07	214	85	0.26		8	57
#	#	-4683.440;5173.440	-311.920;423.920	1	1	#	0	3	#	#	#	#	0	0	#	0	#	0	1010100	0.000	0.273	3	40.87	989	86	0.53		8	22
3	#	#	#	6	1	0	#	2	#	1	0	#	#	#	#	0	0	0	0010100	1.000	1.000	2	14.75	991	88	0.53		8	8
1	#	#	#	1	#	0	1	#	0	0	#	#	#	0	#	#	1	#	0010101	1.000	1.000	4	26.75	992	89	0.42		8	8
4	1	-3196.300;3524.300	#	8	2	#	#	#	#	0	#	0	#	#	0	0	0	#	1000100	0.004	0.571	3	36.62	993	90	0.53		8	16
4	#	-7722.700;7958.700	#	10	5	#	3	3	0	0	0	0	#	0	0	0	#	0	1100010	0.000	0.467	2	58.87	994	91	0.74		8	15
#	4	-4800.510;6624.510	-292.440;322.440	2	#	#	3	7	#	0	#	#	7	#	0	1	1	0	1111111	1.000	1.000	1	18.75	866	92	0.63		8	8
#	1	#	#	8	2	#	0	#	#	0	0	0	0	0	0	0	0	0	0100000	0.006	0.600	2	47.81	996	93	0.68		8	15
3	#	#	#	#	6	0	3	#	#	#	#	0	0	#	#	#	#	#	1100100	0.000	0.429	2	50.00	997	94	0.32		8	16
#	1	-4460.470;6068.470	-193.200;361.200	#	2	1	0	2	#	#	0	#	1	1	#	0	0	0	0100100	1.000	1.000	1	18.25	998	95	0.68		8	8
2	4	-3745.340;3871.340	#	#	#	#	#	4	0	#	#	#	1	0	#	#	#	#	1101100	1.000	1.000	1	20.88	354	96	0.37		8	8
#	#	#	-144.280;178.280	4	6	#	#	#	#	0	#	0	#	0	#	1	0	#	1001010	1.000	1.000	1	46.00	1000	97	0.42		8	8
3	#	-6384.570;6384.570	#	3	0	0	#	#	#	#	#	0	#	#	0	#	0	0	1000100	1.000	1.000	1	30.00	872	98	0.47		7	7
6	1	#	-143.520;239.520	10	0	0	#	4	0	#	0	0	#	#	1	#	#	#	1011100	1.000	1.000	2	8.29	873	99	0.58		7	7
#	4	#	#	#	#	3	0	3	#	#	#	#	0	0	#	0	0	#	1010100	0.000	0.286	1	62.07	488	101	0.42		7	28
#	1	-4556.410;4628.410	#	7	3	0	#	#	#	0	0	#	#	0	#	0	#	0	1010100	1.000	1.000	2	28.86	748	103	0.53		7	7
#	#	#	#	#	#	0	0	#	#	#	1	#	0	#	#	1	#	#	1111100	0.060	0.755	2	26.59	983	104	0.26		49	49
6	1	#	-176.400;176.400	1	#	0	0	7	#	#	0	#	#	#	0	1	1	1	1111101	1.000	1.000	1	25.00	105	105	0.63		7	7
5	1	-3777.350;4063.350	-91.440;271.440	#	#	#	0	#	1	#	0	#	#	0	#	0	#	#	1100000	0.002	0.543	4	41.33	880	106	0.47		7	20
#	4	-6809.700;8871.700	#	#	#	0	#	2	#	0	#	0	1	1	0	0	#	0	0101000	1.000	1.000	4	20.57	881	107	0.58		7	7
1	#	-5488.490;5488.490	-236.880;236.880	#	1	#	0	#	#	#	0	#	0	#	0	#	1	1	0111100	0.214	0.857	2	26.42	882	108	0.53		14	14
1	#	-6365.570;6403.570	-252.000;252.000	#	1	#	#	3	0	0	#	#	0	#	1	0	#	0	0011010	0.035	0.714	1	23.46	883	109	0.58		7	14
4	1	-4739.480;6013.480	#	#	2	0	#	2	#	#	0	#	1	0	0	0	0	0	0010100	1.000	1.000	1	40.29	239	110	0.68		7	7
4	#	-7029.680;8203.680	#	#	#	1	#	3	0	0	#	0	0	0	#	0	#	#	1100100	1.000	1.000	1	32.71	111	111	0.53		7	7
4	#	#	#	#	#	0	7	#	0	#	0	#	1	0	1	#	#	0	1101110	1.000	1.000	1	7.14	886	112	0.47		7	7
4	#	#	#	10	5	#	0	4	#	#	#	0	0	#	#	#	0	0	0111010	1.000	1.000	2	23.14	888	114	0.47		7	7
2	#	#	-256.080;268.080	2	#	0	3	3	0	#	0	#	#	0	#	#	0	0	1101000	0.000	0.429	1	55.46	373	115	0.58		7	21
#	4	#	#	#	#	#	#	3	1	#	#	#	7	#	1	#	1	0	1101000	1.000	1.000	1	11.14	890	116	0.37		7	7
3	1	-6119.550;6201.550	#	6	#	#	#	3	#	#	0	#	#	0	#	#	0	#	1010100	1.000	1.000	1	43.29	633	117	0.42		7	7
1	#	-7504.670;7504.670	#	#	#	0	#	6	1	#	1	#	0	0	#	1	#	#	1111110	1.000	1.000	1	17.00	765	120	0.47		7	7
6	#	-4144.540;7952.540	#	10	#	#	#	2	#	#	#	#	0	0	0	0	#	#	1000100	1.000	1.000	1	24.63	969	121	0.42		14	14
#	4	#	#	#	#	#	0	#	#	#	#	0	0	0	0	#	0	#	1000100	0.005	0.583	1	57.77	989	122	0.37		48	76
3	1	#	-233.880;239.880	#	#	0	#	3	#	0	#	0	#	0	#	#	1	#	1001010	0.000	0.429	2	36.52	768	123	0.47		7	14
4	2	#	#	#	#	#	0	#	#	0	0	0	#	0	0	1	#	0	1101000	0.214	0.857	1	33.48	910	124	0.53		14	14
4	#	#	-270.200;284.200	#	#	#	2	3	#	#	#	#	#	#	0	0	#	0	1101000	0.047	0.736	1	37.15	512	125	0.37		7	13
#	#	#	-158.320;174.320	3	1	3	0	#	0	0	#	#	1	#	#	#	0	#	1101000	1.000	1.000	2	37.86	772	127	0.47		7	7
#	#	#	-123.920;359.920	9	#	0	#	2	#	0	#	0	#	#	0	#	0	0	1000100	1.000	1.000	1	36.14	644	128	0.47		7	7
4	#	#	-281.240;283.240	#	5	1	2	4	#	0	0	#	#	0	#	#	0	0	1101010	1.000	1.000	2	27.17	903	129	0.58		6	6
#	#	1298.280;17427.720	-126.840;588.840	#	1	#	#	#	0	0	#	1	#	0	#	0	0	#	1010100	1.000	1.000	1	12.50	905	131	0.47		6	6
#	1	#	#	#	3	#	5	3	#	0	#	#	0	0	#	#	#	0	1010100	1.000	1.000	1	55.50	906	132	0.42		6	6
5	1	-3182.330;4210.330	#	#	3	#	5	3	#	0	#	0	0	#	#	#	#	0	1010100	1.000	1.000	2	55.50	906	132	0.53		6	6
#	4	-6273.600;7167.600	-267.280;307.280	8	#	0	0	#	#	0	#	0	#	#	0	0	#	#	1100000	0.035	0.714	1	32.00	908	134	0.53		6	12
#	4	#	-128.040;134.040	1	#	3	0	3	0	0	0	0	#	#	#	0	#	0	0100101	1.000	1.000	1	53.17	909	135	0.63		6	6
4	2	-7495.750;9305.750	-128.240;184.240	10	#	#	#	4	#	0	0	0	#	0	0	1	#	#	1101001	1.000	1.000	2	39.50	910	136	0.63		6	6
1	#	-6496.580;6496.580	#	1	#	0	0	6	0	#	#	1	#	#	#	#	1	0	1111101	1.000	1.000	1	23.00	782	137	0.53		6	6
3	#	#	#	6	#	#	#	#	0	0	0	#	#	#	0	1	#	#	1001110	0.002	0.538	1	44.00	786	141	0.37		6	13
4	1	-4020.380;4492.380	-188.600;214.600	10	#	0	#	5	#	0	0	#	0	0	#	#	#	#	1001110	1.000	1.000	1	35.50	789	144	0.58		6	6
4	1	-4020.380;4492.380	-188.600;214.600	10	#	0	#	5	#	0	0	#	0	0	#	#	1	0	1001110	1.000	1.000	1	35.50	789	144	0.68		6	6
#	3	#	#	#	0	0	#	#	0	#	#	#	1	0	#	#	#	#	1010100	0.025	0.692	1	41.72	920	146	0.32		6	13
#	#	-5824.520;5824.520	#	1	#	0	#	5	0	0	0	0	#	0	#	0	0	#	1101110	1.000	1.000	1	16.50	921	147	0.58		6	6
1	#	#	#	2	#	#	#	#	0	#	#	#	0	#	#	0	0	0	1000000	0.000	0.286	2	49.67	923	149	0.37		14	28
1	#	#	#	2	#	#	#	#	0	#	#	#	0	#	#	0	0	0	0010100	0.214	0.857	1	49.67	923	149	0.37		28	28
#	4	#	-151.200;151.200	#	#	#	#	8	1	0	#	#	0	#	#	1	#	1	0110011	0.000	0.143	1	22.14	924	150	0.42		7	7
#	4	#	-151.200;151.200	#	#	#	#	8	1	0	#	#	0	#	#	1	#	1	1001100	0.000	-0.143	1	22.14	924	150	0.42		7	7
1	#	#	#	2	#	0	5	3	0	0	0	0	#	0	#	0	0	0	1010000	0.035	0.714	1	31.89	929	155	0.68		13	13
1	#	#	#	2	#	0	5	3	0	0	0	0	#	0	#	0	0	0	0000100	0.000	0.429	1	31.89	929	155	0.68		13	13
#	#	#	#	2	#	#	#	#	0	#	#	#	0	0	#	0	#	0	0010100	0.000	0.429	1	60.50	923	157	0.32		32	64
3	4	-8287.740;8289.740	#	6	1	#	#	#	0	1	0	0	0	#	#	0	0	#	1010100	1.000	1.000	1	33.84	932	158	0.63		13	13
3	4	-8287.740;8289.740	#	6	1	#	#	#	0	#	0	0	0	#	0	0	0	0	1010100	1.000	1.000	1	33.84	932	158	0.68		13	13
4	4	#	#	1	5	#	5	4	0	0	0	0	0	0	0	0	#	#	0110000	0.000	0.429	1	42.71	808	163	0.74		7	7
4	4	#	#	1	5	#	5	4	0	0	0	0	0	0	0	0	#	#	1000100	0.000	0.429	1	42.71	808	163	0.74		7	7
#	1	-5939.560;6605.560	#	#	#	#	#	2	#	#	#	0	1	#	0	0	#	#	1001000	0.000	0.223	1	50.19	940	166	0.37		6	39
#	1	-5939.560;6605.560	#	#	#	#	#	2	#	#	#	0	#	#	#	#	#	#	1001000	0.000	0.324	1	59.70	940	166	0.21		13	71
#	#	-6048.540;6048.540	-221.760;221.760	#	#	#	#	#	#	0	#	#	#	0	0	#	#	#	1001000	0.000	0.213	2	58.94	1000	167	0.26		215	560
#	#	-6048.540;6048.540	-221.760;221.760	#	#	#	#	#	#	0	#	#	#	0	0	#	#	#	0000100	0.000	0.189	1	58.94	997	167	0.26		399	560
#	#	#	-225.800;227.800	1	#	0	0	7	#	#	1	#	0	#	0	1	1	#	0000001	0.000	-0.429	1	18.14	943	169	0.53		7	7
#	1	-5610.610;8054.610	#	#	#	#	3	#	0	#	0	0	#	#	0	#	0	#	1001000	0.000	0.213	1	69.95	1000	170	0.42		35	89
#	#	#	#	#	0	0	3	#	1	0	#	0	#	#	0	1	1	1	1001000	0.000	-0.143	1	21.00	945	171	0.53		7	7
#	#	#	#	#	0	0	3	#	1	0	#	0	#	#	0	1	1	1	0110110	0.000	0.429	1	21.00	945	171	0.53		7	7
#	#	#	-353.840;361.840	3	5	3	#	3	#	#	#	#	#	#	#	0	#	#	1001000	0.000	0.429	1	48.55	817	172	0.32		7	14
#	#	#	-353.840;361.840	3	5	3	#	3	#	#	#	#	#	#	#	0	#	#	0010000	0.000	0.143	1	48.55	817	172	0.32		7	14
#	#	#	#	6	#	#	3	3	#	#	0	0	#	#	#	1	0	#	0100000	0.000	0.429	1	39.86	818	173	0.37		7	7
#	#	#	#	6	#	#	3	3	#	#	0	0	#	#	#	1	0	#	1000100	0.035	0.714	1	39.86	818	173	0.37		7	7
5	1	#	-266.120;268.120	#	#	#	#	#	#	#	0	0	#	#	#	1	0	#	1000000	0.000	0.321	1	48.10	968	175	0.37		40	40
5	1	-6048.540;6048.540	#	8	#	#	#	#	#	0	#	#	#	0	#	#	#	#	0000100	0.000	0.232	1	56.51	954	180	0.32		58	58
#	#	#	221.760;278.537	#	#	#	#	#	#	0	#	#	0	#	0	0	#	0	1000100	0.000	0.417	1	5.00	180	180	0.32		0	0
3	4	#	-264.400;340.400	2	#	#	#	2	0	0	0	0	#	0	0	#	#	#	1001000	1.000	1.000	1	41.00	957	183	0.58		6	6
3	4	#	#	2	#	#	#	2	0	0	0	0	#	0	0	#	0	#	1001000	1.000	1.000	1	41.00	957	183	0.58		6	6
4	#	-6609.600;6831.600	-210.680;212.680	#	#	#	#	3	#	#	#	#	#	#	#	0	#	0	1000000	0.000	0.339	3	77.65	994	189	0.32		70	83
4	1	-2922.370;5366.370	#	#	1	#	#	#	#	0	0	0	#	0	0	#	#	#	1101000	1.000	1.000	1	51.85	772	191	0.47		13	13
#	#	#	-195.680;227.680	10	#	#	#	#	#	0	#	#	#	0	#	1	0	0	0100100	0.000	-0.231	1	48.51	192	192	0.37		6	26
#	#	#	-195.680;227.680	10	#	#	#	#	#	0	#	#	#	0	#	1	0	0	1001010	0.000	0.341	1	48.51	837	192	0.37		13	26
#	#	-2532.250;3068.250	-220.760;222.760	#	#	#	3	3	0	#	#	0	#	#	#	0	#	#	0001000	0.000	0.199	1	78.56	990	193	0.37		49	82
3	#	-4029.360;4035.360	-196.560;196.560	4	0	#	#	3	0	0	0	#	#	0	0	#	#	#	1010100	1.000	1.000	1	54.33	967	193	0.58		6	6
#	1	-1906.310;5038.310	#	#	#	3	0	#	2	#	0	#	1	1	1	#	#	0	1011000	1.000	1.000	2	12.17	968	194	0.53		6	6
6	#	#	#	10	1	0	0	2	0	#	#	1	0	0	#	0	0	#	1000100	1.000	1.000	1	20.83	969	195	0.63		6	6
6	#	#	#	10	1	#	0	#	0	#	#	1	0	0	0	0	0	#	1000100	1.000	1.000	1	20.83	969	195	0.58		6	6
#	#	-6443.690;9013.690	-152.320;180.320	#	0	#	0	#	0	0	0	0	0	#	0	#	#	0	1000100	0.002	0.537	1	61.42	970	196	0.58		31	50
#	#	-6443.690;9013.690	-152.320;180.320	#	0	#	0	#	0	0	0	#	0	#	#	0	1	0	1000100	0.000	0.429	1	35.83	970	196	0.58		6	6
5	1	#	#	#	#	0	#	3	#	#	0	0	#	#	0	0	0	#	0000001	0.000	0.068	1	45.91	851	206	0.47		7	19
5	1	#	#	#	#	0	#	3	#	#	0	0	#	#	0	0	0	#	0010100	0.035	0.714	1	45.91	906	206	0.47		19	19
3	4	-8287.740;8289.740	#	#	1	#	#	#	0	1	0	0	0	#	#	0	0	#	1010100	1.000	1.000	1	35.46	932	210	0.58		12	12
#	1	#	-172.400;180.400	#	7	#	#	#	0	#	0	0	1	0	0	0	0	0	0010100	1.000	1.000	1	50.83	985	211	0.63		6	6
#	1	#	-172.400;180.400	#	7	#	#	#	0	#	#	0	1	#	0	0	0	0	0010100	0.090	0.786	1	42.38	985	211	0.53		6	8
4	2	#	#	10	#	0	3	#	#	0	#	#	#	#	#	#	0	0	0111000	0.000	0.429	1	61.20	990	216	0.42		7	14
3	#	#	#	#	1	0	#	2	#	1	0	#	#	#	0	0	0	0	0010100	1.000	1.000	1	19.33	991	217	0.53		6	6
1	4	#	#	1	#	0	1	#	0	0	#	#	#	0	#	#	1	#	0010101	1.000	1.000	1	34.67	992	218	0.47		6	6
4	1	-3196.300;3524.300	#	8	2	#	#	#	#	0	#	0	#	#	#	0	0	#	1000100	0.001	0.504	2	38.63	993	219	0.47		12	19
#	4	-4800.510;6624.510	-292.440;322.440	2	#	#	3	7	#	0	#	#	7	#	0	1	1	#	1111111	1.000	1.000	1	24.00	866	221	0.58		6	6
#	1	#	#	#	2	#	0	#	#	0	0	0	0	0	0	0	0	0	0100000	0.012	0.643	2	56.90	996	222	0.63		18	24
4	1	#	#	8	#	#	0	#	#	0	0	0	0	0	#	#	0	0	0100000	1.000	1.000	1	54.50	996	222	0.58		6	6
#	#	#	#	#	6	0	3	#	#	#	#	0	0	#	#	#	#	#	1100100	0.000	0.398	1	56.37	997	223	0.26		6	19
#	#	#	-144.280;178.280	4	6	#	#	#	#	0	0	#	#	0	#	1	0	#	1001010	1.000	1.000	1	59.17	1000	226	0.42		6	6
#	#	#	-144.280;178.280	4	6	#	#	#	#	0	#	0	#	0	#	1	#	#	1001010	1.000	1.000	2	59.17	1000	226	0.37		6	6
3	#	-6384.570;6384.570	#	3	0	0	#	#	#	#	0	0	#	0	0	#	0	0	1000100	1.000	1.000	1	40.60	872	227	0.58		5	5
3	#	-6384.570;6384.570	#	3	0	0	2	#	#	#	#	0	#	#	0	#	0	0	1000100	1.000	1.000	1	40.60	872	227	0.53		5	5
#	1	#	-143.520;239.520	10	0	0	#	4	0	#	0	0	#	#	1	#	#	0	1011100	1.000	1.000	1	11.20	873	228	0.58		5	5
3	#	#	-166.440;196.440	#	6	0	#	#	#	0	0	0	0	0	1	#	0	#	0010100	0.035	0.714	3	19.67	876	231	0.58		6	6
3	#	#	-166.440;196.440	#	6	0	#	#	#	0	0	0	0	0	1	#	0	#	1000000	0.000	0.429	1	19.67	876	231	0.58		6	6
5	#	-3777.350;4063.350	-91.440;271.440	#	#	#	0	#	1	#	0	#	#	0	#	0	#	#	1100000	0.001	0.518	1	44.37	880	235	0.42		5	16
#	4	-6809.700;8871.700	-234.880;238.880	#	#	0	#	2	#	0	#	0	1	1	#	0	#	0	0101000	1.000	1.000	1	27.20	881	236	0.58		5	5
1	#	-5488.490;5488.490	-236.880;236.880	#	#	#	0	#	0	#	0	#	0	#	0	#	1	1	0111100	0.184	0.844	1	30.47	882	237	0.53		11	11
4	#	-5545.530;6327.530	#	#	#	0	7	#	0	#	0	#	1	0	1	#	#	0	1101110	1.000	1.000	1	9.60	886	241	0.53		5	5
2	#	-3300.320;3868.320	#	#	0	#	#	3	0	0	0	#	0	#	#	#	#	#	1001000	0.002	0.546	1	59.48	787	244	0.42		12	17
2	#	-3300.320;3868.320	#	#	0	#	#	3	0	0	0	#	0	#	#	#	#	#	0010000	0.000	0.227	1	59.48	787	244	0.42		11	17
1	4	#	#	#	#	#	#	3	1	#	#	#	7	#	1	#	1	0	1101000	1.000	1.000	2	15.20	890	245	0.42		5	5
#	4	#	#	#	#	#	#	3	1	#	#	#	7	#	1	0	1	0	1101000	1.000	1.000	1	15.20	890	245	0.42		5	5
3	1	-6119.550;6201.550	#	6	#	0	#	3	#	#	0	#	#	0	#	#	0	#	1010100	1.000	1.000	1	58.20	633	246	0.47		5	5
#	#	-6048.540;6048.540	-221.760;221.760	5	#	#	#	#	#	0	#	#	#	0	0	#	#	#	0110000	0.000	0.143	1	28.17	892	247	0.32		6	6
#	#	-6048.540;6048.540	-221.760;221.760	5	#	#	#	#	#	0	#	#	#	0	0	#	#	#	1001100	0.000	0.429	1	28.17	892	247	0.32		6	6
#	#	-4158.380;4354.380	#	8	#	#	3	#	#	#	#	#	#	#	#	#	#	#	0100010	0.000	0.345	1	51.27	954	248	0.16		35	41
#	#	-4158.380;4354.380	#	8	#	#	3	#	#	#	#	#	#	#	#	#	#	#	1000100	0.000	0.429	1	51.27	954	248	0.16		41	41
#	#	-7280.650;7280.650	#	#	#	0	0	#	#	#	1	#	0	#	#	1	#	#	1111100	0.056	0.750	1	26.66	983	249	0.32		40	40
3	1	#	-699.789;239.880	#	#	0	#	3	#	0	#	0	#	0	#	#	1	#	1001010	0.000	0.377	1	42.41	768	252	0.47		5	11
4	2	#	#	#	#	#	0	#	#	0	0	0	1	0	0	1	#	0	1101000	1.000	1.000	1	37.20	769	253	0.58		5	5
