Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-109.279;-85.742	#	0.048;0.172	#	#	4.825;11.796	#	-0.039;0.206	#	8.810;13.130	#	0.276;0.549	#	0.072;0.159	0.004;0.012	#	0.122;1.127	#	#	0.054;0.095	0.256;2.314	#	101000	1.000	1.000	1	76.67	9690	200	0.50		25	25
-73.739;-60.473	-0.047;0.098	0.017;0.128	#	-0.058;0.301	#	0.013;0.195	#	#	6.032;7.139	#	#	#	#	#	#	-0.233;0.554	#	0.279;0.534	#	#	#	000001	0.000	0.172	1	59.50	212	212	0.36		0	0
#	#	#	0.112;0.297	0.616;1.850	0.376;8.909	0.025;0.298	#	-0.113;0.593	1.098;6.035	-0.164;0.651	0.585;0.721	#	#	#	#	#	#	#	0.077;0.107	0.182;1.582	#	011000	1.000	1.000	1	68.53	9720	230	0.45		26	26
#	-0.032;0.164	-0.032;0.130	#	#	1.694;4.939	#	#	-0.153;0.451	#	#	0.300;0.529	#	0.011;0.079	0.001;0.012	0.071;0.746	#	#	#	0.055;0.068	-0.387;1.204	-0.219;0.787	100001	0.000	0.345	1	45.94	254	254	0.50		0	0
#	#	#	0.144;0.319	-0.538;0.538	1.178;6.826	-0.024;0.130	#	0.948;1.415	#	#	#	#	0.039;0.124	#	0.272;0.985	1.102;2.358	-0.438;0.521	#	#	#	#	000110	1.000	1.000	3	36.73	9790	300	0.41		26	26
-94.388;-63.577	#	#	#	#	6.613;10.098	-0.041;0.145	0.310;0.521	#	#	#	0.305;0.616	#	#	#	0.031;1.420	#	2.301;3.533	0.112;0.723	#	#	0.517;1.828	001110	1.000	1.000	1	42.75	9810	320	0.41		25	25
-110.645;-87.537	0.093;0.244	#	0.008;0.187	#	#	#	#	#	#	#	0.298;0.478	0.127;0.332	0.136;0.182	0.003;0.014	#	#	-0.843;1.381	0.384;0.920	#	1.461;2.641	-0.492;0.657	001100	1.000	1.000	1	44.06	9840	350	0.50		25	25
-82.428;-68.734	0.016;0.144	#	0.106;0.221	#	#	#	0.017;0.305	#	#	0.143;0.710	0.400;0.793	0.335;0.817	#	#	-0.511;0.260	0.151;0.821	#	0.196;0.610	0.105;0.148	#	0.140;0.696	100000	1.000	1.000	2	39.45	9843	353	0.55		25	25
-87.755;-76.629	#	0.190;0.352	#	#	#	0.006;0.160	0.286;0.393	#	#	0.701;1.182	0.581;0.843	-0.081;0.374	#	#	0.146;1.199	#	#	0.400;0.748	0.060;0.111	#	-0.166;0.767	001100	1.000	1.000	1	100.20	9907	417	0.50		24	24
#	-0.001;0.083	0.120;0.158	0.009;0.126	-0.274;0.290	#	#	0.071;0.263	0.515;0.639	-1.660;5.623	#	#	#	#	0.003;0.010	#	#	#	0.086;0.557	0.070;0.101	#	#	010000	0.000	0.167	1	109.83	450	450	0.45		0	0
-101.329;-84.211	#	0.121;0.239	0.013;0.191	#	#	#	#	#	4.663;12.069	0.367;0.959	#	-0.074;0.322	0.027;0.095	#	#	0.637;1.458	#	#	#	#	#	011100	1.000	1.000	2	42.41	9954	464	0.36		24	24
-83.817;-63.276	0.097;0.153	0.227;0.338	#	#	#	#	0.206;0.417	#	3.119;10.155	#	#	0.108;0.385	#	#	#	#	#	#	#	#	#	001110	1.000	1.000	1	55.52	9973	483	0.27		24	24
-73.739;-60.473	-0.047;0.098	0.017;0.128	#	-0.058;0.841	#	-0.119;0.222	#	#	#	#	#	#	#	#	-0.266;1.121	-0.233;0.024	#	#	#	-0.315;1.139	#	000001	0.002	0.390	1	156.46	488	488	0.36		0	0
#	0.024;0.174	0.003;0.171	#	#	#	#	#	-0.299;0.465	#	-0.159;0.334	#	#	-0.001;0.053	0.017;0.029	0.050;1.497	-0.141;0.328	0.435;2.557	#	#	0.647;1.333	#	000001	1.000	1.000	1	29.39	9980	490	0.45		24	24
-93.936;-67.404	-0.017;0.091	0.099;0.207	0.160;0.230	#	#	#	0.127;0.273	0.198;0.916	#	#	#	#	0.005;0.102	0.004;0.014	#	#	-0.481;1.709	#	#	#	0.617;0.813	001100	0.000	0.333	1	40.33	514	514	0.45		0	0
#	-0.001;0.162	#	#	#	#	0.139;0.266	#	#	2.476;10.499	#	#	#	0.060;0.109	#	-0.268;0.349	-0.130;0.942	0.199;1.602	#	0.057;0.118	#	-0.073;0.059	000001	0.000	0.286	1	102.14	563	563	0.41		0	0
-78.836;-68.137	#	#	#	-0.573;0.573	#	-0.085;0.187	0.003;0.214	0.019;0.600	#	#	0.220;0.542	#	#	#	#	0.202;0.896	#	0.426;0.982	0.059;0.088	#	#	001110	0.040	0.524	1	66.25	9993	576	0.41		290	553
-87.153;-70.891	#	#	#	#	1.755;2.801	-0.015;0.367	#	0.252;0.742	#	#	0.425;0.594	0.079;0.475	0.013;0.131	#	-0.266;1.118	#	#	#	#	0.108;1.206	-0.172;0.793	011000	0.050	0.650	1	210.00	584	584	0.45		0	0
-64.733;-55.785	#	0.063;0.155	0.055;0.122	#	6.718;10.324	-0.070;0.125	-0.013;0.167	#	#	#	#	#	#	#	-0.601;0.769	-0.117;0.619	-0.575;1.821	0.252;0.638	0.070;0.089	0.260;0.973	-0.231;0.469	001100	0.000	0.200	1	169.00	599	599	0.59		0	0
-94.388;-63.577	#	#	#	#	6.613;10.098	-0.041;0.145	0.310;0.521	#	#	#	0.305;0.616	#	#	#	#	#	2.301;3.533	0.112;0.723	#	#	0.517;1.828	001110	1.000	1.000	1	44.91	9810	711	0.36		23	23
-110.645;-87.537	0.093;0.244	#	0.008;0.187	-0.591;0.626	#	0.203;0.371	#	#	#	#	0.298;0.478	0.127;0.332	0.136;0.182	0.003;0.014	#	#	-0.843;1.381	0.384;0.920	#	1.461;2.641	-0.492;0.657	001100	1.000	1.000	2	46.24	9840	741	0.59		23	23
-87.755;-76.629	#	0.190;0.352	#	#	#	0.006;0.160	0.286;0.393	#	#	0.701;1.182	0.581;0.843	-0.081;0.374	#	#	0.146;0.859	#	#	0.400;0.748	#	#	-0.166;0.767	001100	1.000	1.000	1	102.25	9907	808	0.45		23	23
#	0.085;0.224	0.096;0.220	#	-0.308;0.361	-2.083;6.930	#	0.237;0.352	-0.067;0.537	#	0.062;0.506	0.389;0.706	0.040;0.509	#	0.005;0.011	#	0.019;0.555	#	0.047;0.527	0.074;0.122	0.504;1.437	0.139;0.983	100000	1.000	1.000	1	73.80	9929	830	0.68		23	23
-73.739;-60.473	#	0.017;0.117	#	-0.353;0.422	#	0.127;0.336	#	#	#	#	#	0.217;0.435	0.015;0.121	0.003;0.012	0.335;0.894	-0.233;0.789	#	0.279;0.534	#	-0.315;1.139	-0.464;0.742	000001	0.081	0.605	1	119.32	9992	914	0.55		325	537
-73.739;-60.473	-0.047;0.098	#	0.070;0.154	#	#	0.170;0.329	#	#	#	-0.111;0.494	#	0.217;0.435	0.015;0.121	#	-0.266;0.756	-0.233;0.355	-0.678;1.410	0.279;0.534	#	#	#	000001	0.111	0.645	1	133.94	9992	943	0.50		254	394
-78.020;-65.610	#	0.005;0.230	#	#	#	#	#	#	#	-0.084;0.496	0.475;0.671	0.028;0.305	0.115;0.162	0.005;0.015	#	#	#	#	0.054;0.118	-0.076;1.454	#	001010	0.072	0.591	1	60.53	9938	964	0.41		68	115
-73.739;-60.473	-0.047;0.098	0.017;0.117	-0.023;0.154	#	#	0.170;0.336	#	#	#	-0.111;0.494	0.270;0.599	0.217;0.435	0.015;0.196	#	#	-0.233;0.789	#	0.279;0.534	#	-0.315;1.139	-0.464;0.739	000001	0.128	0.663	1	130.87	9992	995	0.59		275	415
#	#	-0.036;0.139	-0.037;0.128	#	#	0.232;0.413	-0.034;0.143	-0.290;0.416	#	#	0.242;0.559	0.435;0.653	#	#	#	#	1.749;3.563	-0.003;0.279	#	#	#	100000	0.139	0.674	1	83.13	9988	1009	0.41		93	138
-70.383;-61.531	#	0.152;0.237	#	#	2.163;6.249	#	#	-0.140;0.293	#	-0.165;0.651	#	#	#	#	0.296;0.971	-0.396;0.659	#	#	#	-0.214;1.707	#	100001	1.000	1.000	1	75.43	9781	1073	0.36		23	23
#	0.050;0.154	#	0.144;0.319	-0.538;0.538	1.178;6.826	-0.024;0.130	#	0.948;1.415	#	0.491;0.898	#	#	0.039;0.124	#	0.272;0.985	1.102;2.358	-0.438;0.521	#	#	#	-0.407;0.490	000110	1.000	1.000	1	38.38	9790	1082	0.55		23	23
#	0.084;0.085	#	0.002;0.161	#	8.748;11.753	-0.057;0.084	#	#	0.873;8.526	#	#	#	0.043;0.119	#	#	#	-1.045;1.249	#	0.053;0.097	#	#	000110	0.000	0.204	1	186.78	1093	1093	0.36		0	0
-73.739;-60.473	-0.047;0.098	0.029;0.128	#	#	#	0.127;0.329	#	-0.050;0.383	#	#	#	0.217;0.435	0.015;0.121	-0.001;0.012	0.375;0.935	-0.233;0.789	-0.421;1.427	#	#	#	-0.464;0.739	000001	0.052	0.554	2	113.40	9992	1103	0.55		342	617
#	#	#	-0.046;0.142	#	#	0.344;0.462	#	#	-1.605;3.777	-0.165;0.651	#	0.296;0.712	#	0.005;0.012	0.089;0.844	-1.074;0.659	#	-0.124;0.642	0.079;0.116	#	#	100001	0.078	0.600	1	92.59	9888	1113	0.45		135	225
-73.739;-60.473	-0.047;0.098	#	-0.023;0.154	#	-2.118;6.535	0.170;0.329	#	#	#	-0.111;0.494	0.446;0.599	0.217;0.435	0.015;0.121	0.003;0.012	-0.266;0.756	#	#	0.279;0.534	#	#	-0.464;0.739	000001	0.076	0.597	1	140.99	9992	1119	0.59		203	340
-110.645;-87.537	#	#	#	-0.445;0.543	#	#	#	#	2.237;12.339	#	0.298;0.478	0.127;0.332	#	#	#	#	#	-0.493;0.920	#	#	#	001100	1.000	1.000	1	46.58	9840	1132	0.27		22	22
-82.428;-68.734	0.016;0.144	#	0.106;0.221	#	#	#	0.017;0.305	#	#	0.143;0.710	0.400;0.793	0.335;0.817	#	#	-0.511;0.260	0.151;0.821	#	0.595;0.610	0.105;0.148	#	0.140;0.696	100000	0.100	1.000	1	38.00	1135	1135	0.55		0	0
-79.860;-54.603	#	#	#	#	0.873;4.839	#	-0.056;0.178	#	-2.126;5.650	#	#	0.282;0.453	#	0.003;0.011	-0.053;0.834	-0.031;0.505	1.677;3.218	0.259;0.786	#	0.606;1.292	#	100000	0.233	0.747	1	58.43	9990	1195	0.50		68	91
-97.037;-71.361	-0.017;0.095	0.148;0.335	#	-0.329;0.354	#	#	0.278;0.401	0.411;1.197	#	#	#	#	0.049;0.095	#	0.107;0.898	#	#	#	0.055;0.094	#	#	001100	0.122	0.657	1	57.49	9907	1199	0.41		44	67
#	0.010;0.133	#	-0.031;0.136	#	#	#	#	-0.174;0.612	2.957;6.660	-0.222;0.531	#	0.149;0.617	#	0.006;0.014	#	-0.100;0.319	#	#	#	0.790;1.558	1.179;1.736	100001	1.000	1.000	1	81.48	9934	1226	0.45		22	22
-101.329;-84.211	#	#	0.013;0.191	#	#	#	#	#	4.663;12.069	0.367;0.959	#	-0.074;0.322	0.027;0.095	#	#	0.637;1.458	#	#	0.061;0.092	#	#	011100	1.000	1.000	1	42.86	9954	1246	0.36		22	22
#	#	#	0.017;0.165	#	#	-0.149;0.187	0.003;0.214	0.019;0.600	1.506;14.244	#	#	-0.069;0.288	#	#	#	0.202;0.738	-0.402;0.899	0.564;1.100	0.059;0.107	0.476;1.519	#	001110	0.069	0.585	2	76.19	9959	1251	0.50		158	270
-83.817;-60.642	#	0.243;0.322	#	-0.573;0.592	#	#	#	#	#	#	#	0.108;0.385	#	#	0.408;1.102	#	#	#	0.057;0.107	1.308;2.516	#	001110	1.000	1.000	1	57.85	9973	1265	0.32		22	22
#	-0.025;0.128	#	-0.037;0.128	0.792;2.008	#	0.187;0.370	#	-0.194;0.296	-0.284;4.283	#	#	0.435;0.653	#	#	#	#	1.749;5.132	#	#	#	#	100000	0.096	0.626	1	70.32	9988	1280	0.36		112	179
#	#	-0.035;0.120	-0.051;0.123	#	0.030;3.275	#	#	#	#	#	#	#	-0.033;0.081	#	#	#	1.679;2.491	#	0.065;0.117	#	#	100001	0.075	0.595	2	80.76	9772	1382	0.27		131	220
#	#	#	0.017;0.165	#	#	#	0.003;0.214	0.019;0.600	1.506;14.244	#	#	-0.069;0.288	#	#	#	0.202;0.738	-0.402;0.899	0.564;1.100	0.059;0.107	0.476;1.519	#	001110	0.044	0.537	1	73.50	9959	1416	0.45		154	287
-82.454;-53.783	#	-0.036;0.139	-0.037;0.128	#	#	0.232;0.370	-0.034;0.143	#	#	#	#	0.435;0.653	#	#	#	#	1.749;3.563	-0.003;0.279	#	#	#	100000	0.343	0.807	1	86.64	9988	1445	0.36		88	109
-73.739;-60.473	#	#	#	#	#	0.202;0.384	#	-0.050;0.383	#	#	#	0.217;0.435	#	0.006;0.014	#	#	-0.421;1.427	#	0.068;0.104	#	-0.464;0.615	000001	0.038	0.520	1	98.17	9992	1512	0.36		496	953
-87.153;-70.891	0.021;0.065	#	0.130;0.227	#	#	-0.015;0.203	#	0.252;0.742	8.472;15.261	#	#	-0.015;0.249	0.013;0.093	0.003;0.014	#	-0.240;0.933	#	#	0.066;0.103	#	0.097;0.779	011000	1.000	1.000	1	81.81	9836	1519	0.55		42	42
-110.645;-87.537	0.093;0.244	#	0.008;0.187	#	3.193;7.640	#	#	#	#	#	0.298;0.478	0.127;0.332	0.136;0.182	0.003;0.014	0.435;1.226	#	-0.843;1.381	0.384;0.920	#	1.461;2.641	-0.492;0.657	001100	1.000	1.000	1	45.93	9840	1523	0.59		21	21
-80.321;-68.338	#	#	0.126;0.204	-0.151;1.153	5.154;9.721	#	#	0.445;0.786	#	0.354;0.748	#	#	#	#	-0.346;0.426	#	#	#	#	0.173;1.160	#	111000	0.127	0.662	2	73.35	9949	1550	0.36		43	65
-82.454;-53.783	-0.025;0.128	-0.036;0.139	-0.037;0.128	0.792;2.008	#	0.211;0.370	-0.034;0.143	#	-0.284;4.283	#	#	0.435;0.653	#	#	-0.248;0.967	#	1.749;3.563	-0.003;0.279	#	-0.366;0.979	0.887;1.515	100000	1.000	1.000	1	97.22	9988	1566	0.64		65	65
#	-0.011;0.069	0.148;0.278	0.217;0.322	-0.448;0.486	2.286;10.098	#	#	0.684;1.197	2.772;8.080	#	0.502;0.840	-0.137;0.351	#	#	-0.150;1.123	0.766;1.385	-0.041;1.054	0.228;0.689	#	#	#	001100	1.000	1.000	1	40.48	9909	1592	0.59		43	43
-101.329;-84.211	#	0.121;0.239	0.013;0.191	#	#	#	#	#	#	0.367;0.959	#	-0.074;0.322	0.027;0.095	0.002;0.013	#	0.637;1.458	#	#	#	#	#	011100	1.000	1.000	2	41.40	9954	1637	0.36		21	21
-73.739;-60.473	-0.047;0.098	#	#	#	#	0.170;0.336	#	#	-0.329;5.102	#	#	0.217;0.435	#	#	#	-0.233;0.789	-0.421;1.410	#	#	#	-0.464;0.739	000001	0.046	0.541	1	101.76	9992	1646	0.36		428	791
#	0.097;0.153	0.227;0.338	#	#	2.853;5.978	#	0.206;0.417	#	3.119;10.155	#	#	0.108;0.385	#	#	#	#	#	0.465;0.974	#	#	#	001110	1.000	1.000	1	57.87	9973	1656	0.32		21	21
-82.454;-53.783	#	-0.036;0.139	-0.037;0.128	#	#	0.232;0.370	-0.034;0.143	#	#	#	#	0.435;0.653	#	0.003;0.015	#	#	1.749;3.563	-0.003;0.279	#	#	#	100000	0.335	0.804	1	86.64	9988	1671	0.41		86	107
#	0.021;0.065	#	0.130;0.227	#	#	-0.015;0.203	#	0.252;0.742	8.472;15.261	#	#	-0.015;0.249	0.013;0.093	0.003;0.014	#	-0.240;0.933	#	#	0.066;0.103	#	0.097;0.779	011000	1.000	1.000	1	81.70	9836	1716	0.50		41	41
-73.739;-60.473	-0.047;0.098	#	-0.023;0.154	#	#	0.170;0.336	#	#	#	-0.111;0.494	0.446;0.599	#	#	-0.001;0.013	0.108;0.756	-0.233;0.355	#	0.279;0.534	#	#	-0.464;0.739	000001	0.113	0.646	1	128.67	9992	1718	0.50		274	424
-82.454;-53.783	-0.025;0.128	-0.036;0.139	-0.037;0.128	#	#	0.211;0.370	#	#	0.841;4.667	#	#	0.435;0.653	#	#	-0.248;0.967	#	1.749;3.563	#	#	#	#	100000	0.053	0.556	1	70.09	9988	1836	0.41		104	187
-102.082;-70.843	#	#	#	#	#	#	0.213;0.359	0.948;1.415	#	#	#	#	#	#	0.272;0.985	#	-0.438;0.521	#	#	#	#	000110	1.000	1.000	1	37.68	9790	1864	0.23		21	21
#	#	#	#	-0.538;0.538	1.178;6.826	-0.024;0.130	#	#	#	#	#	#	0.039;0.124	#	#	1.102;2.358	#	#	0.068;0.090	#	#	000110	1.000	1.000	1	37.68	9790	1864	0.27		21	21
#	0.010;0.084	0.005;0.135	#	-0.344;0.379	#	-0.149;0.187	#	0.019;0.600	1.506;8.912	#	0.220;0.542	-0.073;0.271	#	0.006;0.012	-1.243;0.568	0.202;0.738	#	0.426;0.982	0.057;0.088	0.489;1.367	-0.281;0.635	001110	0.048	0.545	1	74.03	9920	1869	0.68		126	231
-94.388;-60.642	#	#	#	#	6.613;10.098	-0.012;0.145	#	#	#	#	0.383;0.616	#	#	#	0.031;1.420	#	2.301;3.533	0.112;0.723	#	#	#	001110	1.000	1.000	1	44.89	9810	1884	0.32		20	20
-82.428;-68.734	0.016;0.144	0.060;0.225	0.106;0.221	#	#	#	0.017;0.305	#	#	0.143;0.710	#	0.335;0.817	#	#	#	0.151;0.821	0.383;2.676	0.196;0.610	0.105;0.148	#	0.140;0.696	100000	1.000	1.000	2	39.90	9843	1917	0.55		20	20
-82.428;-68.734	0.016;0.144	#	0.106;0.221	#	0.066;8.960	#	0.017;0.305	#	#	0.143;0.710	0.400;0.793	0.335;0.817	#	#	-0.511;0.260	0.151;0.821	#	0.196;0.610	0.105;0.148	#	0.140;0.696	100000	1.000	1.000	1	39.90	9843	1917	0.59		20	20
#	#	0.017;0.117	-0.023;0.154	#	#	0.170;0.336	#	#	-0.483;6.182	-0.111;0.494	0.270;0.599	0.217;0.435	#	0.002;0.014	0.108;0.756	#	-0.161;1.174	#	0.084;0.114	-0.315;1.139	-0.464;0.739	000001	0.070	0.587	1	128.95	9992	1928	0.59		205	349
-82.454;-53.783	-0.025;0.128	-0.036;0.139	#	0.792;2.008	#	0.211;0.370	-0.034;0.143	-0.290;0.416	0.135;4.209	#	#	0.435;0.653	#	#	-0.248;0.967	#	1.749;3.563	-0.003;0.279	#	#	#	100000	0.340	0.806	1	86.64	9988	1957	0.55		83	103
-73.739;-60.473	-0.047;0.098	0.017;0.242	#	#	1.078;4.202	0.127;0.336	0.003;0.207	#	#	#	0.270;0.599	#	0.015;0.196	#	0.517;0.879	#	#	0.279;0.534	#	-0.315;1.139	#	000001	0.038	0.520	2	113.06	9992	1971	0.50		288	554
#	0.085;0.224	0.096;0.416	#	-0.308;0.361	-2.083;6.930	#	0.237;0.352	-0.067;0.537	#	0.062;0.506	0.389;0.706	0.040;0.509	#	0.005;0.011	#	0.019;0.555	0.481;2.192	0.047;0.527	0.074;0.122	0.504;1.437	0.139;0.983	100000	1.000	1.000	1	69.56	9929	2003	0.73		20	20
#	#	#	#	#	#	#	-0.001;0.107	-0.181;0.468	2.174;6.247	#	#	#	#	#	#	#	#	0.355;0.684	0.074;0.108	0.759;2.405	1.066;2.090	100001	0.137	0.672	1	39.57	9937	2008	0.32		41	61
#	#	#	#	1.098;2.403	#	#	-0.001;0.107	-0.181;0.468	2.174;6.247	#	#	#	#	0.008;0.013	#	#	#	0.355;0.684	#	0.759;2.405	1.066;2.090	100001	0.137	0.672	1	39.57	9937	2008	0.36		41	61
-78.020;-65.610	#	#	#	#	-1.527;6.044	#	#	-0.151;0.635	#	#	#	0.028;0.305	0.115;0.162	#	#	#	#	0.128;0.580	0.072;0.100	#	#	001010	0.074	0.594	1	60.53	9938	2012	0.32		60	101
-83.784;-61.531	#	-0.030;0.120	#	#	#	0.001;0.183	#	#	#	-0.132;0.312	#	#	#	#	0.296;0.971	-0.396;0.659	1.351;2.114	#	0.069;0.094	-0.115;1.532	-0.063;1.122	100001	0.129	0.664	2	85.69	9942	2016	0.45		81	122
-73.739;-60.473	-0.047;0.098	0.017;0.242	-0.023;0.154	#	#	0.127;0.336	0.003;0.207	#	-0.483;6.182	-0.111;0.494	#	0.217;0.435	#	#	0.108;0.879	#	-0.161;1.174	#	#	#	-0.464;0.739	000001	0.131	0.665	1	111.69	9992	2019	0.55		368	553
#	-0.016;0.127	#	0.130;0.227	#	#	-0.102;0.203	#	#	6.583;10.286	#	#	-0.015;0.249	0.024;0.094	0.003;0.014	#	-0.250;0.933	-0.730;1.769	0.284;0.594	#	#	0.078;2.466	011000	0.328	0.800	1	92.74	9947	2021	0.50		80	100
-101.329;-84.211	#	0.121;0.239	0.013;0.191	#	#	#	0.121;0.263	#	#	0.367;0.959	#	-0.074;0.322	0.027;0.095	#	#	0.637;1.458	#	#	#	#	#	011100	1.000	1.000	2	38.31	9954	2028	0.36		20	20
-101.329;-84.211	#	#	0.013;0.191	#	#	#	#	#	4.663;12.069	#	#	-0.074;0.322	0.027;0.095	#	#	0.637;1.458	#	#	0.053;0.100	#	#	011100	1.000	1.000	1	38.31	9954	2028	0.32		20	20
#	#	0.059;0.207	0.160;0.230	#	#	#	#	0.198;0.916	6.935;10.144	#	0.404;0.737	#	-0.013;0.105	0.005;0.013	#	#	-0.481;1.709	#	#	0.786;2.297	0.005;0.813	001100	0.075	0.596	2	72.07	9791	2078	0.45		59	99
-82.454;-53.783	-0.025;0.128	#	-0.037;0.128	0.792;2.008	#	0.187;0.370	#	-0.290;0.416	-0.284;4.283	#	#	0.435;0.653	#	#	#	-0.456;0.683	1.749;5.132	#	#	-0.088;1.119	#	100000	0.182	0.711	1	70.60	9988	2099	0.50		101	142
-73.739;-60.473	-0.028;0.098	#	-0.023;0.154	#	#	0.170;0.336	#	#	#	#	0.446;0.599	#	#	#	0.108;0.756	-0.233;0.355	#	0.279;0.534	#	#	-0.464;0.739	000001	0.113	0.646	1	128.67	9992	2109	0.41		261	404
-81.758;-59.505	#	0.035;0.153	#	-0.573;0.573	5.786;8.363	-0.149;0.160	#	#	3.680;12.690	0.089;1.138	#	#	0.072;0.133	0.004;0.013	-0.551;0.602	-0.142;0.738	-0.402;0.899	#	#	#	#	001110	0.237	0.750	1	98.17	9975	2112	0.55		60	80
#	0.114;0.233	0.026;0.197	#	#	#	-0.032;0.194	#	-0.042;0.555	#	#	#	#	#	#	#	0.358;1.179	0.869;1.794	0.562;0.976	0.055;0.099	1.598;2.559	-0.417;0.747	000010	1.000	1.000	1	75.27	9674	2139	0.45		19	19
#	-0.000;0.103	#	#	-0.484;0.609	#	0.120;0.420	0.190;0.370	-0.182;0.604	#	#	#	#	#	0.001;0.013	#	#	#	-0.093;0.613	0.052;0.099	#	0.697;2.026	011000	1.000	1.000	1	32.89	9678	2143	0.41		19	19
-109.279;-85.742	#	0.048;0.172	#	#	4.825;11.796	-0.047;0.157	-0.039;0.206	#	8.810;13.130	#	0.276;0.549	#	0.072;0.159	0.004;0.012	#	0.122;1.127	#	#	0.054;0.095	0.256;2.314	-0.259;0.711	101000	1.000	1.000	1	78.48	9690	2155	0.59		19	19
