Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0.025;0.505	0.011;0.331	0.073;0.333	-0.108;0.352	#	-0.044;-0.029	0.075;0.355	#	-0.215;0.275	-0.029;0.261	-0.037;0.453	0.169;0.425	-0.231;0.376	-0.009;0.391	0.085;0.405	0.230;0.645	0.190;0.676	001000	0.056	0.944	1	4.33	291	291	0.88		0	0
0.119;0.459	-0.169;0.231	0.840;1.160	0.830;1.170	0.840;1.160	0.795;1.205	0.164;0.564	0.600;1.060	-0.142;0.278	0.760;1.240	0.504;0.754	0.076;0.370	-0.201;0.209	0.532;0.812	-0.205;0.205	0.519;0.954	0.192;0.579	010000	1.000	1.000	1	31.93	49637	308	1.00		30	30
0.825;1.175	-0.110;0.140	0.762;1.092	0.245;0.705	-0.086;0.164	-0.084;0.246	-0.146;0.184	0.505;0.945	#	-0.035;0.365	-0.197;0.233	0.291;0.596	-0.147;0.173	0.059;0.529	0.204;0.504	0.508;0.992	0.304;0.800	100000	1.000	1.000	1	54.91	49644	315	0.94		30	30
0.485;0.855	0.329;0.589	0.471;0.741	0.190;0.510	0.233;0.693	#	0.413;0.873	-0.057;0.193	0.302;0.692	0.252;0.722	0.394;0.734	0.013;0.504	0.510;0.760	0.446;0.726	#	0.083;0.459	-0.068;0.190	000100	1.000	1.000	2	78.49	49674	345	0.88		30	30
0.825;1.175	#	0.779;1.169	0.845;1.155	0.850;1.150	0.010;0.490	0.820;1.180	0.330;0.690	0.683;1.143	0.275;0.565	0.775;1.225	0.433;0.875	0.760;1.080	0.442;0.812	0.265;0.755	0.481;0.867	0.469;0.876	001000	1.000	1.000	1	46.44	49699	370	0.94		30	30
-0.122;0.288	#	0.018;0.278	0.099;0.192	0.216;0.666	0.023;0.413	-0.152;0.268	0.334;0.664	#	-0.106;0.184	-0.033;0.217	-0.119;0.146	-0.109;0.261	0.258;0.558	-0.200;0.210	0.310;0.726	0.042;0.478	000110	0.100	1.000	1	1.00	396	396	0.88		0	0
#	0.208;0.538	0.875;1.125	0.228;0.678	#	0.056;0.456	0.151;0.421	0.476;0.776	0.457;0.777	0.693;0.983	0.030;0.290	0.435;0.769	0.068;0.438	0.613;1.033	0.362;0.862	#	0.519;0.916	100000	1.000	1.000	1	85.98	49768	439	0.82		30	30
0.429;0.699	0.077;0.497	0.536;0.816	0.074;0.544	-0.104;0.296	0.070;0.360	#	0.582;1.072	#	0.276;0.526	-0.123;0.167	0.394;0.708	0.074;0.384	0.075;0.335	0.257;0.537	0.721;1.067	0.507;0.903	001000	1.000	1.000	1	124.88	49769	440	0.88		30	30
-0.149;0.171	-0.182;0.228	-0.113;0.207	0.281;0.386	-0.024;0.326	0.352;0.602	-0.153;0.187	-0.220;0.220	-0.011;0.369	0.152;0.592	-0.152;0.348	-0.236;0.236	-0.071;0.329	0.001;0.411	#	-0.193;0.193	-0.159;0.159	010000	0.100	1.000	1	1.00	464	464	0.94		0	0
0.068;0.568	0.005;0.505	0.288;0.568	0.688;1.018	0.307;0.627	0.099;0.459	0.124;0.624	0.356;0.716	0.810;1.190	0.155;0.555	#	-0.084;0.221	0.169;0.459	0.403;0.663	0.040;0.290	0.178;0.574	0.232;0.618	100000	1.000	1.000	1	100.88	49795	466	0.94		30	30
-0.097;0.233	-0.163;0.247	0.226;0.506	#	0.500;0.900	0.392;0.852	-0.076;0.254	0.700;1.090	0.356;0.716	0.755;1.245	0.336;0.776	0.030;0.314	0.168;0.538	0.639;0.989	-0.208;0.292	0.755;1.022	0.168;0.436	000010	1.000	1.000	2	48.52	49806	477	0.94		30	30
0.362;0.742	-0.238;0.252	0.191;0.561	#	0.147;0.487	#	-0.040;0.290	0.786;1.086	-0.130;0.160	0.290;0.760	0.432;0.872	0.246;0.561	-0.173;0.217	-0.189;0.251	0.447;0.847	0.694;1.070	0.219;0.715	100000	1.000	1.000	1	77.11	49815	486	0.88		30	30
-0.002;0.418	-0.177;0.263	-0.201;0.209	-0.176;0.184	-0.219;0.261	-0.104;0.186	-0.097;0.233	0.253;0.713	#	-0.192;0.228	0.089;0.469	-0.094;0.279	-0.113;0.357	-0.020;0.430	-0.016;0.354	0.263;0.718	-0.061;0.039	000010	0.031	0.889	1	2.67	498	498	0.94		0	0
-0.105;0.385	-0.101;0.319	0.528;0.818	0.345;0.635	0.302;0.762	#	-0.141;0.269	0.513;0.823	-0.137;0.263	0.550;0.900	0.670;0.940	0.193;0.448	-0.018;0.262	-0.113;0.197	0.462;0.772	0.446;0.941	#	000100	1.000	1.000	1	62.61	49841	512	0.88		30	30
0.258;0.698	-0.142;0.208	0.607;0.927	0.815;1.185	0.690;1.100	0.372;0.632	-0.147;0.213	0.689;1.019	-0.227;0.253	#	-0.121;0.179	0.189;0.543	-0.117;0.193	-0.101;0.159	0.477;0.857	0.685;1.091	0.090;0.477	100000	1.000	1.000	2	44.12	49843	514	0.94		30	30
#	0.765;1.235	#	#	0.870;1.130	#	0.805;1.195	0.218;0.468	-0.055;0.385	-0.130;0.230	0.815;1.185	0.411;0.853	#	0.368;0.698	0.430;0.720	#	0.440;0.836	010000	1.000	1.000	1	51.12	49845	516	0.65		30	30
0.815;1.185	0.250;0.610	0.815;1.185	-0.221;0.229	-0.139;0.141	-0.240;0.250	-0.212;0.238	0.414;0.804	-0.090;0.240	0.800;1.200	#	0.035;0.526	-0.179;0.231	-0.129;0.361	0.003;0.433	#	0.625;1.071	100000	1.000	1.000	1	44.42	49856	527	0.88		30	30
-0.200;0.270	-0.212;0.268	-0.128;-0.040	-0.149;0.201	-0.111;0.289	-0.017;0.383	-0.060;0.350	#	-0.113;0.237	-0.006;0.334	-0.011;0.369	0.192;0.546	#	0.054;0.504	0.115;0.595	0.196;0.592	#	000001	0.003	0.710	1	10.30	532	532	0.82		0	0
-0.228;0.252	0.195;0.585	#	-0.099;0.321	#	-0.112;0.278	-0.084;0.276	0.140;0.470	#	#	0.080;0.560	#	-0.011;0.239	0.542;0.932	-0.155;0.155	0.370;0.726	-0.145;0.192	000010	1.000	1.000	1	87.59	49941	612	0.71		30	30
0.516;0.816	0.237;0.587	#	0.835;1.165	0.810;1.190	0.432;0.862	0.195;0.585	0.245;0.635	0.103;0.373	-0.010;0.350	-0.007;0.333	0.744;1.010	-0.094;0.316	0.031;0.381	0.224;0.604	0.320;0.637	0.514;0.990	000001	1.000	1.000	1	70.97	49968	639	0.94		30	30
-0.049;0.421	-0.171;0.319	-0.061;0.359	#	-0.105;0.345	-0.001;0.439	-0.074;0.216	0.306;0.606	0.010;0.300	-0.007;0.273	-0.117;0.353	0.329;0.673	-0.101;0.169	-0.100;0.260	0.333;0.593	0.345;0.701	0.258;0.298	001000	0.004	0.721	1	25.21	677	677	0.94		0	0
#	-0.058;0.292	-0.188;-0.068	-0.065;0.245	0.141;0.401	-0.159;0.271	-0.155;0.305	0.542;0.832	-0.180;0.280	-0.142;0.258	-0.074;0.276	0.547;0.812	-0.169;0.271	-0.096;0.164	0.530;0.800	0.573;0.909	0.546;0.843	000100	0.100	1.000	1	15.00	683	683	0.94		0	0
#	0.126;0.416	0.229;0.609	0.263;0.683	0.289;0.609	0.557;0.837	-0.031;0.429	0.355;0.715	-0.118;0.262	-0.078;0.312	0.056;0.516	0.132;0.407	0.373;0.633	-0.159;0.261	-0.007;0.443	#	#	000001	1.000	1.000	1	83.05	48340	695	0.82		21	21
0.130;0.630	-0.129;0.141	0.304;0.724	0.526;0.796	0.338;0.738	0.515;0.955	-0.125;0.305	0.581;1.041	-0.032;0.338	-0.013;0.417	-0.071;0.419	0.136;0.549	#	0.209;0.679	0.227;0.537	0.657;0.934	0.211;0.647	000010	1.000	1.000	1	80.65	48371	726	0.94		30	30
-0.170;-0.080	-0.153;0.167	-0.220;0.269	-0.129;0.131	#	-0.092;0.215	-0.228;0.242	-0.074;0.286	#	#	#	-0.082;0.482	-0.247;0.253	-0.118;0.352	-0.135;0.249	#	#	010000	0.058	0.941	1	14.00	749	749	0.65		0	0
0.418;0.698	#	0.682;1.112	0.678;1.138	0.033;0.363	0.720;1.080	0.810;1.190	0.343;0.613	#	#	0.468;0.918	0.242;0.635	0.423;0.703	0.646;0.896	0.394;0.694	#	0.379;0.696	010000	1.000	1.000	2	63.62	48395	750	0.76		30	30
0.707;1.117	-0.029;0.451	0.853;1.133	0.725;1.125	0.444;0.704	0.639;0.989	-0.154;0.256	0.543;0.823	#	0.380;0.690	0.265;0.535	0.185;0.647	0.355;0.755	0.527;0.867	#	0.551;0.907	0.175;0.602	100000	1.000	1.000	3	61.55	48402	757	0.88		30	30
#	0.696;0.966	0.487;0.817	0.212;0.482	0.585;0.895	0.855;1.145	-0.214;0.216	-0.151;0.339	0.363;0.743	0.766;1.146	-0.037;0.373	0.129;0.384	#	0.179;0.449	-0.101;0.229	#	0.231;0.727	000001	1.000	1.000	3	59.80	48465	820	0.82		30	30
0.321;0.651	0.239;0.619	#	#	0.260;0.600	0.299;0.549	0.269;0.549	0.074;0.574	0.294;0.714	0.347;0.607	0.275;0.625	0.227;0.522	0.478;0.978	-0.198;0.212	0.192;0.472	0.167;0.553	0.216;0.524	000001	1.000	1.000	1	114.99	48498	853	0.88		30	30
-0.111;0.379	0.166;0.506	0.020;0.290	-0.040;0.370	0.175;0.465	0.167;0.637	0.051;0.391	0.135;0.170	0.089;0.359	0.160;0.640	0.204;0.604	0.317;0.573	0.194;0.634	0.046;0.416	-0.029;0.451	0.125;0.452	0.245;0.621	001000	0.100	1.000	1	1.00	894	894	1.00		0	0
#	-0.121;0.149	0.502;0.752	0.820;1.180	0.795;1.205	-0.112;0.248	0.363;0.763	-0.125;0.125	0.423;0.853	0.377;0.727	0.795;1.205	-0.020;0.294	0.780;1.220	0.671;0.941	-0.135;0.235	-0.040;0.228	0.273;0.660	010000	1.000	1.000	1	41.60	48561	916	0.94		30	30
#	-0.207;0.293	0.095;0.575	#	0.840;1.160	#	-0.189;0.251	0.646;0.966	#	0.306;0.706	-0.197;0.253	0.533;0.936	0.371;0.741	-0.051;0.279	0.582;1.082	0.697;0.984	0.290;0.757	000001	1.000	1.000	1	50.58	48576	931	0.76		30	30
0.012;0.472	0.025;0.345	0.274;0.734	0.543;0.913	0.825;1.175	0.384;0.734	0.089;0.399	0.584;0.984	-0.168;0.182	-0.197;0.223	0.750;1.230	0.505;0.987	0.462;0.762	0.670;1.000	0.633;0.963	0.592;1.007	0.371;0.867	100010	1.000	1.000	1	41.08	48579	934	1.00		30	30
0.105;0.495	0.214;0.634	0.116;0.536	0.089;0.589	0.150;0.590	0.136;0.386	#	0.363;0.623	0.266;0.556	#	0.059;0.519	0.230;0.702	-0.041;0.029	#	0.275;0.615	0.377;0.822	0.289;0.596	001000	0.100	1.000	1	3.50	938	938	0.82		0	0
0.066;0.316	0.276;0.676	-0.126;0.314	-0.128;0.202	-0.028;0.272	0.302;0.612	0.479;0.799	0.477;0.797	-0.088;0.322	0.261;0.701	0.326;0.756	#	0.459;0.739	-0.139;0.221	0.476;0.956	0.308;0.773	0.613;1.020	000001	1.000	1.000	3	88.57	48601	956	0.94		30	30
-0.153;0.297	-0.118;0.372	-0.103;0.247	-0.055;0.225	-0.160;0.320	0.297;0.567	-0.092;0.268	0.498;0.888	0.200;0.640	0.234;0.614	-0.051;0.239	0.581;0.876	0.449;0.699	-0.104;0.286	0.504;0.824	0.530;0.916	0.513;0.929	000110	1.000	1.000	3	143.52	48622	977	1.00		30	30
0.406;0.816	0.272;0.672	0.736;1.106	0.592;1.082	0.460;0.960	0.481;0.951	#	0.474;0.834	0.660;0.980	0.613;0.953	-0.134;0.186	0.321;0.773	0.077;0.467	0.316;0.646	0.544;1.004	#	#	000010	1.000	1.000	1	77.80	48638	993	0.82		30	30
0.348;0.718	0.454;0.914	0.358;0.838	#	0.351;0.811	0.482;0.892	0.660;0.940	0.122;0.622	0.202;0.512	-0.090;0.380	-0.037;0.323	0.307;0.612	0.273;0.743	-0.009;0.421	0.218;0.698	0.272;0.737	0.240;0.617	000001	1.000	1.000	1	105.24	48656	1011	0.94		30	30
-0.124;0.236	-0.018;0.272	0.149;0.579	0.785;1.215	0.580;1.040	0.546;0.956	0.713;0.973	0.590;0.890	0.102;0.412	0.549;1.029	0.326;0.726	-0.174;0.308	#	0.346;0.606	#	0.143;0.618	0.024;0.441	100000	1.000	1.000	2	55.02	48657	1012	0.88		30	30
0.052;0.402	0.041;0.441	-0.072;0.192	-0.084;0.336	0.023;0.363	#	0.036;0.426	0.173;0.473	0.217;0.537	0.086;0.119	0.080;0.340	0.173;0.556	-0.061;0.389	0.114;0.614	#	0.151;0.547	0.144;0.630	000010	0.016	0.833	1	6.50	1019	1019	0.88		0	0
#	-0.152;0.178	-0.219;0.241	-0.184;0.196	-0.151;0.159	0.870;1.130	-0.123;0.197	0.723;1.063	0.592;0.912	0.767;1.037	-0.228;0.272	0.727;1.031	0.810;1.190	0.090;0.350	0.670;1.080	0.737;1.034	0.667;1.113	000010	1.000	1.000	1	75.10	49046	1020	0.94		60	60
-0.084;0.196	0.392;0.702	#	-0.134;0.316	#	#	0.486;0.766	0.268;0.538	-0.127;0.323	-0.099;0.321	0.261;0.701	-0.200;0.223	#	#	-0.063;0.367	0.093;0.479	-0.147;0.250	000010	1.000	1.000	1	83.55	48667	1022	0.71		30	30
0.487;0.797	0.565;0.965	0.798;1.158	0.731;1.091	0.168;0.468	0.248;0.608	#	0.290;0.750	0.250;0.730	0.137;0.527	0.341;0.781	0.086;0.429	0.636;1.106	-0.052;0.288	0.246;0.666	0.355;0.781	0.174;0.621	001000	1.000	1.000	1	72.23	48713	1068	0.94		30	30
0.063;0.543	-0.007;0.313	#	-0.107;0.233	-0.157;0.253	#	0.068;0.348	-0.225;0.225	0.207;0.657	-0.060;0.270	0.060;0.510	#	0.743;0.993	-0.166;0.234	-0.142;0.148	-0.163;0.173	-0.223;0.223	000001	1.000	1.000	1	89.31	48718	1073	0.82		30	30
0.830;1.170	0.810;1.190	0.798;1.128	0.704;1.194	0.806;1.076	0.026;0.316	0.855;1.145	0.283;0.603	0.820;1.180	-0.066;0.404	0.634;1.134	0.456;0.741	0.850;1.150	0.648;0.948	0.233;0.673	0.464;0.731	0.408;0.715	001000	1.000	1.000	2	41.55	48720	1075	1.00		30	30
0.096;0.446	0.770;1.020	0.457;0.747	0.470;0.720	0.498;0.868	0.395;0.695	0.816;1.076	0.053;0.503	0.307;0.557	0.276;0.576	0.573;0.973	0.109;0.354	0.531;0.991	0.102;0.502	0.001;0.291	#	0.152;0.638	001000	1.000	1.000	1	82.19	48723	1078	0.94		30	30
0.699;1.099	0.635;1.015	0.527;0.947	0.603;1.103	0.733;1.033	0.217;0.547	0.652;1.152	#	0.591;0.861	#	0.757;1.067	0.230;0.652	0.199;0.699	#	#	0.164;0.510	0.220;0.468	001000	1.000	1.000	1	52.89	48729	1084	0.76		30	30
0.521;0.911	0.497;0.957	0.211;0.541	#	0.208;0.628	0.263;0.703	#	0.026;0.496	0.199;0.559	0.326;0.806	0.478;0.838	0.052;0.376	#	0.338;0.838	0.063;0.463	0.158;0.435	0.093;0.559	000100	1.000	1.000	3	91.68	48762	1117	0.82		30	30
#	#	0.516;0.796	0.616;0.976	0.835;1.165	0.152;0.502	0.775;1.225	0.154;0.484	#	0.139;0.509	0.760;1.240	0.060;0.522	0.655;0.915	-0.129;0.281	#	0.256;0.543	0.252;0.609	010000	1.000	1.000	1	67.86	48798	1153	0.76		30	30
0.615;1.035	0.750;1.080	#	0.740;1.040	0.058;0.418	0.666;0.916	0.561;1.031	-0.005;0.415	0.752;1.032	0.781;1.031	0.545;0.885	0.386;0.670	0.489;0.769	0.757;1.127	0.196;0.656	-0.041;0.394	0.278;0.566	001010	1.000	1.000	1	58.33	48802	1157	0.94		30	30
-0.122;0.158	#	-0.146;0.224	-0.154;0.256	-0.127;0.193	0.532;0.962	-0.152;0.208	#	0.684;0.954	0.860;1.140	-0.177;0.243	0.545;0.958	0.013;0.353	0.274;0.604	0.580;0.890	0.632;1.018	0.563;1.029	010000	1.000	1.000	1	74.07	48862	1217	0.88		30	30
#	-0.166;0.174	#	-0.097;0.343	0.824;1.084	0.580;0.930	#	0.629;0.989	0.374;0.664	0.368;0.798	0.650;1.050	0.456;0.879	0.715;1.055	#	0.402;0.782	0.402;0.748	0.555;1.001	100001	1.000	1.000	1	47.50	48884	1239	0.76		30	30
0.351;0.751	0.023;0.443	0.785;1.215	0.573;0.983	0.360;0.610	0.312;0.562	0.301;0.751	#	-0.096;0.294	-0.149;0.271	0.193;0.663	0.354;0.845	-0.060;0.240	-0.057;0.243	0.602;0.932	0.315;0.602	0.264;0.522	100010	1.000	1.000	1	72.38	48888	1243	0.94		30	30
0.442;0.742	0.483;0.843	#	0.747;1.067	0.705;1.125	0.022;0.312	0.398;0.758	0.215;0.555	0.457;0.777	0.256;0.706	0.777;1.047	0.044;0.506	0.177;0.437	0.109;0.559	#	0.218;0.465	0.037;0.394	000001	1.000	1.000	2	64.68	48964	1319	0.88		30	30
0.273;0.773	-0.249;0.251	0.020;0.430	-0.033;0.227	-0.200;0.260	-0.011;0.379	-0.230;0.230	0.779;1.069	0.305;0.585	0.015;0.415	-0.040;0.310	0.593;0.947	-0.220;0.220	0.098;0.598	0.325;0.705	0.735;1.141	0.311;0.757	000010	1.000	1.000	1	91.24	48972	1327	1.00		30	30
0.640;1.060	0.357;0.797	0.445;0.895	0.156;0.586	0.430;0.780	0.021;0.411	0.339;0.679	0.405;0.735	0.770;1.230	0.865;1.135	0.338;0.838	0.276;0.757	-0.135;0.355	0.333;0.653	0.315;0.735	0.125;0.462	0.422;0.730	000001	1.000	1.000	1	60.75	49035	1390	1.00		30	30
0.337;0.587	-0.084;0.356	#	0.364;0.674	0.044;0.524	0.053;0.323	-0.024;0.226	0.207;0.517	0.501;0.921	0.105;0.595	0.168;0.468	0.086;0.459	-0.219;0.251	-0.027;0.413	0.538;0.788	0.281;0.568	0.334;0.621	100000	1.000	1.000	1	117.80	49088	1443	0.94		30	30
0.253;0.723	-0.140;0.150	0.518;0.938	0.501;0.861	-0.025;0.465	-0.148;0.232	-0.116;0.134	-0.160;0.160	-0.113;0.217	#	-0.128;0.242	0.100;0.542	0.855;1.145	-0.106;0.224	0.441;0.731	-0.168;0.168	-0.048;0.379	100000	1.000	1.000	2	54.68	49121	1476	0.94		30	30
0.313;0.623	0.399;0.779	#	0.468;0.938	0.575;0.955	0.328;0.598	0.569;0.939	0.281;0.751	0.251;0.561	0.181;0.581	0.487;0.987	0.134;0.478	#	0.173;0.643	0.141;0.571	0.149;0.594	0.164;0.412	000110	1.000	1.000	1	100.34	49125	1480	0.88		30	30
-0.097;0.273	-0.010;0.250	#	-0.090;0.380	-0.007;0.076	-0.020;0.280	-0.068;0.382	-0.149;0.241	#	-0.037;0.443	0.365;0.404	-0.081;0.223	0.005;0.355	-0.138;0.322	#	0.000;0.258	-0.062;0.265	000010	0.011	0.800	1	9.40	1514	1514	0.82		0	0
0.329;0.749	-0.171;0.249	0.506;0.826	0.497;0.797	0.212;0.592	-0.144;0.206	-0.130;0.310	0.428;0.718	-0.209;0.281	-0.180;0.270	#	0.409;0.654	-0.157;0.283	-0.171;0.249	0.482;0.832	0.340;0.746	0.284;0.562	000110	1.000	1.000	1	77.50	49189	1544	0.94		30	30
0.840;1.160	0.147;0.507	0.850;1.150	0.785;1.215	0.764;1.234	0.417;0.817	#	#	0.765;1.235	0.538;0.898	0.744;1.024	0.445;0.691	0.138;0.488	0.177;0.607	0.262;0.602	0.270;0.735	0.542;0.840	000001	1.000	1.000	1	64.50	49244	1599	0.88		30	30
0.654;1.024	0.654;0.924	0.397;0.777	0.466;0.726	0.505;0.795	-0.032;0.468	0.446;0.946	0.125;0.495	0.507;0.797	0.179;0.489	0.571;0.831	0.222;0.596	0.150;0.650	0.376;0.826	0.123;0.533	0.268;0.584	0.184;0.620	001000	1.000	1.000	1	101.46	49253	1608	1.00		30	30
0.398;0.898	#	0.412;0.682	#	0.143;0.503	0.105;0.605	0.820;1.180	0.105;0.475	0.407;0.667	0.551;1.051	0.633;0.963	0.302;0.548	-0.168;0.292	0.390;0.720	0.001;0.451	#	0.329;0.825	000001	1.000	1.000	1	70.15	49277	1632	0.82		29	29
-0.109;0.231	0.043;0.353	-0.081;0.259	0.274;0.298	-0.088;0.302	-0.134;0.306	-0.030;0.470	0.094;0.354	-0.119;0.281	-0.011;0.289	#	-0.035;0.562	-0.106;0.334	#	-0.046;0.254	0.064;0.341	-0.007;0.271	001000	0.004	0.733	1	21.40	1670	1670	0.88		0	0
0.390;0.850	0.175;0.545	0.241;0.741	0.368;0.678	0.070;0.480	-0.072;0.368	-0.070;0.400	0.299;0.799	0.263;0.583	0.051;0.461	0.093;0.373	0.518;0.774	-0.144;0.256	0.006;0.256	0.354;0.754	#	0.360;0.836	100010	1.000	1.000	3	134.75	49318	1673	0.94		29	29
0.025;0.325	0.039;0.509	-0.025;0.305	#	0.072;0.552	0.389;0.759	0.008;0.508	0.364;0.734	0.042;0.292	0.106;0.576	0.147;0.457	0.497;0.811	#	#	0.404;0.764	0.809;0.976	0.547;0.825	001000	0.031	0.889	1	3.33	1686	1686	0.82		0	0
-0.140;0.140	-0.060;0.260	-0.199;0.201	0.703;1.103	0.490;0.810	-0.117;0.283	0.870;1.130	0.568;0.948	-0.215;0.235	0.870;1.130	#	-0.231;0.231	-0.185;0.185	0.840;1.160	-0.175;0.175	0.465;0.466	-0.209;-0.022	010000	0.100	1.000	1	1.00	1703	1703	0.94		0	0
0.179;0.489	0.580;0.729	0.169;0.659	0.245;0.605	0.325;0.645	0.371;0.831	0.442;0.702	0.482;0.852	0.224;0.514	0.355;0.755	0.506;0.786	0.348;0.434	0.508;0.848	#	0.239;0.739	0.508;0.904	0.322;0.738	001000	0.100	1.000	1	2.00	1709	1709	0.94		0	0
0.135;0.485	0.881;1.007	-0.067;0.203	#	#	0.339;0.639	0.517;0.787	0.175;0.665	0.150;0.500	0.276;0.566	0.023;0.493	0.280;0.614	0.322;0.772	0.565;0.905	0.157;0.557	0.347;0.733	#	000001	0.100	1.000	1	1.00	1721	1721	0.82		0	0
