landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
2	4	-5061.460;5243.460	-141.120;141.120	3	0	#	0	3	0	0	0	#	0	#	0	0	0	0	1010100	1.000	1.000	1	37.29	101	101	0.84		7	7
#	3	-8164.730;8188.730	-337.680;337.680	1	1	#	0	6	1	#	1	#	0	#	0	#	#	#	1111100	1.000	1.000	2	10.43	878	104	0.58		7	7
6	#	-8176.730;8176.730	#	1	1	#	0	7	#	0	0	0	#	0	0	#	#	1	1111101	1.000	1.000	2	18.00	750	105	0.63		7	7
#	#	-6913.630;7199.630	#	6	2	0	0	2	1	0	0	#	#	0	0	#	#	0	1100000	1.000	1.000	2	17.43	880	106	0.63		7	7
4	#	-4569.500;6631.500	-129.040;133.040	#	2	0	#	#	0	#	#	0	1	1	0	#	#	#	0101000	1.000	1.000	2	22.14	881	107	0.53		7	7
#	#	-6496.580;6496.580	-342.720;342.720	#	1	5	#	4	#	0	0	#	0	0	#	#	#	#	0111100	1.000	1.000	2	11.57	882	108	0.47		7	7
#	#	#	-332.640;332.640	#	#	#	#	#	0	0	0	0	0	0	1	0	0	0	0011010	0.000	0.151	4	47.18	888	109	0.58		14	34
#	#	#	-307.480;317.480	#	2	0	0	2	0	0	0	0	#	#	#	#	#	0	0010100	0.000	0.302	2	43.40	884	110	0.53		7	27
4	#	-2857.290;3639.290	#	10	#	#	#	5	#	#	#	#	#	0	#	1	1	#	1101110	1.000	1.000	1	13.14	886	112	0.37		7	7
#	3	#	#	2	0	0	#	#	#	0	#	#	0	0	#	#	0	0	1101000	0.000	0.333	2	41.15	760	115	0.47		7	21
1	#	-7056.630;7056.630	#	#	1	0	#	3	1	#	0	#	#	#	#	#	#	#	1101000	1.000	1.000	3	14.29	761	116	0.37		7	7
3	1	#	-112.000;140.000	#	#	0	3	3	#	#	#	#	0	0	#	#	0	#	1010100	0.000	0.429	1	49.81	451	117	0.47		14	35
#	1	-3137.290;3359.290	#	#	6	#	#	#	#	#	0	0	1	#	#	1	1	#	1111100	1.000	1.000	3	11.86	892	118	0.42		7	7
#	#	#	-161.280;161.280	1	#	#	0	6	#	1	1	1	#	#	#	#	1	0	1111110	0.035	0.714	3	20.93	894	120	0.47		7	14
6	2	#	#	#	2	0	#	2	0	0	#	0	0	0	0	0	#	0	1000100	1.000	1.000	4	18.29	895	121	0.68		7	7
1	#	-3536.510;7888.510	#	#	1	#	0	2	#	0	0	#	0	#	0	0	0	0	1000100	1.000	1.000	4	14.00	767	122	0.63		7	7
#	1	#	-294.360;300.360	#	6	#	#	3	#	#	0	0	1	0	0	0	#	0	1001010	1.000	1.000	2	28.86	639	123	0.58		7	7
4	2	#	#	#	5	#	0	3	0	0	#	#	1	0	0	#	#	#	1101000	1.000	1.000	1	23.71	769	124	0.53		7	7
#	#	-5102.480;5650.480	#	3	#	0	#	#	0	#	#	#	1	#	0	0	#	#	1101000	0.214	0.857	1	17.16	975	125	0.37		14	14
5	1	#	#	#	7	#	0	#	1	#	0	0	1	#	0	#	0	#	1000100	1.000	1.000	2	10.86	902	128	0.53		7	7
#	1	-4260.390;4476.390	#	#	#	0	3	3	#	#	0	0	0	0	#	#	#	0	0001010	0.000	-0.012	1	58.04	958	133	0.53		14	48
#	1	-4260.390;4476.390	#	#	#	0	3	3	#	#	0	0	0	0	#	#	#	0	1000000	0.000	0.429	1	58.04	997	133	0.53		48	48
5	1	-2900.280;3372.280	-213.720;219.720	10	6	0	#	3	1	#	0	#	#	0	0	0	#	#	1010100	1.000	1.000	1	30.67	907	133	0.68		6	6
5	1	#	-213.720;219.720	10	6	#	#	3	1	#	#	#	#	0	0	0	#	#	1010100	1.000	1.000	1	30.67	907	133	0.53		6	6
4	4	-3921.390;4815.390	-292.480;332.480	8	2	0	#	#	0	0	#	0	#	#	0	#	#	#	1100000	0.035	0.714	1	28.72	908	134	0.58		6	12
#	4	-6090.550;6230.550	#	1	0	3	0	3	0	0	0	0	0	0	#	#	0	0	0000100	0.000	0.429	1	34.43	909	135	0.79		7	7
#	4	-6090.550;6230.550	#	1	0	3	0	3	0	0	0	0	0	0	#	#	0	0	0100001	0.035	0.714	1	34.43	909	135	0.79		7	7
4	2	-5367.560;7177.560	#	10	5	0	0	4	1	#	0	0	#	0	0	#	1	0	1101001	1.000	1.000	1	13.17	910	136	0.79		6	6
#	#	#	-186.480;186.480	#	#	0	#	#	#	0	0	0	2	0	#	#	#	0	1000000	0.000	0.043	1	26.86	912	138	0.42		20	20
#	#	-4236.670;10772.670	437.040;930.960	#	#	0	3	#	1	#	#	0	0	#	#	1	0	0	0000100	0.000	0.143	4	11.86	913	139	0.53		7	7
#	#	-4236.670;10772.670	437.040;930.960	#	#	0	3	#	1	#	#	0	0	#	#	1	0	0	0110001	0.035	0.714	1	11.86	913	139	0.53		7	7
#	1	#	#	#	#	0	3	4	0	#	0	#	#	0	1	#	0	0	1100100	0.001	0.489	1	46.66	976	140	0.53		20	33
#	1	#	#	#	#	0	3	4	0	#	0	#	#	0	1	#	0	0	0010000	0.000	-0.186	2	46.66	914	140	0.53		14	33
#	#	-6768.630;7344.630	#	#	2	0	3	4	#	#	#	#	1	#	#	0	0	0	1010110	0.006	0.600	2	40.13	914	140	0.47		6	20
3	#	-5712.510;5712.510	#	6	#	#	#	#	#	#	#	0	0	#	#	#	#	#	0001000	0.000	0.034	2	51.64	964	141	0.26		14	34
2	3	#	-133.120;149.120	2	#	#	#	3	#	0	0	#	#	#	#	#	0	#	1001000	0.000	0.418	2	40.40	916	142	0.42		13	27
2	3	#	-133.120;149.120	2	#	#	#	3	#	0	0	#	#	#	#	#	0	#	0010000	0.000	0.302	2	40.40	920	142	0.42		21	27
4	#	-7119.720;9009.720	#	#	5	#	#	#	0	0	0	#	0	0	#	0	#	0	0011000	0.000	0.065	1	65.75	888	143	0.53		20	55
4	#	-7119.720;9009.720	#	#	5	#	#	#	0	0	0	#	0	0	#	0	#	0	0100010	0.000	0.065	1	65.75	917	143	0.53		13	55
#	#	#	-291.360;303.360	#	#	3	#	#	#	0	#	0	0	0	0	0	#	0	1100011	0.000	-0.049	2	64.40	917	143	0.47		6	73
6	#	#	#	1	#	#	#	#	#	#	#	1	#	0	#	0	#	0	1000000	0.000	0.354	1	20.53	933	145	0.32		27	27
6	#	#	#	1	#	#	#	#	#	#	#	1	#	0	#	0	#	0	0010100	0.012	0.640	1	20.53	933	145	0.32		27	27
2	#	#	-160.360;182.360	#	#	0	2	3	#	0	#	1	1	0	0	#	0	0	0010100	0.035	0.714	1	11.43	920	146	0.63		7	7
2	#	#	-160.360;182.360	#	#	0	2	3	#	0	#	1	1	0	0	#	0	0	1000000	0.000	0.429	1	11.43	920	146	0.63		7	7
#	#	#	-291.360;303.360	#	#	3	#	#	#	#	#	0	0	0	0	0	#	0	1000000	0.000	0.307	1	64.40	987	148	0.42		54	73
#	#	-3087.280;3185.280	#	2	#	#	0	3	#	1	#	#	#	#	0	0	0	0	1010100	1.000	1.000	1	37.17	923	149	0.47		6	6
1	4	#	-136.080;136.080	#	1	0	2	8	1	#	0	#	0	0	0	1	1	1	0000011	0.000	-0.429	1	12.43	924	150	0.79		7	7
1	4	#	-136.080;136.080	#	1	0	2	8	1	#	0	#	0	0	0	1	1	1	1111100	0.000	0.429	1	12.43	924	150	0.79		7	7
5	1	#	#	#	#	#	#	2	0	#	0	#	#	0	#	1	#	#	1001000	1.000	1.000	2	24.49	925	151	0.37		13	13
#	#	-2789.250;2811.250	-144.160;148.160	#	#	#	#	3	#	0	1	0	0	0	#	#	0	0	0101010	1.000	1.000	1	18.83	927	153	0.53		6	6
#	#	-2789.250;2811.250	-144.160;148.160	1	#	#	#	3	#	0	1	0	#	0	#	#	0	0	0101010	1.000	1.000	1	18.83	927	153	0.53		6	6
1	#	#	#	#	0	0	5	#	0	#	0	0	0	#	#	#	0	#	1000000	0.000	0.429	1	31.71	799	154	0.47		7	7
1	#	#	#	#	0	0	5	#	0	#	0	0	0	#	#	#	0	#	0010100	0.035	0.714	1	31.71	799	154	0.47		7	7
#	#	#	#	10	#	0	11	3	0	0	0	1	1	0	#	#	#	#	1010100	1.000	1.000	2	12.17	930	156	0.53		6	6
2	#	#	-153.440;209.440	2	0	0	#	#	0	0	0	0	0	#	0	#	0	0	0010100	0.000	0.238	1	42.51	931	157	0.68		6	18
2	#	#	#	2	0	0	#	#	0	0	0	#	0	#	0	#	0	0	0010100	0.000	0.238	1	42.51	931	157	0.58		6	18
6	3	-8064.720;8064.720	#	1	1	0	0	#	1	#	1	#	#	#	0	0	0	0	1011100	1.000	1.000	1	18.50	933	159	0.68		6	6
#	#	#	-291.360;303.360	#	#	3	#	#	#	0	#	0	0	0	0	0	#	0	1100000	0.000	0.325	1	64.40	970	160	0.47		27	72
#	#	#	-291.360;303.360	#	#	3	#	#	#	0	#	0	0	0	0	0	#	0	0000011	0.000	-0.206	1	64.40	917	160	0.47		6	72
#	#	-4408.400;4552.400	-329.640;335.640	1	#	#	#	3	0	#	#	0	#	0	0	#	#	#	0010100	0.000	0.436	1	58.00	992	161	0.42		21	41
#	#	-4408.400;4552.400	-329.640;335.640	1	#	#	#	3	0	#	#	0	#	0	0	#	#	#	0100000	0.000	0.136	2	58.00	935	161	0.42		20	41
#	2	-3808.340;3808.340	-342.720;342.720	10	#	#	#	#	0	#	0	0	#	0	#	#	#	#	0001000	0.000	0.031	1	55.53	966	162	0.42		39	64
#	2	-3808.340;3808.340	-342.720;342.720	10	#	#	#	#	0	#	0	0	#	0	#	#	#	#	0010100	0.000	-0.076	1	55.53	966	162	0.42		14	64
6	3	-7616.680;7616.680	#	1	1	0	0	5	#	#	0	#	0	0	#	1	1	0	1011101	1.000	1.000	1	23.67	809	164	0.74		6	6
6	3	-7616.680;7616.680	-362.880;362.880	1	1	0	0	#	#	#	0	0	0	0	#	1	1	0	1011101	1.000	1.000	1	23.67	809	164	0.79		6	6
#	4	#	-195.600;207.600	3	#	3	0	#	0	#	0	0	#	0	#	0	#	#	1101000	0.003	0.566	1	49.73	934	165	0.53		12	25
3	#	#	#	#	#	0	3	4	#	0	#	0	1	0	0	0	0	0	1011100	1.000	1.000	2	20.83	944	170	0.63		6	6
3	#	#	#	#	#	0	3	#	#	0	#	0	1	0	#	0	0	0	1011100	1.000	1.000	1	20.83	944	170	0.53		6	6
4	1	#	-182.480;190.480	#	5	3	0	#	#	0	#	0	0	0	#	#	#	#	1011000	1.000	1.000	1	56.00	817	172	0.53		6	6
#	1	#	-182.480;190.480	#	#	3	0	#	#	0	#	#	0	0	#	#	#	0	1011000	0.000	0.338	1	57.26	817	172	0.42		6	19
5	1	-4400.540;7696.540	#	#	2	0	3	#	0	#	#	#	#	#	0	#	0	#	1100100	0.031	0.706	1	36.07	947	173	0.47		33	33
#	1	#	#	#	#	#	#	#	#	#	0	0	0	0	0	#	#	#	0000010	0.000	-0.007	2	60.53	972	175	0.32		53	181
#	1	#	#	#	#	#	#	#	#	#	0	0	0	0	0	#	#	#	1000100	0.000	0.455	2	60.53	997	175	0.32		116	181
5	1	#	#	#	#	0	2	3	0	0	0	0	0	0	#	1	0	0	1100100	1.000	1.000	1	28.17	691	175	0.74		6	6
1	#	#	-272.160;272.160	#	1	0	#	#	#	0	0	#	0	#	#	#	1	#	1111100	0.000	0.398	1	34.10	924	176	0.42		12	19
1	4	#	#	#	#	#	0	2	0	0	0	#	#	0	0	0	#	0	1000010	0.000	0.385	1	31.91	951	177	0.58		6	13
1	4	#	-175.440;187.440	3	#	2	0	2	0	#	0	#	#	0	0	0	#	0	1000010	1.000	1.000	1	31.00	951	177	0.68		6	6
2	3	-2039.430;7593.430	#	2	0	0	#	#	0	0	#	0	1	0	#	0	#	0	0011100	1.000	1.000	1	34.33	823	178	0.68		6	6
5	#	#	-181.480;191.480	7	3	#	0	6	1	1	#	1	#	0	0	1	#	1	1000001	0.000	-0.143	1	12.57	953	179	0.68		7	7
5	#	#	-181.480;191.480	7	3	#	0	6	1	1	#	1	#	0	0	1	#	1	0111100	0.000	0.429	1	12.57	953	179	0.68		7	7
4	#	#	-378.000;378.000	#	#	#	2	5	#	0	#	0	#	0	#	#	1	#	1101011	1.000	1.000	1	14.50	955	181	0.42		6	6
#	#	#	-378.000;378.000	#	#	#	2	5	#	0	#	0	1	0	0	#	1	#	1101011	1.000	1.000	1	14.50	955	181	0.47		6	6
#	#	#	-246.960;246.960	#	#	#	0	4	0	0	#	0	1	0	#	1	1	#	1011100	1.000	1.000	1	21.83	827	182	0.53		6	6
#	4	-5655.550;6665.550	-108.160;184.160	#	0	0	3	#	0	#	0	#	#	#	0	#	0	#	1001000	0.000	0.218	1	36.39	957	183	0.53		6	19
4	1	-3556.320;3612.320	#	10	#	#	#	#	#	#	#	0	#	0	1	0	#	0	1110100	1.000	1.000	1	32.71	704	188	0.47		7	7
#	#	-7383.660;7401.660	#	#	#	0	0	3	0	0	0	0	0	0	#	#	1	0	0101100	1.000	1.000	1	52.83	964	190	0.63		6	6
#	#	#	-291.560;353.560	10	1	#	3	#	#	#	0	#	#	0	#	0	0	0	1101000	0.000	0.429	1	51.60	965	191	0.47		6	12
4	2	-8047.720;8081.720	#	#	1	0	5	#	#	#	#	0	#	#	0	#	0	#	1011111	1.000	1.000	2	29.50	966	192	0.47		6	6
5	#	-2354.350;5486.350	-129.040;133.040	10	6	3	#	#	2	0	#	0	1	1	#	#	0	#	1011000	1.000	1.000	2	9.83	968	194	0.63		6	6
5	#	-2354.350;5486.350	-129.040;133.040	10	#	3	0	#	2	0	#	0	1	1	#	#	#	#	1011000	1.000	1.000	1	9.83	968	194	0.58		6	6
#	#	#	#	#	1	0	0	#	#	#	#	1	#	#	0	0	#	#	1000100	0.035	0.714	2	21.89	969	195	0.32		31	31
#	#	#	#	#	1	0	0	2	#	#	#	1	#	#	#	0	#	0	1000100	1.000	1.000	2	16.67	969	195	0.37		6	6
1	4	-3291.470;7237.470	-139.720;293.720	2	#	#	#	#	0	0	#	#	0	0	0	0	1	#	1100101	1.000	1.000	1	33.17	970	196	0.63		6	6
1	4	-3291.470;7237.470	-139.720;293.720	2	#	#	#	#	#	0	0	#	0	#	0	0	1	#	1100101	1.000	1.000	1	33.17	970	196	0.58		6	6
#	#	#	#	1	1	0	#	3	0	0	#	0	0	0	#	1	#	0	1001100	1.000	1.000	1	30.33	971	197	0.58		6	6
5	#	-3485.320;3683.320	#	#	7	#	#	4	1	0	#	#	#	0	#	1	0	0	1000100	0.000	0.429	1	17.86	972	198	0.53		7	7
5	#	-3485.320;3683.320	#	#	7	#	#	4	1	0	#	#	#	0	#	1	0	0	0010010	0.000	0.429	1	17.86	972	198	0.53		7	7
2	3	#	#	#	0	#	#	#	1	#	#	#	22	#	#	0	#	#	0111100	1.000	1.000	2	9.33	974	200	0.32		6	6
4	#	-3751.340;3865.340	#	#	#	0	5	#	0	0	0	1	1	#	#	#	#	0	1101000	0.035	0.714	1	11.57	975	201	0.53		7	7
4	#	-3751.340;3865.340	#	#	#	0	5	#	0	0	0	1	1	#	#	#	#	0	0000100	0.000	0.143	1	11.57	975	201	0.53		7	7
#	1	#	#	8	2	#	3	#	0	0	#	#	#	0	1	#	0	#	1000110	0.035	0.714	2	41.06	976	202	0.47		19	19
#	1	#	#	8	2	#	3	#	0	0	#	#	#	0	1	#	0	#	0100000	0.000	-0.038	1	41.06	976	202	0.47		13	19
#	#	-6768.630;7344.630	#	#	2	#	3	4	#	#	#	#	1	#	#	#	0	0	1000100	0.000	0.429	2	40.56	976	203	0.37		19	19
#	#	-6768.630;7344.630	#	#	2	#	3	4	#	#	#	#	1	#	#	#	0	0	0010010	0.000	0.038	1	40.56	914	203	0.37		6	19
6	3	-3469.310;3475.310	#	1	1	0	0	#	#	0	#	1	#	0	0	#	#	#	1010100	1.000	1.000	1	15.86	850	205	0.58		7	7
#	1	-4564.420;4844.420	-125.120;157.120	10	#	0	#	3	0	0	#	#	#	1	#	0	0	0	0010101	1.000	1.000	1	18.83	980	206	0.63		6	6
#	#	#	-235.880;237.880	8	#	#	#	4	#	#	0	0	#	#	0	0	#	0	0000010	0.000	0.018	1	37.42	954	207	0.42		25	32
#	#	#	-235.880;237.880	8	#	#	#	4	#	#	0	0	#	#	0	0	#	0	1100100	0.035	0.714	1	37.42	954	207	0.42		32	32
#	#	#	-357.840;357.840	#	1	#	0	7	0	1	#	1	0	0	0	#	0	#	1111101	1.000	1.000	1	9.50	983	209	0.58		6	6
5	1	#	#	10	7	#	2	2	0	0	#	#	1	#	#	0	0	#	0010100	1.000	1.000	1	24.00	985	211	0.58		6	6
#	4	-6474.600;6966.600	-195.600;207.600	3	#	3	0	#	0	#	0	0	#	0	#	0	#	#	0001000	0.000	0.131	1	49.73	934	212	0.58		12	25
#	4	-6474.600;6966.600	-195.600;207.600	3	#	3	0	#	0	#	0	0	#	0	#	0	#	#	1100000	0.004	0.577	1	49.73	934	212	0.58		19	25
#	1	#	-233.280;341.280	3	0	3	#	3	#	0	#	0	#	0	#	0	#	0	1010100	1.000	1.000	1	56.17	987	213	0.58		6	6
#	#	#	-116.000;136.000	#	#	#	#	2	#	#	0	1	0	#	0	0	#	#	0010100	0.035	0.714	1	14.01	991	217	0.37		6	12
4	1	-7228.660;7556.660	#	#	2	0	#	#	#	#	0	#	#	1	0	#	#	#	1000100	1.000	1.000	1	12.33	993	219	0.42		6	6
4	#	-7228.660;7556.660	#	#	2	0	#	#	#	#	0	#	#	1	0	#	0	#	1000100	0.000	0.429	2	19.15	993	219	0.42		6	12
4	#	-8170.740;8406.740	#	#	#	#	3	3	#	0	#	0	#	#	#	#	0	0	1100010	0.000	0.286	1	67.38	865	220	0.42		6	24
4	#	-8170.740;8406.740	-190.560;202.560	#	5	#	3	3	#	#	#	0	#	#	#	#	0	0	1100010	0.000	0.238	1	58.79	865	220	0.47		6	18
#	#	#	#	8	#	#	#	1	#	#	0	#	#	0	0	0	#	#	0100000	1.000	1.000	2	45.83	996	222	0.32		6	6
3	#	#	#	9	#	#	#	#	0	#	0	0	0	#	0	#	0	0	1100100	1.000	1.000	1	44.33	997	223	0.47		6	6
2	4	#	#	6	#	0	#	4	0	#	0	#	1	#	#	#	#	#	1101100	1.000	1.000	1	23.17	999	225	0.42		6	6
