Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-2.519;3.474	-0.002;0.030	#	#	-0.001;0.030	#	0.137;0.454	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.633;0.690	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	90.76	9883	1173	0.15		24	24
#	#	#	#	#	#	#	#	#	#	0.302;0.582	#	#	#	#	#	#	#	#	#	-0.505;1.713	#	#	#	0.557;5.564	#	#	#	#	#	#	#	#	000000000000000000000000000000000000000000000000000000000000000101000110111000010000001000001000010000101100110011000100000000000000000000000000000010000000000000000000000000	0.129	0.815	2	639.62	9890	1180	0.09		24	7111
-3.746;3.746	#	#	#	-0.027;0.042	#	#	-1.808;1.808	#	-0.109;0.109	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.195;0.195	#	#	#	-0.179;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	58.46	9966	1256	0.18		25	25
-3.746;3.746	#	#	#	-0.027;0.042	#	#	-1.808;1.808	0.360;0.621	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.195;0.195	#	#	#	-0.179;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.177	0.841	1	69.89	9966	1607	0.18		24	71
-3.746;3.746	#	#	#	-0.027;0.042	#	#	-1.808;1.808	#	#	#	#	#	#	#	#	0.006;0.106	#	#	#	#	#	#	#	#	#	#	-0.195;0.195	#	#	#	-0.179;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	58.30	9966	1607	0.18		24	24
#	#	#	#	#	-0.222;1.114	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.022;0.224	1.222;7.431	#	#	0.345;0.752	#	#	#	0.374;0.732	#	000000010001000001010101010100010101100000000000000000000000000001000000100000010000000000000000000001001000010011000100010000000000000000000000001001000000000000000000000000	0.127	0.813	2	634.87	9682	1674	0.15		23	7495
#	#	#	#	#	-0.374;0.554	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.520;1.193	-0.170;0.355	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.310	0.889	1	69.89	9825	1817	0.09		23	70
-3.746;3.746	#	#	#	-0.027;0.025	#	#	-1.808;3.452	#	#	#	-0.028;0.030	#	#	#	#	#	#	-0.115;0.115	#	#	#	#	#	#	#	#	-0.195;0.195	#	#	#	-0.126;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.227	0.862	1	72.06	9966	1958	0.21		23	45
-3.746;3.746	#	#	#	-0.027;0.042	-0.353;0.353	#	-1.808;3.452	#	#	#	#	#	#	#	#	#	#	-0.115;0.115	#	#	#	#	#	#	#	#	-0.195;0.195	#	#	#	-0.179;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.227	0.862	1	72.06	9966	1958	0.21		23	45
#	#	#	#	0.004;0.054	#	#	#	#	0.226;0.428	#	#	#	#	#	#	#	#	#	#	#	#	0.381;5.078	#	2.129;8.438	#	#	0.528;1.057	#	#	#	#	#	010000000000000100100000001000000010000010000000000010000000000000000000100000010100010000010010101011000011000100000101010010000100000000100000000000000000000000000000001000	0.189	0.847	1	424.52	9763	2106	0.15		22	66
#	#	#	#	0.011;0.048	#	#	-2.315;0.638	#	#	#	#	#	#	#	#	#	#	#	-37373703636407363769478229541871958054571825024335972588131411752641765768960929857696518952889942685084798122431567597346150959445172559442371837259864157052280437076918272.000;37373703838407371210484243881535870271330173999592699240404043070502818764736702203159679547437591675533459869552230526047811466884493097620201943733747850496090475692294144.000	#	#	#	#	#	#	#	#	#	#	#	#	#	000000000101000001100100000100100001000000010000000000000100001000000000100000110001000011000010100010001000000100010110100001000000000000000000000000000000000010000000000010	0.067	0.763	1	642.16	9798	2141	0.09		22	3196
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.968;1.001	#	-0.170;0.355	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.269	0.877	1	103.61	9825	2168	0.06		22	89
-2.519;3.474	#	0.028;0.054	#	#	#	0.120;0.471	#	#	#	-0.064;0.208	#	#	#	#	#	#	#	#	-27778653787912774052654734630718954583801921206724381175051222854187985054550994292243122143028446776894491667575676268316491279791564604103566515882054757649280420198481920.000;47978853787912974384635759851966941277750515170134978870606892242858628418650814540390065108802567516397882582884566277518738650627320932252225072817315045647218140883451904.000	#	#	#	#	#	#	#	#	#	#	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	89.74	9883	2226	0.15		21	21
-2.519;3.474	-0.002;0.030	#	#	#	#	#	#	#	#	#	#	-0.230;0.395	#	#	#	#	#	#	-10101902020220100332593307268840207547026459262976292800322369350651163163399033456034469570622017058134223097328893671261112481557939050570146878481087645223301194761371648.000;30302102020220300664574332490088194240975053226386890495878038739321806527498853704181412536396137797637614012637783680463359852393695378718805435416347933221238915446341632.000	-1.362;1.502	#	#	#	#	#	0.010;0.027	-0.241;0.400	#	-0.633;0.690	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.512	0.935	1	75.75	9883	2226	0.24		21	43
#	#	#	#	#	#	#	#	#	#	#	#	0.337;1.007	#	#	0.008;1.499	#	#	#	#	#	#	1.022;3.706	#	#	#	#	#	#	#	#	#	#	010001000010010100000001100001010100000000001000000000000010000000000000010000010100000000010000000101010001010100100100110000000000000000000000000000000000000000000000000000	0.112	0.803	1	632.70	9909	2252	0.09		21	7019
#	#	0.024;0.047	#	0.019;0.067	#	#	0.850;3.065	#	#	#	#	#	#	#	0.943;2.236	#	#	#	#	#	#	#	#	#	#	#	0.312;0.832	#	#	#	0.482;0.805	#	100001010101100101010101000110000101000000000000000011000010000000010000100100000000000000000000100000001100010100000100010000000000000000000000000000000100000000000000000000	0.147	0.825	2	466.88	9942	2285	0.18		22	242
-3.746;3.746	#	#	#	-0.027;0.057	#	#	-1.808;1.808	#	#	#	#	#	#	#	#	#	#	-0.115;0.115	#	#	#	#	#	#	#	#	-0.195;0.195	#	#	#	-0.179;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.228	0.862	1	72.03	9966	2309	0.18		22	43
#	#	#	#	#	#	#	#	-0.068;0.155	0.045;0.237	0.191;0.832	#	#	#	#	#	#	#	#	#	#	#	#	#	1.962;6.769	#	#	#	#	0.082;2.051	#	#	#	010000010000000000000000100000010000000000000000000000000000000100000010110000010000000000000000010101010101010110011000000000000000000000000000000000000000000001000000000000	0.145	0.824	2	658.57	9720	2414	0.15		21	6227
#	0.028;0.055	0.016;0.059	#	0.072;0.140	#	#	1.195;3.114	#	#	#	#	#	#	#	#	#	#	#	#	0.050;1.422	#	#	#	5.048;7.552	#	#	#	0.031;0.312	#	#	#	#	010001000010010000011000000000010100000000000000000000000000010000000010000000010000000000000010010100000100010011001000000000000000000000000000100000000000000100000000000000	0.337	0.897	1	332.62	9794	2488	0.21		21	86
#	#	#	#	#	#	-0.009;0.376	#	#	#	#	0.081;0.132	0.238;0.700	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.094;0.863	#	#	001001010010010000000001000000000100000000000100000000000001000000000001000000000010100000000010010100010100010011000000001000100000000000000000000000000000000000000000000000	0.121	0.809	2	697.90	9841	2535	0.12		21	4038
-3.746;3.746	-0.011;0.023	#	#	-0.027;0.057	#	#	-1.808;1.808	0.353;0.628	#	#	#	#	#	-32.192;32.192	#	0.006;0.106	#	-0.115;0.115	#	#	#	#	#	#	-0.013;0.013	#	-0.195;0.195	#	#	#	-0.179;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	57.41	9966	2660	0.33		21	21
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	1.481;2.898	#	0.257;0.493	#	#	#	0.322;0.673	#	#	#	#	#	#	#	0.944;2.237	#	#	#	010010000001010100000101000000010001000000000000000000000001000000001001000000000010001000001100100000010100010011000100010001000000000000000000000000000000010000000000000000	0.166	0.836	2	288.17	9690	2735	0.12		20	83
#	-0.003;0.030	#	#	#	-0.420;0.601	#	#	#	#	#	#	#	#	-44.494;24.255	#	#	-0.175;0.343	#	#	#	#	#	0.132;0.289	#	#	#	#	#	#	0.520;1.193	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	75.72	9825	2870	0.18		20	40
-2.519;3.474	-0.002;0.030	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.241;0.400	#	-0.633;0.690	#	-0.045;0.182	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.219	0.859	1	69.87	9883	2928	0.15		19	60
#	0.007;0.030	#	#	#	-0.266;0.477	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-1.362;1.502	#	5.346;9.946	#	#	#	0.010;0.027	#	#	-0.544;0.602	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.512	0.935	1	75.63	9883	2928	0.18		19	39
-3.746;3.746	#	#	#	-0.027;0.042	-0.353;0.353	#	-1.808;3.452	#	-0.109;0.109	#	#	#	#	#	#	#	#	-0.115;0.115	#	#	#	-1.965;1.965	#	#	#	#	-0.195;0.195	#	#	#	-0.179;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	56.99	9966	3011	0.27		20	20
4.587;11.157	#	#	#	#	#	-0.058;0.564	#	-0.106;0.188	#	#	#	0.261;0.732	#	#	-0.450;0.743	#	#	#	#	#	#	#	#	#	-0.009;0.033	#	#	#	#	#	0.310;0.895	#	010000000001000100100001100001000101100000000000000000000000000100000000010000010000001000000010100011000100010010000100010000000010000000000000000001000000000000000000000000	0.134	0.818	1	669.55	9731	3127	0.21		19	1210
#	#	#	#	#	-0.420;0.601	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.083;0.397	#	#	#	#	#	#	#	#	0.520;1.193	#	-0.026;0.044	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	75.64	9825	3221	0.12		19	38
-2.519;3.474	#	#	#	#	#	0.120;0.471	#	#	#	#	#	-0.230;0.395	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.633;0.690	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	88.07	9883	3279	0.12		18	18
-3.746;3.746	#	#	#	-0.027;0.057	-0.353;0.353	#	-1.808;1.808	#	#	#	#	#	#	#	#	#	#	-0.115;0.115	#	#	#	#	#	#	#	#	-0.195;0.195	#	#	#	-0.179;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.229	0.863	1	71.83	9966	3362	0.21		19	37
#	0.027;0.056	#	#	#	#	#	#	-0.042;0.138	#	#	0.069;0.108	#	#	#	#	-0.039;0.059	#	#	#	#	#	-1.289;4.940	#	#	#	#	#	#	-0.432;1.302	#	#	#	010001100000000100100000001001010000000000000000000001000000000100000000100000010000000000000010100010010100010100000100110000000000000000000000000000000000000000000000000000	0.135	0.819	1	636.30	9974	3370	0.18		19	6042
#	#	-0.002;0.025	0.041;0.294	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	62627306363592621731598866191785015653502402515402389990657843495714780877675201551150204937806087884464556838064090916549010904808380744161993840600272975333278819645652992.000;137374713838407370441156659876412273943205999702117496358063898605470184200299751983092770233445726490202096152956998994535596114099762475468543621027172608029706314644979712.000	#	#	#	#	#	#	-0.012;0.023	#	#	#	#	#	#	100001010101000001010101010110000101000000000000001000000000000000000110101000010000000000000001010100000000010010100000010000000000010010000001010000001000000000000000001000	0.199	0.851	1	594.95	9730	3477	0.12		18	447
#	#	#	#	#	-0.406;0.782	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.522;3.397	#	#	#	0.017;0.036	0.379;0.760	#	-0.823;1.057	#	#	#	011001000000101000000010101010000010000011100000000110000000000000000000100000010000000000010000010001010101010110000000000000001000000000101010000000000000000000000000001000	0.082	0.779	1	625.48	9769	3516	0.15		18	1919
-1.567;3.504	#	#	#	#	-0.420;0.601	#	-1.093;1.121	0.280;0.578	#	-0.041;0.231	#	#	#	#	-0.534;0.610	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.170;0.355	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.309	0.889	1	69.86	9825	3572	0.21		18	55
#	#	#	0.001;0.630	0.079;0.129	#	#	#	#	#	0.544;0.783	#	0.567;1.020	#	#	#	#	#	#	#	#	-0.037;0.554	#	#	#	0.080;0.106	#	#	#	#	#	#	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	127.23	9894	3641	0.18		17	17
#	#	#	#	-0.027;0.042	#	#	#	#	-0.109;0.109	#	#	#	#	-32.192;32.192	#	#	#	#	#	#	#	-1.965;1.965	#	-2.453;2.453	-0.012;0.012	#	#	#	#	0.682;1.279	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	56.36	9966	3713	0.21		18	18
-3.746;3.746	-0.011;0.023	#	#	-0.027;0.057	-0.353;0.353	#	-1.808;3.452	0.353;0.628	#	#	#	#	#	#	#	0.006;0.106	#	-0.115;0.115	#	#	#	#	#	-2.754;2.754	-0.013;0.013	#	-0.548;0.195	#	#	#	-0.179;0.179	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	56.36	9966	3713	0.36		18	18
0.030;7.061	#	0.004;0.037	-0.093;0.536	#	0.125;0.886	#	#	#	-0.034;0.208	#	#	#	#	#	#	#	#	#	#	0.417;1.425	#	#	#	#	#	#	#	#	#	#	0.352;0.789	#	010101100000100101100010100000001000000000100000000000100000001010000100100000010000000000001010100011000000010110000000000010011000100000100000000010000000000000100000000000	0.065	0.761	1	684.51	9988	3735	0.21		18	3055
3.620;8.922	0.016;0.055	0.001;0.030	0.375;0.707	-0.009;0.060	#	#	#	#	#	#	#	0.700;0.936	#	#	#	#	#	#	#	#	0.367;0.865	#	#	#	#	#	#	#	#	#	#	#	010001000001100001000110000010100010000010000000000001000000000101001110010100010100001000010000100101000100010111010100010000000000000010100100000100100000000000000000000000	0.222	0.860	1	380.69	9665	3763	0.21		17	52
