-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0	0	0	1	0	#	#	#	#	#	#	0	0	#	0	0	0	0	#	#	0	0	000010000000000000000000000000000000000000001	0.699	0.965	1	72.99	953	51	0.57		7	24
0	0	1	#	#	0	#	1	#	0	#	#	#	#	#	0	#	0	0	#	0	0	0	000000000100000000000000000000000000000001000	0.799	0.978	1	10.50	697	52	0.52		2	4
0	#	#	1	#	#	0	#	#	#	#	1	0	0	0	0	#	0	0	#	0	0	#	000000000000000000000000000000000000000001000	0.799	0.978	7	53.79	986	53	0.52		30	32
0	0	0	#	0	#	#	0	#	0	#	#	0	#	0	#	0	#	0	#	0	#	#	000000000100000000000000000000000000000000000	0.452	0.924	1	143.54	973	54	0.48		54	289
1	1	#	0	#	#	#	0	#	#	0	0	#	#	#	#	#	0	0	0	#	#	#	000010000000000000000000000000001000000000000	0.853	0.984	1	134.27	962	55	0.39		66	82
0	0	1	#	0	#	#	#	0	#	1	#	0	0	#	0	#	0	0	#	0	#	0	000000000100000000000000000000000000000000000	0.382	0.908	2	20.79	702	57	0.57		2	15
1	0	#	0	#	0	#	#	0	0	#	#	#	#	#	0	#	0	0	#	0	0	0	000010000000000000000000000000000000000000000	0.934	0.993	3	162.06	1000	58	0.52		114	118
#	1	#	#	0	0	0	#	#	0	#	0	0	0	#	#	#	#	#	#	0	0	#	000000000100000000000000000000000000000000000	0.357	0.902	3	109.78	898	59	0.43		9	60
#	#	0	#	#	#	#	#	#	#	0	#	0	0	0	1	0	#	0	0	#	0	0	000000010000000000000000000000000000000000000	0.368	0.905	2	88.36	706	61	0.48		2	50
0	0	#	0	#	1	0	0	#	0	0	1	0	0	#	#	0	0	#	0	0	#	0	000000000000000000000000000000000000000000010	0.763	0.973	2	22.60	984	62	0.70		5	5
1	#	0	0	1	#	#	0	0	#	#	#	0	1	#	0	0	1	#	#	0	#	#	000010000000000000000000000000000000000000001	0.740	0.970	2	16.00	708	63	0.52		4	6
0	#	0	#	0	0	0	0	#	0	#	0	#	#	#	#	0	#	0	#	0	0	#	000000000001000000000000000000000000000001000	0.242	0.868	1	158.19	709	64	0.52		2	234
0	0	#	#	#	0	0	0	0	#	#	1	#	0	#	#	#	#	#	#	#	0	0	100000000000000000000000000000000000000000000	0.488	0.931	2	54.68	927	65	0.43		44	111
0	0	#	0	0	0	0	#	0	#	#	1	#	0	#	#	#	#	#	#	#	0	0	100000000000000000000000000000000000000000000	0.566	0.945	2	50.93	927	65	0.48		32	65
#	0	0	#	#	0	#	0	0	#	#	0	0	#	0	#	#	#	#	1	#	#	0	000000000000000000000000000000000000101000000	0.263	0.875	2	95.53	711	66	0.43		2	65
0	0	0	#	#	0	#	0	0	#	#	#	#	0	#	1	0	0	#	0	#	#	#	000000000000000000000000000000000000001000000	0.439	0.921	2	80.20	924	67	0.48		13	59
#	1	1	#	#	0	0	1	0	0	1	#	0	0	#	#	#	0	0	#	#	0	#	100000000000000100000000000000000000000000000	1.000	1.000	2	3.50	713	68	0.57		2	2
#	#	0	0	0	#	#	0	#	0	#	#	0	#	#	0	0	#	#	#	0	0	#	000000000000000000000000000000001000000000000	0.447	0.923	1	151.82	962	70	0.43		94	404
0	0	0	#	0	#	#	0	0	0	#	0	0	0	#	1	#	0	#	#	0	0	0	000000000000000000000000100000000000000000000	0.527	0.938	1	102.25	952	75	0.65		30	81
1	#	0	#	0	#	#	0	0	#	0	0	#	#	0	0	0	0	0	0	#	0	#	000010000000000000000000000000000000000000000	0.791	0.977	2	162.47	962	76	0.61		150	161
#	#	#	0	1	#	0	#	#	#	#	#	#	#	0	0	1	#	0	0	0	0	#	000000000000000000000000000000000000000000001	0.861	0.985	1	26.67	694	77	0.43		3	3
#	1	0	#	0	#	#	0	0	#	#	0	0	#	0	0	#	#	0	0	#	0	0	000000000000000000000000000000010000000000000	0.292	0.884	1	135.45	723	78	0.57		4	101
#	0	1	1	0	0	1	#	#	0	1	#	0	0	0	#	#	0	0	0	0	#	#	000000000000000000000000100000000000000001000	1.000	1.000	1	1.50	725	80	0.65		2	2
#	#	0	0	0	0	#	0	#	0	0	#	0	#	#	0	1	#	0	0	#	#	0	000000000000000000000000000000001000000000000	0.445	0.922	1	71.73	871	82	0.57		7	24
#	0	0	0	#	0	#	0	0	#	0	0	0	#	0	0	0	#	0	0	0	#	#	000000000000000000000000000000000000000000001	0.435	0.920	1	178.47	953	83	0.65		26	199
#	#	#	1	0	#	0	0	0	#	#	1	0	#	#	#	0	#	0	1	0	0	0	000000000000000000000000000000000000000001000	1.000	1.000	2	20.00	730	85	0.57		2	2
#	0	#	0	0	0	0	0	1	#	#	0	#	0	0	#	#	0	0	0	#	#	0	000000000000000000000001000000000000000000000	0.763	0.973	1	101.45	994	87	0.61		21	30
#	0	#	0	0	0	0	0	1	#	#	#	#	0	0	#	#	0	0	0	#	#	0	000000000000000000000001000000000000000000000	0.784	0.976	1	101.78	994	87	0.57		27	37
#	0	#	#	#	#	#	0	0	#	0	#	#	0	#	#	0	#	#	1	#	#	0	000000000000000000000000000000000000000000010	0.397	0.912	1	85.71	734	89	0.35		3	82
#	0	1	#	0	0	#	0	#	0	#	1	#	#	#	#	#	#	#	#	0	0	#	100000000000000100000000000000000000000000000	0.475	0.928	1	32.29	735	90	0.39		2	49
#	#	0	0	#	0	#	#	#	0	#	#	0	1	1	#	0	#	#	#	#	#	0	000000000010000000000000000000010000000000000	0.335	0.896	2	50.99	833	91	0.39		4	45
0	0	#	0	#	0	0	0	#	0	0	0	#	0	0	1	0	0	#	#	#	0	0	000000000100000000000000000000000000000000000	0.614	0.952	1	102.85	915	92	0.70		27	56
#	0	#	#	#	#	1	#	0	0	0	1	#	0	0	1	0	#	#	#	#	0	#	000000000000000000000000100000000000100000000	0.635	0.956	1	20.25	738	93	0.48		2	4
0	1	0	#	#	0	#	#	0	0	#	1	#	1	#	0	#	1	0	0	0	#	#	000000000000000000000000000000001000000000000	0.799	0.978	2	21.25	739	94	0.57		3	4
0	0	1	#	0	0	0	#	0	#	#	#	0	0	0	0	#	0	#	#	0	1	#	100000000000000000000000000000000000000000000	0.861	0.985	1	6.00	760	96	0.61		6	6
0	0	0	0	0	#	#	#	#	#	0	#	0	1	0	#	0	1	0	0	#	0	0	000000000000000000000000000000010000000000000	1.000	1.000	1	57.25	982	97	0.65		8	8
0	#	#	#	#	0	#	0	0	0	#	0	#	0	#	0	0	#	#	0	0	0	#	000000000000000000000000000000000000010000000	0.400	0.912	1	146.55	745	100	0.52		4	143
#	#	0	0	#	0	#	#	#	#	#	0	0	#	#	0	#	0	0	0	#	0	#	000000000000000000000100000000000000000000000	0.361	0.903	1	171.33	959	101	0.43		14	356
#	0	0	0	0	#	#	0	0	#	#	#	0	#	0	0	0	0	0	0	#	0	#	010000000000000000000000000000000000000000000	0.409	0.915	3	177.70	882	102	0.61		9	180
#	#	#	1	#	#	1	0	#	0	0	1	#	0	0	#	#	#	0	0	#	1	#	000000000000000000000000100000000000000000000	1.000	1.000	1	8.00	748	103	0.48		2	2
#	0	#	0	#	#	0	#	0	0	0	0	0	#	0	1	#	0	0	#	#	0	0	000000000000000000000000000000000001000000000	0.439	0.921	1	104.65	934	104	0.61		8	58
#	0	#	0	#	#	0	#	0	0	0	0	#	#	#	1	#	0	0	#	#	0	0	000000000000000000000000000000000001000000000	0.425	0.918	1	100.53	934	104	0.52		8	72
#	#	0	0	0	#	#	0	0	#	0	0	0	0	#	#	#	#	#	0	#	0	0	000000000000000000000000000000000000000100000	0.377	0.907	2	167.53	952	107	0.52		10	203
#	0	#	0	0	0	0	0	0	#	0	#	0	0	0	#	0	0	#	#	1	#	0	000000000000000000000000000000000010000000000	1.000	1.000	2	58.00	977	109	0.65		5	5
#	0	0	0	1	0	0	#	#	#	0	0	#	#	#	#	#	1	0	#	0	0	0	000010000000000000000000000001000000000000000	0.635	0.956	2	19.50	756	111	0.57		2	4
#	#	0	#	0	0	#	#	#	#	0	0	0	0	0	#	0	#	0	0	#	#	#	000000000000000000000000000000000001000000000	0.368	0.905	3	168.97	825	113	0.48		4	232
#	#	0	0	#	0	#	#	#	0	0	#	0	#	0	#	0	1	0	0	#	0	#	000000000010000000000000000000000000000000000	0.375	0.907	2	70.99	759	114	0.52		2	30
#	0	#	0	0	0	#	#	#	#	0	1	#	#	0	0	1	0	#	#	0	1	1	100000000000000000000000000000000000100000000	1.000	1.000	1	7.00	760	115	0.57		2	2
#	#	#	#	#	#	0	0	#	#	0	0	0	#	1	0	#	1	#	#	0	0	0	000010000000000000000000000000001000000000000	0.419	0.917	1	29.16	764	119	0.48		2	16
0	#	#	#	#	#	#	#	#	#	#	#	0	1	0	#	#	0	0	#	#	0	#	000000000000000000000000000000000010000000000	0.420	0.917	1	102.36	765	120	0.30		4	39
0	#	#	0	0	0	#	#	0	0	#	1	0	#	0	0	#	0	#	#	0	1	0	000000000000000000000000000000010000000000000	0.578	0.947	2	19.20	768	123	0.61		2	5
1	1	#	0	#	0	#	#	#	#	0	0	#	#	#	#	#	0	0	0	#	#	#	000010000000000000000000000000001000000000000	0.845	0.983	1	134.28	962	124	0.39		61	77
1	1	#	0	0	#	#	0	#	#	0	0	#	#	#	#	#	0	0	0	#	#	#	000010000000000000000000000000001000000000000	0.854	0.984	1	134.72	962	124	0.43		58	74
#	#	#	#	0	#	#	0	#	0	0	#	0	1	0	0	#	#	0	#	0	#	0	000010000000000000000000000000000000000000000	0.550	0.942	1	139.79	962	125	0.48		78	158
#	#	1	0	#	#	0	#	0	0	#	#	#	#	0	1	1	#	#	#	0	#	#	000000000100000000000000000000000000000000000	0.478	0.929	1	10.40	773	128	0.39		2	5
#	0	0	0	#	0	#	#	#	0	#	0	#	#	#	#	#	#	#	0	#	#	0	000000000000000000000000000000000010000000000	0.392	0.911	2	163.86	977	130	0.35		13	335
#	0	#	0	#	0	#	#	#	#	#	#	0	#	1	0	0	#	0	#	#	1	#	000000000010000000000000000000000000000000000	0.578	0.947	1	38.62	861	135	0.39		6	15
#	#	0	1	#	0	0	0	0	#	#	0	0	0	0	#	0	#	0	#	#	0	0	000000000000000000000000000000000000000001000	0.712	0.967	3	47.25	781	136	0.61		6	8
#	#	1	#	0	0	#	#	0	#	#	#	0	#	0	1	0	#	0	0	#	0	0	000000000000000000000000100000000000000000000	0.406	0.914	3	23.68	995	138	0.52		4	16
0	0	#	0	0	0	0	0	1	#	#	0	#	0	0	#	#	0	0	0	#	0	0	000000000000000000000001000000000000000000000	0.806	0.979	1	97.92	994	140	0.70		19	25
0	#	0	#	#	0	0	#	#	#	#	0	0	#	#	#	0	0	0	0	0	0	0	000000000100000000000000000000000000000000000	0.421	0.917	3	165.45	874	142	0.57		16	158
0	0	#	0	#	0	0	#	#	0	0	0	#	#	0	#	0	0	#	#	#	0	0	000000000100000000000000000000000000000000000	0.483	0.930	1	130.91	973	143	0.57		54	240
0	0	#	0	#	0	0	0	#	0	0	0	#	#	0	1	0	0	#	1	0	0	0	000000000100000000000000000000000000000000000	0.708	0.966	2	91.36	915	143	0.74		22	34
#	#	#	#	0	#	#	0	0	#	#	#	#	#	0	0	#	0	1	#	0	#	#	000000000000000000000000000000000000100001000	0.567	0.945	2	26.98	876	144	0.35		9	25
#	0	#	#	0	0	#	0	0	#	0	0	#	1	0	#	#	#	#	#	#	#	0	000000000000000000000000000000010000000000000	0.587	0.948	1	140.61	982	146	0.43		31	71
#	#	#	0	0	0	#	#	0	#	#	#	#	#	0	#	0	#	0	0	#	#	0	100000000001000000000000000000000000000000000	0.248	0.870	1	153.77	792	147	0.39		2	428
0	#	#	#	0	0	0	#	0	#	#	1	#	0	#	#	#	#	#	#	#	0	0	100000000000000000000000000000000000000000000	0.471	0.927	1	54.40	927	147	0.39		40	109
0	0	#	#	0	0	0	#	0	0	#	1	#	0	#	#	#	#	#	0	#	0	0	100000000000000000000000000000000000000000000	0.511	0.935	1	57.20	920	147	0.52		33	78
1	#	#	0	1	#	0	0	#	#	#	#	0	1	1	0	#	0	#	0	#	0	0	000010000000000000000000000000000000000000001	1.000	1.000	1	23.50	793	148	0.57		2	2
#	0	1	0	0	0	#	0	#	#	1	1	#	#	#	#	#	0	#	0	#	#	1	000000000000100000000000000000000000010000000	0.434	0.920	1	8.00	794	149	0.48		2	5
1	#	0	#	0	#	0	0	0	#	0	0	#	#	0	0	0	0	0	0	#	0	#	000010000000000000000000000000000000000000000	0.789	0.977	1	162.47	962	155	0.65		139	150
1	#	0	0	0	#	0	0	#	#	0	0	#	#	0	0	0	0	0	0	#	0	#	000010000000000000000000000000000000000000000	0.790	0.977	1	162.46	962	155	0.65		140	151
0	#	#	0	0	#	#	0	0	0	#	0	0	0	0	1	#	0	0	#	0	0	0	000000000000000000000000100000000000000000000	0.522	0.937	1	102.11	952	157	0.70		27	77
#	0	0	#	0	#	#	0	0	0	#	0	0	0	#	1	#	0	#	#	0	0	0	000000000000000000000000100000000000000000000	0.532	0.939	1	102.25	952	157	0.61		28	72
#	#	0	#	0	#	0	#	0	#	#	0	0	#	0	0	#	#	#	0	#	#	#	000000000000000000000000000000000010000000000	0.363	0.904	2	169.28	977	158	0.39		13	314
1	#	0	#	1	#	#	0	0	0	0	#	0	1	#	#	#	0	#	#	#	0	#	000010000000000000000000000000001000000000001	0.724	0.968	1	33.00	804	159	0.48		3	7
0	0	0	#	#	#	#	0	0	#	#	#	0	0	1	0	#	1	#	0	0	0	#	000000000010000000000000000000000000000000000	1.000	1.000	1	23.50	808	163	0.57		2	2
#	#	#	0	#	#	#	#	0	0	#	#	0	0	#	0	0	#	0	0	#	0	#	100000000000000000000000000000000000000000000	0.441	0.921	1	155.36	943	164	0.43		49	254
#	1	0	0	0	#	#	0	#	0	#	#	#	#	#	0	0	0	#	0	0	0	#	000000000000000000000000000000001000000000000	0.648	0.958	1	138.67	962	166	0.52		75	89
#	#	0	0	#	0	#	0	#	#	#	0	0	0	#	0	#	#	0	0	#	0	#	000000000000000000000100000000000000000000000	0.385	0.909	1	170.16	959	168	0.48		12	203
#	0	0	0	#	0	#	#	#	#	#	#	0	0	#	0	#	0	0	0	#	0	#	000000000000000000000100000000000000000000000	0.408	0.914	2	165.59	959	168	0.48		12	184
#	1	#	#	0	0	0	#	#	0	#	0	0	0	#	#	#	#	#	#	0	#	#	000000000100000000000000000000000000000000000	0.345	0.899	1	109.37	898	169	0.39		7	55
#	0	0	0	#	0	#	0	0	#	0	0	0	#	0	#	0	#	0	0	0	#	#	000000000000000000000000000000000000000000001	0.422	0.917	1	167.28	953	170	0.61		24	209
#	0	0	0	#	0	#	0	0	#	0	#	0	#	0	0	0	#	0	0	0	#	#	000000000000000000000000000000000000000000001	0.431	0.919	2	172.09	953	170	0.61		25	199
#	#	#	#	0	#	#	0	#	#	0	#	0	1	#	0	#	#	0	#	#	#	0	000010000000000000000000000000000000000000000	0.549	0.942	1	138.83	962	175	0.35		91	187
0	#	0	0	#	#	#	0	#	#	#	1	#	0	#	0	#	#	#	0	#	0	0	000000000000000000000000000000000000000000010	0.459	0.925	2	57.31	984	179	0.43		4	19
#	#	0	#	#	0	#	#	#	#	#	0	0	0	0	#	0	#	0	0	0	#	#	000000000000000000000000000000000001000000000	0.359	0.903	1	160.60	825	180	0.43		2	245
#	#	0	#	#	#	#	#	0	#	#	#	0	#	0	0	1	#	0	0	0	#	#	000000000000000000000000000000000000000001000	0.498	0.933	2	73.65	986	183	0.39		12	35
#	0	#	#	0	1	0	0	0	1	#	0	#	#	#	#	#	#	0	1	0	0	0	000000000000000000000000000000000000100000010	1.000	1.000	2	8.50	830	185	0.57		2	2
#	1	0	#	0	#	#	0	#	#	0	#	#	#	1	#	0	1	0	0	0	0	0	000000000010000000000000000000000000000000000	0.565	0.944	1	37.00	833	188	0.57		2	4
#	1	0	#	0	#	0	0	#	#	0	#	#	#	1	#	0	#	0	0	0	0	0	000000000010000000000000000000000000000000000	0.485	0.930	1	38.14	833	188	0.57		2	7
#	#	#	#	0	#	0	#	#	#	0	#	0	0	#	0	#	0	#	0	0	#	#	000000000000000000000000000000000000000000010	0.380	0.908	3	149.41	984	190	0.39		12	291
#	#	0	0	1	0	0	0	#	#	#	#	#	#	#	0	0	#	0	#	#	#	0	000000000000000000000000000000000000000000001	0.740	0.970	4	75.31	953	195	0.43		35	39
0	#	0	0	0	0	#	0	#	#	0	#	0	#	#	#	#	0	#	#	#	0	#	000000000000000000000000100000000000100000000	0.269	0.877	2	142.73	841	196	0.43		3	215
0	0	#	1	#	#	0	#	0	#	#	1	0	0	0	0	#	0	0	#	0	0	#	000000000000000000000000000000000000000001000	0.786	0.976	1	54.12	986	197	0.61		26	28
0	#	#	1	#	#	0	#	#	#	#	1	0	0	0	0	#	0	0	#	0	#	#	000000000000000000000000000000000000000001000	0.768	0.974	3	54.06	986	197	0.48		26	29
#	0	#	#	0	#	#	0	0	#	0	0	0	#	#	#	1	0	#	#	#	#	0	000000000000000000000000000000100000000000000	0.387	0.909	1	66.59	845	200	0.43		2	26
#	#	0	#	0	0	#	#	0	0	1	0	#	#	0	1	#	0	#	#	0	0	0	000000000000000000000000100000000000000100000	0.635	0.956	1	24.67	847	202	0.57		2	6
#	#	0	#	#	0	0	#	#	0	0	0	#	#	#	0	0	0	0	0	#	#	0	000000000000000001000000000000000000000000000	0.351	0.901	1	172.65	848	203	0.52		2	299
#	#	0	0	0	0	1	#	#	0	1	1	#	0	0	#	#	0	#	#	0	0	#	000000000000000000000000100000000000000000000	1.000	1.000	2	9.50	854	209	0.57		2	2
#	0	0	0	0	0	0	0	#	0	#	1	0	0	#	#	0	#	#	#	0	#	#	000010000000000000000000000000000000000000000	0.485	0.930	3	65.24	1000	210	0.57		7	28
#	0	0	0	#	0	0	#	1	#	#	0	#	#	0	0	0	#	0	0	#	#	#	000000000000000000000010000000000000000000000	0.424	0.918	2	104.23	856	211	0.52		2	27
0	1	#	0	#	#	#	#	#	0	#	0	#	#	#	0	#	0	#	#	#	1	#	000000000000000000000000000000001000000000000	1.000	1.000	1	44.00	857	212	0.35		2	2
1	1	#	#	0	#	#	0	#	#	0	0	#	#	0	0	0	0	0	0	#	#	#	000010000000000000000000000000000000000000000	0.640	0.956	1	135.97	962	213	0.52		58	61
1	#	0	0	0	#	#	#	0	#	0	0	#	#	#	#	#	0	0	0	#	0	#	000010000000000000000000000000001000000000000	0.687	0.963	1	160.05	962	213	0.48		51	157
0	0	0	#	0	#	#	0	0	0	0	#	0	#	0	0	0	#	0	#	0	#	#	000000000100000000000000000000000000000000000	0.454	0.924	2	160.97	973	214	0.61		16	100
0	0	0	#	0	#	#	0	#	0	#	#	0	0	0	#	0	#	0	#	0	#	#	000000000100000000000000000000000000000000000	0.449	0.923	2	139.02	973	214	0.52		40	210
#	#	#	#	#	0	0	#	#	0	#	0	0	#	0	0	#	#	#	#	0	0	0	000000000000001000000000000000000000000000000	0.358	0.902	1	140.49	860	215	0.43		4	386
#	#	#	#	#	0	0	0	0	0	#	0	#	0	0	#	0	#	1	0	0	0	0	000000000000000000000000000000100000000000000	1.000	1.000	1	47.00	862	217	0.61		2	2
#	0	#	#	#	#	#	0	0	#	0	0	#	#	0	#	#	#	#	0	#	#	0	000000000000000000000000000000010000000000000	0.414	0.916	1	159.30	982	219	0.35		29	301
#	0	#	#	0	#	#	0	0	#	0	0	#	1	0	#	#	#	#	#	#	#	0	000000000000000000000000000000010000000000000	0.587	0.948	1	140.62	982	219	0.39		29	66
0	#	0	0	#	0	#	0	#	#	0	#	0	0	0	0	0	#	#	#	0	0	#	000000000000000000000001000000000000000000000	0.472	0.928	1	148.53	994	220	0.57		24	115
#	0	#	1	0	#	0	#	0	#	#	#	#	0	#	#	#	0	#	0	0	#	1	000000000000000000000000000000000000000001000	0.799	0.978	1	14.62	867	222	0.43		8	8
#	#	#	0	0	0	0	0	0	#	0	#	1	0	0	0	#	#	0	#	0	#	0	000000000000000000000000000000000000001000000	0.874	0.987	1	39.40	869	224	0.61		9	10
0	0	0	#	0	#	#	#	0	0	#	0	0	0	#	1	#	0	#	#	0	0	0	000000000000000000000000100000000000000000000	0.511	0.935	1	102.20	952	225	0.61		26	76
0	#	0	#	0	#	1	0	0	0	#	#	0	0	#	1	#	0	#	#	0	0	0	000000000000000000000000100000000000000000000	0.852	0.984	1	69.46	952	225	0.61		28	28
0	#	0	#	#	0	0	#	#	#	#	#	0	#	#	#	0	0	0	0	0	0	0	000000000100000000000000000000000000000000000	0.415	0.916	1	161.52	881	229	0.52		17	173
0	#	0	#	0	0	0	#	#	#	#	0	0	#	#	#	0	0	0	0	0	0	0	000000000100000000000000000000000000000000000	0.429	0.919	1	174.97	874	229	0.61		14	120
#	#	#	#	0	#	0	0	0	0	0	0	1	0	0	1	0	0	0	1	#	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	55.00	875	230	0.74		1	1
#	0	#	#	0	0	#	#	0	#	#	0	#	0	0	#	0	#	#	#	0	#	0	100000000000000000000000000000000000000000000	0.440	0.921	1	130.28	943	232	0.43		38	254
#	#	#	0	0	0	0	0	0	0	0	0	0	#	#	#	#	#	#	#	#	#	0	000010000000000000000000000100000000000000000	0.338	0.897	1	147.63	950	233	0.48		4	379
#	0	#	0	0	0	#	#	#	0	1	#	#	0	0	0	0	0	#	#	0	0	#	000000000100000000000000000000000000010000000	0.378	0.907	1	55.32	881	236	0.57		2	24
#	0	0	0	0	#	#	#	#	#	#	#	0	#	0	0	0	0	0	0	#	0	#	010000000000000000000000000000000000000000000	0.399	0.912	1	168.01	882	237	0.52		6	192
#	0	0	0	0	#	#	0	0	#	#	#	0	#	0	#	0	0	0	0	#	#	#	010000000000000000000000000000000000000000000	0.394	0.911	1	165.62	882	237	0.52		6	196
