landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	3	-5152.460;5152.460	#	1	#	#	0	#	1	#	#	1	5	#	0	#	#	#	1011100	1.000	1.000	3	13.88	933	30	0.42		8	8
4	#	#	#	3	2	3	#	3	0	0	#	#	#	0	#	#	0	0	1101000	1.000	1.000	1	37.80	934	31	0.53		16	16
4	4	#	-148.200;154.200	1	#	0	#	3	#	0	0	#	#	0	#	0	#	#	0110100	1.000	1.000	2	40.62	806	32	0.53		8	8
6	2	-4704.420;4704.420	#	#	1	0	#	3	0	#	#	0	#	#	0	0	#	0	0011100	1.000	1.000	1	29.12	936	33	0.58		8	8
6	#	#	-347.760;347.760	1	1	#	0	#	#	#	0	0	0	#	1	1	1	0	1011101	1.000	1.000	3	9.88	938	35	0.63		8	8
#	#	#	#	10	#	#	#	#	#	#	0	0	1	0	0	0	0	0	1001000	0.000	0.211	3	66.90	940	37	0.47		8	38
5	1	#	#	10	#	0	#	#	#	0	#	0	#	0	0	1	0	#	1001000	0.000	0.333	3	34.99	961	39	0.53		16	24
6	#	-5246.470;5282.470	-301.400;303.400	#	#	0	0	7	0	2	1	1	0	#	0	1	1	0	1111101	1.000	1.000	2	15.50	943	40	0.79		8	8
4	1	#	#	3	#	#	0	3	#	#	#	0	#	0	0	0	0	0	1011000	0.045	0.733	1	34.77	946	43	0.58		8	15
5	#	-2608.380;5904.380	-187.800;265.800	6	2	0	3	#	0	0	0	0	0	#	0	1	#	#	1100100	1.000	1.000	4	24.38	947	44	0.74		8	8
#	#	#	#	#	#	#	#	2	0	0	0	#	#	#	#	#	#	0	1000010	0.000	0.199	2	70.96	822	48	0.26		8	147
#	3	-359.280;5913.280	#	2	0	#	3	3	0	#	0	0	1	#	#	#	0	0	0011100	1.000	1.000	1	36.88	565	49	0.63		8	8
4	#	#	#	6	0	1	2	#	0	0	#	0	1	0	#	#	1	0	1101011	1.000	1.000	1	20.62	955	52	0.63		8	8
6	1	#	#	1	1	#	#	4	0	0	#	#	1	0	0	#	1	#	1011100	1.000	1.000	1	12.38	956	53	0.58		8	8
3	#	-2967.310;3977.310	-203.920;279.920	#	0	#	3	2	0	0	0	#	0	0	0	#	#	0	1001000	1.000	1.000	3	44.50	957	54	0.68		8	8
3	1	#	#	#	1	0	3	3	0	#	0	#	#	0	#	0	0	#	1001010	0.000	0.467	2	47.98	958	55	0.58		8	15
5	#	1944.320;17177.680	#	#	6	0	#	#	0	#	#	#	5	#	#	0	#	#	1001000	1.000	1.000	2	7.88	959	56	0.37		8	8
5	#	-7274.710;8630.710	-161.560;231.560	10	3	#	0	#	0	0	#	1	#	#	0	1	#	#	1010100	1.000	1.000	2	16.38	960	57	0.58		8	8
#	#	#	#	1	1	#	#	3	0	0	0	0	#	0	#	0	#	#	1100100	0.000	0.081	3	51.00	963	60	0.47		8	23
#	1	#	#	10	#	#	3	3	0	0	0	#	#	#	#	#	#	0	1101000	1.000	1.000	1	50.50	320	62	0.42		8	8
4	2	#	-321.560;323.560	10	#	#	#	7	#	#	#	0	0	#	#	1	#	#	1011111	1.000	1.000	2	23.62	966	63	0.42		8	8
#	4	#	-213.760;229.760	2	0	3	0	#	0	0	0	0	#	#	0	#	0	0	0010100	1.000	1.000	1	53.62	973	70	0.68		8	8
#	#	#	-198.520;436.520	6	#	0	0	4	#	#	0	0	#	0	0	0	0	1	0111100	1.000	1.000	4	8.00	974	71	0.63		8	8
#	#	#	#	3	7	0	5	#	#	0	0	#	#	#	#	#	#	0	1101100	1.000	1.000	2	29.12	717	72	0.37		8	8
#	3	#	-372.960;372.960	#	#	#	#	#	#	0	#	1	#	0	#	#	#	0	1010100	1.000	1.000	3	32.99	920	76	0.32		15	15
#	1	-5124.470;5404.470	#	#	#	0	#	3	#	0	0	#	#	1	#	0	0	0	0010101	1.000	1.000	1	19.88	980	77	0.53		8	8
1	4	-5152.460;5152.460	-186.480;186.480	#	#	#	0	#	#	#	#	1	4	#	#	#	1	1	1111101	1.000	1.000	2	10.62	982	79	0.47		8	8
3	#	#	#	6	#	#	0	#	#	#	#	#	0	0	#	#	#	#	1010100	0.001	0.500	1	42.79	984	81	0.26		14	28
5	#	#	#	10	7	0	2	#	#	0	#	#	#	0	0	#	0	0	0010100	1.000	1.000	3	40.62	985	82	0.53		8	8
4	4	#	-204.680;218.680	3	5	#	0	#	#	#	#	0	0	0	0	#	0	#	1100100	1.000	1.000	2	33.50	857	83	0.58		8	8
#	#	#	-173.400;179.400	8	2	0	2	#	0	#	#	#	#	#	0	0	1	#	1100101	1.000	1.000	1	28.38	988	85	0.47		8	8
#	4	#	-276.640;388.640	1	#	#	#	#	0	1	1	0	#	0	0	0	#	0	1010100	1.000	1.000	2	39.50	860	86	0.58		8	8
#	1	-6588.600;6852.600	#	6	1	0	#	#	#	1	#	#	#	0	#	0	0	0	0010100	1.000	1.000	3	25.38	991	88	0.53		8	8
1	4	#	#	1	#	#	#	3	0	#	#	#	0	#	#	#	1	0	0010101	1.000	1.000	3	36.25	992	89	0.42		8	8
#	#	-5548.510;5876.510	-315.560;329.560	8	2	0	0	#	#	#	0	0	1	1	0	0	#	#	1000100	0.000	0.467	3	26.56	993	90	0.63		8	15
2	4	-7488.750;9312.750	#	2	0	0	3	#	#	0	#	#	7	0	0	#	#	#	1111111	1.000	1.000	1	12.50	995	92	0.58		8	8
#	1	#	-269.160;275.160	#	#	0	#	1	0	0	0	0	0	0	#	#	#	#	0100000	1.000	1.000	3	39.88	996	93	0.53		8	8
3	#	#	#	#	6	0	#	#	#	#	#	0	0	#	#	#	#	#	1100100	0.000	0.429	1	46.38	481	94	0.26		8	23
#	#	-5580.570;7188.570	-248.640;416.640	#	#	#	#	2	#	#	#	#	#	1	#	#	0	#	0100100	0.011	0.636	4	31.09	998	95	0.26		8	22
3	#	-2916.270;3132.270	-295.480;329.480	#	6	#	#	#	#	0	0	#	0	#	#	1	#	#	1001010	1.000	1.000	3	30.38	1000	97	0.42		8	8
#	1	#	#	3	0	#	2	2	0	#	0	#	#	0	0	0	#	#	1000100	1.000	1.000	3	35.86	872	98	0.53		7	7
3	1	-3456.320;3712.320	#	5	6	0	#	#	0	#	#	#	0	#	#	#	#	0	1010100	1.000	1.000	2	30.57	747	102	0.47		7	7
#	#	#	#	7	#	#	#	3	#	0	0	1	1	0	#	#	0	0	1010100	1.000	1.000	2	21.29	877	103	0.47		7	7
2	#	-5364.480;5388.480	#	#	#	#	#	#	1	1	1	#	0	#	#	1	1	1	1111100	1.000	1.000	1	18.71	878	104	0.47		7	7
6	1	-2800.250;2800.250	-272.160;272.160	#	1	#	0	7	#	#	0	#	#	0	0	1	1	1	1111101	1.000	1.000	1	19.14	621	105	0.68		7	7
#	#	-8145.740;8431.740	-207.360;387.360	#	#	#	#	#	#	#	#	#	#	0	#	0	#	#	1100000	0.000	0.265	4	75.95	999	106	0.21		216	603
4	#	#	#	#	#	0	#	#	#	#	#	#	#	#	#	#	#	#	0101000	0.000	0.214	1	69.64	990	107	0.11		77	168
1	4	-3472.310;3472.310	#	#	#	#	0	4	0	#	0	#	0	0	0	1	#	1	0111100	1.000	1.000	5	20.57	882	108	0.63		7	7
#	4	#	#	#	1	0	#	#	0	#	0	0	#	#	1	0	#	#	0011010	0.000	0.429	5	39.07	883	109	0.42		7	14
#	1	#	-171.400;181.400	10	#	0	#	2	0	0	0	#	#	0	0	#	#	0	0010100	0.000	0.429	1	58.82	985	110	0.58		14	28
#	2	-3193.320;3975.320	-163.360;179.360	10	#	#	#	5	0	#	#	#	1	0	#	#	#	#	1101110	1.000	1.000	1	15.43	886	112	0.42		7	7
2	3	#	#	2	0	0	3	3	#	#	0	#	0	#	#	#	0	#	1101000	0.035	0.714	1	44.28	889	115	0.53		7	14
1	#	-8064.720;8064.720	#	1	1	#	0	#	1	0	0	0	7	#	#	#	#	#	1101000	1.000	1.000	1	12.29	374	116	0.53		7	7
3	#	-4327.390;4409.390	#	6	#	#	3	#	0	0	0	#	0	#	0	#	#	#	1010100	1.000	1.000	2	44.71	762	117	0.47		7	7
3	1	#	#	#	#	#	#	#	0	#	0	0	#	#	#	1	1	0	1111100	0.035	0.714	2	22.39	892	118	0.42		7	14
4	1	#	-282.400;322.400	8	#	0	#	#	#	0	0	#	0	0	1	#	#	0	1100110	1.000	1.000	1	35.43	119	119	0.58		7	7
#	#	-2128.360;5936.360	-74.840;388.840	#	2	#	#	#	0	#	0	0	0	#	#	0	#	0	1000100	0.001	0.493	1	67.46	988	121	0.47		41	62
#	#	-5211.580;7781.580	-323.680;351.680	#	#	#	0	2	#	#	0	#	0	0	#	0	0	#	1000100	0.035	0.714	1	66.18	896	122	0.47		27	54
3	1	#	-289.320;295.320	#	6	#	#	3	#	#	0	#	#	#	0	#	1	0	1001010	1.000	1.000	2	32.00	897	123	0.47		7	7
4	2	-3242.320;3926.320	#	#	#	#	0	3	#	0	#	0	1	#	#	1	1	#	1101000	1.000	1.000	1	19.29	640	124	0.53		7	7
#	4	-3198.310;3746.310	-174.440;188.440	3	#	#	#	3	#	#	0	#	1	#	#	#	0	0	1101000	1.000	1.000	1	33.54	294	125	0.47		14	14
4	#	#	-294.400;310.400	3	#	3	#	#	#	0	0	0	1	0	#	0	#	#	1101000	1.000	1.000	1	37.78	772	127	0.53		14	14
5	#	-4556.440;5300.440	-144.080;380.080	9	7	#	#	#	1	0	#	#	1	0	#	#	#	#	1000100	1.000	1.000	2	20.43	902	128	0.47		7	7
#	#	-6542.630;7570.630	#	10	3	#	#	#	#	#	0	#	0	#	0	#	#	#	0000100	0.000	0.286	2	36.85	390	132	0.32		7	14
#	#	-6542.630;7570.630	#	10	3	#	#	#	#	#	0	#	0	#	0	#	#	#	1010000	0.004	0.571	1	36.85	390	132	0.32		7	14
4	#	-5041.490;5935.490	#	#	#	#	0	#	0	0	#	0	1	0	0	#	0	#	1100000	0.004	0.577	1	56.45	908	134	0.53		19	25
4	#	-5041.490;5935.490	#	#	2	#	0	#	0	0	0	0	1	#	0	#	0	#	1100000	0.001	0.509	1	56.03	908	134	0.58		13	25
3	4	#	-173.400;179.400	#	#	3	0	3	0	#	#	0	0	#	0	0	#	#	0100001	0.035	0.714	1	40.00	909	135	0.58		7	7
3	4	#	-173.400;179.400	#	#	3	0	3	0	#	#	0	0	#	0	0	#	#	0000100	0.000	0.429	2	40.00	909	135	0.58		7	7
4	2	#	#	10	#	0	#	#	#	0	0	0	#	0	#	1	#	0	0101000	0.000	0.121	1	28.57	910	136	0.53		19	26
4	2	#	#	10	#	0	#	#	#	0	0	0	#	0	#	1	#	0	1000001	0.000	0.011	1	28.57	966	136	0.53		14	26
1	#	-4928.440;4928.440	-312.480;312.480	#	1	#	#	6	#	1	1	1	#	#	0	1	#	#	0000010	0.243	-0.868	1	25.37	765	137	0.53		6	26
1	#	-4928.440;4928.440	-312.480;312.480	#	1	#	#	6	#	1	1	1	#	#	0	1	#	#	1111100	0.035	0.714	2	25.37	982	137	0.53		26	26
#	1	-3696.330;3696.330	-347.760;347.760	6	0	#	#	#	0	0	#	0	#	#	1	0	0	0	1101010	1.000	1.000	2	37.00	783	138	0.63		6	6
4	1	-3696.330;3696.330	-347.760;347.760	6	0	#	#	#	0	0	0	0	#	#	1	0	#	0	1101010	1.000	1.000	1	37.00	783	138	0.68		6	6
#	1	-4080.390;4656.390	-164.320;168.320	8	2	0	3	#	#	0	#	0	#	0	#	0	0	#	0010110	0.000	0.243	2	64.83	785	140	0.63		7	40
#	1	-4080.390;4656.390	-164.320;168.320	8	2	0	3	#	#	0	#	0	#	0	#	0	0	#	1000000	0.000	0.143	1	64.83	976	140	0.63		40	40
3	1	#	-156.240;156.240	#	0	#	0	4	#	#	#	0	0	0	0	#	0	0	0001010	0.000	0.429	1	26.43	915	141	0.63		7	7
3	1	#	-156.240;156.240	#	0	#	0	4	#	#	#	0	0	0	0	#	0	0	1000100	0.000	0.429	1	26.43	915	141	0.63		7	7
#	3	#	-259.120;275.120	2	#	0	3	#	0	0	0	0	0	#	0	0	0	0	1011000	0.001	0.504	1	55.14	916	142	0.74		6	19
4	#	-7087.700;8593.700	-160.320;172.320	#	5	#	0	#	#	#	0	#	#	0	#	0	1	#	1100011	1.000	1.000	2	35.67	917	143	0.47		6	6
4	#	-6352.349;8593.700	-160.320;172.320	#	5	3	#	#	#	#	0	#	#	0	#	0	1	#	1100011	1.000	1.000	3	35.67	917	143	0.47		6	6
#	#	#	-113.000;139.000	10	#	0	6	#	1	0	0	0	#	#	#	0	#	#	0001110	0.035	0.714	1	27.00	918	144	0.47		7	7
#	#	#	-113.000;139.000	10	#	0	6	#	1	0	0	0	#	#	#	0	#	#	1000000	0.000	0.143	1	27.00	918	144	0.47		7	7
6	#	2985.580;12394.420	-231.960;261.960	#	#	#	0	3	0	#	1	#	#	0	#	0	0	#	0010100	0.035	0.714	2	20.86	919	145	0.53		7	7
6	#	2985.580;12394.420	-231.960;261.960	#	#	#	0	3	0	#	1	#	#	0	#	0	0	#	1000000	0.000	0.429	1	20.86	919	145	0.53		7	7
2	#	-3051.340;4565.340	#	2	#	#	#	3	0	#	#	1	1	0	#	#	0	0	1000000	0.000	0.429	1	30.43	920	146	0.53		7	7
2	#	-3051.340;4565.340	#	2	#	#	#	3	0	#	#	1	1	0	#	#	0	0	0010100	0.035	0.714	1	30.43	920	146	0.53		7	7
#	4	#	-307.440;307.440	#	#	0	0	#	0	0	#	#	#	#	#	0	0	#	1101110	0.000	0.429	1	51.63	921	147	0.42		6	25
#	4	#	#	#	#	0	0	#	0	#	#	#	#	#	#	0	0	#	1000100	0.000	0.369	1	60.42	984	149	0.32		34	53
5	1	14897.330;31283.345	#	#	6	#	0	#	#	0	#	0	1	0	#	#	0	#	1001000	1.000	1.000	2	12.83	925	151	0.53		6	6
5	1	14897.330;29906.670	#	#	6	0	0	#	#	0	#	0	1	0	#	#	0	#	1001000	1.000	1.000	1	12.83	925	151	0.58		6	6
#	#	-3136.280;3136.280	-367.920;367.920	#	#	#	#	#	#	#	1	#	0	#	#	#	0	#	0101000	0.000	0.048	2	41.26	983	153	0.26		14	21
#	#	-3136.280;3136.280	-367.920;367.920	#	#	#	#	#	#	#	1	#	0	#	#	#	0	#	1010101	0.000	0.048	1	41.26	983	153	0.26		7	21
1	#	-3983.360;4081.360	#	#	#	#	#	#	0	#	#	#	#	0	#	0	0	#	0010100	0.000	0.451	2	72.61	973	155	0.32		40	65
1	#	-3983.360;4081.360	#	#	#	#	#	#	0	#	#	#	#	0	#	0	0	#	1000000	0.000	0.209	2	72.61	921	155	0.32		32	65
4	4	-5377.490;5599.490	-185.480;187.480	#	#	#	11	3	0	0	0	#	1	#	0	#	#	0	1010100	1.000	1.000	1	41.17	930	156	0.63		6	6
#	#	#	-334.880;411.847	2	#	0	#	#	#	#	#	#	#	#	#	#	#	#	0010100	0.000	0.422	1	62.89	995	157	0.16		65	84
#	#	#	-334.880;390.880	2	#	0	3	#	#	#	#	#	#	#	#	#	#	#	0010100	0.000	0.305	1	61.38	995	157	0.21		41	60
3	#	#	-378.000;378.000	6	#	#	0	#	#	#	#	#	#	0	#	0	#	#	1010100	0.011	0.639	2	42.40	984	158	0.32		13	19
4	#	#	#	3	2	3	#	3	0	0	#	#	#	0	#	#	#	0	1101000	1.000	1.000	2	41.62	934	160	0.47		13	13
#	4	-5366.480;5386.480	#	#	#	#	#	#	0	0	#	0	0	0	0	#	0	#	0100000	0.000	0.165	1	76.11	934	163	0.47		32	79
#	1	-5288.530;6584.530	-331.760;363.760	#	#	#	#	#	0	#	#	0	1	#	0	#	0	0	0001100	0.000	0.286	1	63.99	961	166	0.47		14	54
#	#	#	#	10	#	#	#	#	#	#	0	0	1	0	0	#	0	0	1001000	0.000	0.179	1	66.02	961	166	0.42		13	39
#	1	#	#	10	3	0	#	#	#	0	#	0	#	#	0	#	0	#	1001000	0.004	0.571	1	40.15	942	168	0.42		6	12
#	#	-5246.470;5282.470	-301.400;303.400	#	#	0	#	7	0	2	1	1	0	#	0	1	1	0	1111101	1.000	1.000	2	20.00	943	169	0.68		6	6
6	#	-5246.470;5282.470	-301.400;303.400	#	#	0	0	7	0	2	1	1	0	0	0	1	1	0	1111101	1.000	1.000	1	20.00	943	169	0.84		6	6
#	#	-3552.340;4064.340	#	#	6	0	#	#	#	0	0	0	1	#	0	0	0	0	0011100	0.000	0.451	1	42.83	686	170	0.58		7	13
#	#	-3552.340;4064.340	#	#	6	0	#	#	#	0	0	0	1	#	0	0	0	0	1000000	0.000	0.407	1	42.83	940	170	0.58		13	13
4	1	#	-303.440;311.440	3	#	#	0	3	#	0	#	0	#	0	0	0	0	0	1011000	0.035	0.714	1	39.06	946	172	0.68		6	12
4	#	#	#	3	#	#	0	3	#	0	#	0	#	0	0	0	0	0	1011000	0.000	0.410	1	54.77	946	172	0.58		6	31
#	#	-5211.580;7781.580	-323.680;351.680	#	#	#	0	2	#	#	#	#	0	0	0	0	0	#	1000100	0.032	0.709	1	66.19	896	174	0.47		25	51
#	#	#	-276.200;278.200	8	2	0	2	3	0	#	0	0	#	#	#	1	0	#	0100100	0.035	0.714	1	26.86	820	175	0.58		7	7
#	#	#	-276.200;278.200	8	2	0	2	3	0	#	0	0	#	#	#	1	0	#	1000000	0.000	0.429	1	26.86	820	175	0.58		7	7
1	4	-6720.600;6720.600	#	1	#	#	0	6	#	#	#	#	0	#	#	#	#	#	1111100	0.100	0.794	1	30.31	900	176	0.37		25	25
1	4	-6720.600;6720.600	#	1	#	#	0	6	#	#	#	#	0	#	#	#	#	#	0000001	0.013	-0.646	1	30.31	900	176	0.37		12	25
#	#	-3444.310;3500.310	#	#	#	#	#	2	0	0	0	#	#	#	#	#	#	0	1000010	0.000	0.166	1	76.77	822	177	0.32		6	113
5	#	-5068.460;5236.460	-140.120;142.120	#	#	#	#	4	#	#	0	#	#	#	#	0	#	0	1100110	0.172	0.839	1	62.98	976	180	0.37		33	46
#	4	-7580.680;7652.680	-286.280;288.280	6	#	1	#	#	0	0	#	#	1	0	0	0	#	#	1101010	0.214	0.857	1	27.03	955	181	0.58		12	12
4	#	-7580.680;7652.680	-286.280;288.280	6	#	1	#	#	#	0	#	#	1	0	0	0	#	#	1101010	0.214	0.857	1	27.03	955	181	0.53		12	12
3	#	-2967.310;3977.310	-203.920;279.920	#	0	0	3	2	0	0	0	#	0	0	0	#	#	0	1001000	1.000	1.000	1	57.00	957	183	0.74		6	6
3	1	#	#	#	#	0	#	3	0	#	0	#	#	0	#	0	0	#	1001010	0.000	0.071	1	69.43	958	184	0.47		6	32
3	1	#	#	#	1	#	3	3	0	#	0	#	#	0	#	0	0	#	1001010	0.000	0.429	2	54.01	958	184	0.53		6	12
#	#	1944.320;17177.680	#	#	6	0	#	#	0	#	#	#	5	#	#	0	#	#	1001000	1.000	1.000	1	9.67	959	185	0.32		6	6
#	1	-7607.680;7625.680	-336.680;338.680	#	#	#	#	3	#	#	0	#	#	#	0	#	#	#	0000100	0.000	0.251	2	67.60	980	186	0.32		84	122
#	1	-7607.680;7625.680	-336.680;338.680	#	#	#	#	3	#	#	0	#	#	#	0	#	#	#	0101000	0.000	-0.035	1	67.60	835	186	0.32		20	122
5	#	-7274.710;8630.710	-161.560;231.560	10	#	#	0	#	0	0	#	1	#	#	0	1	#	#	1010100	1.000	1.000	1	21.17	960	186	0.53		6	6
5	#	-7274.710;8630.710	-161.560;231.560	#	3	#	0	#	0	0	#	1	#	#	0	1	#	#	1010100	1.000	1.000	1	21.17	960	186	0.53		6	6
5	1	-2152.250;3448.250	#	#	#	0	3	5	#	0	#	#	#	#	0	#	0	0	0100010	0.000	0.143	1	28.29	961	187	0.53		7	7
5	1	-2152.250;3448.250	#	#	#	0	3	5	#	0	#	#	#	#	0	#	0	0	1001100	0.000	0.429	1	28.29	961	187	0.53		7	7
#	#	#	#	1	1	#	#	3	0	0	0	0	#	0	0	0	#	#	1100100	0.000	0.385	1	49.79	963	189	0.53		6	13
4	2	#	-321.560;323.560	10	#	#	#	7	#	#	#	0	0	#	#	#	#	#	1011111	1.000	1.000	1	30.50	966	192	0.37		6	6
5	#	#	#	10	#	#	#	3	2	0	0	0	#	1	1	#	0	#	1011000	1.000	1.000	1	11.50	968	194	0.53		6	6
5	#	#	#	10	#	#	#	3	#	0	0	0	#	1	1	#	#	#	1011000	1.000	1.000	1	11.50	968	194	0.42		6	6
1	#	-5643.680;9589.680	#	2	#	3	#	#	0	#	0	0	0	0	0	0	#	0	0000101	0.000	0.429	1	44.39	712	196	0.63		7	14
1	#	-5643.680;9589.680	#	2	#	3	#	#	0	#	0	0	0	0	0	0	#	0	1100000	0.000	0.143	1	44.39	712	196	0.63		7	14
#	#	-6048.540;6048.540	#	1	#	#	#	3	0	#	#	0	0	0	0	#	0	0	1001100	0.000	0.318	1	61.54	971	197	0.53		6	31
#	1	-2925.270;3123.270	#	10	#	#	#	#	1	0	#	#	0	0	#	1	#	#	1000000	0.000	0.143	1	28.00	972	198	0.42		7	7
#	1	-2925.270;3123.270	#	10	#	#	#	#	1	0	#	#	0	0	#	1	#	#	0010110	0.035	0.714	1	28.00	972	198	0.42		7	7
#	4	#	-213.760;229.760	#	0	3	0	#	0	0	0	0	#	#	0	#	0	0	0010100	0.008	0.619	1	54.80	973	199	0.63		12	18
#	4	#	#	2	0	3	0	#	0	0	0	0	#	#	0	#	0	0	0010100	1.000	1.000	2	67.50	973	199	0.63		6	6
#	1	-5124.470;5404.470	#	#	#	0	0	#	#	0	0	#	#	1	#	0	0	0	0010101	0.002	0.538	1	22.27	980	206	0.53		6	13
#	1	-5124.470;5404.470	#	#	#	#	#	3	#	0	0	#	#	1	#	0	0	0	0010101	1.000	1.000	2	25.67	980	206	0.47		6	6
1	4	-5152.460;5152.460	#	#	#	#	0	#	#	#	#	1	4	#	#	#	1	1	1111101	1.000	1.000	1	13.50	982	208	0.42		6	6
4	#	-7840.700;7840.700	-211.680;211.680	1	1	0	0	#	#	#	1	1	0	#	#	1	0	#	1010101	0.000	0.429	1	20.29	983	209	0.63		7	7
4	#	-7840.700;7840.700	-211.680;211.680	1	1	0	0	#	#	#	1	1	0	#	#	1	0	#	0101000	0.000	-0.143	1	20.29	983	209	0.63		7	7
3	#	#	-378.000;378.000	6	1	#	0	#	#	#	#	#	0	0	#	0	#	#	1010100	1.000	1.000	1	39.44	984	210	0.42		12	12
#	#	#	#	10	#	0	2	#	#	#	#	#	#	0	0	#	0	0	0010100	0.035	0.714	1	44.29	985	211	0.37		6	12
4	4	#	-204.680;218.680	3	5	#	0	3	#	#	#	0	0	0	0	#	0	#	1100100	1.000	1.000	1	43.50	857	212	0.63		6	6
#	#	-8054.720;8074.720	-173.400;179.400	8	2	0	2	#	0	#	#	#	#	#	0	0	1	#	1100101	1.000	1.000	1	37.00	988	214	0.53		6	6
#	#	#	-173.400;179.400	8	2	0	2	#	0	#	#	#	#	#	0	0	#	#	1100101	1.000	1.000	1	37.00	988	214	0.42		6	6
#	4	-6048.540;6048.540	#	1	#	#	#	3	0	#	#	0	0	#	0	#	0	0	0001000	0.000	-0.006	1	54.87	971	215	0.53		6	25
#	4	-6048.540;6048.540	#	1	#	#	#	3	0	#	#	0	0	#	0	#	0	0	1000100	0.000	0.440	2	54.87	971	215	0.53		13	25
4	#	-2644.260;3180.260	-271.160;273.160	#	#	0	#	#	0	0	0	#	#	#	#	0	0	#	0010000	0.000	0.080	1	80.12	990	216	0.47		43	105
4	#	-2644.260;3180.260	-271.160;273.160	#	#	0	#	#	0	0	0	#	#	#	#	0	0	#	0101000	0.000	0.301	1	80.12	990	216	0.47		43	105
#	1	-6588.600;6852.600	#	6	1	0	#	#	#	#	#	#	#	0	#	0	0	0	0010100	0.214	0.857	1	43.10	991	217	0.47		12	12
1	4	#	#	1	#	#	#	3	0	#	#	0	0	#	#	#	1	0	0010101	1.000	1.000	1	46.83	992	218	0.47		6	6
#	#	-5548.510;5876.510	-315.560;329.560	8	2	0	0	#	#	#	0	0	1	1	0	#	#	#	1000100	0.000	0.429	1	30.11	993	219	0.58		6	12
4	#	#	-267.120;267.120	10	#	#	#	#	0	#	#	#	#	#	#	0	#	0	0010100	0.000	0.105	1	77.39	930	220	0.32		18	61
4	#	#	-267.120;267.120	10	#	#	#	#	0	#	#	#	#	#	#	0	#	0	1100000	0.000	0.349	1	77.39	917	220	0.32		31	61
#	#	#	-334.880;390.880	2	#	0	3	#	#	#	#	#	#	0	0	#	#	#	0010100	0.000	0.302	2	61.40	995	221	0.32		36	54
#	#	#	-269.160;275.160	#	#	0	#	1	0	0	0	0	0	0	#	#	#	#	0100000	1.000	1.000	1	51.83	996	222	0.47		6	6
3	#	#	#	#	6	0	3	#	#	#	#	0	0	#	#	#	#	#	1100100	0.000	0.385	1	45.10	481	223	0.32		6	13
#	#	-5580.570;7188.570	-248.640;416.640	#	#	#	0	2	#	#	#	0	#	1	#	#	0	#	0100100	0.008	0.619	2	32.55	998	224	0.37		6	18
