-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	0	#	0	0	1	0	#	0	#	1	0	0	#	1	1	0	#	#	0	0	#	000000000000000000000000100000000000000001000	0.101	0.955	1	42.23	49734	17799	0.61		51	103
0	0	1	1	0	0	1	0	0	#	1	1	0	#	0	1	0	0	0	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	32.31	49907	17972	0.91		51	51
0	0	#	0	0	0	0	0	0	1	0	#	0	#	0	0	1	0	0	0	0	1	1	100000000000000000000000000000000000100000000	1.000	1.000	1	34.34	49942	18007	0.87		51	51
0	0	0	0	0	1	0	0	0	#	#	#	1	0	0	1	0	0	0	0	0	0	#	000000000000000000000000000000000000001000010	1.000	1.000	1	34.39	49440	18795	0.83		43	43
0	0	1	1	0	#	1	0	#	#	0	1	0	#	0	1	0	#	0	#	0	0	0	100000000000000000000000100000000000000000000	1.000	1.000	1	30.60	49532	18887	0.74		49	49
0	0	0	1	#	0	1	0	0	#	1	0	0	0	#	1	#	#	1	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	31.25	49845	19200	0.78		49	49
0	#	#	0	0	0	0	0	#	1	0	#	0	#	0	0	#	0	#	0	#	1	1	100000000000000000000000000000000000100000000	1.000	1.000	1	34.35	49942	19297	0.65		49	49
0	0	0	0	0	1	0	#	1	#	1	#	0	#	0	#	0	0	#	0	0	0	0	000000000000000000000000000000000000000000010	1.000	1.000	1	32.43	49361	19361	0.74		42	42
0	0	0	#	0	0	0	0	0	0	1	#	0	0	0	#	0	#	0	0	0	1	1	000000000000000001000000000000000000000000000	1.000	1.000	1	34.57	49792	19792	0.83		96	96
0	0	#	0	0	#	#	#	#	1	0	1	#	#	0	0	1	0	0	#	0	1	1	100000000000000000000000000000000000100000000	1.000	1.000	1	34.35	49942	19942	0.65		48	48
1	1	0	0	0	0	#	0	0	0	0	0	0	1	1	0	0	#	1	0	#	#	#	000010000000000000000000000000001000000000000	1.000	1.000	1	33.04	49946	19946	0.78		48	48
0	0	#	0	0	#	1	0	0	0	0	1	0	#	0	1	1	0	0	0	#	0	1	000000000000000000000000100000000000000100000	1.000	1.000	2	46.65	49761	20246	0.83		47	47
0	1	1	0	0	#	0	1	0	#	1	1	0	#	0	#	1	0	0	0	0	0	0	100000000000000100000000000000000000000000000	1.000	1.000	1	32.10	49895	20380	0.83		47	47
0	#	0	#	0	0	0	0	0	0	1	0	0	0	0	#	#	#	1	0	0	0	#	000000000000000000000000000000000000000001000	1.000	1.000	1	31.35	49443	20573	0.74		41	41
0	0	0	#	0	0	1	#	0	#	0	#	#	0	0	1	#	0	0	0	0	1	0	000000000000000000000000100000000000000000000	1.000	1.000	1	43.12	49689	21464	0.74		45	45
0	#	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	#	1	#	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	31.89	49893	21668	0.87		45	45
0	0	#	1	0	0	1	0	0	#	1	1	0	#	0	1	0	0	0	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	32.33	49907	21682	0.87		45	45
0	1	0	#	0	#	0	#	1	0	#	0	#	#	0	0	0	0	#	0	#	0	#	000000000000000000000001000000001000000000000	1.000	1.000	1	39.00	49629	22049	0.61		44	44
1	1	0	#	0	#	0	#	0	0	0	0	0	1	1	0	0	#	0	#	#	1	#	000010000000000000000000000000000000000000000	0.463	0.985	1	51.81	49869	22091	0.70		128	128
0	0	0	1	0	0	0	0	0	0	1	1	0	#	0	0	0	#	1	0	#	0	0	000000000001000000000000000000000000000001000	1.000	1.000	1	40.07	49784	22204	0.87		44	44
0	0	1	1	0	0	1	#	0	#	1	1	0	#	0	1	0	0	0	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	32.34	49907	22327	0.87		44	44
0	0	1	1	#	0	1	0	0	#	1	1	#	#	#	1	0	0	#	#	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	32.34	49907	22327	0.70		44	44
#	0	0	#	0	0	#	0	0	0	1	#	0	0	0	#	0	#	#	0	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	38.01	49844	22669	0.70		87	87
#	0	0	0	#	#	0	0	0	1	#	#	0	0	0	0	1	0	#	#	0	#	#	000000000000000000000000000000000000100000000	0.328	0.978	1	53.09	49870	22838	0.61		260	260
0	0	0	1	#	0	0	0	0	#	1	#	0	#	0	#	0	0	1	0	#	0	0	000000000001000000000000000000000000000001000	1.000	1.000	1	40.07	49784	22849	0.74		43	43
0	0	#	0	0	0	0	0	#	0	1	1	0	#	0	1	#	#	#	#	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	32.81	49803	22868	0.70		43	43
0	0	0	1	0	0	0	#	0	0	1	1	0	0	#	#	0	0	#	#	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	38.01	49844	22909	0.78		86	86
0	0	#	#	0	0	0	0	0	0	1	0	0	#	0	#	0	#	1	0	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	31.34	49443	23153	0.78		37	37
0	0	0	0	0	0	0	0	1	0	0	0	0	#	0	0	0	0	1	0	0	0	0	000000000000001000000000000000000000000000000	1.000	1.000	2	37.89	49556	23266	0.96		42	42
0	0	#	0	0	0	0	0	#	0	1	1	0	0	0	1	#	0	#	#	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	32.81	49803	23513	0.78		42	42
0	0	#	0	#	0	#	#	0	1	0	0	0	0	0	1	1	0	1	1	0	#	#	000000000000000000000000000000000000101000000	1.000	1.000	1	31.88	49893	23603	0.74		42	42
0	1	#	0	0	0	0	1	#	0	1	1	0	#	#	#	1	0	#	0	0	0	0	100000000000000100000000000000000000000000000	1.000	1.000	1	32.09	49895	23605	0.74		42	42
0	0	1	1	0	0	1	0	0	#	1	#	0	#	0	1	0	0	0	0	#	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	32.35	49907	23617	0.83		42	42
#	0	0	#	0	0	0	#	#	0	1	0	#	0	0	#	#	0	1	0	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	31.33	49443	23798	0.70		36	36
#	1	#	0	0	0	0	1	#	0	1	1	#	#	#	1	#	0	0	0	0	0	0	000000000000000000000000000000000001000000000	1.000	1.000	1	38.59	49641	23996	0.70		41	41
0	0	0	1	#	0	0	0	0	0	1	#	0	#	#	0	1	0	0	1	0	1	0	000000000100000000000000000000000000000000000	1.000	1.000	1	43.35	49714	24069	0.83		41	41
0	0	#	#	0	0	0	0	0	1	#	#	0	0	0	1	1	0	1	1	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	31.88	49893	24248	0.83		41	41
#	1	0	#	0	#	0	0	0	0	0	0	0	#	1	#	#	1	0	0	0	0	0	000000000010000000000000000000000000000000000	0.117	0.958	1	42.76	49856	24370	0.74		76	111
0	1	#	0	0	0	0	1	#	0	1	1	0	#	0	0	0	0	0	1	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	42.31	49593	24593	0.87		40	40
0	#	0	#	#	1	0	#	#	0	0	1	0	0	0	1	0	0	0	0	0	#	#	000000000000000000000000000000000000000000010	0.330	0.978	1	33.98	49889	24661	0.70		81	81
1	0	#	0	1	#	0	#	0	0	0	#	0	1	#	0	#	1	0	#	0	#	0	000010000000000000000000000000000000000000001	0.321	0.978	1	36.65	49890	24823	0.65		121	162
0	0	0	1	#	0	1	0	#	#	1	0	0	0	#	#	1	0	1	0	#	0	#	000000000000000000000000100000000000000001000	1.000	1.000	2	31.26	49845	24845	0.70		40	40
#	0	1	1	0	0	0	#	#	0	#	1	#	0	#	0	1	0	1	#	#	#	#	100000000000000000000000000000000000000001000	1.000	1.000	1	33.49	49623	25108	0.57		39	39
0	1	0	0	0	0	0	1	#	#	1	1	0	0	#	1	0	0	#	0	0	0	0	000000000000000000000000000000000001000000000	1.000	1.000	1	38.60	49641	25126	0.83		39	39
0	0	0	#	0	0	#	0	0	0	1	#	0	0	0	#	0	#	#	0	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	38.01	49844	25329	0.74		78	78
0	0	#	0	0	#	1	0	0	#	#	1	0	0	#	#	#	0	#	0	#	#	#	000000000000000000000000100000000000000000000	0.256	0.973	1	43.18	49920	25521	0.52		185	185
#	1	#	0	0	0	0	#	0	#	0	1	0	1	#	0	0	1	0	#	#	#	0	000000000000000000000000000000010000000000000	0.163	0.964	1	74.24	49857	25716	0.65		223	340
0	0	1	1	0	0	0	#	#	0	1	1	0	#	#	0	1	#	1	#	#	#	1	100000000000000000000000000000000000000001000	1.000	1.000	1	33.49	49623	25753	0.65		38	38
#	0	0	#	#	0	0	0	0	0	1	#	0	0	0	#	0	0	#	0	#	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	38.01	49844	25974	0.70		76	76
0	0	0	1	0	0	#	#	0	#	1	#	0	0	0	1	1	#	1	0	0	0	#	000000000000000000000000100000000000000001000	1.000	1.000	1	31.25	49845	25975	0.74		38	38
0	#	#	1	0	0	1	#	0	#	1	0	0	0	0	1	1	0	1	#	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	31.25	49845	25975	0.78		38	38
0	0	1	0	#	0	#	1	0	0	1	#	#	0	#	0	0	0	0	0	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	32.90	49884	26014	0.74		38	38
1	1	0	0	0	#	0	0	#	0	0	0	0	1	1	0	0	#	1	#	#	#	0	000010000000000000000000000000001000000000000	1.000	1.000	1	33.08	49946	26076	0.74		38	38
0	0	0	#	0	#	0	0	#	0	1	0	0	#	0	#	#	0	1	0	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	31.31	49443	26218	0.74		33	33
0	0	0	1	0	#	1	#	0	#	1	0	0	0	0	1	0	0	0	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	38.67	49468	26243	0.87		33	33
0	0	1	#	0	0	0	0	0	#	#	#	#	0	#	0	0	#	0	1	0	0	1	100000000100000000000000000000000000000000000	1.000	1.000	1	37.67	50000	26290	0.70		38	38
0	0	#	#	#	0	0	0	0	#	#	#	#	0	#	0	0	0	#	1	0	0	1	100000000100000000000000000000000000000000000	1.000	1.000	1	37.67	50000	26290	0.61		38	38
0	0	0	0	1	0	0	0	#	0	#	#	#	1	0	0	0	#	#	#	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	1	46.07	49742	26517	0.70		37	37
0	#	#	0	0	0	0	0	0	0	1	1	0	0	0	1	#	0	#	0	#	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	32.78	49803	26578	0.78		37	37
1	#	#	0	1	#	0	0	#	#	0	#	0	#	#	0	#	1	0	#	0	#	0	000010000000000000000000000000000000000000001	0.318	0.977	1	36.65	49890	26665	0.52		111	149
1	1	0	0	0	#	0	0	0	0	#	0	0	1	#	#	#	#	1	#	0	#	0	000010000000000000000000000000001000000000000	1.000	1.000	1	33.08	49946	26721	0.65		37	37
0	0	0	0	#	0	#	0	0	#	0	#	0	#	#	1	1	0	0	0	#	0	0	000000000000000000000000000000000000010000000	1.000	1.000	1	33.71	49467	26887	0.70		32	32
0	0	0	1	0	0	0	0	#	0	#	0	0	#	0	#	1	0	#	0	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	34.57	49566	26986	0.78		36	36
0	0	#	#	#	0	#	#	0	0	1	1	0	0	#	1	0	0	#	0	#	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	37.74	49604	27024	0.65		36	36
0	0	0	1	0	0	0	0	0	0	1	#	0	#	0	#	0	0	1	0	#	0	0	000000000001000000000000000000000000000001000	1.000	1.000	1	40.04	49784	27204	0.83		36	36
0	0	#	0	#	0	#	0	0	0	1	1	1	0	0	#	#	0	#	1	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	46.24	49827	27247	0.74		36	36
0	0	0	1	#	0	1	0	#	#	1	0	0	0	#	1	#	0	1	0	#	0	#	000000000000000000000000100000000000000001000	1.000	1.000	1	31.20	49845	27265	0.70		36	36
1	#	#	#	1	0	#	#	0	0	#	#	#	#	#	#	1	0	0	#	0	0	0	000010000000000000000000000000000000000000001	1.000	1.000	1	56.63	49876	27296	0.48		36	36
#	1	0	#	0	#	0	0	0	0	0	0	0	#	1	#	#	1	0	#	0	0	0	000000000010000000000000000000000000000000000	0.116	0.958	1	42.76	49856	27435	0.70		67	98
0	0	#	1	0	0	1	0	#	0	1	0	0	0	#	1	0	0	0	0	#	0	0	000000000000000000000000100000000000000100000	1.000	1.000	2	42.06	49384	27449	0.83		31	31
0	0	0	0	0	0	0	1	0	#	1	1	#	0	#	0	0	#	#	0	0	#	0	000000000100000000000000000000000000010000000	1.000	1.000	1	36.62	49418	27483	0.74		31	31
#	0	0	0	0	#	#	0	1	0	0	0	#	1	0	#	#	0	#	#	0	0	0	000010000000000000000001000000000000000000000	1.000	1.000	1	49.27	49484	27549	0.65		31	31
#	#	0	0	#	0	0	0	0	0	1	#	0	0	0	0	0	#	0	0	0	0	0	000000000000000000000000000000000000010000000	0.165	0.965	1	51.97	49933	27567	0.78		103	171
#	0	0	1	0	0	#	0	#	0	0	0	#	0	0	#	1	#	#	0	0	#	1	000000000001000000000000000000000000000001000	1.000	1.000	2	34.52	49566	27631	0.65		35	35
0	#	0	1	0	#	0	#	0	0	1	#	0	0	0	1	0	0	0	#	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	37.76	49604	27669	0.78		35	35
#	#	#	1	0	0	#	0	0	1	#	#	0	#	#	#	0	#	#	0	0	#	0	000000000000000000000000000000000000100001000	1.000	1.000	1	56.82	49811	27825	0.48		106	106
0	0	#	0	0	#	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	000000000000000000000000100000000000000100000	1.000	1.000	1	46.65	49761	27826	0.91		35	35
0	0	0	1	0	0	#	0	0	0	1	1	#	0	0	1	0	#	0	1	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	35.22	49785	27850	0.87		35	35
0	0	1	0	0	0	#	1	0	0	1	#	#	0	0	0	0	0	0	0	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	32.90	49884	27949	0.83		35	35
0	0	#	#	0	#	0	0	#	0	0	0	0	1	1	0	0	0	0	#	0	0	0	000000000010000000000000000000010000000000000	1.000	1.000	1	54.05	49918	27983	0.78		35	35
0	#	#	#	0	#	#	#	#	#	0	1	#	#	0	0	1	0	#	#	0	1	1	100000000000000000000000000000000000100000000	1.000	1.000	2	34.28	49942	28007	0.48		35	35
0	0	#	#	#	#	#	0	0	0	0	0	#	#	1	0	#	1	0	0	0	0	0	000000000000000000000000000000000010000000000	0.086	0.952	1	57.14	49360	28070	0.65		30	65
0	#	0	#	0	0	0	1	#	0	1	1	0	0	0	0	0	#	0	0	0	#	0	000000000100000000000000000000000000010000000	1.000	1.000	1	36.68	49418	28128	0.78		30	30
0	#	0	1	0	0	1	0	#	#	1	#	0	0	0	1	0	0	0	0	#	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	38.78	49468	28178	0.78		30	30
0	0	#	#	#	0	0	0	0	0	1	1	1	0	0	#	#	0	#	1	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	46.20	49827	28537	0.74		34	34
0	0	#	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	#	0	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	39.61	49844	28554	0.91		34	34
0	0	#	1	0	0	1	0	#	0	1	1	0	#	0	1	0	0	0	#	#	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	32.43	49907	28617	0.78		34	34
0	0	0	#	0	0	0	1	#	#	1	1	0	0	0	0	0	#	#	0	0	#	0	000000000100000000000000000000000000010000000	1.000	1.000	2	36.73	49418	28773	0.74		29	29
0	0	0	1	0	0	1	0	#	#	1	0	0	0	#	1	0	0	0	0	0	#	1	000000000000000000000000100000000000000001000	1.000	1.000	1	38.83	49468	28823	0.83		29	29
#	#	#	1	#	#	1	0	0	#	0	1	0	0	0	1	0	0	0	0	0	0	#	100000000000000000000000100000000000000000000	1.000	1.000	1	30.39	49532	28887	0.70		33	33
#	0	#	1	0	0	0	0	0	0	0	0	0	0	0	#	1	0	1	0	0	0	#	000000000001000000000000000000000000000001000	1.000	1.000	1	34.38	49566	28921	0.83		33	33
0	1	#	0	0	0	0	#	0	0	1	1	#	#	#	1	0	0	0	0	0	0	0	000000000000000000000000000000000001000000000	1.000	1.000	1	38.61	49641	28996	0.78		33	33
0	0	0	#	0	0	0	0	0	0	1	#	0	0	#	#	0	0	#	0	0	1	1	000000000000000001000000000000000000000000000	1.000	1.000	1	34.58	49792	29080	0.78		67	67
0	0	0	0	0	#	0	0	0	1	#	0	0	0	#	#	1	0	0	0	0	0	0	000000000000000000000000000000000000100000010	1.000	1.000	1	42.32	49729	29084	0.83		33	33
1	#	0	0	#	#	#	#	0	#	0	1	0	#	1	#	#	#	0	0	0	1	#	000000000010000000000000000000000000000000000	0.111	0.957	1	62.94	49842	29197	0.52		66	128
0	0	0	1	0	#	#	#	0	0	1	1	0	0	0	0	#	0	#	0	0	1	#	000000000000000000000000000000000000000001000	1.000	1.000	1	39.62	49844	29199	0.74		33	33
0	0	1	1	#	#	#	1	0	0	0	#	0	0	0	0	1	0	0	0	#	0	#	000000000100000000000000000000000000000001000	1.000	1.000	2	36.55	49879	29234	0.74		33	33
0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	#	0	0	0	000000000100000000000000000000000000000001000	1.000	1.000	1	36.55	49879	29234	0.96		33	33
0	0	0	1	0	#	0	0	#	0	0	1	#	0	0	#	#	0	0	1	0	#	0	000000000000000000000000000000000000000001000	1.000	1.000	1	53.43	49912	29267	0.74		33	33
#	1	0	0	0	0	#	0	0	0	0	0	0	1	1	0	0	#	1	#	0	#	0	000010000000000000000000000000001000000000000	1.000	1.000	1	33.03	49946	29301	0.78		33	33
0	0	1	1	0	#	0	0	#	#	0	1	0	#	#	0	0	0	#	#	0	#	0	100000000000000000000000000000000000000001000	1.000	1.000	2	68.43	49978	29333	0.65		66	66
0	0	#	1	0	#	0	#	0	1	1	#	#	0	0	#	1	#	1	#	0	0	0	000000000000000000000000000000000000100001000	1.000	1.000	1	68.54	49971	29366	0.65		61	61
0	#	0	1	0	0	#	0	0	0	1	#	#	0	0	1	0	0	#	0	#	0	0	000000000000000000000000100000000000000100000	1.000	1.000	1	41.93	49384	29384	0.74		28	28
0	0	0	#	0	0	0	0	0	0	1	0	0	#	0	#	#	0	1	0	#	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	31.05	49443	29443	0.78		28	28
0	#	1	0	0	0	0	0	#	1	0	1	#	#	#	0	0	0	0	0	0	0	#	100000000000000000000000000000000000100000000	1.000	1.000	1	48.47	49464	29464	0.74		28	28
#	#	#	0	0	#	0	0	1	#	#	0	0	1	0	#	0	1	#	0	#	#	#	000000000000000000000000000000010000000000000	1.000	1.000	2	58.21	49479	29479	0.52		28	28
0	0	0	0	0	0	#	0	0	0	1	#	0	0	0	0	0	#	0	0	0	0	0	000000000000000000000000000000000000010000000	0.166	0.965	1	51.97	49933	29502	0.87		94	156
0	#	1	1	0	#	1	0	0	#	0	1	0	#	0	1	0	0	0	0	#	0	0	100000000000000000000000100000000000000000000	1.000	1.000	1	30.39	49532	29532	0.78		32	32
#	1	0	0	0	0	#	#	#	0	1	1	#	0	#	1	0	0	0	0	0	0	0	000000000000000000000000000000000001000000000	1.000	1.000	1	38.59	49641	29641	0.74		32	32
0	#	1	0	0	0	0	1	0	#	1	1	#	0	0	0	0	0	#	0	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	33.03	49884	29884	0.83		32	32
0	0	0	0	#	0	#	#	0	1	0	0	0	0	#	#	1	#	1	1	0	#	#	000000000000000000000000000000000000101000000	1.000	1.000	1	31.99	49893	29893	0.65		32	32
0	0	#	0	0	0	0	0	0	#	1	0	0	0	0	0	0	#	#	0	0	0	0	000000000000000000000000000000000000010000000	0.254	0.973	1	51.31	49933	29933	0.83		64	92
0	1	0	0	#	0	0	#	#	#	#	0	#	#	1	#	0	#	#	0	0	1	#	000000000010000000000000000000000000000000000	1.000	1.000	1	40.69	49989	29989	0.52		32	32
0	#	1	1	0	#	1	0	#	#	0	1	0	0	#	1	0	0	0	0	0	0	#	100000000000000000000000100000000000000000000	1.000	1.000	1	30.42	49532	30017	0.74		31	31
0	#	#	0	0	#	0	0	0	#	#	0	0	0	0	1	0	0	1	0	#	0	0	000000000000000000000000000000000100000000010	1.000	1.000	1	31.24	49551	30036	0.74		31	31
#	#	1	#	0	0	#	#	#	#	#	#	#	0	#	0	0	#	0	0	#	1	1	100000000000000000000000000000000000000000000	1.000	1.000	2	82.95	49923	30066	0.43		95	95
#	1	0	0	0	0	#	#	#	#	0	1	0	1	1	0	0	1	0	0	#	#	0	000000000000000000000000000000001000000000000	1.000	1.000	1	56.84	49921	30076	0.70		63	63
0	1	#	0	0	#	0	1	0	#	1	1	0	#	#	#	1	0	0	0	0	0	0	100000000000000100000000000000000000000000000	1.000	1.000	1	32.07	49895	30380	0.74		31	31
0	#	1	1	0	0	#	#	0	0	1	#	0	#	0	#	0	0	#	0	#	0	1	000000000000000000000000100000000000000001000	1.000	1.000	2	32.46	49907	30392	0.65		31	31
#	1	0	#	0	0	0	0	#	0	0	0	0	#	1	#	#	1	0	0	0	0	0	000000000010000000000000000000000000000000000	0.115	0.958	1	42.76	49856	30500	0.74		58	85
0	0	0	1	0	0	1	#	#	0	1	0	0	0	0	1	0	0	0	0	0	0	0	000000000000000000000000100000000000000100000	1.000	1.000	1	41.97	49384	30514	0.91		27	27
