-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	0	0	1	0	0	0	#	0	#	1	#	0	0	0	#	1	#	0	1	#	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	35.99	49714	9069	0.70		65	65
0	0	0	1	0	0	#	0	#	0	1	1	#	#	0	1	#	0	0	#	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	28.25	49785	9140	0.74		65	65
0	#	0	1	0	0	1	0	0	0	1	#	0	0	#	1	0	0	#	0	0	0	0	000000000000000000000000100000000000000100000	1.000	1.000	1	30.29	49384	10514	0.83		55	55
0	0	0	0	0	1	0	0	0	1	0	0	0	#	0	1	1	0	0	1	0	0	0	000000000000000000000000000000000000100000010	1.000	1.000	1	39.90	49367	11142	0.96		54	54
0	#	1	0	#	#	0	0	0	#	1	1	0	#	#	1	1	0	0	0	0	0	0	100000000000000000000000000000000000100000000	1.000	1.000	1	32.65	49426	11201	0.74		54	54
0	#	#	0	0	0	0	0	#	1	1	1	0	0	0	0	#	#	#	0	#	0	#	000000000000000000000000000000000000100000000	0.316	0.977	1	50.94	49870	11413	0.65		238	238
0	0	0	#	0	0	1	0	0	1	0	1	0	0	#	1	1	#	0	#	0	0	#	000000000000000000000000100000000000100000000	1.000	1.000	1	30.85	49378	13088	0.78		51	51
0	0	#	1	0	#	1	#	#	0	0	#	0	0	#	#	1	#	0	0	#	0	#	000000000000000000000000100000000000000001000	1.000	1.000	1	33.82	49734	13444	0.57		58	58
0	0	0	0	0	0	#	0	0	1	#	0	0	0	0	1	1	0	1	1	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	32.42	49893	14248	0.91		57	57
0	1	0	#	0	0	0	1	#	#	1	1	0	0	0	1	0	0	0	0	0	0	0	000000000000000000000000000000000001000000000	1.000	1.000	1	34.77	49641	14641	0.87		56	56
0	0	0	0	0	0	0	#	0	#	0	0	0	0	0	0	1	#	#	0	0	0	#	000000000000000000000000000000100000000000000	1.000	1.000	1	55.18	49860	14711	0.78		162	162
1	0	0	0	0	#	0	0	0	0	#	0	0	0	0	0	0	0	1	0	#	0	0	000000000000000000000000000000100000000000000	1.000	1.000	1	56.73	49399	15529	0.87		48	48
#	0	0	1	0	0	0	0	0	#	#	1	0	0	0	#	0	0	0	0	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	34.58	49604	15734	0.83		54	54
0	0	0	#	0	#	0	0	0	0	0	#	#	0	#	0	#	1	0	#	0	#	#	000000000010000000000000000000000000000000000	1.000	1.000	1	55.42	49990	16071	0.61		163	163
0	0	1	0	0	0	#	1	0	0	0	0	0	0	0	1	1	0	1	1	#	0	0	100000000000000000000000000000000001000000000	1.000	1.000	1	33.83	49492	16267	0.91		47	47
#	0	1	1	0	0	0	#	0	1	1	1	#	0	0	0	1	0	0	0	#	0	0	100000000000000000000000000000000000000000000	1.000	1.000	1	32.54	49668	16443	0.83		53	53
0	0	0	1	0	#	1	0	0	0	1	0	0	0	0	#	0	0	#	0	0	#	0	000000000000000000000000100000000000000100000	1.000	1.000	1	30.28	49384	17449	0.83		45	45
1	1	0	0	0	#	0	#	#	0	#	0	#	1	1	0	0	1	#	#	0	1	#	000010000000000000000000000000000000000000000	0.458	0.984	1	59.81	49869	17451	0.65		149	149
0	1	1	0	0	#	0	1	0	0	1	#	#	#	#	0	1	0	0	#	0	0	0	100000000000000100000000000000000000000000000	1.000	1.000	1	35.48	49895	17960	0.74		51	51
#	1	0	#	0	#	0	#	0	0	1	0	0	0	0	0	#	#	0	1	0	0	#	000000000000000000000000000000000001010000000	1.000	1.000	2	42.57	49666	19021	0.70		49	49
#	0	0	1	0	0	0	#	#	#	1	1	#	0	0	0	1	#	0	1	0	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	36.03	49714	19069	0.70		49	49
0	0	0	0	#	1	0	0	0	1	0	0	0	0	#	1	1	0	#	#	0	0	0	000000000000000000000000000000000000100000010	1.000	1.000	1	39.99	49367	19367	0.83		42	42
0	0	0	0	0	0	0	0	0	#	1	1	#	0	0	0	0	0	0	0	0	0	1	000000000000000000000000000010000000000001000	1.000	1.000	1	30.63	49436	19436	0.91		42	42
0	0	0	1	0	0	0	#	0	0	1	0	0	0	0	1	0	0	1	0	0	0	#	000000000000000000000000000000000000000001000	1.000	1.000	1	29.03	49443	19443	0.91		42	42
#	#	0	0	0	#	1	#	0	0	0	1	0	#	#	#	#	0	#	#	#	0	1	000000000000000000000000100000000000000100000	1.000	1.000	1	41.83	49761	20246	0.52		47	47
1	#	0	0	0	0	0	0	#	0	0	1	0	#	1	0	0	1	#	0	#	1	0	000000000010000000000000000000000000000000000	0.110	0.957	1	59.99	49842	20327	0.78		94	183
#	#	#	0	#	1	0	0	#	0	0	0	1	0	0	1	0	0	0	#	0	0	0	000000000000000000000000000000000000001000010	1.000	1.000	1	35.65	49440	20570	0.74		41	41
0	0	0	1	0	0	0	0	0	0	1	0	#	0	0	1	0	0	1	0	0	0	#	000000000000000000000000000000000000000001000	1.000	1.000	1	29.04	49443	20573	0.91		41	41
#	0	0	#	0	1	0	0	0	1	#	#	0	0	0	#	#	0	0	#	0	#	0	000000000000000000000000000000000000100000010	1.000	1.000	1	39.32	49729	20859	0.65		87	87
#	0	0	0	0	0	#	0	0	0	1	1	0	0	0	0	0	0	0	0	0	#	0	000000000100000000000000000000000000000000000	0.118	0.958	2	42.31	49968	21098	0.87		46	87
0	#	#	0	0	#	0	0	1	#	#	0	0	#	#	0	0	0	1	0	0	0	0	000000000000001000000000000000000000000000000	1.000	1.000	1	42.53	49556	21331	0.70		45	45
0	1	#	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	000000000000000000000000000000000001000000000	0.118	0.958	1	44.95	49674	21449	0.96		45	85
0	0	0	1	0	#	0	0	0	0	0	#	0	0	0	#	0	0	1	0	0	0	1	000000000000000000000000000000000000100001000	1.000	1.000	1	40.02	49693	21468	0.87		45	45
0	0	1	#	0	0	0	1	0	0	#	1	0	0	#	0	1	0	#	#	0	0	0	000000000100000000000000000000000000000001000	1.000	1.000	1	35.37	49879	21654	0.78		45	45
#	0	1	0	0	0	0	1	#	0	#	1	0	0	0	0	0	0	0	#	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	40.73	49884	21659	0.78		45	45
0	0	0	0	0	0	0	0	0	1	0	#	0	0	0	1	1	0	1	1	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	32.49	49893	21668	0.96		45	45
0	0	#	#	0	0	#	#	#	0	#	1	0	0	#	#	0	1	0	0	0	#	0	000000000010000000000000000000000000000000000	1.000	1.000	1	59.35	49990	21765	0.61		90	90
#	0	#	0	0	#	0	0	1	0	1	1	0	#	#	0	0	#	0	#	0	0	0	000000000000000000000000000000000000000000010	1.000	1.000	1	32.19	49361	21781	0.70		39	39
0	0	0	#	0	#	0	1	0	#	1	#	#	0	0	0	0	0	0	0	0	0	0	000000000100000000000000000000000000010000000	1.000	1.000	1	35.88	49418	21838	0.78		39	39
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	#	0	0	#	0	0	#	0	000010000000000000000000000000000000000000000	1.000	1.000	1	41.13	49528	21948	0.87		44	44
0	#	#	0	0	0	0	0	#	1	1	1	0	0	0	#	#	#	#	0	#	0	#	000000000000000000000000000000000000100000000	0.258	0.973	1	48.23	49870	22058	0.61		211	211
#	0	#	0	0	#	1	0	0	0	#	1	0	0	0	1	1	0	0	0	0	0	#	000000000000000000000000100000000000000100000	1.000	1.000	1	41.81	49761	22181	0.78		44	44
1	1	#	0	0	0	0	0	0	0	0	0	#	1	1	0	0	1	0	#	#	1	0	000010000000000000000000000000000000000000000	0.460	0.985	1	59.81	49869	22289	0.83		127	127
#	0	1	1	0	0	#	1	#	0	#	1	#	0	#	0	1	0	#	0	0	0	0	000000000100000000000000000000000000000001000	1.000	1.000	1	35.37	49879	22299	0.70		44	44
1	#	0	0	0	0	0	0	#	0	0	0	0	#	1	0	0	1	1	0	0	#	0	000010000000000000000000000000001000000000000	1.000	1.000	1	35.78	49946	22366	0.83		44	44
0	0	0	1	0	0	0	#	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	29.04	49443	22508	0.96		38	38
0	#	1	#	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	100000000000000000000000000000000001000000000	1.000	1.000	1	33.85	49492	22557	0.91		38	38
0	0	#	0	#	0	0	0	0	1	#	1	0	0	0	0	1	0	0	1	0	0	#	000000000000000000000000000000000000110000000	0.100	0.955	1	43.87	49525	22590	0.83		43	87
1	0	#	0	#	0	#	#	0	0	0	0	0	0	1	0	#	1	0	0	0	#	0	000010000000000000000000000000000000000000000	1.000	1.000	1	56.91	49596	22661	0.74		43	43
#	0	1	1	#	0	0	0	0	1	1	1	0	#	0	0	1	0	0	0	0	0	#	100000000000000000000000000000000000000000000	1.000	1.000	1	32.56	49668	22733	0.83		43	43
0	0	0	1	0	0	0	#	#	#	1	#	0	0	0	0	1	#	0	1	#	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	36.09	49714	22779	0.70		43	43
0	0	0	1	#	0	0	0	#	0	1	1	#	#	#	1	0	#	0	#	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	28.28	49785	22850	0.70		43	43
0	0	0	1	0	0	1	0	#	0	1	0	#	0	0	1	0	0	#	#	0	0	0	000000000000000000000000100000000000000100000	1.000	1.000	1	30.35	49384	23094	0.83		37	37
0	0	0	0	0	0	0	#	#	0	0	1	#	0	0	1	1	0	0	0	0	0	0	000000000000000000000000000000000000010000000	1.000	1.000	1	26.72	49467	23177	0.87		37	37
#	#	0	1	0	0	#	0	0	0	0	1	0	#	#	1	#	0	0	0	#	0	0	000000000000000000000000000000000000000001000	0.103	0.956	1	35.35	49734	23186	0.70		80	80
0	0	0	0	0	1	#	0	#	#	0	1	0	0	0	0	#	0	0	0	#	0	0	000000000000000000000010000000000000000000010	1.000	1.000	1	38.38	49521	23231	0.78		42	42
#	0	1	0	0	0	0	1	0	0	#	1	0	0	0	0	0	0	0	#	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	40.74	49884	23594	0.87		42	42
#	0	0	1	#	0	0	0	0	1	1	#	0	0	#	0	#	0	1	0	#	0	#	000000000000000000000000000000000000100001000	1.000	1.000	1	67.13	49971	23721	0.70		115	115
0	0	0	1	0	0	0	0	0	0	0	#	#	0	0	0	1	0	1	#	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	33.52	49566	23921	0.87		41	41
0	#	0	1	#	#	0	#	#	0	0	0	#	0	0	0	1	0	#	#	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	33.52	49566	23921	0.65		41	41
#	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	#	#	0	0	0	#	000000000000000000000000000000000000010000000	0.253	0.973	1	58.37	49933	24288	0.83		82	118
0	0	0	1	#	0	0	#	#	#	#	0	0	#	0	#	0	0	1	0	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	2	28.99	49443	24443	0.70		35	35
0	0	1	0	0	0	#	1	0	0	0	0	0	0	0	1	1	0	#	1	#	0	0	100000000000000000000000000000000001000000000	1.000	1.000	1	33.81	49492	24492	0.87		35	35
0	0	#	#	0	0	0	0	0	#	#	#	0	0	1	0	0	0	0	0	0	0	0	000010000000000000000000000000000000000000000	1.000	1.000	1	41.12	49528	24528	0.78		40	40
0	#	0	1	0	0	0	0	#	1	#	#	0	0	#	0	#	#	0	#	#	#	0	000000000000000000000000000000000000100001000	1.000	1.000	1	63.11	49811	24577	0.57		122	122
#	1	0	0	0	#	0	#	0	0	1	0	#	0	0	0	#	0	0	1	0	0	#	000000000000000000000000000000000001010000000	1.000	1.000	1	42.63	49666	24666	0.74		40	40
0	1	1	0	0	0	0	1	0	0	1	#	#	#	#	0	1	0	#	#	0	0	0	100000000000000100000000000000000000000000000	1.000	1.000	1	35.45	49895	24895	0.74		40	40
#	0	1	0	0	#	0	0	0	0	1	1	0	#	0	0	0	0	0	1	0	0	1	100000000100000000000000000000000000000000000	1.000	1.000	1	41.93	50000	25000	0.87		40	40
#	#	#	1	#	#	0	0	0	0	0	#	0	0	0	0	0	#	1	0	0	0	1	000000000000000000000000000000000000100001000	1.000	1.000	1	40.06	49693	25178	0.70		39	39
#	0	0	1	0	0	1	0	#	0	0	#	0	0	0	1	#	0	0	0	0	0	#	000000000000000000000000100000000000000001000	1.000	1.000	1	33.89	49734	25219	0.78		39	39
#	0	#	1	0	0	0	1	#	#	0	1	#	0	#	0	1	0	0	0	0	0	0	000000000100000000000000000000000000000001000	1.000	1.000	1	35.30	49879	25364	0.74		39	39
#	#	1	0	0	0	0	0	0	1	#	#	0	0	#	0	1	#	0	#	#	1	#	100000000000000000000000000000000000100000000	1.000	1.000	1	35.61	49942	25427	0.61		39	39
0	#	0	1	0	0	1	0	0	#	1	0	#	0	#	1	0	#	#	#	0	#	0	000000000000000000000000100000000000000100000	1.000	1.000	2	30.42	49384	25514	0.65		34	34
#	0	1	1	0	0	0	0	0	0	1	1	0	0	#	0	1	0	1	0	0	#	1	100000000000000000000000000000000000000001000	1.000	1.000	1	30.24	49623	25753	0.87		38	38
0	#	0	0	0	0	#	0	0	0	#	1	0	#	0	1	0	0	1	0	#	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	31.36	49803	25933	0.78		38	38
0	#	0	0	0	0	#	0	0	0	#	#	0	0	0	1	0	#	1	0	0	#	1	000000000000000000000000000000000000100000000	1.000	1.000	1	31.36	49803	25933	0.74		38	38
0	0	1	#	0	0	0	1	#	0	#	1	0	0	0	0	0	0	0	0	0	#	#	000000000100000000000000000000000000000000000	1.000	1.000	1	40.70	49884	26014	0.78		38	38
1	0	0	0	1	0	#	0	0	0	#	#	#	#	0	0	0	1	0	0	#	#	#	000010000000000000000000000000000000000000001	1.000	1.000	1	49.35	49890	26020	0.65		76	76
0	0	0	0	0	0	#	0	0	0	0	0	0	0	0	0	0	0	1	1	#	0	#	000000000000000000000000000000000000001000000	1.000	1.000	1	46.12	49535	26310	0.87		37	37
0	1	#	#	#	0	0	1	#	#	#	1	#	0	0	#	0	0	0	1	0	#	#	000000000100000000000000000000000000000000000	1.000	1.000	2	41.71	49593	26368	0.57		37	37
0	0	0	1	#	#	1	0	#	0	0	#	0	#	0	#	1	#	0	0	0	0	#	000000000000000000000000100000000000000001000	1.000	1.000	1	33.93	49734	26509	0.65		37	37
0	0	0	1	0	0	1	0	0	#	1	0	#	#	0	1	#	#	#	0	#	#	1	000000000000000000000000100000000000000001000	1.000	1.000	1	33.61	49845	26620	0.65		70	70
1	0	0	0	1	#	#	0	0	0	#	#	0	#	0	0	#	1	0	#	0	1	#	000010000000000000000000000000000000000000001	1.000	1.000	1	42.96	49890	26665	0.65		37	37
#	0	0	0	0	#	0	#	#	1	#	#	0	0	0	#	1	0	1	1	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	32.39	49893	26668	0.70		37	37
0	1	1	0	0	0	0	1	0	#	1	#	#	0	0	0	1	0	0	0	#	0	0	100000000000000100000000000000000000000000000	1.000	1.000	1	35.46	49895	26670	0.83		37	37
0	1	#	0	0	0	0	0	#	0	0	0	0	#	1	0	0	1	0	0	#	#	0	000000000010000000000000000000000000000000000	0.113	0.957	2	47.51	49989	26764	0.78		70	103
0	#	0	1	0	0	0	#	#	1	1	1	0	0	0	0	#	#	1	0	0	#	#	000000000000000000000000000000000000100001000	1.000	1.000	1	67.13	49971	26786	0.70		102	102
0	#	0	0	0	0	0	0	0	0	1	0	0	0	0	#	0	#	0	0	#	#	#	000000000000000001000000000000000000000000000	0.095	0.954	1	54.50	49725	26928	0.74		69	143
1	1	0	#	0	0	0	0	0	0	0	0	0	1	1	#	#	0	0	#	0	#	0	000010000000000000000000000000000000000000000	0.348	0.979	1	68.28	49544	26964	0.78		68	68
#	0	1	1	#	0	0	0	0	1	1	1	#	0	0	0	#	0	0	0	0	#	0	100000000000000000000000000000000000000000000	1.000	1.000	1	32.53	49668	27088	0.78		36	36
#	0	0	0	0	0	#	#	0	#	#	1	#	#	0	#	1	0	1	#	#	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	46.41	49866	27286	0.57		36	36
1	1	0	0	0	#	0	0	#	0	0	0	0	#	1	#	0	1	1	#	0	#	0	000010000000000000000000000000001000000000000	1.000	1.000	2	35.77	49946	27366	0.74		36	36
0	0	0	#	0	#	0	0	1	#	1	1	0	#	0	0	0	0	0	#	#	0	#	000000000000000000000000000000000000000000010	1.000	1.000	1	32.41	49361	27426	0.70		31	31
#	1	0	0	#	0	0	0	0	0	0	0	0	1	1	#	0	1	0	0	0	0	#	000000000010000000000000000000000000000000000	0.116	0.958	2	44.90	49856	27435	0.83		67	98
0	#	1	0	0	#	0	#	0	#	1	#	0	0	#	1	1	0	0	0	0	0	0	100000000000000000000000000000000000100000000	1.000	1.000	1	32.79	49426	27491	0.74		31	31
0	0	0	1	#	0	0	0	0	#	#	1	0	0	0	1	1	0	0	0	0	0	#	000000000001000000000000000000000000000001000	1.000	1.000	1	34.79	49476	27541	0.83		31	31
#	0	0	#	0	0	0	#	0	0	#	0	#	0	0	0	1	0	1	#	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	33.57	49566	27631	0.74		35	35
0	0	0	1	0	0	0	#	#	#	1	1	#	#	0	#	1	#	0	1	#	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	36.14	49714	27779	0.61		35	35
#	0	1	1	0	0	0	1	#	0	0	1	#	0	#	0	1	0	0	0	0	0	0	000000000100000000000000000000000000000001000	1.000	1.000	1	35.23	49879	27944	0.83		35	35
0	0	0	1	0	#	0	#	0	0	#	0	0	0	#	1	#	#	0	1	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	39.53	49425	28135	0.74		30	30
0	#	0	0	0	#	0	0	0	#	#	1	0	#	0	0	0	0	0	#	0	0	1	000000000000000000000000000010000000000001000	1.000	1.000	1	30.64	49436	28146	0.74		30	30
0	#	0	1	0	0	0	#	0	0	0	#	#	0	0	0	0	0	1	0	0	0	1	000000000000000000000000000000000000100001000	1.000	1.000	1	40.04	49693	28403	0.83		34	34
0	0	1	0	0	0	0	1	0	#	#	1	0	0	0	0	0	0	#	#	#	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	40.70	49884	28594	0.74		34	34
1	#	0	0	1	0	#	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	000010000000000000000000000001000000000000000	0.107	0.956	1	30.73	49938	28648	0.91		35	69
#	#	0	1	#	0	0	0	0	1	#	#	0	0	#	0	#	0	#	0	0	#	#	000000000000000000000000000000000000100001000	1.000	1.000	1	64.33	49971	28721	0.57		195	195
#	1	0	#	0	0	#	0	#	0	0	0	0	0	#	#	#	0	0	1	#	0	0	000000000100000000000000000000000000000000000	0.205	0.969	1	47.74	49777	28790	0.65		63	97
0	0	#	0	#	0	0	0	#	1	1	1	0	0	#	0	0	0	1	0	#	0	0	000000000000000000000000000000000000100000000	1.000	1.000	1	43.91	49438	28793	0.78		29	29
#	0	0	0	#	1	#	#	0	#	0	0	1	0	#	1	0	0	0	#	0	0	0	000000000000000000000000000000000000001000010	1.000	1.000	1	35.81	49440	28795	0.70		29	29
0	0	1	1	#	0	1	0	#	0	0	#	0	0	0	1	#	0	0	#	0	0	#	100000000000000000000000100000000000000000000	1.000	1.000	1	32.62	49532	28887	0.74		33	33
0	0	0	0	0	1	0	0	0	#	0	#	#	0	0	#	0	0	1	0	0	0	0	000000000000000000000000000000000100000000010	1.000	1.000	1	29.33	49551	28906	0.83		33	33
0	0	1	1	0	#	0	0	#	0	#	#	0	0	0	0	1	#	1	0	0	#	#	100000000000000000000000000000000000000001000	1.000	1.000	1	30.16	49623	28978	0.70		33	33
#	0	1	1	#	0	0	0	0	1	#	1	#	0	0	#	1	0	#	0	0	0	0	100000000000000000000000000000000000000000000	1.000	1.000	1	32.59	49668	29023	0.74		33	33
#	0	0	0	#	0	0	0	0	1	#	#	0	#	0	0	0	#	0	#	0	#	0	000000000100000000000000000000000000100000000	1.000	1.000	1	40.92	49677	29032	0.65		33	33
0	0	0	0	0	#	0	#	0	#	0	0	#	0	0	0	1	0	#	0	0	0	#	000000000000000000000000000000100000000000000	0.170	0.965	1	50.11	49860	29066	0.74		96	130
#	0	0	0	0	#	0	0	0	0	1	#	0	0	#	#	0	0	0	0	0	1	1	000000000000000001000000000000000000000000000	1.000	1.000	1	43.35	49792	29080	0.78		67	67
0	0	0	0	0	0	#	#	0	0	1	1	1	0	0	#	0	0	0	1	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	34.90	49827	29182	0.87		33	33
0	0	1	#	#	0	1	#	0	0	1	#	#	#	#	#	0	0	0	#	0	#	1	000000000000000000000000100000000000000001000	1.000	1.000	1	35.00	49907	29262	0.57		33	33
0	#	0	1	0	0	0	#	#	0	0	0	0	#	0	#	#	0	#	1	0	#	#	000000000100000000000000000000000000000000000	1.000	1.000	1	39.63	49425	29425	0.61		28	28
0	0	1	0	0	#	0	1	0	0	#	0	0	#	0	1	#	#	1	#	0	0	0	100000000000000000000000000000000001000000000	1.000	1.000	1	33.84	49492	29492	0.74		28	28
0	0	0	0	0	#	0	0	0	0	0	0	0	0	0	0	#	#	#	0	0	#	1	000000000000000000000000000000100000000000000	0.219	0.970	1	54.49	49711	29619	0.78		65	98
0	1	#	0	#	0	0	#	0	0	1	1	0	0	#	0	0	#	#	1	#	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	41.10	49656	29656	0.65		64	64
0	0	0	#	0	#	0	0	0	#	0	#	#	0	#	#	#	1	0	0	0	#	#	000000000010000000000000000000000000000000000	1.000	1.000	1	55.42	49990	29731	0.57		98	98
#	#	0	0	0	#	#	0	0	0	#	1	0	0	0	1	#	0	1	0	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	31.41	49803	29803	0.74		32	32
1	1	0	#	#	0	#	0	#	0	0	#	0	#	1	0	1	#	#	#	#	0	#	000010000000000000000000000000001000000000000	1.000	1.000	1	61.46	49832	29832	0.52		60	60
0	#	#	1	#	0	1	0	0	0	#	#	0	0	#	#	#	0	#	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	34.46	49907	29845	0.61		93	93
0	0	1	1	#	0	1	#	0	0	#	#	0	#	0	#	0	0	0	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	34.99	49907	29907	0.74		32	32
#	0	1	0	0	0	0	0	0	1	#	#	0	0	#	0	1	#	0	0	#	1	#	100000000000000000000000000000000000100000000	1.000	1.000	1	35.62	49942	29942	0.70		32	32
#	1	0	0	0	#	0	0	#	0	#	0	0	#	1	0	0	1	1	0	0	#	0	000010000000000000000000000000001000000000000	1.000	1.000	1	35.72	49946	29946	0.74		32	32
0	0	0	0	0	0	#	#	#	0	1	1	0	#	0	0	0	0	0	#	#	0	0	000000000100000000000000000000000000000000000	0.114	0.958	1	40.45	49968	29968	0.74		60	88
#	#	0	#	0	0	#	#	0	0	0	0	#	0	#	0	#	0	1	0	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	33.64	49566	30051	0.65		31	31
0	#	1	0	#	0	0	#	0	#	1	#	0	0	#	0	#	0	#	#	#	1	1	100000000000000000000000000000000000000000000	1.000	1.000	1	55.25	49923	30066	0.57		63	63
0	1	0	0	0	#	0	1	0	0	1	1	0	#	0	1	0	0	0	0	#	#	0	000000000000000000000000000000000001000000000	1.000	1.000	1	34.81	49641	30126	0.83		31	31
0	0	#	0	0	0	0	#	0	#	0	#	#	1	1	#	0	#	0	#	0	#	0	000000000000000000000000000000010000000000000	0.155	0.963	1	58.54	49918	30204	0.61		119	175
#	0	0	0	0	#	0	0	#	1	#	0	0	0	0	#	1	0	0	#	0	0	0	000000000000000000000000000000000000100000010	1.000	1.000	1	39.33	49729	30214	0.74		59	59
#	#	0	1	0	0	#	0	#	0	#	#	#	#	#	0	1	0	1	0	#	0	0	000000000000000000000000000000000000000001000	0.334	0.978	1	62.98	49744	30229	0.57		121	121
0	#	0	0	0	0	#	0	0	0	1	1	0	#	0	1	0	0	1	#	0	0	#	000000000000000000000000000000000000100000000	1.000	1.000	1	31.43	49803	30288	0.78		31	31
