landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	2	-3727.400;5233.400	#	10	#	3	#	4	#	#	#	0	0	0	#	#	1	#	1100011	1.000	1.000	2	16.62	917	14	0.47		8	8
4	1	#	#	#	5	#	6	#	#	#	#	0	#	0	#	#	#	0	1001110	1.000	1.000	3	13.00	918	15	0.37		8	8
6	#	#	#	#	1	#	#	#	#	#	1	#	#	0	#	#	0	#	1010100	0.351	0.901	3	17.22	919	16	0.26		23	23
2	#	-3835.410;5349.410	#	2	#	#	#	3	#	#	#	1	#	#	#	0	#	0	1010100	1.000	1.000	1	28.38	791	17	0.37		8	8
#	#	-8176.730;8176.730	#	#	1	#	#	#	0	0	0	0	2	0	#	#	0	#	1101110	1.000	1.000	2	18.50	921	18	0.47		8	8
2	3	#	-318.640;346.640	2	#	#	0	2	0	0	#	0	#	#	#	#	0	#	1000100	1.000	1.000	1	22.50	922	19	0.53		8	8
#	4	#	-130.080;142.080	2	0	0	0	#	0	#	0	0	0	0	0	0	0	0	1010100	1.000	1.000	1	23.00	407	20	0.79		8	8
#	#	-7257.650;7303.650	-211.680;211.680	1	1	0	2	#	1	0	#	0	#	#	0	#	1	#	1111111	1.000	1.000	1	8.38	924	21	0.58		8	8
#	#	#	#	#	#	#	#	#	#	0	#	#	1	0	0	#	0	0	1001000	0.000	0.346	3	73.53	961	22	0.32		77	160
#	1	#	-131.040;131.040	10	0	2	#	#	#	1	0	#	#	#	0	#	0	0	1000110	1.000	1.000	1	20.62	926	23	0.53		8	8
1	#	#	-169.360;173.360	1	1	0	0	3	#	0	1	#	0	0	#	0	#	0	0101010	1.000	1.000	3	27.88	927	24	0.68		8	8
#	4	#	-276.200;278.200	10	5	#	#	3	#	0	#	1	#	0	0	0	#	0	1010100	1.000	1.000	2	26.88	801	27	0.58		8	8
2	#	#	#	2	#	0	#	#	#	#	#	#	0	#	0	0	0	0	0010100	0.000	0.273	2	57.36	931	28	0.42		8	22
3	4	-3471.310;3473.310	#	6	1	#	#	3	#	#	#	0	#	0	0	#	#	#	1010100	1.000	1.000	2	29.83	984	29	0.47		16	16
4	4	#	#	#	2	#	#	3	0	#	#	#	#	0	0	0	#	#	1101000	1.000	1.000	3	40.34	934	31	0.42		16	16
#	#	-3624.330;3768.330	#	#	5	0	3	3	0	0	0	0	0	#	0	0	#	#	0110100	0.035	0.714	2	53.75	935	32	0.63		8	16
6	#	#	#	#	1	0	#	3	0	#	0	0	1	0	#	0	0	0	0011100	1.000	1.000	1	37.38	549	33	0.63		8	8
#	4	#	-170.360;172.360	1	#	#	#	4	0	0	0	#	0	#	#	#	0	#	1110100	1.000	1.000	1	25.00	292	34	0.47		8	8
#	3	#	-257.040;257.040	1	1	0	#	5	#	0	0	#	0	0	1	1	1	#	1011101	1.000	1.000	1	10.12	938	35	0.68		8	8
#	4	#	#	2	#	0	#	2	#	#	#	#	#	#	0	0	0	0	0010100	0.008	0.619	6	37.49	941	38	0.42		16	24
5	1	#	#	#	#	0	#	2	#	0	0	0	#	0	#	1	0	#	1001000	1.000	1.000	1	24.55	925	39	0.53		15	15
#	2	#	-326.600;328.600	1	1	0	#	7	0	2	#	1	#	#	0	#	#	#	1111101	1.000	1.000	2	9.25	943	40	0.53		8	8
#	#	#	#	3	5	#	#	3	0	0	0	0	#	#	0	0	0	#	1011000	0.000	0.429	1	52.58	946	43	0.53		8	23
5	#	-3952.500;7248.500	#	6	2	#	#	#	#	#	0	#	0	#	0	#	#	#	1100100	0.239	0.867	1	26.74	947	44	0.37		8	15
5	#	#	-287.280;287.280	#	2	#	#	2	0	0	#	0	#	#	0	#	#	#	1000100	0.035	0.714	2	31.07	948	45	0.42		8	16
1	4	-5376.480;5376.480	-226.800;226.800	#	1	#	0	6	#	0	#	0	0	0	0	1	#	1	1111100	1.000	1.000	2	9.38	950	47	0.74		8	8
1	4	#	#	#	#	#	0	#	0	0	#	#	#	0	0	#	#	0	1000010	0.000	0.238	1	27.23	951	48	0.42		8	24
5	1	#	#	#	#	1	#	#	#	#	#	0	#	#	#	0	#	0	1100110	0.035	0.714	1	28.00	825	51	0.32		8	16
#	#	#	#	1	1	0	#	4	#	#	0	0	1	#	0	#	1	0	1011100	1.000	1.000	1	16.75	440	53	0.53		8	8
3	#	-6775.650;7785.650	-324.880;400.880	2	#	#	3	#	0	0	#	#	#	0	#	#	#	0	1001000	1.000	1.000	2	32.62	828	54	0.47		8	8
3	1	-5575.520;6073.520	-271.640;393.640	#	#	0	#	#	0	0	#	#	0	#	0	0	#	0	1001010	0.000	0.150	1	78.18	829	55	0.58		8	38
5	#	#	700.560;1315.440	#	6	#	#	#	#	0	#	0	5	0	0	0	0	0	1001000	1.000	1.000	3	11.75	959	56	0.58		8	8
4	#	-5488.490;5488.490	#	1	1	#	0	#	#	#	0	#	0	#	#	#	0	#	1100100	1.000	1.000	1	35.38	705	60	0.42		8	8
#	#	#	#	#	#	#	0	3	0	0	#	0	#	0	#	1	1	0	0101100	0.045	0.733	3	19.75	964	61	0.47		8	15
#	1	-4526.450;5554.450	-131.040;131.040	#	#	#	3	3	0	#	#	#	#	0	0	#	0	0	1010100	0.000	0.325	1	85.86	580	64	0.53		14	44
#	#	-6162.690;9294.690	-189.520;193.520	10	6	3	#	3	2	#	#	0	#	#	#	#	#	0	1011000	1.000	1.000	2	9.25	968	65	0.47		8	8
#	2	#	-317.520;317.520	10	#	0	#	#	0	#	0	1	#	0	0	0	0	#	1000100	1.000	1.000	2	16.12	969	66	0.58		8	8
1	4	-2955.440;6901.440	-124.600;278.600	#	0	3	0	#	0	0	0	#	#	#	0	#	1	0	1100101	1.000	1.000	1	18.50	970	67	0.68		8	8
3	#	#	#	#	#	#	1	#	#	#	0	#	#	#	0	#	#	#	1001100	1.000	1.000	1	32.62	68	68	0.21		8	8
5	#	-7517.680;7715.680	#	#	#	#	#	4	1	#	0	#	0	#	#	1	#	#	1010110	0.000	0.467	2	34.19	972	69	0.37		8	15
#	4	#	-203.680;219.680	#	#	3	#	#	0	#	0	#	0	0	#	0	#	0	0010100	0.000	0.253	2	54.31	973	70	0.47		15	44
2	#	#	#	#	#	0	#	#	1	#	#	0	22	0	#	#	#	#	0111100	1.000	1.000	2	8.00	974	71	0.32		8	8
#	#	-7671.690;7785.690	-159.280;163.280	#	7	#	5	4	#	#	0	#	1	0	#	#	0	#	1101100	1.000	1.000	1	22.00	846	72	0.47		8	8
5	1	-3262.300;3458.300	#	#	#	0	3	4	#	#	0	0	#	#	#	#	0	#	1100110	0.045	0.733	2	63.45	718	73	0.47		31	45
6	3	#	#	#	1	0	0	#	#	#	0	#	#	#	#	0	#	0	1010100	1.000	1.000	1	23.50	850	76	0.42		8	8
#	1	#	-301.520;333.520	#	#	0	0	#	#	#	0	#	2	#	0	0	#	0	0010101	1.000	1.000	2	20.00	980	77	0.47		8	8
#	#	#	-226.800;226.800	1	#	0	#	6	1	#	1	#	4	#	#	1	#	#	1111101	1.000	1.000	2	12.88	982	79	0.42		8	8
3	4	-3471.310;3473.310	#	6	1	#	#	3	#	1	#	0	#	0	0	#	0	#	1010100	1.000	1.000	1	31.58	984	81	0.58		14	14
5	1	#	#	#	#	0	2	#	#	0	0	0	1	#	0	0	0	#	0010100	1.000	1.000	4	29.25	985	82	0.58		8	8
#	#	#	#	#	5	3	0	3	0	0	#	#	#	0	0	0	0	0	1100100	0.000	0.467	2	46.04	986	83	0.58		8	15
#	4	-3787.360;4277.360	#	1	1	#	#	#	#	1	1	0	#	0	0	0	#	#	1010100	1.000	1.000	1	25.25	86	86	0.53		8	8
4	#	#	-170.360;172.360	10	5	0	#	3	#	#	#	0	0	0	#	#	#	0	0111000	1.000	1.000	1	51.50	990	87	0.53		8	8
#	#	#	#	#	#	#	9	#	#	#	#	1	#	0	#	0	#	#	0010100	1.000	1.000	3	12.38	991	88	0.21		8	8
#	4	#	-126.000;126.000	1	#	0	1	#	0	0	0	#	0	#	#	#	#	0	0010101	0.000	0.467	2	28.82	992	89	0.53		8	15
#	#	-3420.320;3748.320	-224.840;238.840	8	2	0	0	#	1	#	0	#	1	1	#	0	#	0	1000100	1.000	1.000	2	13.88	993	90	0.63		8	8
#	2	-6042.550;6278.550	-205.680;217.680	#	5	#	3	#	0	#	0	#	1	0	#	#	0	#	1100010	1.000	1.000	3	47.25	994	91	0.53		8	8
#	4	#	-151.320;181.320	#	0	#	3	7	#	#	#	0	7	0	0	#	#	0	1111111	1.000	1.000	3	10.50	995	92	0.53		8	8
4	#	#	#	#	#	0	#	#	#	#	#	#	0	#	0	#	#	#	0100000	0.000	0.127	1	64.90	990	93	0.21		57	71
3	#	-4163.380;4349.380	-130.120;152.120	9	6	#	3	3	#	0	0	0	#	0	0	0	0	#	1100100	1.000	1.000	1	54.88	481	94	0.74		8	8
5	1	-2220.270;3828.270	#	#	#	1	#	#	0	0	0	#	#	#	0	#	0	0	0100100	0.045	0.733	3	28.68	998	95	0.53		15	15
3	1	-4820.440;5036.440	-305.560;339.560	4	#	#	3	3	0	#	0	0	0	#	0	#	0	#	1001010	0.011	0.636	1	66.97	829	97	0.68		15	22
3	#	-4704.420;4704.420	#	#	0	#	2	#	#	#	#	0	#	0	#	#	#	#	1000100	1.000	1.000	2	25.00	743	98	0.32		7	7
6	#	-4292.410;4892.410	#	#	0	#	0	4	#	0	#	0	4	#	#	#	#	0	1011100	1.000	1.000	2	13.43	615	99	0.47		7	7
#	#	-6853.620;7035.620	#	#	#	3	#	3	#	#	0	0	#	#	#	0	0	#	1010100	0.000	0.286	1	68.37	471	101	0.37		14	56
3	1	-3120.290;3376.290	-357.960;387.960	#	#	#	0	#	0	0	#	#	#	0	1	0	#	#	1010100	1.000	1.000	2	23.86	876	102	0.53		7	7
6	#	#	-372.960;372.960	#	1	#	#	7	0	0	#	#	#	0	#	#	1	1	1111101	1.000	1.000	1	6.71	879	105	0.47		7	7
#	1	#	#	#	#	#	0	#	1	#	0	0	#	#	0	#	0	#	1100000	0.000	0.429	1	39.50	622	106	0.37		7	28
#	#	#	#	8	#	#	#	#	0	#	0	#	#	1	0	#	#	0	0101000	1.000	1.000	2	14.71	881	107	0.32		7	7
#	#	-6048.540;6048.540	-241.920;241.920	1	1	#	#	4	#	0	#	0	#	#	#	1	#	#	0111100	0.035	0.714	1	13.55	882	108	0.42		7	14
#	#	#	#	10	#	#	#	2	0	#	#	0	#	#	0	#	#	0	0010100	0.000	0.429	1	49.94	985	110	0.32		14	42
4	2	-6021.590;7195.590	#	10	1	#	2	#	0	#	#	#	0	#	#	0	0	#	1100100	1.000	1.000	2	28.14	756	111	0.53		7	7
4	#	-2409.250;3191.250	-294.400;310.400	10	#	0	#	5	#	0	0	0	1	0	#	#	#	0	1101110	1.000	1.000	1	9.86	886	112	0.63		7	7
#	4	-5824.520;5824.520	#	1	#	0	0	3	1	#	0	0	#	0	1	0	1	#	1101000	1.000	1.000	2	8.57	890	116	0.68		7	7
#	1	-4526.450;5554.450	#	#	#	0	#	3	0	#	#	0	#	#	0	#	0	0	1010100	0.000	0.419	1	84.52	906	117	0.47		20	62
3	#	#	-202.680;220.680	5	#	0	3	5	#	#	#	#	#	#	0	1	#	#	1111100	1.000	1.000	1	10.57	763	118	0.42		7	7
4	1	-406.260;5418.260	#	#	2	#	3	#	#	#	#	#	#	#	1	0	0	0	1100110	1.000	1.000	1	25.57	635	119	0.47		7	7
#	4	-3360.300;3360.300	#	#	1	#	0	#	1	#	#	#	0	#	0	#	1	0	1111110	1.000	1.000	1	14.43	894	120	0.47		7	7
6	2	#	-105.080;419.080	#	#	#	#	#	0	#	#	0	#	#	0	0	#	0	1000100	0.004	0.571	1	39.28	766	121	0.42		7	14
#	4	-960.280;5312.280	-151.200;151.200	6	#	#	#	2	#	#	0	#	0	0	#	#	#	0	1000100	1.000	1.000	2	18.43	767	122	0.47		7	7
#	1	#	#	6	#	0	0	#	#	0	#	#	1	#	0	#	1	#	1001010	1.000	1.000	2	17.57	897	123	0.42		7	7
5	#	-7468.700;8212.700	#	#	#	0	#	#	1	0	0	#	1	#	#	#	#	#	1000100	0.243	0.868	2	26.69	877	128	0.37		13	13
#	#	-3324.300;3396.300	-175.400;177.400	#	#	1	#	#	#	0	0	0	1	#	#	#	0	0	1101010	0.000	0.385	1	21.46	903	129	0.47		6	13
4	1	-4115.450;5965.450	#	10	#	3	0	2	0	0	0	0	#	#	#	0	0	#	0100100	1.000	1.000	2	27.17	904	130	0.68		6	6
#	#	-2810.360;5254.360	-160.520;222.520	10	#	0	#	#	0	0	0	0	0	#	0	#	0	#	1000000	0.000	0.275	1	66.12	906	132	0.58		34	41
#	#	-2810.360;5254.360	-160.520;222.520	10	#	0	#	#	0	0	0	0	0	#	0	#	0	#	0101000	0.000	0.101	1	66.12	990	132	0.58		14	41
#	#	#	-123.000;129.000	#	6	#	3	#	#	0	#	0	#	#	0	0	#	0	1010100	0.028	0.700	1	56.52	686	133	0.42		13	20
#	1	#	-123.000;129.000	#	6	#	3	#	1	0	#	0	#	#	0	0	#	0	1010100	1.000	1.000	1	41.00	649	133	0.53		6	6
#	4	-3585.360;4479.360	-111.040;151.040	8	2	0	#	2	0	#	0	0	#	0	0	#	0	0	1100000	1.000	1.000	2	39.67	908	134	0.74		6	6
3	#	#	#	1	0	#	#	3	0	#	#	0	#	0	#	#	0	#	0100101	1.000	1.000	1	45.50	909	135	0.42		6	6
#	#	#	-198.800;254.800	10	#	0	#	4	1	#	0	0	0	0	0	#	#	#	0100000	0.000	-0.143	1	26.97	910	136	0.53		7	14
#	#	#	-198.800;254.800	10	#	0	#	4	1	#	0	0	0	0	0	#	#	#	1001001	0.000	0.143	2	26.97	910	136	0.53		7	14
1	#	-5936.530;5936.530	-151.200;151.200	#	1	#	#	6	0	#	1	1	#	0	#	1	1	0	1111101	1.000	1.000	1	23.17	911	137	0.63		6	6
#	#	-5936.530;5936.530	-151.200;151.200	#	#	#	#	6	0	#	1	1	0	0	#	1	#	0	1111101	1.000	1.000	1	23.17	911	137	0.53		6	6
4	1	#	-221.760;221.760	#	0	#	#	4	#	0	0	#	#	#	#	#	0	0	1101010	1.000	1.000	1	22.67	783	138	0.47		6	6
5	#	-2108.480;8644.480	442.080;925.920	6	#	0	3	4	#	#	#	0	#	0	#	#	0	0	0000001	0.000	0.143	1	28.14	913	139	0.58		7	7
5	#	-2108.480;8644.480	442.080;925.920	6	#	0	3	4	#	#	#	0	#	0	#	#	0	0	0110100	0.035	0.714	1	28.14	913	139	0.58		7	7
#	#	-5984.560;6560.560	-305.440;309.440	8	#	0	3	#	0	#	#	0	1	0	1	#	0	0	1010110	0.025	0.692	1	37.42	914	140	0.63		6	13
#	1	#	-241.920;241.920	6	#	2	#	#	#	#	0	0	0	0	0	1	#	#	1001110	1.000	1.000	1	22.00	915	141	0.53		6	6
#	#	-1703.400;7257.400	#	#	#	0	3	3	0	0	#	0	#	#	#	#	#	#	0001000	0.000	0.199	1	93.90	990	142	0.37		61	102
#	#	-1703.400;7257.400	#	#	#	0	3	3	0	0	#	0	#	#	#	#	#	#	0010100	0.000	0.143	1	93.90	935	142	0.37		34	102
#	#	#	#	10	#	#	0	4	0	#	0	0	0	#	#	0	#	0	0100000	0.000	0.143	2	25.97	917	143	0.47		13	13
#	2	-3727.400;5233.400	#	10	5	3	#	4	#	#	#	0	0	0	#	#	1	#	1100011	1.000	1.000	1	21.50	917	143	0.53		6	6
4	1	#	#	10	5	#	6	#	1	#	#	0	#	0	#	#	#	0	1001110	1.000	1.000	2	16.83	918	144	0.47		6	6
2	#	-3835.410;5349.410	#	2	0	#	#	3	#	0	#	1	#	#	#	0	#	0	1010100	1.000	1.000	1	36.67	791	146	0.47		6	6
#	4	-8176.730;8176.730	#	#	1	#	#	#	0	0	0	0	2	0	#	#	0	#	1101110	1.000	1.000	1	24.33	921	147	0.53		6	6
2	3	#	-318.640;346.640	2	#	#	0	#	0	#	#	0	#	#	#	#	0	#	1000100	1.000	1.000	2	29.17	922	148	0.42		6	6
2	3	#	-318.640;346.640	2	#	#	0	2	0	0	#	0	#	#	#	#	#	#	1000100	1.000	1.000	1	29.17	922	148	0.47		6	6
#	#	-8237.740;8339.740	#	#	0	0	#	3	#	#	#	0	#	#	0	0	#	0	0010000	0.000	0.343	1	75.73	916	149	0.42		34	40
#	#	-8237.740;8339.740	#	#	0	0	#	3	#	#	#	0	#	#	0	0	#	0	1000100	0.000	0.443	1	75.73	580	149	0.42		21	40
#	#	-7257.650;7303.650	-211.680;211.680	1	1	0	2	#	1	0	#	0	#	#	0	#	#	#	1111111	1.000	1.000	1	10.83	924	150	0.53		6	6
#	1	#	-131.040;131.040	10	0	2	#	#	#	1	#	#	#	#	0	#	0	0	1000110	1.000	1.000	1	26.50	926	152	0.47		6	6
#	1	#	-131.040;131.040	10	0	2	#	#	#	1	0	#	#	0	0	#	0	0	1000110	1.000	1.000	2	26.50	926	152	0.58		6	6
1	#	-7597.680;7635.680	#	#	#	0	#	3	0	#	#	0	0	0	1	0	#	#	0010000	0.000	0.121	1	33.88	883	153	0.53		6	13
1	#	-7597.680;7635.680	#	#	#	0	#	3	0	#	#	0	0	0	1	0	#	#	0001010	0.035	0.714	1	33.88	927	153	0.53		13	13
1	#	#	-169.360;173.360	1	1	0	0	3	#	#	1	#	0	0	1	0	#	0	0101010	1.000	1.000	1	36.50	927	153	0.68		6	6
#	#	-4526.450;5554.450	#	#	#	#	#	3	0	#	#	#	#	#	0	#	0	0	0010000	0.000	0.173	3	83.33	990	154	0.32		140	253
#	#	-4526.450;5554.450	#	#	#	#	#	3	0	#	#	#	#	#	0	#	0	0	1000100	0.000	0.441	2	83.33	986	154	0.32		139	253
1	4	#	-302.480;322.480	2	#	#	#	3	0	#	0	0	#	0	1	#	0	#	1010100	1.000	1.000	1	25.17	929	155	0.58		6	6
#	3	-6324.590;6892.590	-249.040;265.040	#	#	#	#	#	0	#	0	#	#	0	0	0	0	#	0010000	0.000	0.359	1	63.91	931	157	0.47		33	45
#	3	-6324.590;6892.590	-249.040;265.040	#	#	#	#	#	0	#	0	#	#	0	0	0	0	#	1001000	0.000	0.289	1	63.91	916	157	0.47		12	45
#	#	-3136.280;3136.280	#	#	1	0	0	#	#	1	#	#	#	0	#	#	#	#	0001000	0.000	-0.209	1	37.08	983	159	0.32		45	78
#	#	-3136.280;3136.280	#	#	1	0	0	#	#	1	#	#	#	0	#	#	#	#	1010100	0.003	0.553	1	37.08	984	159	0.32		71	78
4	4	#	#	#	2	#	#	3	0	#	0	#	#	#	0	0	#	#	1101000	1.000	1.000	1	44.10	934	160	0.42		13	13
#	#	-3624.330;3768.330	#	#	5	0	#	#	0	0	0	0	0	#	0	0	#	0	0110100	0.028	0.700	1	57.08	935	161	0.58		13	20
#	#	-3624.330;3768.330	#	#	5	0	3	3	#	0	0	0	0	#	0	0	#	#	0110100	0.025	0.692	1	58.89	935	161	0.58		6	13
#	3	#	-257.040;257.040	1	1	0	#	5	#	#	0	#	0	0	1	1	1	#	1011101	1.000	1.000	3	13.17	938	164	0.63		6	6
#	4	#	#	2	#	0	#	2	#	#	#	#	#	#	#	0	0	0	0010100	0.006	0.600	1	38.34	941	167	0.37		13	20
#	1	-3776.360;4288.360	-114.080;158.080	6	#	#	3	4	0	#	#	#	#	0	0	0	#	#	0010100	0.000	0.429	1	34.00	686	170	0.53		7	7
#	1	-3776.360;4288.360	-114.080;158.080	6	#	#	3	4	0	#	#	#	#	0	0	0	#	#	1001000	0.000	0.429	1	34.00	686	170	0.53		7	7
#	#	#	#	3	5	#	#	3	0	0	0	0	#	#	#	0	0	#	1011000	0.000	0.398	1	54.37	946	172	0.47		6	19
5	1	-3952.500;7248.500	#	6	2	#	#	#	#	#	0	#	0	#	0	#	#	#	1100100	0.214	0.857	3	30.19	947	173	0.42		6	12
#	#	-4156.390;4580.390	#	#	2	0	#	#	0	#	#	0	#	#	#	#	#	0	0100000	0.000	0.239	2	72.19	961	174	0.32		73	98
#	#	-4156.390;4580.390	#	#	2	0	#	#	0	#	#	0	#	#	#	#	#	0	1000100	0.000	0.449	1	72.19	961	174	0.32		73	98
5	#	#	-287.280;287.280	#	2	#	0	2	0	0	#	0	#	#	0	#	#	#	1000100	0.025	0.692	1	34.14	948	174	0.47		6	13
5	#	#	-287.280;287.280	#	2	#	#	2	0	0	#	0	#	#	0	0	#	#	1000100	0.025	0.692	1	34.14	948	174	0.47		6	13
1	4	-5376.480;5376.480	-226.800;226.800	#	1	#	0	6	#	0	0	0	0	0	0	1	#	1	1111100	1.000	1.000	1	12.17	950	176	0.79		6	6
1	4	#	#	3	#	#	0	#	0	0	#	#	#	0	0	#	#	0	1000010	1.000	1.000	2	23.33	951	177	0.47		6	6
1	4	#	#	#	#	2	0	#	0	0	#	#	#	0	0	#	#	0	1000010	1.000	1.000	1	23.33	951	177	0.47		6	6
2	#	-2711.490;8265.490	#	#	0	#	3	3	0	#	0	0	#	0	#	#	0	0	0011100	0.000	0.459	1	68.17	178	178	0.58		7	19
#	3	-6324.590;6892.590	-249.040;265.040	#	#	#	3	#	0	#	0	#	#	0	0	0	0	#	0010000	0.000	0.360	3	68.12	931	178	0.53		19	25
#	3	-6324.590;6892.590	-249.040;265.040	#	#	#	3	#	0	#	0	#	#	0	0	0	0	#	1001000	0.000	0.349	1	68.12	916	178	0.53		12	25
5	1	-7951.710;7953.710	-186.520;196.520	#	3	#	0	#	#	#	#	1	0	0	0	1	1	1	1111101	1.000	1.000	1	8.33	953	179	0.68		6	6
5	1	-7951.710;7953.710	-116.311;196.520	#	3	#	0	#	#	1	#	1	0	0	0	1	1	1	1111101	1.000	1.000	1	8.33	953	179	0.74		6	6
#	#	-3324.300;3396.300	-175.400;177.400	#	#	1	#	#	#	0	0	0	#	#	#	#	0	0	0100000	0.000	0.363	1	36.17	998	180	0.42		26	26
5	1	#	-256.040;258.040	#	#	1	#	#	#	0	#	0	#	#	#	0	#	0	1100110	0.025	0.692	1	30.70	825	180	0.42		6	13
5	1	#	#	#	#	1	3	#	#	#	#	0	#	#	#	0	#	0	1100110	1.000	1.000	1	41.67	825	180	0.37		6	6
#	#	#	-322.560;322.560	6	0	1	#	5	0	#	0	0	#	0	0	0	1	0	1101011	1.000	1.000	1	16.50	955	181	0.68		6	6
3	#	-6775.650;7785.650	-324.880;400.880	2	#	0	3	#	0	0	#	#	#	#	#	#	#	0	1001000	1.000	1.000	1	42.33	828	183	0.47		6	6
5	#	#	700.560;1315.440	#	#	#	#	#	#	0	#	#	5	0	0	0	0	0	1001000	1.000	1.000	1	15.33	959	185	0.47		6	6
4	#	#	#	#	#	0	#	3	0	#	#	#	0	#	0	#	0	#	1101000	0.000	0.451	1	72.02	191	191	0.37		7	26
4	#	-3231.290;3265.290	#	#	1	0	#	#	#	0	#	#	#	#	0	1	0	#	1001100	0.000	0.143	2	25.57	708	192	0.42		7	7
4	#	-3231.290;3265.290	#	#	1	0	#	#	#	0	#	#	#	#	0	1	0	#	0010011	0.000	0.143	1	25.57	708	192	0.42		7	7
#	1	#	#	#	#	#	#	3	0	#	#	#	#	#	0	#	0	0	0010000	0.000	0.122	2	82.69	980	193	0.32		38	82
#	2	#	-317.520;317.520	10	#	0	#	#	0	#	#	1	#	0	0	0	0	#	1000100	1.000	1.000	2	20.67	969	195	0.53		6	6
#	2	#	-317.520;317.520	10	#	0	#	2	0	#	0	1	#	0	0	0	0	#	1000100	1.000	1.000	1	20.67	969	195	0.63		6	6
1	4	-2955.440;6901.440	-124.600;278.600	2	0	3	0	4	0	0	0	#	#	#	0	#	1	0	1100101	1.000	1.000	1	23.83	970	196	0.79		6	6
#	#	#	-251.000;253.000	#	#	0	#	#	#	0	#	#	0	0	#	#	0	0	0100100	0.000	0.192	1	86.04	962	198	0.37		50	222
#	#	#	-251.000;253.000	#	#	0	#	#	#	0	#	#	0	0	#	#	0	0	1000000	0.000	0.315	1	86.04	972	198	0.37		172	222
5	#	-7517.680;7715.680	#	#	#	#	#	4	1	#	0	#	0	0	#	1	#	#	1010110	0.000	0.429	1	38.24	972	198	0.42		6	12
#	4	#	-203.680;219.680	#	#	3	#	#	0	0	0	#	0	0	#	0	#	0	0010100	0.000	0.236	1	54.49	973	199	0.53		12	37
#	4	#	-203.680;219.680	#	#	3	#	#	0	0	0	#	0	0	#	0	0	0	0010100	0.000	0.309	2	56.22	973	199	0.58		12	31
#	#	#	#	#	7	#	#	#	#	0	#	#	1	0	0	#	0	0	1001000	0.000	0.218	1	37.02	846	201	0.37		6	19
#	#	-4759.430;4873.430	#	3	#	#	#	#	#	0	#	#	1	0	0	#	0	0	1001000	0.012	0.643	1	50.20	846	201	0.42		24	24
4	#	-6048.540;6048.540	#	1	#	#	0	7	0	#	1	#	0	#	0	#	0	0	1010100	0.000	0.143	1	21.00	983	209	0.58		7	7
4	#	-6048.540;6048.540	#	1	#	#	0	7	0	#	1	#	0	#	0	#	0	0	0101001	0.000	0.143	1	21.00	983	209	0.58		7	7
#	#	-3136.280;3136.280	#	#	1	0	0	#	#	1	#	#	#	0	#	#	0	#	1010100	0.108	0.801	1	37.70	984	210	0.37		37	43
5	1	#	#	#	#	0	#	#	#	0	0	0	1	#	0	0	#	0	0010100	0.000	0.286	1	50.60	985	211	0.53		6	24
#	#	-7830.700;7850.700	-319.560;325.560	#	2	0	#	4	0	#	#	#	0	0	0	0	1	#	1000100	0.000	0.429	1	28.29	859	214	0.58		7	7
