Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	#	0.325;1.086	#	#	-0.031;0.178	#	0.198;0.734	#	0.409;0.772	#	-110.488;-31.918	#	#	0.205;0.796	#	-7180791708188181176011342581153291331809251035026301498804470348194565731762955601562419612385826899744951124732964450008318384325146847887000750837280310167614030996307968.000;29182811928208178005240118169229841531916910435052259150417071896954754641429278046246078434516499439809792108873406422219628868361109629192559331741250757288964995411869696.000	#	#	#	#	#	#	#	#	#	#	#	#	#	011001010110010000010001000000000101000000000000000000000000000000100000000010000000000000000011000101010000000100001000000000000000000000000000000000000000000000001000000000	0.122	0.810	1	660.60	9916	855	0.21		26	5630
#	#	0.019;0.043	#	0.002;0.068	#	#	#	#	#	#	0.054;0.131	#	0.039;0.232	#	#	-0.003;0.046	#	#	#	#	#	#	#	#	#	#	0.519;0.970	#	#	#	#	#	000000010101100001000100000110100000000000000000001000000000000000000000010000010000000000010000100001001000010010000100000000000000000000100000000000001000000000000010000000	0.119	0.808	3	645.36	9971	910	0.18		26	1839
#	-0.005;0.023	#	#	#	#	#	#	#	0.109;0.344	#	#	#	#	#	#	#	#	-0.202;0.490	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	71.65	9825	1115	0.09		25	50
-1.786;1.786	#	#	#	#	-0.260;0.260	#	#	#	#	#	-0.020;0.022	#	#	#	#	#	#	#	-10211091111130200616627379200280958891656641127805762814995014456167031994889107762331135907481578966965136018750498844088985271891210821077163960191607977642058756044881920.000;32213113131332220430398642546593862985744946986025579646015414038304586180553673755895540304887483631595292946714512375221710678758005329676235969400699379724708359673217024.000	#	#	#	#	#	-0.015;0.015	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	41.76	9966	1256	0.15		25	25
3.778;7.236	#	0.012;0.044	#	#	#	0.111;0.507	-2.115;2.388	-0.013;0.130	#	#	#	#	#	#	#	#	#	#	#	-0.488;1.731	#	#	#	#	0.003;0.041	#	#	#	#	#	#	0.011;0.145	010000000000000000100001000000010001000000000000000000000001000000000001000000000000101000000001000000000100010011000000000000000000000000000000000000000000010000000000000000	0.154	0.830	2	741.09	9658	1299	0.24		24	3694
#	-0.005;0.032	#	#	#	#	-0.155;0.354	-1.167;1.195	#	#	#	-0.005;0.036	#	#	#	#	#	-0.202;0.370	-0.202;0.490	#	#	#	#	0.106;0.316	#	#	#	#	#	-0.630;0.663	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	71.65	9825	1466	0.24		24	48
#	#	#	#	#	#	#	#	0.362;0.490	0.095;0.244	-0.171;0.315	#	#	#	#	#	0.116;0.203	-0.250;0.386	-0.217;0.402	#	-0.697;0.836	#	#	#	#	#	#	#	#	#	0.527;1.190	-0.211;0.348	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.513	0.935	1	71.61	9883	1524	0.27		23	47
#	-0.005;0.032	#	#	#	#	#	#	#	#	#	-0.005;0.036	#	#	#	#	#	-0.202;0.370	#	#	#	#	#	#	#	#	#	#	#	#	0.686;1.027	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.310	0.889	1	58.65	9825	1817	0.12		23	70
#	#	#	#	#	#	#	-2.440;3.096	#	#	0.218;0.729	#	#	#	#	-0.190;0.606	#	#	#	#	#	#	#	0.014;0.272	1.225;7.433	0.002;0.067	0.013;0.047	#	#	#	0.190;0.550	0.280;0.822	#	010001100101000100000000000001010001000000000000000000000000000000100000000000000000000000001010100001000001010100000100000000000000000000000000000000000000000000001000000000	0.116	0.807	1	532.94	9857	1849	0.27		22	531
#	#	#	#	#	#	#	#	#	0.117;0.249	#	#	#	#	-138.637;-74.750	#	#	#	#	#	#	#	2.638;5.034	#	#	-0.020;0.042	#	0.227;0.495	#	#	#	#	-0.039;0.095	010010000001010100000101000000010001000000000000000000000001000000001001000000000010001000001100100000010100010011000100010001000000000000000000000000000000010000000000000000	0.424	0.918	1	264.47	9690	2033	0.18		22	45
#	-0.005;0.032	#	#	#	#	-0.280;0.479	-2.385;2.413	#	0.109;0.344	#	-0.005;0.036	#	#	#	#	#	#	-0.202;0.490	#	#	#	#	0.106;0.316	#	#	#	#	#	-0.630;0.663	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	71.57	9825	2168	0.24		22	44
#	#	#	#	#	#	-0.155;0.354	#	#	0.109;0.344	#	-0.005;0.036	#	#	#	#	#	-0.202;0.370	#	#	#	-0.064;0.545	#	0.106;0.316	#	-0.008;0.043	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	71.57	9825	2168	0.21		22	44
#	#	0.022;0.059	#	#	#	#	#	0.362;0.490	0.107;0.233	#	#	#	#	#	#	#	-0.250;0.386	-0.217;0.402	#	-0.697;0.836	-0.001;0.377	#	#	#	#	#	#	#	#	0.527;1.190	-0.220;0.357	-0.036;0.071	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.512	0.935	1	71.48	9883	2226	0.30		21	43
#	#	#	0.313;0.558	#	#	#	#	#	#	#	#	#	#	-97.523;-50.600	#	#	#	0.678;1.168	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010100100100100100000101000000000000000000000000100000000000000000100100000100010000000000000010101000000100100100100100000000000000000000000100000010000000000000001000000000	1.000	1.000	1	396.62	9939	2282	0.09		22	22
#	-0.007;0.019	#	#	#	-0.260;0.260	#	#	#	#	#	-0.025;0.027	#	#	#	#	#	#	#	-10211091111130200616627379200280958891656641127805762814995014456167031994889107762331135907481578966965136018750498844088985271891210821077163960191607977642058756044881920.000;32213113131332220430398642546593862985744946986025579646015414038304586180553673755895540304887483631595292946714512375221710678758005329676235969400699379724708359673217024.000	#	#	-2.684;2.684	#	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	40.11	9966	2309	0.15		22	22
#	0.035;0.055	#	0.444;0.802	#	-0.355;0.462	0.416;1.163	#	-0.001;0.198	#	#	0.052;0.140	0.478;0.922	#	#	#	#	#	#	#	#	#	#	0.084;0.290	#	0.002;0.051	#	#	#	#	-0.145;0.527	#	#	010000000100000101000101000000011001000000000000000000000001000000001000000100000000101000000000100100000000010001010000000000000000001000000000000000000000000000000000000000	0.119	0.808	2	463.83	9687	2381	0.30		21	173
#	#	#	#	#	0.025;0.842	#	#	-0.058;0.141	0.115;0.198	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	011000010000001000000001001010000100000010000000000000000000000101000100100000010100001000010101000101010100010110000010010100000000001000000100000010000000000000010010000100	0.074	0.771	1	590.23	9871	2565	0.09		20	2809
-1.786;1.786	#	#	#	#	#	#	#	#	#	#	-0.020;0.022	#	#	#	#	0.013;0.099	#	#	-10211091111130200616627379200280958891656641127805762814995014456167031994889107762331135907481578966965136018750498844088985271891210821077163960191607977642058756044881920.000;32213113131332220430398642546593862985744946986025579646015414038304586180553673755895540304887483631595292946714512375221710678758005329676235969400699379724708359673217024.000	#	#	#	#	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	39.64	9966	2660	0.12		21	21
#	#	#	#	#	-0.125;0.636	#	#	#	#	#	#	0.464;0.781	-0.034;0.112	#	#	#	#	#	#	0.113;2.170	#	#	#	#	#	#	#	#	#	-0.188;0.305	#	#	010101100101000101000101100101010001000000000000000000000001000000001000000000000010101000001010100011000100110011000100000010000000000000000000000000000000010000000000000000	0.084	0.780	1	656.70	9999	2693	0.15		21	2767
#	0.019;0.063	0.007;0.028	#	#	-0.195;0.770	#	-2.787;1.789	-0.064;0.211	#	#	#	#	#	#	#	#	0.274;0.756	#	#	#	-0.082;0.417	#	#	#	#	#	#	#	#	#	0.418;0.767	#	010001101000010100101001100000010101100000000000000000000000000000000100100000010000000000000000000000000000010010000000010001000000000000000000000011000000000000000000000000	0.138	0.820	1	693.52	9683	2728	0.24		20	4601
#	#	#	#	#	#	#	#	#	#	#	#	#	-0.056;0.159	-143.499;-74.750	1.468;2.910	#	#	#	#	#	#	2.638;5.034	#	#	#	#	0.227;0.495	#	#	#	#	#	010010000001010100000101000000010001000000000000000000000001000000001001000000000010001000001100100000010100010011000100010001000000000000000000000000000000010000000000000000	1.000	1.000	2	154.28	9690	2735	0.15		20	20
#	#	#	#	#	#	-0.155;0.354	#	#	0.109;0.344	#	-0.005;0.036	#	#	#	#	#	#	-0.202;0.490	#	#	-0.064;0.545	#	0.106;0.316	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	2	71.42	9825	2870	0.18		20	40
#	0.025;0.058	#	#	0.018;0.057	#	#	-2.518;1.837	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.002;0.020	0.178;0.637	#	#	#	#	0.126;0.218	101010010000001000011001000010010101000000000000000000000000010000000001000100010010101000010011010100000100010011001010000000000000000010000000100100000000000100000000000000	0.107	0.800	2	658.47	9860	2905	0.18		19	743
#	#	#	0.194;0.412	#	#	#	-2.442;2.504	0.362;0.490	#	#	#	-0.140;0.304	#	#	#	#	-0.250;0.386	-0.217;0.402	-19697852979824693853221206678933274226201618708851744515811141236193391116371416860199945721624815805740124245582340797971596813001237718245776053102567641960372398156939264.000;39898052979824894185202231900181260920150212672262342211366810624864034480471237108346888687398936545243515160891230807173844183836994046394434610037827929958310118841909248.000	-0.697;0.836	#	#	#	#	#	#	#	#	#	0.527;1.190	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	85.43	9883	2928	0.27		19	19
#	0.021;0.052	0.013;0.039	#	#	0.152;1.062	#	#	#	#	#	#	#	#	#	#	#	#	0.253;0.576	#	#	0.618;0.858	#	#	#	#	0.018;0.036	#	#	#	#	0.306;0.596	#	001000000000101000010101000010000101000000000000000000000000000000100000000010000000000100100001000101000100010100000000000000000010000000000000000000000000000000001000000000	1.000	1.000	1	353.81	9918	2963	0.21		20	20
4.314;10.192	#	#	#	#	#	-0.190;0.501	#	#	#	#	#	#	#	-110.189;-39.258	#	#	0.251;0.496	#	#	#	#	#	#	#	0.006;0.033	#	#	-0.039;0.218	-0.230;1.122	#	#	#	100000010101000001010101000100000100000000000000000000000000100001010010100000010000000000000000000100001100010100010100000000000000000000000000000000000000000000010000000000	0.125	0.812	3	684.29	9729	3125	0.21		19	805
#	-0.005;0.032	#	#	#	#	#	-1.167;2.413	#	0.109;0.344	#	-0.005;0.036	#	#	#	#	#	-0.202;0.370	-0.202;0.490	#	#	#	#	0.106;0.316	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	71.26	9825	3221	0.21		19	38
#	-0.005;0.032	#	#	#	-0.467;0.647	-0.155;0.354	-2.385;1.195	#	#	#	#	#	#	#	#	#	#	-0.161;0.449	#	#	#	#	#	#	-0.008;0.043	#	#	#	-0.630;0.663	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.309	0.889	1	58.61	9825	3221	0.21		19	58
#	#	#	#	#	#	#	-2.738;2.650	#	#	#	#	#	#	#	#	-0.046;0.073	0.312;0.621	#	-25857553585890851653435565010357938962773720437044108510741258111515138150036934406575784626622507270207187287259521593747598601936060799806549705386680016139338219262050304.000;45859553585890856684138165496435116719978564690878933205296816176534178354075085710035814414506691537508003252204053216915184095087661293620346651922946229312706330799112192.000	#	#	#	#	#	#	#	#	#	#	#	#	#	010001000000000000000000000000000000000010000000000001000000000001000000100000010000001000000010000100000100010110000000010100000000000000000000000000100000000000000000000000	0.173	0.839	1	628.80	9933	3329	0.12		19	5528
-1.786;3.573	#	0.033;0.047	#	#	-0.260;0.260	#	-1.956;1.956	#	#	#	#	-0.140;0.140	#	-24.007;24.007	-0.920;0.920	#	#	#	-10211091111130200616627379200280958891656641127805762814995014456167031994889107762331135907481578966965136018750498844088985271891210821077163960191607977642058756044881920.000;32213113131332220430398642546593862985744946986025579646015414038304586180553673755895540304887483631595292946714512375221710678758005329676235969400699379724708359673217024.000	#	#	-2.684;2.684	#	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	39.18	9966	3362	0.27		19	19
#	#	#	#	#	#	#	#	#	0.003;0.225	#	#	#	#	#	#	#	#	#	#	-0.287;0.761	#	#	#	#	#	#	#	#	#	#	#	#	001001000000001000000000100010010100000000000000000000000000000000000110100000010000000000010000000101010100010100100000000000000000000000000000000000000000000000000000000000	0.165	0.835	1	663.61	9653	3400	0.06		18	4002
#	#	#	#	#	#	#	#	-0.089;0.252	0.093;0.262	#	#	#	#	#	#	#	#	#	#	#	#	-0.849;5.190	#	#	#	#	#	#	#	#	#	#	001000010000001010010001000010010101000000000000000000000001000000000011000000000000001000000001010100000000010001001010000000000000000000000000001000000000010000000000000000	0.102	0.796	1	587.16	9732	3479	0.09		18	4211
#	#	0.022;0.056	#	#	#	#	#	#	#	#	#	#	#	#	1.759;2.729	#	#	#	#	1.649;3.384	#	#	#	0.399;6.007	0.012;0.057	#	#	#	#	#	#	#	010100100100100101100000100000101000000001000000000000000000100000000000010101000000000000000010100010000100010100010100000010100000000100100000000000000000000000000000010000	1.000	1.000	1	262.45	9750	3497	0.15		18	18
#	#	#	#	#	-0.377;0.979	#	-1.199;1.237	#	#	#	#	#	#	-95.715;-43.335	#	#	#	#	#	#	#	#	#	#	#	-0.003;0.024	#	#	-0.282;1.276	#	#	#	001000010000001000000000000010000101000000000000000000000000000100000000100000010101001000000001010100000100010011001010000000000000000000000100001100000000000001000000001000	0.104	0.798	2	672.85	9853	3600	0.15		17	3873
#	#	#	#	#	#	#	#	#	0.143;0.289	#	#	#	#	#	-0.358;1.506	#	0.459;0.759	#	-15656452574680657482358422522160314006892917093194646671050792874634104798264395338742984068279119494089055701110775910515850181615379485118347329770202103187029817634586624.000;35858652576880853789030318170473398272809011330743412031604727440081431557630410790532265618169027947020036614096737712932852044172954412225066870449028259329758822880247808.000	#	#	#	0.007;0.294	#	#	#	#	#	#	-0.084;0.238	0.361;0.807	#	010101100001100100000000000000000000000010000000000001000000000000000100010000010000000000000000100000000100010001000000110000000010000000000100000010100100000000000010000000	0.109	0.801	2	517.60	9908	3655	0.21		17	869
