landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	4	-3920.350;3920.350	-246.960;246.960	#	1	0	0	5	#	#	#	0	2	0	1	0	#	0	1101110	1.000	1.000	1	15.50	792	18	0.74		8	8
#	#	-5883.640;8453.640	#	#	#	#	#	2	#	#	#	#	#	#	0	0	#	0	1000100	0.006	0.602	2	54.61	948	19	0.26		60	175
#	4	#	-215.760;227.760	2	0	#	0	3	0	#	#	#	0	#	0	0	#	0	1010100	1.000	1.000	3	18.25	794	20	0.58		8	8
#	#	-5241.470;5287.470	#	#	#	#	2	#	1	#	0	0	#	#	#	1	#	#	1111111	1.000	1.000	2	9.75	924	21	0.32		8	8
#	#	19601.750;25202.250	#	5	#	#	#	#	0	0	0	0	1	#	#	1	#	0	1001000	1.000	1.000	1	11.38	925	22	0.47		8	8
1	4	-5477.490;5499.490	#	1	1	0	0	3	0	0	1	#	#	#	1	0	0	#	0101010	1.000	1.000	1	22.75	927	24	0.74		8	8
#	4	#	-174.400;178.400	#	0	0	5	3	#	#	#	#	0	#	#	#	#	0	1010100	1.000	1.000	2	28.00	928	25	0.42		8	8
1	#	#	#	#	6	#	5	3	0	0	0	#	#	#	1	#	#	#	1010100	1.000	1.000	3	11.25	929	26	0.42		8	8
#	3	#	-103.040;159.040	2	0	#	#	2	#	#	0	#	0	#	#	#	#	0	0010100	0.045	0.733	3	37.24	931	28	0.42		8	15
3	4	#	-357.840;357.840	6	1	0	0	#	0	1	#	0	#	#	0	#	0	0	1010100	1.000	1.000	2	25.19	932	29	0.68		16	16
6	#	#	#	1	#	0	#	4	1	#	#	#	#	0	#	0	0	#	1011100	1.000	1.000	2	11.75	933	30	0.42		8	8
#	#	#	-180.480;192.480	3	#	#	0	#	#	#	#	#	#	#	#	#	0	#	1101000	0.000	0.465	2	66.99	901	31	0.21		23	62
#	2	-7952.710;7952.710	-201.600;201.600	10	#	#	#	#	0	#	#	#	#	#	#	#	0	0	0011100	0.000	0.148	2	54.49	936	33	0.37		16	61
5	1	#	-66.000;186.000	10	#	#	0	2	0	0	#	0	1	#	#	#	0	#	1001000	1.000	1.000	2	27.12	811	37	0.58		8	8
1	4	-4571.410;4613.410	-327.640;337.640	#	0	0	3	#	0	#	0	#	#	0	#	0	#	0	0010100	1.000	1.000	2	42.61	941	38	0.63		16	16
#	1	-4635.430;4997.430	#	#	#	0	#	#	0	0	#	#	0	0	0	1	0	#	1001000	0.001	0.500	5	35.97	1000	39	0.53		16	32
6	2	#	-125.000;127.000	#	1	0	#	#	#	#	1	1	0	0	0	#	1	0	1111101	1.000	1.000	1	8.75	943	40	0.63		8	8
4	1	#	-353.840;361.840	3	5	#	#	3	#	#	#	0	0	#	#	#	0	0	1011000	1.000	1.000	3	46.38	946	43	0.53		8	8
5	1	-2924.280;3348.280	-220.760;222.760	#	#	0	2	#	#	#	#	0	#	0	#	1	#	0	1100100	1.000	1.000	1	21.75	949	46	0.53		8	8
1	4	#	#	3	0	2	0	#	#	#	#	#	#	#	0	0	0	#	1000010	1.000	1.000	2	32.50	951	48	0.47		8	8
2	#	-2487.470;8041.470	#	#	#	0	#	3	0	0	0	#	1	#	#	#	0	#	0011100	0.045	0.733	1	31.44	178	49	0.47		8	15
5	1	-5375.480;5377.480	-176.440;186.440	#	#	#	#	#	1	1	#	#	0	0	0	1	1	#	1111101	1.000	1.000	4	10.62	953	50	0.58		8	8
#	#	#	#	#	#	#	#	4	0	#	0	#	0	#	#	0	0	0	1100110	0.010	0.632	2	55.60	954	51	0.37		23	45
3	#	-2519.270;3529.270	#	#	0	0	3	#	0	#	#	#	#	0	0	0	0	0	1001000	0.004	0.571	2	49.20	957	54	0.58		8	16
#	1	#	#	4	1	0	#	3	0	#	0	0	0	0	0	#	#	0	1001010	1.000	1.000	2	36.12	829	55	0.63		8	8
#	#	#	#	#	#	#	#	#	0	0	#	#	#	#	0	0	#	#	1001000	0.000	0.208	3	65.72	975	56	0.21		130	471
#	#	-4368.390;4368.390	#	1	1	#	0	3	0	0	#	#	#	#	0	#	#	#	1100100	0.035	0.714	1	30.50	963	60	0.42		8	16
3	1	-5815.520;5833.520	#	6	#	#	#	#	0	#	#	0	#	0	0	1	1	0	0101100	1.000	1.000	2	21.25	964	61	0.58		8	8
4	#	-6618.700;9062.700	#	10	1	#	#	#	0	#	#	0	0	0	0	0	0	0	1101000	0.045	0.733	1	33.12	449	62	0.63		8	15
4	#	#	#	#	#	0	5	#	#	#	0	#	#	#	0	1	0	#	1011111	1.000	1.000	1	13.12	837	63	0.37		8	8
#	#	#	-270.160;274.160	10	#	3	0	#	#	0	0	0	1	1	#	1	0	#	1011000	1.000	1.000	5	5.25	968	65	0.58		8	8
3	#	#	#	1	#	#	#	#	#	0	0	0	0	0	#	#	0	#	1001100	0.000	0.467	2	26.45	971	68	0.42		8	15
#	4	-7619.690;7837.690	-128.080;144.080	2	0	#	#	#	0	0	#	#	#	#	0	#	#	0	0010100	0.000	0.434	2	56.34	995	70	0.47		38	52
5	1	#	-205.760;237.760	10	4	#	0	#	0	0	0	#	2	#	#	#	0	#	0010101	1.000	1.000	2	17.00	980	77	0.58		8	8
#	1	#	-197.600;205.600	#	7	#	2	#	#	#	0	#	#	0	#	0	#	0	0010100	1.000	1.000	2	28.25	985	82	0.42		8	8
#	1	-3037.320;4131.320	-97.200;205.200	3	0	3	0	3	0	0	#	0	0	0	0	0	0	#	1010100	1.000	1.000	2	43.00	987	84	0.84		8	8
#	4	-5691.530;6181.530	#	1	1	#	0	#	0	1	#	#	0	#	0	#	0	#	1010100	1.000	1.000	2	11.62	989	86	0.53		8	8
#	1	-6252.570;6516.570	#	6	#	0	#	#	#	#	0	#	0	0	#	0	0	0	0010100	0.002	0.545	4	35.94	991	88	0.53		15	22
#	#	-7280.650;7280.650	#	1	#	#	1	3	#	#	0	#	#	#	#	0	1	#	0010101	1.000	1.000	3	28.75	992	89	0.37		8	8
4	2	#	#	#	5	0	#	#	#	#	#	#	#	0	#	0	0	#	1100010	0.000	0.364	2	53.49	865	91	0.37		8	22
2	#	#	-161.400;191.400	2	0	0	#	7	#	#	0	0	#	#	0	1	#	0	1111111	1.000	1.000	1	13.12	995	92	0.58		8	8
#	1	-4064.520;7584.520	#	#	#	#	0	#	#	0	#	#	0	#	#	0	0	0	0100000	0.000	0.320	4	60.82	996	93	0.42		22	50
3	1	-7971.720;8157.720	#	9	#	#	3	3	0	#	#	#	#	#	0	0	0	0	1100100	1.000	1.000	2	39.12	997	94	0.58		8	8
5	#	#	#	#	2	1	0	#	#	#	#	#	#	1	#	0	0	#	0100100	1.000	1.000	3	19.12	998	95	0.37		8	8
6	1	#	-128.400;224.400	10	0	0	0	4	0	0	#	#	#	0	#	0	#	0	1011100	1.000	1.000	2	14.43	873	99	0.68		7	7
#	#	#	-181.440;181.440	#	#	3	0	3	0	#	0	#	#	0	0	0	#	#	1010100	0.000	0.286	1	68.03	987	101	0.47		14	56
3	1	#	#	#	6	#	0	#	#	0	0	0	0	0	1	0	0	0	1010100	1.000	1.000	3	21.71	876	102	0.68		7	7
5	#	-5900.530;5972.530	-168.480;204.480	7	#	0	0	#	#	#	0	1	1	0	#	0	0	0	1010100	1.000	1.000	2	6.71	877	103	0.68		7	7
#	3	-5588.500;5612.500	#	#	#	0	0	#	#	1	1	1	0	#	#	#	1	#	1111100	1.000	1.000	1	7.86	878	104	0.47		7	7
6	#	-5712.510;5712.510	-257.040;257.040	#	#	#	#	#	#	0	#	#	#	#	0	#	1	1	1111101	1.000	1.000	3	10.14	879	105	0.37		7	7
5	1	-6689.610;6975.610	-86.400;266.400	6	#	0	#	2	1	#	#	0	#	0	#	0	#	#	1100000	1.000	1.000	1	26.00	751	106	0.58		7	7
#	4	#	#	8	#	0	#	2	0	0	0	#	#	#	0	0	#	#	0101000	0.035	0.714	4	34.02	881	107	0.47		7	14
1	#	-8381.750;8419.750	-302.400;302.400	1	#	#	#	3	#	#	#	0	0	0	1	0	0	#	0011010	0.035	0.714	1	21.83	883	109	0.58		7	14
#	#	-6419.630;7693.630	#	#	#	#	0	2	0	#	#	0	#	0	#	0	#	#	0010100	0.000	0.357	1	61.37	844	110	0.37		14	56
#	#	-4761.460;5543.460	-223.840;239.840	10	#	0	#	5	0	0	#	0	1	0	#	1	#	0	1101110	1.000	1.000	3	22.11	961	112	0.63		14	14
#	#	-6783.690;8673.690	#	#	#	0	0	4	0	0	#	#	0	#	1	#	#	0	0111010	1.000	1.000	3	30.71	888	114	0.47		7	7
#	3	-4277.480;6475.480	-160.320;172.320	#	#	#	3	#	#	#	0	0	#	0	#	0	#	0	1101000	0.000	0.214	1	58.02	889	115	0.47		7	28
1	#	-3360.300;3360.300	-292.320;292.320	#	1	0	0	3	1	0	0	0	7	#	#	0	1	#	1101000	1.000	1.000	2	11.86	890	116	0.74		7	7
3	1	-6903.620;6985.620	#	6	1	0	#	#	0	0	#	#	#	0	#	0	#	#	1010100	1.000	1.000	1	42.14	246	117	0.53		7	7
#	1	-7393.670;7615.670	-222.840;240.840	#	6	0	3	5	0	0	0	0	1	0	#	1	1	0	1111100	1.000	1.000	3	12.86	892	118	0.84		7	7
#	#	#	#	#	#	#	3	4	0	#	0	#	0	#	#	0	0	0	1100110	0.201	0.852	2	51.67	954	119	0.42		20	27
3	1	#	-339.720;345.720	#	6	#	0	#	#	#	#	#	1	0	0	0	1	0	1001010	1.000	1.000	1	17.00	768	123	0.58		7	7
#	2	-5930.560;6614.560	#	10	5	0	#	3	0	0	#	0	1	#	#	1	#	#	1101000	1.000	1.000	2	12.71	898	124	0.58		7	7
1	4	#	#	1	#	#	#	#	0	1	1	1	0	0	#	#	1	1	1111101	1.000	1.000	1	13.17	900	126	0.58		6	6
1	4	#	#	1	#	#	#	#	0	1	1	#	0	0	#	#	1	#	1111101	1.000	1.000	1	15.70	900	126	0.47		13	13
#	#	#	-180.480;192.480	3	#	#	0	3	0	#	#	#	#	#	#	#	0	#	1101000	0.001	0.514	1	65.84	901	127	0.32		20	47
#	4	#	-281.240;283.240	#	#	1	#	4	0	#	#	0	#	0	0	0	#	0	1101010	1.000	1.000	1	26.17	903	129	0.53		6	6
#	#	#	#	#	#	3	0	#	0	#	0	0	0	0	0	#	#	#	1000000	0.000	0.297	2	69.65	987	130	0.42		55	76
#	#	-7363.740;9213.740	#	10	2	3	#	2	0	#	#	#	#	#	0	0	#	0	0100100	1.000	1.000	1	39.50	904	130	0.47		6	6
5	#	-6036.560;6508.560	#	10	#	#	#	#	1	0	0	0	0	#	#	0	0	0	0010000	0.000	0.429	1	19.29	907	133	0.58		7	7
5	#	-6036.560;6508.560	#	10	#	#	#	#	1	0	0	0	0	#	#	0	0	0	1000100	0.035	0.714	1	19.29	907	133	0.58		7	7
#	4	-2353.250;7437.809	-126.160;166.160	8	2	0	0	#	0	0	0	#	1	#	#	#	0	0	1100000	0.035	0.714	1	36.66	908	134	0.68		6	12
#	4	-2353.250;3247.250	-126.160;166.160	8	2	0	0	#	#	0	0	#	1	#	#	#	0	#	1100000	0.035	0.714	1	36.66	908	134	0.58		6	12
#	4	-7098.640;7238.640	-183.480;189.480	#	#	#	0	3	#	0	#	#	0	0	#	#	#	#	0100101	0.000	0.186	1	57.94	651	135	0.42		6	33
#	#	-6151.630;7961.630	-350.000;406.000	10	5	0	0	4	1	#	#	0	#	#	#	1	#	#	1101001	1.000	1.000	2	14.17	910	136	0.53		6	6
#	#	-4864.460;5440.460	#	#	#	#	#	#	0	0	#	0	#	#	1	#	0	0	0000010	0.000	0.024	1	39.03	927	138	0.37		53	79
#	#	-5936.530;5936.530	#	6	0	#	#	#	#	#	0	#	#	0	#	0	#	#	1101010	0.188	0.846	1	23.27	912	138	0.32		13	13
#	1	-6240.580;6752.580	#	6	#	#	#	4	#	0	#	0	#	#	0	#	0	#	1011000	0.000	0.143	1	32.00	815	139	0.42		7	21
#	1	-6240.580;6752.580	#	6	#	#	#	4	#	0	#	0	#	#	0	#	0	#	0000100	0.000	0.143	1	32.00	915	139	0.42		21	21
#	1	#	#	6	4	0	#	4	#	#	#	0	#	0	0	#	#	#	0110101	1.000	1.000	1	20.83	913	139	0.42		6	6
#	1	#	#	6	4	0	#	4	1	#	#	0	#	#	0	#	#	#	0110101	1.000	1.000	1	20.83	913	139	0.42		6	6
#	1	#	#	8	2	0	3	#	0	0	0	#	#	0	#	0	0	#	1010110	0.002	0.529	1	55.42	398	140	0.58		7	40
#	#	#	#	#	#	#	0	#	0	#	#	#	#	0	0	1	0	#	0111001	0.000	-0.314	2	28.88	983	141	0.32		7	35
#	#	#	#	#	#	#	0	#	0	#	#	#	#	0	0	1	0	#	1000100	0.000	0.371	2	28.88	983	141	0.32		21	35
#	#	#	-297.360;297.360	#	0	2	#	4	0	#	0	#	#	#	0	#	#	0	1001110	1.000	1.000	1	27.83	915	141	0.42		6	6
#	#	-4253.380;4259.380	#	#	0	0	3	#	0	0	#	#	#	0	#	#	#	0	0010100	0.000	0.311	2	65.93	995	142	0.42		42	68
#	#	-4253.380;4259.380	#	#	0	0	3	#	0	0	#	#	#	0	#	#	#	0	1000000	0.000	0.168	1	65.93	995	142	0.42		40	68
#	#	-2271.270;3777.270	-361.920;373.920	10	5	3	0	4	0	0	#	#	0	#	#	0	#	#	1100011	1.000	1.000	1	26.50	917	143	0.58		6	6
#	#	2089.500;13290.500	#	1	1	#	#	#	0	1	1	#	6	#	0	0	0	0	0010100	0.035	0.714	1	17.00	790	145	0.58		7	7
#	#	2089.500;13290.500	#	1	1	#	#	#	0	1	1	#	6	#	0	0	0	0	1000000	0.000	0.429	1	17.00	790	145	0.58		7	7
#	3	-3387.370;4901.370	-190.600;212.600	2	#	#	#	#	0	0	#	#	#	0	#	0	#	#	1000000	0.000	0.329	2	56.36	920	146	0.42		26	40
#	3	-3387.370;4901.370	-190.600;212.600	2	#	#	#	#	0	0	#	#	#	0	#	0	#	#	0010100	0.000	0.457	1	56.36	931	146	0.42		21	40
#	#	-4864.460;5440.460	#	#	#	#	#	#	0	0	#	0	#	#	1	#	0	0	1010000	0.000	0.113	1	39.03	929	147	0.37		32	77
#	#	-4864.460;5440.460	#	#	#	#	#	#	0	0	#	0	#	#	1	#	0	0	0000100	0.000	0.028	1	39.03	929	147	0.37		52	77
#	#	#	#	#	#	#	#	3	#	#	#	#	0	#	0	0	#	0	0010100	0.000	0.348	4	71.63	992	149	0.26		87	167
#	#	#	#	#	#	#	#	3	#	#	#	#	0	#	0	0	#	0	0100000	0.000	0.086	1	71.63	997	149	0.26		67	167
5	#	19601.750;25202.250	#	5	#	#	#	#	0	0	0	0	1	#	#	1	0	0	1001000	1.000	1.000	2	14.50	925	151	0.58		6	6
#	#	19601.750;25202.250	#	5	#	#	#	#	0	0	0	0	1	#	#	1	0	0	1001000	1.000	1.000	1	14.50	925	151	0.53		6	6
1	4	-5477.490;5499.490	-340.720;344.720	1	1	0	0	3	0	0	1	#	#	#	1	0	#	#	0101010	1.000	1.000	1	28.50	927	153	0.74		6	6
1	4	-5477.490;5499.490	-365.920;369.920	1	1	0	0	3	0	0	1	#	#	#	1	0	0	#	0101010	1.000	1.000	1	28.50	927	153	0.79		6	6
4	4	-3809.350;4031.350	#	#	#	#	#	3	0	#	0	1	1	0	#	0	0	0	1000000	0.000	0.429	2	18.14	930	156	0.63		7	7
4	4	-3809.350;4031.350	#	#	#	#	#	3	0	#	0	1	1	0	#	0	0	0	0010100	0.035	0.714	1	18.14	930	156	0.63		7	7
#	3	#	-103.040;159.040	2	0	#	#	#	#	#	#	#	0	#	#	#	#	0	0010100	0.000	0.286	1	53.58	931	157	0.32		6	24
#	4	-7992.720;8136.720	-319.560;325.560	#	5	#	3	3	#	0	0	#	0	0	0	0	0	#	0110100	1.000	1.000	1	35.14	290	161	0.68		7	7
4	#	-7046.630;7066.630	-200.600;202.600	1	5	0	#	4	0	#	0	#	#	#	#	0	0	#	1000000	0.000	0.143	2	31.14	937	163	0.58		7	7
4	#	-7046.630;7066.630	-200.600;202.600	1	5	0	#	4	0	#	0	#	#	#	#	0	0	#	0110100	0.035	0.714	1	31.14	937	163	0.58		7	7
6	#	#	#	1	#	0	0	5	0	#	#	0	#	0	#	1	1	0	1011101	1.000	1.000	1	10.83	938	164	0.58		6	6
5	1	#	-66.000;186.000	10	#	#	0	2	0	0	#	0	1	#	#	#	0	0	1001000	1.000	1.000	1	35.17	811	166	0.63		6	6
#	1	-4635.430;4997.430	#	#	#	0	#	2	0	0	#	#	0	0	0	1	0	0	1001000	1.000	1.000	1	35.50	942	168	0.63		6	6
#	3	#	#	2	#	0	3	6	#	0	0	0	#	#	#	#	1	1	1111110	1.000	1.000	2	12.67	945	171	0.53		6	6
#	3	#	#	2	#	0	3	#	#	0	0	0	#	#	#	#	1	#	1111110	1.000	1.000	1	12.67	945	171	0.42		6	6
#	#	#	#	#	#	3	0	#	0	#	0	0	0	0	0	#	#	#	0000101	0.000	0.167	1	69.65	970	172	0.42		13	71
#	#	#	#	#	#	3	0	#	0	#	0	0	0	0	0	#	#	#	0100000	0.000	0.187	1	69.65	986	172	0.42		38	71
4	1	#	-353.840;361.840	3	5	#	#	#	#	#	#	0	#	#	#	#	0	0	1011000	1.000	1.000	2	59.17	946	172	0.42		6	6
5	1	#	-333.960;411.960	#	2	#	3	3	0	0	0	0	#	#	#	#	#	1	1000000	0.000	0.429	1	19.86	947	173	0.58		7	7
5	1	#	-333.960;411.960	#	2	#	3	3	0	0	0	0	#	#	#	#	#	1	0100100	0.035	0.714	1	19.86	947	173	0.58		7	7
#	#	-5883.640;8453.640	#	#	2	#	#	2	#	#	#	#	#	#	0	0	#	0	1000100	0.003	0.561	1	48.37	948	174	0.32		19	56
5	1	-6829.750;3348.280	-220.760;222.760	#	#	0	2	#	#	#	#	0	#	0	#	1	#	0	1100100	1.000	1.000	1	28.17	949	175	0.53		6	6
5	1	-2924.280;3348.280	-220.760;222.760	8	#	0	2	#	#	#	#	0	#	0	0	1	#	0	1100100	1.000	1.000	1	28.17	949	175	0.63		6	6
#	4	-6608.590;6608.590	-226.800;226.800	#	#	0	0	6	0	#	0	0	0	#	0	#	1	#	1011000	0.000	0.429	2	22.00	950	176	0.63		7	7
#	4	-6608.590;6608.590	-226.800;226.800	#	#	0	0	6	0	#	0	0	0	#	0	#	1	#	0100100	0.000	0.143	1	22.00	950	176	0.63		7	7
#	1	#	#	#	#	1	#	4	0	#	0	#	0	#	#	0	0	0	1100110	1.000	1.000	1	35.67	954	180	0.47		6	6
#	4	-3804.340;3812.340	#	#	#	1	#	#	#	#	#	0	#	0	0	#	#	0	1101010	0.188	0.846	1	22.68	903	181	0.37		13	13
#	4	-3804.340;3812.340	#	#	#	1	#	#	#	#	#	0	#	0	0	#	#	0	0000001	0.000	-0.275	1	22.68	826	181	0.37		7	13
#	1	-8400.750;8400.750	-257.040;257.040	1	#	#	#	#	0	0	0	#	#	0	#	#	#	0	1011100	1.000	1.000	1	23.00	956	182	0.47		6	6
3	#	-2519.270;3529.270	#	#	0	0	3	#	0	0	#	#	#	0	0	#	0	0	1001000	0.002	0.538	1	53.97	957	183	0.58		6	13
#	1	#	#	4	1	0	#	#	0	#	0	0	0	0	0	#	#	0	1001010	1.000	1.000	1	46.83	829	184	0.58		6	6
5	1	-2906.320;4262.320	#	10	#	#	#	3	#	0	#	#	14	#	#	1	#	#	1000000	0.000	0.429	1	18.57	960	186	0.42		7	7
5	1	-2906.320;4262.320	#	10	#	#	#	3	#	0	#	#	14	#	#	1	#	#	0010100	0.035	0.714	1	18.57	960	186	0.42		7	7
4	1	#	-161.280;161.280	10	#	0	#	4	#	#	0	0	#	#	#	#	#	0	1000000	0.000	0.143	1	34.29	833	188	0.47		7	7
4	1	#	-161.280;161.280	10	#	0	#	4	#	#	0	0	#	#	#	#	#	0	0110100	0.035	0.714	1	34.29	833	188	0.47		7	7
#	1	-5488.490;5488.490	-287.280;287.280	#	#	#	0	#	#	#	#	#	#	0	#	1	#	0	0000100	0.000	0.266	2	36.55	964	190	0.37		38	44
#	1	-5488.490;5488.490	-287.280;287.280	#	#	#	0	#	#	#	#	#	#	0	#	1	#	0	1000010	0.000	0.214	2	36.55	915	190	0.37		19	44
3	1	-5815.520;5833.520	#	6	#	#	#	#	0	#	#	0	#	0	0	#	1	0	0101100	0.000	0.429	1	24.15	964	190	0.53		6	12
3	1	#	#	6	#	#	#	#	0	#	#	0	#	0	0	1	1	0	0101100	1.000	1.000	1	27.50	964	190	0.53		6	6
#	2	-7952.710;7952.710	-201.600;201.600	10	#	#	#	#	0	#	#	0	#	#	#	#	0	0	0011100	0.000	0.130	1	55.33	936	192	0.42		12	44
3	1	-3133.280;3139.280	#	4	0	#	3	#	0	#	#	#	0	#	#	0	#	#	1010100	1.000	1.000	1	49.71	451	193	0.47		7	7
1	4	#	-104.440;258.440	#	#	#	#	4	0	#	0	0	#	0	0	#	1	0	1100101	1.000	1.000	2	34.14	970	196	0.58		7	7
5	1	#	-308.760;386.760	10	#	#	0	#	#	#	0	#	0	0	#	1	0	0	1000010	0.000	0.429	1	27.36	843	198	0.58		7	13
5	1	#	-308.760;386.760	10	#	#	0	#	#	#	0	#	0	0	#	1	0	0	0010100	0.000	0.165	1	27.36	843	198	0.58		7	13
#	4	-7619.690;7837.690	-128.080;144.080	2	0	#	#	2	0	0	#	#	#	#	0	0	#	0	0010100	0.041	0.726	1	59.08	941	199	0.58		19	25
2	3	#	#	6	#	#	0	#	#	0	0	#	22	0	#	0	#	#	0111100	1.000	1.000	2	12.17	974	200	0.47		6	6
4	1	#	#	3	7	#	#	4	#	0	0	1	#	0	0	#	0	0	1001000	0.000	0.429	1	18.86	975	201	0.63		7	7
4	1	#	#	3	7	#	#	4	#	0	0	1	#	0	0	#	0	0	0100100	0.000	0.429	1	18.86	975	201	0.63		7	7
5	1	-3822.350;4018.350	-340.720;344.720	#	#	#	#	4	0	0	#	0	#	0	#	#	0	0	1000010	0.000	0.429	1	56.63	954	202	0.58		39	39
5	1	-3822.350;4018.350	-340.720;344.720	#	#	#	#	4	0	0	#	0	#	0	#	#	0	0	0100100	0.000	0.341	1	56.63	954	202	0.58		33	39
5	1	-3613.340;4003.340	#	8	#	#	3	4	#	#	#	#	#	#	0	#	#	0	1100110	1.000	1.000	1	57.85	954	203	0.42		26	26
#	#	-5848.580;7144.580	-170.480;202.480	#	2	0	#	#	#	#	#	#	1	0	0	#	0	0	0100000	0.000	0.211	1	52.85	961	203	0.47		19	25
#	#	-5848.580;7144.580	-170.480;202.480	#	2	0	#	#	#	#	#	#	1	0	0	#	0	0	1001110	0.000	0.223	1	52.85	961	203	0.47		6	25
6	3	-7613.680;7619.680	-176.400;176.400	#	1	#	0	#	0	0	#	1	5	#	0	0	0	0	1010100	1.000	1.000	1	30.33	979	205	0.74		6	6
6	3	-7613.680;7619.680	-176.400;176.400	#	1	#	0	#	0	#	#	1	5	#	0	0	#	0	1010100	1.000	1.000	1	30.33	979	205	0.63		6	6
5	1	#	-205.760;237.760	10	4	#	0	#	0	0	0	0	2	#	#	#	0	#	0010101	1.000	1.000	1	22.00	980	206	0.63		6	6
5	1	-5460.500;5740.500	-205.760;237.760	10	4	#	0	#	0	0	0	#	#	#	0	#	0	#	0010101	1.000	1.000	1	22.00	980	206	0.63		6	6
#	#	#	#	#	#	#	#	4	0	#	0	#	0	#	#	0	0	0	1000010	0.000	0.151	1	55.79	954	207	0.37		19	37
#	#	#	#	#	#	#	#	4	0	#	0	#	0	#	#	0	0	0	0100100	0.000	0.336	1	55.79	954	207	0.37		31	37
4	3	#	#	1	#	0	#	#	#	1	#	1	#	0	0	#	#	#	1111101	1.000	1.000	1	10.29	983	209	0.42		7	7
#	1	#	-197.600;205.600	#	7	#	2	2	#	#	0	#	#	0	#	0	#	0	0010100	1.000	1.000	2	36.50	985	211	0.47		6	6
#	1	#	-197.600;205.600	#	7	#	2	#	#	#	0	#	#	#	#	0	#	0	0010100	1.000	1.000	1	36.50	985	211	0.37		6	6
#	#	-3037.320;4131.320	-97.200;205.200	3	0	3	0	3	0	0	#	0	0	0	0	0	0	#	1010100	1.000	1.000	1	50.11	987	213	0.79		12	12
5	1	-6038.540;6058.540	-319.560;325.560	#	2	0	#	#	0	0	#	#	#	0	#	0	#	0	0100101	0.000	0.156	2	58.41	859	214	0.58		7	43
5	1	-6038.540;6058.540	-319.560;325.560	#	2	0	#	#	0	0	#	#	#	0	#	0	#	0	1000000	0.000	0.223	1	58.41	948	214	0.58		43	43
3	4	-5691.530;6181.530	#	#	1	#	0	#	0	1	#	#	0	#	0	#	0	#	1010100	1.000	1.000	1	26.60	989	215	0.53		18	18
#	#	-2804.260;3020.260	-270.280;304.280	#	#	0	3	#	0	#	0	0	#	#	#	#	0	0	1000010	0.000	0.156	1	74.04	1000	216	0.47		68	172
#	#	-2804.260;3020.260	-270.280;304.280	#	#	0	3	#	0	#	0	0	#	#	#	#	0	0	0001000	0.000	0.053	1	74.04	1000	216	0.47		80	172
#	1	-6252.570;6516.570	#	6	#	0	#	#	0	#	0	#	0	0	#	0	0	0	0010100	0.214	0.857	1	36.03	991	217	0.58		12	12
#	1	-6252.570;6516.570	#	6	#	0	#	2	0	#	#	#	#	#	#	0	0	0	0010100	1.000	1.000	1	23.00	991	217	0.47		6	6
#	#	-7280.650;7280.650	#	1	#	#	1	3	#	#	0	0	#	#	0	0	1	#	0010101	1.000	1.000	1	37.17	992	218	0.47		6	6
