Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0.860;1.140	-0.115;0.145	0.802;1.052	0.230;0.720	-0.156;0.234	-0.094;0.256	-0.226;0.264	0.590;0.860	0.748;1.028	-0.080;0.410	#	0.306;0.581	-0.207;0.233	0.089;0.499	0.129;0.579	0.557;0.943	0.428;0.676	100000	1.000	1.000	1	64.09	49644	315	0.94		30	30
-0.198;0.262	-0.099;0.361	-0.066;0.234	-0.186;0.284	-0.196;0.234	#	-0.127;-0.084	0.218;0.393	-0.181;0.189	0.089;0.459	-0.147;0.173	0.378;0.840	0.014;0.314	-0.209;0.221	0.329;0.779	0.351;0.756	#	000100	0.016	0.833	1	9.11	331	331	0.88		0	0
-0.099;0.261	#	-0.121;0.279	-0.132;0.348	0.171;0.306	-0.064;0.216	-0.120;0.240	0.507;0.847	0.292;0.294	-0.063;0.227	-0.119;0.291	0.565;0.870	-0.140;0.340	-0.177;0.223	0.507;0.927	0.454;0.948	0.651;0.899	100000	0.004	0.722	1	14.58	333	333	0.94		0	0
0.551;0.861	0.089;0.409	0.851;1.111	0.701;1.071	0.649;1.139	-0.141;0.269	0.297;0.607	0.640;1.070	0.555;0.975	0.458;0.948	0.510;0.900	#	-0.120;0.220	-0.128;0.192	#	#	#	000001	1.000	1.000	1	46.36	49695	366	0.76		30	30
0.865;1.135	0.800;1.200	0.839;1.109	0.825;1.175	0.780;1.220	0.030;0.470	0.855;1.145	#	0.773;1.053	0.240;0.600	#	0.438;0.870	0.750;1.090	#	0.350;0.670	#	0.494;0.851	001000	1.000	1.000	1	56.14	49699	370	0.76		30	30
-0.044;0.236	-0.222;0.238	0.179;0.679	0.533;0.883	0.144;0.494	#	-0.097;0.173	0.689;1.189	#	-0.084;0.196	-0.139;0.241	0.294;0.657	-0.243;0.247	-0.086;0.394	0.473;0.933	0.750;1.057	0.254;0.562	001000	1.000	1.000	1	94.96	49727	398	0.88		30	30
-0.168;0.232	-0.199;0.221	-0.182;0.268	#	-0.100;0.180	#	-0.188;-0.169	#	-0.211;0.219	-0.241;0.249	#	0.531;0.963	-0.193;0.197	-0.165;0.205	#	0.636;0.933	#	000100	0.013	0.816	1	16.93	425	425	0.65		0	0
#	#	0.188;0.668	#	0.302;0.632	0.114;0.444	0.144;0.604	0.311;0.761	0.835;1.165	0.165;0.545	0.167;0.527	-0.064;0.201	#	0.283;0.783	0.000;0.330	0.247;0.504	0.202;0.648	100000	1.000	1.000	1	91.03	49795	466	0.76		30	30
0.023;0.423	-0.110;0.210	0.028;0.308	0.369;0.639	0.235;0.545	0.537;0.807	-0.211;0.289	0.622;1.032	0.205;0.465	0.377;0.707	0.023;0.373	0.651;0.936	0.391;0.781	0.034;0.454	0.626;0.876	0.611;1.017	#	000110	1.000	1.000	3	97.27	49797	468	0.94		30	30
#	-0.112;0.221	-0.153;-0.001	#	-0.135;0.185	-0.120;0.201	#	#	#	#	#	0.339;0.937	#	-0.034;0.269	#	0.350;0.617	0.429;0.746	000100	0.011	0.792	1	28.45	533	533	0.47		0	0
0.733;1.123	0.134;0.404	0.729;1.159	0.741;1.151	0.755;1.245	0.783;1.113	0.758;1.138	0.624;0.944	0.702;1.002	0.601;1.011	0.835;1.165	0.354;0.659	-0.116;0.314	0.498;0.948	0.399;0.649	0.338;0.615	0.308;0.745	000001	1.000	1.000	1	46.42	49903	574	1.00		30	30
0.249;0.679	0.373;0.743	0.285;0.785	0.301;0.781	0.510;0.870	0.357;0.637	0.500;0.760	#	0.143;0.413	0.144;0.644	0.461;0.881	0.183;0.438	0.503;0.863	0.382;0.642	-0.018;0.342	-0.026;0.340	0.191;0.648	000100	1.000	1.000	4	86.37	49938	609	0.94		30	30
0.511;0.821	0.207;0.617	0.173;0.423	0.845;1.155	#	0.422;0.872	0.140;0.640	0.290;0.590	0.053;0.423	-0.080;0.420	-0.077;0.403	0.725;1.029	#	0.041;0.371	0.199;0.629	0.335;0.622	0.553;0.950	000001	1.000	1.000	1	86.20	49968	639	0.88		30	30
0.177;0.527	0.411;0.681	0.172;0.612	0.176;0.676	0.141;0.621	0.092;0.372	-0.021;0.279	0.465;0.875	0.588;0.978	0.208;0.458	0.058;0.388	0.458;0.812	0.065;0.405	0.661;0.931	0.364;0.794	0.557;0.982	0.502;0.800	100000	1.000	1.000	1	137.84	49973	644	1.00		30	30
0.197;0.507	-0.086;0.018	-0.065;0.385	#	-0.162;0.328	-0.042;0.349	-0.045;0.295	#	0.057;0.367	#	0.043;0.533	#	0.013;0.283	-0.183;-0.033	0.378;0.718	0.344;0.671	0.236;0.593	001100	0.100	1.000	1	4.00	645	645	0.76		0	0
-0.170;0.170	-0.250;0.250	-0.134;0.186	0.741;1.111	0.105;0.415	0.815;1.185	-0.068;0.272	-0.235;0.235	-0.140;0.140	-0.050;0.330	0.626;0.886	-0.138;0.138	-0.240;0.240	#	-0.170;0.170	-0.204;0.242	0.183;0.540	000001	1.000	1.000	1	92.88	48361	716	0.94		21	21
-0.213;0.277	-0.141;0.269	-0.136;0.234	-0.168;0.202	-0.098;0.282	-0.035;0.265	-0.153;0.307	0.030;0.310	-0.196;0.245	-0.116;0.214	-0.150;0.340	#	-0.102;-0.043	#	-0.152;0.298	0.012;0.204	0.037;0.394	000010	0.006	0.750	1	9.50	742	742	0.88		0	0
-0.215;0.215	-0.185;0.185	-0.185;0.185	-0.135;0.135	-0.210;0.210	-0.125;0.185	-0.230;0.230	-0.139;0.311	-0.181;-0.109	#	-0.239;-0.230	-0.067;0.237	-0.232;0.258	-0.111;0.139	-0.105;0.275	-0.149;0.326	#	010000	0.100	1.000	1	13.00	749	749	0.88		0	0
-0.215;0.215	-0.185;0.185	-0.095;0.185	-0.135;-0.040	-0.210;0.210	-0.125;0.185	-0.230;0.230	-0.139;0.311	-0.181;0.209	-0.109;0.301	-0.230;0.230	-0.067;0.237	-0.232;0.258	-0.111;0.139	-0.105;0.275	-0.149;0.326	-0.163;0.333	010000	0.100	1.000	1	13.00	749	749	1.00		0	0
0.616;0.896	0.296;0.766	0.079;0.339	-0.000;0.151	0.036;0.446	-0.070;0.240	0.026;0.436	0.311;0.681	0.320;0.650	-0.111;0.269	0.041;0.351	0.666;0.931	0.279;0.719	0.240;0.590	0.668;0.928	0.483;0.760	0.557;0.914	001000	0.100	1.000	1	1.00	779	779	1.00		0	0
0.193;0.693	#	0.427;0.877	0.157;0.537	0.540;0.940	0.830;1.170	-0.149;0.151	-0.136;0.324	0.308;0.798	0.786;1.126	0.028;0.308	0.060;0.453	0.091;0.501	0.079;0.549	-0.136;0.264	#	0.315;0.642	000001	1.000	1.000	1	68.59	48465	820	0.88		30	30
0.230;0.530	-0.066;0.204	0.000;0.340	0.016;0.336	-0.103;0.347	0.021;0.271	-0.094;0.276	0.440;0.830	0.033;0.313	0.419;0.423	-0.116;0.254	0.299;0.791	-0.082;0.228	0.054;0.444	0.288;0.588	0.393;0.789	0.340;0.766	000010	0.016	0.833	1	6.25	842	842	1.00		0	0
0.455;0.955	0.353;0.703	0.473;0.803	0.333;0.803	0.442;0.692	0.526;0.916	#	0.340;0.660	0.244;0.744	0.458;0.888	0.334;0.584	0.310;0.585	0.554;0.894	0.301;0.571	0.255;0.605	0.190;0.635	0.308;0.715	000011	1.000	1.000	4	127.17	48558	913	0.94		30	30
0.343;0.713	0.126;0.606	0.057;0.487	0.808;1.188	0.588;0.978	0.273;0.723	0.191;0.661	0.501;0.981	0.157;0.507	0.086;0.506	#	0.619;0.865	0.296;0.736	0.327;0.777	0.497;0.787	0.386;0.782	0.138;0.594	000001	1.000	1.000	1	85.74	48584	939	0.94		30	30
0.097;0.597	-0.078;-0.025	0.064;0.464	0.071;0.401	0.004;0.264	-0.022;0.288	#	0.276;0.536	0.052;0.482	0.171;0.661	-0.057;0.423	#	-0.121;0.269	-0.057;0.393	-0.080;0.420	0.245;0.631	0.177;0.633	000001	0.010	0.792	1	5.88	965	965	0.88		0	0
#	#	#	-0.135;0.247	-0.210;0.210	#	#	#	-0.212;-0.193	#	#	#	-0.232;0.288	#	-0.105;0.337	#	-0.163;0.333	010000	0.048	0.928	1	21.39	988	988	0.35		0	0
0.391;0.831	0.322;0.622	0.776;1.066	0.597;1.077	0.480;0.940	0.491;0.941	-0.044;0.316	0.409;0.899	0.690;0.950	0.578;0.988	-0.144;0.196	0.311;0.783	0.142;0.402	#	0.614;0.934	0.578;1.033	0.447;0.705	000010	1.000	1.000	1	64.62	48638	993	0.94		30	30
-0.164;0.276	-0.093;0.347	#	0.810;1.190	0.660;0.960	0.531;0.971	0.618;1.068	0.525;0.955	0.127;0.387	0.664;0.914	0.321;0.731	-0.125;0.258	0.170;0.480	#	#	0.138;0.623	0.069;0.396	100000	1.000	1.000	1	62.68	48657	1012	0.82		30	30
0.810;1.190	0.753;1.153	0.709;1.089	0.694;1.094	0.595;1.085	-0.183;0.187	0.498;0.988	#	0.845;1.155	#	0.671;0.951	0.422;0.835	0.494;0.844	#	0.362;0.612	0.372;0.669	0.475;0.723	001000	1.000	1.000	1	47.64	48671	1026	0.82		30	30
0.046;0.546	-0.005;0.345	0.088;0.508	0.025;0.435	0.002;0.382	0.755;1.245	0.842;1.112	-0.019;0.351	0.850;1.150	0.714;1.204	0.689;1.159	0.071;0.366	0.491;0.861	0.130;0.620	0.064;0.354	0.232;0.638	0.049;0.446	000001	1.000	1.000	3	70.16	48736	1091	1.00		30	30
0.284;0.744	-0.150;0.150	0.086;0.486	-0.131;0.319	-0.120;0.280	#	0.855;1.145	-0.205;0.205	0.234;0.664	0.386;0.856	-0.089;0.311	0.192;0.477	#	0.334;0.694	-0.010;0.460	-0.001;0.336	0.333;0.581	010000	1.000	1.000	2	101.56	48747	1102	0.88		30	30
0.773;1.133	0.770;1.140	0.538;0.988	0.477;0.977	0.542;0.912	0.280;0.760	0.556;0.986	0.392;0.822	0.491;0.741	0.564;0.934	0.450;0.940	0.523;0.955	0.708;1.038	0.750;1.250	0.463;0.873	#	0.524;0.901	001000	1.000	1.000	2	46.42	48751	1106	0.94		30	30
#	0.522;0.932	0.156;0.596	0.372;0.742	0.248;0.588	0.343;0.623	0.220;0.580	0.036;0.486	0.189;0.569	#	0.473;0.843	-0.002;0.430	0.454;0.814	0.393;0.783	0.098;0.428	0.074;0.519	0.117;0.534	000100	1.000	1.000	2	102.86	48762	1117	0.88		30	30
-0.083;0.407	-0.128;0.232	#	#	-0.143;0.257	0.120;0.490	-0.085;0.225	0.524;0.743	0.251;0.691	0.202;0.562	-0.142;0.198	0.281;0.284	0.151;0.581	#	0.322;0.772	0.415;0.672	0.402;0.690	001000	0.011	0.800	1	7.00	1123	1123	0.82		0	0
0.670;0.980	0.675;1.155	0.645;0.895	0.705;1.075	-0.007;0.483	0.646;0.936	#	-0.025;0.435	0.722;1.062	0.771;1.041	0.540;0.890	0.400;0.656	0.379;0.879	0.737;1.147	0.196;0.656	0.048;0.305	0.223;0.620	001010	1.000	1.000	1	62.34	48802	1157	0.94		30	30
-0.234;0.246	0.354;0.375	-0.124;0.136	-0.112;0.158	-0.037;0.423	-0.475;0.239	-0.096;0.214	0.432;0.922	-0.073;0.197	-0.174;0.266	-0.020;0.400	0.244;0.706	-0.063;0.287	#	0.257;0.647	0.428;0.795	#	100000	0.006	0.750	1	40.00	1199	1199	0.88		0	0
0.186;0.456	0.156;0.636	0.143;0.483	0.622;0.902	0.245;0.715	0.470;0.760	#	0.007;0.507	#	0.264;0.574	0.659;1.159	0.064;0.320	#	0.709;1.139	0.355;0.615	0.078;0.543	#	000001	1.000	1.000	1	75.61	48857	1212	0.76		30	30
-0.088;0.362	#	-0.085;0.165	-0.137;0.233	-0.159;0.251	#	-0.090;0.160	0.630;1.060	0.402;0.822	0.603;0.933	-0.120;0.210	0.566;0.939	-0.164;0.216	0.621;0.961	#	#	0.558;0.955	000100	1.000	1.000	1	78.72	48912	1267	0.76		30	30
0.387;0.797	0.488;0.838	0.632;0.892	0.767;1.047	0.785;1.045	-0.063;0.397	0.338;0.818	#	0.452;0.782	0.346;0.616	0.732;1.092	0.148;0.403	0.122;0.492	0.154;0.514	0.007;0.487	0.168;0.515	-0.003;0.434	000001	1.000	1.000	1	80.58	48964	1319	0.94		30	30
0.817;1.177	0.516;0.796	0.755;1.135	0.615;0.875	0.248;0.718	0.704;1.054	0.394;0.674	0.175;0.605	0.580;0.900	0.845;1.155	0.382;0.842	0.269;0.623	0.805;1.195	#	0.210;0.580	0.318;0.684	0.427;0.705	000010	1.000	1.000	2	75.13	49037	1392	0.94		30	30
-0.161;0.319	-0.002;0.358	-0.073;0.217	-0.106;0.284	-0.063;0.217	-0.041;0.389	0.353;0.613	#	-0.065;0.435	-0.018;0.402	0.256;0.666	0.295;0.786	-0.113;0.197	#	#	0.099;0.101	#	010000	0.100	1.000	1	7.00	1411	1411	0.76		0	0
-0.032;0.398	0.840;1.160	0.260;0.630	-0.018;0.452	-0.059;0.401	0.777;1.067	0.652;0.912	-0.030;0.400	0.605;1.005	0.419;0.849	0.544;1.024	-0.237;0.244	0.090;0.360	0.047;0.467	-0.130;0.130	0.126;0.591	-0.164;0.164	010000	1.000	1.000	1	67.82	49076	1431	1.00		30	30
#	-0.239;0.241	-0.195;0.255	-0.186;0.194	-0.218;0.222	0.002;0.372	-0.143;0.147	0.509;0.899	0.284;0.594	0.169;0.509	-0.223;0.227	#	-0.099;0.151	0.183;0.503	0.456;0.896	0.577;0.854	0.502;0.948	001010	0.060	0.754	1	129.92	49080	1435	0.88		30	59
#	-0.049;0.321	0.313;0.763	#	#	0.058;0.318	-0.044;0.246	0.197;0.527	0.471;0.951	0.175;0.525	0.118;0.518	0.037;0.508	-0.229;0.261	-0.022;0.408	#	0.286;0.563	0.259;0.696	100000	1.000	1.000	1	97.72	49088	1443	0.76		30	30
-0.027;0.253	-0.068;0.362	-0.069;0.261	-0.138;0.272	-0.039;0.211	-0.079;0.001	-0.028;0.292	0.231;0.501	0.080;0.420	-0.064;0.376	-0.134;0.326	0.024;0.417	0.043;0.463	-0.146;0.224	-0.006;0.324	#	0.059;0.466	000010	0.100	1.000	1	22.67	1458	1458	0.94		0	0
#	0.077;0.527	0.066;0.568	0.034;0.534	0.111;0.581	0.007;0.507	0.062;0.552	-0.071;0.773	0.050;0.370	0.062;0.432	0.188;0.478	0.242;0.302	-0.036;0.364	-0.221;0.269	0.380;0.760	0.512;0.819	0.391;0.639	000001	0.016	0.833	1	9.00	1462	1462	0.94		0	0
0.283;0.653	#	0.376;0.746	0.538;0.868	0.600;0.930	0.248;0.678	0.539;0.969	0.336;0.696	0.186;0.626	0.206;0.556	0.502;0.972	0.115;0.498	0.369;0.769	0.193;0.623	0.141;0.571	0.198;0.544	0.139;0.437	000110	1.000	1.000	1	102.47	49125	1480	0.94		30	30
0.616;0.926	0.608;1.018	0.606;0.916	0.563;0.913	0.498;0.868	0.280;0.780	0.479;0.879	0.122;0.462	0.672;1.082	0.475;0.735	0.348;0.688	0.011;0.473	0.191;0.551	0.444;0.744	0.157;0.527	0.162;0.469	0.072;0.429	000010	1.000	1.000	1	76.75	49174	1529	1.00		30	30
0.147;0.517	0.428;0.848	0.236;0.666	0.483;0.823	0.528;0.898	0.433;0.933	0.457;0.947	#	#	0.553;0.883	0.525;0.785	0.421;0.667	0.553;0.772	-0.037;0.433	0.334;0.744	0.295;0.751	0.329;0.617	000001	0.100	1.000	1	1.00	1653	1653	0.88		0	0
0.151;0.471	0.256;0.656	0.055;0.435	-0.070;0.420	0.092;0.462	0.057;0.477	0.043;0.293	0.334;0.804	0.041;0.414	#	-0.013;0.297	0.562;0.925	#	0.149;0.589	0.482;0.842	0.478;0.933	0.534;0.590	000001	0.100	1.000	1	15.50	1716	1716	0.88		0	0
0.025;0.385	-0.204;0.226	0.036;0.396	#	-0.131;0.228	-0.018;0.232	0.140;0.450	0.758;0.849	0.053;0.503	-0.073;0.247	#	0.295;0.570	0.061;0.541	0.043;0.533	0.123;0.533	0.255;0.572	0.133;0.490	000001	0.031	0.889	1	7.33	1719	1719	0.88		0	0
-0.215;-0.103	#	#	#	-0.090;0.190	#	#	#	#	-0.149;0.331	-0.230;0.352	-0.162;0.385	#	-0.167;0.276	-0.250;0.275	-0.168;0.326	#	010000	0.039	0.910	1	47.87	1734	1734	0.47		0	0
-0.158;0.252	-0.014;0.266	-0.161;0.239	-0.197;0.283	0.046;0.496	0.754;1.224	#	-0.158;0.302	-0.133;0.187	0.769;0.847	0.751;1.171	0.710;1.074	-0.108;0.192	0.252;0.642	0.600;1.090	0.011;0.268	0.701;1.137	000010	0.100	1.000	1	1.50	1737	1737	0.94		0	0
1.013;1.150	0.018;0.458	0.285;0.705	0.271;0.811	0.139;0.569	0.186;0.456	0.822;1.112	0.700;1.050	0.241;0.511	-0.166;0.324	0.417;0.857	0.912;0.971	0.422;0.882	0.124;0.484	0.369;0.809	0.547;0.913	0.647;0.915	000010	0.100	1.000	1	1.00	1767	1767	1.00		0	0
0.850;1.164	0.018;0.458	0.285;0.705	0.271;0.651	0.139;0.569	0.186;0.456	0.822;1.112	0.700;1.050	0.241;0.511	-0.166;0.324	0.417;0.857	0.617;0.912	0.422;0.882	0.124;0.484	0.369;0.809	0.547;0.913	0.647;0.915	000010	1.000	1.000	1	71.46	49412	1767	1.00		28	28
-0.350;0.394	0.044;0.484	0.442;0.862	0.760;1.240	0.835;1.165	0.614;0.984	-0.160;0.190	0.337;0.677	0.022;0.482	-0.061;0.419	0.162;0.662	0.410;0.902	-0.164;0.266	0.090;0.530	0.844;0.979	0.588;1.073	0.072;0.538	000001	0.100	1.000	1	1.50	1801	1801	1.00		0	0
0.007;0.277	0.161;0.441	0.034;0.354	0.197;0.846	0.432;0.742	0.064;0.354	0.029;0.459	0.518;0.908	0.316;0.676	-0.036;0.294	0.422;0.782	0.531;0.855	0.308;0.768	0.322;0.496	0.575;0.905	0.610;0.937	0.247;0.624	001000	0.100	1.000	1	1.50	1813	1813	1.00		0	0
0.070;0.130	0.069;0.549	-0.140;0.140	-0.198;0.242	-0.316;-0.086	0.130;0.520	0.120;0.430	0.166;0.516	-0.219;0.221	-0.226;0.234	-0.143;0.357	-0.208;0.263	0.151;0.481	-0.159;0.161	-0.203;0.257	0.065;0.332	-0.130;0.217	000010	0.100	1.000	1	2.50	1815	1815	1.00		0	0
0.234;0.714	0.191;0.571	0.165;0.635	0.244;0.724	0.359;0.629	0.182;0.492	#	0.641;0.755	0.163;0.613	0.263;0.513	0.304;0.554	0.414;0.659	-0.006;0.494	0.193;0.483	0.420;0.830	0.512;0.948	0.479;0.767	001000	0.100	1.000	1	2.50	1817	1817	0.94		0	0
0.036;0.406	-0.010;0.290	0.521;0.841	-0.005;0.385	-0.089;0.231	0.240;0.610	-0.022;0.458	0.417;0.837	0.620;1.100	0.293;0.793	-0.055;0.405	-0.157;0.334	0.127;0.247	#	-0.195;0.195	0.163;0.638	-0.225;0.232	000001	0.100	1.000	1	1.00	1820	1820	0.94		0	0
-0.002;0.318	-0.021;0.888	-0.005;0.335	-0.129;0.311	-0.062;0.368	-0.147;0.213	0.150;0.218	-0.173;0.217	-0.209;0.271	#	0.072;0.372	0.405;0.739	0.056;0.416	0.032;0.452	0.438;0.688	0.047;0.324	0.391;0.867	000010	0.031	0.889	1	12.67	1838	1838	0.94		0	0
0.112;0.582	0.310;0.312	-0.148;0.252	-0.139;0.171	-0.164;0.336	0.584;0.924	-0.098;0.152	0.490;0.930	#	0.273;0.613	-0.143;0.327	0.564;0.986	#	0.137;1.021	0.460;0.840	0.673;0.940	#	000110	0.016	0.833	1	2.67	1848	1848	0.82		0	0
-0.143;0.337	-0.066;0.244	0.127;0.397	0.368;0.828	0.576;0.730	0.627;1.017	0.112;0.522	0.357;0.667	0.032;0.332	0.334;0.634	0.521;0.901	0.329;0.682	-0.145;0.325	0.274;0.644	0.298;0.718	0.397;0.773	0.396;0.782	000001	0.100	1.000	1	1.50	1855	1855	1.00		0	0
0.276;0.676	-0.014;0.296	-0.057;0.293	0.710;0.884	0.125;0.485	0.274;0.604	#	-0.017;0.463	0.411;0.841	#	0.180;0.550	-0.105;0.377	0.121;0.581	0.173;0.553	-0.007;0.433	0.212;0.499	#	000001	0.100	1.000	1	1.00	1870	1870	0.82		0	0
0.162;0.482	0.046;0.316	#	0.113;0.443	0.103;0.473	-0.133;0.357	-0.083;0.397	0.051;0.233	-0.197;0.283	-0.170;0.200	0.016;0.456	0.431;0.854	-0.065;0.315	-0.137;0.313	0.497;0.987	0.132;0.390	-0.025;0.602	100010	0.100	1.000	1	4.50	1871	1871	0.94		0	0
-0.177;0.213	0.354;0.433	-0.202;0.238	-0.103;0.167	0.008;0.448	-0.041;0.459	0.001;0.361	0.359;0.839	0.123;0.433	-0.039;0.451	0.162;0.452	#	0.144;0.424	0.007;0.407	#	0.459;0.726	0.844;1.092	001000	0.100	1.000	1	2.50	1874	1874	0.88		0	0
-0.177;0.213	0.360;0.433	-0.202;0.238	-0.103;0.167	0.008;0.448	-0.041;0.459	0.001;0.361	0.359;0.839	0.123;0.433	-0.039;0.451	0.162;0.452	#	0.144;0.424	0.007;0.407	#	0.459;0.726	0.844;1.092	001000	0.100	1.000	1	2.50	1874	1874	0.88		0	0
0.117;0.477	0.408;0.828	0.026;0.396	0.226;0.516	0.212;0.632	0.355;0.615	#	0.273;0.583	-0.034;0.316	0.156;0.586	0.179;0.539	0.319;0.643	0.037;0.447	0.056;0.496	0.250;0.327	0.342;0.629	0.359;0.646	000001	0.100	1.000	1	2.33	1882	1882	0.94		0	0
0.496;0.746	#	0.181;0.571	-0.041;0.219	#	0.181;0.521	-0.177;0.183	0.463;0.813	0.143;0.603	0.169;0.589	-0.138;0.142	0.630;0.704	0.299;0.719	-0.195;0.205	0.335;0.410	0.538;0.825	0.447;0.894	100000	0.100	1.000	1	4.00	1887	1887	0.88		0	0
-0.013;0.357	0.671;0.921	0.266;0.626	-0.094;0.396	0.016;0.426	-0.029;0.301	0.160;0.520	0.332;0.702	-0.183;0.197	0.152;0.562	0.073;0.453	0.524;0.976	-0.125;0.125	-0.234;0.236	0.989;1.024	0.569;0.975	0.440;0.896	000001	0.100	1.000	1	4.00	1905	1905	1.00		0	0
