-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0	#	#	0	#	0	#	0	#	#	1	#	#	0	0	0	#	1	0	#	#	0	000000000000000000000000000000000000000001000	0.587	0.948	1	19.50	662	17	0.48		3	6
#	0	0	1	0	#	#	0	0	0	1	#	#	#	#	1	1	0	1	0	#	0	#	000000000000000000000000100000000000000001000	1.000	1.000	2	5.50	663	18	0.61		2	2
1	1	0	0	0	0	0	#	0	0	0	#	#	#	#	#	#	0	#	#	#	#	#	000000000000000000000000000000001000000000000	0.576	0.946	2	149.82	983	19	0.48		71	86
#	0	0	#	0	#	0	#	0	0	#	0	#	0	#	0	#	#	#	0	#	0	0	000000000000000000000100000000000000000000000	0.428	0.919	4	219.33	959	23	0.52		16	166
0	0	0	0	#	#	#	#	#	0	#	0	#	0	0	#	#	#	0	#	#	#	#	000000000100000000000000000000000000000000010	0.321	0.893	1	162.38	671	26	0.39		2	268
1	#	#	0	#	#	#	#	0	0	0	0	0	#	#	0	#	1	#	0	0	0	#	000000000010000000000000000000000000000000000	0.345	0.899	2	52.87	674	29	0.52		2	22
#	#	#	0	#	#	#	#	#	#	0	#	0	#	0	0	0	1	0	0	0	#	0	000000000000000000000000000000010000000000000	0.654	0.958	5	82.64	958	30	0.48		42	63
1	0	0	#	#	#	#	0	#	0	#	1	#	1	0	0	#	1	0	0	0	#	#	000010000000000000000000000000000000000000000	0.608	0.952	3	35.56	677	32	0.57		6	11
#	#	0	#	#	#	#	0	0	#	#	#	#	0	#	0	1	0	0	0	#	#	#	000000000000000000000000000000100000000000000	0.429	0.919	2	109.78	845	33	0.39		5	29
0	#	#	#	0	0	0	0	#	0	#	#	0	0	#	0	#	0	0	0	0	0	#	000000000000000000000000000000000000000001000	0.456	0.924	3	178.14	986	34	0.61		44	234
0	0	0	#	0	0	0	#	#	0	#	#	0	#	0	#	#	#	#	0	0	0	#	000000000000000000000001000000000000000000000	0.433	0.920	2	181.53	994	35	0.52		30	205
0	#	0	0	#	#	0	0	#	#	#	0	#	0	0	1	0	#	0	#	#	0	#	000000000000000000000000000000000000001000000	0.493	0.932	2	102.33	903	37	0.52		17	67
#	#	0	#	#	#	#	#	0	#	0	0	#	1	0	0	0	1	#	#	0	#	#	000010000000000000000000000000001000000000001	0.202	0.852	1	81.52	683	38	0.43		2	31
#	#	#	#	#	#	#	0	#	#	#	#	#	#	#	#	#	0	#	#	#	#	1	000000000000000000000000000000000000100000000	0.408	0.914	3	48.21	867	39	0.13		13	55
#	0	0	#	0	#	0	0	#	0	0	#	#	#	#	0	#	#	#	#	#	#	#	000000000000000000000000000000010000000000000	0.442	0.922	4	186.19	992	41	0.35		54	376
1	1	0	#	0	#	0	0	0	0	#	0	0	#	1	#	#	#	#	0	0	#	0	000010000000000000000000000000000000000000000	0.751	0.972	2	28.63	871	42	0.61		10	11
#	#	#	0	#	0	0	0	0	#	0	0	#	0	0	0	0	0	0	1	#	0	0	000000000000000000000000000000000001000000000	0.432	0.919	1	83.62	689	44	0.70		4	32
#	#	0	#	1	#	#	#	0	#	0	#	#	1	0	#	#	0	#	0	#	#	#	000010000000000000000000000000000000000000001	0.635	0.956	1	43.72	804	49	0.35		6	15
#	#	0	#	#	#	0	#	0	#	#	0	#	0	0	0	#	#	#	0	#	#	0	000010000000000000000000000000000000000000001	0.372	0.906	1	211.31	308	51	0.39		8	241
0	#	#	1	0	0	0	1	#	0	0	#	0	#	0	#	#	0	0	#	#	#	0	000000000100000000000000000000000000000001000	1.000	1.000	1	15.50	697	52	0.57		2	2
0	#	0	0	#	#	0	#	#	#	#	0	#	#	#	0	#	0	#	1	#	#	0	000000000100000000000000000000000000000000000	0.726	0.968	3	81.03	990	54	0.39		22	31
#	0	#	#	0	#	#	1	#	0	1	#	#	0	0	0	#	#	#	#	0	0	0	000000000100000000000000000000000000000000000	0.799	0.978	2	32.75	881	57	0.48		4	4
1	#	0	#	#	0	0	0	#	#	0	#	0	0	#	#	#	0	#	0	0	#	0	000010000000000000000000000000000000000000000	0.834	0.982	2	188.68	983	58	0.52		109	114
#	0	#	0	0	0	0	0	0	#	#	#	#	#	0	1	0	0	0	#	0	#	0	000000010000000000000000000000000000000000000	0.394	0.911	1	104.02	706	61	0.61		2	63
#	0	#	#	#	1	0	0	#	0	0	1	#	#	#	#	0	0	#	0	0	0	#	000000000000000000000000000000000000000000010	0.763	0.973	1	29.20	984	62	0.52		5	5
1	0	0	#	#	#	#	0	#	#	0	#	#	1	0	#	#	#	#	0	#	#	#	000010000000000000000000000000000000000000001	0.487	0.931	1	130.75	694	63	0.35		5	71
0	#	#	#	#	#	0	#	0	0	#	#	#	0	#	0	0	#	#	0	#	0	0	000000000001000000000000000000000000000001000	0.261	0.874	1	189.55	602	64	0.43		3	210
#	#	#	#	0	0	0	#	0	0	#	1	#	#	0	#	#	0	0	0	0	0	#	100000000000000000000000000000000000000000000	0.519	0.937	2	106.38	920	65	0.52		42	98
#	#	0	#	#	#	#	#	0	#	0	0	#	#	0	#	1	0	#	1	0	#	#	000000000000000000000000000000000000101000000	0.463	0.926	1	16.33	711	66	0.39		2	6
#	1	1	0	#	#	0	1	#	0	1	#	#	#	#	0	#	#	0	0	0	#	0	100000000000000100000000000000000000000000000	1.000	1.000	1	12.00	713	68	0.52		2	2
#	#	1	#	#	#	#	0	0	0	0	0	0	#	#	#	#	#	#	0	0	0	#	100000000000000000000000000000000000000000000	0.916	0.991	1	97.66	943	69	0.43		42	46
#	1	0	0	0	#	0	#	#	0	0	1	#	#	#	#	#	0	0	#	#	#	#	000000000000000000000000000000001000000000000	0.799	0.978	1	33.62	715	70	0.43		7	8
#	#	0	#	#	0	0	#	#	#	#	0	#	#	#	0	#	#	#	0	#	#	#	000010000000000000000000000000001000000000000	0.417	0.916	1	201.25	983	72	0.26		72	469
#	#	0	#	#	0	0	#	#	#	#	#	0	#	#	0	#	#	#	#	#	#	0	000010000000000000000000000000001000000000000	0.383	0.908	1	169.22	983	72	0.26		76	595
0	0	#	0	#	#	#	#	#	#	#	#	0	0	#	1	#	#	#	#	0	#	#	000000000000000000000000100000000000000000000	0.486	0.930	5	77.08	952	75	0.30		40	124
1	0	#	#	#	0	0	#	0	0	0	#	0	1	0	0	#	0	0	0	#	0	#	000010000000000000000000000000000000000000000	0.894	0.989	2	134.55	937	76	0.65		40	44
#	0	#	0	#	0	0	0	0	0	0	#	0	1	#	#	#	#	0	0	#	0	0	000000000000000000000000000000000000000000001	0.420	0.917	2	161.29	815	77	0.61		12	101
#	0	#	1	0	#	#	0	0	0	1	1	#	0	0	#	#	#	#	#	#	#	1	000000000000000000000000100000000000000001000	0.635	0.956	2	20.40	725	80	0.48		2	5
0	#	0	#	0	0	0	0	0	#	#	#	0	#	#	#	1	#	#	#	#	#	0	000000000000000000000000000000001000000000000	0.345	0.899	1	76.94	727	82	0.43		2	44
0	0	0	0	#	#	0	#	0	0	#	0	#	0	#	#	0	#	#	#	0	#	0	000000000000000000000000000000000000000000001	0.420	0.917	1	167.21	932	83	0.52		18	194
0	#	0	1	0	#	0	0	#	0	0	1	#	#	#	1	0	#	#	#	#	0	#	000000000000000000000000000000000000000001000	1.000	1.000	2	18.00	730	85	0.52		2	2
0	0	#	0	0	1	#	#	0	0	0	#	#	0	#	#	0	0	0	1	#	0	#	000000000000000000000000000000000000000000010	0.861	0.985	1	38.00	734	89	0.61		3	3
0	#	1	#	#	0	#	0	#	0	1	#	#	0	0	#	0	0	#	0	#	0	0	100000000000000100000000000000000000000000000	0.578	0.947	1	30.90	735	90	0.57		2	10
0	#	0	#	#	#	0	#	#	0	0	0	#	1	#	0	#	0	#	#	#	#	#	000000000010000000000000000000010000000000000	0.366	0.904	1	129.65	736	91	0.39		2	39
#	#	0	#	0	0	#	#	#	0	#	#	#	0	#	1	0	#	#	#	0	#	#	000000000100000000000000000000000000000000000	0.515	0.936	1	87.07	898	92	0.35		39	112
0	#	#	0	0	#	#	#	#	#	0	#	#	#	0	#	#	0	#	0	0	#	0	000000000000000000000000100000000000100000000	0.260	0.874	1	164.46	738	93	0.39		2	285
0	1	#	0	#	0	0	#	#	#	#	1	0	#	#	0	0	#	0	#	#	1	#	000000000000000000000000000000001000000000000	0.740	0.970	2	16.67	739	94	0.48		2	3
0	0	0	0	#	#	#	0	#	#	0	0	0	#	0	0	0	0	0	0	0	#	0	100000000000000000000000000000000000000000000	0.396	0.912	1	222.88	740	95	0.70		2	111
0	0	1	0	0	#	0	0	0	0	#	#	0	0	#	#	0	0	#	#	#	1	#	100000000000000000000000000000000000000000000	1.000	1.000	4	17.75	741	96	0.61		4	4
#	#	#	0	0	#	#	#	#	#	0	#	0	#	0	0	0	1	0	0	0	#	0	000000000000000000000000000000010000000000000	0.687	0.963	2	82.52	958	97	0.52		37	53
#	#	#	#	#	#	#	0	#	0	#	0	0	0	0	0	#	#	#	#	0	#	#	000000000000000000000000000000000000010000000	0.372	0.906	1	176.85	745	100	0.35		5	326
#	0	#	0	0	0	#	#	#	0	0	#	#	#	#	#	#	#	0	#	0	0	#	010000000000000000000000000000000000000000000	0.393	0.911	3	168.67	882	102	0.39		9	449
0	#	#	1	#	0	1	0	#	0	#	#	0	0	#	#	0	0	#	0	#	1	1	000000000000000000000000100000000000000000000	1.000	1.000	2	8.50	748	103	0.57		2	2
#	#	#	#	#	0	#	0	#	#	0	#	#	0	0	1	0	#	#	1	0	0	#	000000000000000000000000000000000001000000000	0.470	0.927	1	94.13	934	104	0.43		9	44
#	#	#	#	0	#	0	0	#	0	#	0	0	0	#	#	0	#	0	#	0	0	#	000000000000000000000000000000000000000100000	0.377	0.907	3	185.51	752	107	0.48		3	320
#	0	0	0	#	0	#	#	0	0	#	#	#	0	0	#	0	#	0	0	#	#	#	000000000000000000000000000000000010000000000	0.390	0.910	3	185.95	977	109	0.48		8	215
#	0	0	0	1	#	0	0	0	0	#	0	0	#	#	#	0	1	0	#	0	#	#	000010000000000000000000000001000000000000000	0.635	0.956	1	25.00	756	111	0.61		2	4
#	0	#	#	#	#	#	1	0	0	0	#	0	#	#	0	0	0	#	#	0	0	#	000000000000000000000000000000000001000000000	0.578	0.947	2	70.20	987	113	0.48		4	10
#	#	0	#	0	#	#	0	0	0	0	0	0	0	0	0	0	#	0	#	0	#	0	000000000010000000000000000000000000000000000	0.362	0.903	2	216.70	759	114	0.65		2	174
#	0	1	#	#	#	0	0	0	1	#	1	0	0	#	0	1	0	#	#	#	#	1	100000000000000000000000000000000000100000000	1.000	1.000	1	6.00	760	115	0.57		2	2
#	1	0	#	#	#	0	#	#	#	0	#	0	0	0	0	0	#	0	#	0	#	0	000000000000000000000000000000001000000000000	0.635	0.956	1	138.94	983	118	0.52		43	54
#	#	0	#	#	0	0	#	#	0	#	#	0	#	#	0	#	#	#	0	#	#	#	000010000000000000000000000000001000000000000	0.397	0.912	1	189.51	983	119	0.30		73	530
0	0	#	0	0	#	#	#	0	#	#	0	#	#	#	#	#	#	0	#	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	1	66.67	765	120	0.43		3	3
0	0	#	#	0	0	#	#	#	0	0	#	#	#	0	#	1	0	0	1	#	#	#	000000000100000000000000000000000000000000000	0.836	0.982	5	28.30	960	128	0.48		8	10
#	#	#	#	#	0	0	0	#	0	#	#	0	1	#	0	0	1	#	#	0	#	#	000000000010000000000000000000000000000000000	0.401	0.913	3	75.78	833	135	0.43		10	85
0	#	#	#	0	0	0	0	0	0	#	#	0	#	#	0	#	0	0	0	0	0	#	000000000000000000000000000000000000000001000	0.454	0.924	1	185.03	986	136	0.61		39	203
0	#	#	#	0	0	0	0	#	0	#	#	0	0	#	0	#	0	0	0	0	0	0	000000000000000000000000000000000000000001000	0.457	0.925	3	180.42	986	136	0.65		35	188
0	0	#	0	#	#	#	#	#	#	#	#	#	0	#	1	#	#	#	#	0	0	#	000000000000000000000000100000000000000000000	0.467	0.927	1	79.58	952	138	0.30		36	129
#	#	#	#	0	0	0	#	0	0	1	#	0	0	#	#	0	#	#	#	0	#	0	000000000100000000000000000000000000000000000	0.434	0.920	2	84.26	961	141	0.48		10	40
#	0	#	#	0	#	#	#	0	#	0	#	#	#	#	#	0	#	#	#	0	0	0	000000000100000000000000000000000000000000000	0.439	0.921	1	153.66	990	142	0.35		59	401
0	0	#	1	0	0	#	#	#	#	1	1	#	#	0	#	#	#	#	#	0	0	0	000000000000000000000000000000000000100001000	0.510	0.935	2	57.32	986	144	0.48		7	28
0	0	1	0	#	#	0	0	0	0	#	#	0	0	0	#	#	0	#	0	0	0	#	100000000001000000000000000000000000000000000	0.604	0.951	1	92.53	792	147	0.65		2	66
#	#	#	#	0	0	0	#	0	0	#	1	#	0	0	#	#	0	#	0	0	0	#	100000000000000000000000000000000000000000000	0.489	0.931	3	102.68	920	147	0.52		37	94
1	0	#	0	#	0	0	0	#	0	0	#	#	1	1	0	#	0	0	#	#	#	0	000010000000000000000000000000000000000000001	1.000	1.000	1	41.00	793	148	0.61		2	2
#	0	1	#	0	#	#	#	#	0	#	#	#	#	0	#	0	0	0	#	#	#	#	000000000000100000000000000000000000010000000	0.243	0.868	1	76.42	794	149	0.35		2	96
0	#	#	0	0	#	#	#	0	#	0	0	1	0	0	#	#	0	0	#	0	#	#	100000000000000000000000000000000000000000000	0.417	0.916	1	74.90	795	150	0.52		3	26
#	#	#	0	#	#	#	#	#	#	0	#	0	#	0	0	#	1	0	0	0	#	0	000000000000000000000000000000010000000000000	0.665	0.960	2	82.71	958	152	0.43		34	50
#	#	1	0	#	0	0	0	0	0	#	0	0	#	#	#	0	0	0	1	0	0	0	100000000000000000000000000000000000000000000	0.611	0.952	4	42.60	976	154	0.70		6	12
1	#	0	0	0	#	#	#	0	0	#	0	#	1	#	0	0	0	0	0	#	0	#	000000000000000000000000000000000010000000000	0.343	0.899	1	151.85	914	158	0.61		6	67
1	1	0	#	#	#	0	0	0	0	#	#	#	#	0	0	#	0	0	#	0	#	#	000010000000000000000000000000001000000000001	0.559	0.943	1	150.04	804	159	0.52		4	70
#	#	#	0	#	0	0	0	0	#	#	1	#	0	#	0	0	1	#	#	0	#	0	000000000010000000000000000000000000000000000	0.740	0.970	2	25.67	808	163	0.52		4	6
#	0	0	#	0	#	0	#	0	0	#	0	#	0	#	0	0	#	#	0	#	0	0	000000000000000000000100000000000000000000000	0.427	0.918	2	222.76	959	168	0.57		12	129
#	1	#	0	#	#	0	1	0	#	#	0	0	0	0	#	#	#	0	#	0	0	#	000000000100000000000000000000000000000000000	0.773	0.975	1	25.86	814	169	0.52		5	7
#	0	#	0	#	0	0	0	0	0	0	#	0	1	#	#	#	#	0	0	0	0	0	000000000000000000000000000000000000000000001	0.417	0.916	1	161.28	815	170	0.65		9	87
0	0	0	0	0	#	#	0	#	0	0	1	#	0	0	#	#	#	#	1	0	1	#	000000000100000000000000000000000000000000000	0.740	0.970	1	15.67	817	172	0.61		2	3
#	1	#	#	0	#	0	#	#	#	#	#	0	1	#	0	0	1	#	#	#	0	0	000000000000000000000000000000001000000000000	0.515	0.936	2	45.51	950	174	0.43		9	18
1	#	0	0	#	#	#	0	#	#	#	#	0	#	#	0	0	1	#	#	0	1	0	000010000000000000000000000000000000000000000	0.532	0.939	1	51.53	849	175	0.48		14	32
1	0	#	0	#	#	#	0	#	#	#	#	0	#	#	0	0	1	#	#	0	1	0	000010000000000000000000000000000000000000000	0.534	0.939	1	51.00	820	175	0.48		8	19
#	#	0	#	0	0	#	#	#	0	#	#	#	0	#	1	0	#	#	#	#	#	0	000000000100000000000000000000000000000000000	0.524	0.937	1	93.21	898	176	0.35		33	91
#	#	0	#	0	0	#	#	0	0	#	#	0	0	#	1	0	#	#	#	#	#	0	000000000100000000000000000000000000000000000	0.549	0.942	2	91.74	898	176	0.43		33	78
#	#	0	0	0	#	#	0	0	#	#	0	0	#	1	#	0	1	#	#	0	#	#	000000000000000000000000000000000010000000000	0.394	0.911	1	35.81	823	178	0.48		2	24
0	#	#	0	#	#	#	0	1	#	#	1	0	#	#	0	#	0	#	#	0	#	0	000000000000000000000000000000000000000000010	0.513	0.935	2	67.52	984	179	0.43		4	11
#	1	#	#	#	#	#	1	#	#	0	0	0	#	0	#	#	0	0	0	#	0	#	000000000000000000000000000000000001000000000	0.543	0.941	2	29.83	825	180	0.43		2	6
#	1	0	0	#	#	0	#	#	0	0	1	#	#	#	#	#	0	0	#	#	#	#	000000000000000000000000000000001000000000000	0.740	0.970	1	42.67	715	182	0.39		5	6
#	1	0	0	0	#	0	#	#	0	0	1	0	#	#	#	#	0	0	#	#	#	#	000000000000000000000000000000001000000000000	0.740	0.970	1	42.67	715	182	0.48		5	6
0	0	#	0	#	#	#	#	#	1	0	0	0	0	0	1	1	#	0	1	#	#	#	000000000000000000000000000000000000100000010	1.000	1.000	2	13.00	830	185	0.57		2	2
0	#	#	0	0	0	#	0	#	0	0	#	0	1	#	#	#	#	#	0	0	#	#	000000000010000000000000000000010000000000000	0.444	0.922	1	118.03	833	188	0.48		3	57
0	#	#	#	0	1	0	#	0	#	#	#	#	0	#	0	#	0	0	0	#	#	0	000000000000000000000000000000000000000000010	0.915	0.991	3	63.50	835	190	0.48		10	10
#	#	#	#	#	#	#	0	0	0	0	#	0	#	#	0	#	#	#	0	0	0	#	100000000000000000000000000000000000000000000	0.397	0.912	1	198.20	943	192	0.39		51	412
0	0	#	0	0	#	1	0	#	1	#	1	#	#	#	1	#	0	#	0	#	0	1	000000000000000000000000100000000000100000000	1.000	1.000	2	17.00	841	196	0.57		2	2
#	#	#	0	#	#	#	0	#	#	#	#	#	#	#	#	#	0	#	#	#	#	1	000000000000000000000000000000000000100000000	0.420	0.917	1	55.99	841	196	0.17		6	31
#	#	#	#	#	0	#	#	#	#	#	#	#	#	#	#	#	0	#	#	#	#	1	000000000000000000000000000000000000100000000	0.394	0.911	2	48.28	867	196	0.13		9	46
0	#	#	#	0	0	0	0	#	0	#	#	0	0	#	0	#	#	0	0	0	#	#	000000000000000000000000000000000000000001000	0.454	0.924	1	178.09	986	197	0.52		36	197
0	#	#	#	0	0	0	0	#	0	#	#	0	0	#	0	1	0	0	0	0	0	0	000000000000000000000000000000000000000001000	0.611	0.952	1	94.86	986	197	0.70		14	24
#	#	0	#	0	#	#	0	#	#	#	#	#	0	#	0	1	0	0	0	#	#	#	000000000000000000000000000000100000000000000	0.412	0.915	1	111.78	845	200	0.39		3	22
0	#	#	#	#	#	1	0	#	#	#	0	#	0	0	1	0	0	0	#	0	0	0	000000000000000000000000100000000000000100000	0.712	0.967	2	53.14	952	202	0.57		9	28
#	0	#	0	#	0	0	0	#	0	#	0	#	#	#	0	#	0	#	#	#	#	#	000000000000000001000000000000000000000000000	0.390	0.910	3	180.32	971	203	0.39		5	299
1	1	0	#	0	0	0	0	0	0	#	0	0	#	1	#	#	#	#	0	0	#	0	000010000000000000000000000000000000000000000	0.712	0.967	1	36.50	871	204	0.65		7	8
1	1	0	#	0	#	0	0	0	0	#	0	0	#	1	#	0	#	#	0	0	#	0	000010000000000000000000000000000000000000000	0.740	0.970	1	31.83	849	204	0.65		5	6
1	#	0	#	#	0	0	0	#	#	0	#	0	0	#	#	#	0	#	0	0	0	0	000010000000000000000000000000000000000000000	0.843	0.983	1	190.36	983	206	0.57		94	97
#	#	#	#	0	0	0	#	#	0	0	#	#	#	#	0	#	0	0	#	#	0	0	000000000000000000000000000000001000000000000	0.437	0.921	1	183.27	983	207	0.43		79	396
#	0	0	0	0	0	0	#	0	0	#	1	0	0	1	#	#	1	0	0	0	0	0	000010000000000000000000000000000000000000000	0.740	0.970	1	37.33	855	210	0.78		2	3
#	0	0	0	0	#	0	#	#	#	#	#	0	0	0	#	0	#	0	0	#	1	0	000000000000000000000010000000000000000000000	0.565	0.944	1	31.25	856	211	0.57		2	4
0	1	0	#	#	#	0	0	0	#	#	#	0	1	#	#	0	#	#	0	0	1	0	000000000000000000000000000000001000000000000	0.696	0.964	2	29.60	857	212	0.57		3	5
0	#	0	0	#	#	#	#	#	#	0	0	#	#	#	0	#	0	#	1	#	#	0	000000000100000000000000000000000000000000000	0.716	0.967	1	81.94	990	214	0.39		16	23
#	#	#	#	#	#	0	0	#	0	#	#	0	1	#	#	0	1	#	#	0	#	#	000000000010000000000000000000000000000000000	0.384	0.909	2	75.79	833	216	0.35		6	75
1	#	#	0	#	0	#	#	0	#	#	0	#	0	0	#	0	#	#	#	0	0	#	000000000000000000000000000000100000000000000	0.341	0.898	1	188.63	862	217	0.43		2	82
#	#	#	0	#	#	#	#	#	#	0	0	0	#	0	0	0	1	0	0	0	#	0	000000000000000000000000000000010000000000000	0.606	0.951	1	84.76	921	219	0.52		19	30
#	0	#	0	#	#	#	#	#	#	0	#	0	#	0	#	0	1	0	0	0	#	0	000000000000000000000000000000010000000000000	0.689	0.963	1	87.01	921	219	0.48		19	28
0	0	0	#	0	0	0	#	#	0	#	#	0	#	0	#	#	#	#	0	0	#	#	000000000000000000000001000000000000000000000	0.425	0.918	1	181.48	994	220	0.48		23	173
0	0	#	#	0	0	0	#	#	0	#	#	0	#	0	#	#	#	#	0	0	0	#	000000000000000000000001000000000000000000000	0.404	0.913	1	169.78	994	220	0.48		22	244
#	#	0	1	#	0	0	#	#	#	1	#	0	#	#	#	#	0	1	#	0	#	1	000000000000000000000000000000000000100001000	0.799	0.978	1	15.50	867	222	0.43		2	4
0	#	0	0	#	#	0	0	#	0	#	0	#	#	0	0	#	0	#	0	#	0	#	000000000000000000000000000000000000001000000	0.411	0.915	1	213.94	869	224	0.52		10	139
0	#	0	#	#	#	0	0	#	#	#	0	#	0	0	1	0	#	0	#	0	#	#	000000000000000000000000000000000000001000000	0.491	0.931	1	100.76	903	230	0.48		14	55
0	#	#	1	#	#	#	#	#	0	#	1	#	0	#	0	#	0	1	#	#	#	0	000000000000000000000000000000000000100001000	0.599	0.950	1	34.75	876	231	0.39		2	8
1	1	#	#	0	0	0	0	#	0	0	0	#	#	#	0	#	#	0	0	#	0	#	000010000000000000000000000100000000000000000	0.400	0.912	1	145.35	950	233	0.57		4	71
0	0	#	#	0	0	0	#	#	#	1	1	0	0	#	0	#	#	0	0	0	#	#	000000000100000000000000000000000000010000000	0.268	0.877	1	75.76	881	236	0.57		2	36
0	0	#	#	0	#	#	1	0	0	1	#	#	0	0	0	#	#	#	#	0	0	0	000000000100000000000000000000000000000000000	0.799	0.978	1	56.00	881	236	0.57		2	2
#	0	#	0	0	0	#	#	#	#	0	#	#	#	#	#	#	#	0	#	#	0	#	010000000000000000000000000000000000000000000	0.389	0.910	1	168.41	882	237	0.30		6	396
#	0	#	0	0	0	#	#	#	0	0	#	#	#	0	#	#	#	0	#	0	0	#	010000000000000000000000000000000000000000000	0.391	0.910	1	166.98	882	237	0.43		6	374
#	#	0	#	0	0	#	0	#	0	#	#	0	0	#	1	0	#	#	#	#	#	0	000000000100000000000000000000000000000000000	0.509	0.935	1	91.93	898	243	0.43		22	64
#	0	1	#	0	#	#	#	0	1	1	1	0	#	0	#	1	#	#	#	#	#	#	100000000000000000000000000000000000100000000	0.861	0.985	1	13.00	889	244	0.43		2	3
#	#	0	#	#	0	0	0	0	0	#	#	#	0	0	#	#	0	#	0	0	0	#	000000000000000000000000000000100000000000000	0.379	0.908	1	188.31	980	246	0.52		15	231
0	0	#	0	#	0	#	#	#	#	#	#	0	0	#	1	#	#	#	0	0	#	#	000000000000000000000000100000000000000000000	0.613	0.952	2	69.28	952	248	0.39		31	53
0	#	#	1	0	0	0	0	#	0	#	#	0	0	#	0	#	0	0	0	0	0	#	000000000000000000000000000000000000000001000	0.767	0.974	1	113.39	986	251	0.65		29	34
0	0	0	#	#	0	#	#	#	0	#	#	0	0	0	#	#	#	#	0	#	#	#	000000000000000000000000000010000000000001000	0.283	0.881	2	160.96	985	254	0.39		5	190
#	0	#	0	#	#	#	#	#	#	1	#	0	#	#	0	#	0	#	0	0	0	0	000000000000000000000000000000000000100000000	0.451	0.923	3	66.85	901	256	0.43		4	18
#	0	#	0	#	#	0	0	0	0	#	0	0	0	0	#	0	#	0	#	0	0	#	000000000000000000100000000000000000000000000	0.387	0.909	2	183.55	902	257	0.61		2	213
0	#	#	0	0	1	#	#	#	#	0	#	#	0	0	#	0	0	#	0	0	#	#	000000000000000000000000000000000000001000010	0.590	0.949	1	64.19	903	258	0.48		2	19
0	0	0	#	0	#	0	#	#	0	#	#	#	#	0	#	#	0	#	#	#	#	1	000000000000000000000000000000000000000001000	0.578	0.947	2	59.36	899	261	0.39		8	15
1	#	#	#	0	0	0	#	0	0	0	#	0	1	0	0	0	0	0	0	#	0	#	000010000000000000000000000000000000000000000	0.725	0.968	1	151.86	878	268	0.70		52	59
