landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
3	#	-5530.500;5670.500	#	1	0	#	#	3	#	0	#	#	0	0	#	0	#	#	0100101	1.000	1.000	1	46.83	909	135	0.47		6	6
4	2	-7495.750;9305.750	-319.760;375.760	#	5	0	0	#	#	0	0	0	#	#	0	#	1	0	1101001	0.214	0.857	1	43.20	910	136	0.68		6	12
1	#	#	#	1	#	0	0	#	0	1	#	#	0	#	0	1	#	0	1111101	1.000	1.000	1	17.33	911	137	0.53		6	6
#	#	-5376.480;5376.480	#	6	#	0	#	4	#	0	0	#	#	#	1	0	0	0	1101010	1.000	1.000	1	32.83	912	138	0.53		6	6
#	1	#	#	6	4	#	3	#	1	#	0	0	#	0	#	#	0	0	0110101	1.000	1.000	1	20.33	913	139	0.53		6	6
#	#	-4976.470;5552.470	-330.640;334.640	8	2	0	3	#	#	0	0	0	1	#	#	#	#	#	1010110	0.008	0.619	1	57.32	785	140	0.53		7	21
#	#	-5488.490;5488.490	-367.920;367.920	#	#	#	#	#	#	0	0	#	#	#	#	#	#	0	0101000	0.000	0.031	1	79.85	990	140	0.26		149	660
#	1	-6608.590;6608.590	#	6	0	#	0	#	0	0	0	#	0	#	0	1	0	#	1001110	1.000	1.000	1	41.67	657	141	0.63		6	6
4	2	-6639.660;8145.660	#	#	5	3	0	#	#	0	#	#	#	0	#	0	1	0	1100011	1.000	1.000	1	38.50	788	143	0.58		6	6
#	1	#	#	10	#	0	6	5	1	0	#	0	#	0	#	0	1	#	1001110	1.000	1.000	1	34.50	660	144	0.58		6	6
#	1	-3348.320;3820.320	#	10	#	0	6	#	1	0	#	0	#	0	0	0	1	#	1001110	1.000	1.000	2	34.50	660	144	0.63		6	6
6	#	#	#	1	1	0	#	3	0	#	#	#	#	#	0	0	0	#	0010000	0.000	0.429	2	30.41	887	145	0.47		20	20
6	#	#	#	1	1	0	#	3	0	#	#	#	#	#	0	0	0	#	1000100	0.035	0.714	1	30.41	887	145	0.47		20	20
#	#	-5739.580;7253.580	-321.640;343.640	#	0	#	#	#	0	0	0	#	#	0	0	0	0	#	1010100	0.006	0.603	1	82.49	799	146	0.53		33	113
#	#	-6149.550;6171.550	#	1	1	#	0	#	0	0	#	#	#	0	#	#	0	#	0000010	0.000	-0.000	1	57.31	927	147	0.42		14	28
#	#	-6149.550;6171.550	#	1	1	#	0	#	0	0	#	#	#	0	#	#	0	#	0101000	0.000	0.143	1	57.31	927	147	0.42		14	28
2	3	#	#	2	#	3	#	#	0	#	#	0	0	0	0	#	0	0	1000100	1.000	1.000	1	40.50	922	148	0.58		6	6
2	3	#	#	2	#	3	#	#	0	#	#	0	0	0	#	#	0	#	1000100	1.000	1.000	2	40.50	922	148	0.47		6	6
#	#	-5039.450;5041.450	-282.240;282.240	#	#	0	0	#	#	#	0	#	0	0	#	0	0	#	0000100	0.000	0.413	2	64.47	969	149	0.47		54	73
#	#	-5039.450;5041.450	-282.240;282.240	#	#	0	0	#	#	#	0	#	0	0	#	0	0	#	1010000	0.000	0.432	1	64.47	923	149	0.47		27	73
1	#	-7145.640;7191.640	-362.880;362.880	#	1	#	2	#	1	0	0	#	#	0	0	1	1	#	1111111	1.000	1.000	1	19.67	924	150	0.63		6	6
#	1	18817.680;25986.320	87.520;460.480	#	#	#	0	2	0	0	#	#	1	0	#	1	0	#	1001000	1.000	1.000	1	32.50	796	151	0.58		6	6
#	1	18817.680;25986.320	87.520;460.480	#	#	#	0	2	#	0	#	#	1	#	#	#	#	#	1001000	1.000	1.000	1	32.50	796	151	0.37		6	6
#	#	#	#	#	#	#	0	#	#	#	0	0	#	#	#	1	#	#	0011001	0.000	-0.022	1	59.20	938	152	0.21		13	92
#	#	#	#	#	#	#	0	#	#	#	0	0	#	#	#	1	#	#	1000100	0.000	0.233	1	59.20	938	152	0.21		47	92
#	#	#	#	#	1	0	0	3	0	#	#	0	0	0	#	0	0	#	0101010	0.000	-0.257	1	43.22	927	153	0.53		7	35
#	4	-5325.480;5427.480	-260.080;264.080	#	0	#	5	3	#	0	#	#	#	0	#	0	#	0	1010100	1.000	1.000	2	57.83	799	154	0.53		6	6
#	4	-5325.480;5427.480	-260.080;264.080	#	0	#	5	#	#	0	0	0	#	#	#	0	0	0	1010100	1.000	1.000	1	57.83	799	154	0.58		6	6
4	#	#	-205.640;207.640	#	5	0	11	#	0	0	0	1	1	0	0	0	0	#	1010100	1.000	1.000	1	44.83	930	156	0.74		6	6
3	#	#	#	6	#	#	#	3	0	#	#	#	0	#	#	#	0	#	1010100	1.000	1.000	1	36.32	339	158	0.32		20	20
6	3	#	#	#	1	#	#	4	1	1	#	1	#	#	#	#	0	0	1011100	1.000	1.000	1	9.50	933	159	0.47		6	6
#	4	#	-326.640;338.640	3	#	3	#	#	#	#	#	0	#	0	0	0	0	#	1000000	0.000	0.429	1	52.42	857	160	0.47		27	27
#	4	#	-326.640;338.640	3	#	3	#	#	#	#	#	0	#	0	0	0	0	#	0101000	0.000	0.312	1	52.42	676	160	0.47		14	27
4	#	#	-262.080;262.080	1	#	#	#	3	#	#	0	#	#	0	#	#	0	0	0100000	0.000	0.429	1	68.38	935	161	0.42		14	14
4	#	#	-262.080;262.080	1	#	#	#	3	#	#	0	#	#	0	#	#	0	0	1000100	0.000	0.429	1	68.38	161	161	0.42		7	14
6	2	#	#	#	1	#	3	#	0	#	0	#	1	#	0	0	#	#	0011100	1.000	1.000	1	56.29	936	162	0.47		7	7
6	#	-4480.400;4480.400	-156.240;156.240	#	#	#	#	#	#	0	#	#	1	0	#	#	#	#	1000100	0.000	0.286	1	52.74	162	162	0.32		7	14
6	#	-4480.400;4480.400	-156.240;156.240	#	#	#	#	#	#	0	#	#	1	0	#	#	#	#	0011000	0.004	0.571	1	52.74	936	162	0.32		14	14
#	#	#	#	#	#	#	#	4	0	#	#	0	0	#	0	0	0	0	0100000	0.000	0.143	1	59.03	696	163	0.42		21	21
#	#	#	#	#	#	#	#	4	0	#	#	0	0	#	0	0	0	0	1010100	0.000	0.333	1	59.03	163	163	0.42		7	21
6	3	-6608.590;6608.590	#	#	1	0	0	5	0	#	#	#	0	0	1	1	1	0	1011101	1.000	1.000	1	26.00	938	164	0.74		7	7
4	#	#	-210.720;222.720	3	2	3	0	#	#	0	#	0	#	0	0	#	#	#	0101000	0.035	0.714	1	40.19	676	165	0.53		13	13
4	#	#	-210.720;222.720	3	2	3	0	#	#	0	#	0	#	0	0	#	#	#	1000000	0.000	0.429	1	40.19	676	165	0.53		13	13
#	1	-7731.720;8397.720	-307.920;427.920	10	#	0	0	2	#	#	#	#	#	#	0	0	0	#	1001000	0.000	0.429	1	64.26	682	166	0.53		6	12
#	1	-7731.720;8397.720	-307.920;427.920	10	#	0	0	2	#	0	#	#	#	0	#	0	0	#	1001000	0.000	0.429	1	64.26	682	166	0.58		6	12
1	4	-7035.630;7077.630	-186.520;196.520	#	0	#	#	2	#	0	#	#	0	#	#	#	0	0	0010100	0.006	0.600	1	56.95	941	167	0.53		13	20
#	#	-3403.320;9853.899	#	#	3	#	0	2	#	0	0	0	0	#	#	1	#	#	1001000	1.000	1.000	1	72.83	813	168	0.47		6	6
#	#	#	-216.720;216.720	#	1	0	0	7	#	#	#	#	#	#	#	#	#	#	0010100	0.000	-0.143	2	19.91	943	169	0.26		20	20
#	#	#	-216.720;216.720	#	1	0	0	7	#	#	#	#	#	#	#	#	#	#	1101001	0.000	0.429	1	19.91	943	169	0.26		20	20
6	#	#	#	#	1	0	0	7	0	#	1	1	0	0	0	#	1	0	1111101	1.000	1.000	1	17.33	943	169	0.68		6	6
3	#	-6688.620;7200.620	#	6	#	0	3	#	0	#	0	#	#	#	0	#	0	#	1011100	0.214	0.857	1	53.47	944	170	0.47		6	12
#	1	#	-278.640;386.640	#	#	#	#	3	0	0	#	#	0	#	#	0	#	#	0010000	0.000	0.229	1	79.09	906	172	0.37		39	60
#	1	#	-278.640;386.640	#	#	#	#	3	0	0	#	#	0	#	#	0	#	#	1000100	0.001	0.514	1	79.09	906	172	0.37		39	60
4	1	#	-167.360;175.360	3	5	#	0	#	0	#	#	#	0	#	0	#	#	#	1011000	1.000	1.000	1	43.67	817	172	0.47		6	6
#	#	-6640.740;9936.740	-278.520;356.520	6	2	0	#	3	#	0	#	#	0	0	#	#	#	#	1000100	0.035	0.714	2	29.14	947	173	0.47		7	7
#	#	-6640.740;9936.740	-278.520;356.520	6	2	0	#	3	#	0	#	#	0	0	#	#	#	#	0100000	0.000	0.429	1	29.14	947	173	0.47		7	7
#	1	#	-126.000;126.000	#	2	0	0	2	0	0	#	#	#	#	#	0	#	#	1000100	0.035	0.714	1	62.48	948	174	0.47		6	12
#	1	#	-126.000;126.000	#	2	0	0	2	0	0	#	0	0	#	#	0	#	#	1000100	1.000	1.000	1	63.17	948	174	0.58		6	6
#	#	#	#	#	1	0	0	6	#	#	#	0	#	#	#	#	#	#	0011000	0.000	0.143	1	28.14	821	176	0.26		7	7
1	4	-6916.620;6972.620	-225.840;237.840	3	0	2	#	#	0	0	0	0	0	#	#	0	0	#	1000010	1.000	1.000	1	49.50	822	177	0.74		6	6
5	1	-5068.460;5236.460	#	8	#	#	#	4	0	0	0	#	0	#	0	#	#	#	1100110	0.107	0.800	1	58.27	696	180	0.53		13	20
#	4	#	-231.840;231.840	6	0	#	2	#	0	#	0	#	#	0	#	0	1	0	1101011	1.000	1.000	1	30.00	826	181	0.58		6	6
#	#	-5152.460;5152.460	#	1	#	0	#	#	#	#	#	#	1	0	#	#	1	0	1011100	1.000	1.000	1	43.86	182	182	0.37		7	7
#	#	-16021.319;8457.710	-279.520;355.520	#	0	0	3	2	0	#	0	0	0	0	#	0	0	#	1001000	0.000	0.238	1	67.78	570	183	0.68		6	18
#	#	-7447.710;8457.710	-279.520;355.520	#	0	0	3	2	#	#	0	0	0	0	#	#	0	#	1001000	0.000	0.238	1	67.78	570	183	0.58		6	18
#	#	-4119.390;4617.390	-100.280;222.280	4	#	#	#	#	0	#	#	0	0	0	0	0	#	0	1001010	0.000	0.385	1	63.00	958	184	0.53		6	13
#	1	1496.280;17625.720	685.440;1330.560	#	6	#	0	2	0	0	0	0	5	#	#	0	0	0	1001000	1.000	1.000	2	22.17	959	185	0.74		6	6
#	1	-6042.600;7398.600	-206.920;276.920	10	#	#	0	#	#	0	0	#	#	0	0	1	#	0	1010100	0.009	0.624	1	58.98	843	186	0.58		13	19
#	#	#	-175.520;207.520	10	#	#	3	#	0	0	#	#	#	0	0	1	0	0	1101110	1.000	1.000	1	49.14	187	187	0.53		7	7
#	2	#	#	#	1	#	#	3	0	0	#	#	0	#	#	0	#	#	0100000	0.000	0.429	1	55.15	756	189	0.37		13	13
#	2	#	#	#	1	#	#	3	0	0	#	#	0	#	#	0	#	#	1000100	0.035	0.714	1	55.15	756	189	0.37		13	13
#	#	#	-210.680;212.680	#	#	#	5	7	0	#	0	#	0	0	0	#	#	#	0001100	0.000	-0.143	1	54.71	966	192	0.42		7	7
#	#	#	-210.680;212.680	#	#	#	5	7	0	#	0	#	0	0	0	#	#	#	1010011	0.000	0.429	1	54.71	966	192	0.42		7	7
5	1	#	-169.360;173.360	#	#	#	#	3	2	0	#	#	#	1	#	1	0	#	1011000	1.000	1.000	1	19.50	968	194	0.47		6	6
6	#	-7727.690;7729.690	-131.040;131.040	10	1	0	0	#	#	1	0	#	#	0	#	0	0	0	1000100	1.000	1.000	1	27.83	969	195	0.68		6	6
1	#	-4747.600;8693.600	#	2	0	#	0	#	#	#	#	#	#	#	0	0	1	#	1000101	0.035	0.714	1	31.71	712	196	0.42		7	7
1	#	-4747.600;8693.600	#	2	0	#	0	#	#	#	#	#	#	#	0	0	1	#	0100000	0.000	0.143	1	31.71	712	196	0.42		7	7
