Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0.164;0.414	-0.189;0.251	0.855;1.145	0.785;1.215	0.855;1.145	0.755;1.245	0.174;0.554	0.705;0.955	-0.172;0.308	0.790;1.210	0.479;0.779	-0.008;0.454	-0.241;0.249	0.447;0.897	-0.210;0.210	0.559;0.915	0.252;0.520	010000	1.000	1.000	1	28.97	49637	308	1.00		30	30
0.855;1.145	-0.185;0.215	0.717;1.137	0.280;0.670	-0.126;0.204	-0.064;0.226	-0.221;0.259	0.550;0.900	0.673;1.103	#	-0.167;0.203	0.228;0.660	-0.157;0.183	0.119;0.469	#	0.508;0.992	0.404;0.701	100000	1.000	1.000	1	57.77	49644	315	0.88		30	30
0.025;0.385	0.055;0.555	0.325;0.585	-0.054;0.326	-0.074;0.216	0.820;1.160	0.009;0.329	0.093;0.403	-0.031;0.419	0.039;0.479	-0.060;0.290	0.061;0.542	#	-0.206;0.234	0.020;0.510	0.013;0.339	-0.038;0.369	000001	1.000	1.000	1	74.87	49647	318	0.94		30	30
0.225;0.595	0.017;0.397	0.210;0.650	0.240;0.670	0.076;0.526	-0.048;0.452	0.080;0.550	0.143;0.423	-0.032;0.348	-0.147;0.323	0.295;0.705	0.493;0.797	#	-0.108;0.192	0.369;0.869	0.449;0.805	0.447;0.724	100000	1.000	1.000	1	66.91	49657	328	0.94		30	30
0.179;0.659	-0.075;0.285	0.404;0.794	0.119;0.569	0.164;0.504	0.354;0.794	-0.045;0.295	-0.012;0.248	0.652;0.952	#	0.021;0.341	0.137;0.540	-0.050;0.290	0.282;0.692	0.381;0.651	-0.096;0.151	0.373;0.710	000001	1.000	1.000	1	63.61	49666	337	0.94		30	30
#	0.269;0.649	0.451;0.761	0.100;0.600	0.238;0.688	0.227;0.567	0.423;0.863	-0.072;0.208	0.272;0.722	0.262;0.712	0.404;0.724	0.052;0.465	0.460;0.810	#	-0.015;0.485	0.078;0.464	-0.177;0.299	000100	1.000	1.000	2	72.97	49674	345	0.88		30	30
0.561;0.851	0.054;0.444	0.771;1.191	0.741;1.031	0.659;1.129	-0.156;0.284	0.282;0.622	0.715;0.995	0.635;0.895	0.553;0.853	0.495;0.915	0.063;0.525	-0.110;0.210	-0.218;0.282	0.023;0.413	0.374;0.661	0.391;0.748	000001	1.000	1.000	2	40.78	49695	366	1.00		30	30
0.825;1.175	0.825;1.175	0.779;1.169	0.795;1.205	#	0.125;0.375	0.855;1.145	0.300;0.720	0.718;1.108	0.245;0.595	0.810;1.190	0.453;0.856	0.675;1.165	0.402;0.852	0.385;0.635	0.471;0.877	0.464;0.881	001000	1.000	1.000	2	37.66	49699	370	0.94		30	30
-0.052;0.218	-0.094;0.266	0.013;0.283	0.472;0.507	0.276;0.606	-0.292;0.463	-0.142;0.258	0.324;0.674	-0.011;0.239	-0.091;0.169	-0.143;0.327	-0.139;0.166	-0.119;0.271	#	#	0.365;0.671	#	000110	0.100	1.000	1	1.00	396	396	0.82		0	0
#	0.203;0.543	0.780;1.220	0.203;0.703	0.112;0.602	0.071;0.441	0.126;0.446	#	0.387;0.847	0.663;1.013	#	0.416;0.789	0.018;0.488	0.688;0.958	0.477;0.747	0.555;0.852	0.554;0.881	100000	1.000	1.000	1	56.74	49768	439	0.82		30	30
0.008;0.107	0.067;0.547	0.091;0.361	0.054;0.404	0.119;0.449	0.353;0.773	0.124;0.424	0.382;0.702	0.258;0.568	0.179;0.569	0.068;0.508	0.538;0.940	0.280;0.590	0.206;0.466	#	0.429;0.696	0.562;0.988	001000	0.100	1.000	1	1.50	448	448	0.94		0	0
0.093;0.353	-0.090;0.190	-0.002;0.338	0.299;0.709	#	0.522;0.822	-0.156;0.234	0.687;0.967	0.185;0.485	0.417;0.667	-0.027;0.423	0.597;0.990	0.436;0.736	0.089;0.399	0.576;0.926	0.587;1.042	0.499;0.837	000110	1.000	1.000	3	86.52	49797	468	0.94		30	30
-0.175;0.175	-0.205;0.205	-0.250;0.250	-0.210;0.210	-0.155;0.155	-0.215;0.275	-0.195;0.195	-0.159;0.331	-0.121;0.149	-0.183;0.257	#	-0.076;-0.067	-0.182;0.208	-0.236;0.264	-0.075;0.245	-0.075;0.252	#	010000	0.063	0.956	1	5.06	472	472	0.88		0	0
-0.122;0.258	-0.118;0.202	0.196;0.536	0.330;0.730	0.535;0.865	0.447;0.797	#	0.700;1.090	0.356;0.716	0.780;1.220	0.356;0.756	-0.025;0.368	0.218;0.488	0.654;0.974	-0.178;0.262	#	0.054;0.550	000010	1.000	1.000	1	34.77	49806	477	0.88		30	30
0.870;1.130	0.199;0.489	0.658;1.118	0.776;1.076	0.691;0.961	0.421;0.781	0.620;1.120	-0.157;0.233	0.401;0.721	#	0.403;0.853	0.105;0.410	0.403;0.863	0.238;0.678	0.338;0.608	0.019;0.514	0.128;0.505	010000	1.000	1.000	1	39.87	49814	485	0.94		30	30
0.558;0.888	-0.060;0.290	#	-0.187;0.233	0.572;1.042	0.445;0.815	-0.133;0.347	-0.065;0.305	-0.179;0.181	#	0.170;0.420	0.559;0.981	0.100;0.390	-0.149;0.151	0.276;0.766	-0.104;0.341	0.585;0.991	000010	1.000	1.000	2	54.02	49837	508	0.88		30	30
#	-0.162;0.228	0.557;0.977	0.855;1.145	0.670;1.120	0.367;0.637	-0.207;0.273	0.674;1.034	-0.207;0.233	0.553;0.813	#	0.184;0.547	#	-0.156;0.214	0.517;0.817	0.720;1.056	#	100000	1.000	1.000	2	37.44	49843	514	0.76		30	30
0.713;1.183	0.727;1.017	0.538;0.838	0.517;0.877	0.504;0.934	-0.192;0.208	0.545;0.915	0.110;0.580	0.431;0.921	#	0.561;0.881	0.326;0.748	0.394;0.734	0.389;0.699	0.200;0.590	0.410;0.657	0.355;0.682	001000	1.000	1.000	1	41.13	49864	535	0.94		30	30
-0.159;0.161	0.646;1.006	-0.145;0.195	0.795;1.175	0.760;1.240	0.649;1.109	0.567;0.977	0.236;0.616	-0.137;0.283	0.011;0.361	0.727;1.097	-0.169;0.273	0.421;0.841	0.641;1.071	-0.160;0.250	0.430;0.697	0.203;0.520	000001	1.000	1.000	2	29.52	49873	544	1.00		30	30
-0.071;0.239	#	-0.020;0.390	#	-0.126;0.214	0.250;0.630	-0.193;0.307	0.726;1.006	0.622;0.872	0.694;1.104	-0.237;0.263	0.685;0.990	0.525;0.815	0.096;0.436	0.606;1.076	0.624;1.069	0.633;0.921	000001	1.000	1.000	2	83.20	49890	561	0.88		30	30
0.738;1.118	0.074;0.464	0.809;1.079	0.776;1.116	0.830;1.170	0.698;1.198	0.803;1.093	0.624;0.944	0.722;0.982	0.631;0.981	#	0.345;0.669	-0.091;0.289	0.548;0.898	#	0.269;0.685	0.313;0.740	000001	1.000	1.000	1	30.14	49903	574	0.88		30	30
0.855;1.145	0.755;1.245	-0.135;0.135	-0.225;0.225	0.820;1.180	0.870;1.130	0.875;1.125	0.071;0.461	0.306;0.786	-0.132;0.138	0.755;1.245	-0.201;0.201	0.775;1.225	#	#	-0.092;0.294	-0.174;0.174	010000	1.000	1.000	1	26.48	49913	584	0.88		30	30
0.134;0.494	0.465;0.875	0.314;0.644	-0.043;0.337	0.229;0.649	0.668;0.998	0.339;0.739	0.065;0.455	0.559;0.929	0.393;0.733	0.084;0.544	#	0.589;1.079	#	-0.104;0.206	0.130;0.516	-0.215;0.241	000001	1.000	1.000	1	50.16	49966	637	0.88		30	30
0.496;0.836	0.247;0.577	0.133;0.463	0.785;1.215	0.830;1.170	#	0.190;0.590	0.225;0.655	#	-0.005;0.345	#	0.661;1.093	-0.139;0.361	#	0.219;0.609	0.271;0.686	0.578;0.925	000001	1.000	1.000	1	50.45	49968	639	0.76		30	30
0.498;0.968	0.630;1.030	0.613;0.913	0.299;0.569	#	0.056;0.386	0.304;0.694	0.229;0.709	0.074;0.394	#	0.310;0.810	0.161;0.653	0.065;0.545	-0.046;0.374	#	0.461;0.946	0.518;0.974	000010	1.000	1.000	1	81.34	49978	649	0.82		30	30
0.332;0.692	0.082;0.362	0.267;0.607	0.219;0.589	0.840;1.160	0.840;1.160	-0.086;0.324	0.587;0.977	-0.107;0.283	0.662;0.982	-0.182;0.208	0.112;0.603	0.038;0.428	-0.229;0.271	#	0.671;1.047	#	100000	1.000	1.000	2	34.05	48342	697	0.88		21	21
-0.155;0.155	-0.230;0.230	-0.129;0.181	#	#	0.775;1.225	-0.038;0.242	-0.135;0.135	-0.205;0.205	-0.065;0.345	0.616;0.896	-0.192;0.192	-0.175;0.175	-0.240;0.240	-0.180;0.180	#	0.154;0.570	000001	1.000	1.000	1	59.60	48361	716	0.82		21	21
#	-0.163;0.267	-0.026;0.384	0.388;0.778	0.237;0.657	0.322;0.782	-0.164;0.276	0.338;0.648	0.770;1.230	0.820;1.180	-0.069;0.301	-0.177;0.177	0.007;0.307	0.491;0.981	#	0.347;0.694	0.035;0.342	000001	1.000	1.000	1	35.49	48367	722	0.88		21	21
0.433;0.683	0.750;1.230	0.772;1.022	0.683;1.133	0.063;0.333	0.650;1.150	0.835;1.165	#	-0.115;0.145	0.330;0.700	0.518;0.868	#	0.428;0.698	0.646;0.896	#	0.403;0.789	0.369;0.706	010000	1.000	1.000	3	50.05	48395	750	0.82		30	30
-0.182;0.228	0.596;0.866	#	0.770;1.090	0.810;1.190	#	-0.107;0.173	-0.072;0.348	0.128;0.378	0.403;0.823	#	0.446;0.849	0.374;0.844	-0.052;0.248	#	0.603;0.999	0.426;0.753	010000	1.000	1.000	2	34.18	48407	762	0.76		30	30
-0.177;0.283	-0.171;0.299	-0.165;-0.096	-0.163;0.197	#	-0.010;0.240	-0.163;0.317	-0.020;0.360	-0.090;0.180	-0.136;0.234	-0.135;0.325	#	-0.212;0.258	0.055;0.445	-0.092;0.238	0.016;0.343	0.057;0.404	000010	0.022	0.861	1	5.31	773	773	0.88		0	0
0.019;0.309	0.314;0.614	0.145;0.395	0.081;0.461	#	0.410;0.800	0.104;0.534	0.430;0.860	0.798;1.128	0.610;0.910	#	0.506;0.938	0.205;0.635	0.079;0.549	0.575;0.935	0.604;0.861	0.586;0.904	001000	1.000	1.000	1	64.16	48438	793	0.88		30	30
0.707;1.097	0.790;1.210	0.835;1.165	0.865;1.135	0.805;1.195	#	0.750;1.250	0.274;0.524	-0.126;0.174	-0.186;0.194	0.800;1.200	0.456;0.760	0.142;0.592	-0.032;0.278	0.410;0.800	0.365;0.652	0.314;0.750	010000	1.000	1.000	1	34.68	48457	812	0.94		30	30
0.475;0.571	0.100;0.410	0.058;0.498	0.025;0.355	0.201;0.451	#	#	0.392;0.802	-0.121;0.339	-0.096;0.344	0.102;0.382	0.480;0.843	#	-0.063;0.417	0.492;0.742	#	0.469;0.935	000010	0.013	0.815	1	4.33	819	819	0.76		0	0
0.293;0.593	0.691;0.971	0.417;0.887	0.177;0.517	0.490;0.990	0.755;1.245	-0.199;0.201	-0.071;0.259	0.303;0.803	0.776;1.136	0.003;0.333	0.060;0.453	0.156;0.436	0.124;0.504	-0.156;0.284	-0.173;0.173	0.350;0.608	000001	1.000	1.000	1	40.63	48465	820	1.00		30	30
0.058;0.468	-0.006;0.464	-0.130;0.220	0.241;0.511	-0.230;0.230	0.055;0.465	-0.124;0.236	0.495;0.815	0.206;0.686	-0.147;0.153	#	0.554;0.897	-0.118;0.282	0.200;0.490	0.193;0.473	0.487;0.952	0.255;0.731	000010	1.000	1.000	1	92.16	48536	891	0.94		30	30
#	0.369;0.769	#	0.404;0.844	0.449;0.889	#	-0.121;0.369	#	0.433;0.863	0.375;0.635	0.149;0.569	#	0.215;0.485	0.237;0.727	0.223;0.473	-0.100;0.158	0.327;0.714	000001	1.000	1.000	1	66.84	48549	904	0.71		30	30
#	-0.055;0.425	0.279;0.729	0.513;0.943	0.815;1.185	0.359;0.759	0.109;0.379	0.619;0.949	-0.153;0.167	-0.132;0.158	0.830;1.150	0.579;0.913	0.487;0.737	0.700;0.970	#	0.552;1.047	0.475;0.763	100010	1.000	1.000	1	36.44	48579	934	0.88		30	30
#	-0.150;0.250	0.750;1.250	0.850;1.150	0.516;0.836	0.770;1.230	0.644;1.144	-0.131;0.359	0.578;0.888	0.507;0.827	0.084;0.474	0.327;0.779	0.773;1.113	0.192;0.502	0.127;0.517	0.202;0.657	0.299;0.676	010000	1.000	1.000	2	40.44	48624	979	0.94		30	30
#	0.322;0.622	0.776;1.066	0.657;1.017	0.525;0.895	0.546;0.886	-0.029;0.301	#	0.625;1.015	0.598;0.968	-0.194;0.246	0.340;0.753	0.147;0.397	0.256;0.706	0.619;0.929	0.623;0.989	0.383;0.769	000010	1.000	1.000	1	48.73	48638	993	0.88		30	30
-0.137;0.273	-0.036;0.394	-0.171;0.269	0.260;0.710	0.354;0.794	0.589;0.949	#	0.183;0.443	-0.193;0.267	0.286;0.706	0.309;0.789	0.445;0.700	0.075;0.555	-0.101;0.149	0.386;0.656	-0.075;0.400	0.287;0.584	000100	1.000	1.000	3	77.04	48661	1016	0.94		30	30
0.810;1.190	0.813;1.093	0.729;1.069	0.684;1.104	0.600;1.080	-0.208;0.212	0.508;0.978	#	0.875;1.125	-0.161;0.189	0.586;1.036	0.432;0.825	#	0.860;1.140	0.332;0.642	#	0.470;0.728	001000	1.000	1.000	1	31.66	48671	1026	0.82		30	30
0.412;0.692	0.795;1.205	0.178;0.658	0.290;0.540	0.251;0.571	0.240;0.660	#	0.161;0.641	0.346;0.636	0.195;0.555	0.150;0.510	0.335;0.728	0.660;0.940	0.262;0.722	0.155;0.625	0.485;0.851	#	000001	1.000	1.000	1	74.46	48675	1030	0.88		30	30
#	0.424;0.804	0.008;0.508	0.159;0.629	-0.172;0.278	#	0.279;0.609	0.221;0.621	0.344;0.704	0.735;0.985	#	0.478;0.969	0.490;0.890	0.439;0.879	0.294;0.754	0.405;0.791	0.506;0.883	000001	1.000	1.000	1	57.45	48697	1052	0.82		30	30
0.325;0.795	0.060;0.400	0.332;0.802	0.562;0.812	0.244;0.714	0.333;0.623	0.356;0.676	-0.082;0.348	0.211;0.501	0.436;0.776	0.413;0.893	0.415;0.817	#	0.155;0.475	0.340;0.830	0.232;0.628	0.397;0.725	000001	1.000	1.000	1	99.36	48714	1069	0.94		30	30
0.845;1.155	#	#	0.835;1.145	0.813;1.163	0.683;0.943	#	0.363;0.833	0.408;0.818	0.204;0.624	0.666;1.146	0.268;0.583	0.197;0.537	0.144;0.604	0.119;0.589	0.326;0.772	0.395;0.673	000001	1.000	1.000	2	46.91	48715	1070	0.82		30	30
0.788;1.118	0.715;1.195	0.608;0.918	0.567;0.887	0.527;0.927	0.360;0.680	0.521;1.021	0.472;0.742	0.476;0.756	0.589;0.909	0.565;0.825	0.508;0.970	#	0.785;1.215	0.523;0.813	0.470;0.945	0.534;0.891	001000	1.000	1.000	2	35.99	48751	1106	0.94		30	30
0.613;0.893	0.129;0.539	0.398;0.708	0.073;0.333	0.780;1.220	0.307;0.797	0.443;0.803	-0.159;0.301	0.559;0.979	#	0.830;1.170	-0.022;0.312	0.139;0.479	0.424;0.794	-0.080;0.420	0.108;0.385	#	000010	1.000	1.000	1	37.87	48752	1107	0.88		30	30
0.073;0.503	0.681;0.941	0.411;0.901	0.556;1.036	0.850;1.150	0.162;0.492	0.875;1.125	0.099;0.539	0.028;0.318	0.179;0.469	0.815;1.185	0.070;0.512	0.575;0.995	-0.054;0.206	-0.075;0.405	0.162;0.637	0.197;0.663	010000	1.000	1.000	2	39.02	48798	1153	1.00		30	30
0.685;0.965	0.775;1.055	0.555;0.985	0.685;1.095	0.023;0.453	0.546;1.036	0.581;1.011	#	0.762;1.022	0.711;1.101	0.525;0.905	0.361;0.695	0.439;0.819	0.767;1.117	0.296;0.556	#	0.204;0.640	001010	1.000	1.000	1	38.90	48802	1157	0.88		30	30
-0.125;0.245	0.231;0.561	0.344;0.634	0.032;0.382	0.655;0.915	-0.128;0.312	0.660;0.910	#	#	-0.060;0.190	0.692;0.952	0.051;0.542	#	0.032;0.282	-0.058;0.222	0.151;0.636	0.150;0.428	100000	1.000	1.000	5	63.21	48804	1159	0.82		30	30
0.048;0.488	0.101;0.501	0.196;0.556	0.509;0.939	0.248;0.578	0.004;0.444	0.044;0.424	0.098;0.518	0.030;0.380	-0.050;0.210	0.172;0.452	0.259;0.563	-0.106;0.284	-0.011;0.299	0.208;0.618	#	0.096;0.562	100010	1.000	1.000	1	136.59	48812	1167	0.94		30	30
-0.149;0.221	0.516;0.886	-0.151;0.219	-0.111;0.329	0.112;0.562	-0.145;0.205	0.538;0.928	0.243;0.503	-0.228;0.242	-0.171;0.219	#	0.602;0.975	0.246;0.506	-0.170;0.180	#	0.284;0.640	0.523;0.841	000010	1.000	1.000	1	67.05	48823	1178	0.88		30	30
-0.047;0.243	0.013;0.473	#	0.514;0.784	0.264;0.654	0.323;0.723	0.402;0.732	0.547;1.047	0.323;0.763	0.411;0.671	-0.075;0.275	0.034;0.368	0.575;1.025	0.475;0.785	-0.175;0.175	0.617;0.984	0.181;0.519	001000	1.000	1.000	1	37.74	48859	1214	0.94		30	30
-0.031;0.329	-0.070;0.240	0.099;0.389	0.244;0.504	0.216;0.576	-0.149;0.201	-0.045;0.325	0.021;0.281	-0.002;0.348	-0.161;0.189	0.179;0.499	0.043;0.475	-0.046;0.244	-0.074;0.216	0.038;0.368	-0.045;0.282	0.455;0.503	010000	0.100	1.000	1	1.50	1216	1216	1.00		0	0
-0.144;0.266	0.692;1.132	0.148;0.428	0.506;0.756	0.264;0.564	0.154;0.434	0.538;0.978	-0.030;0.410	0.040;0.490	0.060;0.560	#	-0.122;0.143	-0.029;0.421	-0.082;0.198	-0.170;0.170	0.258;0.753	0.130;0.408	010000	1.000	1.000	1	58.46	48865	1220	0.94		30	30
0.285;0.615	0.158;0.548	-0.042;0.248	-0.124;0.176	-0.085;0.285	-0.213;0.287	-0.067;0.203	0.300;0.790	-0.136;0.224	-0.120;0.300	-0.128;0.292	0.648;0.903	-0.161;0.339	#	0.314;0.804	0.490;0.856	#	100010	1.000	1.000	1	101.63	48879	1234	0.88		30	30
-0.070;0.430	0.465;0.825	0.243;0.723	0.438;0.898	0.370;0.620	0.329;0.769	0.086;0.456	0.333;0.763	0.100;0.530	0.265;0.555	#	0.065;0.517	0.198;0.448	0.177;0.557	-0.017;0.323	0.626;0.943	0.429;0.915	000001	1.000	1.000	1	70.21	48901	1256	0.94		30	30
0.596;0.986	-0.151;0.179	0.741;1.201	0.766;1.066	0.367;0.747	0.620;0.960	-0.003;0.377	-0.113;0.227	0.180;0.610	0.490;0.800	-0.023;0.317	0.340;0.595	-0.201;0.289	-0.063;0.347	0.327;0.707	0.020;0.297	0.299;0.596	000001	1.000	1.000	2	55.31	48923	1278	1.00		30	30
-0.175;0.175	#	-0.250;0.131	-0.210;0.210	#	-0.215;0.275	#	-0.159;0.331	-0.191;-0.121	-0.183;0.257	#	-0.067;0.237	#	-0.236;0.264	-0.075;0.245	-0.075;0.252	#	010000	0.052	0.938	1	22.43	1281	1281	0.65		0	0
0.090;0.340	0.285;0.755	-0.076;0.284	0.019;0.309	0.255;0.625	#	0.004;0.284	0.218;0.668	-0.071;0.299	-0.141;0.289	-0.104;0.366	0.526;0.791	0.349;0.639	-0.202;0.298	-0.065;0.335	0.056;0.313	0.625;0.883	000001	1.000	1.000	1	93.11	48985	1340	0.94		30	30
