Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	#	#	#	#	#	#	#	-0.023;0.025	#	-0.055;0.087	#	-0.398;0.398	#	#	#	#	#	#	#	-0.131;0.131	-6.881;3.104	-0.024;0.025	#	#	#	#	#	#	-0.079;0.082	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	49.24	9966	905	0.21		26	26
6.922;11.417	#	-0.011;0.032	0.575;1.170	#	#	#	#	#	0.267;0.396	#	0.057;0.095	0.408;1.034	#	#	#	#	#	0.592;1.128	#	#	#	#	#	#	#	#	#	#	#	-0.092;0.258	#	#	010001001000010010001001100000010101000000000000000000000000000000000000110000000000000000001011010100010100010010100000100000000000000000000000000000000000000000000010000000	1.000	1.000	1	156.88	9706	996	0.24		25	25
#	0.000;0.037	#	#	#	#	#	-1.482;1.544	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.020;0.052	0.009;0.027	-0.159;0.318	#	#	0.570;1.148	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	75.97	9883	1173	0.18		24	24
#	#	#	#	#	#	-0.266;0.266	#	#	#	#	-0.023;0.025	#	#	#	-0.398;0.398	#	#	-0.295;0.295	#	#	#	#	#	-2.275;3.104	-0.024;0.025	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	49.13	9966	1256	0.18		25	25
#	#	#	#	#	#	#	-2.584;2.584	#	#	#	-0.023;0.025	#	-0.055;0.087	-24.553;24.553	#	#	#	#	#	#	-0.231;0.231	#	-0.131;0.131	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	49.13	9966	1256	0.18		25	25
#	#	#	0.347;0.591	#	#	#	#	#	0.009;0.248	0.230;0.493	#	#	#	#	1.369;3.009	#	#	#	-8171801817188079841744304752496525713876515380117010962105766208601081233362672037918043573155526054800874564979655996968468888318677867653039696081213660259171975074676736.000;28191801819208281055706571030539035895324845860309854004474601072374591488445426406276250323160813315393778833990353619583556212237793118707017386426478360340914124112265216.000	1.822;3.476	#	#	#	#	#	#	#	#	#	#	#	#	010010000001010100000101000000010001000000000000000000000001000000001001000000000010001000001100100000010100010011000100010001000000000000000000000000000000010000000000000000	1.000	1.000	2	141.62	9690	1331	0.18		24	24
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.118;1.249	#	#	#	-7170600707187160739676612363671110197653377246731945576664433974599843502602113188200210655507016243378411430065399307171089312698677010567760636913288666723159262290247680.000;27172802727187181824115296464070460067623108139575064542464737937703533083276955694369084984872428414667560278769915186118790019030426763608345829828692528098206904165072896.000	#	#	1.013;3.505	#	#	#	0.036;0.052	#	#	#	#	#	#	010001101010000010000010101000011010000000000000000000010000001100000000100000110001000011010000000000010100010100101000100001001000000000000000000000000000000010000000000000	0.088	0.784	1	348.97	9983	1624	0.12		24	193
#	0.036;0.071	0.032;0.050	#	#	#	#	#	#	#	#	#	#	#	#	0.225;0.847	0.071;0.176	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010001100000100000000100100010000000100000000000000001000000000001000110010100000000000000000010101001000100010110000100000000000010000000100100000011000000000000000000000000	0.267	0.876	1	181.92	9674	1666	0.12		23	46
#	#	#	#	#	#	#	#	#	0.164;0.290	#	-0.007;0.037	#	#	#	#	#	-0.152;0.320	0.019;0.269	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	69.23	9825	1817	0.12		23	46
#	0.000;0.037	#	#	#	-0.405;0.616	#	#	#	#	#	#	#	#	#	#	0.123;0.197	#	#	#	#	#	#	#	#	#	#	-0.159;0.318	#	-0.677;0.734	0.570;1.375	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.513	0.935	1	69.18	9883	1875	0.18		22	45
#	#	#	#	#	#	#	#	#	#	#	-0.023;0.025	#	#	-24.553;24.553	-0.398;0.398	#	#	#	#	#	#	#	-0.131;0.131	#	#	#	#	#	#	#	#	-0.079;0.082	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	48.94	9966	1958	0.15		23	23
1.320;8.466	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.038;0.645	#	#	#	#	#	0.807;7.116	#	0.007;0.035	#	#	#	#	#	0.030;0.142	000001000100100000000101000010000101000010000000000001000010100001000100100100000100000000010010001100000100010110000100010000000000000000000000000000100100100000000011000000	0.089	0.786	1	627.47	9985	1977	0.15		23	5850
9.624;13.427	#	#	#	#	#	#	#	#	0.029;0.175	0.221;0.584	#	#	#	#	#	#	#	-0.055;0.573	#	0.016;1.549	#	#	#	#	#	#	0.106;0.756	#	#	-0.247;0.369	#	#	010001100101000101000100100010001000000000000000000000000000000000100000000000001000000000001010101011000100010100000100000000000000000000000000000000000000000000000000000000	0.294	0.885	1	312.23	9804	2147	0.21		22	89
#	#	#	#	#	#	#	#	#	#	#	#	#	#	-30.853;10.614	#	#	-0.152;0.320	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.310	0.889	1	61.20	9825	2168	0.06		22	67
#	#	#	#	#	#	#	#	#	#	#	-0.007;0.037	#	-0.051;0.091	#	#	0.108;0.220	-0.152;0.320	#	-19282902929319187201307441901737978324443379454569086575965062528311627123719182418921158094566154472389727594530636943098793184355804982435935893057221023391807390395400192.000;39302902929319383947389145552793631795307615032917703299372578987191064836387565185077095864126091884639975222739212750957224612652777884350062962519094846491733332733198336.000	#	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	69.15	9825	2168	0.15		22	44
#	0.000;0.037	#	0.010;0.596	#	-0.405;0.616	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.020;0.052	0.027;0.030	-0.159;0.318	#	-0.677;0.734	0.570;1.148	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.100	1.000	1	91.20	2226	2226	0.24		0	0
#	#	#	#	#	-0.501;0.501	-0.272;0.272	-2.584;2.584	#	#	#	-0.023;0.025	#	-0.055;0.087	#	-0.398;0.398	#	#	#	#	-0.948;0.948	#	#	-0.131;0.131	-3.104;3.104	-0.024;0.025	#	#	#	-1.087;1.087	0.654;1.307	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	48.82	9966	2309	0.36		22	22
#	#	#	#	0.005;0.068	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.707;1.794	#	#	#	#	#	#	#	-0.063;0.418	#	-0.106;0.453	#	0.078;0.138	010001001010000010011000101000010000000010000000000000000000000101000100110000010000000000010100000101010001010110100100000000001000000000000000000000000000000000000000000000	0.118	0.807	1	641.67	9670	2364	0.15		21	3738
#	#	#	#	#	#	#	#	-0.062;0.279	0.013;0.182	#	#	#	#	-86.850;-58.477	#	0.014;0.062	#	#	#	-0.311;2.311	#	#	-0.000;0.161	#	#	#	0.177;0.688	#	#	#	#	#	011000000000000000000101000000000001000000000000000000000001000100000001000000010000101000010000000101000001010011001010010000000010000000000000000000000000010000000000000000	0.115	0.806	1	634.98	9761	2455	0.21		21	3763
#	#	#	#	-0.027;0.046	#	#	#	#	#	#	#	#	#	#	-0.447;0.523	0.108;0.220	-0.152;0.320	#	#	-1.369;1.536	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	69.08	9825	2519	0.15		21	42
#	#	#	#	#	#	#	#	#	#	#	-0.007;0.037	-0.074;0.262	#	#	#	#	#	#	#	#	#	7.367;10.722	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	69.08	9825	2519	0.09		21	42
#	0.000;0.037	#	0.010;0.596	#	-0.405;0.616	#	#	#	#	#	#	#	#	#	#	#	#	-0.138;0.323	#	#	#	#	#	#	#	#	-0.159;0.318	#	#	0.570;1.148	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.512	0.935	1	69.05	9883	2577	0.18		20	41
#	#	#	#	#	-0.325;0.325	-0.266;0.266	#	#	#	#	-0.023;0.025	#	#	#	-0.398;0.398	#	#	-0.295;0.295	#	#	#	#	#	-2.275;3.104	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	2	48.75	9966	2660	0.18		21	21
#	#	#	#	#	#	#	#	#	#	#	#	#	#	-48.313;28.074	#	0.108;0.220	#	#	#	-1.369;1.536	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	2	69.08	9825	2870	0.09		20	40
5.584;10.540	#	#	#	-0.004;0.038	#	#	#	#	#	#	#	0.347;0.845	#	#	#	#	#	#	#	#	0.180;0.715	#	0.055;0.277	#	-0.013;0.056	#	0.437;0.671	#	-0.321;0.561	#	#	#	010001100000100000000010101000001010000000000000000001000000000100000000000100000000000000010010100001000101010000000100000000010000000000100000000000000000000001000000000000	0.134	0.818	1	545.16	9947	2992	0.24		20	739
#	0.032;0.058	0.036;0.067	#	#	#	#	#	-0.060;0.186	0.070;0.219	#	#	#	#	#	#	#	0.386;0.904	#	#	#	#	#	#	#	-0.004;0.066	#	0.438;1.235	#	#	#	#	#	000000000001000000000001010110000001000000000000000000000000010000000101000000010010000000010010010100001100010001000010000000000000011000000000100100000000000100000000000000	0.107	0.800	1	302.73	9964	3009	0.21		20	342
#	-0.014;0.027	#	#	-0.022;0.038	#	#	#	#	#	#	#	#	-0.055;0.087	#	-0.398;0.398	#	#	#	#	#	#	#	-0.131;0.131	-3.104;3.104	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	48.71	9966	3011	0.18		20	20
#	#	#	#	#	#	#	#	#	#	#	#	0.375;0.992	-0.023;0.184	-112.917;-36.530	#	#	#	#	#	#	#	-0.897;3.799	#	5.199;9.806	#	#	#	#	#	#	0.214;0.835	#	100000010101000001010101000100000100000000000000000000000000100001010010100000010000000000000000000100001100010100010100000000000000000000000000000000000000000000010000000000	0.132	0.817	1	492.47	9729	3125	0.18		19	356
#	#	#	#	#	#	#	-0.115;4.978	#	#	#	#	0.375;0.847	#	-122.433;-48.229	1.426;2.246	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.246;0.814	-0.036;0.069	010101100001000101100101100001001000000000000000000000001000100000010100000000010000000000001010101010000100110100000100000000000000000000000000000000000000001000000000000000	0.202	0.852	1	258.59	9835	3231	0.18		19	96
#	0.006;0.037	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.138;0.323	#	#	#	#	#	#	#	0.009;0.027	-0.159;0.318	#	#	0.570;1.148	#	-0.027;0.062	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.511	0.935	1	69.11	9883	3279	0.18		18	37
#	0.000;0.037	#	0.010;0.596	#	-0.405;0.616	#	-1.482;1.544	#	#	#	#	#	-0.073;0.138	#	#	#	#	#	-13637252373758637136044890780398871448951791376143875656098730094350150359968463378939155104400118638654169009814616683861081658648921572413427205876274211480705527183310848.000;33837452373758840900424746066951715633850784880251081986372049554673498421300013219857689769002265439437380255850784181711484725225106919123079762669856405765657393425809408.000	#	#	#	#	#	#	#	-0.159;0.318	0.074;0.413	#	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.511	0.935	1	69.11	9883	3279	0.24		18	37
#	#	#	#	#	#	#	#	#	#	#	#	0.540;1.047	#	#	#	#	0.759;1.059	0.121;0.472	#	#	-0.009;0.526	-0.568;4.608	#	4.584;10.292	#	#	0.431;1.055	#	#	#	0.745;0.963	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	109.47	9894	3290	0.24		18	18
0.832;4.520	#	0.025;0.053	0.162;0.468	#	#	#	#	0.118;0.251	#	#	#	#	#	#	#	#	#	0.121;0.472	#	#	#	#	#	#	#	#	#	0.286;0.643	-0.094;0.641	#	0.745;0.963	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	109.47	9894	3290	0.24		18	18
#	#	#	-0.149;0.149	#	#	#	#	#	#	-0.165;0.165	#	#	#	-30.555;30.555	-0.398;0.398	#	#	#	#	#	-0.198;0.198	#	-0.131;0.131	#	#	#	#	#	#	#	#	-0.079;0.082	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	48.69	9966	3362	0.21		19	19
#	#	#	#	#	#	#	-2.584;2.584	#	#	#	-0.023;0.025	#	-0.055;0.087	-24.553;24.553	-0.398;0.398	#	#	#	#	#	#	#	#	-6.881;3.104	-0.024;0.025	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	48.69	9966	3362	0.21		19	19
#	#	#	0.062;0.630	#	#	#	#	#	#	#	0.047;0.121	#	0.003;0.153	#	1.846;2.642	#	#	0.274;0.671	-20202902930230199293815973494813339008010429874045617343826143626607130825588680526873026099160207335982130839235975000450069017738286229918184754588908398517609551458467840.000;40403103130430402201935486143579263673991838859999157600474468508352323710758150213450797061367024947675624825714041027136639483189165414015243716257244969149200613853102080.000	#	#	0.315;4.628	#	0.799;5.606	#	#	#	#	#	#	#	#	010100100100100101100000100000101000000001000000000000000000100000000000010101000000000000000010100010000100010100010100000010100000000100100000000000000000000000000000010000	0.393	0.911	1	202.14	9750	3497	0.24		18	36
#	#	0.005;0.028	#	#	#	0.119;0.402	#	#	#	#	#	#	#	#	#	#	#	#	-17271602717296264520655449226226098439572579655979964006940341990105104006599179430877437603630644947229824248468908083313417761375157352866355057414728007988714255765471232.000;37273802737298280257919694513632101465179861745356942077647859003011109773344697828185594939671890169341976180713383830162775585199978145234724566205131929198429038572470272.000	1.485;2.228	0.158;0.434	#	#	#	#	#	#	#	-0.594;0.876	#	#	#	010001100010001010001001100000010101000000000000000000000001000000000001000000000000101000000000000001010100010011100010011000000000000000000000000000000000010000000000000000	0.295	0.885	1	428.83	9773	3520	0.18		18	36
#	#	#	#	#	#	#	#	#	#	#	#	#	-0.109;0.150	-30.853;10.614	#	#	-0.152;0.320	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.309	0.889	1	61.20	9825	3572	0.09		18	55
