Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	-0.031;0.109	#	#	-0.417;0.429	6.320;9.565	-0.063;0.123	0.067;0.339	#	6.053;9.139	#	#	-0.103;0.563	0.023;0.087	0.002;0.012	#	0.768;1.287	#	#	0.048;0.100	1.779;2.740	-0.324;0.430	001100	1.000	1.000	1	62.02	9913	423	0.59		24	24
#	#	0.070;0.289	#	#	10.288;10.960	#	#	0.033;1.256	2.816;9.481	0.116;0.893	#	-0.027;0.165	#	0.004;0.012	-0.189;0.602	0.570;1.525	#	#	0.056;0.104	0.599;2.520	#	011100	0.000	0.063	1	53.22	464	464	0.50		0	0
#	#	-0.026;0.085	#	#	-0.049;6.682	0.208;0.549	#	#	-1.974;5.556	#	0.343;0.621	#	#	#	#	#	1.026;3.491	#	0.055;0.121	-0.437;1.163	-0.057;0.625	100001	0.328	0.800	1	83.83	9931	518	0.41		96	120
#	#	#	#	1.056;2.149	#	#	#	#	#	#	0.216;0.500	0.133;0.595	#	0.018;0.024	#	#	#	0.149;0.855	0.140;0.178	0.222;2.005	#	110001	1.000	1.000	1	37.41	9628	529	0.32		23	23
-73.685;-51.433	#	#	0.224;0.328	0.058;0.746	3.058;9.067	0.011;0.138	0.070;0.265	-0.095;0.680	#	-0.081;0.795	0.393;0.786	#	#	0.004;0.008	#	0.163;0.615	0.925;3.116	0.058;0.670	#	#	#	010000	0.100	1.000	1	14.50	593	593	0.59		0	0
#	#	0.220;0.397	0.191;0.335	#	3.213;11.025	#	#	0.898;1.422	#	#	#	#	#	#	#	0.317;1.288	#	#	0.048;0.107	1.165;1.933	#	001110	1.000	1.000	1	49.18	9724	625	0.32		24	24
-103.893;-79.073	-0.030;0.090	#	0.085;0.166	#	3.622;10.833	#	#	#	0.336;6.384	0.030;0.523	#	#	0.017;0.093	0.003;0.010	#	#	0.084;1.076	#	0.062;0.107	0.439;2.031	#	001110	0.055	0.561	1	71.83	9959	659	0.50		120	214
#	0.204;0.265	#	#	#	3.987;11.078	-0.087;0.163	#	-0.045;0.433	4.669;7.706	-0.186;0.604	#	#	0.150;0.222	#	#	-0.021;0.531	#	0.189;0.688	#	0.591;1.359	#	000100	1.000	1.000	2	45.77	9761	662	0.45		24	24
#	#	0.176;0.297	0.170;0.293	-0.335;0.335	#	-0.024;0.130	0.152;0.420	1.028;1.335	2.622;10.522	#	0.259;0.565	-0.099;0.250	0.054;0.108	#	0.310;0.947	#	#	#	#	0.837;2.017	#	000110	1.000	1.000	1	35.79	9790	691	0.55		24	24
-85.173;-71.907	#	0.090;0.224	0.030;0.197	#	8.748;11.753	#	#	#	#	-0.040;0.824	0.303;0.543	-0.185;0.310	#	#	-0.056;0.445	-0.134;0.854	#	0.559;0.927	#	0.396;1.713	#	000110	0.136	0.671	1	78.84	9801	702	0.50		47	70
#	0.140;0.198	0.040;0.183	#	#	3.013;7.820	0.212;0.362	-0.024;0.148	-0.075;0.426	#	0.125;0.545	0.205;0.571	#	0.101;0.218	#	#	-0.420;0.836	#	#	#	1.434;2.669	#	001100	1.000	1.000	1	44.76	9840	741	0.50		23	23
#	0.004;0.156	#	0.070;0.258	0.019;0.724	1.929;7.097	0.286;0.554	#	-0.167;0.642	#	0.254;0.599	0.493;0.700	0.345;0.807	#	#	#	#	0.776;2.282	#	0.100;0.153	0.289;1.386	-0.040;0.876	100000	1.000	1.000	1	44.46	9843	744	0.59		23	23
#	0.018;0.072	-0.001;0.085	#	0.219;1.065	#	0.166;0.549	#	#	-1.974;5.556	#	#	#	#	#	#	-0.400;0.813	#	#	#	-0.437;1.957	#	100001	0.052	0.554	1	58.81	9960	773	0.32		236	426
-90.190;-78.208	#	0.129;0.297	#	#	#	-0.109;0.186	#	0.735;1.145	#	#	#	-0.127;0.341	0.010;0.092	#	#	0.824;1.327	-0.298;1.311	#	#	#	#	001100	1.000	1.000	1	62.52	9909	810	0.36		23	23
-90.190;-78.208	#	0.129;0.297	#	#	#	#	#	0.735;0.752	#	#	#	-0.127;0.341	0.010;0.092	#	#	0.824;1.327	-0.298;1.311	#	#	#	#	001100	0.100	1.000	1	16.67	810	810	0.32		0	0
#	-0.031;0.109	#	#	-0.417;0.429	6.320;9.565	-0.063;0.123	0.067;0.339	#	6.053;9.139	#	#	-0.103;0.319	0.023;0.087	0.002;0.012	-0.257;0.746	0.768;1.287	#	#	0.048;0.100	1.779;2.740	-0.324;0.430	001100	1.000	1.000	1	62.53	9913	814	0.64		23	23
#	#	#	0.064;0.130	#	5.125;10.293	#	#	#	#	0.153;0.634	#	-0.038;0.147	0.023;0.103	0.003;0.013	0.095;0.847	#	0.540;1.118	0.381;0.782	#	1.191;1.877	#	000111	1.000	1.000	1	136.09	9919	820	0.45		23	23
#	#	#	#	#	-1.542;6.390	0.042;0.292	0.198;0.390	#	0.231;6.156	0.013;0.556	#	0.073;0.476	#	#	0.283;1.189	#	0.909;1.764	0.150;0.423	#	0.545;1.396	0.328;0.795	100000	1.000	1.000	1	66.28	9929	830	0.50		23	23
#	0.084;0.166	0.236;0.407	0.052;0.219	#	#	-0.037;0.276	#	#	#	#	#	#	#	#	0.478;0.980	0.012;1.000	#	#	0.055;0.098	#	#	001110	1.000	1.000	1	44.93	9973	874	0.32		23	23
#	0.014;0.146	#	0.144;0.249	-0.361;0.361	4.338;7.943	0.044;0.208	0.048;0.217	#	2.034;6.972	#	#	-0.011;0.247	#	#	-0.207;1.124	#	-0.225;1.110	0.832;1.086	#	#	#	000100	1.000	1.000	1	68.42	9654	946	0.50		22	22
#	#	0.220;0.397	#	#	#	#	#	0.898;1.422	#	#	#	#	#	#	#	0.012;1.000	#	#	#	#	#	001110	1.000	1.000	1	49.72	9724	1016	0.14		23	23
-91.924;-77.374	#	#	0.012;0.124	0.478;1.765	#	#	#	#	1.558;7.483	-0.077;0.268	0.273;0.524	#	#	#	#	#	1.812;3.353	#	0.116;0.139	#	0.736;1.992	010000	1.000	1.000	1	52.01	9726	1018	0.41		23	23
#	0.093;0.219	#	#	#	0.337;7.669	#	#	#	2.362;7.917	0.009;0.744	0.361;0.623	0.381;0.777	#	#	#	#	#	#	#	#	-0.378;0.619	001000	0.142	0.676	2	36.41	9877	1041	0.32		46	68
#	0.033;0.193	#	0.011;0.183	#	#	#	#	-0.140;0.624	1.284;4.987	0.057;0.452	0.465;0.607	-0.035;0.368	0.088;0.209	#	#	-0.346;0.860	#	#	#	-1.650;1.419	0.717;1.632	001010	0.339	0.805	1	66.63	9822	1067	0.50		91	113
#	0.074;0.130	0.176;0.297	0.170;0.293	-0.335;0.335	#	-0.046;0.130	0.152;0.276	1.028;1.335	2.622;10.522	#	0.259;0.565	-0.099;0.250	0.098;0.108	#	0.310;0.947	#	#	#	#	0.837;2.017	#	000110	0.100	1.000	1	12.33	1082	1082	0.59		0	0
#	0.074;0.130	0.176;0.297	0.170;0.293	-0.335;0.335	#	-0.024;0.130	0.152;0.420	1.028;1.335	2.622;10.522	#	0.259;0.565	-0.099;0.250	0.054;0.108	0.003;0.012	0.310;0.947	#	#	#	#	0.837;2.017	#	000110	1.000	1.000	1	36.18	9790	1082	0.64		23	23
#	-0.014;0.114	#	0.189;0.283	#	3.306;10.878	-0.027;0.173	#	0.249;1.036	6.429;10.626	0.184;0.900	#	-0.047;0.217	#	0.004;0.010	0.005;1.008	#	#	0.145;0.775	#	0.868;1.581	#	001100	0.246	0.756	1	69.30	9858	1083	0.55		68	90
-85.173;-65.578	#	#	0.058;0.197	#	8.748;11.753	#	0.115;0.337	#	#	#	0.303;0.486	-0.185;0.195	#	0.002;0.012	#	#	#	#	#	0.396;1.713	-0.197;0.661	000110	0.127	0.662	1	62.88	9801	1093	0.41		45	68
#	#	0.236;0.407	0.052;0.211	-0.301;0.369	#	#	#	0.585;0.926	#	#	#	#	#	#	0.188;0.980	#	#	0.190;0.557	#	#	#	001110	1.000	1.000	1	45.24	9810	1102	0.27		22	22
#	-0.031;0.109	#	#	-0.417;0.429	6.320;9.565	-0.063;0.187	0.067;0.339	#	6.053;9.139	#	#	-0.103;0.319	0.023;0.087	0.002;0.012	#	0.768;1.287	#	#	0.048;0.100	1.779;2.740	-0.324;0.430	001100	1.000	1.000	1	63.00	9913	1205	0.59		22	22
#	#	#	#	-0.273;0.291	#	0.149;0.313	-0.030;0.261	#	-1.494;4.639	-0.153;0.501	#	0.279;0.481	0.010;0.088	#	#	#	#	0.178;0.696	0.069;0.116	-0.038;1.197	-0.492;0.639	000001	0.674	0.924	1	141.50	9963	1237	0.50		268	290
-103.893;-79.073	-0.030;0.090	#	0.085;0.166	#	3.622;10.833	#	#	0.172;0.878	0.336;6.384	0.030;0.523	#	#	0.017;0.093	0.003;0.010	#	#	0.084;1.076	#	0.062;0.107	#	#	001110	0.056	0.562	1	71.83	9959	1240	0.50		113	201
#	#	#	#	#	#	#	0.009;0.132	#	#	0.030;0.523	0.445;0.550	-0.080;0.197	#	0.005;0.011	#	0.012;1.000	0.084;1.076	0.414;1.025	0.050;0.107	#	-0.359;0.539	001110	0.061	0.572	1	85.63	9993	1263	0.45		361	631
-103.893;-79.073	#	#	#	#	#	-0.072;0.165	#	-0.082;0.693	-1.560;6.384	#	#	-0.131;0.245	0.017;0.193	0.003;0.010	-0.396;0.414	-0.002;0.484	0.084;1.076	0.539;0.869	#	0.192;2.104	#	001110	1.000	1.000	1	131.04	9646	1329	0.55		21	21
-80.807;-69.681	0.081;0.200	0.022;0.222	#	-0.165;0.523	#	#	#	-0.030;0.471	#	#	0.437;0.748	0.464;0.642	#	#	0.034;0.921	#	0.491;1.450	0.057;0.500	#	#	#	001010	1.000	1.000	1	76.79	9670	1353	0.45		21	21
-88.023;-61.920	0.033;0.193	#	0.011;0.183	#	#	#	#	-0.140;0.624	1.284;4.987	#	0.458;0.688	-0.035;0.368	0.088;0.209	#	#	-0.027;0.677	0.783;3.008	#	#	-0.364;1.419	0.717;1.632	001010	0.347	0.809	1	66.64	9822	1355	0.55		89	110
-103.893;-79.073	#	#	0.016;0.181	-0.622;0.630	#	#	#	-0.082;0.693	0.336;6.384	0.030;0.523	#	#	0.017;0.193	0.003;0.010	-0.031;0.760	#	0.084;1.076	#	#	0.192;2.031	-0.378;0.447	001110	0.079	0.602	2	67.76	9959	1374	0.55		133	221
#	0.074;0.130	0.176;0.297	0.170;0.293	-0.335;0.335	#	-0.024;0.130	0.152;0.420	1.028;1.335	2.622;10.522	#	0.259;0.565	-0.099;0.250	0.108;0.121	#	0.310;0.947	#	#	#	#	0.837;2.017	#	000110	0.100	1.000	1	18.25	1473	1473	0.59		0	0
#	#	#	0.123;0.211	#	5.763;11.772	#	#	0.585;0.926	#	-0.052;1.160	#	-0.118;0.317	0.040;0.105	#	0.478;0.882	#	2.198;3.636	#	#	#	#	001110	1.000	1.000	1	44.88	9810	1493	0.36		21	21
#	0.004;0.156	#	0.070;0.258	0.019;0.724	1.929;7.097	0.286;0.554	#	-0.167;0.642	#	0.254;0.599	#	0.345;0.807	#	#	#	0.243;0.729	0.776;2.282	0.130;0.676	0.100;0.153	0.289;1.386	-0.040;0.876	100000	1.000	1.000	1	44.03	9843	1526	0.64		21	21
#	#	#	#	0.219;1.117	3.383;7.605	0.166;0.549	#	#	-1.974;3.782	#	#	0.016;0.399	#	0.004;0.010	-0.370;1.019	-0.400;0.813	#	0.036;0.290	0.047;0.114	-0.437;1.957	-0.082;1.044	100001	0.127	0.662	1	79.91	9888	1536	0.55		86	130
-82.671;-53.572	0.047;0.125	0.035;0.159	#	#	#	0.149;0.313	#	-0.199;0.553	#	-0.136;0.481	#	0.279;0.481	0.010;0.088	0.004;0.012	0.224;0.783	-0.218;0.552	#	#	#	#	#	000001	0.193	0.720	1	108.82	9963	1537	0.50		280	389
-97.933;-80.815	-0.014;0.114	#	0.189;0.283	#	#	-0.027;0.173	#	0.249;1.036	6.429;10.626	#	#	-0.047;0.217	#	0.004;0.010	0.005;1.008	#	#	0.145;0.775	#	0.868;1.581	#	001100	1.000	1.000	1	70.49	9907	1541	0.50		43	43
#	#	#	#	#	5.584;9.670	#	#	#	#	0.553;0.862	#	#	0.033;0.141	#	-0.094;0.523	0.274;0.626	-0.009;1.583	#	#	#	#	001100	0.242	0.753	2	52.77	9861	1544	0.27		64	85
#	#	0.064;0.194	#	#	#	#	#	#	#	#	#	0.038;0.434	0.075;0.150	#	-0.229;0.775	0.788;0.853	0.233;1.603	#	#	#	#	011000	1.000	1.000	1	47.40	9678	1562	0.27		21	21
#	#	-0.026;0.123	-0.006;0.145	#	-0.049;6.682	#	#	-0.140;0.486	#	#	0.343;0.621	0.154;0.399	-0.015;0.105	0.004;0.009	#	#	1.026;3.491	#	#	-0.427;1.163	-0.057;0.245	100001	0.079	0.602	1	65.06	9942	1625	0.50		65	108
#	#	#	#	0.219;1.065	#	0.166;0.511	-0.057;0.131	#	-1.974;5.556	#	0.343;0.621	#	-0.015;0.071	0.003;0.014	0.565;1.106	#	#	#	0.084;0.112	#	#	100001	0.064	0.577	1	65.06	9962	1643	0.41		236	409
#	#	#	0.052;0.219	#	#	#	#	#	#	0.728;1.123	#	#	#	#	0.478;0.980	#	-0.264;1.277	#	0.055;0.104	#	-0.170;0.350	001110	0.137	0.672	1	48.43	9987	1656	0.27		43	64
-79.421;-62.304	#	0.098;0.225	#	#	#	-0.037;0.276	#	#	0.336;6.384	0.513;1.080	0.391;0.550	#	0.006;0.121	#	#	0.012;1.000	-0.112;0.915	0.373;1.025	0.050;0.146	#	#	001110	0.137	0.672	1	64.96	9987	1670	0.50		43	64
#	#	#	#	#	#	#	-0.057;0.044	#	-1.511;6.759	#	#	#	0.025;0.071	#	#	-0.178;0.841	#	#	#	-0.346;1.587	#	100001	0.281	0.776	1	86.72	9910	1686	0.23		149	192
#	#	0.123;0.314	0.189;0.283	#	3.306;10.305	-0.027;0.173	#	0.249;1.036	6.429;9.915	#	#	0.004;0.217	#	0.004;0.010	0.005;1.008	#	#	0.145;0.775	0.060;0.108	0.577;2.306	#	001100	0.463	0.857	1	71.75	9913	1687	0.55		126	147
#	#	#	#	#	#	#	-0.057;0.044	#	#	#	0.343;0.505	#	0.012;0.092	#	#	#	1.026;3.491	#	#	#	#	100001	0.326	0.799	1	86.20	9910	1697	0.18		167	209
#	#	#	#	1.056;2.149	#	#	#	#	#	#	0.216;0.500	0.133;0.595	#	0.018;0.024	#	#	#	0.149;0.855	#	0.222;2.005	0.670;1.855	110001	1.000	1.000	1	37.52	9628	1702	0.32		20	20
#	#	#	#	1.056;2.149	#	0.257;0.516	-0.032;0.148	#	#	#	0.216;0.500	#	#	0.018;0.024	#	-0.059;0.427	1.619;4.152	0.149;0.855	0.144;0.175	#	#	110001	1.000	1.000	1	37.52	9628	1702	0.41		20	20
-79.421;-63.984	#	#	0.052;0.219	#	#	-0.037;0.386	#	#	0.336;6.384	0.513;1.080	0.391;0.550	#	0.006;0.121	#	-0.041;0.847	0.012;1.000	-0.112;0.915	0.373;1.025	#	#	#	001110	1.000	1.000	1	89.59	9987	1774	0.50		42	42
#	-0.005;0.125	#	#	-0.273;0.291	#	#	-0.030;0.189	#	#	#	#	0.279;0.481	0.010;0.088	0.004;0.012	#	#	#	0.178;0.696	#	-0.248;1.453	#	000001	0.148	0.683	1	99.74	9998	1788	0.36		316	463
#	#	0.220;0.397	#	#	#	#	0.301;0.497	0.898;1.740	#	#	#	#	#	#	#	0.012;1.000	#	#	#	#	#	001110	1.000	1.000	1	49.79	9724	1798	0.18		21	21
-91.924;-77.374	#	#	0.012;0.124	#	#	#	#	#	1.558;7.483	-0.077;0.268	0.273;0.524	#	#	#	#	#	1.812;3.353	#	0.116;0.139	#	0.736;1.992	010000	1.000	1.000	2	51.28	9726	1800	0.36		21	21
-88.491;-56.824	#	#	#	0.254;1.224	-0.049;6.682	0.356;0.588	-0.014;0.130	-0.142;0.246	-0.984;4.323	-0.078;0.329	#	#	-0.015;0.071	0.001;0.012	#	-0.178;0.841	#	0.274;0.538	#	#	#	100001	0.143	0.677	1	63.33	9962	1811	0.55		42	62
-82.681;-67.704	#	#	#	#	0.263;5.551	0.145;0.313	#	#	0.336;5.802	#	0.488;0.679	#	#	#	0.557;1.059	#	-0.983;1.413	-0.109;0.735	0.076;0.114	0.027;1.015	#	000001	0.055	0.560	1	86.18	9945	1827	0.45		294	525
-88.023;-61.920	0.033;0.193	#	0.011;0.183	0.976;1.804	1.044;5.851	#	#	-0.140;0.624	1.284;4.987	#	0.458;0.688	-0.035;0.368	0.088;0.209	#	#	-0.027;0.677	#	#	#	#	0.717;1.632	001010	1.000	1.000	1	79.95	9775	1849	0.55		42	42
#	-0.014;0.114	#	0.189;0.283	#	3.306;10.878	-0.027;0.173	#	0.249;0.672	6.429;10.626	0.184;0.900	#	-0.047;0.217	#	0.004;0.010	0.005;1.008	#	#	#	#	0.868;1.581	#	001100	0.247	0.756	1	69.31	9858	1865	0.50		62	82
#	0.142;0.218	#	#	#	6.562;15.216	-0.037;0.276	#	-0.082;0.693	#	0.030;0.523	#	#	0.017;0.193	#	#	#	#	#	#	#	-0.378;0.350	001110	1.000	1.000	2	44.75	9797	1871	0.32		21	21
-85.173;-71.907	#	#	0.030;0.197	#	8.748;11.753	#	#	#	#	0.343;0.824	0.303;0.543	-0.185;0.310	#	#	#	-0.134;0.854	#	0.559;0.927	#	#	#	000110	0.247	0.756	1	79.08	9935	1875	0.36		62	82
#	#	0.216;0.407	0.052;0.262	-0.454;0.868	6.132;10.579	#	#	#	#	#	#	#	#	#	#	#	#	0.414;1.025	#	#	#	001110	1.000	1.000	1	43.78	9810	1884	0.23		20	20
-87.699;-66.302	0.007;0.106	0.118;0.236	-0.004;0.230	#	#	#	0.073;0.284	0.132;0.587	9.089;14.644	#	#	#	#	0.003;0.012	0.144;0.761	#	#	0.169;0.790	0.072;0.111	#	#	011000	1.000	1.000	1	101.35	9836	1910	0.50		20	20
-82.681;-67.704	#	#	#	#	0.263;5.551	0.145;0.313	-0.016;0.206	#	0.336;5.802	#	0.488;0.679	#	#	#	0.557;1.059	#	-0.983;1.413	-0.109;0.735	0.076;0.114	0.027;1.015	#	000001	0.068	0.583	1	89.81	9945	1931	0.50		287	492
-100.084;-78.208	-0.029;0.108	0.123;0.310	#	#	3.187;9.196	#	#	0.735;1.145	#	#	0.589;0.753	#	0.010;0.092	0.002;0.013	#	#	-0.298;1.583	#	0.060;0.106	#	-0.381;0.678	001100	1.000	1.000	1	64.90	9913	1983	0.50		41	41
-100.084;-78.208	0.061;0.108	0.123;0.310	#	#	3.187;9.196	#	#	0.735;1.145	#	#	0.589;0.753	#	0.010;0.092	0.002;0.013	#	#	-0.298;1.583	#	0.060;0.106	#	-0.381;0.678	001100	0.100	1.000	1	33.00	1987	1987	0.50		0	0
#	#	#	#	-0.361;0.414	-1.542;6.561	0.042;0.292	0.198;0.457	#	0.231;6.156	0.013;0.556	#	0.073;0.476	#	#	0.283;1.189	#	0.909;1.764	0.150;0.423	#	0.545;1.396	0.328;0.795	100000	1.000	1.000	2	59.62	9929	2003	0.55		20	20
#	#	#	0.162;0.229	#	3.114;12.128	#	#	#	#	0.119;0.662	0.448;0.543	#	#	#	0.176;1.397	0.446;1.216	#	#	#	0.313;1.685	-0.545;0.604	000110	1.000	1.000	1	108.07	9933	2007	0.36		20	20
#	0.047;0.125	#	0.007;0.189	#	#	0.149;0.313	-0.030;0.189	#	#	#	#	0.279;0.481	0.010;0.048	0.004;0.012	#	#	#	0.178;0.696	0.056;0.116	#	-0.492;0.639	000001	1.000	1.000	1	190.84	9622	2019	0.45		60	60
#	#	#	#	#	#	-0.025;0.152	0.009;0.132	#	#	0.030;0.523	0.445;0.550	-0.080;0.197	#	#	#	0.012;1.000	0.084;1.076	0.414;1.025	0.050;0.107	0.269;1.284	-0.359;0.539	001110	0.136	0.671	1	94.88	9993	2045	0.50		289	431
-80.673;-63.984	#	#	0.052;0.219	#	6.102;9.828	#	0.009;0.187	#	#	0.030;0.523	0.391;0.550	#	#	0.005;0.011	#	0.012;1.000	#	0.414;1.025	0.050;0.107	#	-0.359;0.539	001110	0.046	0.541	1	89.37	9993	2067	0.50		265	490
#	-0.005;0.127	0.024;0.173	-0.013;0.189	-0.273;0.291	#	#	#	#	1.060;4.639	#	#	0.279;0.481	-0.005;0.088	#	#	-0.394;0.381	0.191;2.724	0.178;0.696	#	#	#	000001	0.150	0.684	1	104.25	9998	2072	0.45		262	383
#	-0.001;0.058	-0.026;0.238	-0.006;0.145	-0.200;0.311	#	#	#	#	#	#	0.379;0.587	0.154;0.399	#	0.003;0.011	#	-0.116;0.387	#	0.036;0.290	#	-0.346;1.163	-0.057;0.625	100001	0.100	0.631	3	62.31	9942	2084	0.50		140	222
#	0.014;0.146	#	0.144;0.249	-0.361;0.361	#	0.044;0.208	#	#	2.034;6.972	#	#	-0.011;0.247	#	0.006;0.018	-0.207;1.124	-0.010;0.442	-0.225;1.110	0.832;1.086	0.064;0.108	#	#	000100	1.000	1.000	1	60.91	9654	2119	0.55		19	19
#	0.033;0.193	#	#	#	#	#	#	-0.140;0.624	1.284;4.987	0.057;0.452	#	-0.035;0.368	0.088;0.209	#	0.503;1.834	#	#	#	#	-1.235;1.419	0.717;1.632	001010	1.000	1.000	1	83.59	9775	2137	0.41		40	40
-79.466;-56.357	#	#	#	0.960;1.224	#	#	#	#	#	-0.156;0.620	#	#	0.025;0.105	#	#	-0.415;0.841	#	#	#	-0.810;1.587	0.782;1.356	100001	0.177	0.707	1	61.91	9878	2174	0.32		99	140
#	0.093;0.219	#	#	#	0.337;7.669	#	#	#	2.362;7.917	0.009;0.744	0.361;0.623	0.381;0.777	#	#	#	#	#	0.364;0.806	#	#	-0.378;0.619	001000	1.000	1.000	1	39.72	9877	2214	0.36		40	40
#	0.204;0.265	#	#	#	3.987;11.078	#	#	#	#	-0.186;0.604	#	-0.028;0.315	#	#	#	#	#	#	0.054;0.108	0.591;1.359	#	000100	1.000	1.000	1	37.98	9761	2226	0.27		20	20
#	#	#	#	#	#	#	#	-0.169;0.433	#	-0.186;0.604	#	#	0.150;0.222	#	0.461;1.329	-0.021;0.531	#	#	#	0.591;1.359	#	000100	1.000	1.000	1	37.98	9761	2226	0.27		20	20
#	#	-0.026;0.085	#	#	-0.049;6.682	0.208;0.549	#	#	-1.974;5.556	#	0.343;0.621	0.085;0.415	#	#	#	#	1.026;3.491	#	0.055;0.121	-0.437;1.163	-0.057;0.625	100001	0.143	0.678	1	96.33	9888	2232	0.45		40	59
#	0.033;0.193	#	0.011;0.183	#	#	#	#	-0.140;0.624	#	0.057;0.452	0.465;0.607	#	0.088;0.209	#	0.183;1.263	-0.346;0.860	#	#	#	-0.364;1.419	0.717;1.632	001010	0.129	0.664	1	55.84	9822	2240	0.45		79	119
#	0.033;0.193	#	#	#	#	#	0.014;0.164	#	1.284;4.987	0.057;0.452	0.465;0.607	-0.035;0.368	0.088;0.209	#	#	0.029;0.615	#	#	#	-1.650;1.419	0.842;1.506	001010	1.000	1.000	1	81.05	9822	2240	0.45		59	59
#	#	0.176;0.297	0.170;0.293	#	#	-0.024;0.130	0.152;0.420	1.028;1.335	2.622;10.522	#	0.259;0.646	-0.099;0.250	0.029;0.054	#	#	#	#	#	#	#	#	000110	0.052	0.750	1	29.50	2255	2255	0.41		0	0
#	0.074;0.130	#	0.170;0.293	-0.335;0.335	#	-0.024;0.130	#	#	#	#	0.259;0.565	-0.099;0.250	#	#	0.310;0.947	#	-0.985;1.068	#	#	0.837;2.017	#	000110	1.000	1.000	1	35.29	9790	2255	0.41		20	20
#	#	#	0.189;0.283	#	#	-0.027;0.173	#	0.249;1.036	6.429;9.915	#	#	0.004;0.217	#	0.004;0.010	0.005;1.008	#	#	0.145;0.775	0.060;0.108	0.577;2.306	#	001100	0.477	0.862	1	71.75	9913	2256	0.45		119	138
#	#	#	0.127;0.320	#	5.423;9.389	#	#	#	#	0.553;0.881	#	#	#	#	#	0.274;0.626	-0.009;1.583	#	#	#	#	001100	0.073	0.592	1	54.83	9861	2264	0.23		58	98
-101.795;-83.822	-0.018;0.125	#	0.068;0.253	#	#	-0.027;0.173	#	-0.005;1.036	#	0.403;0.921	#	#	#	0.004;0.011	0.299;1.147	0.285;0.721	-0.009;2.352	#	#	0.868;1.581	#	001100	0.075	0.596	1	45.58	9946	2265	0.50		59	99
