Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-77.468;-57.737	#	-0.025;0.171	#	#	#	#	#	-0.159;0.514	#	-0.117;0.500	0.604;0.992	0.221;0.511	0.017;0.119	#	#	#	#	-0.081;0.700	#	-0.361;1.450	-0.316;0.613	000001	0.058	0.566	1	77.58	9998	1646	0.45		194	343
#	#	#	#	#	#	0.170;0.493	#	#	#	-0.085;0.520	#	0.398;0.570	-0.000;0.117	#	0.371;1.008	-0.277;0.627	#	0.266;0.943	0.106;0.140	#	0.473;1.514	010010	1.000	1.000	1	52.14	9966	1649	0.41		21	21
-77.468;-64.843	#	#	#	-0.608;0.626	-1.088;6.003	#	-0.011;0.166	#	#	#	0.486;0.682	0.221;0.432	0.017;0.119	#	#	#	-0.628;1.015	#	#	#	#	000001	0.047	0.543	1	88.19	9992	1675	0.36		405	746
#	#	#	#	#	4.176;8.382	#	-0.024;0.173	#	6.583;12.552	#	0.473;0.741	#	#	#	#	0.134;1.076	#	#	0.055;0.105	0.821;2.111	#	011000	0.159	0.692	1	73.28	9947	1709	0.32		146	211
-90.148;-67.896	#	#	#	-0.281;0.406	#	#	#	-0.179;0.913	#	0.276;0.819	#	#	-0.003;0.116	#	#	0.134;1.298	#	0.133;0.387	#	#	0.434;0.645	011000	0.228	0.744	1	84.26	9974	1737	0.36		125	168
-88.884;-61.497	0.130;0.217	-0.018;0.163	#	0.069;0.598	#	0.013;0.227	#	-0.088;0.732	#	#	0.277;0.566	#	#	#	#	#	0.288;2.376	#	#	#	#	000010	1.000	1.000	1	58.31	9674	1748	0.36		20	20
-91.924;-77.374	#	#	#	0.787;1.457	#	0.026;0.538	#	-0.235;0.344	2.607;7.353	#	#	0.077;0.548	0.003;0.061	0.005;0.014	0.521;1.543	#	#	0.229;0.813	0.104;0.151	#	0.780;1.947	010000	1.000	1.000	2	58.50	9726	1800	0.55		21	21
#	0.158;0.312	-0.008;0.182	0.046;0.143	-0.441;0.441	#	#	-0.056;0.220	#	3.611;7.190	#	0.147;0.447	-0.018;0.305	#	#	#	#	0.505;1.601	#	0.053;0.109	-0.167;1.809	0.380;1.726	000100	1.000	1.000	1	48.21	9761	1835	0.55		21	21
-90.148;-67.896	#	#	#	-0.285;0.544	4.176;8.382	#	-0.024;0.214	#	6.583;12.552	#	0.495;0.670	#	#	0.001;0.013	#	0.134;1.340	#	#	0.055;0.105	#	-0.038;0.645	011000	0.159	0.693	2	76.18	9947	1910	0.45		142	205
#	0.015;0.156	-0.026;0.129	0.129;0.251	#	-2.352;6.542	#	#	#	#	-0.217;0.656	0.640;1.039	#	0.051;0.140	#	0.131;1.536	0.096;1.168	-0.548;0.548	#	#	-0.012;1.250	-0.350;1.061	000010	1.000	1.000	1	113.91	9837	1911	0.55		20	20
-98.962;-69.435	0.004;0.108	#	0.215;0.398	#	#	-0.026;0.092	#	#	#	#	0.513;0.703	0.014;0.385	#	0.003;0.015	#	#	0.020;1.047	#	#	#	#	001100	0.392	0.829	1	52.63	9913	1935	0.36		102	123
#	#	#	#	#	4.176;8.382	#	#	0.194;0.638	6.583;10.286	#	#	#	-0.003;0.099	#	#	#	#	0.066;0.471	#	#	#	011000	0.124	0.659	1	84.79	9947	1939	0.23		81	123
-84.434;-66.033	-0.004;0.057	#	#	#	8.060;12.146	-0.072;0.133	#	-0.083;0.692	#	#	#	#	0.022;0.088	0.003;0.013	-0.376;0.511	#	0.932;2.711	0.213;0.655	#	0.257;1.602	#	111000	1.000	1.000	1	107.21	9889	1963	0.50		20	20
-95.345;-63.250	#	-0.027;0.138	#	0.364;1.069	5.315;10.964	#	-0.097;0.168	#	#	#	0.253;0.498	#	-0.047;0.078	0.009;0.014	#	#	#	0.165;0.654	#	#	#	000001	1.000	1.000	1	105.08	9890	1964	0.41		20	20
#	0.009;0.111	0.161;0.329	#	#	1.563;7.932	-0.117;0.224	0.222;0.410	#	#	#	0.382;0.540	-0.133;0.289	0.068;0.131	0.003;0.013	#	#	#	0.488;0.801	#	#	-0.120;0.508	000110	0.132	0.667	1	45.06	9905	1979	0.50		40	60
#	-0.017;0.101	#	0.162;0.324	#	#	#	#	0.633;1.248	#	#	0.513;0.829	#	#	#	#	0.456;1.695	#	0.094;0.640	#	#	#	001100	1.000	1.000	1	71.38	9913	1983	0.27		61	61
-98.962;-84.596	#	#	#	-0.453;0.464	#	#	0.044;0.262	0.564;1.066	#	0.540;1.391	0.516;0.816	#	#	#	#	#	#	0.189;0.753	#	1.601;2.918	#	001100	1.000	1.000	1	85.13	9913	1987	0.36		20	20
-77.468;-57.737	-0.003;0.151	-0.025;0.171	#	#	#	#	#	-0.159;0.514	#	-0.117;0.207	0.604;0.992	0.221;0.511	0.017;0.119	#	#	#	#	-0.081;0.700	#	-0.361;1.450	-0.316;0.613	000001	0.412	0.837	1	115.57	9998	2037	0.50		103	123
#	#	0.235;0.330	#	-0.533;0.684	#	0.038;0.188	0.185;0.438	#	#	0.519;0.951	0.397;0.550	#	#	#	0.025;1.433	#	#	#	#	1.308;2.516	#	001110	0.228	0.744	1	35.33	9973	2047	0.36		61	82
-108.889;-78.506	0.108;0.166	#	#	#	1.998;9.089	#	0.088;0.292	0.296;0.980	#	#	#	0.058;0.223	#	0.004;0.017	0.115;0.867	0.349;0.885	#	0.420;0.684	#	#	#	000100	1.000	1.000	1	60.57	9626	2091	0.45		19	19
-76.739;-50.408	0.008;0.123	-0.013;0.200	#	0.984;2.006	#	0.244;0.313	0.006;0.190	#	#	#	#	0.340;0.769	-0.010;0.100	0.007;0.011	#	-0.314;0.774	1.111;3.147	-0.038;0.527	#	#	0.995;1.677	100000	0.079	0.602	1	97.56	9990	2099	0.59		59	98
#	#	#	#	-0.285;0.544	4.176;8.382	#	-0.024;0.214	#	6.583;12.552	#	0.495;0.670	#	#	0.001;0.013	#	0.134;1.340	#	#	0.055;0.105	#	-0.038;0.645	011000	0.043	0.533	1	69.63	9947	2100	0.41		139	261
-106.925;-88.096	0.059;0.130	#	#	-0.538;0.538	4.945;11.676	#	#	#	#	#	#	#	#	0.004;0.011	#	0.172;1.077	#	#	#	0.667;1.902	#	101000	1.000	1.000	3	62.03	9690	2155	0.32		19	19
#	#	0.248;0.369	#	-0.533;0.684	3.015;10.466	-0.072;0.165	#	0.761;1.559	#	#	0.397;0.583	#	0.034;0.102	#	#	#	#	#	#	0.271;2.386	-0.547;0.783	001110	1.000	1.000	1	84.56	9724	2189	0.41		20	20
-95.987;-73.307	0.008;0.068	#	#	-0.533;0.684	3.015;10.466	-0.085;0.165	#	0.761;1.559	#	0.519;0.951	#	-0.048;0.229	0.017;0.119	#	#	#	#	#	#	0.271;2.248	-0.547;0.783	001110	1.000	1.000	1	70.14	9979	2189	0.50		40	40
-111.943;-85.839	0.158;0.312	-0.008;0.182	0.046;0.143	-0.441;0.441	4.523;10.172	#	-0.056;0.220	#	3.611;7.190	#	0.147;0.447	-0.018;0.305	0.135;0.237	#	0.635;1.156	#	0.505;1.601	#	0.053;0.109	0.781;1.809	0.380;1.726	000100	1.000	1.000	1	44.99	9761	2226	0.73		20	20
#	#	-0.025;0.171	#	1.366;2.160	#	#	#	#	-0.229;0.231	#	0.438;0.743	#	0.065;0.119	#	-0.618;0.173	-0.232;0.856	#	#	#	#	#	000001	0.100	1.000	1	102.25	2288	2288	0.32		0	0
-86.494;-54.827	0.015;0.156	#	0.129;0.220	#	-2.352;6.542	#	#	0.125;0.558	-1.092;6.684	0.188;0.656	0.720;0.960	0.218;0.476	0.051;0.140	0.005;0.010	#	0.096;1.168	-0.548;0.548	0.064;0.741	#	#	-0.350;0.350	000010	1.000	1.000	1	108.30	9837	2302	0.68		19	19
-108.719;-89.462	#	0.035;0.187	#	-0.264;0.300	4.510;11.721	0.004;0.378	#	-0.075;0.426	7.085;10.418	-0.109;0.779	#	0.074;0.384	#	0.005;0.013	0.338;1.322	#	#	#	#	#	#	001100	1.000	1.000	1	42.12	9840	2305	0.50		19	19
-83.926;-67.236	0.041;0.119	0.097;0.189	#	0.142;0.601	1.268;7.758	#	#	-0.025;0.499	-0.568;6.961	#	0.520;0.673	#	-0.008;0.045	0.011;0.017	#	#	0.314;2.744	0.248;0.558	0.106;0.150	0.494;1.180	#	100000	1.000	1.000	1	49.41	9843	2308	0.64		19	19
-83.926;-67.236	0.041;0.119	0.097;0.189	#	#	#	#	#	-0.025;0.499	-0.568;6.961	0.235;0.618	#	#	#	0.011;0.017	#	#	0.314;2.744	#	0.103;0.147	0.494;1.180	#	100000	1.000	1.000	2	49.41	9843	2308	0.45		19	19
-77.468;-64.843	0.005;0.140	#	#	-0.608;0.626	-1.088;6.003	0.197;0.361	-0.011;0.166	-0.018;0.301	#	#	#	0.221;0.432	0.017;0.119	#	#	#	-0.628;1.015	#	#	#	#	000001	0.070	0.588	1	98.63	9992	2319	0.45		391	665
-103.307;-84.050	0.036;0.115	#	#	#	#	#	0.003;0.290	0.182;0.479	#	#	0.541;0.710	#	0.023;0.167	#	#	#	#	0.021;0.718	0.085;0.111	#	#	001000	1.000	1.000	1	66.62	9862	2327	0.36		19	19
#	#	0.058;0.236	#	#	0.458;11.209	#	#	0.182;0.479	3.411;6.867	#	#	0.388;0.639	#	#	-0.026;1.325	#	-0.609;1.616	#	0.075;0.108	0.642;1.356	#	001000	0.126	0.661	1	58.82	9877	2342	0.41		39	59
#	#	0.012;0.091	-0.005;0.096	#	-0.984;4.304	#	#	#	-1.963;6.307	#	0.198;0.602	0.439;0.650	-0.037;0.088	0.003;0.009	#	#	1.732;3.580	-0.038;0.279	#	#	#	100000	0.248	0.756	1	73.88	9883	2348	0.45		59	78
-76.155;-50.408	0.008;0.211	#	#	0.673;1.995	#	0.212;0.330	#	-0.211;0.313	#	#	#	0.340;0.769	-0.010;0.069	#	#	-0.314;1.552	0.956;3.147	-0.038;0.527	#	-0.554;1.285	0.355;1.677	100000	0.050	0.549	1	79.88	9990	2368	0.55		117	213
#	-0.017;0.136	#	0.162;0.324	#	#	#	#	0.633;1.248	#	#	0.513;0.829	#	#	0.004;0.012	#	#	0.020;1.047	#	#	#	#	001100	1.000	1.000	1	68.73	9913	2372	0.27		78	78
-98.962;-69.435	-0.025;0.101	#	0.215;0.324	#	#	-0.121;0.197	0.044;0.304	0.633;1.248	#	#	0.513;0.829	#	#	#	#	#	#	#	#	0.355;1.919	-0.076;0.373	001100	1.000	1.000	1	89.32	9909	2374	0.41		19	19
-98.962;-69.435	-0.025;0.101	#	0.215;0.324	#	2.706;9.677	-0.121;0.197	0.044;0.304	0.633;1.248	#	#	#	#	#	#	#	#	#	#	0.058;0.096	#	#	001100	1.000	1.000	1	78.90	9913	2374	0.36		39	39
-98.962;-69.435	0.027;0.101	#	0.215;0.354	#	2.706;9.677	-0.121;0.197	0.044;0.304	0.633;1.248	#	#	#	#	#	#	#	#	#	#	0.058;0.096	#	#	001100	1.000	1.000	1	79.07	9913	2378	0.36		38	38
#	0.024;0.174	#	#	0.366;1.089	4.334;12.386	0.401;0.537	0.062;0.181	#	0.562;7.227	#	#	#	#	#	0.156;1.676	-0.225;0.411	#	0.438;0.777	0.124;0.177	#	0.287;0.790	000001	1.000	1.000	1	30.72	9980	2445	0.50		19	19
-108.889;-78.506	0.108;0.166	#	#	#	#	#	0.088;0.292	0.296;0.980	#	#	#	#	#	#	0.115;0.867	0.349;0.885	#	0.420;0.684	#	#	#	000100	1.000	1.000	1	58.54	9626	2482	0.32		18	18
-108.889;-78.506	0.108;0.166	#	#	#	1.998;9.089	#	0.088;0.292	0.296;0.980	5.862;9.565	0.339;0.709	#	#	#	#	0.115;0.867	0.349;0.885	#	0.420;0.684	#	#	#	000100	1.000	1.000	1	58.54	9626	2482	0.45		18	18
-76.155;-50.408	#	-0.013;0.200	-0.005;0.096	0.984;1.995	#	0.244;0.313	0.006;0.190	#	-1.409;7.231	#	#	0.340;0.769	#	0.003;0.011	#	#	0.956;3.700	-0.003;0.527	#	#	0.995;1.677	100000	0.079	0.602	1	100.68	9990	2490	0.55		56	93
#	#	#	#	#	#	0.101;0.401	0.003;0.290	0.182;0.479	#	#	0.541;0.710	#	0.023;0.167	#	0.082;0.138	-0.003;0.768	#	#	0.062;0.122	#	#	001000	1.000	1.000	1	118.23	9638	2494	0.36		18	18
-91.524;-63.280	-0.001;0.103	#	#	#	6.718;15.732	#	#	#	1.262;6.249	#	0.211;0.550	#	0.005;0.133	#	#	#	-0.345;0.812	#	#	0.677;1.189	#	001110	0.058	0.565	1	64.28	9999	2502	0.36		174	308
#	#	#	#	#	4.176;8.382	#	-0.024;0.173	#	6.583;12.552	#	0.473;0.741	#	#	#	#	0.134;1.340	#	#	#	#	#	011000	0.152	0.686	1	73.28	9947	2539	0.23		129	188
#	#	#	#	#	#	0.208;0.362	#	#	#	#	#	-0.036;0.433	-0.013;0.046	0.004;0.015	#	#	#	#	#	#	-0.114;1.071	100001	0.061	0.572	1	102.35	9888	2551	0.23		151	264
#	-0.018;0.123	#	#	#	#	-0.072;0.165	#	0.761;1.559	7.744;10.830	#	0.397;0.583	-0.042;0.235	#	#	#	#	#	0.449;0.845	#	0.849;2.248	-0.547;0.799	001110	1.000	1.000	1	83.76	9724	2580	0.41		19	19
-91.924;-77.374	#	#	0.002;0.135	0.848;1.395	#	#	#	-0.100;0.344	2.607;6.434	#	#	0.337;0.548	0.003;0.061	0.004;0.015	0.521;1.543	#	1.470;3.695	0.229;0.813	0.104;0.151	0.366;1.444	0.780;1.560	010000	1.000	1.000	1	55.81	9726	2582	0.64		19	19
-106.575;-69.260	0.095;0.216	#	0.051;0.207	#	0.458;7.548	0.298;0.521	#	#	1.060;9.206	#	0.416;0.618	#	#	#	#	-0.185;0.669	-0.609;1.616	0.377;0.659	#	0.383;1.645	-0.431;0.574	001000	0.237	0.750	1	51.80	9884	2605	0.55		57	76
-91.071;-71.814	-0.042;0.114	#	#	-0.255;0.274	7.254;12.086	-0.027;0.096	-0.044;0.163	-0.195;0.511	#	#	#	#	0.005;0.084	0.005;0.010	-0.189;0.602	#	0.912;1.517	#	#	0.329;1.646	-0.389;0.868	001101	0.000	0.000	1	94.23	2626	2626	0.59		0	19
#	0.009;0.111	0.161;0.329	#	#	#	#	#	0.959;1.404	#	0.387;1.189	0.404;0.540	#	0.068;0.092	0.003;0.013	#	#	#	0.255;0.801	#	#	#	000110	1.000	1.000	1	42.43	9790	2646	0.36		19	19
-69.833;-51.004	0.005;0.092	#	0.029;0.094	-0.467;0.327	-0.500;7.192	#	-0.054;0.161	#	#	#	0.280;0.542	#	-0.060;0.109	0.001;0.014	#	#	1.249;2.960	#	#	#	#	100001	0.323	0.798	1	73.43	9942	2675	0.45		75	94
-94.667;-83.969	#	#	0.015;0.206	#	#	0.076;0.221	0.009;0.135	#	-2.180;10.998	0.031;0.709	0.293;0.484	#	#	0.004;0.011	#	#	#	#	0.063;0.090	0.824;2.635	-0.380;0.589	000100	1.000	1.000	1	53.37	9831	2687	0.50		18	18
-101.410;-79.586	-0.007;0.105	0.136;0.224	0.058;0.146	#	3.416;10.867	#	0.007;0.226	#	#	#	#	#	#	0.004;0.012	-0.437;0.816	#	-0.734;1.148	-0.003;0.576	0.049;0.105	#	#	011100	1.000	1.000	1	61.69	9954	2695	0.50		37	37
-108.719;-89.462	#	0.035;0.187	#	-0.264;0.300	#	0.151;0.424	#	#	7.085;10.418	-0.109;0.779	#	0.074;0.384	#	0.005;0.013	#	#	-0.963;1.501	#	#	#	#	001100	1.000	1.000	1	39.58	9840	2696	0.41		18	18
-83.926;-67.236	0.041;0.119	0.097;0.189	0.096;0.231	#	#	#	#	-0.025;0.499	-0.568;6.961	0.235;0.618	0.520;0.673	#	-0.008;0.045	0.011;0.017	#	#	0.314;2.744	0.248;0.558	0.106;0.147	0.494;1.180	0.122;0.714	100000	1.000	1.000	1	45.23	9843	2699	0.68		18	18
-83.926;-67.236	0.041;0.119	0.097;0.189	#	#	#	0.336;0.504	#	-0.025;0.499	-0.568;6.961	0.235;0.618	#	#	#	0.011;0.017	#	#	0.314;2.744	#	0.103;0.147	0.494;1.180	#	100000	1.000	1.000	1	45.23	9843	2699	0.50		18	18
#	-0.017;0.136	#	0.162;0.324	#	#	#	#	0.633;1.630	#	#	0.513;0.829	#	0.041;0.138	0.004;0.014	#	#	0.020;1.047	#	#	#	#	001100	1.000	1.000	1	68.73	9913	2714	0.32		75	75
-98.962;-69.435	-0.030;0.108	#	0.215;0.398	#	#	-0.026;0.092	#	#	#	#	0.513;0.703	#	0.032;0.095	0.003;0.012	#	#	#	#	0.058;0.096	#	#	001100	0.391	0.829	1	52.63	9913	2717	0.36		92	111
-103.307;-84.050	0.036;0.115	#	#	#	#	#	#	0.182;0.479	#	#	0.541;0.710	-0.039;0.285	0.023;0.167	#	#	-0.289;0.933	#	0.021;0.718	0.085;0.111	#	#	001000	1.000	1.000	1	58.37	9862	2718	0.41		18	18
-90.148;-68.762	#	0.072;0.282	#	#	4.176;8.382	-0.082;0.159	#	0.194;0.638	1.314;12.552	#	0.473;0.741	-0.020;0.198	0.009;0.111	#	-0.155;0.848	#	0.726;1.890	0.301;0.471	0.049;0.116	#	0.373;0.645	011000	0.046	0.540	1	60.45	9894	2721	0.64		109	202
