Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0.223;0.593	0.110;0.600	0.276;0.746	0.078;0.448	-0.015;0.365	0.426;0.756	0.241;0.501	0.412;0.792	0.387;0.827	0.327;0.637	-0.047;0.293	0.124;0.389	-0.089;0.291	0.316;0.706	#	0.282;0.727	0.311;0.648	000100	1.000	1.000	3	107.42	49539	210	0.94		30	30
0.135;0.415	#	0.258;0.638	0.458;0.728	0.242;0.662	#	0.412;0.842	-0.235;0.235	0.174;0.614	0.452;0.942	0.714;1.054	0.024;0.407	0.321;0.751	0.301;0.611	-0.081;0.249	-0.201;0.284	0.116;0.503	000001	1.000	1.000	1	61.43	49559	230	0.88		30	30
0.815;1.185	0.475;0.835	0.365;0.775	0.441;0.851	0.765;1.235	0.599;0.929	0.875;1.125	-0.022;0.298	0.760;1.120	#	0.805;1.195	0.581;1.042	#	0.232;0.712	0.439;0.699	0.220;0.527	0.704;0.972	010000	1.000	1.000	1	37.31	49573	244	0.88		30	30
-0.208;0.272	-0.159;0.168	#	-0.284;-0.175	-0.165;0.245	-0.180;0.156	#	0.402;0.892	-0.010;0.225	-0.236;0.240	#	#	-0.171;0.485	#	#	0.576;0.824	#	000100	0.031	0.889	1	10.67	259	259	0.59		0	0
0.253;0.593	0.383;0.663	0.130;0.630	0.036;0.476	-0.024;0.336	0.009;0.339	#	0.218;0.548	0.084;0.544	0.327;0.687	#	0.063;0.358	0.258;0.648	0.748;0.998	0.183;0.553	#	0.336;0.733	000001	0.167	0.836	1	136.92	49613	284	0.82		30	59
0.202;0.462	0.503;0.773	0.316;0.586	0.403;0.903	#	0.503;0.863	0.487;0.917	0.364;0.674	0.566;0.866	#	#	0.406;0.682	#	0.033;0.363	0.289;0.789	0.330;0.666	0.279;0.666	000001	1.000	1.000	1	80.96	49619	290	0.76		30	30
0.148;0.568	0.437;0.907	0.187;0.527	0.215;0.685	0.574;0.954	#	0.322;0.582	0.076;0.506	0.423;0.813	0.575;0.915	0.260;0.630	0.434;0.778	0.380;0.650	0.328;0.828	0.416;0.686	0.011;0.268	0.417;0.784	001010	1.000	1.000	4	74.88	49623	294	0.94		30	30
0.141;0.611	-0.147;0.213	0.561;1.031	0.600;0.940	0.056;0.356	0.557;0.817	#	0.696;1.126	0.071;0.361	#	-0.197;0.203	0.456;0.741	0.017;0.347	-0.100;0.390	#	0.799;1.145	0.202;0.659	100001	1.000	1.000	2	60.52	49627	298	0.82		30	30
0.074;0.504	-0.119;0.181	0.845;1.155	0.815;1.185	0.875;1.125	0.815;1.185	0.154;0.574	0.660;1.000	-0.072;0.208	#	0.449;0.809	-0.003;0.449	-0.146;0.154	0.447;0.897	-0.215;0.215	0.514;0.959	0.242;0.530	010000	1.000	1.000	1	31.91	49637	308	0.94		30	30
0.860;1.140	-0.200;0.230	0.682;1.172	0.325;0.625	-0.091;0.169	-0.099;0.261	-0.226;0.264	0.530;0.920	0.663;1.113	-0.075;0.405	-0.212;0.248	0.203;0.684	-0.222;0.248	0.109;0.479	0.139;0.569	0.611;0.888	0.384;0.721	100000	1.000	1.000	2	48.40	49644	315	1.00		30	30
0.546;0.846	0.375;0.865	0.647;1.027	0.865;1.135	0.750;1.250	-0.204;0.206	0.850;1.150	-0.061;0.189	-0.218;0.232	-0.151;0.159	0.795;1.205	-0.130;0.292	-0.118;0.152	-0.143;0.167	-0.054;0.226	-0.018;0.377	#	010000	1.000	1.000	1	33.62	49676	347	0.94		30	30
-0.220;0.260	0.221;0.571	-0.118;0.152	-0.043;0.237	0.610;1.050	0.119;0.549	0.484;0.824	0.248;0.608	-0.162;0.338	-0.122;0.228	0.534;0.994	0.644;0.939	0.221;0.671	#	#	0.173;0.658	0.647;0.944	010000	1.000	1.000	1	54.69	49680	351	0.88		30	30
#	0.074;0.424	0.776;1.186	0.691;1.081	0.769;1.019	-0.086;0.214	0.242;0.662	0.630;1.080	0.635;0.895	0.458;0.948	0.495;0.915	0.117;0.471	-0.110;0.210	-0.093;0.157	0.053;0.383	0.350;0.686	0.336;0.802	000001	1.000	1.000	3	33.52	49695	366	0.94		30	30
0.765;1.235	0.805;1.195	#	0.870;1.130	0.860;1.140	0.100;0.400	0.825;1.175	0.365;0.655	0.763;1.063	0.180;0.660	0.780;1.220	0.522;0.787	0.765;1.075	0.407;0.847	0.265;0.755	0.456;0.891	0.434;0.910	001000	1.000	1.000	1	39.04	49699	370	0.94		30	30
-0.003;0.287	-0.200;0.290	0.349;0.699	0.462;0.712	0.550;0.870	0.249;0.589	#	0.642;0.942	-0.111;0.159	-0.210;0.280	0.291;0.781	0.401;0.784	-0.154;0.226	0.677;1.017	#	0.491;0.838	0.295;0.782	000001	1.000	1.000	1	52.35	49739	410	0.88		30	30
#	#	-0.037;0.373	0.329;0.679	0.230;0.550	0.462;0.882	-0.161;0.239	0.647;1.007	0.145;0.525	0.317;0.767	0.048;0.348	0.641;0.946	0.371;0.801	0.019;0.469	0.526;0.976	0.656;0.972	0.425;0.911	000110	1.000	1.000	3	74.09	49797	468	0.88		30	30
-0.077;0.213	-0.183;0.267	#	0.340;0.720	0.505;0.895	0.412;0.832	-0.136;0.314	0.645;1.145	0.411;0.661	0.860;1.140	0.346;0.766	-0.044;0.388	0.183;0.523	0.574;1.054	-0.188;0.272	0.760;1.018	0.109;0.496	000010	1.000	1.000	2	41.30	49806	477	0.94		30	30
0.664;1.044	#	0.705;0.985	0.737;1.037	0.219;0.579	0.188;0.568	0.368;0.858	0.324;0.684	0.181;0.491	0.309;0.649	0.367;0.647	0.252;0.734	#	-0.098;0.272	0.405;0.655	0.200;0.458	0.388;0.695	100000	1.000	1.000	1	57.50	49813	484	0.88		30	30
0.810;1.190	0.169;0.519	0.688;1.088	0.736;1.116	0.691;0.961	#	0.640;1.100	-0.147;0.223	0.411;0.711	0.670;0.970	0.433;0.823	0.031;0.483	0.478;0.788	0.263;0.653	0.268;0.678	0.108;0.425	#	010000	1.000	1.000	1	36.49	49814	485	0.88		30	30
0.367;0.737	-0.143;0.157	0.241;0.511	0.122;0.602	0.107;0.527	0.144;0.394	#	0.781;1.091	#	0.400;0.650	0.482;0.822	0.158;0.649	-0.138;0.182	-0.214;0.276	0.507;0.787	0.679;1.085	0.263;0.670	100000	1.000	1.000	1	68.57	49815	486	0.88		30	30
0.083;0.403	#	0.021;0.431	0.017;0.337	0.025;0.505	-0.047;0.263	0.157;0.517	0.184;0.644	-0.021;0.349	0.063;0.433	0.089;0.409	0.268;0.780	0.286;0.340	-0.043;0.237	0.152;0.207	0.275;0.602	0.362;0.709	000010	0.007	0.767	1	5.60	487	487	0.94		0	0
0.825;1.175	0.810;1.190	0.775;1.225	0.785;1.215	0.860;1.140	-0.171;0.209	#	0.188;0.498	-0.080;0.410	-0.150;0.250	0.810;1.190	0.479;0.784	0.213;0.573	#	0.370;0.780	0.242;0.627	0.395;0.881	010000	1.000	1.000	1	42.28	49845	516	0.88		60	60
#	-0.209;-0.073	-0.090;0.420	#	#	-0.220;0.164	-0.002;0.339	#	0.071;0.351	-0.124;0.372	-0.121;0.253	0.522;0.974	-0.176;0.314	#	0.462;0.894	0.572;0.964	0.481;0.808	000100	0.021	0.857	1	32.29	525	525	0.71		0	0
0.798;1.098	0.697;1.047	0.563;0.813	0.482;0.912	0.539;0.899	-0.127;0.143	0.525;0.935	0.200;0.490	0.431;0.921	-0.187;0.203	0.591;0.851	0.380;0.694	0.359;0.769	0.334;0.754	0.210;0.580	0.400;0.667	0.355;0.682	001000	1.000	1.000	1	43.53	49864	535	1.00		30	30
0.060;0.360	0.027;0.287	0.527;0.967	#	0.381;0.831	0.175;0.455	0.252;0.572	0.573;1.063	0.124;0.384	0.370;0.620	0.120;0.530	#	0.036;0.406	-0.023;0.387	0.334;0.734	0.544;0.851	#	000001	1.000	1.000	1	96.62	49868	539	0.82		30	30
-0.244;0.246	0.591;1.061	-0.185;0.235	0.805;1.165	#	0.704;1.054	0.617;0.927	0.221;0.631	-0.132;0.278	-0.039;0.411	#	-0.159;0.263	0.406;0.856	0.631;1.081	-0.155;0.245	#	#	000001	1.000	1.000	3	30.50	49873	544	0.76		30	30
0.765;1.235	0.780;1.220	-0.220;0.220	-0.150;0.150	0.765;1.235	0.770;1.230	#	0.086;0.446	0.406;0.686	-0.187;0.193	#	-0.152;0.152	0.800;1.200	-0.072;0.258	0.196;0.696	-0.053;0.254	-0.174;0.174	010000	1.000	1.000	1	24.81	49913	584	0.88		30	30
0.097;0.597	-0.078;0.352	-0.224;0.424	0.081;0.391	-0.111;0.379	0.008;0.258	-0.038;0.402	0.156;0.656	0.417;0.529	0.281;0.551	0.038;0.328	0.254;0.510	-0.161;0.309	#	-0.060;0.400	#	0.167;0.643	000001	0.100	1.000	1	3.50	588	588	0.88		0	0
0.304;0.624	0.378;0.738	0.410;0.660	0.316;0.766	0.465;0.915	0.327;0.667	0.480;0.780	-0.064;0.336	0.153;0.403	0.254;0.534	0.516;0.826	0.139;0.482	0.493;0.873	0.362;0.662	0.017;0.307	0.029;0.286	0.172;0.668	000100	1.000	1.000	1	65.18	49938	609	1.00		30	30
0.391;0.661	0.365;0.645	#	-0.015;0.275	0.047;0.447	0.728;1.038	#	-0.038;0.232	0.163;0.413	0.426;0.866	0.190;0.510	0.369;0.644	0.468;0.718	-0.163;0.327	0.522;0.862	0.195;0.542	0.272;0.709	000001	1.000	1.000	2	62.23	48337	692	0.88		21	21
#	0.132;0.432	0.500;0.800	0.470;0.950	0.167;0.437	0.389;0.879	0.014;0.444	0.164;0.514	0.229;0.699	0.193;0.533	0.423;0.713	0.397;0.839	0.133;0.593	0.141;0.391	0.208;0.658	0.121;0.557	0.368;0.754	000001	1.000	1.000	1	88.81	48346	701	0.94		21	21
#	0.173;0.603	0.087;0.347	0.127;0.397	0.185;0.575	-0.035;0.325	0.095;0.455	0.341;0.651	0.042;0.542	0.067;0.337	0.101;0.481	0.405;0.729	-0.032;0.378	-0.026;0.254	0.352;0.832	0.301;0.302	0.303;0.719	000100	0.007	0.771	1	9.50	713	713	0.94		0	0
-0.180;0.280	0.158;0.478	-0.129;0.201	-0.160;0.210	-0.166;0.224	0.086;0.346	0.028;0.087	0.162;0.512	-0.065;0.395	0.010;0.430	0.310;0.325	0.294;0.717	#	-0.085;0.255	0.349;0.699	0.173;0.558	0.227;0.703	000110	0.042	0.917	1	7.25	723	723	0.94		0	0
0.378;0.738	0.830;1.150	0.727;1.067	0.703;1.113	0.053;0.343	0.775;1.025	0.855;1.145	0.303;0.653	-0.165;0.195	0.335;0.695	0.528;0.858	0.277;0.601	0.363;0.763	0.521;1.021	0.364;0.724	0.368;0.823	0.393;0.681	010000	1.000	1.000	4	49.45	48395	750	1.00		30	30
0.514;0.764	0.324;0.684	0.643;1.073	0.510;0.890	0.579;0.919	0.550;0.830	0.096;0.596	0.296;0.776	0.345;0.675	0.355;0.855	0.410;0.840	0.349;0.624	0.487;0.757	-0.040;0.210	0.352;0.702	0.419;0.844	0.314;0.691	000001	1.000	1.000	3	62.16	48400	755	1.00		30	30
0.702;1.122	0.031;0.391	0.833;1.153	0.795;1.055	0.339;0.809	0.679;0.949	-0.154;0.256	#	0.292;0.572	0.310;0.760	0.155;0.645	0.254;0.578	0.390;0.720	0.567;0.827	0.269;0.729	#	0.254;0.522	100000	1.000	1.000	1	47.60	48402	757	0.88		30	30
-0.036;0.354	#	0.023;0.463	0.221;0.661	0.614;0.924	0.538;0.988	0.593;1.023	#	0.561;0.871	0.760;1.240	0.738;1.098	0.311;0.655	0.538;0.988	0.440;0.910	0.282;0.572	0.253;0.619	0.157;0.564	000010	1.000	1.000	1	41.14	48405	760	0.88		30	30
-0.159;0.211	-0.075;0.215	-0.230;0.260	0.150;0.210	-0.168;0.232	0.146;0.476	-0.107;0.213	0.365;0.625	0.095;0.595	0.040;0.480	#	0.205;0.696	0.055;0.345	0.293;0.793	#	0.330;0.696	0.209;0.646	000001	0.100	1.000	1	10.00	798	798	0.88		0	0
0.957;1.175	0.810;1.190	0.775;1.225	0.785;1.215	0.860;1.140	-0.287;-0.171	#	0.188;0.498	-0.080;0.410	-0.150;0.250	0.810;1.190	0.479;0.784	0.213;0.573	#	0.370;0.780	0.242;0.627	0.395;0.881	010000	0.100	1.000	1	1.00	812	812	0.88		0	0
0.439;0.809	0.264;0.584	0.352;0.602	0.258;0.638	0.140;0.520	0.398;0.858	#	0.202;0.552	0.094;0.484	0.704;1.014	0.736;0.986	0.157;0.471	0.242;0.652	0.070;0.530	0.414;0.694	0.261;0.598	0.138;0.495	000010	1.000	1.000	1	71.84	48482	837	0.94		30	30
0.206;0.506	0.200;0.500	0.184;0.514	0.101;0.461	0.036;0.526	-0.115;0.345	0.098;0.468	0.261;0.641	-0.081;0.359	-0.056;0.324	0.123;0.483	0.282;0.734	-0.055;0.275	0.484;0.834	0.313;0.603	0.348;0.655	0.410;0.658	010000	1.000	1.000	1	126.32	48486	841	1.00		30	30
-0.219;0.241	#	-0.112;0.178	0.046;0.326	0.204;0.704	0.483;0.763	0.332;0.692	0.480;0.880	0.505;0.835	#	0.536;0.806	-0.042;0.204	0.599;0.849	0.298;0.708	-0.078;0.222	0.375;0.800	-0.116;0.340	001000	1.000	1.000	1	55.45	48493	848	0.88		30	30
0.307;0.587	0.118;0.448	0.016;0.426	0.093;0.513	0.541;1.001	-0.110;0.290	0.749;1.059	0.785;1.035	-0.199;0.221	#	0.708;1.028	0.227;0.601	-0.147;0.293	-0.114;0.176	0.379;0.739	0.494;0.940	0.315;0.563	000001	1.000	1.000	1	40.23	48526	881	0.94		30	30
0.316;0.606	0.434;0.704	0.359;0.829	0.484;0.764	#	0.215;0.695	-0.121;0.369	#	0.493;0.803	0.280;0.730	0.229;0.489	0.212;0.664	0.195;0.505	0.357;0.607	0.188;0.508	-0.174;0.232	0.387;0.654	000001	1.000	1.000	1	85.24	48549	904	0.88		30	30
-0.052;0.348	-0.176;0.204	0.392;0.862	0.845;1.155	0.820;1.180	-0.127;0.263	0.333;0.793	-0.195;0.195	0.493;0.783	0.407;0.697	0.795;1.205	-0.069;0.344	#	0.601;1.011	-0.185;0.285	-0.099;0.287	0.303;0.630	010000	1.000	1.000	1	33.32	48561	916	0.94		30	30
-0.104;0.186	#	0.120;0.550	0.588;0.938	0.810;1.190	0.383;0.783	#	0.581;1.031	0.147;0.517	#	#	0.592;0.877	#	-0.126;0.354	0.582;1.082	0.687;0.994	0.385;0.662	000001	1.000	1.000	1	41.43	48576	931	0.71		30	30
#	0.015;0.355	0.294;0.714	0.488;0.968	0.865;1.135	0.384;0.734	0.069;0.419	0.559;1.009	-0.133;0.147	-0.172;0.198	0.755;1.225	0.613;0.879	0.462;0.762	0.685;0.985	0.633;0.963	0.666;0.933	0.480;0.758	100010	1.000	1.000	1	40.96	48579	934	0.94		30	30
0.710;1.070	-0.100;0.200	0.835;1.165	0.875;1.125	0.496;0.856	0.855;1.145	0.734;1.054	-0.076;0.304	0.598;0.868	0.542;0.792	0.109;0.449	0.366;0.739	0.748;1.138	0.167;0.527	0.162;0.482	0.306;0.553	0.294;0.681	010000	1.000	1.000	1	33.08	48624	979	1.00		30	30
0.070;0.460	-0.064;0.406	-0.012;0.418	-0.123;0.367	0.125;0.405	-0.059;0.331	0.075;0.355	0.245;0.665	0.014;0.414	#	-0.017;0.433	0.086;0.179	0.001;0.431	0.016;0.366	0.060;0.430	0.284;0.591	0.224;0.641	001000	0.009	0.789	1	7.64	981	981	0.94		0	0
0.434;0.764	0.234;0.684	#	-0.021;0.349	0.025;0.365	#	0.263;0.653	0.133;0.473	0.176;0.616	-0.106;0.314	0.188;0.588	0.586;0.900	0.177;0.557	0.090;0.470	0.416;0.696	0.096;0.531	0.511;0.928	001010	1.000	1.000	2	153.41	48630	985	0.88		30	30
-0.114;0.246	0.184;0.434	-0.130;0.310	-0.115;0.235	0.046;0.296	0.087;0.537	0.073;0.503	0.541;0.811	0.195;0.540	0.090;0.420	0.028;0.488	0.645;0.891	0.044;0.534	0.044;0.364	0.473;0.973	0.789;0.851	0.675;0.973	001000	0.100	1.000	1	12.00	999	999	1.00		0	0
0.770;1.230	0.763;1.143	0.759;1.039	0.714;1.074	0.605;1.075	-0.223;0.227	0.608;0.878	#	0.850;1.150	-0.111;0.139	0.571;1.051	0.486;0.771	0.449;0.889	#	0.337;0.637	0.283;0.758	0.426;0.773	001000	1.000	1.000	1	36.55	48671	1026	0.88		30	30
0.395;0.725	0.065;0.395	0.347;0.787	0.527;0.847	0.289;0.669	0.333;0.623	0.266;0.766	#	0.206;0.506	0.441;0.771	0.463;0.843	0.375;0.857	0.623;1.103	0.175;0.455	0.335;0.835	0.242;0.618	0.427;0.695	000001	1.000	1.000	1	79.50	48714	1069	0.94		30	30
0.870;1.130	0.860;1.140	0.728;1.198	0.699;1.199	0.766;1.116	#	0.850;1.150	0.298;0.588	0.780;1.220	-0.036;0.374	0.704;1.064	0.432;0.766	0.875;1.125	0.618;0.978	0.208;0.698	0.360;0.835	0.358;0.765	001000	1.000	1.000	1	55.66	49453	1075	0.94		59	59
#	#	0.208;0.518	0.665;0.975	0.274;0.524	0.347;0.717	0.649;1.019	0.667;0.977	0.361;0.651	0.266;0.566	#	0.063;0.318	-0.162;0.308	0.069;0.449	#	0.124;0.539	0.179;0.467	100000	1.000	1.000	1	69.87	48725	1080	0.76		30	30
0.703;1.203	0.830;1.080	0.563;0.963	0.557;0.897	0.477;0.977	0.310;0.730	0.606;0.936	0.382;0.832	0.431;0.801	0.594;0.904	0.515;0.875	0.518;0.960	0.623;1.123	0.780;1.220	#	0.520;0.895	#	001000	1.000	1.000	1	40.03	48751	1106	0.88		30	30
0.576;0.856	0.592;0.862	0.251;0.501	0.402;0.712	0.258;0.578	0.338;0.628	0.170;0.630	0.046;0.476	0.154;0.604	0.331;0.801	0.508;0.808	-0.007;0.435	0.469;0.799	0.448;0.728	0.058;0.468	0.153;0.440	0.187;0.464	000100	1.000	1.000	1	76.03	48762	1117	1.00		30	30
0.013;0.353	0.467;0.635	0.139;0.579	0.157;0.487	0.176;0.526	0.023;0.413	0.231;0.561	0.075;0.475	0.125;0.495	0.073;0.423	0.310;0.700	0.241;0.526	0.131;0.441	0.044;0.344	#	0.008;0.454	0.181;0.637	000100	0.031	0.889	1	3.67	1121	1121	0.94		0	0
-0.086;0.224	#	-0.160;0.259	#	-0.215;0.265	-0.162;0.605	-0.183;-0.149	0.261;0.784	#	#	#	0.368;0.910	0.111;0.274	0.173;0.362	#	0.302;0.912	0.394;0.922	001000	0.063	0.938	1	39.12	1123	1123	0.65		0	0
0.149;0.419	0.106;0.586	0.091;0.351	0.087;0.477	0.062;0.472	0.114;0.444	0.025;0.525	0.302;0.622	0.031;0.401	-0.007;0.483	0.096;0.536	-0.179;0.653	-0.043;0.447	-0.052;-0.009	0.255;0.510	0.266;0.721	0.267;0.653	000110	0.013	0.812	1	13.62	1169	1169	1.00		0	0
0.214;0.564	0.244;0.554	0.402;0.812	0.160;0.440	-0.015;0.335	0.041;0.361	0.080;0.480	0.294;0.644	0.183;0.653	#	0.169;0.509	0.266;0.748	0.503;0.893	0.175;0.575	#	0.362;0.639	0.537;0.825	001010	1.000	1.000	2	130.52	48843	1198	0.88		30	30
-0.028;0.422	-0.102;0.228	0.610;1.030	0.515;0.865	0.191;0.581	0.303;0.663	-0.137;0.273	0.420;0.860	0.345;0.685	0.121;0.411	-0.042;0.228	0.342;0.823	-0.217;0.263	0.202;0.642	0.496;0.986	#	0.398;0.775	100001	1.000	1.000	3	74.01	48933	1288	0.94		30	30
0.747;1.247	0.481;0.831	0.775;1.115	0.575;0.915	0.298;0.668	0.664;1.094	0.374;0.694	0.180;0.600	0.490;0.990	0.830;1.170	0.437;0.787	0.225;0.667	0.790;1.210	0.079;0.419	0.230;0.560	0.283;0.719	0.417;0.715	000010	1.000	1.000	1	36.48	49037	1392	1.00		30	30
-0.053;0.307	#	-0.020;0.260	0.025;0.275	-0.071;0.259	0.052;0.532	-0.078;0.222	-0.117;0.303	0.096;0.356	0.324;0.724	0.001;0.451	-0.035;0.260	-0.041;0.309	#	-0.134;-0.070	-0.057;0.249	-0.073;0.364	010000	0.100	1.000	1	4.00	1429	1429	0.88		0	0
0.168;0.578	-0.113;0.327	0.084;0.584	0.345;0.845	0.112;0.612	0.060;0.410	-0.082;0.288	0.441;0.911	0.337;0.457	#	0.210;0.437	0.351;0.656	#	-0.042;0.248	0.335;0.595	0.413;0.908	0.181;0.647	000010	0.031	0.889	1	12.33	1434	1434	0.88		0	0
-0.195;0.195	-0.184;0.186	0.176;0.207	-0.141;0.149	-0.228;0.232	0.158;0.648	#	-0.013;0.247	-0.022;0.328	0.054;0.354	-0.218;0.222	#	0.324;0.754	-0.019;0.441	-0.027;0.223	-0.104;0.302	-0.069;0.298	010000	0.100	1.000	1	2.33	1449	1449	0.88		0	0
0.298;0.638	0.339;0.839	0.411;0.711	0.453;0.953	0.545;0.985	#	0.539;0.969	0.266;0.766	0.181;0.631	0.216;0.546	0.492;0.982	0.115;0.498	0.359;0.779	0.268;0.548	0.106;0.606	0.134;0.609	0.149;0.427	000110	1.000	1.000	1	61.08	49125	1480	0.94		30	30
0.517;0.857	0.855;1.145	0.492;0.742	0.493;0.823	0.565;0.965	0.549;0.999	0.755;1.245	0.155;0.555	0.066;0.546	0.518;0.858	0.606;0.986	#	0.189;0.639	0.076;0.346	-0.068;0.422	0.125;0.452	0.016;0.314	000001	1.000	1.000	1	47.50	49152	1507	0.94		30	30
0.561;0.981	0.573;1.053	0.606;0.916	0.608;0.868	#	#	0.524;0.834	0.097;0.487	0.632;1.122	0.410;0.800	0.383;0.653	0.031;0.453	0.231;0.511	0.349;0.839	0.127;0.557	0.088;0.543	0.127;0.375	000010	1.000	1.000	1	57.38	49174	1529	0.88		30	30
-0.180;0.230	0.847;1.137	0.642;0.982	0.741;1.181	0.815;1.185	0.741;1.001	0.865;1.135	#	-0.127;0.193	0.628;0.948	0.865;1.135	0.508;0.920	0.196;0.526	#	0.724;1.024	0.328;0.634	0.445;0.821	010000	1.000	1.000	2	42.58	49175	1530	0.88		30	30
0.299;0.779	-0.091;0.169	0.431;0.901	0.507;0.787	0.277;0.527	-0.164;0.226	-0.130;0.310	0.333;0.813	-0.109;0.181	-0.125;0.215	-0.005;0.305	0.325;0.738	#	-0.146;0.224	0.482;0.832	#	0.175;0.671	000110	1.000	1.000	1	64.17	49189	1544	0.88		30	30
0.340;0.630	#	0.284;0.684	0.334;0.784	0.208;0.668	-0.121;0.349	0.328;0.618	0.546;0.976	0.248;0.668	-0.067;0.273	0.307;0.567	0.131;0.455	0.272;0.582	#	0.174;0.524	0.501;0.946	#	001000	1.000	1.000	1	75.37	49222	1577	0.82		30	30
0.283;0.713	0.003;0.473	0.284;0.564	0.317;0.627	0.276;0.726	0.231;0.481	0.328;0.648	0.412;0.812	0.118;0.548	0.293;0.633	0.397;0.657	0.357;0.602	0.145;0.585	-0.093;0.227	0.267;0.617	0.320;0.716	0.204;0.353	000001	0.100	1.000	1	1.00	1583	1583	1.00		0	0
0.870;1.130	0.865;1.135	0.145;0.495	0.004;0.474	0.070;0.460	0.626;0.966	0.184;0.494	#	-0.208;0.262	#	0.008;0.378	-0.024;0.251	-0.136;0.174	-0.160;0.160	0.199;0.679	#	-0.074;0.244	010000	1.000	1.000	1	34.19	49264	1619	0.82		30	30
0.463;0.843	-0.202;0.208	0.449;0.809	0.804;1.094	0.566;1.006	0.041;0.381	-0.169;0.281	-0.140;0.140	0.502;0.802	0.398;0.848	0.550;0.960	0.039;0.423	0.742;1.042	0.324;0.584	-0.025;0.395	-0.209;0.236	0.214;0.601	000010	1.000	1.000	1	34.30	49278	1633	1.00		29	29
