landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	-146.160;146.160	#	#	#	0	4	0	0	#	0	#	0	0	1	0	0	1001010	0.035	0.714	1	13.71	915	141	0.58		7	7
2	#	#	-206.640;206.640	#	0	#	#	#	#	0	#	#	0	0	0	#	#	0	0010100	0.000	0.385	1	74.47	931	142	0.42		13	33
2	#	#	-206.640;206.640	#	0	#	#	#	#	0	#	#	0	0	0	#	#	0	1000000	0.000	0.429	2	74.47	922	142	0.42		26	33
4	2	-3279.360;4785.360	-361.920;373.920	10	#	3	#	4	#	0	#	#	0	#	#	#	#	#	1100011	1.000	1.000	1	26.17	917	143	0.47		6	6
4	#	#	#	#	5	#	#	#	#	#	#	0	0	0	0	0	1	#	1001110	0.000	0.429	3	18.16	918	144	0.42		6	12
4	1	#	#	10	5	#	#	#	1	#	#	0	0	0	0	0	1	#	1001110	1.000	1.000	1	9.67	918	144	0.58		6	6
#	2	#	-202.680;220.680	#	#	#	#	3	#	#	#	#	#	0	0	#	#	0	1000100	0.000	0.348	1	56.17	963	145	0.32		26	53
#	2	#	-202.680;220.680	#	#	#	#	3	#	#	#	#	#	0	0	#	#	0	0100000	0.000	0.213	1	56.17	990	145	0.32		33	53
#	2	4777.740;10602.260	#	1	#	0	0	#	#	#	1	#	#	0	#	0	#	#	1010100	1.000	1.000	1	12.67	919	145	0.42		6	6
#	2	4777.740;10602.260	#	1	#	0	0	#	0	#	1	1	#	0	#	#	#	0	1010100	1.000	1.000	2	12.67	919	145	0.53		6	6
#	#	#	#	2	0	#	2	3	0	#	0	#	1	0	#	#	0	0	1010100	1.000	1.000	1	34.00	920	146	0.53		6	6
1	4	-6720.600;6720.600	-166.320;166.320	#	#	#	#	#	0	#	0	#	2	#	1	#	#	#	1101110	1.000	1.000	3	12.67	921	147	0.42		6	6
#	3	#	-263.200;291.200	2	0	#	#	#	#	0	#	#	#	0	0	#	#	#	1000100	0.000	0.333	1	64.14	945	148	0.37		19	45
#	#	#	#	#	1	0	2	#	#	#	#	#	#	0	#	1	1	1	1111111	1.000	1.000	1	12.50	924	150	0.37		6	6
3	#	-6384.570;6384.570	#	#	0	2	#	#	0	1	0	#	0	#	#	#	0	#	1000110	1.000	1.000	3	15.17	926	152	0.47		6	6
3	#	-6384.570;6384.570	#	#	0	2	0	3	0	1	0	#	0	#	#	#	0	#	1000110	1.000	1.000	2	15.17	926	152	0.58		6	6
1	4	#	#	2	6	#	#	3	#	#	0	0	1	0	1	0	0	#	1010100	1.000	1.000	2	14.83	929	155	0.63		6	6
#	#	-5599.500;5601.500	#	6	#	#	#	#	0	#	0	#	#	0	0	0	0	#	1010100	0.006	0.596	1	46.48	984	158	0.42		26	46
#	4	#	#	1	#	0	3	3	#	0	#	0	0	0	0	0	0	#	0100000	0.000	0.429	1	53.86	806	161	0.63		7	7
#	4	#	#	1	#	0	3	3	#	0	#	0	0	0	0	0	0	#	0010100	0.035	0.714	1	53.86	806	161	0.63		7	7
#	2	#	#	10	1	#	3	#	0	0	0	#	1	#	#	0	#	0	0011100	1.000	1.000	1	43.00	936	162	0.53		6	6
#	#	#	-352.800;352.800	1	#	0	#	#	#	#	#	#	0	#	0	#	0	0	0000100	0.000	0.233	1	50.95	989	163	0.37		41	41
#	#	#	-352.800;352.800	1	#	0	#	#	#	#	#	#	0	#	0	#	0	0	1001000	0.000	0.059	1	50.95	983	163	0.37		14	41
6	#	#	#	#	1	#	0	5	0	0	0	0	#	#	#	#	#	0	0010100	0.000	0.143	1	13.29	938	164	0.47		7	7
6	#	#	#	#	1	#	0	5	0	0	0	0	#	#	#	#	#	0	1001001	0.000	0.429	2	13.29	938	164	0.47		7	7
4	#	-3450.330;3942.330	-225.840;237.840	#	#	3	#	3	#	#	#	#	#	0	0	#	#	#	0001000	0.000	0.307	1	56.96	946	165	0.37		26	33
4	#	-3450.330;3942.330	-225.840;237.840	#	#	3	#	3	#	#	#	#	#	0	0	#	#	#	1100000	0.005	0.593	1	56.96	986	165	0.37		26	33
5	#	-5502.500;5698.500	-285.280;289.280	#	#	0	#	#	#	0	#	#	1	0	#	#	#	#	1000000	0.000	0.278	1	54.08	976	166	0.37		46	53
#	#	#	#	#	6	0	#	#	#	#	0	0	1	#	#	0	#	#	1001000	0.003	0.566	1	37.04	897	166	0.32		19	25
#	#	#	-357.880;367.880	#	0	#	#	#	0	0	#	#	0	0	#	0	#	#	0010100	0.000	0.405	2	76.35	931	167	0.37		45	96
#	1	-7771.710;8133.710	#	10	#	#	#	#	0	0	#	0	#	#	0	1	0	0	1001000	0.002	0.538	1	42.35	942	168	0.53		13	13
#	#	-5712.510;5712.510	-286.280;288.280	1	1	#	#	#	#	#	1	#	0	#	#	#	1	0	1000001	0.000	-0.323	1	24.26	911	169	0.42		13	19
#	3	#	#	#	0	0	3	6	1	#	#	0	1	0	#	#	1	1	0111010	0.000	0.429	1	11.14	945	171	0.58		7	7
#	3	#	#	#	0	0	3	6	1	#	#	0	1	0	#	#	1	1	1000100	0.000	-0.143	1	11.14	945	171	0.58		7	7
4	#	-2636.350;5204.350	#	3	5	#	#	#	#	0	#	0	#	0	0	0	0	0	1001000	0.001	0.514	1	52.86	946	172	0.58		13	20
4	#	-2636.350;5204.350	#	3	5	#	#	#	#	0	#	0	#	0	0	0	0	0	0010000	0.000	0.057	1	52.86	946	172	0.58		7	20
#	#	-5296.620;8592.620	#	#	2	0	#	#	0	#	#	#	#	0	#	1	#	#	1100000	0.002	0.524	1	42.11	949	173	0.32		21	21
#	#	-5296.620;8592.620	#	#	2	0	#	#	0	#	#	#	#	0	#	1	#	#	0000100	0.000	0.238	1	42.11	949	173	0.32		21	21
5	#	-5375.480;5377.480	-337.680;337.680	8	#	0	0	2	0	#	0	0	0	#	0	0	0	0	1000100	1.000	1.000	1	56.67	690	174	0.79		6	6
5	1	-7180.660;7604.660	#	#	#	#	#	3	0	0	#	#	#	0	0	#	#	0	1100100	0.010	0.629	1	42.58	949	175	0.47		7	20
#	1	-4694.420;4714.420	-375.000;381.000	8	2	#	2	#	#	0	#	#	0	#	#	#	#	0	0000100	0.000	0.286	1	43.33	949	175	0.47		14	14
#	1	-4694.420;4714.420	-375.000;381.000	8	2	#	2	#	#	0	#	#	0	#	#	#	#	0	1100001	0.004	0.571	1	43.33	730	175	0.47		7	14
1	4	-8288.740;8288.740	#	#	1	0	#	6	#	#	0	0	#	#	0	1	1	1	0101000	0.000	0.143	1	22.00	692	176	0.63		7	7
1	4	-8288.740;8288.740	#	#	1	0	#	6	#	#	0	0	#	#	0	1	1	1	1010100	0.000	0.429	1	22.00	692	176	0.63		7	7
#	4	-4900.440;4956.440	54.569;202.560	3	0	2	0	2	#	#	#	#	#	0	#	#	#	#	1000010	0.100	1.000	1	6.00	177	177	0.47		0	0
#	3	#	#	#	#	0	3	3	0	0	0	#	#	0	0	#	0	#	0011100	0.000	0.429	1	70.43	952	178	0.53		6	18
5	#	-5852.530;6020.530	-205.640;207.640	8	#	1	#	#	0	#	#	0	0	#	#	0	#	0	1100110	1.000	1.000	1	31.17	954	180	0.53		6	6
#	#	-4256.380;4256.380	#	1	1	0	0	4	#	#	#	#	1	0	#	1	1	#	1011100	1.000	1.000	2	31.83	956	182	0.53		6	6
#	#	#	-249.280;325.280	#	#	#	3	2	#	0	0	#	0	#	#	#	0	#	1001000	0.000	0.238	1	72.06	828	183	0.37		6	18
#	#	-5149.460;5155.460	#	#	1	#	#	#	0	#	0	#	#	0	0	0	0	0	0010100	0.000	0.292	1	58.04	991	184	0.47		39	86
#	#	-5149.460;5155.460	#	#	1	#	#	#	0	#	0	#	#	0	0	0	0	0	1000000	0.000	0.365	1	58.04	984	184	0.47		73	86
#	1	-4007.380;4505.380	#	4	1	0	3	3	0	0	#	0	#	#	#	0	0	#	1001010	1.000	1.000	2	64.00	958	184	0.63		6	6
5	1	2056.330;17065.670	#	7	6	0	0	#	#	0	#	0	5	0	0	0	0	0	1001000	1.000	1.000	1	23.00	959	185	0.79		6	6
5	1	2056.330;17065.670	#	7	6	0	0	#	#	0	#	0	5	0	#	0	0	#	1001000	1.000	1.000	1	23.00	959	185	0.68		6	6
5	1	#	#	10	#	0	#	#	#	#	#	#	14	0	#	#	#	#	1010100	1.000	1.000	1	28.67	960	186	0.32		6	6
5	1	#	#	10	#	0	#	#	0	#	#	#	14	0	#	#	#	0	1010100	1.000	1.000	2	28.67	960	186	0.42		6	6
3	#	#	#	6	1	#	#	#	0	#	#	0	#	0	#	#	1	0	0001000	0.000	0.429	1	29.71	835	190	0.42		7	7
3	#	#	#	6	1	#	#	#	0	#	#	0	#	0	#	#	1	0	0100100	0.035	0.714	1	29.71	835	190	0.42		7	7
#	#	-3146.390;5590.390	#	#	#	0	#	3	0	0	#	0	0	0	0	#	0	#	1101000	0.000	0.321	1	82.35	889	191	0.53		12	101
#	#	#	#	#	#	0	#	#	0	0	0	#	#	#	0	0	#	#	0100000	0.000	0.133	2	73.51	990	191	0.32		117	285
#	1	-4818.570;7950.570	#	#	6	3	0	#	2	#	0	#	1	#	1	#	0	0	1011000	1.000	1.000	1	9.67	968	194	0.58		6	6
#	4	-7718.690;7738.690	-331.640;333.640	#	#	#	#	4	0	#	0	0	#	0	#	#	#	0	0010100	0.000	-0.143	1	39.78	196	196	0.47		6	26
#	4	-7718.690;7738.690	-331.640;333.640	#	#	#	#	4	0	#	0	0	#	0	#	#	#	0	1100000	0.000	0.429	1	39.78	970	196	0.47		26	26
#	#	-4523.580;8469.580	-89.320;243.320	2	#	#	0	4	#	0	0	#	0	#	0	#	1	#	1100101	1.000	1.000	1	30.50	970	196	0.53		6	6
5	#	-5501.500;5699.500	#	10	7	0	#	#	1	0	#	#	0	0	#	#	0	#	1010110	1.000	1.000	1	13.00	972	198	0.53		6	6
#	#	#	#	#	2	#	#	4	0	#	#	#	1	#	#	#	0	0	0010000	0.000	-0.257	1	48.43	914	202	0.32		6	20
#	#	#	#	#	2	#	#	4	0	#	#	#	1	#	#	#	0	0	1000110	0.035	0.714	3	48.43	976	202	0.32		20	20
#	#	-4704.430;6135.306	#	2	0	0	#	#	0	0	0	#	5	#	0	0	#	#	0010100	1.000	1.000	1	41.50	978	204	0.53		6	6
#	#	#	#	1	#	0	#	#	#	0	#	1	#	0	#	0	0	0	1010100	1.000	1.000	2	24.24	905	205	0.42		13	13
5	#	-6916.630;7196.630	-115.040;147.040	10	#	0	0	3	#	#	#	0	2	1	#	0	0	#	0010101	1.000	1.000	1	33.33	980	206	0.63		6	6
5	#	-6916.630;7196.630	#	10	#	0	#	3	#	#	#	0	2	1	#	#	0	#	0010101	1.000	1.000	1	33.33	980	206	0.47		6	6
5	1	#	#	8	#	0	#	4	0	0	#	0	#	#	#	0	#	0	0000100	0.000	0.143	1	60.54	976	207	0.53		38	38
5	1	#	#	8	#	0	#	4	0	0	#	0	#	#	#	0	#	0	1100010	0.001	0.519	1	60.54	976	207	0.53		25	38
#	#	-5040.450;5040.450	-282.240;282.240	1	1	0	#	#	1	#	#	1	4	#	#	1	#	1	1111101	1.000	1.000	1	15.83	982	208	0.53		6	6
#	#	-5376.480;5376.480	-347.760;347.760	1	#	0	0	7	0	#	#	#	#	#	0	#	0	#	0110101	0.000	0.429	1	13.00	983	209	0.47		7	7
#	#	-5376.480;5376.480	-347.760;347.760	1	#	0	0	7	0	#	#	#	#	#	0	#	0	#	1001000	0.000	-0.143	1	13.00	983	209	0.47		7	7
#	#	-3146.390;5590.390	#	#	#	0	#	3	0	#	#	0	0	0	0	0	#	#	1000000	0.000	0.322	1	79.03	989	210	0.47		87	107
#	#	-3146.390;5590.390	#	#	#	0	#	3	0	#	#	0	0	0	0	0	#	#	0101000	0.000	-0.060	1	79.03	990	210	0.47		19	107
5	1	-5355.480;5397.480	#	#	#	0	#	#	0	0	#	#	#	#	#	#	#	0	0010100	0.000	0.177	1	65.14	985	211	0.37		30	91
#	#	#	#	3	#	#	0	3	#	0	0	#	0	#	0	#	#	0	1100000	0.000	0.364	1	60.58	986	213	0.42		12	31
#	#	#	#	3	#	#	0	3	#	0	0	#	0	#	0	#	#	0	0000100	0.000	0.207	1	60.58	986	213	0.42		19	31
#	#	#	#	#	#	#	#	#	0	0	0	#	0	#	#	#	#	#	0010100	0.000	0.194	1	73.11	992	213	0.21		115	330
