Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	#	3.968;8.415	-0.032;0.109	0.090;0.258	0.769;1.111	#	0.856;1.707	0.578;0.764	#	0.029;0.072	0.004;0.011	#	0.573;1.578	#	#	#	0.328;1.947	#	001100	1.000	1.000	1	66.93	9909	419	0.45		24	24
#	#	#	#	#	#	0.240;0.477	-0.040;0.186	-0.368;0.452	-1.531;5.505	-0.360;0.467	0.189;0.511	0.368;0.804	#	#	#	#	#	#	0.068;0.102	#	0.017;0.879	100001	0.059	0.567	1	68.45	9962	441	0.41		97	171
-89.396;-62.009	0.026;0.067	0.279;0.409	0.227;0.366	#	#	0.018;0.236	#	#	#	#	#	#	#	0.002;0.012	-0.328;0.849	#	0.691;1.820	-0.076;0.601	#	-0.102;1.133	-0.246;0.526	000001	0.100	1.000	1	23.00	466	466	0.50		0	0
#	#	0.189;0.376	#	-0.467;0.467	1.951;6.879	#	#	#	2.132;11.142	#	#	0.201;0.388	#	0.007;0.013	#	#	#	0.371;1.068	#	1.432;2.392	#	001110	1.000	1.000	1	37.00	9973	483	0.36		24	24
#	0.055;0.143	#	#	#	4.454;12.266	#	#	#	#	-0.116;0.291	#	#	#	0.018;0.027	#	-0.376;0.562	0.999;1.992	#	#	0.510;1.470	#	000001	1.000	1.000	1	41.52	9980	490	0.32		24	24
-75.300;-53.475	0.083;0.137	0.021;0.247	0.069;0.184	#	3.507;6.448	#	#	-0.196;0.613	1.433;6.371	#	#	0.328;0.520	0.126;0.192	#	0.097;0.657	#	#	0.256;0.802	#	0.025;1.425	0.686;1.135	110000	0.100	1.000	1	19.00	496	496	0.59		0	0
-75.300;-53.475	0.083;0.137	0.021;0.247	#	#	-1.244;6.448	#	-0.035;0.253	-0.196;0.613	1.433;6.371	#	#	0.328;0.520	0.126;0.192	#	0.097;0.657	#	#	0.256;0.802	#	0.025;1.425	0.686;1.135	110000	1.000	1.000	1	50.84	9986	496	0.59		24	24
#	#	#	0.005;0.110	-0.073;1.144	#	0.458;0.477	#	#	#	-0.360;0.467	#	#	-0.011;0.051	#	-0.128;0.989	#	1.257;2.215	#	0.068;0.102	#	#	100001	0.001	0.402	1	90.19	513	513	0.36		0	0
#	#	#	#	1.030;2.176	4.998;8.123	#	-0.040;0.155	-0.299;0.498	#	-0.278;0.536	#	#	0.027;0.077	#	#	#	#	#	#	0.551;1.676	#	110001	1.000	1.000	1	30.66	9628	529	0.32		23	23
#	0.043;0.157	#	#	#	1.217;5.784	0.320;0.520	#	-0.150;0.591	#	#	#	0.325;0.602	0.023;0.065	0.004;0.012	0.573;1.133	#	0.414;1.510	#	#	-0.009;1.555	-0.213;1.134	100001	0.217	0.737	2	80.93	9962	560	0.50		70	95
-84.890;-64.778	0.082;0.186	#	0.017;0.166	-0.547;0.547	#	-0.048;0.202	#	-0.054;0.687	#	-0.128;0.773	#	#	#	#	-0.409;0.768	-0.137;0.751	-0.616;0.890	#	#	0.740;2.469	-0.169;0.476	001110	0.127	0.662	1	60.71	9797	576	0.55		94	142
#	-0.017;0.130	#	0.190;0.364	-0.204;0.642	#	-0.043;0.239	0.138;0.272	#	#	#	0.438;0.798	#	#	#	#	#	0.108;1.340	#	0.066;0.088	2.267;3.584	#	001000	1.000	1.000	1	70.13	9701	602	0.41		24	24
-95.773;-73.521	#	#	0.228;0.298	-0.432;0.432	3.574;10.664	#	#	0.750;1.570	#	#	0.318;0.662	#	#	#	-0.272;1.078	#	-0.476;1.133	#	#	#	-0.215;0.467	001110	0.123	0.658	1	46.17	9979	625	0.41		48	73
-81.111;-55.007	0.016;0.144	-0.057;0.121	#	-0.146;0.718	#	0.163;0.454	#	-0.144;0.280	0.463;3.672	#	#	0.108;0.544	0.044;0.100	#	#	#	-0.223;1.762	#	#	-0.260;1.770	-0.338;0.613	000001	0.056	0.561	1	101.71	9998	633	0.55		621	1106
#	0.101;0.211	#	0.090;0.168	#	#	0.339;0.480	0.057;0.272	#	0.998;9.268	-0.184;0.581	#	#	#	0.006;0.014	#	-0.319;0.803	-0.574;1.582	#	#	#	-0.162;0.305	001000	1.000	1.000	2	68.19	9877	650	0.45		72	72
#	0.194;0.276	#	0.024;0.165	#	3.802;10.893	-0.003;0.315	#	-0.120;0.552	#	#	#	#	#	0.005;0.015	#	-0.341;0.781	#	#	0.050;0.085	#	#	000100	1.000	1.000	1	37.56	9761	662	0.36		24	24
-89.396;-62.009	0.026;0.113	0.279;0.409	0.227;0.366	-0.164;0.594	#	0.018;0.236	#	#	#	#	0.700;0.945	#	#	0.002;0.012	-0.328;0.849	#	0.691;1.820	#	#	-0.102;1.133	-0.246;1.229	000001	1.000	1.000	1	45.01	9956	857	0.55		23	23
#	0.139;0.195	#	0.124;0.296	0.184;0.995	1.021;7.391	#	#	#	0.866;5.310	0.052;0.496	#	0.164;0.567	#	#	#	#	#	#	0.073;0.112	0.612;1.572	-0.028;0.960	100001	1.000	1.000	1	61.15	9972	873	0.45		23	23
#	0.139;0.195	#	0.124;0.296	0.184;0.995	1.021;7.391	#	#	#	0.866;5.310	0.052;0.496	#	0.164;0.567	0.067;0.188	#	#	#	#	#	#	0.612;1.572	-0.028;0.960	100001	1.000	1.000	1	61.15	9972	873	0.45		23	23
#	0.055;0.143	#	#	#	4.454;12.266	#	#	#	#	-0.116;0.291	#	0.496;0.740	#	0.018;0.027	#	-0.376;0.562	0.999;1.992	#	#	#	#	000001	1.000	1.000	1	41.79	9980	881	0.32		23	23
#	0.026;0.122	#	#	#	#	-0.078;0.244	#	0.591;1.095	#	#	#	#	#	0.005;0.011	0.232;0.773	#	#	#	#	#	-0.054;0.754	001100	0.046	0.539	1	49.67	9913	901	0.27		138	256
-68.599;-56.617	0.008;0.064	0.001;0.134	0.019;0.110	#	#	0.022;0.213	#	#	-1.531;4.446	#	#	0.092;0.403	-0.011;0.093	#	-0.034;0.680	#	#	0.060;0.341	0.066;0.092	#	#	100001	0.054	0.557	1	84.82	9983	944	0.50		205	368
#	#	#	#	-0.599;0.599	#	#	-0.002;0.266	#	#	#	#	#	0.071;0.132	0.009;0.015	-0.140;1.056	-0.562;0.701	#	0.766;1.152	0.063;0.109	#	-0.145;0.716	000100	1.000	1.000	1	60.64	9654	946	0.41		22	22
-68.599;-56.617	0.008;0.064	0.001;0.134	0.019;0.110	#	#	0.022;0.213	-0.061;0.204	#	-1.531;4.446	#	#	0.092;0.403	-0.011;0.093	#	-0.034;0.680	#	#	0.060;0.341	0.066;0.092	#	#	100001	0.053	0.556	1	84.82	9983	991	0.55		203	365
-88.539;-72.706	0.008;0.107	0.094;0.332	0.106;0.189	-0.311;0.324	7.379;15.071	#	#	#	2.544;6.494	#	0.346;0.657	-0.039;0.225	-0.003;0.109	#	#	0.322;1.008	#	#	#	0.347;1.554	-0.412;0.898	001110	0.130	0.665	2	77.90	9959	1014	0.59		139	209
-95.773;-73.521	#	#	0.228;0.298	#	#	0.021;0.122	#	0.966;1.354	#	#	0.318;0.662	#	#	0.005;0.012	#	#	#	#	0.066;0.091	#	#	001110	0.123	0.657	1	46.19	9979	1016	0.32		46	70
-90.854;-78.444	#	#	#	0.520;1.580	#	#	#	-0.220;0.464	1.435;7.606	-0.133;0.324	0.314;0.483	#	#	0.006;0.012	0.473;1.591	#	#	0.380;0.662	0.099;0.156	#	0.951;1.777	010000	1.000	1.000	1	56.72	9726	1018	0.50		23	23
-81.111;-55.007	#	-0.057;0.121	#	-0.146;0.718	#	0.163;0.454	0.038;0.172	-0.144;0.426	0.463;3.672	-0.294;0.631	#	#	0.044;0.081	#	#	#	#	#	#	-0.540;1.770	-0.173;0.365	000001	0.057	0.565	1	108.99	9963	1024	0.50		366	648
#	0.194;0.276	#	#	#	3.802;10.893	-0.003;0.315	#	#	#	0.018;0.437	#	#	#	0.005;0.015	#	-0.341;0.781	#	#	0.050;0.113	#	#	000100	1.000	1.000	1	37.83	9761	1053	0.32		23	23
#	0.194;0.276	#	#	#	3.802;10.893	-0.003;0.315	#	#	#	#	#	0.038;0.249	#	0.005;0.015	#	-0.341;0.781	#	#	0.050;0.113	#	#	000100	1.000	1.000	1	37.83	9761	1053	0.32		23	23
#	#	0.001;0.134	-0.033;0.197	-0.073;1.144	#	0.231;0.504	#	#	#	-0.360;0.467	0.293;0.451	#	-0.011;0.051	#	#	#	#	#	#	#	#	100001	0.076	0.598	1	73.31	9888	1059	0.32		205	343
-88.539;-72.706	#	0.094;0.332	0.106;0.189	#	7.379;11.031	-0.060;0.153	#	-0.012;0.615	#	-0.030;0.476	0.394;0.657	-0.039;0.225	-0.003;0.109	#	#	0.004;1.023	#	#	0.046;0.111	0.347;1.554	#	001110	0.054	0.558	1	74.41	9959	1087	0.59		115	206
#	#	#	#	-0.073;1.144	#	0.240;0.504	-0.040;0.186	#	-1.531;5.505	-0.360;0.467	0.189;0.451	0.368;0.804	-0.011;0.051	#	#	#	#	#	0.068;0.102	#	0.017;0.879	100001	0.132	0.667	1	105.44	9872	1164	0.45		44	66
#	#	0.001;0.093	-0.033;0.197	-0.073;1.144	#	#	#	#	#	-0.360;0.467	#	#	-0.011;0.051	0.007;0.012	#	#	0.899;1.857	#	#	#	-0.082;1.210	100001	0.076	0.596	1	83.14	9983	1180	0.36		136	228
#	#	0.001;0.134	-0.033;0.197	-0.073;1.144	#	0.231;0.504	#	#	#	-0.360;0.467	0.293;0.451	#	-0.011;0.051	#	#	-0.269;0.535	#	#	#	#	#	100001	0.076	0.598	1	73.31	9888	1180	0.36		202	338
#	#	0.087;0.297	#	#	#	-0.078;0.109	#	0.769;1.111	#	0.528;1.707	0.578;0.764	#	0.029;0.148	0.004;0.011	0.232;0.773	-0.002;1.578	#	#	#	0.328;1.947	-0.274;1.076	001100	1.000	1.000	1	68.93	9909	1201	0.50		22	22
#	0.008;0.064	0.001;0.134	#	-0.184;1.806	#	#	#	#	-1.531;4.446	#	#	0.172;0.350	#	#	#	#	#	0.060;0.341	0.066;0.092	#	0.024;0.473	100001	0.048	0.546	1	82.19	9983	1234	0.36		245	449
-81.111;-55.007	0.016;0.144	-0.057;0.121	#	-0.146;0.718	-0.184;5.464	0.163;0.454	#	-0.144;0.426	0.463;3.672	-0.294;0.631	#	#	#	#	#	#	0.340;1.762	0.218;0.500	#	-0.260;1.770	-0.338;0.613	000001	0.051	0.552	1	97.27	9998	1237	0.59		581	1053
-89.396;-62.009	0.026;0.113	0.279;0.409	0.227;0.366	#	#	0.018;0.236	#	#	#	#	#	#	#	0.002;0.012	-0.328;0.849	#	#	#	0.061;0.102	-0.102;1.133	-0.246;0.526	000001	1.000	1.000	1	44.57	9956	1248	0.45		22	22
-95.773;-72.706	#	#	0.228;0.298	#	4.661;10.664	#	#	0.750;1.570	0.151;6.494	#	0.424;0.547	#	-0.003;0.109	#	#	0.322;1.023	#	#	0.066;0.091	0.847;1.588	-0.412;0.898	001110	1.000	1.000	1	83.44	9979	1271	0.50		22	22
-104.036;-71.941	0.055;0.143	#	#	#	4.454;12.266	#	#	#	#	-0.116;0.291	#	#	#	0.018;0.027	#	-0.376;0.562	0.999;1.992	#	#	#	#	000001	1.000	1.000	1	41.52	9980	1272	0.32		22	22
#	#	#	#	1.030;2.176	4.998;8.123	#	-0.040;0.155	-0.299;0.498	#	-0.142;0.401	#	#	0.027;0.077	#	#	#	#	#	#	0.551;1.676	#	110001	1.000	1.000	2	30.36	9628	1311	0.32		21	21
#	0.022;0.137	#	#	0.989;1.400	-0.029;5.740	0.052;0.320	#	#	0.067;3.276	-0.091;0.501	#	#	0.000;0.044	0.003;0.011	#	#	#	#	#	#	1.129;1.614	100000	0.220	0.739	1	69.04	9990	1317	0.41		65	88
-84.890;-64.778	0.082;0.186	#	0.017;0.166	-0.547;0.547	#	-0.048;0.202	#	#	#	-0.128;0.773	#	#	#	#	-0.409;0.768	-0.137;0.751	#	#	#	0.740;2.469	-0.295;0.476	001110	0.132	0.667	1	60.71	9797	1330	0.45		88	132
-81.111;-55.007	0.016;0.213	-0.011;0.091	#	-0.146;0.718	#	0.163;0.454	#	#	#	#	0.448;0.639	#	#	#	0.403;1.213	#	0.340;1.762	0.218;0.500	#	#	#	000001	0.081	0.605	1	88.33	9992	1336	0.41		376	622
#	#	#	#	-0.599;0.599	#	#	-0.002;0.266	0.227;0.728	#	#	#	#	0.071;0.132	0.009;0.015	-0.140;1.056	-0.270;0.701	#	0.766;1.152	0.063;0.109	1.524;2.731	-0.145;0.716	000100	1.000	1.000	1	60.29	9654	1337	0.50		21	21
#	0.079;0.142	#	0.017;0.173	#	4.661;15.357	-0.048;0.202	#	0.097;0.895	#	-0.128;0.773	#	#	#	#	#	#	-0.616;0.890	#	#	0.740;2.469	#	001110	0.073	0.593	1	62.37	9675	1343	0.36		64	108
#	-0.017;0.130	#	#	#	#	#	#	#	#	0.171;0.689	#	#	#	#	0.003;1.296	0.101;0.803	-0.574;1.582	0.415;0.578	#	2.267;3.584	-0.162;0.884	001000	1.000	1.000	2	70.74	9701	1384	0.36		22	22
#	-0.021;0.113	0.001;0.093	#	-0.073;1.058	-2.773;5.760	0.240;0.477	#	#	#	-0.351;0.550	-0.009;0.511	#	-0.011;0.051	#	0.198;0.989	#	#	#	#	-0.464;1.456	0.127;1.204	100001	0.070	0.588	1	81.71	9888	1420	0.50		154	262
#	#	0.001;0.134	-0.114;0.197	-0.073;1.144	#	0.231;0.504	#	#	#	-0.360;0.467	0.293;0.451	#	-0.011;0.051	#	#	-0.269;0.535	#	#	#	#	#	100001	0.077	0.599	1	73.31	9888	1420	0.36		197	329
-79.999;-68.445	#	0.098;0.270	-0.014;0.220	#	#	#	#	0.106;0.516	#	#	0.567;0.617	#	0.005;0.118	#	#	#	-0.448;2.120	#	0.057;0.118	#	0.280;1.095	011000	0.046	0.541	1	84.34	9957	1467	0.41		152	281
#	-0.045;0.102	#	#	-0.648;0.791	#	-0.029;0.212	-0.058;0.183	#	-2.180;4.979	#	0.189;0.580	0.162;0.364	#	#	#	0.045;0.531	1.168;2.092	-0.115;0.662	0.066;0.089	#	-0.094;0.462	100001	0.132	0.667	1	111.20	9942	1479	0.55		44	66
-68.148;-57.022	#	0.001;0.093	-0.033;0.105	-0.073;1.144	#	#	-0.112;0.176	#	#	-0.360;0.467	0.189;0.511	#	-0.011;0.051	#	#	#	#	#	#	-0.628;0.991	#	100001	0.129	0.664	2	84.78	9983	1502	0.41		174	262
#	#	0.087;0.297	#	-0.484;0.521	3.968;8.415	-0.032;0.109	#	0.769;1.111	#	0.856;1.707	#	#	0.029;0.072	0.004;0.011	0.232;0.773	#	#	#	#	0.328;1.947	-0.274;1.076	001100	1.000	1.000	1	68.94	9909	1592	0.50		21	21
#	#	0.001;0.093	#	-0.073;1.144	#	-0.052;0.179	#	#	-0.125;5.505	-0.360;0.467	0.189;0.511	#	-0.011;0.051	0.001;0.013	#	#	0.899;1.857	-0.054;0.501	0.058;0.105	-0.628;0.991	-0.082;1.210	100001	1.000	1.000	2	109.26	9983	1593	0.59		87	87
#	#	0.214;0.297	#	#	#	-0.078;0.244	#	0.661;0.969	5.929;9.262	#	#	#	0.031;0.079	#	#	-0.002;1.232	#	0.386;0.762	0.060;0.089	#	-0.054;0.556	001100	0.122	0.656	1	46.14	9913	1596	0.41		42	64
#	0.120;0.195	0.001;0.134	0.003;0.120	#	-1.158;4.370	#	#	#	#	-0.143;0.584	#	#	0.023;0.088	0.004;0.013	#	-0.228;0.576	#	#	0.062;0.120	0.745;2.419	#	100001	1.000	1.000	1	87.02	9937	1620	0.45		43	43
-89.396;-62.009	0.026;0.113	0.279;0.409	#	#	#	#	#	#	#	#	#	#	#	0.002;0.012	-0.328;0.849	#	0.691;1.820	#	#	-0.102;1.990	#	000001	1.000	1.000	1	42.93	9956	1639	0.32		21	21
-88.539;-72.706	#	#	0.106;0.189	#	7.379;11.031	#	#	#	2.544;6.494	#	#	#	0.006;0.109	#	#	0.004;1.023	#	#	#	#	#	001110	0.059	0.568	1	62.26	9959	1642	0.27		196	345
#	0.097;0.179	#	0.033;0.176	0.294;1.404	#	#	#	#	#	-0.128;0.563	#	#	0.027;0.090	0.015;0.023	0.062;1.316	#	#	0.331;0.877	0.102;0.144	#	#	010010	1.000	1.000	2	45.13	9966	1649	0.41		21	21
-75.350;-45.823	#	#	#	-0.073;0.656	#	#	#	-0.368;0.452	-1.848;4.979	#	0.555;0.844	0.329;0.494	#	#	#	#	1.071;1.336	#	0.077;0.117	#	#	100001	1.000	1.000	1	61.84	9972	1655	0.36		21	21
-88.952;-58.141	#	0.189;0.376	#	#	#	-0.028;0.122	#	#	#	#	#	0.105;0.388	#	#	#	#	#	0.371;1.068	0.064;0.091	1.432;2.392	-0.259;0.334	001110	1.000	1.000	1	37.77	9973	1656	0.36		21	21
#	0.055;0.143	#	#	#	-0.671;12.266	0.381;0.558	#	#	#	-0.116;0.291	0.422;0.749	#	#	0.018;0.027	#	-0.376;0.562	0.999;1.992	#	#	#	#	000001	1.000	1.000	1	40.80	9980	1663	0.36		21	21
#	0.008;0.064	0.001;0.093	#	#	#	-0.052;0.179	#	#	-1.531;5.505	-0.360;0.467	#	0.172;0.350	-0.011;0.051	#	#	#	0.899;1.857	-0.054;0.341	0.066;0.105	#	0.024;1.210	100001	0.228	0.744	1	110.04	9983	1666	0.50		64	86
-88.539;-72.706	#	#	0.106;0.189	#	7.379;11.031	#	#	#	2.544;6.494	#	#	#	#	#	#	#	-0.232;0.795	#	0.064;0.089	#	#	001110	0.136	0.671	1	75.94	9959	1670	0.27		173	258
#	#	#	#	1.030;2.176	4.998;8.123	#	-0.040;0.155	-0.299;0.498	#	#	#	#	-0.025;0.077	#	#	#	#	#	#	0.551;1.676	#	110001	1.000	1.000	1	29.55	9628	1702	0.27		20	20
#	#	#	#	1.030;2.176	4.998;8.123	0.243;0.530	-0.040;0.155	-0.299;0.498	#	#	#	#	0.027;0.077	#	#	#	#	#	#	0.551;1.676	#	110001	1.000	1.000	1	29.55	9628	1702	0.32		20	20
#	#	#	#	0.677;1.400	#	#	#	#	-1.755;5.280	-0.091;0.501	0.373;0.668	#	#	0.003;0.011	#	#	1.369;3.526	0.259;0.786	0.078;0.101	#	1.129;1.614	100000	0.127	0.661	1	62.34	9990	1708	0.41		84	127
#	0.016;0.213	-0.057;0.121	#	-0.146;1.156	#	0.163;0.454	#	-0.144;0.280	0.463;3.672	#	#	0.108;0.544	0.044;0.100	0.002;0.013	0.065;1.213	#	-0.223;1.762	#	#	-0.260;1.770	-0.338;0.613	000001	0.064	0.576	1	100.45	9998	1718	0.59		552	958
-84.890;-64.778	0.082;0.186	#	0.017;0.166	-0.547;0.324	#	-0.048;0.202	#	#	#	-0.128;0.773	#	#	#	#	-0.409;0.768	-0.137;0.751	#	#	#	0.740;2.469	-0.295;0.476	001110	0.126	0.661	1	60.71	9797	1749	0.45		82	124
#	0.101;0.211	#	0.090;0.168	#	#	0.339;0.480	#	#	0.998;9.268	-0.184;0.581	#	0.454;0.704	#	#	#	#	-0.574;1.582	#	#	#	#	001000	0.143	0.677	1	52.98	9877	1823	0.32		42	62
#	0.194;0.276	#	#	#	3.802;10.893	-0.003;0.315	#	#	#	0.018;0.437	#	#	#	#	#	-0.341;0.781	0.232;1.875	#	0.065;0.098	#	#	000100	1.000	1.000	2	35.93	9761	1835	0.32		21	21
#	0.022;0.137	#	#	0.989;1.400	-0.029;5.740	0.052;0.320	-0.035;0.149	-0.181;0.362	#	-0.091;0.501	#	#	#	0.003;0.011	#	#	#	#	#	#	1.129;1.614	100000	0.057	0.565	1	59.28	9990	1839	0.41		83	147
#	-0.021;0.113	0.001;0.093	-0.016;0.096	-0.073;1.058	-2.773;5.760	0.240;0.477	#	#	#	-0.351;0.550	-0.009;0.511	#	-0.011;0.051	#	0.198;0.989	#	#	#	#	-0.464;1.456	0.127;1.204	100001	0.068	0.585	1	81.71	9888	1846	0.55		145	248
#	0.026;0.122	0.089;0.295	0.136;0.217	-0.441;0.441	#	#	#	0.591;1.059	#	0.242;0.723	#	#	#	#	-0.459;0.949	#	#	0.243;0.778	0.059;0.086	0.606;2.444	-0.054;0.754	001100	1.000	1.000	2	60.72	9791	1865	0.50		41	41
#	-0.045;0.102	#	0.002;0.140	-0.648;0.791	#	-0.029;0.212	-0.058;0.183	#	-2.180;4.979	#	0.189;0.580	0.162;0.364	#	#	#	0.045;0.531	1.168;2.092	-0.115;0.662	0.066;0.089	-0.214;1.213	-0.094;0.462	100001	0.132	0.667	1	111.18	9942	1870	0.64		42	63
#	#	0.003;0.127	#	1.412;1.994	-3.749;5.145	#	#	#	5.075;5.268	#	#	0.431;0.688	-0.024;0.102	#	#	-0.150;0.620	#	0.146;0.494	#	-0.095;1.442	0.815;2.054	000001	0.003	0.500	1	150.00	1897	1897	0.45		0	0
