Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.472;2.409	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.125;0.356	#	#	#	#	#	-0.182;0.381	-0.022;0.492	-1.601;0.560	#	#	-0.047;0.065	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	82.17	9825	1115	0.18		25	50
-0.472;2.409	#	#	#	#	#	#	#	#	0.185;0.268	#	#	#	#	#	#	#	#	#	#	#	0.125;0.356	#	#	#	#	#	-0.182;0.381	-0.022;0.492	-0.527;0.560	#	#	-0.047;0.065	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	93.43	9825	1115	0.21		25	25
-3.441;4.396	#	#	#	-0.012;0.042	#	#	#	#	#	#	#	#	-0.049;0.114	-34.164;14.942	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.222	0.860	1	71.11	9883	1173	0.12		24	75
1.201;8.347	0.024;0.054	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.198;0.484	#	#	011001001010011010010001000000010101000010000000000000000000000001000000100000010000000000010000010101010000010010000100111000000000000000000000000000100000000000000010000000	0.108	0.800	1	650.29	9960	1250	0.09		25	8224
#	#	#	#	0.069;0.099	#	#	#	#	#	#	#	#	0.214;0.356	#	0.304;1.522	-0.011;0.055	#	#	#	#	#	#	#	#	#	0.003;0.041	#	#	#	#	0.472;0.760	#	001000001010001010011001101010010100000000000100000000000000010000000101000000010000001000010001010100010000010011001010001000000000000000000000100000000000000100000000000000	0.239	0.867	1	340.04	9712	1353	0.18		24	98
-3.441;4.396	#	#	#	-0.012;0.042	#	#	#	#	#	#	#	#	-0.049;0.114	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.028;0.064	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.221	0.860	1	71.10	9883	1524	0.12		23	72
0.141;5.212	#	#	#	#	#	0.198;0.595	#	#	#	#	#	#	#	-90.317;-63.036	#	0.069;0.119	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	131.92	9894	1535	0.12		23	23
-0.472;2.409	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.125;0.356	#	#	#	#	0.002;0.023	-0.182;0.381	#	#	#	-0.196;0.381	-0.047;0.065	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	82.10	9825	1817	0.18		23	46
-3.441;4.396	#	#	#	-0.012;0.042	#	#	#	#	#	-0.101;0.245	#	#	-0.049;0.114	#	#	#	#	#	#	#	-0.047;0.423	#	#	#	#	#	#	#	#	0.584;1.134	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.221	0.860	1	71.10	9883	1875	0.18		22	69
#	#	#	#	-0.012;0.042	#	#	#	#	0.105;0.234	#	#	#	#	#	#	#	-0.064;0.200	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.049;0.085	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.513	0.935	1	82.04	9883	1875	0.12		22	45
#	#	#	#	#	#	#	#	#	#	#	0.071;0.121	#	#	#	1.618;2.513	#	#	#	#	#	#	#	#	1.120;5.927	0.002;0.051	#	#	#	#	#	#	#	010000000100000101000101000000011001000000000000000000000001000000001000000100000000101000000000100100000000010001010000000000000000001000000000000000000000000000000000000000	0.184	0.844	1	222.49	9687	2030	0.12		22	136
#	#	#	#	#	#	#	-1.676;2.532	-0.087;0.264	#	#	#	#	#	-94.423;-34.404	0.354;1.199	-0.011;0.033	#	0.094;0.325	#	#	#	#	#	-0.523;4.083	#	#	0.307;0.602	#	#	#	0.316;0.560	#	010001101010100110100000101000010000000000000000000001000000000000000000110000010000001000010010000001010000010011000100000000010010000000000000000000000100000000000000000000	0.105	0.798	2	766.89	9728	2071	0.27		22	2127
-0.472;2.409	#	#	#	-0.025;0.042	#	#	#	#	#	#	#	-0.232;0.420	#	#	#	#	#	#	#	#	0.125;0.356	#	#	#	#	#	-0.182;0.381	-0.022;0.492	-0.527;0.560	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	82.01	9825	2168	0.21		22	44
#	#	#	#	#	#	#	-0.250;2.186	#	#	#	#	#	#	-90.317;-63.036	#	0.069;0.119	#	#	#	#	#	#	#	5.486;9.391	#	#	#	#	#	#	#	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	127.98	9894	2237	0.12		21	21
1.351;4.463	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.333;0.742	#	#	-0.662;2.242	#	#	#	#	#	#	#	#	#	#	#	#	100000000101001001010101010110000101000000000000000000000001000000001000000000000010100000000001000100001100010011000100000000000000000000000000000000000000010000000000000000	0.117	0.807	2	607.93	9915	2258	0.09		22	3335
#	#	#	#	#	0.160;0.717	#	#	#	#	#	#	#	#	#	#	#	#	#	-20708052979835702729174538715985984926404376228121604517477315302036767019588960473649604989188055248499285065275170521791073622622808670302522897222689674736251300103585792.000;40908053181835908791506111916379827800297930318157250009228307035172011759030317445679615224014630906552766527424012439588746686653433834363129381470899582391672367963176960.000	#	#	#	-0.023;0.251	#	#	#	#	#	#	#	#	#	010100000101000101100101000101000000100000000000000000000000000000010101100000010000000000001010101010101000110110000100000000000000001000000000000011000000000000000000000000	0.086	0.782	1	641.27	9928	2271	0.09		22	5896
2.254;8.708	#	#	0.495;0.932	#	0.482;1.076	#	#	#	0.107;0.240	#	#	#	#	#	#	#	#	#	-14241301414264230914180949321483580510553641932370502653499505390345113198509243441237990024235193343138482924309567843722871971140213035693327291845339892950953781576597504.000;34243503434264248566220803356578072889572973284517012984582159281796098081952356354635272654772579453147811442286806234022416981731533770172918484902421848038987277893894144.000	#	#	#	0.053;0.254	#	#	#	0.451;0.841	#	#	#	#	#	010001101010000010000010101000011010000000000000000000010000001100000000100000110001000011010000000000010100010100101000100001001000000000000000000000000000000010000000000000	0.089	0.785	2	441.88	9983	2326	0.21		22	176
#	#	#	#	#	#	#	#	#	#	#	#	#	#	-145.681;-72.568	1.655;2.724	#	#	#	#	#	#	#	#	#	#	-0.013;0.025	#	#	#	#	#	#	010010000001010100000101000000010001000000000000000000000001000000001001000000000010001000001100100000010100010011000100010001000000000000000000000000000000010000000000000000	1.000	1.000	2	150.64	9690	2384	0.09		21	21
#	#	#	0.110;0.372	#	#	#	#	#	#	#	#	0.258;0.920	#	#	#	#	0.307;0.680	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010000001010000000001000001010010100000000000000000000000000010000000100010000010000000000000011010100000100110010000000000000000000000000000000100000000000000100000000000000	0.129	0.815	1	629.49	9919	2613	0.09		21	5620
#	#	#	#	#	#	-0.238;0.238	#	#	#	#	#	#	#	-28.918;28.918	#	#	#	#	#	#	#	#	#	#	-0.013;0.013	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	50.67	9966	2660	0.09		21	21
#	#	#	#	#	#	#	#	#	#	#	#	#	-0.005;0.240	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.127;1.126	#	#	0.024;0.181	001000000010001010000000101000010010000000000000000000000000000101000100110000010100000000010000000101010001010010100010000000000000000000000100000010000000000000010000000000	0.097	0.792	2	660.11	9977	2671	0.09		21	5950
#	#	#	#	#	#	0.008;0.325	#	-0.012;0.116	-0.041;0.188	#	0.055;0.126	#	#	-97.203;-20.816	#	-0.039;0.064	0.255;0.592	#	#	-0.840;1.620	#	-0.429;3.692	-0.075;0.166	0.719;4.024	#	#	#	#	#	#	#	#	000000010101001001010101010110000101000000000000000000000001000000001001000000010010000000001011010100000000010011000000000000000000000000000000000000000000010000000000000000	0.112	0.804	3	785.08	9721	2766	0.33		20	2136
#	#	#	#	#	#	#	#	#	-0.029;0.137	#	#	#	#	#	#	-0.018;0.056	0.265;0.529	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	100001010101100000000100010110000001100000000000000000000000000000000010110100000000000000000000000100000100010010000100000000000000000000100000000001000000000000000000000000	0.132	0.817	1	645.57	9811	2856	0.09		20	4601
0.141;10.958	#	#	#	#	#	#	-0.250;2.186	#	#	#	#	0.585;1.002	#	#	#	0.069;0.141	#	#	#	#	#	#	#	#	0.071;0.116	#	0.570;0.917	#	-0.608;1.155	#	#	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	124.28	9894	2939	0.21		19	19
1.889;5.462	#	#	#	0.014;0.040	#	#	#	#	#	#	#	#	#	-80.495;-42.301	#	#	0.106;0.697	#	-15252401515175239687675859330414356917529206710677186748120922714719932302047724142276524952191270063900658452778103136734651061830948596072788123572062666612541631825444864.000;35252603535375263274983105400898574062947883671375096689488412433572632160190499604379123530995436536454048100043882297245017203478808949818899268728892759586640578712961024.000	#	-0.065;0.424	#	#	-0.258;4.148	#	#	#	#	#	#	#	#	010000101010100010101010101001001010000000000000000000000000000000010010100001010000000000000000000011010000010110000000000000000000000000000000000010000000000000000000000000	0.109	0.801	1	806.18	9951	2996	0.21		20	1602
#	#	#	-0.236;0.236	#	#	-0.238;0.238	#	#	#	-0.152;0.152	#	-0.249;0.249	-0.040;0.072	#	#	#	#	-0.328;0.328	#	#	#	#	#	#	#	#	-0.113;0.113	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.346	0.899	1	70.92	9966	3011	0.21		20	40
#	#	#	#	#	#	#	#	#	#	#	-0.022;0.024	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.177	0.841	1	71.07	9966	3011	0.03		20	59
#	#	#	#	#	#	#	#	#	#	#	0.062;0.122	#	#	#	#	#	#	0.149;0.481	#	#	#	#	#	#	#	#	#	#	#	#	0.497;0.759	#	000000010101100001000100000110100000000000000000001000000000000000000000010000010000000000010000100001001000010010000100000000000000000000100000000000001000000000000010000000	0.112	0.804	1	602.35	9971	3016	0.09		20	4345
4.918;8.030	#	0.003;0.023	-0.046;0.575	#	#	#	#	#	#	#	#	0.420;0.891	-0.050;0.152	#	0.081;1.224	#	#	#	#	#	0.099;0.699	#	0.031;0.225	1.516;7.525	#	#	#	0.182;0.571	#	#	0.400;0.855	#	010101101000100100101000100000001010000000010000000000000000001000000100100110000001000000010010001101010101010101001001000000011000000000100000000000000000000010000000100000	0.064	0.760	1	661.19	9681	3077	0.33		19	1085
#	0.031;0.052	#	#	#	#	-0.132;0.615	#	#	#	#	#	#	#	-107.538;-44.245	0.440;1.136	#	#	#	-27372703727397367591742076149533314378507256266477063346709435661731208446561641580993816315462461052073072124542996440157496868450619653675763596878676608085430049976614912.000;47374703747417370820619227339179371438345142298148217116543669233066080784367720072633973883693099369825006198168079171884621253619475021947804183973257305749955008350126080.000	-0.494;1.967	-0.140;0.451	#	#	#	#	0.025;0.040	#	#	#	#	0.386;0.954	0.064;0.223	010001000010010000011000000000010100000000000000000000000000010000000010000000010000000000000010010100000100010011001000000000000000000000000000100000000000000100000000000000	0.140	0.822	1	613.83	9794	3190	0.30		19	539
#	#	#	#	#	#	#	-0.269;2.241	#	#	#	#	#	#	#	#	#	#	0.098;0.477	-8685751767703683518606237893332099057988007798513770125116414670953283117763787565505591168774422047890180703277551722157061590645588084258876828879504824259368598510764032.000;28687951969703682255175583785719386359487791943102261471792487704792656800469163668536712231975332101779038127350708595215841774649030234991913061688140226371309785095077888.000	#	#	#	#	#	-0.010;0.059	#	#	#	#	#	#	#	010001100101000000100000100001011000000000000000000000001000100000000000000000000000000000001100001001000100110100000100000000000000000000000000000000000000000000000000000000	0.127	0.814	1	642.44	9810	3206	0.12		19	4428
#	#	#	#	#	#	#	#	-0.015;0.245	#	#	#	#	#	#	#	-0.012;0.076	#	#	-24352493535284354143874314357091458164596118590490249787004763375393903484960122846321355725879995689769845427751208140163763255787882432290489803416875553307598968791760896.000;46354513535486351033567885286338102455356927806591929616063600853711498171342909276828029660229801369110689845417754714002219024367906837526170745761958615257360369629265920.000	#	#	#	#	#	0.013;0.055	#	#	#	#	#	#	0.122;0.207	011001010000101000010001000010010101100000000000010000000000000001000010100000010000000000000001010101000101010010000001010000000000000000000000000000000000000000010000000000	0.140	0.821	1	665.84	9898	3294	0.15		18	1346
-4.264;4.264	#	#	#	#	#	-0.238;0.238	#	#	#	#	#	-0.249;0.249	-0.040;0.072	#	#	#	#	-0.328;0.328	#	#	#	#	#	#	#	#	-0.113;0.113	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.346	0.899	1	70.87	9966	3362	0.18		19	38
#	#	#	-0.002;0.574	0.077;0.131	0.268;1.823	0.200;0.778	#	#	#	0.294;0.598	0.045;0.123	0.492;0.927	#	#	0.583;1.776	#	#	#	#	#	#	#	#	3.618;7.423	#	#	#	#	#	#	0.354;0.896	#	010101100101000101000110100101101010000000000000000000001010000000000000000000000000000000000010101010001100010100000100000000000000000000000000000000000000000000000000000000	0.116	0.806	1	353.94	9668	3415	0.30		18	94
#	#	#	#	#	#	#	#	-0.120;0.225	#	#	0.076;0.115	#	#	-111.681;-30.929	0.792;1.637	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010001000100100000000010100010001010000000100000000000000000000010000100000100000000000000010100000101000101010110000101010000000000000000100100000110000000000000100000000000	0.087	0.784	1	655.61	9694	3441	0.12		18	3272
#	#	#	#	#	#	#	#	#	#	#	0.061;0.105	#	0.011;0.127	#	#	#	#	#	#	-2.474;-0.296	0.415;0.645	-0.699;5.339	#	#	#	#	#	#	#	#	#	#	011000011010001010011001101010010101000000000000000000000000000000000110110000010000000001010011000101010001010110001010000101000000000000000000000100000000000000000000000000	0.134	0.818	2	372.89	9695	3442	0.15		18	54
#	0.018;0.058	#	#	#	#	#	#	#	#	#	#	#	-0.010;0.227	-107.120;-44.919	#	#	#	0.361;0.620	#	#	#	#	0.037;0.331	#	#	#	0.425;0.859	#	#	#	#	0.029;0.119	010001100101000101100100000101101000000000000000000000000000000100000100000000010100000000001010101010101100110100100000000000000000000000100000000000000000000001000000000001	0.100	0.794	1	526.30	9701	3448	0.21		18	1007
#	#	#	#	#	#	#	#	#	#	#	#	0.481;0.716	#	#	#	#	#	#	#	0.575;1.624	0.115;0.669	#	#	#	#	0.022;0.054	#	#	0.012;1.423	#	#	#	001000000010101010010000001010010000000010000000000000000000000001000100001000010000000000010000100101010001010110100110010001000000010010000000000100100000000000000000000000	0.077	0.774	2	575.24	9717	3464	0.15		18	745
#	#	0.006;0.039	#	#	#	0.005;0.605	#	#	#	#	0.057;0.093	0.057;0.510	#	#	#	#	#	0.172;0.606	#	0.929;2.785	#	0.210;5.961	#	#	0.016;0.043	0.011;0.037	#	#	#	-0.166;0.450	#	#	000001000001001001010001000000100001000000000000000000000000001000000000100000000000000000001011000100000100000110000000000000100000000000000000000000000000000010000000000010	0.140	0.822	1	569.14	9755	3502	0.30		18	110
