Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	-0.030;0.285	-0.026;0.045	#	#	-1.425;1.453	#	#	#	-0.024;0.055	#	#	#	#	#	-0.116;0.284	#	#	#	#	#	#	#	#	#	-0.221;0.420	#	#	#	#	-0.029;0.047	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.339	0.897	1	57.29	9825	1466	0.21		24	49
-1.482;2.437	#	#	#	#	#	#	#	0.319;0.532	#	#	#	#	#	#	#	#	#	#	#	-0.656;0.796	#	#	#	#	#	#	-0.098;0.257	#	#	0.560;1.157	-0.045;0.182	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.221	0.860	1	58.03	9883	1524	0.18		23	72
-1.482;2.437	#	#	#	#	#	#	#	0.319;0.532	#	#	-0.009;0.043	#	#	#	#	#	#	#	#	-0.656;0.796	#	#	#	#	0.019;0.053	#	#	#	#	0.560;1.157	-0.045;0.182	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	69.92	9883	1524	0.21		23	23
#	0.030;0.050	#	#	#	#	#	#	#	#	0.184;0.629	0.061;0.121	#	#	#	0.084;1.600	#	0.119;0.736	#	#	#	#	#	#	5.094;7.698	#	#	0.291;0.681	-0.031;0.424	-0.575;1.600	-0.174;0.328	#	#	011001000000000001000000000000000000010000000000000000000000000000010010101000010000000000000000000001000101010110100100010001000000000000000000000000000000000000000001000000	0.131	0.816	3	549.86	9992	1633	0.30		24	549
#	#	#	#	#	#	#	#	#	#	0.227;0.721	#	#	#	#	#	#	#	0.190;0.643	#	#	#	#	#	#	-0.009;0.053	#	#	#	#	#	#	#	010000000000000000100001000000010001000000000000000000000001000000000001000000000000101000000001000000000100010011000000000000000000000000000000000000000000010000000000000000	0.147	0.826	2	584.70	9658	1650	0.09		23	6617
#	#	#	-0.030;0.285	-0.026;0.045	#	#	#	#	0.122;0.331	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.221;0.420	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	67.19	9825	1817	0.12		23	23
#	#	#	-0.030;0.285	#	#	#	-1.425;1.453	#	#	#	#	#	-0.126;0.167	#	#	#	-0.116;0.284	#	#	#	#	#	#	#	#	0.004;0.021	-0.221;0.420	#	#	#	#	-0.029;0.047	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	67.19	9825	1817	0.21		23	23
#	#	#	#	#	#	#	#	#	#	0.155;0.773	#	#	#	#	0.389;1.607	#	#	#	#	#	#	#	#	#	#	#	0.303;0.763	#	#	#	#	#	010001101010100010001010101000011010000000100001000000100000000010000100000000000000000001000010001001010101010100100000010000000000000000000100000010000000000000000000000000	0.072	0.768	1	600.43	9842	2185	0.09		22	6705
-0.982;6.855	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.020;0.053	#	#	#	#	#	#	#	#	#	#	0.385;0.732	#	#	#	#	#	010000010100000100000001000001000000000000000000000000000000000001000100110000010000000000001011000000101100110010000000000000000000000000000000000000000000000000000000000000	0.143	0.823	2	673.05	9854	2197	0.09		21	6601
-1.482;2.437	#	#	#	#	#	#	#	0.319;0.532	#	#	-0.009;0.043	#	#	-37.983;18.761	#	#	#	#	#	-0.656;0.796	#	#	#	#	0.019;0.053	#	#	#	#	0.560;1.157	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	68.85	9883	2226	0.21		21	21
#	#	#	#	#	#	#	#	#	#	-0.309;0.309	#	#	-0.126;0.158	#	#	#	#	#	#	#	-0.208;0.208	#	-0.107;0.107	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	51.27	9966	2309	0.12		22	22
#	0.053;0.080	#	#	#	#	#	#	#	0.032;0.162	#	#	#	#	#	#	#	#	#	#	#	#	2.984;9.981	#	#	#	#	#	0.363;0.711	#	#	0.313;0.855	#	010101100101000101000101100101010001000000000000000000000001000000001000000000000010101000001010100011000100110011000100000010000000000000000000000000000000010000000000000000	0.325	0.894	1	276.44	9999	2342	0.15		22	44
#	#	#	-0.030;0.285	-0.026;0.045	#	#	-1.425;1.453	#	0.122;0.331	#	#	#	#	#	#	#	-0.116;0.284	#	#	#	#	#	#	#	#	#	-0.221;0.420	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	66.13	9825	2519	0.18		21	21
#	#	#	#	-0.012;0.028	#	#	#	#	#	#	#	#	-0.126;0.158	#	#	#	-0.232;0.232	#	#	#	-0.208;0.208	#	-0.107;0.107	#	#	#	-0.160;0.160	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	2	50.91	9966	2660	0.18		21	21
6.692;11.648	#	#	0.667;1.078	-0.018;0.044	#	0.871;1.165	#	#	#	#	#	#	#	#	#	#	#	#	-13736351373748726984347986857788272135423914470697256645586850044592674533801628972936368829324444421743022632433327832680041688486994248057738123268659246071219708397355008.000;33738353373768749335922234956909886201903462015349396679525104568604621898850982829474680194663926625708616467868434288568446847516819734198271845348310418031636139433000960.000	#	0.100;0.561	#	#	#	#	#	0.390;0.754	#	#	#	0.328;0.599	#	010001001000010010001001100000010101000000000000000000000000000000000000110000000000000000001011010100010100010010100000100000000000000000000000000000000000000000000010000000	1.000	1.000	1	160.14	9706	2751	0.24		20	20
3.141;8.212	#	#	#	#	#	-0.050;0.550	#	#	0.016;0.168	#	#	#	#	-98.365;-40.529	#	#	#	#	#	#	#	#	#	#	#	#	0.370;0.716	#	-0.249;1.044	#	0.234;0.881	#	000000010101000001000101010100000101100000000000011000000000000000000010100000010000000000000010100000001000000110000000000000000000000100000000000001010000000000000000000000	0.105	0.799	3	687.78	9751	2796	0.21		20	4703
#	#	#	-0.030;0.285	#	#	#	-1.425;1.453	#	#	#	#	#	#	#	#	#	-0.116;0.284	#	#	#	#	#	0.118;0.303	#	#	#	-0.221;0.420	#	#	#	#	-0.029;0.047	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	65.99	9825	2870	0.18		20	20
#	#	0.014;0.056	#	-0.026;0.045	-0.550;0.731	#	#	#	#	#	-0.024;0.055	#	#	#	#	#	-0.116;0.284	#	#	#	#	#	#	#	#	0.004;0.021	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	63.93	9825	2870	0.18		20	40
-1.482;2.437	#	#	#	#	#	#	#	0.319;0.532	#	#	-0.009;0.043	#	#	#	#	#	#	#	#	-0.656;0.796	#	4.387;10.905	#	#	0.019;0.053	#	#	#	#	0.560;1.157	-0.045;0.182	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	68.50	9883	2928	0.24		19	19
#	#	#	#	#	#	#	#	-0.046;0.191	#	#	#	#	#	#	#	#	0.271;0.816	#	#	#	#	#	#	#	#	0.022;0.037	#	#	-0.394;1.369	#	0.446;0.996	#	000001000001000000000001000010010101000000000000000000000000010000000100000000010000001000010010100000000100010011000010000000000000010000000010100100000000000100000000000000	0.119	0.808	3	590.41	9889	2934	0.15		19	1653
#	#	0.025;0.055	#	#	#	#	#	#	#	#	-0.023;0.025	#	-0.126;0.158	#	#	#	#	#	#	#	-0.208;0.208	#	-0.107;0.107	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	50.78	9966	3011	0.15		20	20
#	#	#	#	-0.026;0.045	#	#	#	#	0.122;0.331	#	#	#	-0.126;0.167	#	#	#	-0.116;0.284	#	#	#	#	#	#	#	#	#	-0.221;0.420	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	63.94	9825	3221	0.15		19	38
-1.482;2.437	#	#	#	#	#	#	#	0.319;0.532	#	#	-0.009;0.043	#	#	#	#	#	#	#	#	-0.656;0.796	#	4.387;10.905	#	#	0.019;0.053	#	-0.150;0.309	#	#	0.560;1.157	-0.045;0.182	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	68.11	9883	3279	0.27		18	18
#	#	#	#	#	#	0.012;0.827	#	#	#	0.173;0.774	0.065;0.120	#	#	#	#	#	#	0.056;0.712	#	#	#	#	#	1.927;6.533	#	#	#	#	#	#	0.438;0.657	#	000000010101000001000101000000000101100000000000010000000000000000000010101000010000001000000000010101001000010010000100010000000000000000000010000001000000000000000000000000	0.118	0.808	2	632.51	9917	3313	0.18		19	5245
#	#	#	0.112;0.417	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.261;0.786	0.056;0.208	011010011010001010010001001000010101000000000000000000000001000000000001000000000000101000000001000100010100010001100000000000000000000000000000000000000000010000000000000000	0.103	0.797	2	686.47	9937	3333	0.09		19	5032
0.218;7.134	#	#	#	#	#	#	#	-0.035;0.197	#	#	#	#	0.009;0.130	#	#	#	#	-0.108;0.418	#	#	#	#	#	#	#	#	0.168;0.766	#	#	#	#	#	010000101010100010101010101001001010000000000000000000000000000000010010100001010000000000000000000011010000010110000000000000000000000000000000000010000000000000000000000000	0.106	0.799	1	730.04	9951	3347	0.15		19	3628
-4.322;4.322	#	0.025;0.055	#	#	#	#	#	#	#	#	-0.023;0.025	#	-0.126;0.158	#	#	#	#	#	#	#	-0.208;0.208	#	-0.107;0.107	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	50.68	9966	3362	0.18		19	19
1.745;5.664	#	#	#	#	#	#	#	#	#	#	0.046;0.136	#	#	#	#	#	#	#	-31313103030241304112387960986314556437431379495935531229684163009247171166116290976111582981125950130433507147434211719219440407693400639049837117824831054415482747508228096.000;31313103232441310568424220509414751352070165781184185609991169386905522460311974936679850887096137773453199711559583198657180318450774689226050968999550279599526132198670336.000	#	#	#	#	#	#	#	#	#	#	#	#	#	000000000101100001000100000010100000000000000000000000000000000001000000011000010000000000000000100000000100010110010100000000000000000000000000000000000000000000000001000000	0.138	0.820	1	695.86	9981	3377	0.09		19	4071
2.086;8.886	0.027;0.064	0.004;0.042	0.475;0.772	#	#	#	-3.230;-0.203	#	#	0.291;0.826	#	0.527;0.872	-0.013;0.206	#	#	#	0.241;0.877	#	#	#	#	0.104;4.800	0.048;0.326	1.571;5.476	#	#	0.446;0.897	#	#	#	0.568;0.848	#	010000000100000101000101000000011001000000000000000000000001000000001000000100000000101000000000100100000000010001010000000000000000001000000000000000000000000000000000000000	0.325	0.894	1	313.62	9687	3434	0.42		18	36
#	#	#	#	#	#	#	-2.200;2.746	#	#	#	0.068;0.126	0.501;1.027	#	-105.623;-35.783	#	#	#	#	#	-1.505;0.915	#	#	#	2.363;8.772	#	#	#	0.044;0.525	#	#	#	#	010001011000000010011000001000010100000000000000000000000000000100000001000000010000101000000011000100010100010011101010000000000000001000000100000000000000000000000000000000	0.103	0.797	1	645.83	9711	3458	0.21		18	3684
#	0.040;0.084	#	#	#	#	-0.088;0.399	#	#	#	#	#	#	#	#	0.278;1.868	#	#	#	#	#	#	#	#	6.201;8.804	#	#	#	#	#	#	0.306;0.743	-0.009;0.100	100000010101000001010101000100000100000000000000000000000000100001010010100000010000000000000000000100001100010100010100000000000000000000000000000000000000000000010000000000	0.219	0.859	1	460.45	9729	3476	0.18		18	150
#	#	#	-0.030;0.285	-0.026;0.045	#	-0.144;0.343	-1.425;1.453	#	0.122;0.331	#	#	#	#	#	#	0.119;0.208	-0.116;0.284	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	65.52	9825	3572	0.21		18	18
#	#	#	#	#	#	#	#	#	#	#	0.051;0.129	#	#	-99.261;-34.878	#	#	#	#	#	#	#	0.653;3.241	#	#	0.000;0.060	#	#	#	#	#	#	#	100000010101000001010101000110000101000000000000000000000000000001000010101000010000000000000000000000001100010010000100010000000000010000100010000100000000000000010000000000	0.107	0.800	1	639.84	9827	3574	0.12		18	5784
0.525;7.095	#	#	#	#	#	#	#	#	#	0.299;0.703	#	#	-0.026;0.232	#	#	-0.025;0.057	#	#	#	#	0.275;0.608	#	0.007;0.148	#	#	#	#	#	-0.239;0.937	-0.010;0.379	#	#	011000001010101010001000101000010000000000000000000000000000000100000110100100000000001000000000000100010000110011101000000000000000000000000100000000000000000001000000000000	0.104	0.798	1	739.93	9869	3616	0.24		17	913
