Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.150;0.210	-0.158;0.172	-0.126;0.264	-0.173;-0.048	-0.167;0.263	-0.097;0.193	-0.198;0.212	0.286;0.311	-0.146;0.244	-0.158;0.252	-0.091;0.169	#	#	#	-0.021;0.269	-0.105;0.290	0.160;0.517	010000	0.100	1.000	1	4.50	358	358	0.82		0	0
-0.184;0.609	-0.132;0.178	-0.183;0.227	-0.163;0.247	#	#	-0.152;0.188	#	-0.132;0.158	-0.121;0.149	0.087;0.161	0.251;0.510	-0.116;0.154	0.071;0.321	#	0.305;0.661	0.310;0.323	000100	0.013	0.817	1	7.10	364	364	0.76		0	0
0.795;1.205	0.755;1.245	0.824;1.124	0.835;1.165	0.750;1.250	0.125;0.375	0.825;1.175	0.265;0.755	0.773;1.053	0.215;0.625	0.860;1.140	0.423;0.885	0.765;1.075	0.447;0.807	0.335;0.685	0.451;0.896	0.504;0.841	001000	1.000	1.000	3	38.21	49699	370	1.00		30	30
-0.077;0.213	-0.143;0.227	0.146;0.586	#	0.505;0.895	0.462;0.782	#	0.650;1.140	0.386;0.686	0.760;1.240	0.391;0.721	-0.015;0.359	0.153;0.553	0.654;0.974	-0.158;0.242	0.661;1.116	0.069;0.535	000010	1.000	1.000	1	40.96	49806	477	0.88		30	30
0.810;1.190	0.109;0.579	0.763;1.013	0.701;1.151	0.631;1.021	0.461;0.741	0.690;1.050	-0.152;0.228	0.311;0.811	0.665;0.975	0.483;0.773	#	0.428;0.838	0.303;0.613	0.303;0.643	0.054;0.479	0.163;0.471	010000	1.000	1.000	1	41.13	49814	485	0.94		30	30
0.308;0.648	-0.127;0.193	0.562;0.972	0.805;1.195	0.740;1.050	0.372;0.632	-0.132;0.198	0.609;1.099	-0.142;0.168	0.503;0.863	-0.156;0.214	0.233;0.498	-0.177;0.253	-0.151;0.209	0.517;0.817	0.665;1.110	0.095;0.472	100000	1.000	1.000	1	40.91	49843	514	1.00		30	30
#	-0.036;0.284	0.767;1.067	-0.002;0.308	-0.137;0.353	0.388;0.718	-0.066;0.284	0.406;0.856	0.295;0.575	0.765;1.235	-0.095;0.315	0.287;0.630	-0.071;0.179	0.568;0.968	0.570;0.870	0.501;0.827	0.569;0.856	001000	1.000	1.000	1	57.20	49852	523	0.94		30	30
-0.150;0.290	-0.003;0.257	-0.151;0.329	#	#	-0.093;0.177	-0.098;0.282	0.148;0.468	-0.057;0.223	-0.097;0.283	-0.085;0.225	0.794;0.825	0.042;0.512	-0.055;0.325	0.436;0.836	0.442;0.828	0.474;0.940	000100	0.016	0.833	1	11.17	566	566	0.88		0	0
0.763;1.093	0.069;0.469	0.809;1.079	0.766;1.126	0.875;1.125	0.698;1.198	0.703;1.193	0.654;0.914	0.607;1.097	0.596;1.016	0.840;1.160	0.359;0.654	-0.066;0.264	0.578;0.868	0.364;0.684	0.309;0.645	0.358;0.695	000001	1.000	1.000	1	28.34	49903	574	1.00		30	30
-0.192;0.238	-0.133;0.367	-0.149;0.251	-0.111;0.139	-0.182;0.298	-0.072;0.208	0.063;0.393	0.170;0.550	-0.145;0.225	-0.197;0.303	-0.036;0.384	-0.093;0.202	-0.196;0.284	-0.139;0.301	-0.222;0.026	0.064;0.509	-0.047;0.340	000010	0.100	1.000	1	2.50	577	577	1.00		0	0
-0.185;0.255	#	#	-0.114;0.166	-0.162;0.218	0.218;0.698	-0.112;0.198	0.372;0.872	0.041;0.481	0.630;1.030	0.226;0.284	0.339;0.830	-0.152;0.218	0.140;0.480	0.396;0.696	0.456;0.782	0.417;0.814	000110	0.100	1.000	1	1.00	616	616	0.88		0	0
-0.180;0.200	-0.140;0.150	-0.068;0.169	#	0.205;0.555	-0.161;-0.140	#	0.691;0.961	-0.237;0.253	-0.185;0.195	-0.106;0.394	0.521;0.992	-0.186;0.194	-0.218;0.232	0.517;0.977	0.603;1.088	0.441;0.867	000100	0.100	1.000	1	2.50	683	683	0.88		0	0
-0.180;0.250	-0.187;0.243	-0.183;0.237	-0.204;-0.179	-0.156;0.334	-0.032;0.398	-0.095;0.385	0.163;0.553	-0.128;0.252	-0.061;0.389	0.024;0.334	0.231;0.506	#	0.074;0.484	0.200;0.510	0.152;1.036	0.181;0.577	000001	0.003	0.714	1	6.77	690	690	0.94		0	0
-0.114;0.146	-0.148;0.252	-0.061;0.419	0.433;0.733	0.322;0.572	0.412;0.692	-0.124;0.236	0.273;0.713	0.820;1.180	0.815;1.185	-0.119;0.351	-0.182;0.182	-0.068;0.382	0.541;0.931	-0.170;0.170	0.273;0.768	0.010;0.367	000001	1.000	1.000	1	38.48	48367	722	1.00		21	21
#	-0.008;0.282	0.051;0.421	-0.008;0.362	-0.064;0.426	-0.065;-0.008	-0.058;0.382	#	0.186;0.476	0.157;0.577	-0.042;0.338	0.511;0.786	0.058;0.308	0.575;0.935	0.191;0.571	0.506;0.892	0.469;0.945	100000	0.100	1.000	1	1.00	732	732	0.88		0	0
0.702;1.122	0.051;0.371	0.813;1.173	0.755;1.095	0.354;0.794	0.599;1.029	-0.159;0.261	0.518;0.848	#	0.335;0.735	#	0.283;0.548	0.425;0.685	0.557;0.837	0.319;0.679	0.487;0.972	#	100000	1.000	1.000	1	40.91	48402	757	0.82		30	30
0.591;0.921	0.326;0.736	0.014;0.404	0.041;0.541	-0.007;0.031	-0.150;0.320	0.056;0.406	0.336;0.656	0.280;0.690	-0.061;0.219	-0.014;0.406	0.558;1.040	0.274;0.724	0.175;0.655	0.583;1.013	0.463;0.779	0.542;0.929	001000	0.100	1.000	1	1.00	779	779	1.00		0	0
0.108;0.398	0.161;0.431	#	0.035;0.445	0.067;0.337	0.244;0.644	#	-0.057;0.413	-0.003;0.497	-0.037;0.353	0.135;0.385	0.543;0.582	0.275;0.605	0.139;0.619	0.101;0.461	0.165;0.492	0.227;0.603	001000	0.100	1.000	1	1.00	799	799	0.88		0	0
-0.180;0.250	-0.187;0.243	-0.183;0.237	-0.179;0.231	-0.156;0.334	-0.032;0.398	-0.095;0.385	0.163;0.553	-0.128;0.252	-0.061;0.389	0.024;0.334	0.231;0.506	#	0.074;0.484	0.200;0.510	0.152;0.625	0.181;0.216	000001	0.006	0.750	1	6.89	801	801	0.94		0	0
-0.074;0.186	-0.182;0.228	-0.148;0.222	-0.237;0.263	#	0.497;0.997	-0.106;0.174	0.603;0.993	-0.042;0.388	0.087;0.347	#	0.598;0.962	#	0.375;0.825	0.610;0.970	0.664;0.971	0.521;0.967	100001	1.000	1.000	1	95.34	48447	802	0.82		30	30
-0.122;0.128	0.040;0.360	-0.179;0.181	#	-0.245;0.245	-0.111;0.159	0.130;0.450	0.515;0.945	-0.193;0.247	-0.221;0.229	0.031;0.411	0.566;0.811	0.548;0.938	0.371;0.701	0.430;0.930	0.500;0.896	0.496;0.902	000001	1.000	1.000	1	62.94	48454	809	0.94		30	30
0.006;0.156	0.032;0.452	0.051;0.531	0.055;0.485	0.048;0.418	0.270;0.560	0.006;0.476	0.168;0.458	0.325;0.735	0.070;0.570	0.128;0.388	0.243;0.538	0.381;0.671	0.086;0.406	0.135;0.585	#	0.224;0.541	000001	0.100	1.000	1	1.00	810	810	0.94		0	0
0.317;0.577	0.093;0.473	0.056;0.386	0.148;0.458	0.626;0.916	-0.120;0.300	0.744;1.064	0.780;1.040	-0.184;0.206	0.335;0.645	0.663;1.073	0.178;0.650	-0.132;0.278	#	#	0.475;0.959	0.206;0.672	000001	1.000	1.000	1	39.02	48526	881	0.88		30	30
0.463;0.793	0.269;0.759	#	-0.134;0.316	#	0.495;0.815	#	0.355;0.645	0.722;1.012	0.516;0.956	-0.033;0.317	0.216;0.668	0.176;0.616	#	0.267;0.707	0.275;0.750	0.462;0.740	000001	1.000	1.000	1	105.21	48556	911	0.76		30	30
-0.056;0.444	0.223;0.553	0.032;0.402	0.132;0.392	0.428;0.540	0.005;0.285	0.045;0.505	0.291;0.701	-0.342;0.437	-0.033;0.437	0.086;0.496	0.420;0.714	-0.002;0.348	#	0.412;0.772	0.301;0.796	0.387;0.635	000100	0.024	0.867	1	9.00	925	925	0.94		0	0
0.650;1.130	-0.190;0.290	0.855;1.145	0.830;1.170	0.536;0.816	0.835;1.165	0.694;1.094	-0.126;0.354	0.553;0.913	0.527;0.807	0.149;0.409	0.312;0.793	0.693;1.193	0.157;0.537	0.177;0.467	0.222;0.637	0.334;0.641	010000	1.000	1.000	2	33.70	48624	979	1.00		30	30
0.158;0.648	-0.170;0.280	0.294;0.714	#	0.383;0.793	#	0.071;0.491	-0.185;0.185	-0.115;0.185	-0.150;0.220	#	0.193;0.684	0.370;0.740	#	-0.001;0.489	-0.105;0.271	#	010000	1.000	1.000	2	58.75	48625	980	0.71		30	30
0.454;0.744	0.254;0.664	-0.009;0.311	0.009;0.319	0.005;0.385	0.057;0.447	0.313;0.603	0.158;0.448	0.266;0.526	-0.021;0.229	0.193;0.583	0.596;0.890	0.187;0.547	0.030;0.530	0.356;0.756	0.160;0.467	0.521;0.918	001010	1.000	1.000	1	98.91	48630	985	1.00		30	30
0.563;0.973	-0.134;0.136	0.608;0.878	0.247;0.637	-0.202;0.278	0.155;0.585	-0.204;0.216	-0.225;0.225	0.040;0.480	0.150;0.500	-0.093;0.187	-0.008;0.297	-0.139;0.161	-0.043;0.457	0.072;0.342	-0.173;0.173	-0.121;0.206	100000	1.000	1.000	3	71.13	48654	1009	1.00		30	30
-0.164;0.276	-0.023;0.277	0.114;0.614	0.780;1.220	0.645;0.975	0.546;0.956	0.628;1.058	0.550;0.930	0.027;0.487	0.629;0.949	0.306;0.746	#	0.175;0.475	0.301;0.651	-0.128;0.272	0.162;0.598	0.084;0.381	100000	1.000	1.000	2	43.60	48657	1012	0.94		30	30
0.810;1.190	0.823;1.083	#	0.759;1.029	0.650;1.030	#	0.523;0.963	0.249;0.509	0.850;1.150	#	#	0.466;0.790	0.484;0.854	0.830;1.170	#	#	0.455;0.743	001000	1.000	1.000	1	42.71	48671	1026	0.65		30	30
#	0.372;0.732	0.735;0.985	#	0.833;1.143	0.563;1.063	0.573;0.833	0.363;0.833	0.483;0.743	0.269;0.559	0.656;1.156	0.244;0.607	0.147;0.587	0.154;0.594	0.204;0.504	0.312;0.786	0.380;0.688	000001	1.000	1.000	1	59.92	48715	1070	0.88		30	30
0.850;1.150	0.805;1.195	0.637;1.087	0.685;1.175	0.735;1.155	#	0.783;1.053	0.278;0.668	0.720;1.060	0.065;0.395	0.695;1.175	0.462;0.786	0.865;1.135	0.750;1.060	0.333;0.613	0.443;0.759	0.737;0.749	001000	0.100	1.000	1	1.00	1075	1075	0.94		0	0
0.076;0.516	#	0.148;0.448	0.050;0.410	0.017;0.367	0.760;1.240	0.807;1.147	0.001;0.331	#	#	0.739;1.109	0.041;0.395	0.461;0.891	0.130;0.620	0.009;0.409	0.213;0.658	0.039;0.456	000001	1.000	1.000	2	47.46	48736	1091	0.82		30	30
0.753;1.153	0.735;1.175	0.573;0.953	0.572;0.882	0.597;0.857	0.285;0.755	0.536;1.006	0.402;0.812	0.426;0.806	0.614;0.884	0.495;0.895	0.523;0.955	0.713;1.033	0.870;1.130	0.513;0.823	0.544;0.871	0.579;0.847	001000	1.000	1.000	2	33.87	48751	1106	1.00		30	30
0.185;0.515	0.348;0.658	#	0.302;0.712	0.237;0.597	-0.035;0.245	#	0.465;0.795	-0.100;0.280	#	0.168;0.428	0.336;0.601	0.196;0.556	-0.152;0.278	0.215;0.555	0.492;0.739	0.321;0.728	100001	1.000	1.000	1	99.99	48763	1118	0.82		30	30
0.650;1.000	0.715;1.115	0.565;0.975	0.655;1.125	0.078;0.398	0.666;0.916	0.581;1.011	0.065;0.345	0.687;1.097	0.736;1.076	0.585;0.845	#	0.404;0.854	#	0.256;0.596	-0.007;0.359	#	001010	1.000	1.000	1	40.40	48802	1157	0.82		30	30
0.018;0.518	0.111;0.491	0.181;0.571	0.509;0.939	0.193;0.633	0.024;0.424	0.019;0.449	#	0.030;0.380	-0.135;0.295	#	0.288;0.534	-0.131;0.309	-0.006;0.294	0.278;0.548	0.170;0.457	0.195;0.463	100010	1.000	1.000	1	133.49	48812	1167	0.88		30	30
0.239;0.539	#	0.477;0.737	0.070;0.530	-0.045;0.365	0.006;0.396	#	#	0.248;0.588	0.358;0.608	0.154;0.524	0.286;0.728	0.528;0.868	0.230;0.520	0.174;0.654	0.259;0.743	0.458;0.904	001010	1.000	1.000	3	127.40	48843	1198	0.82		30	30
#	-0.155;0.325	0.024;0.464	0.179;0.569	0.056;0.646	-0.159;0.211	-0.070;0.350	-0.074;0.176	0.048;0.298	-0.236;0.264	0.189;0.489	0.116;0.401	-0.066;0.264	-0.069;0.211	0.043;0.363	-0.172;-0.065	0.161;0.419	010000	0.100	1.000	1	1.50	1216	1216	0.94		0	0
-0.212;0.218	-0.215;0.245	-0.164;0.166	-0.204;0.206	#	-0.192;0.198	0.043;0.323	0.631;0.991	-0.161;0.169	-0.223;0.227	0.120;0.600	0.674;1.116	-0.035;0.315	-0.192;0.218	0.685;1.025	0.647;0.654	0.681;1.137	100000	0.100	1.000	1	15.67	1219	1219	0.94		0	0
0.386;0.716	-0.012;0.478	0.755;1.245	0.543;1.013	0.350;0.620	0.292;0.582	0.281;0.771	0.392;0.842	-0.086;0.284	-0.069;0.191	0.248;0.608	0.423;0.776	-0.120;0.300	-0.152;0.338	0.632;0.902	0.315;0.602	0.259;0.527	100010	1.000	1.000	1	49.95	48888	1243	1.00		30	30
#	-0.155;0.325	0.024;0.464	0.179;0.569	0.146;0.646	-0.159;0.211	-0.070;0.350	-0.074;0.176	0.048;0.298	-0.236;0.264	0.189;0.489	0.116;0.401	-0.066;0.264	-0.069;0.017	0.043;0.363	-0.065;0.301	0.161;0.419	010000	0.100	1.000	1	5.33	1281	1281	0.94		0	0
#	-0.155;0.325	0.024;0.464	0.179;0.569	0.146;0.646	-0.159;0.211	0.350;0.394	-0.074;0.176	0.048;0.298	-0.236;0.264	0.189;0.489	0.116;0.401	-0.066;0.233	-0.069;0.211	0.043;0.363	-0.065;0.301	0.161;0.419	010000	0.100	1.000	1	5.33	1281	1281	0.94		0	0
-0.028;0.422	-0.162;0.288	0.620;1.020	0.545;0.835	0.231;0.541	0.283;0.683	-0.097;0.233	#	0.330;0.700	0.051;0.481	-0.037;0.223	0.455;0.710	-0.107;0.153	0.217;0.627	0.521;0.961	0.439;0.904	0.433;0.740	100001	1.000	1.000	1	105.75	48933	1288	0.94		30	30
-0.186;0.204	0.483;0.913	-0.115;0.145	-0.191;0.259	#	#	0.504;0.834	0.204;0.474	0.295;0.575	0.197;0.657	#	0.080;0.384	0.039;0.289	0.056;0.496	-0.013;0.417	0.187;0.652	-0.002;0.484	001100	1.000	1.000	4	74.15	48978	1333	0.82		30	30
0.399;0.709	-0.058;0.272	0.840;1.160	0.702;1.052	0.044;0.294	0.385;0.875	-0.170;0.330	0.182;0.522	#	0.525;0.835	-0.068;0.342	0.292;0.656	0.279;0.689	0.623;1.113	0.274;0.524	0.298;0.556	0.330;0.627	000001	1.000	1.000	1	70.34	48982	1337	0.94		30	30
#	0.402;0.812	0.423;0.883	0.458;0.878	#	0.446;0.836	0.643;0.923	0.258;0.518	0.762;1.012	0.480;0.760	0.571;0.921	0.573;0.947	0.103;0.513	0.403;0.723	0.649;0.919	0.349;0.844	0.490;0.976	000001	1.000	1.000	3	45.32	49089	1444	0.88		30	30
0.334;0.684	0.406;0.806	0.312;0.612	0.254;0.514	0.364;0.644	0.524;0.784	0.416;0.766	#	0.574;0.874	0.289;0.709	0.425;0.855	0.134;0.557	0.133;0.403	-0.102;0.228	0.292;0.632	0.336;0.623	0.348;0.596	100000	1.000	1.000	1	102.87	49146	1501	0.94		30	30
0.517;0.857	0.855;1.145	0.397;0.837	0.438;0.878	0.550;0.980	0.584;0.964	0.800;1.200	0.120;0.590	0.116;0.496	0.503;0.873	0.631;0.961	0.002;0.326	0.254;0.574	0.036;0.386	#	0.071;0.506	0.026;0.304	000001	1.000	1.000	1	46.45	49152	1507	0.94		30	30
0.606;0.936	0.623;1.003	0.591;0.931	0.558;0.918	0.508;0.858	0.295;0.765	0.484;0.874	0.072;0.512	#	#	0.388;0.648	0.002;0.483	0.121;0.621	0.434;0.754	0.147;0.537	0.113;0.518	0.018;0.484	000010	1.000	1.000	2	56.60	49174	1529	0.88		30	30
-0.160;0.210	#	0.637;0.987	0.836;1.086	0.830;1.170	#	0.805;1.195	0.185;0.595	-0.107;0.173	0.573;1.003	0.750;1.250	0.586;0.842	0.161;0.561	0.122;0.382	0.729;1.019	0.348;0.615	0.445;0.821	010000	1.000	1.000	2	38.20	49175	1530	0.88		30	30
0.117;0.497	-0.042;0.398	0.056;0.476	-0.067;0.433	0.240;0.620	0.068;0.528	-0.070;0.330	0.747;1.017	0.064;0.494	0.161;0.451	0.040;0.540	0.610;1.043	0.147;0.477	#	0.609;0.999	0.791;1.068	0.697;1.124	100001	0.419	0.917	3	134.32	49195	1550	0.94		30	60
-0.120;0.310	0.366;0.716	-0.190;0.290	0.013;0.343	0.071;0.381	0.732;1.012	0.223;0.563	0.588;0.878	0.605;0.915	0.747;1.247	0.144;0.634	0.695;1.098	0.507;0.817	-0.188;0.272	0.701;1.011	0.565;1.010	0.616;1.092	001000	1.000	1.000	1	54.61	49206	1561	1.00		30	30
#	0.825;1.175	0.185;0.455	0.044;0.434	0.095;0.435	0.561;1.031	0.139;0.539	0.305;0.635	#	0.607;0.917	0.063;0.323	#	-0.211;0.249	-0.135;0.135	0.259;0.619	-0.142;0.353	-0.128;0.298	010000	1.000	1.000	1	39.90	49264	1619	0.82		30	30
0.870;1.130	-0.160;0.160	0.790;1.210	0.760;1.240	0.701;1.121	-0.167;0.263	-0.102;0.358	-0.180;0.180	-0.109;0.331	-0.062;0.268	0.631;1.021	0.070;0.472	0.215;0.555	-0.117;0.173	0.017;0.467	-0.237;0.237	-0.075;0.411	000010	1.000	1.000	1	39.01	49292	1647	1.00		29	29
-0.145;0.145	-0.105;0.305	-0.234;0.236	0.723;1.083	0.465;0.835	-0.167;0.333	0.820;1.180	0.618;0.898	-0.205;0.225	0.860;1.140	-0.103;0.377	-0.231;0.231	-0.190;0.190	0.815;1.298	-0.240;0.240	0.114;0.550	-0.056;0.311	010000	1.000	1.000	2	27.67	49348	1703	1.00		28	28
0.160;0.460	0.727;0.997	-0.142;0.278	-0.183;0.307	0.008;0.398	0.324;0.654	0.447;0.857	0.245;0.595	0.195;0.455	0.261;0.581	0.043;0.165	0.324;0.570	0.327;0.767	0.535;0.935	0.107;0.607	0.376;0.703	0.196;0.652	000001	0.100	1.000	1	1.00	1721	1721	1.00		0	0
0.460;0.641	0.727;0.997	-0.142;0.278	-0.183;0.307	0.008;0.398	0.324;0.654	0.447;0.857	0.245;0.595	0.195;0.455	0.261;0.581	0.043;0.473	0.324;0.570	0.327;0.767	0.535;0.935	0.107;0.607	0.376;0.703	0.196;0.652	000001	0.100	1.000	1	1.00	1721	1721	1.00		0	0
-0.045;0.235	0.623;0.666	#	#	0.135;0.515	-0.119;0.281	-0.003;0.337	0.377;0.637	-0.010;0.390	#	0.035;0.505	0.462;0.845	0.002;0.452	0.110;0.480	0.409;0.899	0.511;0.848	0.470;0.757	000010	0.031	0.889	1	6.00	1724	1724	0.82		0	0
-0.079;-0.017	-0.172;0.228	-0.178;0.232	-0.195;0.195	-0.167;0.193	0.500;0.980	-0.175;0.245	0.495;0.925	0.672;1.062	0.681;0.951	-0.110;0.190	0.709;1.121	0.802;1.102	-0.234;0.266	#	0.590;0.946	0.795;1.112	010000	0.100	1.000	1	2.50	1751	1751	0.94		0	0
