-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	loss
0	0	1	0	0	0	0	0	0	0	1	0	0	#	0	0	0	0	0	#	0	1	1	100000000000000000000000000000000000000000000	1.000	1.000	1	16.50	9548	52	0.91		13	13	0.000
0	0	#	1	0	0	0	0	0	#	0	0	0	0	0	#	0	0	0	#	0	0	0	000000000100000000000000000000000000000000000	0.482	0.964	1	148.22	9946	55	0.83		26	166	0.036
0	#	0	0	0	0	0	0	1	0	0	1	0	0	0	#	0	0	0	0	0	0	0	000000000000000000000001000000000000000000000	0.869	0.993	1	156.89	9979	56	0.91		64	76	0.007
0	0	0	0	#	#	0	1	0	0	0	0	#	0	#	#	0	0	0	0	0	0	0	000000000100000000000000000000000000000000000	0.895	0.994	1	146.69	9847	57	0.78		127	152	0.006
1	#	0	0	0	0	0	0	0	0	0	0	0	#	1	0	0	#	0	0	0	#	0	000000000010000000000000000000000000000000000	0.485	0.964	2	127.33	9922	61	0.83		49	213	0.036
1	0	0	0	0	#	0	0	0	0	0	1	0	0	1	#	0	1	0	#	0	1	0	000000000010000000000000000000000000000000000	1.000	1.000	3	51.78	9559	63	0.87		13	13	0.000
#	0	#	0	0	0	0	0	0	1	#	1	0	0	0	0	1	0	#	0	#	0	1	000000000000000000000000000000000000100000000	1.000	1.000	3	14.55	9560	64	0.78		13	13	0.000
0	0	0	1	0	0	0	0	0	0	#	1	0	0	0	0	0	0	0	0	0	0	0	000000000000000000000000000000000000000001000	0.688	0.981	1	133.10	9993	69	0.96		75	127	0.019
0	0	0	0	0	1	0	0	0	0	0	0	0	#	0	1	0	0	1	0	0	0	0	000000000000000000000000000000000100000000010	1.000	1.000	4	30.26	9570	74	0.96		13	13	0.000
0	0	0	0	0	0	#	#	0	0	0	#	0	0	1	0	0	0	0	#	1	0	0	000000000010000000000000000000000010000000000	1.000	1.000	1	16.28	9572	76	0.83		13	13	0.000
0	0	0	1	#	0	#	0	0	0	0	1	#	0	0	0	1	0	0	0	0	0	0	000000000000000000000000000000000000000001000	0.800	0.989	1	145.15	9614	79	0.87		26	52	0.011
0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	#	#	0	#	0	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	64.70	9579	83	0.87		13	13	0.000
0	0	0	0	0	#	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	000000000000000000000000000000000010000000000	0.650	0.979	1	74.12	9586	90	0.96		13	25	0.021
0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	#	1	0	0	0	0	0	000000000010000000000000000000000000000000000	1.000	1.000	4	23.78	9595	99	0.96		13	13	0.000
0	0	0	0	0	0	0	1	0	0	0	1	#	0	0	1	1	0	0	1	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	2	10.80	9598	102	0.96		13	13	0.000
0	0	1	1	0	0	0	0	#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000000000000000000000000000000000000000000	0.810	0.990	2	105.74	9755	103	0.96		39	51	0.010
1	0	0	#	0	0	0	0	0	0	0	#	0	0	1	0	#	1	#	0	0	1	0	000010000000000000000000000000000000000000000	0.638	0.978	1	89.93	9931	104	0.83		26	52	0.022
0	#	0	1	0	0	0	0	0	0	1	1	0	0	#	1	0	0	0	1	0	#	1	000000000001000000000000000000000000000001000	1.000	1.000	1	13.33	9603	107	0.87		13	13	0.000
0	0	0	0	#	#	0	1	0	#	#	0	#	0	#	#	0	0	0	0	0	0	0	000000000100000000000000000000000000000000000	0.906	0.995	1	141.19	9847	109	0.70		138	162	0.005
0	0	0	1	0	0	#	0	0	0	#	1	0	0	#	0	1	0	#	#	0	0	0	000000000000000000000000000000000000100001000	0.688	0.981	1	134.54	9727	119	0.78		51	151	0.019
0	0	0	0	0	0	#	0	0	0	0	0	#	0	0	0	0	1	0	0	0	0	0	000000000010000000000000000000000000000000000	1.000	1.000	1	75.80	9617	121	0.91		13	13	0.000
0	0	0	0	0	#	0	0	0	0	#	0	0	0	0	0	0	0	0	0	0	0	0	000000100000000000000000000000000000000000000	0.407	0.956	2	241.55	9618	122	0.91		13	563	0.044
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	#	1	#	0	0	0	000000000000000000000000000000000000100001000	1.000	1.000	2	45.70	9620	124	0.91		13	13	0.000
0	0	1	0	#	0	0	1	0	#	0	0	0	0	0	1	1	0	1	1	0	0	#	100000000000000000000000000000000001000000000	1.000	1.000	4	10.23	9624	128	0.87		13	13	0.000
0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	#	0	#	0	0	100000000000000000000000000000000000000001000	0.627	0.977	2	63.80	9625	129	0.91		13	27	0.023
0	0	0	0	#	0	1	#	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	000000000000000000000000100000000000000100000	0.725	0.984	2	191.17	9654	130	0.91		74	263	0.016
0	0	0	1	0	0	0	#	0	0	0	#	0	0	0	1	1	#	0	0	#	0	0	000000000001000000000000000000000000000001000	1.000	1.000	4	21.23	9629	133	0.83		13	13	0.000
0	0	0	0	0	0	#	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	000000000000000000000000000000000010000000000	1.000	1.000	1	34.15	9631	135	0.96		13	13	0.000
0	0	0	0	0	1	0	#	0	0	0	0	0	0	0	#	0	#	0	0	0	0	0	000000000000000000000000000000000000000000010	0.972	0.999	1	143.83	9976	137	0.87		187	200	0.001
1	0	0	0	0	0	0	0	0	0	0	1	#	0	1	0	0	1	0	0	#	0	0	000010000000000000000000000000000000000000000	1.000	1.000	2	55.84	9635	139	0.91		13	13	0.000
0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	2	14.94	9636	140	0.96		13	13	0.000
0	0	0	0	0	0	#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	000000000000000000000000000000100000000000000	1.000	1.000	2	96.97	9641	145	0.96		13	13	0.000
1	0	0	0	0	0	#	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	000010000000000000000001000000000000000000000	1.000	1.000	3	45.92	9643	147	0.96		13	13	0.000
0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	#	0	0	#	0	1	1	000000000000000000000000000000000000100000000	1.000	1.000	5	11.05	9644	148	0.91		13	13	0.000
#	0	1	0	0	0	0	0	0	0	0	0	0	#	0	0	1	0	0	1	0	#	0	000000000000000000000000000000000001000000000	0.495	0.965	3	47.64	9650	154	0.87		13	27	0.035
0	0	0	1	0	0	0	0	0	1	#	1	0	0	0	0	0	0	#	0	0	0	#	000000000000000000000000000000000000100001000	1.000	1.000	1	42.94	9653	157	0.87		25	25	0.000
#	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	#	0	000000000000000000000100000000000000000000000	0.650	0.979	3	51.37	9655	159	0.91		13	25	0.021
0	0	1	0	0	0	0	1	0	0	#	1	0	0	0	0	0	0	0	0	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	2	54.25	9659	163	0.96		25	25	0.000
0	0	0	0	1	0	0	0	#	0	0	0	0	1	0	0	1	0	0	0	0	0	0	000000000000000000000000000000000000000000001	1.000	1.000	2	80.32	9663	167	0.96		38	38	0.000
0	0	0	#	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	4	11.18	9665	169	0.96		13	13	0.000
0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	#	0	0	0	0	0	000000000100000000000000000000000000000000000	0.650	0.979	1	78.98	9669	173	0.96		13	25	0.021
0	1	0	0	0	0	#	0	0	0	0	0	0	0	0	#	0	0	0	1	0	0	0	000000000000000000000000000000000001000000000	0.552	0.971	1	107.04	9674	178	0.91		13	38	0.029
1	1	#	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	000000000000000000000000000000000000000000001	1.000	1.000	1	47.71	9677	181	0.96		13	13	0.000
0	0	0	0	1	0	0	0	0	0	0	0	#	0	0	0	#	0	0	0	0	0	0	000000000000000000000000000000000000000000001	0.918	0.996	1	158.90	9875	184	0.91		123	136	0.004
0	#	0	0	0	0	0	0	0	0	0	1	0	0	0	#	1	0	1	0	0	0	0	000000000000000000000000000000000000000001000	1.000	1.000	1	29.69	9687	191	0.91		13	13	0.000
#	#	0	0	0	#	0	0	0	0	0	0	0	1	0	#	0	0	0	0	#	0	0	000000000000000000000000000000010000000000000	0.394	0.954	1	189.38	9908	195	0.78		176	1052	0.046
0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	0	1	0	0	0	0	0	1	000000000000000000000000000000100000000000000	1.000	1.000	1	66.07	9693	197	0.96		14	14	0.000
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	000000000100100000000000000000000000000000000	0.535	0.969	3	47.91	9694	198	1.00		14	26	0.031
0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	#	0	0	0	000000000000000000000000000000000000000001000	0.814	0.990	1	71.02	9695	199	0.96		14	26	0.010
0	#	0	0	0	0	0	0	1	0	#	1	0	0	0	#	0	0	0	0	0	0	0	000000000000000000000001000000000000000000000	0.865	0.993	1	156.90	9979	200	0.87		62	74	0.007
1	#	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	000010000000000000000000000000001000000000001	0.724	0.984	1	83.56	9697	201	0.96		26	50	0.016
0	#	0	1	0	0	#	0	0	#	1	1	0	0	0	0	0	0	0	0	0	#	0	000000000000100000000000000000000000010000000	0.285	0.939	1	132.41	9700	204	0.83		14	114	0.061
#	0	#	0	0	#	0	0	0	0	#	1	0	0	#	0	0	0	0	0	0	0	#	100000000000000000000000000000000000000000000	0.670	0.980	1	161.34	9992	205	0.74		166	288	0.020
1	1	0	0	0	0	#	0	0	0	#	#	0	1	0	0	0	0	#	0	0	0	0	000010000000000000000000000100000000000000000	0.405	0.956	2	228.78	9704	208	0.83		14	315	0.044
0	0	0	1	0	0	0	0	0	0	0	1	0	#	0	#	0	0	0	#	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	81.85	9706	210	0.87		14	14	0.000
#	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	000010000000000000000000000000000000000000000	0.751	0.986	1	119.83	9963	218	0.96		51	75	0.014
0	#	0	0	0	0	0	0	0	1	0	0	0	0	0	0	#	0	0	0	0	0	0	000000000001000000000000000000000000100000000	1.000	1.000	4	40.81	9717	221	0.91		14	14	0.000
1	0	0	0	0	0	0	0	0	#	0	0	0	0	#	0	0	0	0	0	1	#	0	000000000000000000000000000000000010000000000	1.000	1.000	2	83.32	9722	226	0.87		14	14	0.000
0	1	0	0	#	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	16.51	9726	230	0.96		14	14	0.000
0	0	0	1	0	0	0	0	0	0	#	1	0	0	0	0	1	0	#	#	0	0	0	000000000000000000000000000000000000100001000	0.684	0.981	1	134.54	9727	231	0.87		49	149	0.019
0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	#	0	0	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	86.68	9728	232	0.96		26	26	0.000
0	0	0	0	#	0	0	0	1	#	0	#	#	0	0	0	0	0	0	#	0	#	0	000000000000000000000001000000000000000000000	0.852	0.992	3	202.90	9997	233	0.74		283	345	0.008
#	#	1	1	#	0	#	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	000000000000000000000000000000000000000001000	1.000	1.000	2	45.24	9732	236	0.83		14	14	0.000
0	0	0	0	#	0	0	0	0	0	#	0	1	0	0	0	0	0	0	1	0	#	0	000000000100000000000000000000000000001000000	0.806	0.989	2	67.45	9735	239	0.87		14	27	0.011
0	0	0	0	0	0	0	#	0	0	1	0	0	0	#	0	0	0	0	#	#	0	#	000000000000000000000000000000000000010000000	0.638	0.978	1	139.26	9742	246	0.78		26	52	0.022
0	0	0	0	0	0	0	#	0	0	0	0	0	0	1	#	0	0	0	0	0	0	0	000010000000000000000000000000000000000000000	1.000	1.000	3	73.78	9745	249	0.91		14	14	0.000
0	0	0	#	0	0	0	0	0	#	#	0	1	0	0	#	0	#	0	0	0	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	175.57	9919	250	0.78		174	174	0.000
0	0	0	#	0	0	1	0	#	0	0	#	0	0	#	1	0	0	0	0	0	0	0	000000000000000000000000100000000000000000000	0.869	0.993	4	180.14	9998	251	0.83		186	271	0.007
0	0	0	1	0	0	0	0	#	0	1	#	0	0	#	1	0	0	0	#	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	26.20	9752	256	0.83		14	14	0.000
0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	#	0	0	1	#	000000000000000000000000000000001000000000000	1.000	1.000	2	22.43	9753	257	0.91		14	14	0.000
1	0	#	0	0	0	0	0	0	0	0	1	0	0	#	0	1	1	0	0	0	1	#	000000000010000000000000000000000000000000000	1.000	1.000	3	34.46	9756	260	0.87		14	14	0.000
1	1	0	0	1	0	#	0	0	0	0	1	0	1	1	#	0	1	0	0	0	1	0	000000000010000000000000000000010000000000001	1.000	1.000	5	14.80	9759	263	0.91		14	14	0.000
0	0	0	#	#	0	0	0	1	0	0	0	0	1	0	0	0	0	#	#	0	0	0	000000000000000000000001000000000000000000000	0.661	0.979	1	105.04	9764	268	0.83		14	26	0.021
1	0	0	0	#	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	#	0	000010000000000000000000000000000000000000001	1.000	1.000	1	39.10	9765	269	0.91		14	14	0.000
1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	#	0	000010000000000000000000000000001000000000000	1.000	1.000	1	62.63	9767	271	0.96		14	14	0.000
0	0	0	0	#	0	0	#	0	0	0	0	0	1	0	0	0	0	#	#	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	4	84.78	9768	272	0.83		26	26	0.000
0	0	0	0	0	1	0	0	0	0	0	0	0	#	0	0	0	0	0	1	0	0	0	000000000100000000000000000000000000000000010	0.814	0.990	1	77.02	9778	282	0.96		14	26	0.010
0	#	1	0	0	0	0	0	#	1	0	0	0	0	0	0	1	#	0	1	0	0	0	000000000001000000000000000000000000100000000	1.000	1.000	7	15.79	9781	285	0.87		14	14	0.000
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	1	1	100000000000000000000000000000000000000000000	1.000	1.000	3	27.32	9782	286	0.96		14	14	0.000
#	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	#	0	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	36.54	9785	289	0.91		14	14	0.000
1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	000010000000000000000000000000000000000000001	1.000	1.000	1	70.94	9787	291	1.00		14	14	0.000
0	0	1	1	0	0	0	0	0	0	1	#	#	0	0	0	#	0	0	0	0	0	0	000000000000000000000000000000000000100001000	0.466	0.963	2	78.34	9792	296	0.87		14	51	0.037
#	0	0	0	0	0	0	0	0	0	0	0	#	1	1	0	1	1	0	#	0	#	0	000010000000000000000000000000000000000000000	1.000	1.000	3	42.69	9798	302	0.83		14	14	0.000
0	0	0	0	#	0	0	0	0	1	1	1	0	0	#	0	0	0	0	0	0	0	0	000000000000000000000000000000000000100000000	1.000	1.000	3	29.25	9800	304	0.91		14	14	0.000
1	1	0	0	0	0	0	0	#	0	0	0	0	0	#	0	1	0	0	0	0	0	0	001000000000000000000000000000000000000000000	0.412	0.957	2	119.93	9802	306	0.91		14	40	0.043
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	#	#	1	#	000000000000000000000000000000001000000000000	0.661	0.979	2	35.82	9803	307	0.87		14	26	0.021
0	0	1	1	0	0	1	0	0	0	0	1	0	#	0	1	0	0	0	0	0	#	0	100000000000000000000000100000000000000000000	1.000	1.000	6	10.14	9807	311	0.91		13	13	0.000
1	0	#	0	0	0	0	0	0	0	0	1	0	0	#	0	#	0	0	0	0	0	0	000010000000000000000000000000000000000000000	1.000	1.000	1	218.45	9808	312	0.87		24	24	0.000
0	0	1	1	0	0	0	0	0	#	1	#	0	0	0	0	#	0	0	1	#	0	0	100000000100000000000000000000000000000000000	1.000	1.000	2	26.05	9813	317	0.83		13	13	0.000
0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	000000000000000000000000100000000000000100000	1.000	1.000	1	35.63	9814	318	1.00		13	13	0.000
1	1	0	0	0	0	0	0	0	#	0	#	0	#	0	#	#	0	#	0	#	0	0	000010000000000000000000000000001000000000000	0.853	0.992	1	223.80	9985	322	0.70		583	771	0.008
#	0	#	1	0	1	0	0	#	0	0	0	0	0	0	#	1	0	1	0	0	0	0	000000000000000000000000000000000000000001000	1.000	1.000	4	19.18	9822	326	0.83		13	13	0.000
0	0	0	1	0	0	0	0	0	0	0	0	0	0	#	0	0	0	0	0	0	0	0	000000000000000000000000000000000000000001000	1.000	1.000	1	196.48	9961	328	0.96		62	62	0.000
0	0	1	1	0	0	1	0	0	0	#	1	0	0	0	1	0	0	0	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	4	10.98	9825	329	0.96		13	13	0.000
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	3	38.17	9827	331	1.00		13	13	0.000
0	0	0	#	#	0	0	#	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	000000000000000001000000000000000000000001000	0.644	0.978	2	145.23	9828	332	0.87		13	49	0.022
0	0	1	#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	#	100000000000000000000000000000000000000000000	0.579	0.973	1	115.13	9830	334	0.91		24	61	0.027
0	0	1	1	0	0	0	0	0	0	1	0	#	0	#	0	#	0	0	0	0	0	0	100000000000000000000000000000000000000001000	1.000	1.000	2	64.63	9833	337	0.87		13	13	0.000
0	0	0	0	0	0	0	0	0	0	#	0	0	0	0	1	0	0	0	0	0	1	0	000000000000000000000000000000000000001000000	1.000	1.000	3	18.72	9835	339	0.96		13	13	0.000
1	#	0	0	0	0	#	0	0	0	0	#	0	1	0	0	0	1	0	#	#	#	0	000000000000000000000000000000010000000000000	0.669	0.980	1	161.05	9962	341	0.74		278	426	0.020
0	0	1	0	0	0	0	#	0	0	#	1	0	0	0	0	1	0	#	0	0	0	0	100000000000000000000000000000000000000000000	1.000	1.000	2	169.58	9900	342	0.87		61	61	0.000
0	0	1	0	0	0	0	#	0	0	#	1	0	#	0	0	1	0	0	0	0	0	#	100000000000000000000000000000000000000000000	1.000	1.000	1	169.58	9900	342	0.83		61	61	0.000
0	#	0	0	0	0	0	0	0	0	#	1	0	0	0	1	1	0	0	0	0	0	0	000000000000000000000000000000000000010000000	1.000	1.000	2	28.99	9839	343	0.91		13	13	0.000
0	0	0	#	0	0	0	0	0	0	0	1	1	0	#	#	0	0	0	0	0	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	47.64	9842	346	0.87		13	13	0.000
0	0	0	1	0	0	#	#	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	000000000000000000000000000000000000100001000	1.000	1.000	1	39.52	9843	347	0.91		13	13	0.000
0	0	1	0	0	0	#	#	0	#	0	0	0	0	0	0	0	0	0	0	#	0	1	100000000000000000000000000000000000000000000	1.000	1.000	1	122.99	9849	353	0.83		24	24	0.000
1	0	0	0	0	0	0	0	0	0	0	#	0	1	0	0	0	1	0	0	0	1	0	000000000000000000000000000000010000000000000	0.749	0.986	1	181.80	9916	356	0.96		87	138	0.014
0	0	0	1	0	0	#	0	0	0	1	0	0	0	0	0	#	0	0	0	0	0	0	000000000001000000000000000000000000000001000	1.000	1.000	3	85.83	9860	364	0.91		13	13	0.000
0	#	0	1	0	0	0	0	0	0	1	1	0	0	0	0	#	0	1	0	0	0	0	000000000000000000000000000010000000000001000	0.602	0.975	1	119.18	9862	366	0.91		13	87	0.025
1	0	0	0	0	0	0	#	0	0	0	0	0	0	0	#	0	0	#	0	0	#	0	000010000000000000001000000000000000000000000	0.618	0.976	2	325.47	9866	370	0.83		13	677	0.024
0	0	1	1	0	0	0	#	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	000000000000000000000000000000000000000001000	0.807	0.989	3	89.15	9868	372	0.96		13	25	0.011
0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	#	0	0	0	#	000000000000000000000000100000000000000000000	1.000	1.000	2	42.59	9873	377	0.91		13	13	0.000
#	1	0	0	0	0	0	#	1	0	0	1	0	1	#	0	0	0	0	#	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	3	25.58	9876	380	0.83		13	13	0.000
0	0	0	#	0	0	0	0	0	#	#	0	1	0	0	#	0	#	#	0	0	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	175.57	9919	382	0.74		172	172	0.000
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	#	1	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	3	38.22	9879	383	0.96		25	25	0.000
0	0	0	1	#	0	0	0	0	0	#	1	0	0	0	0	1	0	1	0	0	1	1	000000000000000000000000000000000000000001000	1.000	1.000	2	14.05	9881	385	0.91		13	13	0.000
0	0	#	#	0	0	0	0	#	1	0	0	0	0	#	1	1	0	1	1	0	#	0	000000000000000000000000000000000000101000000	1.000	1.000	3	12.95	9882	386	0.78		13	13	0.000
0	0	0	0	#	0	0	#	1	0	0	#	#	0	0	0	0	0	0	0	0	#	0	000000000000000000000001000000000000000000000	0.853	0.992	1	202.90	9997	388	0.78		281	342	0.008
0	0	0	#	0	0	0	0	#	0	1	1	0	#	0	0	1	0	#	0	0	1	1	000000000000000000000000000000000000000001000	1.000	1.000	2	40.16	9891	395	0.83		13	13	0.000
0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	0	1	0	0	0	0	0	#	000000000000000000010000000000000000010000000	0.408	0.956	4	107.94	9892	396	0.91		13	38	0.044
#	1	0	0	0	0	0	0	0	#	0	#	0	1	0	#	0	0	#	0	0	0	0	000000000000000000000000000000001000000000000	0.613	0.976	1	195.52	9956	401	0.78		75	393	0.024
1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	#	0	1	0	0	0	0	#	000010000000000000000000000000000000000000001	1.000	1.000	1	62.14	9899	403	0.91		13	13	0.000
0	0	1	#	0	0	0	#	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	100000000000000000000000000000000000000000000	0.683	0.981	1	140.45	9900	404	0.91		48	73	0.019
#	0	0	0	0	0	0	0	0	0	0	#	0	0	0	0	0	1	0	0	0	1	0	000010000000000000000000000000001000000000000	0.557	0.971	1	70.08	9901	405	0.91		13	37	0.029
0	#	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	8	14.02	9906	410	0.96		13	13	0.000
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#	0	1	1	#	#	0	000000000000000000000000000000000000001000000	1.000	1.000	2	45.08	9909	413	0.87		13	13	0.000
0	0	#	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	#	0	1	000000000000000000000000000000000000100001000	1.000	1.000	1	34.27	9914	418	0.91		13	13	0.000
0	0	#	#	0	0	0	0	0	#	0	0	1	0	0	#	0	0	0	0	0	0	0	000000000000000000000000000000000000001000000	0.939	0.997	2	182.44	9919	423	0.83		158	170	0.003
