Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	#	#	#	#	#	#	-0.030;0.555	#	#	#	#	#	#	#	#	#	#	#	#	0.044;0.177	#	#	0.014;0.034	0.146;0.397	#	#	#	#	#	000001000001001001010001000000100001000000000000000000000000001000000000100000000000000000001011000100000100000110000000000000100000000000000000000000000000000010000000000010	0.315	0.891	1	244.75	9755	1045	0.12		25	50
#	#	#	#	-0.014;0.033	#	#	#	#	#	#	#	#	#	#	#	#	-0.043;0.211	#	#	#	#	#	0.142;0.279	#	#	#	-0.087;0.286	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	75.47	9825	1115	0.12		25	50
#	#	#	#	#	-0.381;0.381	#	#	#	#	#	#	#	-0.049;0.080	#	#	#	#	#	#	-1.130;1.130	-0.305;0.305	#	#	#	-0.027;0.027	#	#	-0.240;0.240	#	#	-0.267;0.267	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.346	0.899	1	61.98	9966	1256	0.21		25	50
#	#	#	#	#	#	#	#	#	#	#	#	#	-0.049;0.080	#	#	#	#	#	-3140390404053132158322457275120917324231576212515510055518768076248114647597842305679152388167414897844974689869969051861280461319889305232094305188717704557771309537296384.000;25142412424255153688293135654086250163795081841083631203897992694212021181878273095629352634987332593115041783197621327318083716056898323111663314326970059783927985944395776.000	-1.130;1.130	-0.305;0.305	#	#	#	-0.027;0.027	#	#	#	#	#	-0.267;0.267	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.346	0.899	1	61.98	9966	1256	0.18		25	50
#	#	#	#	0.049;0.106	#	#	#	#	#	#	#	#	0.090;0.245	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	011001011010011010010001000000010101000000000000000000000000000000000100000100000000000000010001010100010100010110001010010000000000000110000000000100000000000000000000000000	0.113	0.804	1	475.91	9975	1265	0.06		25	1069
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.142;0.279	1.194;5.099	#	0.006;0.019	-0.087;0.286	#	-0.410;0.443	#	#	-0.065;0.083	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	75.45	9825	1466	0.18		24	48
#	#	#	#	-0.013;0.043	-0.377;0.588	#	-1.703;1.766	#	#	#	#	#	#	#	-0.457;0.711	#	#	#	#	#	#	#	#	#	#	0.007;0.029	#	#	#	0.731;0.987	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.513	0.935	1	75.42	9883	1524	0.18		23	47
0.083;5.270	#	#	#	#	#	#	#	#	0.100;0.309	#	#	#	#	#	0.119;1.113	#	0.672;1.145	#	#	#	#	#	0.166;0.283	#	0.077;0.110	0.019;0.045	0.561;0.925	#	#	#	0.613;1.094	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	139.58	9894	1535	0.27		23	23
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.015;0.273	#	#	#	#	0.142;0.279	#	#	#	-0.087;0.286	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	75.39	9825	1817	0.09		23	46
#	-0.009;0.021	#	#	#	#	#	#	#	#	-0.280;0.280	#	#	-0.049;0.080	#	#	#	#	#	#	-1.130;1.130	-0.305;0.305	#	#	#	-0.027;0.027	#	#	#	#	#	-0.267;0.267	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.346	0.899	1	61.94	9966	1958	0.21		23	46
#	#	0.030;0.052	#	-0.010;0.049	#	#	#	#	#	#	0.054;0.109	#	#	-109.624;-44.150	#	#	#	#	#	-0.024;1.752	0.263;0.549	#	#	#	0.001;0.047	#	#	#	#	#	0.331;0.576	-0.021;0.098	010001100000100000000100100010000000100000000000000001000000000001000110010100000000000000000010101001000100010110000100000000000010000000100100000011000000000000000000000000	0.226	0.862	2	364.55	9674	2017	0.27		22	68
#	#	0.023;0.037	#	#	#	#	#	#	#	0.346;0.601	#	#	#	#	#	#	#	#	#	#	#	-0.362;4.622	0.036;0.250	#	#	#	0.338;0.736	#	#	#	#	#	010001100101000100000000000001010001000000000000000000000000000000100000000000000000000000001010100001000001010100000100000000000000000000000000000000000000000000001000000000	0.132	0.817	1	603.85	9857	2200	0.15		21	1445
#	#	#	#	#	#	0.231;0.718	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.323;0.839	#	011001000000000001000000000000000000010000000000000000000000000000010010101000010000000000000000000001000101010110100100010001000000000000000000000000000000000000000001000000	0.135	0.818	1	551.87	9992	2335	0.06		22	5982
#	#	#	#	#	#	#	-1.314;1.048	#	-0.009;0.236	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.003;0.199	0.847;5.052	#	#	0.269;0.711	-0.144;0.445	-0.150;1.260	#	#	#	001001000000001000000000100010010100000000000000000000000000000000000110100000010000000000010000000101010100010100100000000000000000000000000000000000000000000000000000000000	0.172	0.839	2	682.69	9653	2347	0.21		21	4200
#	-0.013;0.025	#	#	#	#	#	#	0.429;0.552	#	-0.280;0.280	#	#	-0.049;0.080	#	#	#	#	#	#	-1.130;-0.732	#	#	#	#	-0.027;0.027	#	#	#	-0.808;0.808	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.067	0.950	1	108.50	2660	2660	0.21		0	0
-2.075;2.075	#	#	-0.232;0.232	#	#	#	#	#	#	#	#	#	-0.049;0.080	-30.009;30.009	#	0.002;0.110	#	#	#	-1.130;1.130	-0.305;0.305	#	#	-1.752;1.752	#	#	-0.169;0.169	#	#	#	-0.267;0.267	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	53.16	9966	2660	0.30		21	21
#	#	#	#	#	#	#	#	#	0.048;0.203	#	#	#	#	#	#	-0.058;0.069	0.372;0.644	#	#	#	0.200;0.542	#	#	#	#	#	#	#	-0.533;0.878	#	#	#	010101100001000100000100100000011000000000000000000000000000000000000100100000010100000000000000101000000001010100000100000000000000000000000000000000000000000000000000000000	0.152	0.828	2	564.60	9684	2729	0.15		20	3872
2.027;10.210	0.023;0.052	#	#	#	#	#	#	#	#	#	0.054;0.123	#	#	#	#	#	#	#	-15756452474780655869743917989956130878801885574298981112498459044596468942566624424553007120903856401175372771794311832236406920484897080396114487849381721307259969407549440.000;35758652676780858834043652767982438891850442390335686224874711341771772110559911297493834264372317101213539874140479279860451001043865835508293712228170547496542816664813568.000	#	#	#	#	#	#	0.019;0.038	0.317;0.967	#	#	#	#	#	010001100101000101100100000101101000000000000000000000000000000100000100000000010100000000001010101010101100110100100000000000000000000000100000000000000000000001000000000001	0.086	0.783	2	619.61	9701	2746	0.18		20	2063
#	#	#	-0.028;0.514	#	#	#	#	#	#	#	#	#	#	#	#	-0.027;0.066	#	-0.102;0.480	#	#	-0.062;0.270	#	#	#	#	-0.009;0.024	#	#	#	#	#	#	101000010000101001010101010010010101100000000000011000000000000001000010101000010000000000010001010100000100010010000000101100000001010000000000000000001000000000000000000000	0.084	0.780	1	645.41	9705	2750	0.15		20	3511
-0.526;3.969	0.019;0.052	-0.002;0.020	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.023;0.559	#	0.075;1.608	#	#	#	-1.264;5.644	#	#	#	#	#	#	#	#	011000000010000010010000001000010100000000000000000000000001000000100000000000000000001000000011010100010100010111100000001000000000000000000000000000000000000000001000000000	0.129	0.815	2	669.77	9799	2844	0.18		20	1162
#	#	#	-0.065;0.320	-0.014;0.033	#	#	-2.296;0.974	#	#	#	#	#	#	-43.403;23.163	#	#	#	#	-22818253282857727437157855478601499717319111108433278066459073343663319017520341934597435327172282114189493837743637444346918057187216522840210220310729495936225868374867968.000;42838253282857931048037219260266868170084145768175112059301889945848166124652183886296556494388271648999382127406768229501660876965047461876325289489247131610180101827723264.000	#	#	#	#	#	#	#	-0.087;0.286	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.309	0.889	1	63.47	9825	2870	0.18		20	61
-2.075;2.075	-0.014;0.026	#	-0.232;0.232	-0.008;0.024	#	#	#	#	#	-0.148;0.148	#	#	#	#	#	0.002;0.110	#	#	#	-1.130;1.130	#	#	#	-1.752;1.752	#	#	-0.169;0.169	#	#	#	-0.267;0.267	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	52.20	9966	3011	0.30		20	20
#	0.005;0.033	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.789;3.993	#	#	#	#	#	0.731;0.987	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.511	0.935	1	74.88	9883	3279	0.09		18	37
#	#	#	#	#	#	#	-1.002;1.065	#	#	#	-0.013;0.047	#	#	#	#	#	#	#	#	#	#	#	0.023;0.326	#	#	0.005;0.031	#	#	#	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.511	0.935	1	74.88	9883	3279	0.12		18	37
#	#	#	0.001;0.648	#	#	0.159;0.630	#	#	#	#	0.073;0.104	#	#	#	#	#	#	#	#	-0.838;2.067	0.077;0.474	#	#	#	#	#	0.258;0.648	#	#	#	0.262;0.482	#	000000010001010101000001010101000101010000000000000010000000100001010000000000010000000000001010000000101010110100000100000000000000000000000000000000000000000000000000000000	0.107	0.800	1	594.40	9932	3328	0.21		19	964
#	#	#	#	#	#	#	#	#	#	#	0.052;0.129	#	#	#	0.141;1.210	-0.015;0.053	#	#	#	#	#	#	-0.086;0.196	#	#	#	0.106;0.738	#	#	#	#	#	010001001010000010101000101000010000000100000000000000000000000000000110110100100000000010000000000000110000110110100000000000000000000000000000000000000000000000000000000000	0.102	0.796	1	593.12	9936	3332	0.15		19	5164
#	#	0.017;0.046	-0.129;0.431	#	#	0.147;0.430	#	#	#	#	#	#	#	#	0.061;1.503	#	#	#	#	#	#	#	#	3.846;6.650	#	#	#	#	#	#	0.505;0.907	#	010100010101010100000101000101000101000000000000000000001010000000010000000000010000000000001010101010101000110100000100000010000000000000000000000000000000000000000000000000	0.089	0.786	1	633.17	9961	3357	0.18		19	985
#	#	#	#	#	#	#	#	#	#	#	-0.023;0.025	#	-0.049;0.080	#	#	#	#	#	#	-1.130;1.009	-0.305;0.305	#	#	#	-0.027;0.027	#	-0.169;0.169	#	#	#	-0.267;0.267	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.346	0.899	1	61.54	9966	3362	0.21		19	38
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.020;0.626	#	#	#	#	#	#	#	#	0.308;0.698	#	0.221;1.602	#	#	0.047;0.125	000001000100100000000101000010000101000010000000000001000010100001000100100100000100000000010010001100000100010110000100010000000000000000000000000000100100100000000011000000	0.088	0.784	1	659.12	9985	3381	0.12		19	3833
#	#	0.017;0.034	#	#	#	-0.142;0.708	#	#	0.123;0.265	#	#	#	0.239;0.459	#	#	#	#	0.046;0.369	#	0.021;1.312	#	0.152;3.411	#	#	#	#	#	#	-0.663;1.101	#	#	#	010101100001100101100101100101101001000010001000000011000010000001010100100000010000000000000010101010000100010110000100010010000101000000000000000010000000100000000000000000	0.076	0.773	2	390.26	9677	3424	0.24		18	73
#	#	0.001;0.026	#	#	#	#	#	#	#	#	0.065;0.129	#	#	#	#	#	#	#	#	#	0.168;0.518	#	#	#	#	#	#	#	#	#	#	#	011001000100000000000101000000010101000000000000000000000000000000100000000010000000000100000000000101010100010100000000000000000000000000000000000000000000000000001000000000	0.149	0.827	1	597.56	9679	3426	0.09		18	4046
#	#	#	#	#	#	#	-1.983;2.003	#	#	0.174;0.743	#	#	#	#	#	#	#	#	81303058030386301847294886419077659177589215712698011804183983707808759065509705681102212789627147058443529399030354172562744151775929861305345516963830269613243946607050752.000;120696961969815689387134505118727993429940290849130506883261731523879699816903416069541106145141821981541250250520587101845948981638344411301080023155508052309656408502042624.000	#	#	-1.611;5.577	#	#	#	-0.005;0.035	#	0.108;0.473	#	#	#	#	101000010000101000010001000010000101100010000000000000000000000001000100101000010000000000010000000100010100010110000100010000000000000000000000000010000000000000010000000000	0.187	0.846	1	500.16	9826	3573	0.18		18	569
4.655;12.607	0.027;0.061	#	#	#	#	#	-0.648;2.378	#	#	#	0.054;0.130	#	#	-104.971;-46.044	#	-0.046;0.069	#	#	#	#	#	#	#	#	#	0.001;0.034	#	#	#	-0.246;0.379	0.343;0.894	#	010001100000100100100110100001001010000000000000000011000000000000000000001000010000000000010010100011000100010100000000000000011000000000100000000000000100000000000000000000	0.107	0.800	1	639.77	9861	3608	0.27		17	2678
1.236;4.117	#	#	#	#	0.084;1.458	#	#	#	0.100;0.309	#	#	0.581;1.007	#	#	0.119;1.113	#	#	0.117;0.477	#	#	#	-0.184;4.224	#	#	0.077;0.110	#	#	0.340;0.589	#	#	0.613;1.094	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	125.70	9894	3641	0.30		17	17
#	#	#	0.011;0.396	#	#	#	#	0.040;0.167	#	#	0.047;0.128	#	#	#	#	#	0.151;0.696	#	-9595851969714597064047870165177894813460694735790684632886269597502357031786820536946079513292397946783680124232587569777849593382572164557606078327665050422153422852587520.000;29798051969714799056788823697734583166266379252383332032985603397700345462686213833421793089292342129513591554075839081125744475830914931840613427509817497991794402936225792.000	-0.999;0.857	0.067;0.427	#	#	#	-0.013;0.049	#	#	#	#	#	#	#	010101100000000100000000000001001000000000000000000000000000000001010000000000010000000000001010101010100000110100000100000000000000000000000000000000000000000000000000000000	0.128	0.814	1	708.53	9895	3642	0.24		17	2805
#	#	#	0.190;0.574	#	#	#	#	#	0.041;0.141	0.153;0.738	#	#	#	-113.634;-43.795	#	#	#	#	-7070601716187070061776006632453741230407614573852629767266568649587145539542685328363866926835017882883145558381572504318361664439469415613139835488253855494174644474216448.000;27272801718187270785816487162635400289393671042106076034503778226889878697720518757819632864130413744522915985090103244647439819419419849282469631324566386183684449202339840.000	#	0.339;0.671	-0.573;5.561	#	#	-0.004;0.033	#	#	#	#	-0.164;0.339	0.260;0.706	#	010101100001000101100000100000000000000000000000000000000000100000100000000100000000000000001010101010000100100100000100000000000100000000000000000000000000000000001000000000	0.115	0.805	1	636.38	9903	3650	0.30		17	674
3.615;8.917	#	0.011;0.040	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.035;0.082	#	#	-16676751767591675645039475915871759202720389203593449137714606698983109177800730818462800561210161776503299688927080305103954199000357320871125648546696152640539720746532864.000;18676751767793678659881038938495449852731333765295944881178400451395943998966650039497687981258749783576878113021039866303114788947751823317701625971881884785447021242744832.000	-0.330;2.332	#	3.003;10.191	#	#	0.018;0.041	#	#	#	#	#	#	0.016;0.094	001000000000101000010101000010000101000000000000000000000000000000100000000010000000000100100001000101000100010100000000000000000010000000000000000000000000000000001000000000	0.164	0.835	1	500.42	9918	3665	0.24		18	199
