Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	-0.573;0.573	#	0.152;0.311	#	#	0.912;3.998	-0.091;0.439	0.483;0.685	#	0.017;0.074	0.001;0.014	0.029;1.079	-0.257;0.881	-0.360;1.899	0.112;0.762	#	#	#	000001	0.052	0.553	1	74.66	9904	936	0.50		489	884
-106.069;-88.952	#	#	#	#	4.404;12.216	-0.049;0.160	-0.056;0.223	-0.147;0.571	9.118;12.821	0.168;0.674	#	#	#	#	#	#	#	#	0.042;0.107	#	-0.061;0.513	101000	1.000	1.000	1	85.37	9690	982	0.41		22	22
#	#	#	0.208;0.315	#	#	-0.098;0.170	#	#	#	0.552;0.873	#	#	0.022;0.156	0.003;0.011	#	0.404;0.856	#	#	0.096;0.101	#	#	001110	0.002	0.472	1	91.40	1016	1016	0.32		0	0
#	#	#	#	-0.573;0.573	#	0.152;0.311	-0.019;0.184	#	#	-0.091;0.439	0.483;0.685	#	0.017;0.074	0.001;0.014	0.029;1.079	-0.257;0.881	-0.360;1.899	0.112;0.762	#	#	#	000001	0.063	0.576	1	79.56	9904	1024	0.50		504	875
#	#	#	-0.004;0.129	0.455;0.896	-0.891;6.320	#	-0.001;0.148	-0.164;0.269	-1.419;5.369	#	0.337;0.485	#	#	0.004;0.011	#	-0.394;0.661	#	#	#	0.031;1.512	#	100001	0.056	0.562	1	87.37	9960	1029	0.45		205	365
#	#	#	-0.004;0.129	0.455;0.896	#	#	-0.001;0.148	-0.345;0.177	#	#	0.337;0.485	#	#	0.003;0.015	#	#	#	#	#	0.031;1.512	#	100001	0.077	0.599	1	90.13	9960	1029	0.32		205	342
#	0.120;0.192	#	0.066;0.198	#	#	0.307;0.512	#	0.006;0.554	#	#	0.345;0.689	0.384;0.774	#	0.007;0.014	0.474;1.285	-0.386;0.870	-0.352;1.359	0.359;0.811	#	0.026;2.002	#	001000	1.000	1.000	2	69.63	9749	1041	0.55		23	23
#	0.026;0.154	#	#	0.455;0.896	#	#	-0.001;0.129	-0.345;0.177	-1.419;5.369	-0.175;0.282	0.337;0.485	#	#	0.003;0.015	#	#	#	#	#	#	#	100001	0.077	0.598	1	90.13	9960	1059	0.36		204	341
#	#	#	#	-0.573;0.573	#	0.152;0.311	-0.021;0.220	#	#	#	#	0.261;0.525	0.017;0.118	#	-0.220;1.227	-0.257;0.881	-0.360;1.899	0.112;0.762	0.067;0.110	#	-0.266;0.541	000001	0.148	0.683	1	108.52	9963	1084	0.50		344	504
#	#	0.236;0.407	#	#	#	-0.037;0.140	#	0.243;1.052	0.475;6.771	#	#	#	0.072;0.114	0.005;0.012	#	#	1.633;4.201	#	0.046;0.105	0.636;2.200	0.986;1.630	001110	1.000	1.000	1	57.77	9810	1102	0.45		22	22
#	#	0.236;0.407	0.110;0.245	#	#	#	#	0.243;1.052	0.475;6.771	#	#	#	0.072;0.114	#	#	#	#	#	0.024;0.105	#	#	001110	1.000	1.000	1	57.77	9810	1102	0.27		22	22
-84.568;-56.753	#	0.006;0.222	0.081;0.269	#	-1.330;5.520	0.094;0.357	0.013;0.132	0.034;0.649	#	0.040;0.804	0.676;1.003	#	0.095;0.124	0.005;0.010	#	0.155;1.109	#	#	#	0.171;1.460	#	000010	0.001	0.429	1	164.29	1129	1129	0.59		0	0
#	#	#	0.081;0.151	-0.573;0.573	#	#	#	#	#	#	#	0.261;0.525	0.017;0.074	#	#	#	#	0.112;0.762	#	0.243;1.203	#	000001	0.214	0.735	1	104.41	9963	1146	0.27		316	430
#	#	#	0.081;0.151	-0.573;0.573	#	#	#	#	#	#	#	0.261;0.525	0.017;0.074	#	#	#	#	0.112;0.762	0.073;0.112	0.243;1.203	#	000001	0.213	0.734	1	104.41	9963	1189	0.32		314	428
-97.812;-66.573	#	#	0.160;0.359	-0.569;0.648	#	#	0.242;0.437	0.357;1.029	#	#	0.638;0.786	#	#	#	#	#	#	0.315;0.833	#	#	#	001100	1.000	1.000	1	82.40	9907	1199	0.32		22	22
#	-0.029;0.105	#	0.224;0.315	#	4.449;7.934	#	#	0.769;1.111	#	#	0.562;0.780	-0.038;0.252	#	#	-0.131;1.104	#	#	#	#	#	-0.193;0.489	001100	1.000	1.000	1	67.45	9909	1201	0.36		22	22
#	#	-0.003;0.093	-0.004;0.129	0.455;0.896	#	#	-0.001;0.148	#	-1.419;5.369	#	0.337;0.485	#	#	0.003;0.011	0.335;0.933	#	#	#	#	0.031;1.512	#	100001	0.128	0.663	1	92.79	9960	1202	0.41		179	270
#	0.063;0.212	0.047;0.202	0.012;0.197	#	-2.076;6.097	#	-0.011;0.203	#	2.574;9.116	#	#	#	0.034;0.082	0.013;0.025	#	#	#	#	0.091;0.155	0.482;1.579	#	010010	1.000	1.000	1	55.70	9966	1258	0.45		22	22
#	0.063;0.212	0.047;0.202	0.012;0.197	#	-2.076;6.097	#	-0.011;0.203	-0.218;0.603	2.574;9.116	#	#	#	0.034;0.082	0.013;0.025	0.072;1.307	#	#	#	#	0.482;1.579	#	010010	1.000	1.000	1	55.70	9966	1258	0.50		22	22
#	#	-0.060;0.178	#	#	3.135;9.986	#	-0.053;0.169	#	#	#	0.254;0.462	0.127;0.602	0.026;0.078	0.016;0.027	#	-0.109;0.477	#	0.323;0.680	0.138;0.181	#	#	110001	1.000	1.000	2	53.59	9628	1311	0.45		21	21
-106.069;-88.952	#	#	#	-0.529;0.529	4.404;12.216	#	#	-0.147;0.571	9.118;12.821	#	#	#	#	#	#	#	#	#	0.042;0.107	#	#	101000	1.000	1.000	1	84.34	9690	1373	0.27		21	21
-68.998;-57.872	#	0.160;0.274	0.179;0.374	#	#	-0.032;0.214	0.018;0.225	#	-1.836;6.434	#	0.415;0.764	#	#	0.002;0.015	-0.662;0.399	-0.004;0.783	#	0.228;0.501	#	#	#	010000	1.000	1.000	1	60.97	9692	1375	0.50		22	22
#	#	#	0.184;0.319	-0.569;0.648	#	#	#	#	6.194;11.149	#	#	-0.081;0.265	#	#	#	-0.091;0.712	#	#	#	#	#	001100	0.053	0.557	2	61.58	9907	1482	0.23		108	194
#	#	0.236;0.407	#	#	#	-0.037;0.140	#	0.243;1.052	0.475;6.771	#	#	-0.089;0.288	0.072;0.114	0.005;0.012	#	#	1.633;4.201	#	0.024;0.105	0.636;2.200	0.715;1.630	001110	1.000	1.000	1	58.14	9810	1493	0.50		21	21
#	0.022;0.120	#	0.080;0.247	-0.171;0.658	#	#	#	#	#	#	#	#	#	0.011;0.017	#	-0.306;0.905	0.691;2.368	#	0.104;0.149	0.371;1.304	#	100000	1.000	1.000	1	48.01	9843	1526	0.36		21	21
#	#	-0.018;0.128	-0.004;0.129	0.455;0.896	#	#	-0.001;0.148	-0.345;0.177	#	#	0.337;0.485	#	-0.023;0.084	0.004;0.015	#	#	#	#	#	0.031;1.512	#	100001	0.086	0.612	1	93.80	9960	1555	0.41		172	281
#	#	-0.018;0.128	#	0.455;0.896	#	#	-0.001;0.148	-0.345;0.177	-1.419;5.369	#	0.337;0.485	#	-0.023;0.084	0.004;0.011	#	#	#	#	#	#	#	100001	0.128	0.663	1	100.21	9960	1571	0.36		171	258
#	#	#	-0.004;0.115	#	#	0.236;0.404	#	0.065;0.373	#	#	#	0.113;0.443	0.012;0.070	0.003;0.015	0.335;1.169	#	2.661;3.996	#	#	1.129;2.035	#	100001	1.000	1.000	1	71.73	9937	1617	0.41		43	43
#	0.063;0.212	0.047;0.202	0.012;0.073	#	-2.076;6.097	#	-0.011;0.203	-0.218;0.603	2.574;9.116	#	#	#	0.034;0.082	0.013;0.025	#	#	#	0.317;0.891	#	0.482;1.579	#	010010	0.100	1.000	1	102.00	1649	1649	0.50		0	0
#	0.065;0.135	#	0.056;0.151	#	#	0.387;0.551	#	#	#	-0.265;0.439	#	#	-0.018;0.118	0.018;0.027	#	-0.257;0.881	#	#	#	#	#	000001	1.000	1.000	2	37.91	9980	1663	0.32		21	21
#	#	0.116;0.309	0.160;0.319	#	4.449;7.934	#	#	0.769;1.029	#	#	#	#	0.051;0.128	#	-0.131;1.104	#	#	#	#	#	#	001100	1.000	1.000	1	99.40	9609	1683	0.27		20	20
#	#	#	-0.004;0.129	0.455;0.896	#	#	-0.001;0.148	#	-1.419;5.369	#	0.337;0.485	#	#	0.003;0.011	0.335;0.933	#	#	#	#	#	#	100001	0.059	0.567	1	87.92	9960	1686	0.32		169	298
#	#	-0.060;0.178	#	#	3.135;9.986	#	-0.053;0.169	#	#	-0.210;0.468	#	0.127;0.602	#	0.016;0.027	#	-0.109;0.477	#	0.323;0.680	0.138;0.181	#	#	110001	1.000	1.000	1	53.35	9628	1702	0.41		20	20
#	#	0.038;0.197	0.052;0.198	#	#	-0.089;0.157	0.057;0.317	#	2.999;6.579	#	#	-0.061;0.143	#	#	-0.310;0.327	#	-0.923;1.575	#	#	0.585;1.793	-0.202;0.372	001110	0.049	0.547	1	58.30	9999	1720	0.45		128	234
#	0.031;0.128	0.090;0.280	0.141;0.253	#	#	0.028;0.224	#	#	2.096;6.910	-0.230;0.658	#	#	#	#	0.169;0.748	#	#	0.667;1.251	#	1.703;2.553	-0.073;0.645	000100	1.000	1.000	1	79.31	9654	1728	0.45		20	20
-89.422;-74.873	#	#	0.062;0.237	#	#	-0.042;0.144	#	#	-0.337;8.427	#	0.458;0.595	#	-0.000;0.107	#	0.257;0.855	-0.127;0.627	#	#	#	#	0.043;0.101	000110	0.137	0.672	1	83.43	9902	1742	0.41		43	64
-83.486;-66.864	#	0.038;0.197	#	#	6.262;10.588	-0.089;0.160	-0.003;0.219	#	-0.025;6.579	#	#	-0.061;0.143	#	#	#	0.404;0.856	-0.923;1.575	#	0.061;0.096	#	#	001110	0.107	0.639	1	92.41	9959	1749	0.45		149	233
-106.069;-88.952	#	#	#	#	4.404;12.216	-0.049;0.160	-0.056;0.223	#	9.118;12.821	#	#	#	#	#	#	#	-0.362;1.726	#	#	#	-0.061;0.513	101000	1.000	1.000	1	80.86	9690	1764	0.32		20	20
#	#	0.157;0.278	0.211;0.342	#	#	0.009;0.141	0.110;0.282	#	#	-0.091;0.735	0.415;0.764	-0.022;0.442	#	#	-0.662;0.399	-0.004;0.783	#	0.228;0.501	#	0.300;1.397	-0.046;1.049	010000	1.000	1.000	1	57.49	9692	1766	0.55		21	21
-99.068;-66.974	#	#	#	-0.524;0.604	6.262;10.588	#	#	#	6.818;11.756	#	0.273;0.666	-0.051;0.232	0.062;0.113	#	#	#	#	#	#	#	-0.335;0.993	001110	0.061	0.571	1	46.62	9848	1798	0.36		84	147
#	#	#	#	-0.309;0.309	1.716;5.561	-0.014;0.066	-0.055;0.129	-0.345;0.429	#	-0.175;0.282	#	#	-0.022;0.068	#	#	#	#	0.128;0.372	0.054;0.117	-0.820;1.183	#	100001	1.000	1.000	1	184.38	9796	1818	0.45		22	22
-83.486;-66.864	#	#	0.052;0.198	-0.314;0.321	6.262;10.588	#	#	#	2.999;6.579	#	#	#	#	#	-0.193;0.655	#	#	0.381;1.058	#	#	0.068;0.589	001110	0.039	0.523	1	71.54	9999	1822	0.36		253	484
#	0.172;0.297	-0.006;0.181	#	-0.414;0.414	3.982;10.712	#	#	-0.154;0.586	2.376;8.424	-0.229;0.684	#	#	0.122;0.250	#	0.500;1.291	-0.115;0.555	#	#	#	#	#	000100	1.000	1.000	1	40.76	9761	1835	0.45		21	21
#	#	#	#	-0.573;0.573	#	#	#	#	1.321;6.259	-0.025;0.159	0.483;0.685	-0.075;0.525	0.017;0.118	#	0.096;1.079	#	#	0.109;0.762	#	-0.273;1.203	#	000001	0.045	0.537	1	81.77	9992	1856	0.41		146	272
-89.895;-68.070	#	0.236;0.407	#	#	#	-0.037;0.140	#	0.243;1.052	0.475;6.771	#	#	#	0.072;0.114	0.005;0.012	#	#	1.633;4.201	#	0.024;0.105	0.636;2.200	0.715;1.630	001110	1.000	1.000	1	57.37	9810	1884	0.50		20	20
#	#	#	#	-0.309;0.309	1.716;5.561	-0.014;0.204	-0.055;0.129	-0.345;0.429	#	-0.175;0.282	#	#	-0.022;0.068	#	#	-0.386;0.652	0.821;3.388	0.128;0.372	0.054;0.117	-0.820;1.183	#	100001	0.052	0.553	1	84.35	9983	1893	0.55		104	188
#	#	0.003;0.155	#	-0.573;0.573	#	0.152;0.311	#	#	#	#	#	0.261;0.525	0.017;0.118	0.005;0.012	0.096;1.079	-0.257;0.881	#	0.112;0.762	0.067;0.110	#	-0.266;0.541	000001	0.184	0.713	1	108.29	9963	1901	0.50		310	435
#	0.040;0.120	0.082;0.203	0.080;0.201	#	#	#	#	#	#	#	#	#	#	0.011;0.017	-0.723;0.473	#	0.691;2.368	#	0.100;0.154	#	#	100000	1.000	1.000	1	46.78	9843	1917	0.32		20	20
#	#	0.053;0.157	#	-0.573;0.573	#	0.152;0.311	#	#	#	#	#	0.261;0.525	0.006;0.118	#	0.096;1.079	#	#	#	#	#	-0.266;0.541	000001	0.185	0.714	1	108.29	9963	1928	0.32		309	433
#	#	#	0.003;0.081	#	-0.189;3.176	0.205;0.437	-0.001;0.129	-0.120;0.177	-1.696;5.586	-0.309;0.444	0.373;0.485	#	-0.022;0.068	#	-0.345;0.870	#	#	#	#	#	#	100001	0.043	0.534	1	84.23	9937	1946	0.45		143	268
#	#	#	-0.004;0.129	#	0.156;6.789	0.205;0.437	-0.001;0.148	-0.345;0.177	#	-0.309;0.444	0.337;0.485	0.183;0.414	#	#	#	#	#	#	#	0.031;0.743	0.039;0.882	100001	0.389	0.828	1	134.02	9888	1962	0.45		101	122
-89.810;-71.409	#	#	0.184;0.319	#	#	#	#	#	4.113;11.149	#	0.491;0.840	-0.081;0.374	#	#	#	#	-0.374;1.200	0.315;0.833	#	#	-0.454;0.892	001100	0.065	0.580	2	55.43	9909	1981	0.36		142	245
#	-0.029;0.105	#	0.224;0.315	#	#	#	#	0.769;1.111	#	#	0.562;0.780	-0.038;0.252	#	0.004;0.011	-0.131;1.104	#	#	#	#	#	-0.193;0.489	001100	1.000	1.000	2	46.29	9913	1983	0.36		41	41
#	#	0.065;0.208	#	#	#	#	0.128;0.255	0.558;0.889	3.927;8.370	#	0.498;0.656	-0.084;0.332	#	0.004;0.016	-0.121;1.191	#	#	#	#	1.038;2.081	#	011100	1.000	1.000	1	53.95	9954	2028	0.41		20	20
-90.894;-60.511	-0.010;0.150	0.251;0.438	#	#	#	#	0.136;0.316	0.270;0.794	1.695;5.398	0.333;1.086	0.708;0.937	#	#	#	-0.463;0.984	#	0.160;2.351	#	#	#	-0.363;0.643	000001	1.000	1.000	1	51.99	9956	2030	0.50		20	20
#	0.063;0.212	0.047;0.202	#	#	-2.076;6.097	#	-0.011;0.203	#	2.574;9.116	#	#	0.362;0.606	0.034;0.082	0.013;0.025	0.072;1.307	#	1.415;2.271	#	#	0.482;1.579	#	010010	1.000	1.000	1	53.61	9966	2040	0.50		20	20
#	0.065;0.135	#	0.056;0.151	#	#	#	#	#	#	-0.265;0.439	#	#	0.018;0.118	0.018;0.027	#	-0.257;0.881	#	0.410;0.805	#	#	-0.266;0.541	000001	1.000	1.000	1	37.26	9980	2054	0.36		20	20
#	#	#	#	-0.309;0.309	1.716;5.561	-0.014;0.204	-0.055;0.064	-0.345;0.429	#	-0.175;0.282	#	#	-0.022;0.068	#	#	-0.386;0.652	0.821;3.388	0.128;0.372	0.054;0.117	-0.820;1.183	#	100001	0.392	0.829	4	99.30	9983	2057	0.55		102	123
#	#	#	-0.004;0.129	0.455;0.896	#	0.205;0.437	#	-0.345;0.177	#	-0.309;0.444	0.337;0.485	#	#	#	#	#	#	0.143;0.520	#	0.031;1.512	#	100001	0.160	0.693	1	96.58	9960	2077	0.36		181	261
#	#	#	#	-0.573;0.573	#	0.152;0.311	#	-0.175;0.315	#	-0.142;0.525	#	#	0.017;0.074	#	0.096;0.627	-0.317;0.620	#	0.112;0.762	#	#	#	000001	0.067	0.582	1	100.60	9963	2087	0.36		283	486
#	0.146;0.202	#	#	#	3.481;9.731	#	0.001;0.112	#	#	#	0.257;0.585	0.018;0.454	0.075;0.155	0.007;0.013	0.424;0.906	#	#	#	#	1.667;2.490	#	000010	1.000	1.000	2	88.57	9674	2139	0.41		19	19
#	#	#	#	#	#	0.162;0.417	-0.055;0.137	-0.129;0.177	-1.419;5.369	#	0.337;0.485	0.118;0.428	-0.022;0.109	0.004;0.015	#	#	#	0.128;0.372	0.054;0.117	#	#	100001	0.129	0.664	1	96.43	9960	2145	0.45		198	298
#	#	0.062;0.226	0.109;0.220	#	6.098;9.824	#	-0.049;0.239	#	7.920;9.795	#	0.404;0.694	0.061;0.411	#	#	#	#	#	0.146;0.814	#	#	0.143;0.905	011000	1.000	1.000	1	86.34	9947	2148	0.41		58	58
-106.069;-88.952	#	#	#	#	4.404;12.216	-0.049;0.160	-0.056;0.223	-0.039;0.463	9.118;12.821	0.168;0.674	#	#	#	0.004;0.011	#	#	-0.362;1.726	#	0.052;0.097	#	-0.061;0.513	101000	1.000	1.000	1	74.84	9690	2155	0.50		19	19
