Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	-0.010;0.122	0.094;0.186	#	#	#	0.257;0.403	0.019;0.160	#	#	0.066;0.794	0.422;0.613	0.020;0.290	0.055;0.135	#	-0.462;0.830	#	#	0.150;0.498	0.054;0.120	#	#	011000	0.051	0.551	1	77.32	9957	1926	0.50		103	187
-89.175;-65.639	0.002;0.074	#	0.208;0.331	#	#	0.006;0.119	0.074;0.412	#	-0.046;8.717	#	0.295;0.772	#	#	#	-0.208;1.181	#	#	0.249;0.484	#	#	#	001100	0.228	0.744	1	57.84	9909	1935	0.41		61	82
-87.707;-76.153	#	#	#	-0.555;0.555	#	#	#	#	#	0.066;0.794	#	0.020;0.290	0.034;0.082	#	#	#	0.945;1.447	#	0.059;0.107	#	#	011000	0.064	0.578	1	73.04	9922	1939	0.32		141	244
-78.492;-59.663	#	#	0.059;0.137	-0.389;0.458	#	#	#	-0.051;0.405	#	#	#	0.227;0.425	0.045;0.091	#	#	#	0.136;1.402	#	0.065;0.120	#	#	000001	0.039	0.524	1	92.54	9998	1978	0.36		409	781
#	0.010;0.110	0.150;0.340	0.211;0.289	#	#	#	0.193;0.439	0.484;1.009	2.256;7.564	#	0.425;0.603	-0.089;0.321	#	0.004;0.013	0.077;0.854	#	#	0.194;0.862	0.050;0.111	#	#	000110	1.000	1.000	2	65.86	9905	1979	0.55		20	20
#	#	#	0.211;0.289	#	#	-0.098;0.161	#	#	#	#	0.319;0.594	-0.089;0.321	0.077;0.123	0.003;0.013	-0.149;1.216	#	#	0.194;0.862	0.050;0.129	#	#	000110	0.137	0.672	2	51.21	9905	1979	0.41		41	61
#	-0.033;0.114	#	0.099;0.224	#	#	-0.012;0.110	#	#	#	#	0.389;0.705	-0.014;0.191	0.036;0.082	-0.004;0.014	-0.462;0.811	0.071;0.841	0.945;1.869	#	#	#	0.087;0.625	011000	0.041	0.528	1	64.55	9922	1996	0.50		140	265
#	0.012;0.131	#	0.059;0.137	-0.389;0.458	-0.785;6.065	0.170;0.323	#	-0.051;0.405	#	-0.015;0.305	#	0.227;0.425	#	#	#	#	#	#	#	#	#	000001	0.054	0.559	1	106.05	9992	2037	0.36		385	689
#	0.043;0.155	#	#	#	6.197;10.523	#	#	-0.197;0.436	-1.064;6.610	#	0.403;0.768	0.486;0.666	-0.033;0.085	#	#	-0.611;0.621	#	0.448;0.876	#	0.362;2.118	#	000001	1.000	1.000	1	36.88	9980	2054	0.45		20	20
#	#	#	0.086;0.146	-0.481;0.489	6.859;12.507	#	#	#	0.705;8.235	0.111;0.419	#	-0.110;0.129	#	#	#	#	#	#	#	#	-0.157;1.189	001110	0.042	0.532	1	96.92	9999	2055	0.32		185	348
#	#	#	#	#	#	#	-0.021;0.239	#	0.754;7.049	#	#	0.186;0.662	0.137;0.181	#	#	-0.060;0.526	0.938;2.616	#	#	#	#	110000	1.000	1.000	1	60.91	9986	2060	0.27		20	20
-87.707;-76.153	-0.033;0.168	#	#	#	3.825;7.550	#	#	#	#	#	0.528;0.705	#	#	#	-0.349;0.230	#	#	#	#	0.539;2.569	#	011000	0.223	0.741	1	74.14	9991	2065	0.27		60	81
-98.356;-79.099	#	#	0.165;0.282	-0.147;0.264	#	#	#	0.643;1.007	#	#	0.237;0.641	#	#	#	#	#	#	#	#	1.099;1.950	#	001100	1.000	1.000	1	93.65	9609	2074	0.27		19	19
#	0.012;0.131	-0.013;0.190	0.059;0.137	-0.273;0.273	-0.785;6.065	0.132;0.323	#	-0.051;0.405	#	#	#	0.227;0.425	#	#	#	#	0.136;1.402	#	0.065;0.120	#	#	000001	0.082	0.607	1	107.22	9992	2087	0.45		344	567
-109.317;-78.078	0.088;0.186	#	0.171;0.332	-0.085;0.373	1.096;9.990	-0.019;0.190	#	0.330;0.946	#	0.142;0.907	0.482;0.815	#	#	#	-0.204;1.185	0.131;1.102	0.187;1.180	#	0.067;0.092	#	#	000100	1.000	1.000	1	43.09	9626	2091	0.59		19	19
-109.317;-78.078	0.096;0.178	#	0.171;0.332	-0.085;0.373	#	-0.019;0.190	#	0.330;0.946	#	0.142;0.907	0.482;0.815	#	#	#	-0.204;1.185	0.131;1.102	0.187;1.180	#	0.067;0.092	#	#	000100	1.000	1.000	1	43.09	9626	2091	0.55		19	19
#	#	#	#	#	3.376;9.745	0.309;0.464	#	-0.174;0.373	#	#	#	#	#	0.018;0.024	#	#	#	#	#	#	0.859;1.667	110001	1.000	1.000	1	33.29	9628	2093	0.23		19	19
#	#	-0.035;0.248	0.042;0.133	#	#	0.268;0.449	#	#	#	-0.397;0.297	#	0.194;0.623	-0.004;0.053	0.012;0.016	-0.306;1.005	-0.052;0.383	1.132;2.740	#	0.086;0.147	-0.176;0.729	#	100001	1.000	1.000	1	100.24	9636	2101	0.55		19	19
-87.551;-64.015	0.084;0.184	0.006;0.149	0.034;0.146	-0.481;0.489	6.859;12.507	#	0.077;0.268	#	#	#	#	#	#	#	-0.197;0.556	#	-0.633;0.907	0.137;0.961	#	#	-0.115;0.639	001110	1.000	1.000	1	78.68	9797	2112	0.50		40	40
#	0.012;0.131	-0.013;0.190	0.059;0.137	-0.273;0.273	-0.785;6.065	0.132;0.323	#	-0.051;0.405	#	#	0.378;0.695	0.227;0.425	#	#	#	#	0.136;1.402	#	0.065;0.120	#	#	000001	0.072	0.592	1	105.48	9992	2116	0.50		323	546
#	0.012;0.131	#	0.059;0.137	-0.389;0.458	-0.785;6.065	0.170;0.323	#	-0.051;0.405	#	-0.015;0.305	#	0.227;0.425	#	#	#	#	#	0.132;0.499	#	#	#	000001	0.050	0.549	1	104.71	9992	2116	0.41		342	623
#	-0.016;0.131	#	#	-0.398;0.430	#	0.226;0.340	#	#	#	0.085;0.794	#	-0.050;0.417	#	#	#	#	#	0.108;0.748	#	#	0.704;1.000	011000	1.000	1.000	1	145.65	9679	2144	0.32		19	19
#	0.012;0.131	-0.006;0.184	#	#	-0.785;6.065	0.150;0.459	0.050;0.333	-0.051;0.358	#	#	#	0.227;0.425	0.024;0.116	#	#	-0.717;0.820	0.136;1.402	0.218;0.585	0.081;0.130	#	#	000001	0.044	0.535	2	92.95	9998	2168	0.55		461	861
#	0.012;0.131	#	0.059;0.137	-0.373;0.791	-0.785;6.065	0.132;0.323	#	-0.051;0.405	#	#	#	0.227;0.425	0.045;0.091	#	#	#	#	#	0.066;0.120	#	#	000001	0.069	0.586	1	97.23	9992	2197	0.41		397	677
#	0.036;0.168	0.051;0.191	#	-0.398;0.430	#	-0.086;0.196	-0.007;0.231	#	#	#	0.528;0.703	0.054;0.417	0.018;0.077	#	1.064;1.816	#	-0.388;2.099	#	#	#	#	011000	1.000	1.000	1	51.91	9760	2225	0.45		20	20
-98.356;-79.099	0.008;0.086	#	0.158;0.226	-0.264;0.264	4.690;7.694	0.006;0.133	#	0.055;0.636	#	#	0.570;0.772	-0.059;0.370	#	#	#	0.260;0.746	#	#	#	#	#	001100	0.078	0.600	2	61.67	9799	2256	0.45		60	100
-87.551;-64.683	#	#	#	#	3.098;10.789	#	-0.003;0.181	0.178;0.873	#	#	0.347;0.587	-0.110;0.129	0.105;0.187	#	#	#	#	0.316;0.961	#	#	-0.115;0.639	001110	0.121	0.655	2	48.72	9830	2295	0.41		38	58
-87.707;-76.153	#	0.013;0.241	#	#	#	#	#	#	#	#	#	#	0.022;0.082	#	-0.013;0.566	0.071;0.841	0.945;1.426	#	#	0.539;2.569	0.087;0.625	011000	0.178	0.708	1	79.55	9922	2301	0.36		97	137
#	0.121;0.191	#	#	-0.476;0.476	#	#	#	0.290;0.474	#	#	0.536;0.700	#	#	#	#	#	#	#	#	#	#	001000	1.000	1.000	1	69.04	9877	2342	0.18		19	19
#	#	#	#	#	#	#	#	-0.057;0.251	-4.594;4.703	-0.397;1.036	#	#	0.050;0.060	#	#	#	0.580;1.812	0.144;0.216	#	#	#	100001	0.000	0.000	1	114.55	2366	2366	0.27		0	19
#	#	#	#	#	-0.149;3.343	#	#	-0.070;0.317	0.038;5.011	-0.210;0.432	0.220;0.580	0.317;0.772	#	#	-0.005;0.786	-0.204;0.516	2.020;3.238	#	#	#	1.111;1.632	100000	0.132	0.667	1	88.15	9990	2368	0.45		78	117
#	#	0.177;0.365	0.208;0.331	#	#	#	#	#	#	0.510;1.373	0.635;0.772	#	0.047;0.134	#	#	0.353;0.956	#	0.376;0.789	0.046;0.110	#	#	001100	0.132	0.667	1	58.33	9907	2372	0.36		38	57
#	-0.008;0.128	#	#	-0.287;0.366	#	0.006;0.133	0.215;0.464	#	#	#	0.570;0.788	#	0.010;0.098	0.003;0.013	-0.105;1.110	#	0.054;2.046	0.243;0.772	#	0.730;1.498	#	001100	1.000	1.000	1	60.43	9907	2372	0.50		19	19
#	#	0.063;0.297	#	#	4.564;9.251	#	#	#	5.465;11.266	#	0.379;0.641	-0.104;0.351	0.017;0.105	#	-0.061;0.440	0.796;1.299	-0.126;2.099	#	0.063;0.089	0.737;2.383	-0.155;0.545	011100	1.000	1.000	1	45.15	9954	2419	0.55		19	19
#	#	#	0.034;0.146	#	#	#	#	0.468;0.981	#	#	#	#	#	#	#	0.271;1.067	#	0.323;0.961	#	1.171;2.653	#	001110	0.080	0.604	1	49.43	9973	2438	0.23		58	96
#	#	#	#	0.401;1.054	6.197;10.523	#	#	#	-1.064;4.470	#	#	0.309;0.666	#	#	0.455;0.882	-0.334;0.520	#	0.448;0.768	#	0.362;2.118	#	000001	1.000	1.000	1	35.86	9980	2445	0.36		19	19
#	#	0.055;0.139	0.034;0.146	#	3.098;10.789	-0.042;0.108	#	0.309;0.811	0.961;6.022	#	#	-0.110;0.129	#	0.003;0.016	#	#	#	0.137;0.878	0.060;0.105	#	-0.115;0.639	001110	0.109	0.642	1	80.56	9993	2516	0.50		136	212
#	0.129;0.218	0.038;0.131	#	#	4.563;8.649	-0.016;0.256	-0.042;0.154	#	0.820;9.090	-0.180;0.634	#	#	0.086;0.144	#	#	#	#	#	#	#	#	000010	1.000	1.000	1	32.06	9674	2530	0.36		18	18
-87.707;-76.153	#	#	#	#	#	#	0.025;0.228	#	#	#	0.389;0.705	#	0.022;0.082	#	#	0.071;0.841	0.945;1.869	#	#	0.539;2.569	-0.047;0.994	011000	0.082	0.607	1	72.49	9922	2545	0.36		148	244
