Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0.076;0.406	0.027;0.317	0.021;0.441	0.354;0.754	0.376;0.666	0.001;0.471	#	0.521;0.861	-0.119;0.181	-0.004;0.386	0.427;0.747	0.587;0.852	0.549;0.899	-0.161;0.179	0.458;0.908	0.305;0.761	0.419;0.915	100010	1.000	1.000	5	71.53	49542	213	0.94		30	30
-0.025;0.325	-0.192;0.288	0.551;0.971	#	#	0.460;0.860	#	0.666;0.956	-0.117;0.173	0.299;0.639	#	0.378;0.791	-0.073;0.317	#	0.482;0.942	0.612;1.017	0.263;0.521	100010	1.000	1.000	2	58.10	49569	240	0.71		30	30
0.820;1.180	0.505;0.805	#	0.521;0.771	0.835;1.165	0.564;0.964	0.765;1.235	-0.072;0.348	0.745;1.135	0.559;0.849	0.755;1.245	0.684;0.939	0.313;0.803	0.242;0.702	0.394;0.744	0.161;0.586	0.670;1.007	010000	1.000	1.000	1	41.97	49573	244	0.94		30	30
0.164;0.424	0.308;0.808	#	#	-0.091;0.339	#	0.347;0.777	0.212;0.642	-0.116;0.284	0.263;0.583	0.158;0.528	0.110;0.591	0.347;0.737	-0.156;0.214	0.216;0.546	0.326;0.623	0.413;0.899	000100	1.000	1.000	1	100.47	49583	254	0.82		30	30
0.041;0.321	0.269;0.769	0.200;0.680	0.182;0.582	0.336;0.586	-0.073;0.367	0.096;0.566	0.428;0.718	0.386;0.696	0.257;0.537	0.250;0.650	0.080;0.364	0.252;0.742	0.319;0.779	-0.151;0.189	0.411;0.678	0.338;0.606	001010	1.000	1.000	2	153.70	49589	260	1.00		30	30
-0.236;0.244	-0.218;0.282	-0.150;0.150	-0.195;0.195	-0.212;0.218	#	-0.166;0.194	0.623;1.148	-0.201;0.209	-0.148;0.212	-0.237;0.243	0.827;1.132	-0.039;0.401	-0.169;0.201	1.197;1.197	0.718;1.212	0.796;1.163	100000	0.100	1.000	1	3.75	263	263	0.94		0	0
0.353;0.753	0.628;1.048	0.065;0.495	0.218;0.668	0.186;0.666	0.110;0.420	-0.140;0.290	#	0.196;0.446	0.085;0.465	0.656;1.076	-0.001;0.442	0.103;0.533	-0.199;0.281	0.113;0.543	0.731;1.097	0.188;0.684	000010	1.000	1.000	1	60.78	49593	264	0.94		30	30
0.696;0.966	0.596;1.036	0.576;1.066	0.562;0.832	0.492;0.952	0.338;0.678	0.218;0.558	0.370;0.740	0.103;0.353	0.080;0.450	0.720;1.090	0.299;0.642	#	0.395;0.655	0.359;0.659	0.556;0.932	0.260;0.647	000001	1.000	1.000	1	57.05	49602	273	0.94		30	30
0.064;0.514	-0.134;0.196	#	0.800;1.200	0.775;1.225	0.765;1.235	0.149;0.579	0.675;0.985	-0.122;0.258	0.765;1.235	0.414;0.844	0.007;0.439	-0.231;0.239	0.512;0.832	-0.210;0.210	0.568;0.905	0.202;0.569	010000	1.000	1.000	1	39.89	49637	308	0.94		30	30
-0.048;0.272	-0.116;0.284	-0.078;0.232	-0.070;0.300	-0.102;0.258	-0.125;0.295	-0.071;0.259	0.496;0.826	-0.160;0.320	-0.052;0.228	-0.138;-0.029	0.368;0.771	-0.185;0.315	-0.212;0.248	0.328;0.638	0.441;0.817	0.328;0.823	010000	0.004	0.725	1	10.47	312	312	1.00		0	0
0.785;1.215	-0.135;0.165	0.687;1.167	0.335;0.615	-0.096;0.174	#	-0.151;0.189	0.510;0.940	0.698;1.078	#	-0.222;0.258	0.321;0.567	-0.172;0.198	0.054;0.534	0.219;0.489	0.522;0.978	0.324;0.780	100000	1.000	1.000	1	53.36	49644	315	0.88		30	30
-0.180;0.180	-0.250;0.250	-0.220;0.220	-0.103;0.135	-0.150;0.150	-0.150;0.210	-0.170;0.170	-0.134;0.306	-0.231;0.259	-0.213;0.287	0.137;0.140	-0.126;0.296	#	-0.121;0.149	-0.055;0.225	-0.109;0.286	-0.153;0.323	010000	0.100	1.000	1	8.67	322	322	0.94		0	0
-0.177;0.193	0.175;0.545	0.284;0.594	0.860;1.140	0.752;1.162	0.564;1.044	0.484;0.844	#	0.810;1.190	0.820;1.180	0.680;1.100	-0.221;0.230	#	-0.202;0.228	-0.165;0.165	-0.141;0.353	0.134;0.412	000010	1.000	1.000	1	40.30	49673	344	0.88		30	30
-0.061;0.229	0.015;0.405	#	#	#	-0.129;0.211	#	0.140;0.540	-0.141;0.259	-0.198;-0.193	-0.034;0.286	0.330;0.615	#	-0.204;0.296	0.208;0.648	0.230;0.645	0.278;0.684	010000	0.003	0.713	1	6.00	353	353	0.71		0	0
-0.099;0.351	-0.074;0.186	-0.049;0.351	-0.070;0.280	-0.105;0.305	-0.023;0.447	-0.118;-0.100	0.029;0.409	-0.044;0.266	0.062;0.442	#	0.579;1.061	#	#	#	0.063;0.547	0.509;0.837	010000	0.016	0.833	1	1.33	359	359	0.76		0	0
-0.215;0.215	-0.238;0.242	-0.235;0.235	-0.175;0.175	-0.151;0.219	0.186;0.646	0.393;0.643	0.675;1.055	-0.180;0.180	-0.175;0.175	0.810;1.190	-0.138;0.138	-0.249;0.251	-0.175;0.205	-0.200;0.200	0.580;1.005	-0.179;0.179	010000	1.000	1.000	1	65.71	49766	437	1.00		30	30
#	0.790;1.210	0.775;1.225	0.870;1.130	0.820;1.180	-0.141;0.179	0.755;1.245	0.158;0.528	-0.020;0.350	-0.160;0.260	0.805;1.195	0.391;0.872	0.173;0.613	0.373;0.693	0.450;0.700	0.281;0.588	0.410;0.866	010000	1.000	1.000	1	47.00	49845	516	0.94		30	30
-0.180;0.180	-0.250;0.250	-0.220;0.220	-0.135;0.135	-0.150;0.150	-0.150;0.210	-0.170;0.170	-0.134;0.306	-0.231;0.259	-0.213;0.287	-0.185;-0.140	-0.126;0.296	#	-0.121;0.149	-0.055;0.225	-0.109;0.286	-0.153;0.323	010000	0.079	0.976	1	5.33	545	545	0.94		0	0
-0.228;0.232	0.231;0.541	-0.170;0.230	-0.151;0.299	-0.059;0.291	#	0.193;0.573	0.321;0.751	-0.169;0.171	-0.150;0.150	0.178;0.428	0.809;1.094	0.166;0.456	#	0.737;1.157	0.504;0.989	0.688;1.164	000010	1.000	1.000	1	86.45	49912	583	0.88		30	30
0.082;0.542	0.130;0.460	#	-0.088;0.412	0.045;0.375	-0.050;0.450	0.152;0.522	0.230;0.710	0.462;0.527	-0.055;0.305	#	0.468;0.861	-0.059;0.411	0.254;0.674	0.279;0.769	#	0.348;0.755	000001	0.100	1.000	1	1.50	597	597	0.82		0	0
-0.194;0.216	#	-0.222;0.248	-0.128;0.292	0.139;0.629	0.399;0.879	0.402;0.662	-0.068;0.302	-0.159;0.211	0.084;0.364	0.510;0.810	0.456;0.731	#	#	0.461;0.711	0.103;0.449	0.451;0.709	000110	1.000	1.000	3	78.83	49940	611	0.82		30	30
-0.140;0.210	-0.119;0.211	0.222;0.270	-0.214;0.266	-0.182;0.238	0.298;0.618	-0.182;0.268	#	0.086;0.436	0.640;1.020	#	0.462;0.707	-0.177;0.243	0.155;0.465	0.306;0.786	0.421;0.817	0.472;0.759	000110	0.100	1.000	1	1.50	616	616	0.88		0	0
0.069;0.559	0.490;0.850	0.354;0.604	-0.043;0.337	0.314;0.564	0.623;1.043	0.294;0.784	0.080;0.440	0.534;0.954	0.418;0.708	0.174;0.454	-0.120;0.361	0.594;1.074	0.084;0.334	-0.084;0.186	0.149;0.496	-0.141;0.167	000001	1.000	1.000	1	58.20	49966	637	1.00		30	30
0.521;0.771	#	0.446;0.726	0.431;0.681	0.361;0.711	-0.230;0.250	0.399;0.649	-0.025;0.475	-0.147;0.163	-0.151;0.189	0.354;0.784	-0.005;0.486	-0.237;0.253	-0.052;0.288	-0.080;0.390	0.115;0.402	0.132;0.489	010000	1.000	1.000	2	52.93	49977	648	0.94		30	30
0.548;0.918	0.645;1.015	0.513;1.013	0.234;0.634	0.489;0.819	0.061;0.381	0.304;0.694	0.269;0.669	0.099;0.369	0.265;0.615	0.375;0.745	0.191;0.623	0.080;0.530	-0.041;0.369	0.127;0.437	0.461;0.946	0.577;0.915	000010	1.000	1.000	1	83.83	49978	649	1.00		30	30
-0.155;0.155	-0.162;0.168	-0.145;0.145	-0.195;0.195	#	-0.071;0.179	-0.178;0.182	0.100;0.442	-0.215;0.215	-0.157;-0.134	-0.220;0.220	0.045;0.438	-0.164;0.206	-0.215;0.215	0.027;0.457	0.101;0.388	0.008;0.474	010000	0.065	0.958	1	10.25	660	660	0.94		0	0
-0.155;0.155	-0.162;0.168	-0.145;0.145	-0.294;-0.195	#	-0.071;0.179	-0.178;0.182	-0.188;0.442	-0.215;0.215	-0.134;0.136	-0.220;0.220	0.045;0.438	-0.164;0.206	-0.215;0.215	0.027;0.457	0.101;0.388	0.008;0.474	010000	0.065	0.958	1	10.25	660	660	0.94		0	0
-0.071;0.299	-0.098;0.212	0.305;0.625	-0.207;0.253	-0.167;0.193	0.076;0.546	-0.220;0.270	0.497;0.957	0.159;0.569	0.260;0.750	-0.145;0.185	0.396;0.749	-0.153;0.207	0.404;0.664	0.478;0.778	0.634;0.980	0.744;0.992	000100	1.000	1.000	2	77.38	48321	676	1.00		21	21
-0.160;0.160	-0.210;0.210	-0.174;0.226	0.756;1.096	0.020;0.500	0.850;1.150	-0.058;0.262	-0.245;0.245	#	-0.025;0.305	0.506;1.006	-0.201;0.201	-0.155;0.155	-0.195;0.195	-0.240;0.240	-0.194;0.232	#	000001	1.000	1.000	2	64.28	48361	716	0.88		21	21
0.263;0.307	-0.115;0.365	0.136;0.516	-0.025;0.435	0.180;0.680	0.066;0.546	0.027;0.377	0.440;0.850	0.243;0.713	0.181;0.651	0.170;0.490	0.450;0.882	0.064;0.444	0.269;0.619	0.333;0.743	0.430;0.875	0.572;1.028	000010	0.016	0.833	1	3.50	718	718	1.00		0	0
-0.189;0.221	-0.148;0.252	-0.011;0.369	0.413;0.753	0.287;0.607	0.352;0.752	-0.129;0.241	0.348;0.638	0.840;1.160	0.840;1.160	-0.059;0.291	-0.172;0.172	-0.023;0.337	0.511;0.961	-0.215;0.215	0.298;0.743	0.050;0.327	000001	1.000	1.000	3	42.99	48367	722	1.00		21	21
#	-0.042;0.148	#	-0.186;0.424	-0.008;0.296	-0.272;-0.043	-0.198;0.398	0.573;0.873	0.049;0.175	#	#	0.518;0.857	#	#	0.455;0.845	0.541;0.942	0.562;0.952	000100	0.013	0.808	1	11.50	743	743	0.65		0	0
0.772;1.052	-0.014;0.436	0.778;1.208	#	0.379;0.769	#	-0.189;0.291	0.473;0.893	0.242;0.622	0.340;0.730	0.260;0.540	0.283;0.548	0.425;0.685	0.462;0.932	0.329;0.669	0.516;0.942	0.250;0.527	100000	1.000	1.000	1	53.27	48402	757	0.88		30	30
#	-0.145;0.165	-0.142;0.158	0.091;0.411	0.296;0.706	0.734;1.204	#	0.665;0.945	-0.177;0.183	0.818;1.168	0.457;0.907	0.684;0.978	-0.219;0.221	-0.222;0.228	0.633;1.013	0.529;0.835	0.482;0.978	100000	1.000	1.000	2	56.64	48403	758	0.88		30	30
-0.036;0.354	0.647;0.967	0.098;0.388	0.241;0.641	0.644;0.894	0.638;0.888	0.558;1.058	0.057;0.547	0.471;0.961	0.810;1.190	0.673;1.163	0.351;0.616	0.553;0.973	0.440;0.910	0.242;0.612	0.228;0.644	0.157;0.564	000010	1.000	1.000	1	59.84	48405	760	1.00		30	30
-0.207;0.253	0.566;0.896	0.634;0.934	0.710;1.150	0.875;1.125	0.720;1.150	-0.192;0.258	-0.087;0.363	0.058;0.448	0.488;0.738	0.835;1.165	0.495;0.800	0.399;0.819	-0.107;0.303	0.529;0.919	0.568;1.033	0.386;0.793	010000	1.000	1.000	1	43.46	48407	762	1.00		30	30
0.049;0.489	#	0.448;0.838	0.644;1.004	0.363;0.863	#	0.354;0.634	0.383;0.753	0.160;0.660	0.237;0.547	#	0.243;0.528	0.438;0.828	0.537;0.787	0.030;0.280	0.332;0.807	#	000001	1.000	1.000	1	109.55	48409	764	0.76		30	30
-0.108;0.142	-0.151;0.575	-0.139;0.191	-0.089;0.171	-0.172;0.248	0.146;0.416	-0.150;0.260	0.547;0.877	-0.232;0.268	-0.215;0.255	-0.138;0.212	#	-0.129;-0.035	-0.120;0.160	0.547;1.007	0.503;0.939	0.499;0.966	000100	0.031	0.889	1	5.00	769	769	0.94		0	0
-0.348;0.377	0.179;0.629	-0.117;0.323	-0.025;0.375	-0.512;0.409	0.370;0.680	0.264;0.654	0.595;0.604	#	#	0.104;0.404	#	0.413;0.853	0.131;0.481	0.310;0.570	#	0.463;0.751	001000	0.100	1.000	1	1.00	782	782	0.76		0	0
-0.015;0.365	#	-0.055;0.197	-0.008;0.352	0.097;0.527	0.364;0.784	0.083;0.433	0.419;0.679	0.002;0.332	0.121;0.561	0.162;0.442	0.506;0.801	0.171;0.421	-0.044;0.426	0.414;0.754	0.473;0.551	0.517;0.854	001000	0.100	1.000	1	3.00	796	796	0.94		0	0
-0.117;-0.096	-0.080;0.290	-0.232;0.258	-0.068;0.282	-0.176;0.254	0.188;0.628	-0.039;0.381	0.433;0.693	0.014;0.274	-0.032;0.218	#	0.409;0.851	0.185;0.575	0.081;0.481	0.434;0.864	0.293;0.768	0.393;0.809	000001	0.100	1.000	1	5.00	798	798	0.94		0	0
0.192;0.502	0.002;0.272	0.109;0.419	0.091;0.381	-0.046;0.314	#	#	0.271;0.541	0.062;0.472	0.276;0.556	0.048;0.318	0.487;0.539	-0.141;0.289	-0.002;0.338	0.040;0.300	0.309;0.566	0.162;0.648	000001	0.100	1.000	1	1.50	801	801	0.88		0	0
-0.180;0.613	-0.250;-0.149	-0.414;0.220	0.135;0.282	-0.277;0.150	-0.150;0.210	-0.178;0.170	#	#	-0.213;0.287	#	-0.126;0.296	-0.164;0.206	-0.215;0.215	-0.055;0.457	-0.109;0.388	-0.153;0.323	010000	0.067	0.961	1	12.60	831	831	0.82		0	0
-0.102;0.318	-0.117;0.203	-0.164;0.286	-0.089;0.181	-0.157;0.253	#	-0.136;0.214	0.153;0.583	-0.133;0.197	-0.225;0.275	-0.100;0.190	0.253;0.548	-0.117;0.163	0.632;0.902	0.038;0.508	0.239;0.635	0.315;0.583	000110	0.162	0.833	4	132.55	48480	835	0.94		30	60
-0.062;0.218	-0.098;0.202	-0.166;0.284	-0.185;0.285	0.254;0.634	#	0.065;0.535	0.473;0.733	-0.106;0.184	-0.219;0.281	0.530;0.850	0.426;0.780	-0.087;0.293	0.008;0.368	0.344;0.684	0.381;0.757	0.470;0.788	000110	1.000	1.000	1	119.30	48481	836	0.94		30	30
-0.147;0.223	0.163;0.653	-0.129;0.311	0.085;0.455	-0.116;0.354	0.016;0.506	0.229;0.679	-0.031;0.289	-0.186;0.274	-0.140;0.210	0.304;0.754	0.615;1.008	-0.149;0.321	-0.169;0.301	0.584;1.044	0.208;0.623	0.471;0.967	000010	1.000	1.000	1	89.95	48502	857	1.00		30	30
0.212;0.682	0.053;0.513	0.046;0.396	0.088;0.518	0.566;0.976	-0.125;0.305	0.709;1.099	0.675;1.145	-0.129;0.151	0.340;0.640	0.718;1.018	0.272;0.557	-0.052;0.198	#	0.389;0.729	0.514;0.920	0.270;0.608	000001	1.000	1.000	2	51.12	48526	881	0.94		30	30
0.437;0.777	-0.008;0.382	#	-0.167;0.173	-0.105;0.225	0.045;0.465	0.021;0.301	0.656;0.906	0.341;0.671	-0.038;0.272	-0.117;0.373	0.739;1.142	0.410;0.760	0.571;1.071	0.389;0.839	0.657;1.033	0.743;1.170	000001	1.000	1.000	1	72.94	48567	922	0.94		30	30
-0.099;0.351	-0.074;0.186	-0.049;0.351	#	-0.105;0.305	-0.023;0.447	-0.100;0.210	0.029;0.409	-0.044;0.266	0.062;0.442	#	0.579;1.061	#	#	#	0.063;0.547	0.815;0.837	010000	0.026	0.875	1	5.00	923	923	0.71		0	0
0.312;0.337	0.113;0.373	-0.091;0.319	0.113;0.443	0.025;0.525	-0.078;0.372	0.159;0.619	0.212;0.522	#	0.039;0.459	-0.056;0.394	#	0.066;0.346	0.133;0.433	0.271;0.581	0.264;0.659	0.480;0.768	001000	0.016	0.833	1	6.75	938	938	0.88		0	0
-0.162;0.168	-0.181;0.189	-0.219;0.221	-0.184;0.186	-0.154;0.226	0.162;0.572	-0.231;0.239	0.591;1.011	-0.108;0.142	-0.118;0.172	-0.189;0.201	0.723;1.017	-0.238;0.262	0.548;1.008	0.701;1.021	0.628;1.034	0.663;1.109	100001	1.000	1.000	3	109.55	48614	969	1.00		30	30
0.705;1.075	-0.150;0.250	0.855;1.145	0.860;1.140	0.546;0.806	0.825;1.175	0.734;1.054	-0.021;0.249	0.598;0.868	#	0.124;0.434	#	0.798;1.088	0.137;0.557	0.112;0.532	#	0.324;0.651	010000	1.000	1.000	2	46.22	48624	979	0.82		30	30
#	0.257;0.687	0.791;1.051	0.712;0.962	0.530;0.890	0.516;0.916	#	0.479;0.829	0.595;1.045	0.583;0.983	-0.204;0.256	#	#	0.266;0.696	0.594;0.954	0.598;1.014	0.353;0.799	000010	1.000	1.000	1	58.18	48638	993	0.76		30	30
0.420;0.700	0.065;0.395	0.342;0.792	0.457;0.917	0.254;0.704	0.233;0.723	0.336;0.696	-0.117;0.383	0.151;0.561	#	0.518;0.788	#	0.723;1.003	#	0.370;0.800	#	0.343;0.779	000001	1.000	1.000	1	110.13	48714	1069	0.76		30	30
-0.110;0.200	-0.097;0.163	-0.155;0.205	-0.164;0.206	-0.157;0.203	0.310;0.760	-0.191;0.239	0.282;0.602	0.073;0.503	#	-0.129;0.231	0.246;0.629	0.357;0.617	0.213;0.713	#	0.362;0.659	0.322;0.639	000010	1.000	1.000	1	127.06	48716	1071	0.88		30	30
0.870;1.130	0.850;1.150	0.713;1.213	0.704;1.194	0.796;1.086	-0.069;0.411	0.755;1.245	0.243;0.643	0.795;1.205	-0.076;0.414	#	0.378;0.820	0.870;1.130	0.658;0.938	0.258;0.648	0.469;0.726	0.413;0.710	001000	1.000	1.000	2	43.52	48720	1075	0.94		30	30
0.102;0.572	0.104;0.474	-0.065;0.225	-0.086;0.214	0.380;0.840	0.054;0.504	0.194;0.444	#	-0.137;0.183	-0.108;0.382	0.074;0.494	#	-0.085;0.235	-0.180;0.180	0.221;0.641	-0.151;0.206	0.090;0.348	010000	1.000	1.000	3	78.49	48730	1085	0.88		30	30
-0.235;0.235	-0.186;0.234	-0.157;0.183	-0.105;0.265	0.057;0.477	0.173;0.663	-0.116;0.224	0.313;0.743	-0.135;0.145	0.086;0.386	-0.118;0.172	-0.044;0.290	0.080;0.400	0.451;0.891	-0.035;0.265	0.345;0.840	-0.072;0.365	000010	1.000	1.000	1	76.59	48746	1101	1.00		30	30
0.543;0.963	0.164;0.504	#	-0.007;0.413	0.870;1.130	0.312;0.792	#	#	0.619;0.919	0.800;1.200	0.755;1.245	-0.086;0.376	0.119;0.499	0.464;0.754	0.035;0.305	0.118;0.375	-0.085;0.163	000010	1.000	1.000	1	42.97	48752	1107	0.82		30	30
0.076;0.326	0.051;0.341	0.025;0.415	#	0.093;0.353	#	-0.014;0.366	0.180;0.560	0.516;0.996	#	0.005;0.405	0.334;0.767	-0.054;0.406	0.502;0.852	0.319;0.769	0.274;0.650	0.188;0.465	001000	1.000	1.000	1	126.18	48783	1138	0.82		59	59
#	0.775;1.055	0.535;1.005	0.670;1.110	0.038;0.438	0.656;0.926	0.571;1.021	0.060;0.350	0.752;1.032	0.731;1.081	0.580;0.850	0.346;0.710	0.499;0.759	0.717;1.167	0.231;0.621	-0.051;0.404	0.174;0.670	001010	1.000	1.000	1	51.38	48802	1157	0.94		30	30
-0.065;0.185	0.181;0.611	0.279;0.699	#	0.565;1.005	-0.148;0.332	0.625;0.945	-0.095;0.335	-0.184;0.316	-0.085;0.215	0.637;1.007	0.115;0.478	0.036;0.416	-0.013;0.327	-0.063;0.227	0.205;0.581	0.081;0.497	100000	1.000	1.000	1	64.20	48804	1159	0.94		30	30
#	0.382;0.672	0.222;0.502	0.220;0.610	0.376;0.726	0.128;0.438	0.452;0.862	0.057;0.357	0.055;0.435	0.110;0.420	0.481;0.811	-0.067;0.316	#	0.110;0.390	0.019;0.279	-0.001;0.385	0.175;0.582	000110	1.000	1.000	1	82.00	48807	1162	0.88		30	30
0.423;0.833	0.345;0.775	0.467;0.857	0.377;0.757	0.366;0.826	0.216;0.546	0.490;0.920	0.330;0.660	0.339;0.719	0.336;0.646	0.421;0.681	0.249;0.544	0.169;0.519	0.193;0.513	0.282;0.532	0.292;0.599	0.146;0.612	000100	1.000	1.000	2	123.78	48827	1182	1.00		30	30
0.099;0.379	0.373;0.663	0.373;0.723	0.280;0.640	0.149;0.459	0.254;0.684	0.489;0.869	0.214;0.524	0.678;0.938	0.617;0.927	0.282;0.552	0.054;0.427	0.020;0.480	0.116;0.446	-0.153;0.217	0.362;0.609	0.027;0.493	000001	1.000	1.000	1	93.94	48834	1189	1.00		30	30
0.141;0.501	0.176;0.616	0.093;0.533	0.597;0.927	0.310;0.650	0.485;0.745	0.411;0.691	0.122;0.392	0.344;0.774	#	0.759;1.059	0.059;0.325	-0.176;0.244	0.739;1.109	#	0.078;0.543	0.365;0.643	000001	1.000	1.000	1	85.46	48857	1212	0.88		30	30
-0.025;0.395	0.124;0.544	#	0.036;0.416	0.360;0.640	0.125;0.425	0.046;0.386	0.060;0.340	0.268;0.608	0.169;0.499	-0.046;0.264	0.547;0.832	-0.195;0.255	0.174;0.424	#	0.300;0.785	0.676;0.944	100000	1.000	1.000	1	125.99	48860	1215	0.88		30	30
#	-0.162;0.228	-0.138;0.192	-0.102;0.148	-0.090;0.160	0.234;0.614	-0.157;0.213	0.530;0.990	0.064;0.544	0.528;0.998	-0.173;0.237	0.616;0.931	-0.122;0.148	#	0.489;0.959	0.584;1.009	#	100010	1.000	1.000	2	111.15	48938	1293	0.82		30	30
0.656;1.066	0.217;0.567	-0.161;0.319	-0.073;0.187	#	0.855;1.145	-0.123;0.347	0.078;0.398	0.224;0.514	0.835;1.165	0.139;0.429	0.469;0.832	#	-0.199;0.201	0.344;0.754	0.288;0.625	0.339;0.686	000010	1.000	1.000	1	67.32	48946	1301	0.88		30	30
0.762;1.232	0.431;0.881	0.725;1.165	0.605;0.885	0.358;0.608	0.734;1.024	0.314;0.754	0.175;0.605	0.585;0.895	0.795;1.205	0.437;0.787	#	0.760;1.240	0.124;0.374	0.220;0.570	0.373;0.630	0.388;0.745	000010	1.000	1.000	1	57.87	49037	1392	0.94		30	30
-0.216;0.234	-0.217;0.243	-0.189;0.211	-0.234;0.246	-0.126;0.134	0.870;1.130	-0.118;0.192	0.663;1.123	0.597;0.907	0.662;1.142	-0.123;0.167	0.751;1.007	0.750;1.250	0.030;0.410	0.685;1.065	0.717;1.054	1.069;1.200	000010	0.100	1.000	1	1.00	1401	1401	1.00		0	0
-0.216;0.234	-0.217;0.243	-0.189;0.211	-0.234;0.246	-0.126;0.134	0.870;1.130	-0.118;0.192	0.663;1.123	0.597;0.907	0.662;1.142	-0.123;0.167	0.751;1.007	0.750;1.250	0.030;0.410	0.566;0.685	0.717;1.054	0.712;1.069	000010	0.100	1.000	1	1.00	1401	1401	1.00		0	0
0.167;0.577	0.009;0.499	0.279;0.769	0.195;0.535	-0.015;0.455	#	0.474;0.529	0.382;0.692	-0.052;0.428	0.005;0.425	0.345;0.735	0.134;0.527	#	-0.016;0.444	0.245;0.575	#	0.152;0.618	000010	0.100	1.000	1	1.00	1402	1402	0.82		0	0
-0.027;0.393	0.830;1.170	0.230;0.660	0.002;0.432	0.046;0.296	0.707;1.137	0.637;0.927	0.045;0.325	0.620;0.990	0.384;0.884	0.569;0.999	-0.139;0.146	-0.020;0.470	0.112;0.402	-0.225;0.225	0.175;0.541	-0.218;0.218	010000	1.000	1.000	1	55.43	49076	1431	1.00		30	30
