landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	#	#	-331.680;343.680	2	#	#	0	3	0	#	0	#	#	0	#	#	0	#	1010100	1.000	1.000	1	22.50	923	20	0.47		8	8
#	4	#	-191.520;191.520	1	#	0	2	8	#	0	0	0	#	#	#	1	#	#	1111111	1.000	1.000	3	14.12	924	21	0.53		8	8
#	#	#	117.760;430.240	5	6	0	0	#	#	0	0	0	#	#	0	1	0	#	1001000	1.000	1.000	2	15.38	925	22	0.58		8	8
#	4	#	#	1	1	0	0	3	0	#	1	0	0	0	#	#	0	0	0101010	0.000	0.143	1	22.28	927	24	0.68		8	16
#	#	#	-209.680;213.680	2	0	#	5	3	#	#	#	0	0	0	#	0	#	0	1010100	1.000	1.000	2	20.88	799	25	0.53		8	8
#	#	-5153.470;5375.470	-306.440;308.440	#	#	0	11	#	#	#	#	#	1	0	#	0	0	0	1010100	1.000	1.000	2	12.12	930	27	0.47		8	8
#	3	#	#	#	#	0	3	2	#	#	#	#	0	#	0	#	0	0	0010100	1.000	1.000	4	35.75	931	28	0.42		8	8
#	4	-3807.340;3809.340	#	#	#	#	#	3	#	1	0	0	0	0	#	0	0	#	1010100	1.000	1.000	2	30.20	923	29	0.53		23	23
#	3	-3696.330;3696.330	#	1	1	#	0	#	1	1	1	1	#	0	#	0	#	#	1011100	1.000	1.000	1	11.12	933	30	0.58		8	8
4	#	-5578.520;6070.520	-220.800;232.800	3	2	#	0	3	#	0	0	0	0	0	#	#	0	0	1101000	1.000	1.000	2	21.38	934	31	0.74		8	8
#	4	#	-269.160;275.160	1	5	0	#	3	#	0	0	0	#	#	#	#	0	0	0110100	1.000	1.000	1	30.50	935	32	0.58		8	8
#	2	-3920.350;3920.350	-367.920;367.920	#	#	0	#	3	#	#	#	#	1	0	#	#	0	0	0011100	0.000	0.143	1	29.58	936	33	0.47		8	16
6	#	#	#	#	1	#	0	#	0	0	0	#	0	0	#	#	#	#	1011101	0.239	0.867	1	9.50	879	35	0.42		15	15
#	1	-4371.420;5037.420	#	10	#	0	0	2	#	#	#	#	#	0	0	0	#	0	1001000	0.000	0.467	1	26.22	940	37	0.53		8	15
1	4	#	-252.040;262.040	2	0	#	#	2	0	#	#	#	#	0	0	#	#	0	0010100	1.000	1.000	4	34.22	941	38	0.53		24	24
#	#	#	-341.760;353.760	#	#	#	0	#	0	0	0	#	#	0	0	#	0	#	1001000	0.000	0.361	2	58.45	940	39	0.42		58	164
#	#	#	#	1	#	0	0	7	#	#	#	1	#	0	0	#	#	0	1111101	1.000	1.000	2	12.66	943	40	0.42		16	16
#	3	-3961.390;4775.390	-198.600;204.600	2	#	0	#	#	1	0	#	#	1	0	0	1	#	1	1111110	1.000	1.000	4	7.50	945	42	0.63		8	8
#	1	#	#	#	5	#	0	#	0	#	#	#	#	0	0	0	#	#	1011000	1.000	1.000	1	37.62	817	43	0.37		8	8
#	#	#	#	#	2	0	#	#	#	0	#	0	#	0	0	1	0	#	1100100	0.121	0.810	3	20.37	947	44	0.42		24	24
5	1	-4143.370;4145.370	-277.200;277.200	8	2	#	#	#	0	#	0	0	0	#	#	0	0	0	1000100	0.008	0.619	3	44.30	954	45	0.68		24	24
#	4	#	#	3	0	2	0	2	#	0	0	0	0	#	0	0	#	0	1000010	1.000	1.000	3	15.62	951	48	0.68		8	8
5	#	-6383.570;6385.570	-297.400;307.400	7	3	0	0	6	#	#	1	#	0	#	0	1	#	1	1111101	1.000	1.000	3	9.12	953	50	0.68		8	8
5	1	-2828.260;2996.260	#	8	#	1	3	#	0	#	0	0	0	#	#	0	0	#	1100110	1.000	1.000	1	22.25	954	51	0.63		8	8
#	#	-8176.730;8176.730	-272.160;272.160	1	1	#	#	#	0	0	0	0	#	0	0	1	1	0	1011100	1.000	1.000	3	7.75	956	53	0.68		8	8
#	#	-3191.330;4201.330	#	2	#	#	3	2	0	#	#	#	0	0	0	#	0	0	1001000	0.000	0.273	2	40.51	828	54	0.53		8	22
#	1	-6247.580;6745.580	-266.600;388.600	#	1	#	#	3	0	#	0	#	0	#	#	0	0	#	1001010	0.000	0.453	1	52.40	700	55	0.53		8	23
5	#	#	791.280;1224.720	#	6	#	0	2	0	#	#	#	#	0	0	0	0	#	1001000	1.000	1.000	2	7.75	959	56	0.53		8	8
5	1	#	#	#	3	0	#	3	#	0	#	#	14	0	#	#	1	0	1010100	1.000	1.000	2	9.12	960	57	0.53		8	8
#	#	-6632.650;7928.650	-170.480;202.480	10	#	#	3	5	#	0	0	#	#	#	0	#	0	0	1101110	1.000	1.000	1	11.75	832	58	0.53		8	8
#	#	-2912.260;2912.260	-312.480;312.480	1	#	#	#	#	#	0	0	#	0	0	#	0	0	#	1100100	0.000	0.389	1	42.34	937	60	0.47		15	36
3	1	-5703.510;5721.510	#	6	#	#	0	#	#	#	#	#	0	0	0	#	#	#	0101100	0.006	0.600	1	22.84	964	61	0.42		8	15
4	#	-2362.320;4806.320	#	10	1	#	#	3	0	0	#	#	#	0	0	0	#	0	1101000	0.045	0.733	1	28.51	320	62	0.58		8	15
#	2	-6703.600;6737.600	#	#	1	#	5	7	#	0	0	0	#	0	0	1	#	0	1011111	1.000	1.000	1	9.88	966	63	0.63		8	8
5	1	-3362.440;6494.440	-244.960;248.960	10	#	3	0	3	2	#	0	#	1	#	1	#	#	0	1011000	1.000	1.000	3	7.50	968	65	0.68		8	8
6	2	-5711.510;5713.510	#	#	#	#	#	#	0	#	#	#	0	#	#	0	#	#	1000100	1.000	1.000	4	18.45	969	66	0.32		15	15
3	#	-5152.460;5152.460	#	#	1	0	1	#	0	0	#	0	#	0	#	#	0	#	1001100	1.000	1.000	1	11.50	971	68	0.53		8	8
5	1	#	#	10	#	0	#	4	#	#	#	0	#	0	0	1	0	0	1010110	1.000	1.000	1	15.25	972	69	0.58		8	8
2	#	3695.570;13328.430	#	#	0	0	0	4	#	0	#	#	22	0	0	#	0	1	0111100	1.000	1.000	3	10.75	974	71	0.63		8	8
5	1	#	-310.480;314.480	8	2	0	3	#	#	#	0	#	1	0	1	0	0	0	1100110	0.045	0.733	1	35.11	976	73	0.74		8	15
#	#	#	#	8	2	0	3	4	#	#	0	0	1	#	0	#	0	0	1100110	1.000	1.000	1	23.62	977	74	0.58		8	8
6	3	-7949.710;7955.710	#	1	1	#	0	#	0	0	0	#	#	0	0	0	0	0	1010100	1.000	1.000	2	19.38	979	76	0.74		8	8
#	#	#	-145.280;177.280	#	4	0	#	3	#	0	0	0	#	1	0	#	#	0	0010101	1.000	1.000	3	12.25	980	77	0.53		8	8
#	4	-3807.340;3809.340	#	#	#	#	#	3	#	1	0	#	0	0	0	0	0	#	1010100	1.000	1.000	2	30.50	923	81	0.53		21	21
#	1	-6475.580;6517.580	#	10	7	0	2	#	0	#	#	#	1	0	#	#	#	#	0010100	1.000	1.000	3	22.00	985	82	0.47		8	8
#	1	#	#	#	2	#	2	#	0	#	0	#	0	0	#	#	1	0	1100101	1.000	1.000	5	10.00	988	85	0.47		8	8
#	#	73.320;15306.680	#	1	1	0	0	3	#	1	1	#	#	0	0	#	0	0	1010100	1.000	1.000	1	22.28	919	86	0.63		21	21
4	#	-7236.670;7772.670	#	#	5	0	3	#	#	#	0	#	#	0	#	0	#	0	0111000	0.000	0.362	2	47.17	990	87	0.47		8	30
#	1	#	-136.160;156.160	#	#	0	9	2	0	1	0	1	0	#	#	0	0	0	0010100	1.000	1.000	4	12.75	991	88	0.68		8	8
#	1	-3308.310;3636.310	-214.760;228.760	#	2	#	#	2	#	#	0	0	#	1	0	#	#	0	1000100	0.035	0.714	1	22.87	993	90	0.53		8	16
#	2	#	-306.480;318.480	10	#	#	#	#	#	#	0	0	1	0	0	0	#	0	1100010	0.000	0.200	1	30.17	994	91	0.53		8	15
4	1	-4736.580;8256.580	-193.560;199.560	8	#	#	0	#	0	#	#	0	#	0	#	0	#	#	0100000	1.000	1.000	4	40.25	996	93	0.53		8	8
#	#	-4611.420;4797.420	#	9	6	#	#	3	#	#	0	0	#	0	#	0	0	#	1100100	1.000	1.000	1	40.38	868	94	0.47		8	8
#	1	-7484.740;9092.740	-278.880;446.880	6	#	#	#	2	#	0	0	#	1	1	0	0	0	#	0100100	1.000	1.000	5	17.38	998	95	0.63		8	8
#	1	#	#	4	#	#	#	#	#	#	#	#	#	#	#	#	0	#	1001010	0.011	0.636	1	40.94	700	97	0.16		15	22
#	#	#	#	3	#	0	2	2	#	0	#	0	0	#	0	0	0	0	1000100	1.000	1.000	2	28.14	614	98	0.58		7	7
#	#	-6647.610;7017.610	#	8	#	0	3	#	#	0	0	0	2	0	#	0	0	#	1100110	1.000	1.000	1	21.43	874	100	0.58		7	7
2	#	-6965.630;7147.630	#	3	#	3	#	3	0	#	#	#	#	0	#	#	0	0	1010100	1.000	1.000	3	19.43	875	101	0.47		7	7
#	#	-3660.330;3732.330	-319.680;355.680	#	3	0	0	3	1	0	#	#	1	#	#	0	#	0	1010100	1.000	1.000	4	10.86	877	103	0.58		7	7
#	3	#	-337.680;337.680	#	#	0	#	#	#	1	#	#	#	0	0	#	1	1	1111100	1.000	1.000	1	10.00	878	104	0.42		7	7
#	#	#	-71.280;251.280	6	2	0	0	2	#	#	#	0	0	#	#	0	#	#	1100000	1.000	1.000	2	22.29	751	106	0.47		7	7
4	#	#	-124.000;128.000	8	#	0	#	2	#	0	0	0	1	#	0	#	#	#	0101000	0.000	0.429	2	29.46	881	107	0.53		7	21
1	4	-4480.400;4480.400	#	1	#	#	#	#	#	#	#	#	0	0	#	1	1	1	0111100	0.004	0.571	4	22.30	950	108	0.47		28	28
#	#	#	#	#	1	0	3	#	#	#	0	#	#	0	1	0	0	#	0011010	1.000	1.000	2	15.71	883	109	0.42		7	7
#	#	#	-282.280;292.280	#	#	#	#	2	0	#	#	#	1	#	0	#	#	#	0010100	0.000	0.274	1	36.50	985	110	0.26		14	48
#	2	-5097.490;5879.490	-259.120;275.120	10	#	#	7	5	#	#	0	0	1	0	1	#	#	0	1101110	1.000	1.000	3	7.86	886	112	0.63		7	7
4	#	-4655.500;6545.500	#	#	#	#	#	#	0	#	0	0	#	#	1	0	0	0	0111010	0.000	0.286	3	35.46	888	114	0.47		7	28
2	#	-1701.250;3899.250	-271.200;283.200	2	#	0	#	#	0	#	0	#	0	#	#	0	0	#	1101000	0.000	0.333	1	49.73	760	115	0.53		7	21
6	2	-5711.510;5713.510	#	#	#	#	#	#	0	#	#	#	0	#	0	0	#	#	1000100	1.000	1.000	2	19.56	969	121	0.37		13	13
6	2	-5711.510;5713.510	-74.840;388.840	#	#	#	#	#	0	#	#	#	0	#	#	0	#	0	1000100	1.000	1.000	2	19.56	969	121	0.42		13	13
1	#	-2416.410;6768.410	-362.880;362.880	#	#	#	#	#	1	#	0	0	0	#	0	#	#	#	1000100	0.000	0.286	4	16.25	924	122	0.42		14	14
4	2	#	-315.520;319.520	#	5	0	#	#	0	#	#	#	#	#	0	1	1	0	1101000	1.000	1.000	3	10.14	769	124	0.53		7	7
#	4	#	#	3	5	0	#	#	0	#	0	#	#	#	#	#	0	0	1101000	1.000	1.000	2	18.29	899	125	0.42		7	7
#	#	-7814.740;8762.740	#	#	1	#	0	#	0	0	0	0	1	0	0	0	0	0	1101000	1.000	1.000	1	20.29	772	127	0.68		7	7
#	1	#	-43.280;279.280	9	#	0	#	#	1	0	#	#	#	0	#	0	#	#	1000100	1.000	1.000	2	20.14	902	128	0.42		7	7
#	1	#	#	#	#	#	#	#	#	0	#	#	0	0	#	0	0	#	1000000	0.000	0.395	1	72.05	954	130	0.32		114	128
#	1	#	#	#	#	#	#	#	#	0	#	#	0	0	#	0	0	#	0010100	0.000	0.261	1	72.05	906	130	0.32		47	128
#	#	-2323.290;4173.290	-266.560;378.560	10	2	#	0	#	#	0	0	0	0	#	#	0	#	#	0100100	1.000	1.000	2	35.50	904	130	0.53		6	6
4	#	-2323.290;4173.290	-266.560;378.560	10	2	#	0	#	#	0	0	0	0	#	#	0	#	0	0100100	1.000	1.000	1	35.50	904	130	0.63		6	6
#	4	3650.490;15075.510	59.640;402.360	#	1	#	#	#	0	0	0	1	50	0	0	0	0	#	1010100	1.000	1.000	1	10.17	905	131	0.68		6	6
#	1	-6206.600;7234.600	#	10	#	0	5	3	#	0	#	#	#	0	0	#	#	0	1000000	0.000	0.429	1	28.00	906	132	0.53		7	7
#	1	-6206.600;7234.600	#	10	#	0	5	3	#	0	#	#	#	0	0	#	#	0	0010100	0.035	0.714	1	28.00	906	132	0.53		7	7
4	#	#	-342.880;382.880	#	#	0	0	2	#	0	0	#	1	0	#	#	#	0	1100000	0.000	0.429	2	31.53	908	134	0.53		6	12
3	4	#	-269.160;275.160	#	0	3	#	#	#	0	0	0	#	0	0	#	#	#	0100101	1.000	1.000	1	31.00	909	135	0.53		6	6
1	4	-7056.630;7056.630	#	#	#	#	#	6	0	#	#	1	#	#	0	#	1	#	0000101	0.000	-0.143	1	19.54	911	137	0.42		13	13
4	1	#	-241.920;241.920	#	0	#	#	#	0	#	#	#	2	#	#	#	#	0	1000000	0.000	0.143	2	24.00	912	138	0.37		7	7
4	1	#	-241.920;241.920	#	0	#	#	#	0	#	#	#	2	#	#	#	#	0	0101010	0.035	0.714	1	24.00	912	138	0.37		7	7
3	1	-6160.550;6160.550	#	#	#	2	#	4	0	#	#	0	#	#	0	1	0	0	1001010	0.035	0.714	1	26.57	915	141	0.58		7	7
3	1	-6160.550;6160.550	#	#	#	2	#	4	0	#	#	0	#	#	0	1	0	0	0000100	0.000	0.143	1	26.57	915	141	0.58		7	7
#	2	#	-271.200;283.200	#	5	3	0	#	0	#	0	#	#	#	0	#	1	#	0000010	0.000	0.143	1	21.57	917	143	0.47		7	7
#	2	#	-271.200;283.200	#	5	3	0	#	0	#	0	#	#	#	0	#	1	#	1100001	0.035	0.714	1	21.57	917	143	0.47		7	7
#	#	73.320;15306.680	#	1	1	#	0	#	#	1	1	#	#	0	0	#	0	0	1010000	0.035	0.714	3	22.50	919	145	0.53		20	20
#	#	73.320;15306.680	#	1	1	#	0	#	#	1	1	#	#	0	0	#	0	0	0000100	0.000	0.429	1	22.50	919	145	0.53		20	20
2	#	-4955.510;6469.510	-185.560;207.560	2	0	0	#	3	0	0	0	1	1	0	#	#	0	#	1010100	1.000	1.000	2	12.83	920	146	0.74		6	6
2	3	#	-185.560;207.560	2	0	0	#	3	0	0	0	1	1	0	#	#	0	#	1010100	1.000	1.000	2	12.83	920	146	0.74		6	6
#	#	-4032.360;4032.360	#	1	1	#	0	5	0	0	0	#	#	#	1	0	0	0	1101110	1.000	1.000	1	16.17	921	147	0.63		6	6
2	#	-1851.280;4421.280	-202.720;230.720	2	#	#	#	#	#	0	#	0	#	#	#	0	0	#	1000100	0.000	0.366	1	50.09	922	148	0.42		6	32
#	#	-1851.280;4421.280	-202.720;230.720	2	#	#	#	#	#	0	#	0	#	#	#	0	#	#	1000100	0.000	0.453	2	49.54	970	148	0.32		27	81
1	#	#	-331.680;343.680	2	#	#	0	#	#	1	0	0	#	0	#	#	0	#	1010100	1.000	1.000	1	29.17	923	149	0.47		6	6
#	#	#	117.760;430.240	5	6	0	0	#	#	0	0	0	#	#	0	#	0	#	1001000	1.000	1.000	1	19.83	925	151	0.53		6	6
3	#	#	-302.400;302.400	10	0	2	0	3	0	1	#	0	#	#	#	1	#	0	0000100	0.000	0.429	2	13.29	926	152	0.63		7	7
3	#	#	-302.400;302.400	10	0	2	0	3	0	1	#	0	#	#	#	1	#	0	1000010	0.035	0.714	1	13.29	926	152	0.63		7	7
#	4	#	#	1	1	0	0	3	0	#	1	0	0	0	#	#	0	#	0101010	0.000	0.077	1	24.55	927	153	0.63		6	13
#	#	#	-209.680;213.680	#	0	#	5	3	#	#	#	0	0	0	#	#	#	0	1010100	1.000	1.000	1	27.33	799	154	0.42		6	6
#	#	-8965.891;4992.420	#	#	#	#	#	#	0	0	#	#	1	0	1	0	#	#	1000100	0.002	0.529	1	33.18	976	155	0.37		20	20
#	#	-8965.891;4992.420	#	#	#	#	#	#	0	0	#	#	1	0	1	0	#	#	0010010	0.000	0.129	1	33.18	785	155	0.37		6	20
2	3	#	#	#	#	0	3	2	#	#	#	#	0	#	0	#	0	0	0010100	1.000	1.000	2	46.17	931	157	0.47		6	6
#	3	#	#	1	1	#	0	#	1	1	1	1	#	0	#	0	#	#	1011100	1.000	1.000	2	14.50	933	159	0.53		6	6
4	#	-5578.520;1452.079	-220.800;232.800	3	2	#	0	3	#	0	0	0	0	0	#	#	0	0	1101000	1.000	1.000	2	28.00	934	160	0.74		6	6
#	4	#	-269.160;275.160	1	5	0	#	3	#	0	#	0	#	#	#	#	0	0	0110100	1.000	1.000	2	39.83	935	161	0.53		6	6
#	#	#	-148.200;154.200	10	#	0	3	3	#	0	#	0	#	#	#	0	0	#	1000000	0.000	0.193	1	50.41	994	162	0.47		20	34
#	#	#	-148.200;154.200	10	#	0	3	3	#	0	#	0	#	#	#	0	0	#	0010100	0.000	0.126	1	50.41	936	162	0.47		13	34
4	4	-5478.490;5498.490	#	#	#	0	#	#	#	#	0	0	0	#	0	#	0	0	0010000	0.000	0.275	1	29.87	937	163	0.53		13	13
4	4	-5478.490;5498.490	#	#	#	0	#	#	#	#	0	0	0	#	0	#	0	0	1100100	0.004	0.582	1	29.87	937	163	0.53		7	13
4	4	-4956.460;5348.460	#	#	2	3	0	3	#	#	#	#	1	0	#	#	#	0	0100000	0.000	0.429	1	19.14	810	165	0.53		7	7
4	4	-4956.460;5348.460	#	#	2	3	0	3	#	#	#	#	1	0	#	#	#	0	1001000	0.035	0.714	1	19.14	810	165	0.53		7	7
#	1	5037.420;6068.307	#	10	#	0	0	2	#	#	#	#	#	0	0	0	#	0	1001000	0.001	0.619	1	2.67	166	166	0.53		0	0
#	1	-4371.420;5037.420	#	10	#	0	0	#	#	#	#	#	#	0	#	0	#	0	1001000	0.000	0.429	2	27.42	940	166	0.42		12	18
1	#	#	-252.040;262.040	2	0	#	#	2	#	#	#	#	#	0	0	#	#	0	0010100	1.000	1.000	1	34.97	941	167	0.42		20	20
#	#	#	#	1	#	0	0	7	#	#	#	1	#	0	0	1	#	0	1111101	1.000	1.000	1	14.03	943	169	0.47		13	13
3	1	-7808.720;8320.720	-345.920;389.920	#	#	0	#	4	#	0	0	0	#	#	#	0	0	0	1011100	1.000	1.000	1	25.50	944	170	0.63		6	6
#	1	#	-341.760;353.760	#	#	#	0	#	0	0	0	#	#	0	0	#	0	#	1001000	0.001	0.470	1	58.37	940	172	0.47		36	69
#	#	-5436.600;8004.600	-341.760;353.760	#	#	3	0	#	0	0	0	#	#	0	0	#	0	#	1001000	0.000	0.263	1	52.84	934	172	0.53		24	69
5	#	-4143.370;4145.370	-277.200;277.200	8	2	#	#	#	0	#	0	0	#	#	#	0	0	0	1000100	0.001	0.503	2	53.89	977	174	0.58		46	46
#	#	#	#	#	2	0	#	3	#	0	#	0	#	0	0	#	0	#	1000000	0.000	0.429	2	20.60	947	175	0.42		13	13
#	#	#	#	#	2	0	#	3	#	0	#	0	#	0	0	#	0	#	0100100	0.035	0.714	3	20.60	947	175	0.42		13	13
1	4	-7168.640;7168.640	-181.440;181.440	#	1	0	#	6	0	0	#	#	#	0	0	1	1	#	1000000	0.000	-0.143	1	18.57	950	176	0.68		7	7
1	4	-7168.640;7168.640	-181.440;181.440	#	1	0	#	6	0	0	#	#	#	0	0	1	1	#	0111100	0.035	0.714	1	18.57	950	176	0.68		7	7
#	4	#	-306.480;318.480	3	0	2	0	2	#	0	0	0	0	#	0	0	#	0	1000010	1.000	1.000	1	20.17	951	177	0.74		6	6
#	#	#	#	2	0	0	#	#	0	#	#	0	1	#	#	#	#	0	0011000	0.035	0.714	2	25.29	952	178	0.37		7	7
#	#	#	#	2	0	0	#	#	0	#	#	0	1	#	#	#	#	0	0000100	0.000	0.429	1	25.29	952	178	0.37		7	7
#	1	-6247.580;6745.580	-266.600;388.600	#	1	0	#	3	0	0	0	#	0	#	#	0	0	#	1001010	0.000	0.429	1	54.02	700	184	0.63		6	19
3	1	-6247.580;6745.580	-266.600;388.600	#	1	#	#	3	0	#	0	#	0	#	#	0	0	#	1001010	0.000	0.429	1	48.27	700	184	0.58		6	12
#	#	-4116.370;4172.370	-357.840;357.840	#	5	0	3	#	#	0	0	#	#	0	1	#	#	#	0100000	0.000	0.143	1	31.71	833	188	0.47		7	7
#	#	-4116.370;4172.370	-357.840;357.840	#	5	0	3	#	#	0	0	#	#	0	1	#	#	#	1010100	0.035	0.714	1	31.71	833	188	0.47		7	7
#	#	-6496.580;6496.580	-171.360;171.360	1	#	#	0	3	#	#	#	#	#	#	#	0	#	0	1001000	0.000	0.143	3	37.25	890	189	0.37		6	45
#	#	-6496.580;6496.580	-171.360;171.360	1	#	#	0	3	#	#	#	#	#	#	#	0	#	0	0100000	0.000	0.175	1	37.25	927	189	0.37		25	45
#	#	-2912.260;2912.260	-312.480;312.480	1	#	#	#	#	#	#	0	#	0	0	#	0	#	#	1100100	0.000	0.274	2	40.23	937	189	0.37		12	37
#	#	-2912.260;2912.260	-312.480;312.480	1	#	#	#	#	0	0	0	#	0	0	#	0	0	#	1100100	0.000	0.371	1	42.60	937	189	0.53		12	30
#	1	#	#	#	#	#	#	#	#	0	#	#	0	0	0	0	0	0	0010100	0.000	0.246	2	73.11	906	191	0.42		32	102
#	1	#	#	#	#	#	#	#	#	0	#	#	0	0	0	0	0	0	1000000	0.000	0.426	2	73.11	954	191	0.42		89	102
6	2	-5711.510;5713.510	#	#	#	#	#	#	0	#	0	#	0	#	#	0	#	#	1000100	1.000	1.000	1	20.39	969	195	0.37		12	12
1	#	#	-220.360;374.360	2	0	3	0	#	#	#	0	#	0	0	0	0	#	#	0100001	0.000	0.143	1	24.84	970	196	0.58		7	14
1	#	#	-220.360;374.360	2	0	3	0	#	#	#	0	#	0	0	0	0	#	#	1000100	0.000	0.429	1	24.84	970	196	0.58		7	14
5	1	#	#	10	#	0	#	4	#	#	#	0	#	0	0	1	0	#	1010110	1.000	1.000	1	20.00	972	198	0.53		6	6
#	1	-4416.420;4992.420	#	#	#	#	#	#	0	0	#	#	1	0	1	0	#	#	1000110	0.035	0.714	1	37.86	976	202	0.42		13	13
#	1	-4416.420;4992.420	#	#	#	#	#	#	0	0	#	#	1	0	1	0	#	#	0010000	0.000	-0.165	1	37.86	785	202	0.42		6	13
5	#	-4416.420;4992.420	-310.480;314.480	8	2	0	#	#	#	0	#	#	1	0	1	0	0	0	1000110	0.035	0.714	1	39.57	976	202	0.68		12	12
#	1	#	#	#	2	#	3	#	0	#	0	#	1	0	1	0	#	0	1100110	0.035	0.714	1	39.57	976	202	0.53		6	12
#	#	#	#	8	2	0	3	4	0	#	0	0	1	#	0	#	0	0	1100110	1.000	1.000	1	31.00	977	203	0.63		6	6
#	#	#	#	8	2	0	#	4	#	#	0	0	1	#	0	#	0	0	1100110	1.000	1.000	1	31.00	977	203	0.53		6	6
6	#	-7949.710;7955.710	#	1	1	#	0	#	0	0	0	#	#	0	0	0	0	0	1010100	1.000	1.000	2	24.83	979	205	0.68		6	6
1	4	-4368.390;4368.390	#	#	#	#	#	6	#	1	1	1	4	#	0	1	1	#	1111101	1.000	1.000	1	16.67	982	208	0.58		6	6
#	#	#	#	1	#	0	0	7	#	#	#	1	#	#	0	#	#	0	1000000	0.000	-0.429	3	14.03	943	209	0.37		13	13
3	#	#	#	#	#	#	0	#	#	#	0	#	#	#	0	#	#	#	1000000	0.000	0.257	2	40.61	926	210	0.21		38	50
3	#	#	#	#	#	#	0	#	#	#	0	#	#	#	0	#	#	#	0001010	0.000	-0.051	1	40.61	915	210	0.21		12	50
#	#	#	#	#	7	0	#	#	#	0	#	#	1	0	#	#	0	0	1101000	0.000	0.113	2	26.74	975	211	0.37		6	19
#	#	#	#	#	7	0	#	#	#	0	#	#	1	0	#	#	0	0	0000100	0.002	0.534	3	26.74	985	211	0.37		19	19
#	#	-6285.590;6931.590	-204.680;218.680	#	5	#	0	#	0	0	0	#	#	#	0	#	0	0	0100100	0.000	0.187	2	40.34	986	212	0.53		7	13
#	#	-6285.590;6931.590	-204.680;218.680	#	5	#	0	#	0	0	0	#	#	#	0	#	0	0	1000000	0.000	0.429	1	40.34	986	212	0.53		13	13
4	#	-7236.670;7772.670	#	#	5	0	3	#	#	#	0	#	#	0	#	0	0	0	0111000	0.000	0.337	1	47.64	990	216	0.53		6	25
3	#	#	-136.160;156.160	#	#	0	9	2	0	1	0	1	0	#	#	0	0	0	0010100	1.000	1.000	1	16.67	991	217	0.68		6	6
#	1	-3308.310;3636.310	-214.760;228.760	#	2	#	#	#	#	#	0	0	#	1	0	#	#	0	1000100	0.025	0.692	1	25.13	993	219	0.47		6	13
#	1	-3308.310;3636.310	#	#	2	#	#	#	#	#	0	0	#	1	0	#	#	0	1000100	0.025	0.692	1	25.13	993	219	0.42		6	13
4	1	-4736.580;8256.580	-193.560;199.560	8	#	#	#	#	0	#	#	0	#	0	#	0	#	#	0100000	0.004	0.571	2	43.06	996	222	0.47		12	12
#	#	-4611.420;4797.420	#	9	6	#	#	3	#	#	0	#	#	0	#	0	#	#	1100100	1.000	1.000	1	52.00	868	223	0.37		6	6
