landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
6	#	#	#	1	#	0	0	7	#	#	1	1	0	#	0	1	#	#	0101100	0.000	0.143	1	7.25	943	556	0.53		4	4
6	#	#	#	1	#	0	0	7	#	#	1	1	0	#	0	1	#	#	1010001	0.000	0.143	1	7.25	943	556	0.53		4	4
6	#	#	#	1	#	#	0	7	#	#	1	1	0	0	0	1	1	#	1010001	0.000	0.143	1	7.67	943	556	0.58		3	3
2	3	#	-188.520;194.520	2	0	0	#	#	1	0	#	0	#	#	0	1	#	1	0011100	0.000	0.143	1	7.00	945	558	0.63		3	3
#	1	-4652.530;7220.530	#	3	#	3	0	#	#	0	0	0	#	#	0	#	0	0	1000000	0.000	0.429	1	11.86	946	559	0.58		11	11
#	1	-4652.530;7220.530	#	3	#	3	0	#	#	0	0	0	#	#	0	#	0	0	0011000	0.000	0.351	1	11.86	946	559	0.58		4	11
#	1	#	-213.000;291.000	6	2	0	3	3	#	0	#	#	0	0	0	1	0	1	0100100	0.035	0.714	1	5.00	947	560	0.74		4	4
4	#	#	#	#	0	#	#	#	0	#	0	0	#	0	#	#	1	#	0001000	0.000	-0.143	1	8.00	955	568	0.37		3	3
#	1	-14753.709;4592.410	#	1	#	0	#	#	#	0	#	0	#	#	#	1	1	0	1001100	0.035	0.714	2	8.67	956	569	0.47		3	3
#	#	-5040.450;5040.450	-272.160;272.160	1	#	0	#	#	#	0	0	0	#	0	0	1	#	#	1001100	0.000	0.464	2	10.53	956	569	0.53		16	16
#	#	-7192.700;8488.700	-271.280;303.280	#	#	0	3	5	0	#	0	#	1	#	0	1	0	#	0000100	0.000	-0.143	1	9.75	961	574	0.58		4	4
6	2	#	-532.746;353.560	10	#	0	#	2	0	1	0	#	0	#	0	#	#	#	1000100	1.000	1.000	1	7.33	969	582	0.58		3	3
1	4	#	#	2	#	#	#	2	0	#	0	#	#	#	0	0	0	0	0010100	1.000	1.000	1	7.50	973	586	0.53		10	10
#	3	#	#	6	#	#	#	#	1	#	0	#	22	#	0	0	#	1	0100100	0.000	0.429	1	7.75	974	587	0.42		4	4
#	3	#	#	6	#	#	#	#	1	#	0	#	22	#	0	0	#	1	0011000	0.000	0.429	2	7.75	974	587	0.42		4	4
#	3	#	-241.920;241.920	#	1	0	0	#	0	0	#	#	#	#	0	#	0	0	0010100	0.035	0.714	1	6.75	979	592	0.53		4	4
1	4	-7504.670;7504.670	-131.040;131.040	#	1	#	0	#	#	#	1	#	#	#	#	1	1	1	0010101	0.000	0.143	1	8.17	982	595	0.53		6	6
#	2	-4212.400;4748.400	-316.520;318.520	#	#	0	3	3	0	#	0	#	#	0	0	#	#	#	0100000	0.000	0.257	1	12.40	990	603	0.53		7	10
3	#	-6588.600;6852.600	#	#	1	#	#	2	0	1	0	1	#	#	#	0	0	0	0010100	1.000	1.000	1	8.67	991	604	0.58		3	3
1	4	-6832.610;6832.610	#	#	#	0	#	3	0	0	#	#	0	#	#	#	1	#	0010100	0.035	0.714	1	13.00	863	605	0.47		3	3
5	#	#	-228.480;396.480	#	#	1	0	2	#	0	#	#	1	#	#	0	0	#	0100100	1.000	1.000	1	5.00	998	611	0.47		3	3
#	1	-4596.420;4812.420	-109.000;143.000	#	6	#	3	3	0	0	0	0	0	0	#	#	0	#	0001010	0.000	0.143	1	7.33	1000	613	0.68		3	6
#	#	-5748.540;6348.540	#	#	0	0	#	4	#	0	0	0	4	#	1	#	#	#	0011100	0.035	0.714	1	6.00	873	615	0.47		3	3
2	3	#	#	#	1	#	#	#	#	#	#	#	0	0	0	1	1	1	0110000	0.000	0.143	1	5.67	878	620	0.47		3	3
#	#	-8400.750;8400.750	#	1	1	#	0	#	0	0	#	#	#	0	0	#	#	1	0110001	0.000	0.048	1	11.33	879	621	0.47		3	9
#	1	-5345.490;5631.490	-91.440;271.440	#	2	0	#	2	#	#	0	0	0	#	0	#	0	0	1100000	0.015	0.657	1	7.00	880	622	0.63		2	5
4	#	#	#	#	2	#	#	#	#	0	0	0	1	#	0	#	#	#	0101000	0.000	0.327	2	8.98	881	623	0.37		5	14
4	#	#	#	10	#	1	#	#	#	0	0	0	#	0	0	0	0	0	1000100	0.035	0.714	1	3.67	885	627	0.58		3	3
#	2	-5545.530;6327.530	-274.240;290.240	#	#	#	7	#	#	#	#	#	#	0	#	1	#	#	0000110	0.000	0.143	1	8.33	886	628	0.32		3	3
6	#	#	-262.080;262.080	1	1	0	#	#	#	1	1	#	#	0	0	#	0	0	1000100	0.008	0.619	1	10.44	887	629	0.58		9	9
6	#	#	-262.080;262.080	1	1	0	#	#	#	1	1	#	#	0	0	#	0	0	0011000	0.000	0.238	1	10.44	804	629	0.58		3	9
#	#	-6721.610;6943.610	-217.800;235.800	#	6	#	3	5	0	0	#	0	#	#	0	1	#	#	1111100	1.000	1.000	1	6.33	892	634	0.53		3	3
3	#	#	-217.800;235.800	5	#	#	3	5	0	0	0	0	1	#	#	1	1	#	1001000	0.000	0.143	1	7.00	892	634	0.63		2	2
4	1	#	-126.160;166.160	8	#	0	3	#	0	#	#	0	0	#	#	#	0	#	1100110	1.000	1.000	1	11.00	893	635	0.53		3	3
#	#	#	-277.200;277.200	#	#	0	#	#	#	1	#	#	0	0	0	#	1	0	0010110	0.000	-0.143	1	6.00	894	636	0.42		3	6
#	4	#	#	3	#	#	#	#	#	#	0	#	#	0	0	0	#	0	1100000	0.005	0.589	1	9.58	934	641	0.37		11	16
#	4	#	#	#	#	0	0	6	0	#	1	1	#	#	0	#	1	#	0010101	0.000	0.143	1	9.00	900	642	0.47		6	6
1	4	#	#	#	1	0	0	#	#	#	#	1	#	#	0	1	1	1	0010101	0.000	0.143	1	8.40	982	642	0.53		5	5
4	#	-4556.410;4628.410	#	6	#	#	#	4	#	0	0	0	1	#	0	#	#	#	0001010	0.000	0.429	1	10.33	903	645	0.47		3	3
4	1	-6691.680;8541.680	-246.400;358.400	10	2	#	#	#	0	0	0	#	#	0	#	0	#	#	0100100	0.035	0.714	1	7.25	904	646	0.58		2	4
1	4	#	4.200;457.800	1	1	#	13	#	0	#	0	#	#	#	0	0	0	0	1000000	0.000	0.429	1	7.00	905	647	0.63		3	3
1	4	1970.340;16755.660	4.200;457.800	#	#	#	13	#	0	#	0	#	#	#	0	0	0	0	1000100	0.035	0.714	1	7.50	905	647	0.58		2	2
4	#	-3697.370;4591.370	-337.840;377.840	8	#	0	0	#	0	#	#	0	#	#	#	#	0	#	1100000	0.035	0.714	1	6.86	908	650	0.47		2	7
3	#	-3290.300;3430.300	-158.280;164.280	1	#	#	0	3	0	#	#	0	0	0	0	0	#	0	0100101	0.000	0.314	1	10.60	909	651	0.68		2	5
4	#	-2567.310;4377.310	#	10	5	#	0	#	#	#	0	#	#	0	0	#	1	#	1000000	0.000	0.214	2	5.75	898	652	0.47		8	8
#	#	#	537.840;830.160	6	4	#	3	#	#	#	0	#	0	#	#	#	0	#	0110101	1.000	1.000	1	7.00	913	655	0.37		2	2
3	1	#	#	#	0	2	#	#	#	#	0	#	0	#	0	1	#	#	0000110	0.006	0.600	1	6.20	915	657	0.42		5	5
1	#	-5152.460;5152.460	#	1	1	0	#	#	#	0	0	0	#	0	#	#	#	0	0100010	0.000	-0.048	1	10.89	792	663	0.53		2	9
2	#	#	#	#	0	3	#	2	#	0	0	#	#	#	0	0	0	#	1000100	1.000	1.000	1	4.50	922	664	0.47		2	2
#	4	#	-256.080;268.080	2	0	#	#	#	#	1	0	0	0	#	0	0	0	0	1010100	1.000	1.000	1	5.33	923	665	0.63		3	3
#	#	#	-257.040;272.160	1	#	#	#	8	#	0	#	0	#	#	0	1	#	#	0110000	0.000	-0.429	1	10.00	924	666	0.37		2	2
#	#	#	#	5	6	#	0	2	0	0	#	0	#	0	0	#	#	#	1001000	1.000	1.000	2	6.00	925	667	0.47		2	2
#	#	#	-340.720;344.720	1	1	#	#	#	#	0	1	0	0	#	#	#	0	#	0101010	1.000	1.000	1	9.00	927	669	0.42		2	2
1	#	-3983.360;4081.360	#	#	#	0	#	3	#	#	#	0	0	0	#	0	#	#	0010100	0.000	0.403	1	10.11	923	670	0.42		7	11
4	#	#	-125.000;127.000	10	#	#	11	3	0	0	#	1	1	0	#	#	0	#	1010100	1.000	1.000	1	10.50	930	672	0.58		2	2
6	#	#	#	1	#	0	0	7	#	#	1	1	#	0	#	1	1	#	0101100	0.000	0.143	2	7.67	943	685	0.53		3	3
2	#	-5193.500;6007.500	#	#	#	#	#	6	#	#	#	#	1	#	0	#	#	1	1111110	1.000	1.000	1	7.00	945	687	0.32		3	3
2	3	-5081.490;5895.490	#	2	#	#	#	#	#	0	0	0	1	#	#	1	1	#	1100010	0.000	0.143	1	6.50	945	687	0.53		2	2
#	1	-4652.530;7220.530	#	3	#	3	0	#	#	0	0	0	#	#	0	#	#	0	1011000	0.005	0.592	1	11.86	946	688	0.53		2	7
5	1	#	-316.520;318.520	8	2	0	2	#	#	0	#	0	0	0	0	#	#	0	1000000	0.000	0.286	1	6.83	988	691	0.68		6	6
5	1	#	-316.520;318.520	8	2	0	2	#	#	0	#	0	0	0	0	#	#	0	0100100	0.004	0.571	1	6.83	988	691	0.68		6	6
1	4	#	-135.120;147.120	3	0	2	#	2	0	0	#	#	#	0	0	#	#	#	1000010	1.000	1.000	1	8.00	951	693	0.58		2	2
#	#	-7167.640;7169.640	#	7	#	0	#	#	#	1	1	#	0	#	#	1	1	#	0100001	0.000	-0.143	1	5.67	953	695	0.42		3	3
#	#	-7167.640;7169.640	#	7	#	0	#	#	#	1	1	#	0	#	#	1	1	#	1011100	0.000	0.429	1	5.67	953	695	0.42		3	3
#	#	#	#	7	#	0	#	#	#	#	1	#	0	#	#	1	1	#	1111101	1.000	1.000	1	6.50	953	695	0.32		2	2
#	#	#	#	7	#	#	#	#	#	1	1	#	0	#	#	1	1	#	1111101	1.000	1.000	1	6.50	953	695	0.32		2	2
5	#	-8092.730;8260.730	#	#	#	#	3	4	0	#	#	#	#	#	#	#	#	0	1100110	0.453	0.924	1	9.96	976	696	0.32		13	15
3	4	#	-299.680;375.680	#	#	#	#	#	0	#	#	0	#	0	0	#	0	#	1001000	0.000	0.295	2	9.31	957	699	0.42		5	15
5	#	#	#	#	#	0	3	#	0	0	#	0	1	0	0	1	0	0	1101010	0.035	0.714	1	12.50	961	703	0.63		2	2
3	#	#	-291.320;293.320	6	#	#	#	3	0	#	0	#	#	0	0	#	1	0	0101100	0.000	0.429	1	12.25	964	706	0.53		2	4
#	2	-3007.270;3041.270	-301.400;303.400	#	#	0	5	#	0	#	0	#	#	0	0	#	#	#	0000011	0.000	-0.143	1	9.00	966	708	0.47		3	3
#	#	-3007.270;3041.270	-371.960;373.960	#	#	0	5	#	0	#	0	0	#	0	0	1	#	#	0000011	0.000	-0.143	1	10.00	966	708	0.53		2	2
6	2	-5263.470;5265.470	#	10	#	#	#	2	0	1	0	#	0	#	0	#	#	#	1000100	1.000	1.000	1	7.50	969	711	0.53		2	2
5	1	#	#	10	7	0	0	4	#	0	#	#	#	#	0	1	#	0	0010110	0.035	0.714	1	7.00	972	714	0.58		3	3
#	3	#	#	6	#	#	#	#	1	#	#	#	22	#	0	0	#	1	0111100	1.000	1.000	1	8.00	974	716	0.37		2	2
4	1	-7111.640;7225.640	-129.040;133.040	3	7	0	#	#	#	#	#	#	1	#	#	#	0	#	1000000	0.000	0.143	1	7.67	975	717	0.47		3	3
#	3	-5373.480;5379.480	-241.920;241.920	#	1	0	0	#	0	0	#	#	#	#	0	#	#	0	1000000	0.000	0.429	1	7.00	979	721	0.53		3	3
#	3	-5373.480;5379.480	-241.920;241.920	#	1	0	0	#	0	0	#	#	#	#	0	#	#	0	0010100	0.035	0.714	1	7.00	979	721	0.53		3	3
#	3	#	-262.080;241.920	#	1	0	0	#	#	0	#	#	5	#	#	#	#	0	1010100	1.000	1.000	1	7.00	979	721	0.42		2	2
