-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	0	#	#	0	0	#	#	#	#	#	#	0	#	#	0	1	#	#	0	000000000000000000000000000000000001000000000	0.413	0.915	3	117.90	933	44	0.30		7	53
#	0	#	#	1	0	#	#	#	0	0	#	#	1	#	#	#	#	0	#	#	#	#	000010000000000000000000000000000000000000001	0.717	0.967	2	47.28	793	49	0.30		9	19
#	#	#	#	#	#	#	0	0	0	#	#	0	0	0	0	0	#	0	0	0	#	#	000010000000000000000000000000000000000000001	0.336	0.897	2	182.90	953	51	0.48		8	298
0	0	1	#	#	0	0	1	0	0	#	#	0	0	0	0	#	0	#	#	0	0	#	000000000100000000000000000000000000000001000	0.799	0.978	1	14.50	697	52	0.65		2	4
#	0	#	#	0	0	0	#	#	0	#	#	0	#	#	0	0	0	0	#	#	#	0	000000000100000000000000000000000000000000000	0.428	0.919	3	180.95	961	57	0.48		36	346
1	0	0	#	#	#	#	0	#	0	#	1	#	#	#	0	0	#	0	0	0	#	#	000010000000000000000000000000000000000000000	0.730	0.969	1	65.10	1000	58	0.48		16	23
#	1	#	0	#	0	#	1	#	#	0	#	0	0	0	1	0	#	0	#	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	18.33	622	59	0.61		3	3
#	#	#	0	0	#	0	#	0	0	#	#	0	#	0	1	#	0	0	0	#	0	0	000000010000000000000000000000000000000000000	0.400	0.912	1	52.73	706	61	0.57		2	34
#	0	#	#	#	1	#	0	1	0	#	#	0	0	#	#	0	0	0	0	0	0	#	000000000000000000000000000000000000000000010	0.825	0.981	2	33.14	984	62	0.57		7	7
0	#	#	#	#	0	0	0	0	0	#	#	#	#	#	0	0	0	#	0	0	#	#	000000000001000000000000000000000000000001000	0.260	0.874	1	182.03	602	64	0.48		3	244
#	0	0	0	#	#	#	0	#	#	0	#	#	0	0	1	1	0	#	1	#	0	#	000000000000000000000000000000000000101000000	0.394	0.911	2	14.75	711	66	0.52		2	8
0	#	0	#	0	#	#	0	0	#	#	#	#	0	#	#	#	0	0	#	#	#	#	000000000000000000000000000000000000001000000	0.406	0.914	3	154.08	940	67	0.35		32	305
0	#	1	0	#	#	#	#	#	0	#	1	0	0	#	0	1	#	#	0	0	0	0	100000000000000100000000000000000000000000000	0.712	0.967	2	24.12	713	68	0.57		2	8
0	0	1	0	0	0	#	0	0	#	#	#	#	#	0	0	#	#	#	#	0	#	0	100000000000000000000000000000000000000000000	0.879	0.987	1	95.55	997	69	0.52		65	73
0	0	1	0	#	0	#	0	0	#	#	#	#	#	0	0	0	#	#	#	0	#	0	100000000000000000000000000000000000000000000	0.894	0.989	2	102.28	997	69	0.52		58	64
#	1	#	0	0	#	0	#	#	#	0	#	#	1	0	0	0	#	0	0	0	#	#	000000000000000000000000000000001000000000000	0.581	0.947	2	117.59	950	70	0.52		51	74
0	#	#	#	0	0	#	#	0	#	0	#	0	#	#	0	#	0	0	#	0	0	#	100000000000000000000000000000000000000000000	0.511	0.935	1	166.46	997	71	0.48		70	233
#	#	#	0	0	0	0	0	#	0	#	#	0	1	#	0	1	#	#	#	0	#	0	000010000000000000000000000000001000000000000	0.655	0.959	1	54.90	871	72	0.52		4	15
#	#	#	0	0	0	#	0	#	0	#	#	0	1	#	#	1	#	#	#	0	#	#	000010000000000000000000000000001000000000000	0.655	0.959	2	54.90	871	72	0.39		4	15
0	0	1	1	#	0	#	#	#	#	0	1	0	0	0	#	#	0	#	0	#	0	0	000000000000000000000000000000000000000001000	0.526	0.938	1	22.00	697	74	0.61		6	10
0	#	#	#	0	0	1	0	#	0	0	#	#	0	0	#	0	0	#	0	0	0	0	000000000000000000000000100000000000000000000	0.833	0.982	4	76.79	995	75	0.65		31	32
#	#	0	0	0	#	0	#	0	0	#	0	#	#	0	#	#	#	0	0	#	#	0	000010000000000000000000000000000000000000000	0.557	0.943	1	181.66	993	76	0.48		174	367
0	0	0	0	1	0	#	#	0	0	0	#	0	#	#	#	1	0	0	0	#	0	#	000000000000000000000000000000000000000000001	1.000	1.000	1	29.00	722	77	0.65		2	2
#	0	1	1	0	0	#	0	0	0	#	1	#	0	#	#	0	0	0	#	0	0	#	000000000000000000000000100000000000000001000	0.314	0.891	1	21.11	725	80	0.65		2	13
0	1	0	0	0	0	#	#	#	#	0	#	#	1	#	#	#	#	0	#	0	0	0	000000000000000000000000000000001000000000000	0.850	0.984	2	75.47	895	82	0.52		20	22
0	0	0	0	1	0	0	0	0	#	0	0	0	0	0	#	#	#	#	0	0	0	0	000000000000000000000000000000000000000000001	0.900	0.990	4	99.29	953	83	0.78		16	17
#	#	0	0	#	0	0	#	#	0	#	#	#	#	#	0	#	#	#	#	0	#	#	000000000000000000000000000000010000000000000	0.398	0.912	2	169.25	964	84	0.30		68	546
#	#	0	0	#	0	0	#	#	0	#	#	#	#	#	0	#	#	0	#	0	#	#	000000000000000000000000000000010000000000000	0.399	0.912	1	175.74	964	84	0.35		68	538
#	#	#	#	#	#	0	0	#	0	#	#	#	#	#	1	#	0	#	1	0	#	#	000000000000000000000000000000000000000001000	0.405	0.913	1	64.05	730	85	0.30		3	56
0	0	0	0	0	#	0	#	#	0	#	#	0	#	0	0	#	0	0	#	#	0	#	000000000000000000000001000000000000000000000	0.451	0.923	2	188.81	994	87	0.57		28	170
#	0	#	0	#	#	0	#	0	0	0	#	#	0	0	0	#	0	0	1	#	#	0	000000000000000000000000000000000000000000010	0.408	0.914	1	122.13	734	89	0.57		3	43
0	#	#	#	0	#	#	#	0	0	1	#	0	0	0	1	0	#	0	#	0	0	0	100000000000000100000000000000000000000000000	0.363	0.904	2	21.44	735	90	0.61		2	12
0	0	0	0	#	0	0	0	0	#	0	#	0	1	#	0	0	#	#	#	0	#	#	000000000010000000000000000000010000000000000	0.557	0.943	1	117.05	736	91	0.61		2	43
#	0	0	#	#	#	#	0	#	0	0	#	#	0	0	#	#	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.439	0.921	3	170.44	960	92	0.39		54	348
#	0	0	#	#	0	#	0	#	#	0	#	#	#	0	#	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.436	0.920	1	186.40	915	92	0.39		48	358
0	#	0	#	#	#	1	0	0	0	0	1	#	0	0	#	#	0	#	0	#	0	#	000000000000000000000000100000000000100000000	0.635	0.956	1	33.00	738	93	0.57		2	4
0	#	0	0	#	0	0	#	#	0	0	1	#	1	#	0	#	1	#	#	#	#	#	000000000000000000000000000000001000000000000	0.543	0.941	1	35.00	739	94	0.48		3	9
#	0	#	#	0	#	0	0	0	#	#	#	0	#	0	#	#	#	0	0	#	#	1	100000000000000000000000000000000000000000000	0.557	0.943	1	54.62	885	96	0.43		12	25
#	#	0	#	0	#	0	0	#	#	#	#	#	#	#	0	#	#	0	#	0	#	#	000000000000000000000000000000000000010000000	0.362	0.903	3	164.80	988	100	0.30		10	529
0	#	0	0	0	#	0	0	#	#	#	#	#	#	0	#	#	0	0	0	#	0	#	000000000000000000000100000000000000000000000	0.411	0.915	2	185.55	959	101	0.48		14	191
0	#	0	0	0	#	0	0	#	#	#	#	#	0	0	#	#	#	0	0	#	0	#	000000000000000000000100000000000000000000000	0.414	0.916	2	180.71	959	101	0.48		13	161
0	0	0	#	#	0	0	#	#	#	0	0	0	0	#	0	#	0	0	#	#	0	#	010000000000000000000000000000000000000000000	0.408	0.914	4	186.57	882	102	0.57		7	137
0	#	0	#	0	#	#	0	#	0	#	#	0	0	0	1	0	#	0	#	#	1	1	000000000000000000000000100000000000000000000	1.000	1.000	1	17.00	748	103	0.57		2	2
#	0	#	#	0	0	#	0	#	0	0	#	#	0	0	1	#	#	0	#	0	0	#	000000000000000000000000000000000001000000000	0.394	0.911	1	91.32	934	104	0.52		8	103
1	1	0	0	0	0	#	0	0	#	#	#	0	0	#	#	#	#	0	#	0	0	0	000010000000000000000000000000001000000000000	0.900	0.990	1	105.83	993	105	0.61		27	34
#	0	0	0	#	#	#	0	#	0	0	0	#	#	#	0	0	0	0	0	#	0	0	000000000000000000000000000000000000000100000	0.389	0.910	1	198.71	752	107	0.61		3	226
#	#	#	#	#	#	0	0	#	0	0	0	0	0	0	0	0	#	0	#	#	0	0	000000000000000000000000000000000010000000000	0.379	0.908	3	183.05	977	109	0.57		8	273
1	0	0	0	1	#	0	0	0	#	0	#	#	1	#	0	0	#	#	0	0	#	#	000010000000000000000000000001000000000000000	0.515	0.936	1	39.44	756	111	0.61		2	9
0	0	0	0	#	0	#	1	0	#	0	#	#	0	0	#	#	#	0	#	0	#	#	000000000000000000000000000000000001000000000	0.476	0.928	1	61.68	987	113	0.52		4	18
#	#	#	#	#	0	0	#	0	0	#	#	0	#	#	#	#	1	#	0	#	#	#	000000000010000000000000000000000000000000000	0.413	0.915	2	94.87	833	114	0.30		15	96
#	#	0	#	#	0	#	#	0	0	#	#	0	#	#	#	#	#	#	0	#	#	#	000000000010000000000000000000000000000000000	0.357	0.902	1	157.39	833	114	0.26		16	556
#	0	#	0	#	0	#	0	0	1	0	#	#	0	#	#	1	#	0	#	0	#	1	100000000000000000000000000000000000100000000	0.635	0.956	1	8.00	760	115	0.52		2	4
0	#	#	0	0	#	0	#	0	#	#	#	#	0	0	0	#	0	0	#	0	#	#	000000000000000000000000000000001000000000000	0.393	0.911	2	156.43	846	118	0.48		12	232
#	1	0	#	#	#	0	#	0	0	#	#	0	#	#	#	#	#	1	#	#	0	#	000010000000000000000000000000001000000000000	1.000	1.000	1	18.00	764	119	0.35		2	2
#	0	0	0	#	0	0	0	0	0	0	0	0	#	#	0	#	#	#	#	#	#	#	000000000000000000000000000000000010000000000	0.400	0.912	3	183.79	977	120	0.52		14	261
#	#	0	0	#	0	#	0	0	0	#	#	#	#	0	0	#	0	#	#	0	#	0	000010000000000000000000000000001000000000000	0.451	0.923	1	178.06	993	124	0.48		60	348
#	1	#	0	#	0	#	0	0	#	#	#	#	#	#	0	#	1	#	0	0	0	#	000010000000000000000000000000001000000000000	0.442	0.922	1	58.77	950	125	0.43		5	17
0	0	1	0	#	#	#	0	0	0	#	#	#	#	#	#	#	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.411	0.915	1	89.55	978	128	0.39		8	93
#	0	#	#	0	0	#	#	0	0	#	#	#	#	#	#	0	0	#	#	#	0	0	010000000000000000000000000000000000000000000	0.386	0.909	2	158.82	882	129	0.39		8	403
0	#	1	0	0	0	#	0	0	#	#	#	#	#	0	0	0	#	#	#	0	#	0	100000000000000000000000000000000000000000000	0.878	0.987	1	102.25	997	134	0.52		55	62
#	0	0	#	#	0	#	0	0	0	0	#	0	0	#	#	#	0	#	0	#	#	0	000000000000000000000000000000000000000001000	0.419	0.917	3	171.07	929	136	0.52		22	192
#	0	0	#	#	0	#	0	#	0	0	#	#	#	0	#	0	0	0	#	0	#	#	000000000100000000000000000000000000000000000	0.436	0.920	1	187.68	915	137	0.48		43	326
0	#	#	#	0	#	1	0	#	0	0	#	0	0	0	#	0	0	#	0	0	0	0	000000000000000000000000100000000000000000000	0.852	0.984	1	77.17	995	138	0.65		28	28
0	0	0	0	0	#	#	#	#	0	#	#	0	#	0	0	#	0	#	#	#	0	#	000000000000000000000001000000000000000000000	0.447	0.923	2	180.38	994	140	0.48		25	157
#	0	#	1	0	#	0	#	0	#	#	#	#	#	0	#	1	#	#	0	0	#	#	000000000000000000000000000000000000100001000	0.600	0.950	1	35.84	986	144	0.39		9	33
#	#	0	0	#	0	0	0	#	0	#	#	#	#	#	#	#	#	#	#	0	#	#	000000000000000000000000000000010000000000000	0.399	0.912	1	169.93	964	145	0.30		63	550
#	#	0	0	#	0	0	0	#	0	#	#	#	#	#	0	#	#	0	#	0	#	#	000000000000000000000000000000010000000000000	0.400	0.912	1	178.96	964	145	0.39		63	486
0	0	#	0	0	0	0	0	#	#	#	1	0	0	0	#	0	0	#	#	#	#	#	100000000001000000000000000000000000000000000	0.368	0.905	1	87.48	792	147	0.57		2	50
#	0	#	#	1	0	#	#	#	0	0	#	#	1	#	#	#	#	#	#	#	#	#	000010000000000000000000000000000000000000001	0.701	0.965	1	53.05	793	148	0.26		6	14
#	#	1	#	0	#	0	0	0	#	#	1	0	#	0	#	#	0	0	0	0	0	#	000000000000100000000000000000000000010000000	0.228	0.863	1	53.36	794	149	0.57		2	45
0	#	#	#	0	0	#	#	0	#	0	#	0	#	0	0	#	0	#	#	0	0	0	100000000000000000000000000000000000000001000	0.350	0.900	1	162.78	655	151	0.52		2	204
#	0	0	0	0	#	0	#	0	0	#	0	#	#	0	0	#	0	0	0	#	#	0	000010000000000000000000000000000000000000000	0.627	0.954	1	205.04	923	155	0.61		90	182
#	1	0	#	#	0	#	0	#	0	0	#	0	1	#	#	#	0	#	#	0	#	0	000010000000000000000000000000001000000000000	0.719	0.968	1	120.41	871	156	0.48		32	59
#	#	0	0	0	0	#	0	#	0	#	#	#	#	0	0	#	#	#	#	#	#	0	000010000000000000000000000000001000000000000	0.420	0.917	1	175.09	993	156	0.39		59	393
1	#	0	#	#	#	0	0	#	0	#	0	0	1	0	#	0	0	0	0	0	0	0	000000000000000000000000000000000010000000000	0.328	0.895	2	142.09	914	158	0.70		5	70
0	#	0	0	0	#	0	0	#	#	#	#	#	#	0	#	#	#	0	0	0	0	#	000000000000000000000100000000000000000000000	0.409	0.915	1	181.34	959	168	0.48		13	182
#	1	#	#	#	0	0	1	#	#	#	0	0	#	0	1	1	#	#	#	#	#	#	000000000100000000000000000000000000000000000	1.000	1.000	2	12.00	814	169	0.39		2	2
#	#	#	#	#	0	0	0	#	#	0	#	#	1	#	0	#	0	#	0	0	0	0	000000000000000000000000000000000000000000001	0.356	0.902	1	149.91	815	170	0.48		11	121
0	1	0	0	0	0	#	#	#	#	#	#	#	1	#	#	#	#	0	#	0	0	0	000000000000000000000000000000001000000000000	0.836	0.982	2	76.66	895	174	0.48		18	20
0	#	0	0	0	0	#	#	#	#	0	#	#	1	#	#	#	#	0	#	0	0	0	000000000000000000000000000000001000000000000	0.545	0.941	1	126.46	895	174	0.48		18	46
1	0	0	#	#	#	#	0	#	0	#	1	#	#	#	0	0	#	0	0	0	#	0	000010000000000000000000000000000000000000000	0.734	0.970	1	67.52	1000	175	0.52		13	19
1	0	#	#	#	#	#	0	#	0	#	1	#	#	#	0	0	#	0	0	0	#	#	000010000000000000000000000000000000000000000	0.734	0.970	2	67.52	1000	175	0.43		13	19
#	0	0	0	#	0	0	0	0	#	0	0	0	#	#	0	#	#	#	#	#	#	#	000000000000000000000000000000000010000000000	0.397	0.912	2	183.79	977	178	0.48		11	244
#	#	#	#	#	1	#	0	1	0	#	#	0	0	#	#	0	0	0	0	0	0	#	000000000000000000000000000000000000000000010	0.763	0.973	1	43.40	984	179	0.52		5	5
0	#	#	#	0	#	0	1	#	0	0	#	0	0	0	0	0	0	#	0	#	0	0	000000000000000000000000000000000001000000000	0.543	0.941	1	72.33	825	180	0.65		3	9
#	0	0	0	#	#	0	#	0	1	#	#	#	#	#	1	1	#	#	#	#	0	#	000000000000000000000000000000000000100000010	0.740	0.970	2	8.00	830	185	0.39		2	3
0	0	1	0	0	0	#	#	0	0	#	1	0	#	#	#	#	0	0	0	0	#	0	100000000000000000000000000000000000000000000	0.935	0.993	2	63.46	966	186	0.65		19	20
#	1	0	#	0	0	#	#	0	#	#	#	#	#	#	#	#	#	0	0	0	#	#	000000000010000000000000000000010000000000000	0.208	0.855	1	126.13	833	188	0.35		2	131
#	#	#	0	0	1	#	#	0	0	0	0	#	#	0	0	0	0	#	0	0	0	#	000000000000000000000000000000000000000000010	0.946	0.994	2	80.88	835	190	0.61		8	8
#	#	0	0	#	0	#	#	0	#	0	0	0	0	1	0	0	0	0	0	#	#	#	000000000000000000000000000000000000000000001	0.543	0.941	2	56.17	840	195	0.61		2	6
#	#	#	#	#	0	#	#	#	#	#	1	0	0	#	#	#	0	0	0	0	0	#	000000000000000000000000100000000000100000000	0.251	0.871	1	83.53	841	196	0.39		3	101
#	0	0	#	#	0	#	0	0	0	#	#	0	0	#	#	#	0	#	#	#	#	0	000000000000000000000000000000000000000001000	0.428	0.919	2	154.42	986	197	0.43		39	275
0	#	#	0	0	#	0	#	0	#	0	#	#	0	0	0	#	0	0	#	0	#	#	000000000000000000000000000000001000000000000	0.405	0.914	1	168.57	846	201	0.52		9	164
0	#	#	0	0	#	0	#	0	#	#	#	#	#	0	0	#	0	0	#	#	0	#	000000000000000000000000000000001000000000000	0.405	0.913	1	160.40	895	201	0.43		19	226
0	0	0	#	#	0	1	0	0	#	#	#	0	0	#	#	#	#	#	#	#	#	#	000000000000000000000000100000000000000100000	0.664	0.960	1	70.34	952	202	0.39		10	41
#	#	#	0	0	#	#	0	#	#	0	#	#	0	0	#	0	#	#	#	0	0	#	000000000000000001000000000000000000000000000	0.371	0.906	1	161.88	848	203	0.39		3	351
#	#	0	0	0	#	0	0	#	0	#	0	#	1	1	#	0	1	#	0	0	1	0	000010000000000000000000000000000000000000000	0.551	0.942	1	52.60	849	204	0.65		4	10
0	0	#	#	#	#	#	#	0	0	#	1	#	0	0	#	0	#	0	#	#	#	#	000000000000000000000000100000000000000000000	0.380	0.908	1	79.48	995	209	0.39		8	69
1	0	#	#	0	#	#	#	1	0	0	0	#	#	0	#	0	#	0	0	#	#	0	000000000000000000000010000000000000000000000	0.740	0.970	1	60.00	856	211	0.52		2	3
#	1	#	0	0	#	0	#	#	#	0	#	#	1	0	0	#	#	0	0	0	#	#	000000000000000000000000000000001000000000000	0.570	0.945	1	117.89	950	212	0.48		44	65
1	1	0	0	0	0	#	0	0	#	#	#	0	0	#	0	#	#	0	#	0	0	0	000010000000000000000000000000001000000000000	0.901	0.990	1	106.43	993	213	0.65		24	30
0	0	0	0	0	#	0	#	1	#	0	#	0	0	0	0	0	#	0	0	0	#	#	000000000000001000000000000000000000000000000	0.421	0.917	1	115.29	860	215	0.70		3	30
#	#	0	#	#	0	0	#	0	0	#	#	0	#	#	#	#	1	#	0	#	1	#	000000000010000000000000000000000000000000000	0.413	0.915	1	70.79	807	216	0.39		6	41
#	#	0	#	#	0	#	0	0	0	#	#	0	#	#	#	#	1	#	0	#	#	#	000000000010000000000000000000000000000000000	0.399	0.912	1	94.87	833	216	0.35		10	81
1	#	0	0	0	#	0	0	0	0	0	#	#	0	#	0	0	#	1	#	0	0	#	000000000000000000000000000000100000000000000	0.740	0.970	1	33.67	862	217	0.65		2	3
#	#	0	0	#	0	0	0	#	0	#	#	#	#	#	0	#	#	#	#	0	#	0	000000000000000000000000000000010000000000000	0.401	0.913	2	172.15	964	219	0.39		59	437
#	#	0	0	#	0	0	0	#	0	#	#	#	#	#	0	#	1	0	#	0	#	#	000000000000000000000000000000010000000000000	0.565	0.945	2	94.96	921	219	0.43		39	81
#	#	0	#	#	0	#	0	0	0	1	#	0	#	0	#	#	0	0	#	#	#	0	000000000000000000000000000000000000000001000	0.528	0.938	1	91.42	986	221	0.48		12	28
#	#	0	1	#	0	#	0	0	0	1	#	0	#	0	#	#	0	0	#	#	0	#	000000000000000000000000000000000000000001000	0.708	0.966	1	45.26	986	221	0.52		15	17
0	0	#	1	0	#	0	#	0	1	#	#	#	#	#	#	#	#	1	0	#	0	#	000000000000000000000000000000000000100001000	1.000	1.000	3	7.50	867	222	0.43		4	4
0	0	0	#	1	0	0	0	0	#	0	0	0	0	0	#	#	#	#	0	0	0	0	000000000000000000000000000000000000000000001	0.888	0.988	1	103.36	953	223	0.74		14	15
#	#	0	#	0	0	0	#	0	0	#	0	1	#	0	0	#	#	#	#	0	0	#	000000000000000000000000000000000000001000000	0.952	0.995	1	101.33	869	224	0.52		9	9
#	#	0	#	0	0	0	#	0	0	#	0	1	#	0	#	#	#	#	#	0	0	0	000000000000000000000000000000000000001000000	0.978	0.998	1	94.30	940	224	0.52		20	20
#	#	#	0	0	0	#	0	#	#	#	#	0	#	#	#	1	0	#	0	0	#	#	000010000000000000000000000000001000000000000	0.356	0.902	1	66.30	871	226	0.39		4	39
#	0	#	#	0	0	0	#	#	0	#	#	#	#	#	0	0	0	0	#	#	#	0	000000000100000000000000000000000000000000000	0.425	0.918	1	181.02	961	229	0.43		29	294
0	#	1	0	#	0	#	0	0	#	0	#	#	#	0	0	#	#	0	#	0	#	#	100000000000000000000000000000000000000000000	0.874	0.987	1	94.95	997	232	0.48		53	60
0	0	#	#	0	0	#	#	0	#	#	#	0	#	#	0	0	#	#	#	0	#	0	100000000000000000000000000000000000000000000	0.488	0.931	1	165.04	997	232	0.43		52	194
#	#	#	#	#	#	#	0	0	#	0	#	#	#	0	0	0	#	#	0	0	0	0	000010000000000000000000000100000000000000000	0.338	0.897	1	177.61	950	233	0.43		4	333
#	#	#	#	#	#	0	1	#	0	#	1	#	#	0	0	0	0	#	0	#	#	#	000000000100000000000000000000000000010000000	0.861	0.985	1	45.67	881	236	0.39		2	3
0	#	0	#	#	0	0	#	#	#	0	0	0	0	#	0	#	0	0	#	#	0	#	010000000000000000000000000000000000000000000	0.400	0.913	1	182.43	882	237	0.52		5	127
#	0	#	#	#	#	0	0	0	#	#	#	0	#	0	#	#	#	0	0	#	#	1	100000000000000000000000000000000000000000000	0.526	0.938	1	57.53	885	240	0.39		8	20
#	0	#	#	0	#	0	0	0	#	#	#	0	#	0	#	#	#	0	0	#	0	1	100000000000000000000000000000000000000000000	0.475	0.928	1	66.63	885	240	0.48		4	13
0	0	0	#	#	0	#	0	#	0	#	0	0	0	#	1	1	#	#	#	0	0	#	000000000000000000000000100000000000000000000	0.712	0.967	2	23.50	887	242	0.57		3	4
#	0	0	#	#	0	#	0	#	0	#	#	#	#	0	#	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.424	0.918	1	186.55	961	243	0.39		39	332
#	#	0	#	#	0	#	0	#	0	0	#	#	#	0	#	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.392	0.911	1	177.95	915	243	0.39		38	390
