Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.001;0.026	#	#	#	#	#	#	#	0.142;0.311	#	0.000;0.031	-0.160;0.348	#	#	#	#	#	#	#	#	#	#	#	0.042;6.251	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	84.97	9825	764	0.15		26	52
#	0.001;0.026	#	#	#	#	#	#	#	#	#	0.000;0.031	-0.160;0.348	#	#	#	#	#	#	#	#	0.032;0.448	#	#	0.042;6.251	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	84.97	9825	764	0.15		26	52
#	#	#	#	#	#	#	#	#	0.077;0.263	#	-0.012;0.046	#	#	-30.890;11.668	#	#	#	#	#	#	#	#	0.033;0.316	#	#	#	#	#	#	#	#	-0.055;0.090	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.514	0.936	1	84.97	9883	822	0.15		25	51
#	#	#	#	-0.024;0.039	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-5665640656580657220645434760053942435981670743100709011531293581871425253278960253192645019856049576330714509242886386344059982191866457062653824807307428210555066425278464.000;27667662676782677034416698106366846530069976601320525842551693164008979438943526246757049417261954240960871437206899917476785389058660965661725834016398830293204670053613568.000	#	-0.342;0.342	#	#	#	#	#	#	#	#	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.176	0.841	1	73.41	9966	905	0.12		26	77
#	#	#	#	#	#	#	#	#	#	#	#	#	0.070;0.225	#	#	#	#	#	-7170691717187170053971412878928236448575310940083152223370001503633427488791438845584264939504080916289577444222266879515097456872700662492258251088139549649488351110103040.000;27172711717187169077421665883508476325750774905527249261041520337017244399855900444213439002047337680476573933885770125126626179115974093122854215795519738884863669787688960.000	#	#	#	#	2.165;5.169	#	#	0.323;0.826	#	#	#	#	#	010001010000000000010001000000010101000000000000000001000000000001000100000000010000001000000100010000000000000010000100000000000000000000000000000000000100000000000000000000	0.146	0.825	1	655.38	9652	942	0.12		25	4364
#	0.001;0.026	#	#	#	#	#	#	#	0.142;0.311	#	0.000;0.031	-0.160;0.348	#	#	#	#	#	#	#	#	#	#	#	0.042;2.216	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.052	0.937	1	122.50	1115	1115	0.15		0	0
#	#	#	#	-0.024;0.039	#	#	#	#	#	#	#	#	#	-18.006;18.006	#	#	#	#	#	#	-0.115;0.115	#	#	#	#	#	#	#	#	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	57.26	9966	1256	0.12		25	25
#	0.003;0.024	#	#	#	#	#	#	#	0.142;0.311	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.042;6.251	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	2	84.95	9825	1466	0.09		24	48
#	0.001;0.026	#	#	#	#	#	#	#	#	#	0.000;0.031	-0.160;0.348	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.310	0.890	1	73.40	9825	1466	0.09		24	73
#	#	0.019;0.061	#	-0.024;0.039	#	#	#	#	#	#	#	#	#	-18.006;18.006	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.177	0.841	1	73.40	9966	1607	0.12		24	71
#	#	#	#	#	#	0.042;0.325	#	#	0.008;0.101	#	#	#	#	-94.007;-28.532	#	#	0.183;0.683	#	#	#	#	#	-0.002;0.184	#	#	-0.009;0.023	#	#	#	#	#	#	010000000000010000010001010001010101000010000000000000000000000001000010110000010000000000000010000000000000010010000000000000000000000000000000000000000000000000010000000000	0.170	0.838	1	679.27	9893	1885	0.18		22	2032
#	#	0.019;0.061	#	-0.024;0.039	#	-0.340;0.340	#	#	-0.050;0.050	#	#	#	#	-18.006;18.006	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	57.03	9966	1958	0.18		23	23
#	#	#	#	#	#	-0.156;0.649	#	-0.134;0.212	#	#	#	#	#	#	0.404;1.100	#	#	#	#	0.188;1.600	#	0.165;3.998	-0.034;0.252	#	#	#	#	#	#	#	#	#	010001101000010100100001100000010000000000010000000000000000001000000000110000000000000000001010001000010100010100100100000000000000000000000000000000000000000000000000000000	0.119	0.808	1	634.31	9651	1994	0.18		22	4338
#	-0.009;0.022	0.019;0.061	#	-0.024;0.039	#	-0.340;0.340	#	#	#	#	#	#	#	-18.006;18.006	#	#	#	#	#	#	#	#	#	-3.755;3.755	#	#	#	#	#	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.177	0.841	1	73.40	9966	2309	0.21		22	65
#	#	0.022;0.059	#	#	#	-0.005;0.595	#	0.345;0.506	0.077;0.263	#	#	#	#	-30.890;11.668	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-1.044;1.101	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.512	0.935	1	84.74	9883	2577	0.18		20	41
#	#	#	#	-0.024;0.039	#	-0.340;0.340	#	#	#	#	#	#	#	#	#	#	#	#	-5665640656580657220645434760053942435981670743100709011531293581871425253278960253192645019856049576330714509242886386344059982191866457062653824807307428210555066425278464.000;27667662676782677034416698106366846530069976601320525842551693164008979438943526246757049417261954240960871437206899917476785389058660965661725834016398830293204670053613568.000	#	#	#	#	#	#	#	#	#	#	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.177	0.841	1	73.39	9966	2660	0.12		21	62
#	0.001;0.026	#	#	#	#	#	#	0.358;0.500	#	#	#	-0.160;0.348	#	-30.853;10.614	#	#	#	#	#	#	#	#	#	0.042;6.251	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	84.78	9825	2870	0.15		20	40
#	#	#	#	#	#	#	#	#	0.077;0.263	#	#	#	#	#	#	#	#	#	#	#	#	#	0.033;0.316	#	#	#	#	#	#	0.622;1.096	#	-0.055;0.090	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.512	0.935	1	84.69	9883	2928	0.12		19	39
#	0.019;0.055	#	#	-0.009;0.051	#	#	#	-0.026;0.111	#	#	#	#	#	-103.059;-55.044	#	#	#	#	#	#	#	#	#	#	#	#	#	0.624;0.931	#	#	#	#	001000000000101000010101000010000101000000000000000000000000000000100000000010000000000100100001000101000100010100000000000000000010000000000000000000000000000000001000000000	0.212	0.856	2	338.19	9918	2963	0.15		20	80
#	-0.009;0.022	0.019;0.061	#	-0.024;0.039	#	-0.340;0.340	#	#	#	#	#	#	#	-18.006;18.006	#	#	-0.264;0.264	#	#	#	#	#	#	-5.478;3.755	#	#	#	#	#	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	0.177	0.841	1	73.39	9966	3011	0.24		20	59
#	#	0.019;0.061	#	-0.024;0.039	#	-0.340;0.340	#	#	#	#	#	#	#	-18.006;18.006	#	#	#	#	#	#	#	-1.246;1.246	#	#	#	#	#	#	-0.500;0.500	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	56.77	9966	3011	0.21		20	20
#	0.015;0.058	#	#	#	#	#	#	#	0.016;0.235	#	0.054;0.120	#	-0.071;0.251	#	-0.337;1.278	#	#	0.020;0.574	#	#	#	#	#	#	#	#	#	#	-0.428;1.129	#	#	0.021;0.162	010001100001100100000110100000001010000010100000000001000000000011000010100000010100000000000000100000000100010101000000010000110010000000100000000010000100000000000000001100	0.069	0.765	1	635.39	9662	3058	0.24		19	5577
#	#	#	#	#	#	#	2.352;5.526	#	#	#	#	#	#	#	#	#	0.138;0.611	0.520;0.843	#	#	0.341;0.655	#	#	-0.562;6.949	#	#	0.227;0.495	#	#	#	#	#	010010000001010100000101000000010001000000000000000000000001000000001001000000000010001000001100100000010100010011000100010001000000000000000000000000000000010000000000000000	1.000	1.000	1	199.05	9690	3086	0.18		19	19
#	#	0.019;0.059	0.099;0.458	#	#	#	#	#	#	#	#	0.544;1.001	#	#	0.187;1.554	#	#	#	-15666651666580665620110284921898549158020351391359369555309596496733784935528283639457403508534707905109003761177913371310842390651566460138901840699260263179426217991340032.000;17666651666782668634951847944522239808031295953061865298773390249146619756694202860492290928583295912182582185271872932510002980598960962585477818124445995324333518487552000.000	#	#	0.390;2.786	#	#	#	0.021;0.048	#	0.075;0.564	#	#	#	#	001000000000101000000001000000010101000000000000000000000000010000000100000000010000000000000000010100010100010011001010010000000000000000000000100000000000000100000100000000	0.129	0.815	2	635.92	9741	3137	0.24		19	1228
#	0.031;0.055	0.006;0.048	#	#	#	#	#	#	#	#	#	0.307;0.905	0.068;0.214	#	#	#	#	#	#	#	#	#	0.058;0.207	#	#	#	#	0.043;0.449	#	#	0.182;0.838	#	010000010000100000010000000010000100000010000000000000000000000000000000101000010000000000000101010100000100010011000000000000000000000000100000010100000000000000000001000000	0.133	0.817	1	683.64	9812	3208	0.21		19	4086
#	0.001;0.026	#	#	#	#	#	#	#	#	#	0.000;0.031	-0.160;0.348	#	#	#	#	#	#	#	#	#	#	#	0.042;6.251	#	#	-0.009;0.208	-0.059;0.529	#	0.658;1.056	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	84.75	9825	3221	0.21		19	38
#	#	#	#	#	#	-0.005;0.595	#	#	0.077;0.263	#	#	#	#	-30.890;11.668	#	#	#	#	-5051401515165050207947352298974157323526270201805894888297318339404541952036797561007484307244747701162743458583059002295553439813984746909027839243908197917733680985407488.000;25251601515165250539928377520222144017474864165216492583852987728075185316136617809154427273018868440666134373891949011497800810649741075057686396179168485915671401670377472.000	#	#	#	0.033;0.316	#	#	#	#	#	-1.044;1.101	#	#	-0.055;0.090	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.511	0.935	1	84.66	9883	3279	0.21		18	37
#	#	#	0.040;0.608	#	#	#	#	#	#	0.324;0.530	#	0.440;0.702	#	-111.418;-40.487	#	#	0.167;0.803	#	#	#	#	#	#	#	#	-0.002;0.034	#	#	#	#	#	-0.003;0.136	010001100001100001100000101010001000000000000000000000000000100000100000000000000000000000000000101000000100010000000100000010000110000000000000000000000000000000001000000000	0.109	0.801	4	638.16	9913	3309	0.21		18	3914
#	#	#	#	#	#	0.037;0.546	#	#	#	#	0.053;0.114	#	#	#	#	#	#	#	#	#	#	2.609;7.880	-0.032;0.226	#	#	#	#	#	#	-0.104;0.559	0.367;0.742	#	010001000101000001000100000000001000000000000000000000000000000001000000100000010100000000000000000000000000110111000100000000000000000000000000000000000000000000000000000000	0.175	0.840	1	537.16	9956	3352	0.18		19	795
#	#	#	#	-0.024;0.039	#	-0.340;0.340	#	#	#	#	#	#	#	#	#	#	#	#	-5665640656580657220645434760053942435981670743100709011531293581871425253278960253192645019856049576330714509242886386344059982191866457062653824807307428210555066425278464.000;27667662676782677034416698106366846530069976601320525842551693164008979438943526246757049417261954240960871437206899917476785389058660965661725834016398830293204670053613568.000	#	#	#	-0.085;0.085	#	#	#	#	#	#	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	57.00	9966	3362	0.15		19	19
#	#	0.019;0.061	#	#	#	-0.340;0.340	#	#	-0.050;0.050	#	#	#	#	-18.006;18.006	-0.808;0.808	#	#	#	-19301992020229290840990098146039849293956981437912479056640106276410950175341132373379709381560663809513799368493001248226991547030328567667178230818530982792080280841617408.000;41304014040431307222362531427047895897094887755435687252942855786895799663773968774172522080138542412864135965729737290711561258156694057705256240169300478587715738912423936.000	#	#	#	#	#	#	#	#	#	#	0.772;1.189	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	57.00	9966	3362	0.21		19	19
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.179;0.851	0.086;0.400	#	#	#	#	0.027;0.152	#	-0.016;0.052	#	#	#	#	-0.197;0.514	#	#	010001101000010100101001100000010101100000000000000000000000000000000100100000010000000000000000000000000000010010000000010001000000000000000000000011000000000000000000000000	0.135	0.818	1	652.87	9683	3430	0.15		18	4336
#	#	#	#	#	-0.111;1.022	0.037;0.671	#	#	0.003;0.182	0.266;0.628	0.053;0.138	#	#	#	#	#	#	#	#	#	#	#	#	2.002;5.907	#	#	#	#	#	-0.093;0.267	#	#	010001011000010000000001000001010101000010000000000000000000000001000100100000010000001000010010000001010000010110100100000000000000000000000000000000000000000000000000000000	0.142	0.823	1	632.97	9724	3471	0.21		18	4521
#	#	-0.007;0.031	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.212;0.675	#	#	#	-0.094;0.506	#	-0.013;0.162	#	-0.011;0.039	#	#	#	#	#	#	#	011001000000100100000110001010000010000000000000000000000000000010000000110000010000000001010000001000010100010110100100000000000010000000000000000000000000000000000000000000	0.126	0.813	1	645.74	9738	3485	0.15		18	4377
#	#	-0.011;0.033	#	#	#	#	#	#	-0.007;0.242	#	#	#	0.028;0.213	#	#	#	#	#	#	#	#	#	0.007;0.282	#	#	#	#	#	-0.127;1.460	#	#	#	010001001000100010001000100000010000000000000000000001000000000000000000100100000000001000000010000000000100010110100000000000000010000000000000000100000100000000000001000000	0.126	0.813	1	614.81	9797	3544	0.15		18	5299
-1.070;6.422	#	0.031;0.048	#	#	#	#	#	#	#	#	#	#	#	#	-0.226;1.051	#	0.695;1.122	#	#	0.175;1.466	-0.088;0.605	#	#	#	#	#	#	#	#	#	#	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	125.55	9894	3641	0.18		17	17
#	#	#	#	#	0.224;0.836	#	#	#	#	0.298;0.570	#	#	-0.113;0.171	#	#	#	#	#	-10706051070715696909560413875868642001323801033995017898371819437844701806984287435920177671298082807560134849185827031300706263440621665861066699726351577687879200131776512.000;30708053070735715828735831909685398576852949037950549297592423890203944474801911699686897337809538950245908353893655998540955726730018133440606421947680843361281485609893888.000	-0.282;1.937	0.118;0.543	#	0.300;0.506	#	-0.007;0.048	#	#	#	#	#	#	#	010001001000010010001001100000010101000000000000000000000000000000000000110000000000000000001011010100010100010010100000100000000000000000000000000000000000000000000010000000	1.000	1.000	1	139.20	9706	3804	0.24		17	17
#	0.030;0.052	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.009;0.048	#	0.145;0.458	#	#	#	-1.787;5.306	#	-0.302;4.805	#	#	#	#	#	#	#	#	101000010001000001010101010110100101000000000000010000000000000000000000101000010000000000001011010100001000110010000100000000000000010000001010010000010000000000000000000000	0.080	0.776	1	692.73	9840	3938	0.15		17	4105
