-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0	#	0	#	0	#	#	0	#	#	0	0	#	#	1	#	0	1	1	0	0	#	000000000000000000000000000000000000101000000	0.394	0.911	1	6.25	711	66	0.52		2	4
#	1	#	0	0	0	0	#	#	#	1	#	0	0	#	0	1	0	0	0	#	0	0	100000000000000100000000000000000000000000000	1.000	1.000	2	10.00	713	68	0.65		2	2
0	#	#	0	#	0	#	#	#	#	0	#	0	#	#	#	0	0	#	#	#	#	#	100000000000000000000000000000000000000000000	0.455	0.924	1	148.88	972	69	0.30		66	362
0	1	#	#	0	0	#	0	#	#	#	1	0	1	0	#	#	0	#	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	3	30.40	827	70	0.61		5	5
1	#	0	#	#	#	#	0	0	0	0	#	#	1	0	0	#	0	#	0	#	#	0	000010000000000000000000000000000000000000000	0.732	0.969	1	134.01	935	72	0.52		79	87
#	0	1	1	0	0	0	#	0	0	#	1	0	#	#	0	1	#	#	#	0	0	#	000000000000000000000000000000000000000001000	0.724	0.968	1	15.57	922	74	0.61		7	7
#	#	0	#	#	0	#	0	#	#	0	0	#	#	0	#	#	#	#	0	#	0	0	000000000000000000000000100000000000000000000	0.372	0.906	2	155.07	952	75	0.39		25	416
#	#	0	0	1	0	0	#	#	#	#	0	#	1	0	0	#	#	0	#	0	#	#	000000000000000000000000000000000000000000001	0.678	0.962	2	39.09	804	77	0.48		13	14
#	#	0	#	#	0	0	0	0	#	0	0	#	1	0	0	#	#	#	0	0	0	0	000000000000000000000000000000010000000000000	0.412	0.915	1	135.78	992	78	0.61		31	135
#	#	#	#	0	0	#	#	0	0	1	#	0	0	#	#	#	#	#	0	#	#	#	000000000000000000000000100000000000000001000	0.344	0.899	1	58.27	931	80	0.35		5	80
#	#	0	0	#	0	#	0	1	#	#	1	0	#	#	0	0	#	0	#	0	0	0	000000000000000000000001000000000000000000000	0.799	0.978	4	56.62	894	81	0.57		6	8
0	#	0	0	0	#	0	#	0	#	#	0	0	1	#	0	1	#	#	#	0	#	0	000000000000000000000000000000001000000000000	1.000	1.000	1	17.00	727	82	0.57		2	2
#	#	#	#	#	#	0	#	0	#	0	0	0	#	0	0	0	#	#	0	#	#	#	000000000000000000000000000000000000000000001	0.382	0.908	2	165.24	953	83	0.39		35	385
#	0	0	0	#	#	0	0	0	#	#	1	#	#	0	0	#	#	0	#	#	#	0	000000000000000000000000000000010000000000000	0.471	0.927	2	80.35	905	84	0.48		10	38
#	0	#	1	#	0	#	#	#	#	0	1	#	#	#	#	0	0	0	1	0	0	#	000000000000000000000000000000000000000001000	1.000	1.000	1	22.00	730	85	0.48		2	2
#	#	#	0	0	0	0	#	#	#	#	0	0	#	#	#	0	#	#	0	#	#	0	000010000000000000000000000000000000000000000	0.535	0.939	2	164.53	991	86	0.39		175	417
#	#	#	0	0	0	0	#	#	#	#	0	0	#	#	#	0	#	#	#	#	#	#	000010000000000000000000000000000000000000000	0.505	0.934	1	153.18	991	86	0.30		175	507
0	#	#	#	#	#	#	0	#	#	#	0	0	0	0	0	0	#	#	0	0	#	0	000000000000000000000001000000000000000000000	0.437	0.921	1	179.38	994	87	0.48		21	160
0	#	#	#	#	0	#	0	#	0	0	0	0	0	0	0	0	#	0	0	#	0	0	000000000000000000000001000000000000000000000	0.451	0.923	1	179.46	994	87	0.65		22	144
#	#	0	#	0	#	#	0	0	0	0	#	0	0	0	0	#	#	#	#	#	0	#	000000000000000000000000000000000000000000010	0.383	0.909	3	159.84	835	89	0.48		12	230
0	#	#	1	0	0	#	#	0	#	1	1	0	#	#	#	#	#	#	#	0	#	0	100000000000000100000000000000000000000000000	0.239	0.867	1	30.14	735	90	0.43		2	32
#	0	0	0	#	#	0	0	#	0	0	#	0	#	1	#	#	0	#	0	0	#	0	000000000010000000000000000000010000000000000	0.293	0.884	1	31.70	736	91	0.57		2	10
0	#	#	#	0	0	#	#	#	0	#	0	#	#	0	1	0	0	#	1	#	0	0	000000000100000000000000000000000000000000000	0.740	0.970	1	100.73	915	92	0.52		31	45
0	#	0	0	0	#	1	0	0	#	#	1	#	0	#	#	#	0	#	0	0	#	0	000000000000000000000000100000000000100000000	0.861	0.985	1	32.00	738	93	0.57		2	3
#	#	0	#	0	0	#	#	#	#	#	1	#	#	#	#	#	1	0	#	0	#	#	000000000000000000000000000000001000000000000	0.440	0.921	1	38.06	770	94	0.30		5	35
#	#	1	0	#	0	#	#	0	#	1	0	0	0	#	#	0	#	0	#	0	1	1	100000000000000000000000000000000000000000000	1.000	1.000	2	19.50	741	96	0.57		2	2
0	#	#	0	0	#	0	#	0	0	1	#	#	#	#	0	#	0	0	#	0	#	0	000000000000000000000000000000000000010000000	0.493	0.932	3	83.11	965	100	0.52		9	28
#	#	#	0	0	0	#	#	#	#	#	#	0	#	0	0	0	#	#	0	0	#	0	000000000000000000000100000000000000000000000	0.369	0.905	1	162.97	959	101	0.43		14	421
#	#	#	0	0	0	#	#	0	0	#	#	0	#	0	0	0	0	#	0	0	#	0	000000000000000000000100000000000000000000000	0.372	0.906	1	172.03	959	101	0.57		14	323
#	#	0	0	#	#	#	0	#	#	0	0	#	0	0	0	#	0	0	#	0	0	0	010000000000000000000000000000000000000000000	0.372	0.906	3	173.46	882	102	0.57		7	236
0	0	0	1	0	0	#	#	0	#	0	1	0	0	0	#	#	0	0	0	0	#	1	000000000000000000000000100000000000000000000	1.000	1.000	1	5.50	748	103	0.74		2	2
0	#	0	#	#	#	#	#	0	0	#	#	0	#	#	#	0	0	0	1	0	#	0	000000000000000000000000000000000001000000000	0.459	0.925	1	117.35	987	104	0.48		13	70
0	0	0	0	#	#	0	0	0	#	#	#	0	#	#	0	0	#	0	0	0	#	0	000000000000000000000000000000000000000100000	0.397	0.912	2	166.28	752	107	0.61		3	126
0	0	0	0	0	#	0	0	#	#	0	0	0	0	0	#	0	#	0	0	#	0	#	000000000000000000000000000000000010000000000	0.409	0.915	2	195.99	775	109	0.70		4	90
1	#	0	0	#	#	0	0	0	#	#	0	#	1	#	0	0	1	#	0	#	#	#	000010000000000000000000000001000000000000000	0.351	0.901	2	54.67	756	111	0.52		2	38
0	#	0	0	#	#	0	1	#	0	0	#	0	#	0	0	#	#	#	0	0	#	0	000000000000000000000000000000000001000000000	0.559	0.943	2	70.69	825	113	0.57		4	11
#	0	#	0	#	0	0	0	#	#	0	0	0	0	#	#	0	1	0	0	#	#	0	000000000010000000000000000000000000000000000	0.565	0.944	2	47.75	759	114	0.61		2	4
#	0	#	#	0	0	#	#	0	#	#	1	0	0	#	#	#	#	0	#	#	1	#	100000000000000000000000000000000000100000000	0.343	0.898	2	21.66	760	115	0.39		2	14
0	1	0	0	0	0	0	0	0	#	#	0	0	0	0	#	#	0	0	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	2	97.61	846	118	0.83		11	11
1	1	#	#	#	0	#	#	0	#	0	0	#	#	1	0	0	1	1	#	0	#	#	000010000000000000000000000000001000000000000	1.000	1.000	1	16.50	764	119	0.52		2	2
0	#	#	0	0	0	0	0	0	#	0	#	0	#	0	#	0	0	#	0	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	1	62.00	765	120	0.70		3	3
#	0	#	0	#	0	#	#	#	#	0	0	#	1	0	#	0	#	#	#	0	0	#	000000000000000000000000000000010000000000000	0.573	0.946	1	134.03	992	127	0.43		26	64
#	0	1	#	#	0	#	0	#	#	0	#	#	0	0	#	#	0	#	1	0	0	#	000000000100000000000000000000000000000000000	0.548	0.942	2	53.59	773	128	0.48		6	16
#	0	0	#	#	0	0	0	#	0	0	1	0	#	#	#	#	#	0	#	0	0	#	010000000000000000000000000000000000000000000	0.404	0.913	2	69.64	774	129	0.52		2	40
0	#	#	0	#	#	#	#	#	#	0	#	0	0	#	#	0	0	#	#	#	0	#	100000000000000000000000000000000000000000000	0.459	0.925	1	143.22	972	134	0.35		60	306
1	#	0	0	#	#	0	0	#	#	#	#	0	1	1	0	#	1	#	#	0	#	0	000000000010000000000000000000000000000000000	0.416	0.916	1	23.28	780	135	0.52		3	18
1	#	0	#	#	#	0	0	#	#	#	#	0	1	1	0	#	#	#	#	0	#	0	000000000010000000000000000000000000000000000	0.371	0.906	1	22.31	780	135	0.43		3	24
0	0	0	#	0	0	#	#	#	#	#	#	#	#	0	0	0	0	#	0	#	#	#	000000000000000000000000000000000000000001000	0.449	0.923	2	176.50	899	136	0.43		28	156
#	0	#	0	0	0	1	0	#	0	0	0	#	#	#	#	0	#	#	#	#	0	0	000000000000000000000000100000000000000000000	0.861	0.985	2	74.36	952	138	0.52		26	27
#	#	0	#	0	0	0	#	#	#	#	0	0	0	#	#	0	#	#	#	#	#	0	000010000000000000000000000000000000000000000	0.507	0.934	1	161.05	991	139	0.39		88	267
#	#	#	0	0	0	0	#	#	#	#	0	0	#	#	#	#	#	#	#	0	#	0	000010000000000000000000000000000000000000000	0.516	0.936	1	152.43	991	139	0.35		181	485
0	#	#	#	#	0	#	0	#	#	#	0	0	0	0	0	#	#	#	0	#	0	0	000000000000000000000001000000000000000000000	0.439	0.921	1	173.62	994	140	0.48		20	150
0	#	#	#	0	0	#	0	#	#	#	0	0	0	0	0	0	0	#	0	#	0	0	000000000000000000000001000000000000000000000	0.458	0.925	2	194.57	994	140	0.61		20	119
#	0	#	0	#	#	#	#	#	0	#	#	0	#	0	#	#	0	0	0	0	#	#	000000000100000000000000000000000000000000000	0.397	0.912	2	154.13	881	141	0.39		20	390
0	#	#	1	#	#	#	0	#	1	#	1	0	0	#	0	#	0	1	#	#	0	0	000000000000000000000000000000000000100001000	1.000	1.000	1	9.00	789	144	0.52		4	4
1	#	0	#	#	0	0	#	0	#	0	0	0	1	#	#	#	1	#	#	0	#	#	000000000000000000000000000000010000000000000	0.498	0.933	3	54.93	921	146	0.48		15	35
0	0	1	0	#	0	#	#	#	0	1	#	#	0	#	#	#	0	0	#	#	0	0	100000000001000000000000000000000000000000000	0.635	0.956	2	36.20	792	147	0.52		2	10
1	#	#	#	1	0	#	0	0	#	0	0	0	#	#	0	#	#	0	#	0	#	#	000010000000000000000000000000000000000000001	0.836	0.982	1	33.63	804	148	0.48		13	15
#	#	#	0	0	#	#	#	0	#	#	#	0	#	0	#	0	#	0	#	0	#	#	000000000000100000000000000000000000010000000	0.223	0.861	2	149.11	794	149	0.35		2	511
0	#	1	#	0	0	#	#	0	0	0	0	#	0	#	#	#	0	0	0	0	#	#	100000000000000000000000000000000000000000000	0.921	0.992	2	109.24	837	150	0.57		45	49
#	#	1	#	#	#	0	#	#	0	#	#	#	0	0	0	#	#	#	0	#	#	#	100000000000000000000000000000000000000001000	0.605	0.951	1	95.15	922	151	0.30		5	79
#	0	#	#	#	0	#	0	#	#	#	1	0	#	0	0	0	#	#	#	0	0	#	100000000000000000000000000000000000000000000	0.475	0.928	1	82.17	972	153	0.43		23	70
#	#	0	#	#	0	#	0	#	#	#	0	#	#	0	#	#	#	#	0	#	0	0	000000000000000000000000100000000000000000000	0.375	0.907	1	155.90	952	157	0.35		28	392
1	1	0	0	#	#	#	#	#	#	#	#	#	#	#	#	0	0	#	#	0	#	#	000000000000000000000000000000000010000000000	0.267	0.876	2	129.08	803	158	0.30		3	70
1	1	0	#	#	#	0	0	#	0	0	#	#	1	#	0	0	#	0	#	#	#	0	000010000000000000000000000000001000000000001	0.391	0.910	1	102.71	804	159	0.52		4	60
#	1	#	#	0	0	0	0	#	#	0	#	0	1	#	#	0	#	0	0	#	#	0	000000000010000000000000000000000000000000000	0.324	0.893	1	100.50	833	162	0.52		5	83
#	#	0	0	#	0	0	#	#	0	0	1	0	0	1	#	#	#	0	#	#	#	0	000000000010000000000000000000000000000000000	0.678	0.962	3	18.14	808	163	0.52		4	7
#	#	0	0	0	0	#	#	#	0	#	#	0	#	0	0	0	0	#	0	0	#	0	000000000000000000000100000000000000000000000	0.371	0.906	2	172.91	959	168	0.57		13	285
#	#	#	0	0	0	#	#	#	0	#	#	0	#	0	0	#	0	#	0	0	#	0	000000000000000000000100000000000000000000000	0.372	0.906	2	165.12	959	168	0.48		13	356
#	#	#	0	1	#	0	#	#	#	0	0	#	1	#	0	#	#	0	#	0	#	#	000000000000000000000000000000000000000000001	0.614	0.952	1	40.62	804	170	0.39		12	14
#	0	#	0	#	0	#	0	#	0	#	#	0	0	0	0	#	0	0	#	0	#	0	000000000100000000000000000000000000000000000	0.431	0.919	1	159.31	990	172	0.57		27	247
0	1	0	0	0	0	0	#	0	#	#	0	0	1	#	0	0	1	#	0	0	0	#	000000000000000000000000000000001000000000000	0.635	0.956	3	21.83	917	174	0.74		4	6
#	0	0	#	#	0	#	0	#	#	#	1	#	#	#	#	0	#	#	#	0	#	0	000010000000000000000000000000000000000000000	0.455	0.924	1	78.63	1000	175	0.35		14	68
0	#	#	#	#	#	#	0	#	#	#	0	#	#	1	0	0	#	0	0	#	#	0	000000000000000000000000000000000010000000000	0.405	0.914	2	32.30	823	178	0.39		2	18
#	0	0	0	0	1	#	0	1	0	#	#	0	0	#	#	#	0	0	#	0	#	#	000000000000000000000000000000000000000000010	0.763	0.973	2	27.80	984	179	0.57		5	5
0	#	0	0	#	#	0	#	#	0	0	#	0	#	0	0	#	#	#	0	0	#	0	000000000000000000000000000000000001000000000	0.387	0.910	1	161.15	825	180	0.52		2	166
0	1	#	0	0	0	#	0	#	#	#	1	0	1	0	#	0	0	#	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	45.67	827	182	0.70		3	3
#	#	#	1	#	#	#	0	#	#	#	0	#	0	#	0	#	0	#	#	#	0	0	000000000000000000000000000000000000000001000	0.712	0.967	2	55.56	963	183	0.35		11	16
#	#	#	#	0	#	0	#	#	1	#	#	#	#	0	#	#	#	0	1	0	#	0	000000000000000000000000000000000000100000010	0.543	0.941	1	16.17	830	185	0.35		2	6
#	1	0	#	#	#	0	#	0	#	#	#	#	#	1	#	#	1	0	0	#	0	#	000000000010000000000000000000010000000000000	0.526	0.938	1	17.00	833	188	0.39		2	5
#	#	0	0	#	0	#	0	#	#	0	0	0	#	0	0	0	#	#	#	0	#	0	000010000000000000000000000000000000000000000	0.552	0.942	1	164.10	953	189	0.52		154	322
1	#	#	#	#	#	#	#	0	0	#	#	#	1	#	#	#	#	#	0	#	#	#	000010000000000000000000000000000000000000000	0.651	0.958	1	118.98	935	189	0.22		98	132
#	#	0	#	0	#	#	0	0	#	0	#	0	0	0	0	#	#	#	#	#	0	#	000000000000000000000000000000000000000000010	0.381	0.908	1	159.84	835	190	0.43		11	210
0	#	#	0	#	#	#	#	#	#	0	#	0	0	#	#	0	0	#	#	0	#	#	100000000000000000000000000000000000000000000	0.456	0.924	1	143.21	972	192	0.35		55	288
0	0	0	0	1	#	#	0	#	#	#	0	#	0	1	#	0	#	0	0	#	#	#	000000000000000000000000000000000000000000001	1.000	1.000	2	31.00	840	195	0.52		2	2
#	#	#	0	#	0	#	0	#	#	#	#	0	#	#	1	#	0	0	#	0	#	#	000000000000000000000000100000000000100000000	0.352	0.901	2	93.92	841	196	0.35		3	86
0	#	#	#	#	#	0	0	#	#	0	1	0	#	#	0	1	0	0	0	0	0	0	000000000000000000000000000000000000000001000	0.678	0.962	1	30.71	842	197	0.61		4	7
#	0	#	#	0	0	0	0	0	0	#	#	#	#	0	0	#	#	#	#	#	#	#	000000000000000000000000000000100000000000000	0.394	0.911	1	138.08	980	200	0.39		16	357
#	0	#	0	0	0	0	0	0	0	#	0	#	#	0	0	#	#	#	#	#	#	#	000000000000000000000000000000100000000000000	0.413	0.915	2	160.90	980	200	0.48		16	251
0	1	0	0	0	0	0	0	0	#	#	0	0	0	#	#	#	0	0	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	113.67	846	201	0.78		9	9
0	1	0	0	0	0	0	0	#	#	#	0	0	0	0	#	#	0	0	0	0	0	0	000000000000000000000000000000001000000000000	0.952	0.995	1	115.78	846	201	0.78		9	9
#	0	0	1	#	#	#	#	#	0	#	0	0	#	0	#	#	#	0	0	0	0	#	000000000000000000000000100000000000000100000	0.303	0.887	1	47.37	847	202	0.48		2	15
0	#	#	0	#	0	0	0	0	0	#	#	#	0	0	0	0	#	#	#	#	#	0	000000000000000001000000000000000000000000000	0.395	0.911	3	162.33	971	203	0.52		4	162
#	#	#	#	0	0	0	0	0	0	0	#	#	1	#	0	0	0	0	0	#	#	0	000000000000000000000000000000001000000000000	0.495	0.932	3	143.32	935	207	0.61		39	95
#	0	#	0	#	#	#	0	#	#	#	1	#	#	#	#	0	#	0	#	0	0	1	000000000000000000000000100000000000000000000	0.373	0.906	2	32.78	854	209	0.39		2	9
#	0	0	#	0	0	#	0	#	#	#	1	#	#	#	#	0	1	#	#	0	#	0	000010000000000000000000000000000000000000000	0.543	0.941	1	37.96	820	210	0.43		6	18
#	#	0	#	#	0	#	#	#	#	#	1	#	#	#	#	0	1	#	#	#	#	0	000010000000000000000000000000000000000000000	0.494	0.932	1	38.62	820	210	0.26		8	30
1	#	#	#	0	0	0	#	#	#	0	#	0	0	0	0	0	0	0	0	#	#	#	000000000000000000000010000000000000000000000	0.347	0.899	2	140.31	856	211	0.57		2	88
#	#	0	#	0	0	0	#	0	0	#	0	0	0	#	0	#	#	0	#	0	0	0	000000000100000000000000000000000000000000000	0.412	0.915	1	165.81	990	214	0.61		22	174
0	#	0	#	0	0	0	#	0	0	#	0	0	0	#	#	#	#	0	#	0	0	#	000000000100000000000000000000000000000000000	0.569	0.945	3	165.36	990	214	0.57		58	145
0	0	0	0	0	#	0	0	#	#	0	#	0	#	1	0	0	1	#	#	0	#	#	000000000010000000000000000000000000000000000	0.578	0.947	2	20.90	861	216	0.61		4	10
0	0	#	#	#	0	#	#	#	#	0	0	#	1	0	#	0	#	#	#	0	0	#	000000000000000000000000000000010000000000000	0.880	0.987	1	106.89	949	219	0.43		18	21
#	0	#	#	#	0	#	#	#	#	0	0	#	1	0	#	0	#	0	#	0	0	#	000000000000000000000000000000010000000000000	0.580	0.947	2	134.07	992	219	0.43		24	57
#	#	0	#	0	#	#	#	#	0	0	0	#	0	#	#	#	0	#	0	#	0	#	000000000000000000000001000000000000000000000	0.396	0.912	1	154.42	994	220	0.39		21	256
0	#	0	#	0	0	#	#	#	#	#	#	#	#	0	0	0	#	#	0	#	#	0	000000000000000000000000000000000000000001000	0.428	0.919	1	169.33	866	221	0.39		20	165
0	#	#	#	0	#	#	#	0	1	1	#	0	0	#	#	0	#	1	#	#	0	#	000000000000000000000000000000000000100001000	0.799	0.978	1	26.75	222	222	0.43		2	4
#	#	#	#	#	#	0	#	0	0	0	0	0	#	0	0	0	#	#	0	#	0	#	000000000000000000000000000000000000000000001	0.384	0.909	1	165.51	953	223	0.48		29	309
#	#	#	0	1	#	0	#	0	#	0	0	0	#	0	0	#	#	#	0	#	#	#	000000000000000000000000000000000000000000001	0.751	0.972	1	85.33	953	223	0.43		30	33
0	#	#	#	#	#	0	0	0	#	0	0	#	0	#	#	#	0	#	0	#	#	#	000000000000000000000000000000000000001000000	0.433	0.920	2	156.30	940	224	0.39		21	162
#	#	0	#	#	0	#	0	0	#	0	0	#	#	0	#	#	0	#	0	#	0	0	000000000000000000000000100000000000000000000	0.372	0.906	1	158.26	952	225	0.48		22	307
0	#	0	#	#	0	#	0	#	#	0	0	#	#	0	#	#	#	#	0	#	0	0	000000000000000000000000100000000000000000000	0.427	0.918	1	154.45	952	225	0.43		22	175
0	0	#	#	0	0	0	0	0	0	#	0	#	0	0	#	0	#	#	#	#	0	#	000000000000000000000000000000000000001000000	0.445	0.922	3	160.37	998	230	0.57		24	171
0	#	#	#	0	0	0	0	0	0	#	#	#	0	0	1	0	#	#	#	#	#	#	000000000000000000000000000000000000001000000	0.453	0.924	1	86.27	940	230	0.48		13	66
#	0	#	1	#	#	#	0	#	0	#	1	#	0	#	0	1	0	1	#	#	0	#	000000000000000000000000000000000000100001000	0.594	0.949	2	20.29	876	231	0.48		2	7
#	#	#	0	0	0	0	0	#	#	#	0	0	#	0	#	#	0	#	#	0	#	0	000010000000000000000000000100000000000000000	0.331	0.895	1	161.97	233	233	0.48		2	354
#	#	0	0	#	#	#	#	0	0	1	#	#	0	0	#	#	#	0	0	0	0	0	000000000100000000000000000000000000010000000	0.419	0.917	1	73.67	881	236	0.52		2	16
