landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
6	2	-3902.350;3938.350	#	1	1	#	#	7	#	#	1	1	#	0	#	#	1	#	1111101	1.000	1.000	4	8.50	943	40	0.53		8	8
3	#	-3216.310;3728.310	-149.360;193.360	6	#	#	3	#	0	0	0	#	#	0	0	0	0	0	1011100	0.239	0.867	3	45.52	944	41	0.68		8	15
5	1	-7391.660;7393.660	-272.160;272.160	8	#	#	#	#	0	#	0	0	#	#	#	0	0	0	1000100	0.001	0.513	3	76.90	954	45	0.58		54	54
#	1	#	-225.800;227.800	8	2	0	2	3	#	0	0	#	0	0	#	#	0	0	1100100	1.000	1.000	3	39.88	820	46	0.68		8	8
#	4	-4116.370;4172.370	#	#	0	#	0	#	#	#	#	#	0	#	0	0	#	0	1000010	0.000	0.105	4	48.08	951	48	0.42		8	45
2	3	-5063.700;10617.700	-244.160;300.160	#	#	0	3	#	0	0	#	#	1	#	#	0	0	0	0011100	1.000	1.000	2	46.00	823	49	0.63		8	8
#	#	#	#	#	1	#	0	4	#	#	0	#	1	#	0	1	#	#	1011100	1.000	1.000	1	16.75	956	53	0.37		8	8
#	#	-6663.640;7673.640	-219.040;295.040	2	#	#	3	#	0	#	0	0	#	#	0	#	#	0	1001000	0.000	0.211	3	61.23	995	54	0.47		30	59
3	#	-5127.480;5625.480	#	#	1	0	3	3	0	0	#	0	0	0	0	#	0	0	1001010	0.000	0.467	1	47.92	442	55	0.74		8	15
5	#	#	776.160;1239.840	#	6	#	0	2	#	0	0	#	#	0	0	0	0	#	1001000	1.000	1.000	2	15.00	959	56	0.58		8	8
5	1	-5706.570;7062.570	#	#	#	0	0	#	#	#	0	#	#	0	#	1	#	#	1010100	0.011	0.640	3	29.20	960	57	0.42		16	23
5	#	#	#	10	2	#	#	5	#	#	#	0	#	0	#	#	#	0	1101110	1.000	1.000	1	26.38	316	58	0.37		8	8
4	1	#	-307.440;307.440	10	#	0	#	#	0	#	#	#	#	0	1	0	0	0	1110100	1.000	1.000	2	34.88	833	59	0.58		8	8
#	2	#	#	1	#	0	0	3	0	0	0	#	#	0	0	0	0	0	1100100	1.000	1.000	1	25.62	705	60	0.68		8	8
3	#	-3575.320;3593.320	-220.760;222.760	6	#	0	#	3	#	#	0	#	0	#	#	#	1	0	0101100	1.000	1.000	4	25.12	964	61	0.53		8	8
#	2	#	#	10	1	#	#	7	0	#	#	0	#	#	#	#	#	#	1011111	1.000	1.000	1	17.25	966	63	0.32		8	8
3	1	#	#	4	0	#	3	#	#	0	0	#	0	#	0	0	0	0	1010100	1.000	1.000	1	39.75	967	64	0.63		8	8
#	1	-4594.550;7726.550	#	10	#	3	#	3	2	#	0	0	1	#	1	1	0	0	1011000	1.000	1.000	1	5.00	968	65	0.68		8	8
6	2	-7615.680;7617.680	-307.440;307.440	#	#	#	0	2	0	1	0	#	0	0	#	0	0	#	1000100	1.000	1.000	3	17.38	969	66	0.68		8	8
#	#	#	-136.080;136.080	#	#	#	1	3	0	#	0	0	0	0	0	#	#	0	1001100	0.000	0.429	2	22.65	842	68	0.53		8	16
5	1	#	-308.760;386.760	10	#	0	0	#	#	0	#	0	0	#	0	1	#	0	1010110	0.000	0.467	1	28.90	456	69	0.63		8	15
#	4	#	-289.360;305.360	2	#	3	0	2	#	0	0	0	0	0	#	#	#	0	0010100	1.000	1.000	3	39.88	973	70	0.63		8	8
2	3	4367.630;12656.370	-168.280;406.280	6	#	#	#	#	#	0	0	0	#	#	0	#	#	#	0111100	1.000	1.000	5	12.00	974	71	0.47		8	8
4	1	#	-239.920;243.920	#	7	0	5	#	#	#	0	1	#	0	#	0	0	0	1101100	1.000	1.000	2	17.38	975	72	0.63		8	8
5	#	-8190.740;8386.740	-164.320;168.320	8	#	0	#	4	#	0	0	0	#	#	1	0	#	0	1100110	0.045	0.733	1	45.46	202	73	0.63		8	15
#	#	-5181.480;5571.480	#	#	2	#	#	4	0	#	0	0	#	0	0	0	0	#	1100110	1.000	1.000	2	63.25	954	74	0.53		30	30
#	#	-4141.370;4147.370	#	#	#	#	0	3	0	0	#	#	5	0	0	#	0	#	1010100	1.000	1.000	1	11.00	334	76	0.47		8	8
5	#	-7812.710;8092.710	-276.320;308.320	10	4	0	#	#	#	0	#	0	2	#	0	0	0	#	0010101	1.000	1.000	1	7.38	980	77	0.63		8	8
#	4	-3023.270;3025.270	#	#	1	0	0	#	0	1	0	0	#	0	0	0	0	#	1010100	1.000	1.000	1	48.40	984	81	0.68		14	14
5	#	-3115.280;3157.280	-222.800;230.800	#	7	#	#	2	0	#	#	0	1	#	0	#	0	#	0010100	1.000	1.000	3	31.62	985	82	0.53		8	8
#	4	#	-236.320;348.320	#	#	0	#	#	#	1	1	0	#	0	0	#	#	0	1010100	1.000	1.000	2	16.00	860	86	0.47		8	8
4	#	#	-145.160;147.160	10	5	0	3	#	#	#	#	#	0	#	0	0	#	#	0111000	1.000	1.000	4	28.38	990	87	0.47		8	8
#	1	#	#	#	#	#	#	#	0	#	#	#	0	0	#	#	#	#	0010100	0.000	0.186	2	69.54	967	88	0.21		57	193
#	1	#	-194.600;208.600	8	#	0	#	2	1	0	0	0	#	#	0	#	#	0	1000100	1.000	1.000	2	10.75	993	90	0.58		8	8
#	2	#	-210.720;222.720	#	5	#	3	3	0	#	0	0	1	0	#	#	0	#	1100010	1.000	1.000	3	27.50	994	91	0.58		8	8
#	#	#	-233.880;239.880	8	2	0	#	1	0	0	0	#	#	#	#	#	0	#	0100000	1.000	1.000	1	49.38	996	93	0.47		8	8
#	1	-5395.490;5581.490	#	9	6	#	3	#	#	#	0	0	#	#	0	#	0	#	1100100	1.000	1.000	2	42.25	868	94	0.47		8	8
#	1	#	#	#	2	1	#	#	#	0	#	#	1	#	0	#	#	#	0100100	1.000	1.000	4	13.62	998	95	0.32		8	8
3	#	-6836.620;7052.620	#	#	6	#	3	#	0	0	0	#	#	0	#	1	#	0	1001010	0.000	0.467	1	25.38	1000	97	0.53		8	15
3	#	-4592.410;4592.410	-357.840;357.840	3	#	#	#	2	#	#	#	#	0	0	#	#	0	0	1000100	1.000	1.000	2	35.71	743	98	0.47		7	7
6	#	-3620.350;4220.350	#	10	0	#	0	4	0	0	#	#	4	0	1	#	#	#	1011100	1.000	1.000	3	24.00	744	99	0.58		7	7
2	4	#	-282.240;282.240	#	0	3	#	3	#	0	#	#	#	0	0	0	#	0	1010100	1.000	1.000	4	18.43	875	101	0.58		7	7
5	#	#	-148.320;184.320	7	#	#	#	3	1	#	#	#	1	0	0	#	0	0	1010100	1.000	1.000	1	11.14	877	103	0.53		7	7
#	#	-7716.690;7740.690	-146.160;146.160	#	1	#	#	6	#	1	1	1	0	0	#	#	#	#	1111100	0.090	0.786	5	22.68	894	104	0.47		28	28
#	#	-4592.410;4592.410	-302.400;302.400	1	#	0	#	7	#	0	0	0	#	0	#	1	1	1	1111101	1.000	1.000	1	7.57	750	105	0.63		7	7
#	#	#	-111.600;291.600	6	#	#	0	#	#	#	#	0	#	#	#	0	0	#	1100000	0.000	0.333	2	44.23	880	106	0.32		7	42
4	#	#	-265.120;269.120	#	2	0	0	#	0	#	#	0	1	#	0	0	#	0	0101000	0.000	0.429	3	42.99	881	107	0.58		7	21
#	4	#	#	1	#	#	#	4	0	0	#	#	#	0	0	#	#	1	0111100	1.000	1.000	2	6.57	882	108	0.42		7	7
1	4	#	#	1	1	#	3	#	0	0	#	#	#	0	#	#	#	#	0011010	1.000	1.000	3	27.43	883	109	0.42		7	7
#	1	-4739.480;6013.480	#	#	#	0	#	2	#	#	0	0	#	0	#	#	0	#	0010100	0.000	0.365	1	69.71	985	110	0.42		14	54
4	#	-6133.600;7307.600	-243.000;261.000	10	1	#	2	#	0	0	#	0	#	0	0	0	0	#	1100100	1.000	1.000	3	17.29	885	111	0.68		7	7
#	2	#	#	10	#	0	#	#	#	0	0	#	1	0	#	1	1	0	1101110	0.035	0.714	1	13.28	886	112	0.53		7	14
6	2	-3204.310;3740.310	#	#	#	0	#	3	0	#	#	#	4	#	0	0	#	#	1010100	1.000	1.000	3	9.57	887	113	0.47		7	7
#	2	#	-108.000;144.000	10	5	0	0	#	0	#	0	#	#	#	1	0	#	#	0111010	1.000	1.000	1	20.00	888	114	0.53		7	7
#	#	-6663.640;7673.640	-219.040;295.040	2	#	#	3	#	0	#	0	0	#	#	0	0	#	0	1001000	0.000	0.298	1	68.48	916	115	0.53		20	48
3	#	#	-197.640;215.640	5	#	0	#	5	#	#	0	0	1	#	#	1	1	#	1111100	1.000	1.000	1	13.71	892	118	0.53		7	7
6	2	#	#	10	#	#	#	2	0	#	#	#	0	0	#	0	0	0	1000100	1.000	1.000	2	26.31	969	121	0.53		14	14
#	#	#	-226.800;226.800	#	1	0	0	2	#	#	0	0	#	0	#	0	0	#	1000100	1.000	1.000	3	17.00	896	122	0.53		7	7
5	1	#	-83.600;319.600	#	#	#	0	2	#	#	#	#	#	#	#	0	0	0	1000100	0.017	0.664	3	52.62	902	128	0.42		14	34
#	#	-7020.630;7092.630	-311.480;313.480	6	5	#	2	4	#	0	#	0	#	0	#	#	0	#	1101010	1.000	1.000	2	21.33	903	129	0.53		6	6
#	#	#	#	10	2	#	0	#	#	#	#	0	#	0	#	#	0	0	0100100	0.035	0.714	2	46.69	904	130	0.37		6	12
#	1	#	#	10	2	#	0	2	#	#	#	0	#	0	#	#	0	0	0100100	0.035	0.714	1	46.69	904	130	0.47		6	12
1	#	2082.350;16643.650	#	1	#	#	#	3	0	0	#	#	50	#	#	#	0	#	1010100	1.000	1.000	2	19.17	905	131	0.42		6	6
5	1	#	#	#	3	0	5	#	0	0	0	#	0	0	0	0	#	#	1010100	1.000	1.000	1	36.33	648	132	0.63		6	6
5	1	#	#	10	6	0	#	3	#	#	#	0	0	#	#	0	0	0	1010100	1.000	1.000	1	23.67	907	133	0.58		6	6
5	#	#	#	10	6	0	3	3	1	#	#	0	0	#	#	0	0	0	1010100	1.000	1.000	3	23.67	907	133	0.63		6	6
3	#	-7210.650;7350.650	#	1	#	3	#	#	0	0	#	0	0	#	#	0	0	0	0100101	1.000	1.000	1	30.00	909	135	0.58		6	6
3	#	-7210.650;7350.650	#	1	#	3	#	#	0	#	#	#	0	0	#	0	0	0	0100101	1.000	1.000	1	30.00	909	135	0.53		6	6
1	#	-6720.600;6720.600	-367.920;367.920	#	1	0	0	6	#	1	1	1	0	#	0	#	1	#	0000010	0.137	-0.820	1	21.47	894	137	0.68		6	19
1	#	-6720.600;6720.600	-367.920;367.920	#	1	0	0	6	#	1	1	1	0	#	0	#	1	#	1111100	0.035	0.714	1	21.47	894	137	0.68		19	19
#	1	-5712.510;5712.510	-307.440;307.440	6	#	0	3	#	#	#	0	#	#	0	#	#	0	#	1101010	0.000	0.132	1	51.02	783	138	0.47		6	26
#	1	#	-164.320;168.320	8	#	0	#	4	0	#	#	0	#	0	#	#	0	#	1010110	0.001	0.516	1	76.47	914	140	0.47		6	39
3	#	#	#	#	#	#	#	#	0	0	0	0	0	0	#	#	#	#	0010000	0.000	0.048	1	65.22	967	141	0.37		26	87
3	#	#	#	#	#	#	#	#	0	0	0	0	0	0	#	#	#	#	1000100	0.001	0.511	1	65.22	967	141	0.37		53	87
#	1	-4704.420;4704.420	#	#	0	2	#	#	#	0	0	0	#	#	#	1	0	0	1001110	1.000	1.000	1	24.00	915	141	0.53		6	6
2	#	#	#	#	#	0	#	#	#	0	#	0	#	0	#	#	0	#	0100100	0.000	0.192	1	54.13	974	142	0.32		14	41
2	#	#	#	#	#	0	#	#	#	0	#	0	#	0	#	#	0	#	1001000	0.000	0.275	1	54.13	916	142	0.32		20	41
#	2	#	-233.246;137.040	10	#	#	0	4	0	#	0	0	#	#	0	0	1	#	1100011	1.000	1.000	1	18.83	917	143	0.58		6	6
#	#	#	-125.040;137.040	10	#	#	0	4	0	#	#	0	#	#	0	0	1	#	1100011	1.000	1.000	1	18.83	917	143	0.47		6	6
#	#	#	#	#	#	0	#	#	#	1	#	1	6	0	#	#	0	0	1010100	1.000	1.000	1	13.83	919	145	0.37		6	6
2	#	#	-230.920;252.920	#	#	#	#	3	0	#	#	#	1	#	#	#	#	0	0000100	0.000	0.429	1	40.41	920	146	0.32		14	14
2	#	#	-230.920;252.920	#	#	#	#	3	0	#	#	#	1	#	#	#	#	0	1010000	0.000	0.429	1	40.41	920	146	0.32		7	14
1	#	-6272.560;6272.560	#	#	#	0	#	5	0	0	#	0	2	#	#	0	#	0	0000110	0.000	0.143	1	23.14	663	147	0.53		7	7
#	#	-2971.380;5541.380	#	2	0	3	0	2	#	0	#	0	#	0	#	#	#	0	1000100	0.025	0.692	1	38.73	922	148	0.53		6	13
#	#	-7903.710;8001.710	#	2	#	#	#	#	0	1	0	#	#	0	#	0	0	#	1010100	1.000	1.000	2	45.50	923	149	0.42		6	6
1	4	-3337.300;3383.300	#	1	1	#	2	8	#	#	0	0	0	#	0	#	#	1	1111111	1.000	1.000	1	8.33	924	150	0.63		6	6
#	1	-5264.470;5264.470	-216.720;216.720	#	#	2	#	#	0	#	#	0	#	0	0	#	#	#	0000100	0.000	0.297	1	20.76	915	152	0.42		13	13
#	1	-5264.470;5264.470	-216.720;216.720	#	#	2	#	#	0	#	#	0	#	0	0	#	#	#	1000010	0.004	0.582	1	20.76	915	152	0.42		13	13
#	4	-5040.450;5040.450	-216.720;216.720	1	#	#	0	3	#	#	#	0	#	0	1	0	#	0	1100000	0.000	0.407	2	22.68	890	153	0.58		6	13
#	4	-5040.450;5040.450	-216.720;216.720	1	#	#	0	3	#	#	#	0	#	0	1	0	#	0	0001000	0.000	0.429	1	22.68	927	153	0.58		13	13
1	#	-6221.560;6323.560	#	2	0	0	5	#	#	0	0	0	#	#	#	#	0	0	0010100	0.035	0.714	2	26.43	928	154	0.58		7	7
1	#	-6221.560;6323.560	#	2	0	0	5	#	#	0	0	0	#	#	#	#	0	0	1000000	0.000	0.429	1	26.43	928	154	0.58		7	7
1	#	#	-196.640;216.640	2	6	#	5	3	#	0	#	0	1	#	#	#	0	0	1010100	1.000	1.000	1	29.50	671	155	0.58		6	6
4	4	-7405.690;8051.690	-119.000;133.000	#	5	#	#	3	0	0	0	#	#	0	#	#	0	0	0100000	0.000	0.280	1	38.87	986	156	0.63		20	27
4	4	-7405.690;8051.690	-119.000;133.000	#	5	#	#	3	0	0	0	#	#	0	#	#	0	0	1000100	0.000	0.439	2	38.87	986	156	0.63		14	27
4	#	-8065.730;8287.730	-185.480;187.480	10	#	0	11	#	0	#	#	1	#	#	#	0	#	#	1010100	1.000	1.000	1	22.67	930	156	0.47		6	6
2	3	-4308.410;4876.410	-223.840;239.840	2	0	0	#	#	#	0	0	#	#	#	0	#	0	#	1001000	0.000	0.295	1	61.41	916	157	0.58		12	32
2	3	-4308.410;4876.410	-223.840;239.840	2	0	0	#	#	#	0	0	#	#	#	0	#	0	#	0010000	0.000	0.384	2	61.41	931	157	0.58		26	32
2	3	-471.290;6025.290	-103.040;159.040	#	0	#	#	#	#	#	#	#	#	0	#	#	#	0	0010100	0.000	0.436	3	60.66	931	157	0.37		19	37
6	3	-2800.250;2800.250	#	1	1	#	#	#	1	#	#	#	5	#	0	0	#	0	1011100	1.000	1.000	1	9.67	933	159	0.53		6	6
4	4	#	-130.080;142.080	3	2	#	0	3	0	0	#	0	0	0	#	0	#	0	0101000	0.035	0.714	2	30.00	934	160	0.74		7	7
4	4	#	-130.080;142.080	3	2	#	0	3	0	0	#	0	0	0	#	0	#	0	1000000	0.000	0.429	1	30.00	934	160	0.74		7	7
#	#	-5722.620;8166.620	-261.320;323.320	#	#	0	#	#	0	#	0	0	#	0	#	#	0	#	0100000	0.000	0.079	1	72.10	996	161	0.42		160	362
#	#	-5722.620;8166.620	-261.320;323.320	#	#	0	#	#	0	#	0	0	#	0	#	#	0	#	1001000	0.000	0.216	2	72.10	1000	161	0.42		113	362
#	2	#	#	#	1	0	3	#	0	0	#	0	1	0	#	#	0	#	0011100	1.000	1.000	1	33.50	936	162	0.53		6	6
#	#	#	#	1	5	0	#	4	0	0	#	#	#	0	0	0	#	0	1000000	0.000	0.143	1	25.29	937	163	0.53		7	7
#	#	#	#	1	5	0	#	4	0	0	#	#	#	0	0	0	#	0	0110100	0.035	0.714	1	25.29	937	163	0.53		7	7
#	#	-7142.680;8090.680	-178.480;194.480	#	#	3	#	3	#	#	0	#	1	#	#	0	0	0	0100000	0.000	0.429	1	30.36	901	165	0.47		13	13
#	#	-7142.680;8090.680	-178.480;194.480	#	#	3	#	3	#	#	0	#	1	#	#	0	0	0	1001000	0.035	0.714	1	30.36	901	165	0.47		13	13
5	#	#	#	#	#	0	0	2	#	#	0	0	#	#	0	#	#	0	1001000	0.063	0.759	1	56.49	959	166	0.42		26	45
5	#	#	-237.360;357.360	10	#	0	0	2	#	#	0	0	#	#	0	#	#	0	1001000	1.000	1.000	1	44.13	942	166	0.53		13	13
#	4	-3563.320;3605.320	#	2	#	0	3	#	0	#	#	0	#	#	0	0	#	0	0010100	0.006	0.600	1	49.66	941	167	0.53		13	20
3	#	-3216.310;14270.583	-124.353;193.360	6	#	#	3	#	#	0	0	#	#	0	0	0	0	0	1011100	0.214	0.857	2	51.43	944	170	0.63		6	12
5	#	#	-225.800;227.800	8	2	0	2	3	#	0	0	#	0	0	#	#	0	0	1100100	1.000	1.000	1	52.17	820	175	0.68		6	6
1	4	-8176.730;8176.730	#	#	1	#	0	6	#	0	0	#	#	0	0	#	1	1	1111100	1.000	1.000	2	12.67	950	176	0.63		6	6
#	4	-4116.370;4172.370	#	#	0	#	0	#	#	#	#	#	0	#	0	#	#	0	1000010	0.000	0.083	1	48.18	951	177	0.37		6	38
#	#	-7616.680;7616.680	#	#	#	0	#	#	1	#	#	1	#	#	0	1	1	#	1100100	0.000	0.209	3	19.55	982	179	0.37		26	26
#	#	#	-296.360;298.360	8	2	1	3	#	0	#	#	0	#	#	0	#	0	#	1100010	0.035	0.714	1	30.00	954	180	0.47		7	7
#	#	#	-296.360;298.360	8	2	1	3	#	0	#	#	0	#	#	0	#	0	#	0000100	0.000	0.143	1	30.00	954	180	0.47		7	7
#	#	#	#	#	1	#	0	4	#	#	0	#	1	#	0	1	#	0	1011100	1.000	1.000	2	22.00	956	182	0.42		6	6
#	#	-6663.640;7673.640	-219.040;295.040	2	#	0	3	#	0	#	0	0	#	0	0	#	#	0	1001000	0.000	0.194	1	61.27	995	183	0.58		25	50
#	#	-6663.640;7673.640	-219.040;295.040	2	#	#	3	#	0	#	0	0	#	#	#	#	#	0	1001000	0.000	0.194	1	61.27	995	183	0.42		25	50
5	1	#	776.160;1239.840	#	6	#	0	2	#	0	0	0	#	0	0	0	0	#	1001000	1.000	1.000	1	19.50	959	185	0.68		6	6
5	#	4744.570;14377.430	776.160;1239.840	#	6	#	0	2	#	0	0	#	#	0	0	0	0	#	1001000	1.000	1.000	1	19.50	959	185	0.63		6	6
#	#	-4115.370;4173.370	#	#	#	#	0	3	#	#	0	#	#	#	#	#	1	#	0001010	0.000	0.125	1	29.94	897	186	0.26		6	32
#	#	-4115.370;4173.370	#	#	#	#	0	3	#	#	0	#	#	#	#	#	1	#	1000000	0.000	0.304	1	29.94	960	186	0.26		25	32
4	1	#	-307.440;307.440	10	#	0	#	#	0	#	#	#	#	0	#	0	0	0	1110100	0.001	0.504	1	55.17	833	188	0.53		6	19
4	1	-4378.500;6822.500	#	10	1	0	#	3	0	#	#	0	0	#	#	#	#	0	1101000	1.000	1.000	1	38.71	191	191	0.58		7	7
6	2	-7615.680;7617.680	-307.440;307.440	#	#	#	0	2	0	1	#	#	0	0	#	0	0	0	1000100	1.000	1.000	1	22.67	969	195	0.68		6	6
5	1	-5706.570;7062.570	#	#	#	0	0	#	#	#	0	#	#	#	#	1	#	#	1010100	0.008	0.619	2	30.84	960	198	0.37		12	18
5	1	-5706.570;7062.570	-87.000;165.000	#	#	0	0	#	#	#	0	#	#	0	#	1	#	#	1010100	0.008	0.619	1	30.84	960	198	0.47		12	18
2	#	4367.630;12656.370	-168.280;406.280	6	#	#	0	#	#	0	#	0	#	#	0	#	#	#	0111100	1.000	1.000	1	15.17	974	200	0.42		6	6
5	1	-7391.660;7393.660	-272.160;272.160	8	#	0	#	#	0	#	0	0	#	#	#	0	0	0	1000100	0.001	0.519	1	78.80	914	202	0.63		38	38
5	#	-7812.710;8092.710	-276.320;308.320	10	4	0	#	#	0	0	#	0	2	#	0	0	0	#	0010101	1.000	1.000	1	9.50	980	206	0.68		6	6
#	1	#	-188.520;194.520	8	2	0	#	#	0	0	#	0	0	#	#	#	#	0	0100001	0.000	0.158	2	76.33	988	207	0.53		7	39
#	1	#	-188.520;194.520	8	2	0	#	#	0	0	#	0	0	#	#	#	#	0	1000100	0.001	0.509	1	76.33	988	207	0.53		32	39
4	3	-2912.260;2912.260	-131.040;131.040	#	1	0	0	7	0	1	1	#	#	0	#	1	#	#	1111101	1.000	1.000	2	11.00	983	209	0.68		6	6
#	4	-3023.270;3025.270	-186.480;186.480	#	1	0	0	#	0	#	0	#	#	0	0	0	0	#	1010100	1.000	1.000	1	52.72	984	210	0.63		12	12
5	#	-3115.280;3157.280	-222.800;230.800	#	7	#	#	2	0	0	#	0	1	#	0	#	0	#	0010100	1.000	1.000	1	41.17	985	211	0.58		6	6
4	#	#	-209.720;223.720	3	5	3	#	#	0	0	#	0	0	0	#	0	0	#	1100100	0.001	0.473	1	31.08	986	212	0.63		7	13
4	#	-2412.330;4980.330	#	3	5	#	0	#	#	0	#	0	#	0	0	0	#	#	0011000	0.000	0.099	1	31.08	946	212	0.53		6	13
4	#	-2412.330;4980.330	#	3	5	#	0	#	#	0	#	0	#	0	0	0	#	#	1000000	0.000	0.429	1	31.08	986	212	0.53		13	13
3	1	-2253.250;3347.250	#	3	0	3	#	3	#	#	#	#	#	#	0	#	0	0	0010000	0.000	0.429	1	31.43	858	213	0.53		7	7
3	1	-2253.250;3347.250	#	3	0	3	#	3	#	#	#	#	#	#	0	#	0	0	1000100	0.035	0.714	1	31.43	858	213	0.53		7	7
#	1	#	-289.320;295.320	8	2	0	2	4	#	0	#	#	0	#	#	0	1	0	1100101	1.000	1.000	1	26.00	988	214	0.63		7	7
#	4	-3023.270;3025.270	-186.480;186.480	#	1	0	0	#	0	#	#	0	#	0	0	0	0	#	0010100	0.035	0.714	2	44.79	984	215	0.63		19	19
#	4	-3023.270;3025.270	-186.480;186.480	#	1	0	0	#	0	#	#	0	#	0	0	0	0	#	1000000	0.000	0.429	1	44.79	984	215	0.63		19	19
